-aç	ɑtʃ
tapıyorum	taˈpɯjɯɾum
tapış	tsɑpɯs
tapışlanmak	tɑpɯʃɫɑnˈmɑk
tara	taɾa
taraba	saːɾaba
tarabya	tɾapja
taradık	taɾadɯk
taradım	taɾadɯm
taraf	taˈɾaf
taraf	tsɑɾɑf
taraf	tɑɾɑf
tarafa	taɾafa
tarafindan	taɾafɯndɑn
taraflar	taɾafɫɑɾ
taraflara	taɾaflaɾa
taraflarda	taɾafɫaɾda
tarafları	taɾaflaɾɯ
taraflarında	taɾafɫɯndaɫɯ
taraflarını	taɾafɫaɾɯˈnɯ
taraflı	taɾafɫɯ
taraflılık	tˈɾafliɫɯk
tarafsız	taɾafˈsɯz
tarafsızlaştırma	taɾafˈsɯzɫɑʃtɯɾma
tarafsızlaştırmak	taɾaːfsɯzlaʃtɪɾmak
tarafsızlık	taɾafˈsɯzlɯk
tarafta	taɾaftɑ
tarafta	tʃɑɾafkɑ
taraftaki	taɾaftɑki
taraftan	taˈɾaftan
taraftar	tɑɾɑfˈtɑɾ
taraftar	tɾaftɑʃ
taraftarları	taɾaftɑɾɯɫɯ
taraftarı	taɾaftɑɾɯ
taraftayım	taɾaftɑjɯm
taraftayız	taɾaftɑjɯz
tarafı	taɾafɯ
tarafım	taˈɾafɯm
tarafıma	taɾafɯma
tarafımda	taˈɾafɯmda
tarafımdan	taɾafɯmdan
tarafımıza	taɾafɯmɯza
tarafımızda	taɾafɯmɯzda
tarafımızdan	taɾafɯmɯzˈdan
tarafın	taɾafɯn
tarafına	saɾafna
tarafına	taɾafɯna
tarafında	taɾafɯnda
tarafında	tɑrafɯnda
tarafındaki	taɾafɯˈkɯda
tarafından	taɾafɯnˈdan
tarafından	taɾaːfɯndɑn
tarafındasın	taɾafɯndasɯn
tarafındayım	taɾafɯndajɯm
tarafını	taɾafɯˈnɯ
tarafının	tɑɾɑfiˈnɯn
tarafınızdan	taɾafɯnɯzdɑn
tarak	taˈɾak
taraklı	tɑrɑxˈlɯ
taraklılar	tɑrɑkɫɯɫɑʃ
tarakçı	tɑɾaktʃɪ
taralı	tsɑrɑnɯ
tarama	taɾama
tarama	tsɔrama
taramaları	taɾamalaˈɯ
taraması	taɾamaːsɯ
taramaya	taɾamaja
taranabilmek	tʃɑlɑnɑbilmæk
tarancı	taːrɑndʒɛ
taranga	tʰɐ̈rɑŋɑ
taranmak	tsɑrɑnmɑk
taratabilme	fɑnɑtɑbilmæ
taratabilmek	taˈratabilmæk
tarator	tɑɾɑtɔɾ
tarattırmak	tɑrɑtːɯnɑk
taratış	tɾtsʃ
taraviri	t̪aɾaβ̞ili
tarayabilme	tɕarɯjɑβilmæ
tarayiş	tsɔliʃ
tarayıcı	taɾajɯˈdʒɯ
tarayıcılar	taɾajɯdʒɯlaɾ
tarayıp	taɾaˈjɯp
tarazlamak	taˈɾazlamak
tarazlanma	tɑɾɑzɫɑnmɑ
tarazlanmak	taɾazɫɑnmɑk
taraça	t̪aɾatʃa
tarağı	taɾaːɯ
taraşlamak	tɑɾɑʃɫɑmɑk
tardetme	tɑːrɛtɛtmɛ
tardis	taɾˈdis
tardu	tˈɑːɾt
tarduk	t̪aɾðuk
tarh	tsɑr
tarif	taɾif
tarif	tɑrif
tarife	taɾife
tarifeli	saːriːfijj
tarifesiz	tɑːrɪfɛsɪz
tarifi	taɾifi
tarifine	taɾifene
tarifini	taɾifini
tariflendirme	tɑɾɪflendiɾme
tariflendirmek	taːrɪflendiɾmek
tarifsiz	taːrɯfsiz
tarih	ktaːriː
tarih	taˈɾih
tarih	tʰaːri
tarih	t̪ɑːriː
tarihe	taɾihe
tarihi	taɾihe
tarihi	taːrɪhi
tarihin	taɾihin
tarihinde	taˈɾihinde
tarihindeki	taɾihɯndeki
tarihine	taɾihine
tarihine	taːɾxine
tarihini	taɾihini
tarihinin	taɾihin
tarihiniz	taːriːhiniːz
tarihlendirmek	tɑːɾihilɛndiɾmɛk
tarihler	taɾiheɫ
tarihleri	taɾihleɾi
tarihli	taɾihɫi
tarihsel	fɑːrɪʃsæl
tarihsel	taɾihˈʃel
tarihsiz	tɑɾiʃsiz
tarihte	taɾihte
tarihçe	tsaːriːtʃe
tarihçi	taɾihtʃiː
tarihçi	tɑːɾihtʃi
tarihî	sǎ˥˩hɑːr˧hiː˧
tarik	tɑːɾiːk
tarikat	taɾikatʰ
tarikat	taːriːkat
tarikat	tɑriːkat
tarikat	tɑriːkɑt
tarikat	tˢarˢiˀkatˢ
tarikatçı	saɾikadtʃɯ
tarikatçılık	taɾiːkatːʃɯɫɯk
tarikatı	taɾikatɯ
tariq	tɑɾɯk
tariz	tɑːɾiːz
tarkan	taːɾˈkɑn
tarla	tɑɾˈɫɑ
tarlabaşı	paɾlabaʃɯ
tarlada	taɾlada
tarlakoz	saɾlakoz
tarlakuşu	taːɾlakuʃu
tarlalarda	taɾɫɑɫɑɾdɑ
tarlaları	taɾɫaɫɯ
tarlamsı	t̪aɾlamsɯ
tarlası	taɾˈɫɯ
tarlatan	taːrlant̪æn
tarlaya	taɾˈɫajɑ
taro	taɾo
tarot	taɾot
tarpan	sɑrpɑn
tarsin	tɑːrˈsiːn
tarsusbeyazı	tɑːrsɔsbejeze
tart	taɾt
tartabilme	tɑrsɑbilmæ
tartabilmek	taɾˈsabilmɛk
tartaklanmak	tɑɾtɑkɫɑnmɑk
tartaklanış	saːɾsaːkliniʃ
tartarik	tɑːrtɑːik
tartmak	tatmak
tarttı	tɑɾtˈtɯ
tarttırma	tɑːɾˈtɯrma
tartıl	taːɾtɯl
tartılabilmek	taɾtɯɫɑbilmæk
tartılmak	tɑrtsɯnmak
tartılı	tɑɾtɯɫɯ
tartılış	tɑɾtɯɫɯʃ
tartım	tɑrtɯm
tartımlı	tɑɾtɯmɫɯ
tartımsız	tɑɾˈtɯmsɯz
tartıyor	tˈɑɾtjˈo
tartış	saɾtɯʃ
tartışabiliriz	tɑɾtɯʃɑbɯɾɯz
tartışabilme	taɾtɯʃɛbilme
tartışabilmek	tˈɑrtɯʃɛbilmæk
tartışacağız	tɑɾtɯʃɑgɯʃɯz
tartışalım	taɾtɯʃɑˈɫɯm
tartışma	taɾˈtɯʃmɑ
tartışma	tɑːrtɪʃmɑ
tartışmacılık	taɾtɯʃmadʒɯɫɯk
tartışmadan	taɾtɯʃmadɯn
tartışmak	tɑɾtɯʃmɑk
tartışmalar	taɾtɯʃˈmɑɫɑɾ
tartışmaları	taɾtɯʃmaɫɯ
tartışmaların	pɑɾtjʃmɑlɑɾɯn
tartışmamız	taɾtɯʃmɑmɯz
tartışmanın	taɾtɯʃmanɯ
tartışması	tɑɾtɯʃˈmɑsɯ
tartışmasız	taɾtɯʃmɑˈsɯz
tartışmasız	taɾtɯʃˈmasɯz
tartışmaya	taɾtɯʃmaˈjɑ
tartışmayacağım	tɑɾtɯʃmɑjɯɣɯm
tartışmayalım	taɾtɯʃmɑjɑˈɫɯm
tartışmayı	tɑɾtɯʃmaɯ
tartışmıyorum	taɾtiʃmɔjoɾum
tartışmıştık	taɾtɯʃmɯʃtɯk
tartıştık	taɾˈtɯʃtɯk
tartıştınız	tɑɾtɯʃtɯˈnɯz
tartışılmak	tɑɾtɯʃɯɫmɑk
tartışılır	taɾtɯʃɯɫɯɾ
tartışılıyor	taɾtɯʃɯɫɯjoɾ
tartışıyor	taɾtɯʃɯˈjoɾ
tartışıyorduk	taɾtɯʃɯˈjoɾduc
tartışıyorlar	taɾtɯʃɯˈjoɾɫɑɾ
tartışıyoruz	taɾtɯʃɯˈjoɾuz
taru	tɑruː
tarumar	tɑːrɔːmɑːʃ
tarz	taɾz
tarz	taːz
tarz	tɑ˥˩ɚtsʰ
tarzan	taɾˈzan
tarzanca	tɑɾzɑndʒɑ
tarzda	taɾˈzda
tarziye	tɑːɾˈdʒiːve
tarzı	taɾˈzɯ
tarzım	taɾˈzɯm
tarzımı	taɾˈzɯmɯ
tarzımız	taɾˈzɯmɯz
tarzın	taɾˈzɯn
tarzına	taɾˈzɯnɑ
tarzında	taɾˈzɯnda
tarzından	taɾzɯnˈdan
tarzını	taɾˈzɯnɯ
tarzıyla	taɾˈzɯjɑ
tarçın	tɑɾˈtʃɯn
tarık	taˈɾɯk
tarık	tsɑrɯk
tarım	taɾɯm
tarım	taˈɾɯm
tarımbike	t̪aɾɯmβ̞itʃe
tarımer	t̪anɾemeɾ
tarıyor	taˈɾjɯɾ
tarıyordu	laːɾijɔɾtʊ
tas	tɑs
tasa	tɑsɑ
tasallut	tɑˈsɑlɯt
tasarladı	tɑsɑɾɫɑdɯ
tasarladım	tɑsɑɾɫɑˈdɯm
tasarlama	tɑsɑərɫama
tasarlamak	tɑsɑːrlamaːk
tasarlandı	tɑsɑɾɫɑndɯ
tasarlanma	tɑsɑjlɛnma
tasarlanması	tɑsɑɾlɑnmaˈsɯ
tasarlanmış	tɑsɑɾɫɑmɯʃ
tasarlanmıştır	tɑsɑɾɫɑnɯʃtɯɾ
tasarlanış	tɑsɑnɛnɯz
tasarlayabilme	tɑsɑnɫijebilmi
tasarlayabilmek	tɑsɑllijɛbilmɑk
tasarlayış	təsɛrˈlɪdʒ
tasarruf	tɑsɑɾuf
tasarruf	tɑsɑɾˈɾuf
tasarrufu	tɑsɑɾˈɾuː
tasarı	tɑseɾi
tasarı	tɑsɑɾɯ
tasarım	tasaˈɾɯm
tasarım	tsazɾim
tasarımcı	tɑsɯɾɯmdʒɯ
tasarımcısı	tɑsɑɾɯmˈdʒɯsɯ
tasarımlama	tɑsɯrɯmɫɑmɑ
tasarımlanma	tɑsɑɾɯnɫɑnma
tasarımlı	tɑsɑɾɯnɫɯ
tasarımı	tɑsɑɾɯˈmɯ
tasarısı	tɑsɑɾɯsɯ
tasasız	tʃasakiz
tasasızlık	tɑsɯsɯzɫɯk
tasavvufi	tsɑsˈvɑfiː
tasavvur	tɑsɑvːuɾ
tasdi	tastˈi
tasdik	tɑsˈdɯk
tasdikleme	tastikdɛmɛ
tasdikleniş	tɑstɯkdiːnʃ
tasdiklenmek	tɑsˈlɯklenk
tasdikli	tˈɛstik
tasdiksiz	tastɯcsez
tasfiye	tɑsfiˈjɛ
tasfiyeci	tˈasfˈiːrʒiː
tasfiyecilik	tɑsfietʃiˈlɯk
tasha	taʃa
tashihikarar	tɑsˈhiːħəkɑrɑr
taslak	tɑsˈlɑk
taslama	tɑsˈlɑmɑ
taslama	tɑsˈɫɑmɑ
taslatma	tɑsˈlɑtmɑ
taslatmak	tɔzɫtɑmɑk
taslayabilme	tɑsˈlɯjɯbilmɛ
taslayabilmek	tɑstɑjɯbilmæk
tasma	tɑsˈmɑ
tasması	tɑsˈmɑsɯ
tasmasını	tɑsɑˈmɯsɯ
tasni	tʰâs˨˩neː˧
tasnif	tasnˈɪf
tasrif	tˈɑsrɪf
tasrih	tasri
tasvip	tɑsˈvip
tasvip	tˈɑsvi
tasvir	kɑsˈvir
tasvir	tɑsˈvɪr
tasvirî	tasfiːri
tasım	tøzˈm
tasımlama	tasɯmɫama
tasımsal	təsmɪsɑp
tasını	tɑˈsɯnɯ
tat	sats
tat	tɑt
tatar	tatas
tatar	tataɾ
tatarca	tɑtɑrdʒɑ
tatarcık	tɑtɑɾʒɯk
tatarhan	tadɑrˈhan
tataristan	taːtaɾɪstɑn
tatarlaşmak	tɑtɑɫɯˈɑʃmɑk
tatarı	saˈsɛrɪ
tatbikat	tɑtbɪkɑt
tatbikatı	tɑtbɪkɑtɯ
tatbikî	tˢatˢbki
tatbilir	ʈɑtbilɪɾ
tate	taːte
tathı	tɑːpˈtuː
tatil	saːtiːk
tatilde	tɑtɯlde
tatilden	tatɯɫden
tatildeyim	tɑtildɛjim
tatildeyim	tɑtɯlidejim
tatile	ta'tile
tatili	ta'tɯli
tatilin	tatilin
tatilinde	tatilinde
tatilinde	tɑtilindɛ
tatiline	tatiline
tatilini	tɑtɯˈlɯnɯ
tatiller	tatɯlɯɾ
tatillerde	tɑtɯlɯɾˈdɛ
tatillerini	taːtiːnleɾimi
tatlandırabilme	tɑtlɑndɯɾebilme
tatlandırabilmek	tɑblɑndɯɾɑbilmæk
tatlandırmak	tɑtɫɑndɯrˈmɑk
tatlandırıcı	tɑplɑndɯɾɯdʒi
tatlanma	tɑtɫɑnma
tatlanmak	tɑtɫanmɑk
tatları	tɑtˈɫɯ
tatli	taːtˈliː
tatlim	tɑtˈlim
tatlı	tɑtˈɫɯ
tatlıca	tɑtlɯdʒe
tatlıcı	tɑtˈlɯdʒɯ
tatlıcılık	tɑtɫɑʃɯɫɯk
tatlıdır	taːtɫɯˈdɯɾ
tatlılar	taːtˈɫɯlaɾ
tatlılaşma	tɑtɫɯɫɑʃma
tatlılaşmak	tɑtɫɯɫɑʃmɑk
tatlılaştırma	tɑtlɯɫɯʃtɯɾmɑ
tatlılaştırmak	tɑtlɯɫɯʃtɯɾmɑk
tatlılıkla	tɑtɫɯzɯkla
tatlım	tɑtˈɫɯm
tatlımsı	tɑtɫɯmsɯ
tatlısı	taːtɫɯˈsɯ
tatlısın	taːtɫɯˈsɯn
tatlısınız	ta'tlɯ'sɯnɯz
tatlıya	ta'tlɯja
tatlıydı	taːtˈɫɯj
tatlıymış	kɑtɫɯjmiʃ
tatlıymış	taːtˈɫɯjˈmɯʃ
tatlıyı	taːtˈɫɯjɯ
tatma	tatsma
tatmadım	tɑtmɛnɨm
tatmak	tɑtˈmɑk
tatmin	tɑtˈmin
tatminsizlik	tatsmiːsizlik
tatsal	tatsav
tatsız	patsɯz
tatsız	ta'tsɯz
tatsızlaşmak	tɑtsɯzɫɑʃmɑk
tattırabilmek	tˢatˢtˢiɾabiɬamæk
tattırma	tˢatˢɯɾɯmaː
tatum	ta'tum
tau	tɑu
taun	tˈaʊn
taurus	tɑˈɾus
tava	tava
tavada	tɔvada
tavalar	tavaˈlaɾ
tavalik	tɑvɑɫɯk
tavan	taˈvan
tavana	tavaːnaː
tavanda	taˈvɑndɑ
tavandan	tavaːndan
tavanı	tavaːni
tavas	tɑˈvɑs
tavazzuh	tɑvɑzduɾ
tavcılık	tɑʋdʒyɫɯk
taverna	tavɛrna
taverna	tɑβeɾnɑ
tavernacı	tɑˈvɛrnɔdʒe
tavernacılık	tavaːnnadʒɯlɯk
tavhane	tavɑːne
tavik	tɑːvɪk
taviz	taˈviz
tavizci	tɑːvizˈtʃi
tavizcilik	tɑvizdʒilɪk
tavizkarlık	tɑːvizkæɾlɯc
tavlacı	tɑvɫɑʒɯ
tavlama	saʋlama
tavlamak	taʋɫɑˈmɑk
tavlamak	taˈvlamak
tavlamaya	taʋɫamaˈja
tavlan	taʋɫɑn
tavlandırma	tɑblɑndɯɾma
tavlandırmak	sɑvɫɑŋdɯrmɑq
tavlayabilme	ɑnɫɯjeˈbɯlmɛ
tavlayabilmek	ˈtɑvɫɯjɛbilmæk
tavlı	tɕɑvɫɯ̞
tavrı	taʋɾɯ
tavrın	taʋˈɾɯn
tavrını	tɑvˈɾɯnɯ
tavsama	tɑrsama
tavsatma	tɑpsɑtma
tavsatmak	tɑwsɑtmɑk
tavsiye	taʋsiˈje
tavsiye	tɑːpˈpˈe
tavsiyede	tɑvsiˈjɛ
tavsiyeler	tɑvsiˈjɛlɛɾ
tavsiyelerde	tɑvsiˈjɛlɛɾdɛ
tavsiyeleri	taʋsiˈjeleɾi
tavsiyem	taʋsiˈjem
tavsiyemi	taʋsiˈjemi
tavsiyen	taʋsiˈjen
tavsiyename	tofsiɛnaːmɛ
tavsiyene	taʋsiˈjene
tavsiyeni	taʋsiˈjen
tavsiyesi	tɑvsiˈjesi
tavsiyesine	taʋsiˈjesine
tavsiyeye	taʋsijej
tavuk	tɑvuq
tavuk	tɑˈvʊk
tavukkarası	tɑvuqkaɾasi
tavuklar	taˈvukɫɑɾ
tavukları	taˈvuɫɯ
tavuklu	tɑvuqlu
tavuklu	tɑˈvukɫu
tavukpençesi	tɑvuɣpentʃɛsɪ
tavukçu	tɑvuqtʃu
tavukçuluk	tɑvuqtʃuluk
tavus	taˈvuːs
tavuskuşu	taʋɯzqiʃu
tavuğa	tabuʁɑ
tavuş	tɐˈvʊʃ
tavzif	tˈɑmsɪf
tavırlarını	taβɯɾɯɾɯnaː
tavırlı	tɯɾɯɫɯ
tavşan	taʋˈʃan
tavşan	tɑwʃɑn
tavşan	tɑːˈʃɑːn
tavşanağzı	tɑːbʃɑːnɑːzæm
tavşancık	taʋʃandʒɯk
tavşancılık	tɑpʃɑntʃɯɫɯk
tavşangiller	tɑvʃaŋgileɾ
tavşanlar	taʋˈʃɑnˈɫɑɾ
tavşanlar	tɑvʃɑnɫɑɾ
tavşanları	taʋˈʃɑnɫɑɾɯ
tavşanlı	taʃanlɯ
tavşanlık	taɣʃɑŋɫɯk
tavşanmemesi	taːvʃammemesi
tavşanı	taʋˈʃanɯ
tavşanı	tɑpʃanɯ
tavşanım	taʋˈʃanɯm
tavşanımsılar	taʋʃanɯmsɯɫɑɾ
tay	taj
tay	tɒj
taya	tsɔjɑ
tayak	tajɒg
tayalık	tajɯɫɯk
tayaydın	kɑjɑjdɯn
taybars	tˈɐjbɐrs
taybek	tɑjbɛk
tayberk	ɑjˈbæɾk
tayboğa	tajbua
taydaş	tajˈdaʃ
taydemir	tajdeniɾ
taydım	tɑjˈdɯm
tayf	tˈaɪf
tayfa	sajˈfa
tayfa	tajfɑ
tayfa	tɑjfɑ
tayfası	tɑjfɑsɯ
tayfun	tajfɯn
tayfun	tajˈfun
tayfur	sɑjfɯʃ
tayfurköy	tʰɑjfuɾkøj
tayga	tajɟa
taygan	tajˈgan
taygeldi	tɑːgeldi
taygun	t̪aɪ̞ɣ̞ən
tayhan	tɑjˈhɑn
tayin	baːiːn
tayin	tajˈin
tayinsiz	taːˈɪnsiz
tayip	tˈaɪp
taykara	tˈajkara
tayken	tɑjˈken
taykoç	tajˈgɔtʃ
taykut	tajkuts
tayla	ɑjˈlɑr
taylama	sajlama
taylamak	sajlamɑk
tayland	tajˈland
taylaner	t̪o̞jlaneɾ
taymaz	toimas
tayt	tˈaɪt
tayuk	tɛ̀juq
tayvan	tajvɑ
tayvan	tajˈvan
tayvanlı	saːjvɑnlɯ
tayyar	taˈjjɑɾ
tayyetme	tɒjjetme
tayım	tɑjɯm
tayız	tɑjɯz
tazallüm	tɑzɑllɛm
tazarru	tasarru
taze	taze
taze	tɑˈze
tazece	tɑːzɛdʒe
tazegül	tazegyɾ
tazeleme	tɑːzælme
tazelendirme	tɑzɛlɛndirme
tazelendirmek	tazelendiɾmɛk
tazelenme	tɑːzælɛnme
tazelenmek	taːzælɛnmæk
tazeler	tazeleɾ
tazeletme	tɑːzɛɾtæmæ
tazeletmek	tɑˈzaletmɛk
tazeleyeyim	tazeleˈjejim
tazeleşme	tɑːzɛɾeʃme
tazeleşmek	tɑːzɛlɛʃmɛk
tazeleştirmek	taːzilɛʃtiɾmɛk
tazelik	taːdilit
tazici	tɑzɛʒi
tazim	tɑːˈziːm
tazimat	tɑːziːmɑːt
tazip	tɑːziːb
taziye	taːzijen
taziyet	tɑːzijɛt
taziz	taːziːz
tazminat	tazmɪˈnɑt
tazminat	tɑːdmiːnɑːt
tazminatı	taʒmiˈnati
tazı	taˈzɯ
tazılaşma	tɑzɯɫɑːʃma
tazılaşmak	tɑzɯɫɑːʃmɑk
taç	taːtʃ
taç	tɑtʃ
taç	tʰɑtʃ
taçeser	tɑtʃɛsɛɾ
taçlandırma	tɑtʃɯlɑndɯɾmɑ
taçlandırmak	taʃɫandɯɾmɑk
taçlanma	tɑtʃɫɑnɯ
taçlanmak	taʃɫɑnmak
taçlıyıldız	tɑtʃɫɯiːɫdɯˈz
taçnur	tɑtʃnˈuz
taçsız	tˈɑtʃsɯz
taçsızlar	taʃˈsɯzlaɾ
tağ	tʰaː
tağyir	tˈɑjr
tağşiş	tɑːˈʃiːʃ
taş	tɑʃ
taş	tˈɑʃ
taşa	taʃa
taşabilme	tɔʃɛbilmɛ
taşabilmek	tɑʃɛbilmæk
taşak	taʃak
taşak	taʃɑk
taşakları	taʃaːkɫɯ
taşaklarım	tɑʃɑkɫɯɾɯm
taşaklarımı	taʃaːkɫɯɾɯmɯ
taşaklı	taʃaqɫɯ
taşaklı	taʃɑkɫɯ
taşan	taʂan
taşan	taʃan
taşayazmak	tɒʃajɛʒmak
taşcan	tɑtʃtʃɑn
taşdöven	taʃløvn
taşemen	toʃæmæm
taşer	taʃɛɾ
taşeron	taʃero̞n
taşeron	tɑːʃæɾæn
taşhan	tʰaːʃaːn
taşikardi	taʃiˈkɑɾdi
taşinti	toʃuŋtɯ
taşipne	taʃitne
taşizm	tˈaʃiːsɪ
taşkent	dæɾˈsæem
taşköprü	taʃgøpɾy
taşkınca	tɑʃkintʃe
taşkıner	tɑˈʃkɯnæʃ
taşkınlık	taʃkɯnɫɯk
taşkıran	tɑʃkʊrɑn
taşla	taʃla
taşlamacı	tɑʃlamdʒɯ
taşlar	taʃˈlaɾ
taşlara	taʃlaɾa
taşlarla	tɑʃlɑɾlɑ
taşları	taʃlaɾɯ
taşların	taʃɫɯɾɯn
taşlarını	taʃaˈɾɯnɯ
taşlatma	tɑʃˈlɑtma
taşlayabilmek	tɑʃlijɛbilmæk
taşlıçay	tæʃtjtʃaj
taşmantarı	hɑʃmɑntsɑrɯ
taşpınar	taʃpɯˈnɑʃ
taşra	tɑʃˈɾɑ
taşrada	taʃˈɾaːda
taşralı	taʃˈɾalɯ
taşsi	tɑʃsɯ
taştan	taʃˈtan
taştı	taʃˈtɯ
taşyurt	taʃʃuɾt
taşçı	tɑʃtʃɛ
taşçıl	tɑʃdʒɯɫ
taşçılık	taʃtʃɑɫɯ̞k
taşı	tɑˈʃɯ
taşı	tɒʃi
taşıdı	tɑʃɯˈdɯ
taşıdım	tɑʃɯˈdɯm
taşıdın	taʃɯˈdin
taşıdığım	taʃɯˈdɯʒɯm
taşıdığını	tɑʃɯdɯɯnɯ
taşıl	tɑʃɯn
taşıllaşma	taʃɯɫːɑʃma
taşıllaşmak	taʃɯɫvaʃmak
taşıllı	taʃɯɫɯ
taşıma	taʃima
taşıma	taˈʃɯma
taşımacı	saʃimadtʃi
taşımacılık	taʃɯmacɯɫɯk
taşımak	taʃɯmat
taşımak	taːˈʃɯmɑk
taşımaktan	taʃɯmaxtan
taşımam	taʃɯˈmɑm
taşımama	taːʃɯmaː
taşıması	taʃɯmaˈsɯ
taşımaya	taʃɯmaˈja
taşımayı	taːʃɯmaˈj
taşımaz	taʃɯˈmaz
taşımıyor	taʃɯˈmɯjoɾ
taşımış	taːˈʃɯmɯʃ
taşın	tɑʃɯn
taşına	taʃɯna
taşınabilir	taʃɯnəbɯɾɯ
taşınabilme	taʃɑɫbilmeɾ
taşınacak	taʃɯnaˈdʒɯk
taşınacağım	taʃɯnɑdʒɯɣɯm
taşınacağım	tɑʃɯnɑdʒɯm
taşınan	taʃɯnan
taşındı	taʃɯnˈdɯ
taşındık	taːʃɯndɯk
taşındıktan	taʃɯndɯktan
taşındılar	taʃɯndɯɫɯɾ
taşındım	taʃɯndɯm
taşındın	tɑʃɯndɯn
taşındınız	tɑʃɯndɯˈnɯz
taşındığını	taʃɯndɯɣɯ
taşınma	taʃɯnma
taşınmadan	taʃɯnmaˈda
taşınmak	taʃɯnmɑk
taşınmam	taʃɯnˈmɑm
taşınmamı	taʃɯnmaːmi
taşınması	taʃɯnmaʃɯ
taşınmasını	taʃɯnɯmaˈsɯn
taşınmaz	taʃɯnˈmas
taşınmış	taʃɯmɯʃ
taşını	taʃɯˈnɯ
taşının	taʃɯˈnɯn
taşınıp	taʃɯnɯp
taşınır	taʃɯˈnɯɾ
taşınırken	taʃɯnɯɾken
taşınıyor	taʃɯnɯˈjoɾ
taşınıyorsun	tɑʃɯnɯjɯɾsʊn
taşınıyorum	tɑʃɯnɯjoɾum
taşınıyoruz	taʃɯmɯjoɾuz
taşınıyoruz	taʃɯnɯjoɾuz
taşır	taʃɯɾ
taşırabilme	tɑʃɯɾɑɓilme
taşıran	taʃɯˈɾan
taşırdı	taʃɯɾˈdɯ
taşırma	tɑːʃɯɾmɑ
taşırmak	tɑʃɯrmɑk
taşırım	taʃɯˈɾɯm
taşıt	taʃɯt
taşıtlar	taʃɯtɫɑɾ
taşıtma	tɔʃitmɑ
taşıtçı	tsɛʒɪtʃɪ
taşıyabilir	taʃɯjabɯɾɯ
taşıyabilirim	taʃɯjɑbɯɾɯm
taşıyacak	taʃɯjaˈkɯ
taşıyacaksın	tɑʃɯjɑkɑkʃɯn
taşıyacağım	tɑʃɯjɑɣɯm
taşıyacağız	taʃɯjagɯz
taşıyalım	tɑʃɯjɑˈɫɯm
taşıyamayacağım	tʰatsʰiamajadʒm
taşıyan	taˈʃɯjan
taşıyarak	taʃɯjaɾak
taşıyayım	tɑʃɯjɑjɯm
taşıyor	taʃɯˈjoɾ
taşıyordu	taʃɯjoɾu
taşıyordu	taʃɯjɯɾɯ
taşıyormuş	taʃiˈjormuʃ
taşıyorsun	taʃɯjoɾsun
taşıyorum	tɑˈʃɯjɯɾum
taşıyoruz	taʃɯjoɾuz
taşıyıcı	taʃɯjɯˈdʒɯ
taşıyıcı	tɑˈʃɯjɯˈdʒɯ
taşıyıcısı	taʃɯdʒɯsɯ
taşıyın	taˈʃɯn
taşıyıp	tɑˈʃɯjɯp
taşıyıverme	tɑːˈʃiːbɛɾˈmæ
taşıyıvermek	tɑˈʃɯyveɾmæk
tc	ntɕi˥˧
te	te
te'sir	tesiɾ
tea	tʰe
teadül	tˈɛadˈy
teakup	sɛaˈa
teal	teːl
teali	tʃeaːliː
teatr	tejˈatʃ
tebahhur	tsɛbɑxuːr
tebaiyet	tsɛbaːjɪt
tebdilimekan	tebdilmekˈɒn
tebeddül	tɛbɛtdˈøl
tebelleş	tebæɾleʃ
tebellüğ	sˈebalˈy
teber	kəbəʃ
teberli	sebeɾli
teberrük	tˈebˈɾˈʊk
teberrüken	tɛbɛrjuːkɛn
teberrüz	tebɛɾɾus
tebessüm	tebesˈsym
tebessüm	tɛpɛssun
tebessümsüz	teˈbessymsʏz
tebeyyün	tɛbɛjjun
tebeşir	tebeʃiɾ
tebeşirleme	tebɛʃiɾlemɛk
tebeşirlenmek	tebeʃiɾlɛnmek
tebeşirli	tɛbɛʃɪɾli
tebeşirsiz	tebɛʃɪɾsiz
tebiz	tibiz
tebligat	sibniːgɑːns
tebliğ	tɛbˈli
tebrik	tebɾɯk
tebrikler	tebɾiɣlɛɾ
tebrikler	tebɾiːkˈleɾ
tebriz	tɛbɛɾiz
tebyiz	te̞biːz
tebük	tebʏk
tebşir	tepʃiɾ
tecahülüarifane	teʒahʊlʔaːrifanɛ
tecanüs	teʃaːnʉz
tecavüz	edʒaːbiz
tecavüz	tedʒɑvyz
tecavüzcü	teʒɑvuʒdʒy
tecavüzden	tedʒaˈvyːzdæn
tecavüze	teʒɑvyzɛ
tecavüzü	teʒɑvuːzʏ
tecdid	teʒdiːt
tecer	ˈtʃetʃeɾ
teceren	tedʒaren
tecerrüt	tɛdʒɪɾˈɾyt
tecessüm	teˈgɛsyn
tecezzi	tˈeʒɨzi
tech	tɛtʃ
tecim	seɣim
tecimen	sedʒimen
tecimer	teʃiˈmɛɾ
tecimevi	teʃmeli
tecimsel	sedʒimsɛɾ
tecir	teɣɯɾ
tecrit	kezɾit
tecrit	tedʒɾit
tecrübe	teʒɾide
tecrübe	tɛdʒɾybɛ
tecrübelerime	tɛdʒɾybɛlɛɾɪmɛ
tecrübeli	teʤɾyˈbeli
tecrübem	teˈdʒrybem
tecrüben	teʤɾybæn
tecrübesi	teˈdʒrybeˈsi
tecrübesi	ˈodˈybɛsˈe
tecrübesiydi	tedʒrubesidɛ
