'day	daɪ̯
palitadahan	pɐlɪtɐdahɐn
palitan	pɐlitɐn
palitan	pɐlɪtan
palitaw	pɐlɪtaʊ̯
palito	pɐlito
paliwanag	pɐlɪwanɐɡ
palo	palo
palo	paloʔ
palong	paloŋ
palopalo	pɐlopaloʔ
palos	pɐlos
palpak	pɐlpak
palpal	pɐlpal
palso	pɐlso
paltan	pɐltan
paltik	pɐltik
paltos	pɐltos
palugit	pɐluɣɪt
palusot	pɐlʊsot
palutang	pɐlutɐŋ
palya	pɐlja
pamabat	pɐmabɐt
pamagat	pɐmɐɣat
pamahalaan	pamɐhɐlɐʔan
pamahalaan	pɐmɐhɐlaʔɐn
pamahaw	pɐmahaʊ̯
pamahiin	pɐmɐhiʔɪn
pamahiran	pɐmɐhiɾɐn
pamalo	pɐmaloʔ
pamaltik	pɐmɐltik
pamamahagi	pɐmɐmɐhaɣɪʔ
pamamahayag	pɐmɐmɐhɐjaɡ
pamamanas	pɐmɐmɐnas
pamamanhikan	pɐmɐmɐnhixɐn
pamamaril	pɐmɐmɐɾil
pamana	pɐmanɐ
pamantasan	pɐmɐntasɐn
pamasahe	pɐmɐsahɛ
pamasok	pɐmasok
pamayanan	pamɐjɐnan
pamaypay	pɐmaɪ̯paɪ̯
pambahay	pɐmbahaɪ̯
pambansa	pɐmbɐnsaʔ
pambata	pɐmbatɐ
pambati	pɐmbɐti
pambihira	pɐmbɪhiɾɐʔ
pambilo	pɐmbɪlo
pambura	pɐmbʊɾa
pamilihan	pamɪlihɐn
pamilya	pɐmiljɐ
pamilyado	pɐmɪljado
pamilyar	pɐmɪljaɾ
pamilyaridad	pɐmɪljɐɾɪdad
pamimilosopo	pɐmɪmɪlosopo
pamimirata	pɐmɪmɪɾatɐ
paminggalan	pamɪŋɡalɐn
paminta	pɐmɪnta
pamitak	pɐmɪtak
pamomolitika	pɐmomolitɪxɐ
pamook	pɐmoʔok
pampagana	pɐmpɐɣanɐ
pampam	pɐmpam
pampang	pɐmpaŋ
pampanitikan	pɐmpanɪtɪxan
pampasabog	pɐmpɐsaboɡ
pampers	pampɛɹs
pampolitika	pampolitɪxɐ
pampribado	pɐmpɾɪbado
pampubliko	pɐmpublɪxo
pamudpod	pɐmʊdpod
pamumuhay	pɐmʊmuhaɪ̯
pamunuan	pɐmʊnuʔɐn
pamunuan	pɐmʊnʊʔan
pamuok	pɐmʊʔok
pamutat	pɐmutɐt
pana	panɐʔ
panadero	pɐnɐdɛɾo
panaderya	pɐnɐdɛɾja
panagaraw	pɐnɐɣɐɾaʊ̯
panaginip	pɐnɐɣinɪp
panagko	pɐnɐɡkoʔ
panaguri	pɐnɐɣʊɾiʔ
panahinga	pɐnɐhiŋɐ
panahon	pɐnahon
panahon	pɐnɐhon
panain	pɐnaʔɪn
panaklong	pɐnɐkloŋ
panaksak	pɐnɐksak
panalangin	pɐnɐlaŋɪn
panalo	pɐnalo
panalo	pɐnɐlo
panambak	pɐnɐmbak
pananabotahe	pɐnɐnɐbotahɛ
pananagutan	pɐnɐnɐɣutɐn
pananalapi	pɐnɐnɐlɐpiʔ
pananamantala	pɐnɐnɐmɐntɐla
pananambang	pɐnɐnɐmbaŋ
pananamit	pɐnɐnɐmit
pananampalataya	pɐnɐnɐmpɐlɐtajɐ
panananim	pɐnɐnɐnim
pananaog	pɐnɐnaʔoɡ
pananaw	pɐnɐnaʊ̯
pananawagan	pɐnɐnɐwaɣɐn
panandalian	pɐnɐndɐliʔɐn
pananghalian	pɐnɐŋhɐliʔɐn
pananim	pɐnɐnim
pananong	pɐnɐnoŋ
panaog	pɐnaʔoɡ
panata	pɐnatɐ
panata	pɐnatɐʔ
panatiko	pɐnatɪxo
panatili	pɐnɐtilɪ
panauhin	pɐnɐʔuhɪn
panayam	pɐnɐjam
pandaigdig	pɐndaɪ̯ɡdiɡ
pandaigdig	pɐndɐʔɪɡdiɡ
pandaigdigan	pɐndɐʔɪɡdiɣɐn
pandak	pɐndak
pandakaki	pɐndɐxaxɪ
pandan	pɐndan
pandangal	pɐndaŋɐl
pandanggo	pɐndaŋɡo
panday	pɐndaɪ̯
pandemya	pɐndɛmjɐ
panderetas	pɐndɛɾɛtɐs
pandesal	pandɛsal
pandidiri	pɐndɪdiɾɪ
pandikit	pɐndɪxit
pandinig	pɐndɪniɡ
pandipandi	pɐndɪpɐndi
pandiwa	pɐndiwɐʔ
pandong	pɐndoŋ
panega	pɐnɛɣɐ
panenteismo	pɐnɛntɛismo
panga	pɐŋa
pangadyi	pɐŋɐdʒiʔ
pangahas	pɐŋɐhas
pangako	pɐŋaxoʔ
pangalan	pɐŋalɐn
pangamba	pɐŋɐmba
panganan	pɐŋanɐn
panganay	pɐŋanaɪ̯
pangangailangan	pɐŋɐŋaɪ̯laŋɐn
pangangailangan	pɐŋɐŋɐʔɪlaŋɐn
pangangalaga	pɐŋɐŋɐlaɣɐʔ
panganganino	pɐŋɐŋɐnino
pangangasiwa	pɐŋɐŋɐsiwɐʔ
panganib	pɐŋanɪb
panganinuhan	pɐŋɐnɪnuhɐn
panganurin	pɐŋɐnuɾɪn
pangarap	pɐŋaɾɐp
pangat	pɐŋat
pangatnig	pɐŋɐtniɡ
panget	paŋɛt
panggagahasa	pɐŋɡɐɣɐhasɐʔ
panggagamot	pɐŋɡɐɣɐmot
panggagantso	pɐŋɡɐɣantʃo
panggang	pɐŋɡaŋ
panggatong	pɐŋɡatoŋ
panggupit	pɐŋɡʊpit
panghahalay	pɐŋhɐhalaɪ̯
panghalip	pɐŋhɐlip
panghaw	pɐŋhaʊ̯
panghi	pɐŋhi
panghihinawan	pɐŋhɪhɪnawɐn
panghihinayang	pɐŋhɪhɪnajɐŋ
panghimagas	pɐŋhɪmaɣɐs
panghimasukan	pɐŋhɪmɐsuxɐn
panghimawis	pɐŋhɪmawɪs
panghimpapawid	pɐŋhɪmpɐpɐwid
panghininga	pɐŋhɪnɪŋa
pangimbulo	pɐŋɪmbulo
panginain	pɐŋɪnaʔɪn
pangingikil	pɐŋɪŋixɪl
panginoon	pɐŋɪnoʔon
pangit	paŋɛt
pangit	paŋɪt
pangitain	pɐŋɪtaʔɪn
pangkagawaran	pɐŋkɐɣɐwɐɾan
pangkalahatan	pɐŋkɐlɐhɐtan
pangkaraniwan	pɐŋkɐɾɐniwɐn
pangkasaysayan	pɐŋkɐsaɪ̯sajɐn
pangkat	pɐŋkat
pangko	pɐŋko
pangkultura	pɐŋkʊltuɾɐ
panglinis	pɐnlinɪs
pangmatagalan	pɐŋmɐtɐɣalɐn
pangmatanda	pɐŋmɐtɐndaʔ
pangngalan	pɐŋŋalɐn
pango	pɐŋoʔ
pangulo	pɐŋulo
panguman	pɐŋʊman
pangunahan	pɐŋʊnahɐn
pangunahin	pɐŋʊnahɪn
pangungusap	pɐŋʊŋusɐp
pangwilig	pɐŋwɪliɡ
pangyari	pɐŋjaɾɪ
pangyayari	pɐŋjɐjaɾɪ
panhik	pɐnhik
panibago	pɐnɪbaɣo
panibugho	pɐnɪbʊɡhoʔ
panibughuin	pɐnɪbʊɡhuʔɪn
panig	panɪɡ
paniki	pɐnixɛʔ
paniki	pɐnixɪ
paniki	pɐnixɪʔ
panilan	pɐnilɐn
panimbang	pɐnɪmbaŋ
panimbangan	panɪmbaŋɐn
panimbangan	pɐnɪmbɐŋan
paninda	pɐnɪnda
panindigan	pɐnɪndɪɣan
paninigarilyo	pɐnɪnɪɣɐɾiljo
paninindigan	pɐnɪnɪndiɣɐn
paninindigan	pɐnɪnɪndɪɣan
paniniwala	pɐnɪnɪwalɐʔ
panipi	pɐnipɪʔ
panirahan	panɪɾahɐn
panirahanan	pɐnɪɾɐhanɐn
panis	panɪs
panis	pɐnis
panitikan	panɪtɪxɐn
panlaba	pɐnlɐba
panlabas	pɐnlɐbas
panlakad	pɐnlaxɐd
panlampaso	pɐnlɐmpaso
panlapi	pɐnlapɪʔ
panlasa	pɐnlasɐ
panlikod	pɐnlɪxod
panlikuran	panlɪxʊɾan
panliligaw	pɐnlɪliɣaʊ̯
panlilimos	pɐnlɪlɪmos
panlinis	pɐnlinɪs
panlipunan	pɐnlɪpunɐn
panloloob	pɐnloloʔob
panloob	pɐnloʔob
pano	pano
panotsa	pɐnotʃa
panrehiyon	pɐnɾɛhɪon
panrelihiyon	pɐnɾɛlɪhɪon
pansamantala	pɐnsɐmɐntɐla
pansin	pɐnsin
pansinin	pɐnsɪnin
pansit	pɐnsit
pansol	pɐnsol
pantablay	pɐntɐblaɪ̯
pantalon	pɐntɐlon
pantas	pɐntas
pantasa	pɐntɐsa
pantay	pɐntaɪ̯
pante	pantɛ
pante	pɐntɛ
panteismo	pɐntɛismo
panteon	pɐntɛon
panti	pantɪ
panti	pɐnti
pantig	pɐntiɡ
pantiyon	pɐntʃon
pantog	pɐntoɡ
pantomina	pantominɐ
pantukoy	pɐntuxoɪ̯
pantuos	pɐntʊʔos
panukala	pɐnʊxalɐʔ
panukat	pɐnuxɐt
panulaan	pɐnʊlaʔɐn
panulat	pɐnulɐt
panulukan	panʊluxɐn
panundong	pɐnʊndoŋ
panuntunan	pɐnʊntunɐn
panunuhol	pɐnʊnuhol
panunuya	pɐnʊnʊjaʔ
panuos	pɐnʊʔos
panuruan	panʊɾʊʔan
panuto	pɐnuto
panutsa	pɐnʊtʃa
panuwelo	pɐnwɛlo
panwelo	pɐnwɛlo
panyo	pɐɲoʔ
panyuwelo	pɐɲwɛlo
paos	paʔos
paos	pɐʔos
papag	papɐɡ
papagayo	pɐpɐɣajo
papagtaluhan	papɐɡtɐluhɐn
papagtalunan	papɐɡtɐlunɐn
papagtalunan	papɐɡtɐlʊnan
papagtawanan	papɐɡtɐwɐnan
papak	pɐpak
papaletadahan	pɐpɐlɛtɐdahɐn
papalitadahan	pɐpɐlɪtɐdahɐn
papan	papɐn
papangitin	pɐpɐŋitɪn
papansin	pɐpansɪn
papansin	pɐpɐnsin
papasyalan	pɐpɐʃɐlan
papaya	pɐpajɐ
papel	pɐpɛl
papeles	pɐpɛlɛs
papet	papɛt
papunta	pɐpʊnta
papuntahin	pɐpʊntɐhin
paputok	pɐpʊtok
par	paɾ
para	paɾɐ
paraan	pɐɾɐʔan
paraanin	pɐɾɐʔanɪn
parabula	pɐɾabʊlɐ
parada	pɐɾadɐ
paradahan	paɾɐdɐhan
paragatos	pɐɾɐɣatos
paragos	pɐɾaɣos
parahin	pɐɾahɪn
paraiso	pɐɾɐʔiso
parak	pɐɾak
parakaida	pɐɾɐxɐʔidɐ
parakayda	pɐɾɐxaɪ̯dɐ
paralis	pɐɾalɪs
paraluman	pɐɾɐlumɐn
parang	paɾɐŋ
parapernalya	pɐɾɐpɛɾnaljɐ
parapo	paɾɐpo
pararayos	paɾɐɾajos
paratang	pɐɾatɐŋ
parati	pɐɾatɪ
pardilya	pɐɾdiljɐ
pardiyas	pɐɾdʒas
pare	paɾɛ
pare	paɾɛʔ
pareha	pɐɾɛhɐ
parehas	pɐɾɛhɐs
pareho	pɐɾɛho
parentesis	pɐɾɛntɛsɪs
pares	paɾɛs
pari	paɾɪʔ
parian	pɐɾiʔɐn
parian	pɐɾɪʔan
parianyo	pɐɾɪʔɐɲoʔ
parihaba	pɐɾɪhɐbaʔ
parika	pɐɾixɐ
parikala	pɐɾɪxalɐ
parikala	pɐɾɪxalɐʔ
paril	pɐɾil
parilya	pɐɾiljɐ
parinig	pɐɾɪniɡ
parinlas	pɐɾinlɐs
parirala	pɐɾɪɾalɐ
paris	paɾɪs
parisukat	pɐɾɪsʊxat
paritaan	pɐɾɪtɐʔan
pariugat	pɐɾɪʔʊɣat
parke	paɾkɛ
parke	pɐɾkɛ
parlamentaryo	pɐɾlɐmɛntaɾjo
parlamento	pɐɾlɐmɛnto
parlorista	pɐɾloɾistɐ
parmasiya	pɐɾmaʃɐ
parmasya	pɐɾmaʃɐ
paroko	paɾoxo
paroko	pɐɾoxo
parokya	pɐɾokjɐ
parokyal	pɐɾokjal
parokyano	pɐɾokjano
parol	pɐɾol
parola	pɐɾolɐ
partida	pɐɾtidɐ
partido	pɐɾtido
partisipasyon	pɐɾtɪsɪpɐʃon
parugo	pɐɾʊɣoʔ
paruka	pɐɾʊxaʔ
paruparo	pɐɾupɐɾo
paruparo	pɐɾʊpɐɾo
parusa	pɐɾusɐ
pasa	pasɐ
pasa	pɐsa
pasa	pɐsaʔ
pasabugin	pɐsɐbuɣɪn
pasada	pɐsadɐ
pasado	pɐsado
pasahe	pɐsahɛ
pasahero	pɐsɐhɛɾo
pasakalye	pɐsɐxaljɛ
pasalubong	pɐsɐluboŋ
pasan	pɐsan
pasanin	pɐsanɪn
pasanin	pɐsɐnin
pasaporte	pɐsɐpoɾtɛ
pasas	pasɐs
pasasalamat	pɐsɐsɐlamɐt
pasaway	pɐsɐwaɪ̯
pasayahin	pɐsɐjɐhin
pasensiya	pɐsɛnʃɐ
pasensiyosa	pɐsɛnʃosɐ
pasensiyoso	pɐsɛnʃoso
pasensya	pɐsɛnʃɐ
pasensyosa	pɐsɛnʃosɐ
pasensyoso	pɐsɛnʃoso
pashnea	pɐʃnɛɐ
pasig	pasɪɡ
pasigan	pɐsiɣɐn
pasigan	pɐsɪɣan
pasigayon	pɐsɪɣɐjon
pasiglahin	pɐsɪɡlɐhin
pasikat	pɐsixɐt
pasil	pasɪl
pasilidad	pɐsɪlɪdad
pasilyo	pɐsiljo
pasimuno	pɐsɪmunoʔ
pasintabi	pɐsɪntabɪʔ
pasipalin	pɐsɪpalɪn
pasipismo	pɐsɪpismo
pasismo	pɐsismo
pasista	pɐsistɐ
pasiya	pɐʃa
pasiyam	pɐʃam
paskil	pɐskil
paskuwa	paskwɐ
paskwa	paskwɐ
paslang	pɐslaŋ
pasma	pɐsma
pasmado	pɐsmado
paso	paso
paso	pasoʔ
paso	pɐso
paso	pɐsoʔ
pasok	pasok
pasok	pɐsok
password	paswoɹd
pasterisasyon	pastɛɾɪsɐʃon
pastilyas	pɐstiljɐs
pastol	pɐstol
pastor	pɐstoɾ
pastora	pɐstoɾɐ
pastulan	pɐstulɐn
pasugalan	pasʊɣalɐn
pasuguan	pɐsʊɣuʔɐn
pasukan	pɐsuxɐn
pasukan	pɐsʊxan
pasukdol	pɐsʊkdol
pasukin	pɐsuxɪn
pasulo	pɐsulo
pasword	paswoɹd
pasya	pɐʃa
pasyal	pɐʃal
pasyalan	pɐʃalɐn
pasyalan	pɐʃɐlan
pasyente	pɐʃɛntɛ
pataasan	patɐʔasɐn
pataba	pɐtɐbaʔ
patadyong	pɐtɐdʒoŋ
patag	patɐɡ
patagin	pɐtaɣɪn
patahian	pɐtɐhiʔɐn
patak	pɐtak
patakaran	patɐxɐɾɐn
patakaran	pɐtɐxaɾɐn
patakbuhin	pɐtɐkbʊhin
pataksil	pɐtɐksil
patalastas	pɐtɐlɐstas
patalim	pɐtɐlim
patalsik	pɐtɐlsik
patani	pɐtanɪʔ
patapos	pɐtɐpos
patas	patɐs
patatas	pɐtatɐs
pataw	pataʊ̯
patawanin	pɐtɐwanɪn
patay	pɐtaɪ̯
patayin	pɐtɐjin
patda	pɐtda
pati	pɐti
patibong	pɐtɪboŋ
patid	patɪd
patid	pɐtid
patidyugto	pɐtɪdʒʊɡtoʔ
patilya	pɐtiljɐ
patimog	pɐtimoɡ
pating	pɐtiŋ
patintero	patɪntɛɾo
patipati	pɐtɪpatɪ
patis	pɐtis
patnubay	pɐtnubaɪ̯
patnugot	pɐtnuɣot
pato	pato
patol	patol
patola	pɐtolɐ
patolohiya	pɐtolohiɐ
patong	patoŋ
patotot	pɐtotot
patriya	patɾjɐ
patubig	pɐtubɪɡ
patubigan	pɐtʊbiɣɐn
patulugin	pɐtʊluɣɪn
patunay	pɐtunaɪ̯
patungo	pɐtuŋo
patungo	pɐtuŋoʔ
patupat	pɐtupɐt
patutsada	pɐtʊtʃadɐ
patuusan	patʊʔʊsɐn
paumanhin	pɐʔʊmɐnhin
paupahan	pɐʔʊpahɐn
paupahan	pɐʔʊpɐhan
pausukan	paʔʊsʊxɐn
pausukan	pɐʔʊsuxɐn
pauwe	pɐʔʊɛʔ
pauwi	pɐʔʊiʔ
pauwi	pɐʔʊɛʔ
pauwiin	pɐʔʊɪʔin
pawa	pawɐʔ
pawatas	pɐwɐtas
pawikan	pɐwixɐn
pawis	pawɪs
pawis	pɐwis
pawisan	pɐwisɐn
pawisan	pɐwɪsan
pawpaw	paʊ̯paʊ̯
payag	pajɐɡ
payagpag	pɐjɐɡpaɡ
payak	pɐjak
payamanin	pɐjɐmanɪn
payapa	pɐjapɐʔ
payaso	pɐjaso
payat	pɐjat
payatot	pɐjatot
payid	pajɪd
payid	pɐjid
paykot	paɪ̯xot
payo	pajo
payola	pɐjolɐ
payong	pajoŋ
paypay	paɪ̯paɪ̯
payuhan	pɐjuhɐn
pe	pɛ
pebripugo	pɛbɾɪpuɣo
pedal	pɛdal
pederalismo	pɛdɛɾɐlismo
peg	pɛɡ
pekas	pɛxɐs
peke	pɛxɛʔ
peklat	pɛklɐt
pekpek	pɛkpɛk
peksman	pɛksmɐn
pektus	pɛktʊs
pekulyar	pɛxʊljaɾ
pekulyaridad	pɛxʊljɐɾɪdad
peldespato	pɛldɛspato
pelikula	pɛlixʊlɐ
peluka	pɛluxɐ
pelus	pɛlus
peminismo	pɛmɪnismo
pempal	pɛmpɐl
pena	pɛnɐ
penge	pɛŋɛʔ
penikula	pɛnixʊlɐ
peninsula	pɛninsʊlɐ
peninsulares	pɛninsʊlaɾɛs
penitensiya	pɛnɪtɛnʃɐ
penomeno	pɛnomɛno
penoy	pɛnoɪ̯
penpal	pɛmpɐl
pensiyon	pɛnʃon
pensiyonado	pɛnʃonado
pentada	pɛntadɐ
peon	pɛon
pepe	pɛpɛʔ
pera	piɾɐ
pera	pɛɾɐ
peram	pɛɾɐm
peras	pɛɾɐs
perdegana	pɛɾdɛɣanɐ
perdible	pɛɾdiblɛ
perdigana	pɛɾdɪɣanɐ
perhuwisyo	pɛɾhwiʃo
perhuwisyo	pɛɾwiʃo
perimetro	pɛɾimɛtɾo
perimetro	pɛɾɪmɛtɾo
perito	pɛɾito
perlas	pɛɾlɐs
permiso	pɛɾmiso
pero	pɛɾo
perokaril	pɛɾoxɐɾil
persentahe	pɛɾsɛntahɛ
persigi	pɛɾsɪɣi
persigido	pɛɾsɪɣido
perspektiba	pɛɹspɛktibɐ
perspektibo	pɛɹspɛktibo
perwisyo	pɛɾwiʃo
perya	pɛɾjɐ
peryodikal	pɛɾjodɪxɐl
peryodiko	pɛɾjodɪxo
peryodista	pɛɾjodistɐ
pesa	pɛsɐ
pesa	pɛsɐʔ
pesante	pɛsantɛ
peseta	pɛsɛtɐ
peste	pɛstɛ
pestisidyo	pɛstɪsidʒo
petiks	pɛtɪks
petisyon	pɛtɪʃon
petmalu	pɛtmɐlʊ
petrolyo	pɛtɾoljo
petsa	pɛtʃɐ
petsay	pɛtʃaɪ̯
peymuth	pɛɪ̯mʊs
peymuth	pɛɪ̯mʊθ
peyneta	pɛɪ̯nɛtɐ
peyups	pɛjups
pi	pɪ
pidbak	pidbɐk
piga	pɪɣaʔ
pigain	pɪɣɐʔin
pighati	pɪɡhɐtiʔ
pigi	pɪɣiʔ
pigil	piɣɪl
pigil	pɪɣil
piging	piɣɪŋ
piging	pɪɣiŋ
piglas	pɪɡlas
pigsa	pɪɡsa
pigsa	pɪɡsaʔ
pigurin	pɪɣʊɾin
pihikan	pɪhixɐn
piho	piho
piing	piɪŋ
pikaporte	pɪxɐpoɾtɛ
pikit	pɪxit
pikolo	pixolo
pikon	pixon
pikon	pɪxon
pila	pilɐ
pila	pɪla
pilak	pilɐk
pilamento	pɪlɐmɛnto
pilantik	pɪlɐntik
pilantropo	pɪlantɾopo
pilapil	pɪlapɪl
pilat	pilɐt
pilay	pilaɪ̯
pilay	pɪlaɪ̯
pili	pilɪ
pili	pilɪʔ
pilibusterismo	pɪlɪbʊstɛɾismo
pilibustero	pɪlɪbʊstɛɾo
pilik	pɪlik
pilikmata	pɪlɪkmɐta
piling	pilɪŋ
piling	pɪliŋ
pilipit	pɪlipɪt
pilipit	pɪlɪpit
pilipot	pɪlipot
pilit	pɪlit
pilok	pɪlok
pilosopiya	pɪlosopiɐ
pilosopo	pɪlosopo
piloto	pɪloto
pilyo	piljo
pinabubulaanan	pɪnɐbʊbʊlɐʔanɐn
pinabulaanan	pɪnɐbʊlɐʔanɐn
pinagbabasehan	pɪnɐɡbɐbɐsɛhɐn
pinagbasehan	pɪnɐɡbɐsɛhɐn
pinaghihinalaan	pɪnɐɡhɪhɪnɐlaʔɐn
pinagong	pɪnɐɣoŋ
pinagsamantalahan	pɪnɐɡsɐmɐntɐlɐhan
pinagsasamantalahan	pɪnɐɡsɐsɐmɐntɐlɐhan
pinagtaluhan	pɪnaɡtɐluhɐn
pinagtalunan	pɪnaɡtɐlunɐn
pinagtalunan	pɪnaɡtɐlʊnan
pinagtataluhan	pɪnɐɡtɐtɐluhɐn
pinagtatalunan	pɪnɐɡtɐtɐlunɐn
pinagtatalunan	pɪnɐɡtɐtɐlʊnan
pinagtatawanan	pɪnɐɡtɐtɐwɐnan
pinagtawanan	pɪnɐɡtɐwɐnan
pinakamagulo	pɪnɐxɐmɐɣʊlo
pinakamalaki	pɪnɐxɐmɐlɐxi
pinalalayas	pɪnɐlɐlajɐs
pinalayas	pɪnɐlajɐs
pinaletadahan	pɪnɐlɛtɐdahɐn
pinalitadahan	pɪnɐlɪtɐdahɐn
pinansiyal	pɪnanʃal
pinapagtaluhan	pɪnapɐɡtɐluhɐn
pinapagtalunan	pɪnapɐɡtɐlunɐn
pinapagtalunan	pɪnapɐɡtɐlʊnan
pinapagtawanan	pɪnapɐɡtɐwɐnan
pinapalayas	pɪnɐpɐlajɐs
pinapaletadahan	pɪnɐpɐlɛtɐdahɐn
pinapalitadahan	pɪnɐpɐlɪtɐdahɐn
pinapasyalan	pɪnapɐʃɐlan
pinasyalan	pɪnɐʃɐlan
pindot	pɪndot
pindutan	pɪndutɐn
pinggan	pɪŋɡan
pingod	pɪŋod
pingol	piŋol
pingol	pɪŋol
pinid	pinɪd
pinid	pɪnid
piniga	pɪnɪɣaʔ
pinipig	pɪnipɪɡ
pinipiga	pɪnɪpɪɣaʔ
pinipirmahan	pɪnɪpɪɾmɐhan
pinirmahan	pɪnɪɾmɐhan
pino	pino
pinsala	pɪnsalɐʔ
pinsala	pɪnsɐlaʔ
pinsan	pinsɐn
pinse	pɪnsɛ
pinta	pintɐ
pinta	pɪnta
pintakasi	pɪntɐxasɪ
pintig	pɪntiɡ
pinto	pɪntoʔ
pintor	pɪntoɾ
pintuan	pɪntuʔɐn
pinuno	pɪnunoʔ
pinuntahan	pɪnʊntɐhan
pinupuntahan	pɪnʊpʊntɐhan
pinya	piɲɐ
pinya	pɪɲa
pipi	pipɪ
pipi	pipɪʔ
pipi	pɪpi
pipi	pɪpiʔ
pipigain	pɪpɪɣɐʔin
pipino	pɪpino
pipirmahan	pɪpɪɾmɐhan
pirali	pɪɾɐliʔ
piranggot	pɪɾɐŋɡot
piraso	pɪɾaso
pirata	pɪɾatɐ
pirikpirik	pɪɾikpɪɾik
piring	pɪɾiŋ
pirit	piɾɪt
pirma	pɪɾma
pirmahan	pɪɾmɐhan
pirme	pɪɾmɛ
pirot	piɾot
pirurutong	pɪɾʊɾutoŋ
pisan	pisɐn
pisan	pɪsan
pisang	pisɐŋ
pisara	pɪsaɾɐ
pisaw	pɪsaʊ̯
pisbol	pisbol
piseta	pɪsɛtɐ
pisi	pisɪʔ
pisika	pisɪxɐ
pisikal	pisɪxɐl
pisikalan	pisɪxalɐn
pisil	pɪsil
piskal	pɪskal
piskalya	pɪskaljɐ
piskalya	pɪskɐlja
pisngi	pɪsŋi
piso	piso
pison	pɪson
pisot	pɪsot
pispis	pɪspis
pista	pɪsta
pista	pɪstaʔ
pistola	pɪstolɐ
pita	pitɐ
pita	pɪtaʔ
pitaka	pɪtaxɐʔ
pitik	pitɪk
pitik	pɪtik
pitis	pitɪs
pitis	pɪtis
pito	pito
pito	pɪto
pitogo	pɪtoɣo
pitpit	pɪtpit
pitsel	pɪtʃɛl
pitsipitsi	pitʃɪpitʃɪ
pitso	pɪtʃo
pitugo	pɪtuɣo
pitulon	pɪtʊlon
pitumbuko	pɪtʊmbʊxo
pitumpu	pɪtʊmpuʔ
pitundaan	pɪtʊndɐʔan
piyano	pjano
piyansa	pjansɐ
piyaya	pjajɐ
piyesa	pjɛsɐ
piyesta	pjɛstɐ
piyo	pjoʔ
piyon	pjon
piyot	pjot
piyudalismo	pjʊdɐlismo
plais	plaɪ̯s
plais	plaʔɪs
plaka	plaxɐ
plakard	plaxɐɹd
planeta	plɐnɛtɐ
planetaryum	plɐnɛtaɾjʊm
plano	plano
planta	plantɐ
plantita	plɐntitɐ
plantito	plɐntito
plantsa	plantʃɐ
plantsado	plɐntʃado
plapla	plaplɐ
plasa	plasɐ
plaslayt	plaslaɪ̯t
plastik	plastɪk
plat	plat
plata	platɐ
platito	plɐtito
platon	plɐton
playwud	plaɪ̯wʊd
plebisito	plɛbɪsito
plektro	plɛktɾo
plete	plɛtɛ
pliyeges	pljɛɣɛs
plorera	ploɾɛɾɐ
plukurarol	plʊxʊɾaɾol
pluma	plumɐ
plumahe	plʊmahɛ
pluralismo	plʊɾɐlismo
plutokrasya	plʊtokɾaʃɐ
po	poʔ
pobre	pobɾɛ
poder	podɛɾ
pogi	poɣɪʔ
poka	poxɐ
poknat	poknɐt
pokpok	pokpok
polaynas	polaɪ̯nɐs
polbo	polbo
polboron	polboɾon
polisiya	polɪsiɐ
politeismo	polɪtɛismo
politika	politɪxɐ
politikal	politɪxɐl
politikal	polɪtɪxal
politiko	politɪxo
polo	polo
polo	poloʔ
polonchay	polontʃaɪ̯
polusyon	polʊʃon
polyeto	poljɛto
pomelo	pomɛlo
ponda	pondɐ
pondo	pondo
pondohan	pondohan
ponema	ponɛmɐ
pong	poŋ
pongkan	poŋkɐn
ponkan	poŋkɐn
pontempen	pontɛmpɛn
pook	poʔok
poon	poʔon
popular	popʊlaɾ
populasyon	popʊlɐʃon
por	poɾ
porendyer	poɾɛndʒɛɾ
porke	poɾkɛ
porket	poɾkɛt
porma	poɾmɐ
pornada	poɾnadɐ
pornograpiya	poɾnoɡɾɐpiɐ
porsiyento	poɾʃɛnto
porsyento	poɾʃɛnto
portabol	poɾtɐbol
portamoneda	poɾtɐmonɛdɐ
portpolyo	poɾtpoljo
posas	posɐs
posisyon	posɪʃon
positibismo	posɪtɪbismo
positibo	posɪtibo
poso	poso
posporo	pospoɾo
poste	postɛ
poster	postɛɾ
postura	postuɾɐ
potahe	potahɛ
potensiyal	potɛnʃal
potostat	potostat
prak	pɾak
praksis	pɾaksɪs
praktika	pɾaktɪxɐ
praktikal	pɾɐktɪxal
praktikalidad	pɾɐktɪxɐlɪdad
praktiko	pɾaktɪxo
praktis	pɾaktɪs
praktisado	pɾɐktɪsado
prangka	pɾaŋkɐ
prangkisa	pɾɐŋkisɐ
prangko	pɾaŋko
praning	pɾɐniŋ
prayoridad	pɾɐjoɾɪdad
prebensiyon	pɾɛbɛnʃon
prediksiyon	pɾɛdɪkʃon
premyo	pɾɛmjo
preno	pɾɛno
preparasyon	pɾɛpɐɾɐʃon
presensiya	pɾɛsɛnʃɐ
presidente	pɾɛsɪdɛntɛ
presinto	pɾɛsinto
presko	pɾɛsko
preso	pɾɛso
prestihiyoso	pɾɛstɪhɪoso
presupuwesto	pɾɛsʊpwɛsto
presyo	pɾɛʃo
presyon	pɾɛʃon
presyur	pɾɛʃʊɾ
pribado	pɾɪbado
pribilehiyo	pɾɪbɪlɛhɪo
primarya	pɾɪmaɾjɐ
