abadžija	âbadʒija
vladarski	ʋlǎdaːrski
vladarski	ʋlǎdaːrskiː
vladati	ʋlǎːdati
vladavina	ʋlǎdaʋina
vladin	ʋlǎːdin
vlaga	ʋlâga
vlah	ʋlâx
vlak	ʋlâːk
vlakance	ʋlakǎːntse
vlakno	ʋlǎːkno
vlas	ʋlâːs
vlasac	ʋlǎːsats
vlasnica	ʋlâːsnitsa
vlasnik	ʋlâːsniːk
vlasništvo	ʋlâːsniːʃtʋo
vlast	ʋlâːst
vlastela	ʋlastěla
vlastelin	ʋlastěliːn
vlastelinski	ʋlastěliːnskiː
vlastit	ʋlǎstit
vlat	ʋlâːt
vlašić	ʋlâʃitɕ
vlažan	ʋlâʒan
vlažiti	ʋlâʒiti
vlažnost	ʋlâʒnoːst
vo	ʋôː
vod	ʋôːd
voda	ʋǒda
voden	ʋǒden
vodenica	ʋoděnitsa
vodeći	ʋǒdeːtɕiː
voditelj	ʋǒditeʎ
voditeljica	ʋoditěʎitsa
voditi	ʋǒditi
vodič	ʋǒdiːtʃ
vodja	vôdja
vodoinstalater	ʋodoinstalǎteːr
vodomar	ʋôdomaːr
vodomer	ʋôdomeːr
vodomjer	ʋôdomjeːr
vodonoša	ʋodǒnoʃa
vodopad	ʋôdopaːd
vodopija	ʋodǒpija
vodoravan	ʋôdoraːʋan
vodoravno	ʋôdoraːʋno
vodotoranj	ʋodotǒːraɲ
vodovod	ʋôdoʋoːd
vodstvo	ʋǒdstʋo
vojak	ʋǒjaːk
vojački	ʋǒjaːtʃkiː
vojevati	ʋojěʋati
vojislav	ʋǒjislaʋ
vojna	ʋôːjna
vojni	ʋôːjniː
vojnik	ʋǒjniːk
vojničina	ʋojnǐtʃina
vojnički	ʋǒjniːtʃki
vojnički	ʋǒjniːtʃkiː
vojništvo	ʋojnǐːʃtʋo
vojska	ʋǒːjska
vojskovođa	ʋôjskoʋodʑa
vojvoda	ʋǒjʋoda
vojvodina	ʋǒjʋodina
vojvodstvo	ʋǒjʋodstʋo
vojvotkinja	ʋǒjʋotkiɲa
vokacija	ʋokǎːtsija
vol	ʋôːl
voleti	ʋǒleti
volga	ʋôːlga
voliti	ʋǒliti
volja	ʋôʎa
voljan	ʋǒːʎan
voljeti	ʋǒʎeti
voljno	ʋôːʎno
volovski	ʋǒloʋski
volovski	ʋǒloʋskiː
vonj	ʋôːɲ
vonjati	ʋǒɲati
vosak	ʋôsak
voskar	ʋôskaːr
voz	ʋôːz
vozar	ʋǒzaːr
vozarina	ʋozǎrina
vozati	ʋǒːzati
vozač	ʋǒzaːtʃ
vozačica	ʋozǎtʃitsa
vozački	ʋǒzaːtʃki
vozački	ʋǒzaːtʃkiː
vozilo	ʋǒzilo
voziti	ʋǒziti
voće	ʋǒtɕe
voćni	ʋôtɕniː
voćnjak	ʋôtɕɲaːk
vošplav	ʋôʃplaːʋ
voštan	ʋǒʃtan
voštanica	ʋoʃtǎnitsa
voštar	ʋǒʃtaːr
voštiti	ʋǒʃtiti
vožnja	ʋǒʒɲa
vrabac	ʋrǎːbats
vradžbina	ʋrâdʒbina
vrag	ʋrâːg
vragolan	ʋragǒlaːn
vragolast	ʋragǒlast
vragolija	ʋragǒlija
vran	ʋrâːn
vrana	ʋrâna
vranac	ʋrǎːnats
vranj	ʋrâːɲ
vrapčić	ʋrǎptʃitɕ
vrat	ʋrâːt
vrata	ʋrǎːta
vratar	ʋrǎtaːr
vratarica	ʋratǎritsa
vratarka	ʋrǎtaːrka
vratiti	ʋrǎːtiti
vratič	ʋrǎtitʃ
vratni	ʋrâːtniː
vratnica	ʋrâtnitsa
vratoloman	ʋrâtoloːman
vratolomija	ʋratolǒmija
vraćati	ʋrâtɕati
vrač	ʋrâːtʃ
vračara	ʋrǎtʃara
vračati	ʋrǎːtʃati
vražić	ʋrǎʒitɕ
vražji	ʋrǎʒjiː
vrbovina	ʋřboʋina
vrebati	ʋrěːbati
vrebač	ʋrěbaːtʃ
vredan	ʋrěːdan
vredeti	ʋrěːdeti
vrednost	ʋrěːdnoːst
vrednovati	ʋrêdnoʋati
vrednoća	ʋrednǒtɕa
vrelište	ʋrêliːʃte
vrelo	ʋrêlo
vreme	ʋrěːme
vremenit	ʋreměnit
vremenoslovlje	ʋrêmenosloːʋʎe
vremenski	ʋrêmenski
vremenski	ʋrêmenskiː
vremešan	ʋrêmeːʃan
vrenje	ʋrěːɲe
vreo	ʋrêo
vres	ʋrêːs
vretenar	ʋretěnaːr
vreteno	ʋretěno
vreti	ʋrêti
vretna	ʋrêtna
vreva	ʋrêʋa
vreća	ʋrêtɕa
vrećast	ʋrêtɕast
vrećica	ʋrêtɕitsa
vređati	ʋrěːdʑati
vreža	ʋrêːʒa
vrg	ʋr̂g
vrganj	ʋřgaːɲ
vrhnje	ʋr̂xɲe
vrhovni	ʋřxoːʋniː
vrhovnik	ʋřxoːʋniːk
vrhunac	ʋr̩xǔːnats
vrhunski	ʋřxuːnski
vrhunski	ʋřxuːnskiː
vrijedan	ʋrjěːdan
vrijediti	ʋrijěːditi
vrijednost	ʋrjěːdnoːst
vrijeme	ʋrijěːme
vrijes	ʋrijêːs
vrijeđati	ʋrijěːdʑati
vriježa	ʋrijêːʒa
vrilo	ʋrilo
vrisak	ʋrîːsak
vriska	ʋrîska
vriskati	ʋrîskati
vrisnuti	ʋrǐːsnuti
vrištati	ʋrǐːʃtati
vrištav	ʋrǐʃtaʋ
vrlet	ʋr̂leːt
vrletan	ʋr̂leːtan
vrli	ʋr̂liː
vrlina	ʋrlǐna
vrlo	ʋr̂lo
vrludati	ʋrlǔdati
vrludav	ʋrlǔdaʋ
vrpoljiti	ʋrpǒʎiti
vrpčast	ʋr̂ptʃast
vrsnoća	ʋrsnǒtɕa
vrstan	ʋr̂stan
vrteti	ʋřteti
vrtjeti	ʋřtjeti
vrtlar	ʋr̂tlaːr
vrtlarev	ʋr̂tlaːreʋ
vrtlarstvo	ʋrtlǎːrstʋo
vrtlog	ʋřtlog
vrtložan	ʋřtloʒan
vrtni	ʋr̂tniː
vrtoglav	ʋrtǒglaʋ
vrtoglavica	ʋr̩tǒglaʋitsa
vrtoglavo	ʋrtǒglaʋo
vrutak	ʋrǔːtak
vrzmati	ʋr̂zmati
vrći	ʋr̂tɕi
vrčina	ʋřtʃina
vrša	ʋr̂ʃa
vršiti	ʋřːʃiti
vuga	ʋûga
vuga	ʋǔːga
vuk	vûːk
vukodlak	ʋukǒdlak
vukojebina	ʋukojěbina
vulica	vuːlitsa
vulicza	vuːlitsa
vulkan	ʋǔlkaːn
vulkanizacija	ʋulkanizǎːtsija
vulkanski	ʋǔlkaːnski
vulkanski	ʋǔlkaːnskiː
vuna	ʋûna
vunast	ʋûnast
vunen	ʋǔnen
vuvuzela	ʋuʋuzêla
vući	ʋûːtɕi
vučica	ʋǔtʃitsa
vučiti	ʋutʃiti
vučić	ʋǔtʃitɕ
vučji	ʋûtʃjiː
z	z
za	za
zabadati	zabǎːdati
zabaliti	zǎbaliti
zabaviti	zǎbaʋiti
zabavište	zǎbaʋiːʃte
zabavljati	zǎbaʋʎati
zabavljač	zabǎʋʎaːtʃ
zabeleška	zâbeleʃka
zabeležiti	zabeleʒiti
zabetonirati	zabetonǐːrati
zabijati	zabǐːjati
zabilješka	zâbiʎeʃka
zabilježiti	zabǐʎeʒiti
zabiti	zǎbiti
zablejati	zablěːjati
zableštiti	zablěːʃtiti
zablešćivati	zableʃtɕǐːʋati
zabliještiti	zablijěːʃtiti
zablistati	zablǐstati
zablješćivati	zabʎeʃtɕǐːʋati
zablokirati	zablokǐːrati
zabluda	zâːbluda
zaboga	zâboga
zaboleti	zabǒleti
zaboljeti	zabǒʎeti
zaborav	zâboraːʋ
zaboravan	zâboraːʋan
zaboraviti	zabǒraʋiti
zaboravljati	zabǒraʋʎati
zaboravljiv	zaborǎʋʎiʋ
zaboravno	zâboraːʋno
zaboravnost	zaborǎːʋnoːst
zabosti	zǎbosti
zabrana	zâːbrana
zabraniti	zabrǎːniti
zabranjivati	zabraɲǐːʋati
zabrinut	zǎbrinuːt
zabrinuti	zǎbrinuti
zabrinuto	zǎbrinuːto
zabrinutost	zǎbrinuːtoːst
zabrljati	zabřːʎati
zabrljaviti	zabrʎǎːʋiti
zabrojiti	zabrǒjiti
zabrtviti	zǎbrtʋiti
zabrtvljenost	zǎbrtʋʎenoːst
zabrtvljivati	zabrtʋʎǐːʋati
zabrujati	zabrǔːjati
zabrzati	zabřzati
zabrzavati	zabrzǎːʋati
zabubati	zabǔːbati
zabubavati	zabubǎːʋati
zabubnjati	zabǔbɲati
zabugariti	zabugǎːriti
zabugarivati	zabugarǐːʋati
zabuljiti	zabǔːʎiti
zabuna	zâːbuna
zabundati	zǎbuːndati
zabuniti	zabǔːniti
zabunjivati	zabuɲǐːʋati
zabunkeriranost	zabunkěriːranoːst
zabunkerirati	zabunkerǐːrati
zabušant	zabǔʃant
zabušantski	zabǔʃantski
zabušantski	zabǔʃantskiː
zabušavati	zabuʃǎːʋati
zabušiti	zabǔːʃiti
zabušivati	zabuʃǐːʋati
zabušivač	zabuʃǐʋaːtʃ
zacajhnati	zatsǎjxnati
zacakliti	zatsǎkliti
zacakljivati	zatsakʎǐːʋati
zacariti	zǎtsariti
zacarivati	zatsarǐːʋati
zaceliti	zatsěːliti
zaceljivati	zatseʎǐːʋati
zacelo	zâtseːlo
zacementirati	zatsementǐːrati
zacenjivati	zatseɲǐːʋati
zacenuti	zatsěːnuti
zacenutost	zǎtseːnutoːst
zacerekati	zatserěkati
zacijeliti	zatsijěːliti
zacijelo	zâtsijeːlo
zaciktati	zatsǐktati
zacičati	zatsǐtʃati
zacjeljivati	zatsjeʎǐːʋati
zadah	zâdaːx
zadak	zâdak
zadarski	zâdarskiː
zadatak	zadǎːtak
zadati	zǎdati
zadavati	zadǎːʋati
zadaviti	zadǎːʋiti
zadavljivati	zadaʋʎǐːʋati
zadaća	zǎdatɕa
zadesiti	zǎdesiti
zadešavati	zadeʃǎːʋati
zadirkivati	zadirkǐːʋati
zadiviti	zadǐːʋiti
zadivljavati	zadiʋʎǎːʋati
zadnji	zâdɲiː
zadnjica	zâdɲitsa
zadovoljan	zâdoʋoːʎan
zadovoljavajući	zadoʋoʎǎːʋajuːtɕiː
zadovoljavati	zadoʋoʎǎːʋati
zadovoljiti	zadoʋǒʎiti
zadovoljno	zâdoʋoːʎno
zadovoljstvo	zadoʋǒʎstʋo
zadremati	zadrěːmati
zadrijemati	zadrijěːmati
zadrtost	zâdrːtoːst
zadruga	zâːdruga
zadrugar	zâːdrugaːr
zadrugarka	zâːdrugaːrka
zadrugarski	zâːdrugaːrski
zadrugarski	zâːdrugaːrskiː
zadrugarstvo	zadrugǎːrstʋo
zadržati	zadřʒati
zadržavati	zadrʒǎːʋati
zadubiti	zadǔːbiti
zadubljenost	zǎduːbʎenoːst
zadubljivati	zadubʎǐːʋati
zadugo	zǎdugo
zadužbina	zǎːduʒbina
zadužiti	zadǔːʒiti
zaduživati	zaduʒǐːʋati
zafrkancija	zafrkǎntsija
zagaditi	zǎgaditi
zagar	zǎgaːr
zagasiti	zagǎːsiti
zagađivati	zagadʑǐːʋati
zaglaviti	zaglǎːʋiti
zaglavljivati	zaglaʋʎǐːʋati
zaglibiti	zaglǐːbiti
zaglibljivati	zaglibʎǐːʋati
zagonetati	zagoněːtati
zagonetka	zâgoneːtka
zagorčati	zagǒrtʃati
zagorčavati	zagortʃǎːʋati
zagospodariti	zagospodǎːriti
zagovor	zâgoʋoːr
zagrada	zâːgrada
zagraditi	zagrǎːditi
zagrađivati	zagradʑǐːʋati
zagreb	zagrep
zagreb	zǎːgreb
zagrebački	zǎːgrebatʃkiː
zagrejati	zǎgrejati
zagrejavati	zagrejǎːʋati
zagrepsti	zǎgrepsti
zagrepčanin	zǎːgreptʃanin
zagrepčanka	zǎːgreptʃaːnka
zagrijati	zǎgrijati
zagrijavati	zagrijǎːʋati
zagristi	zǎgristi
zagrizati	zagrǐːzati
zagrliti	zǎgrliti
zagrljaj	zâgrʎaːj
zahod	zǎxod
zahod	zǎːxod
zahoditi	zaxǒditi
zahodski	zǎːxodskiː
zahtev	zǎːxteʋ
zahtevati	zaxtěːʋati
zahtijevati	zaxtjěːʋati
zahtjev	zǎːxtjeʋ
zahvala	zâxʋala
zahvalan	zǎːxʋaːlan
zahvaliti	zaxʋǎːliti
zahvaljivati	zaxʋaʎǐːʋati
zahvaljujući	zaxʋǎʎujuːtɕi
zahvalnost	zaxʋǎːlnoːst
zahvatati	zǎxʋatati
zahvatiti	zǎxʋatiti
zahvaćati	zǎxʋatɕati
zajahati	zǎjaxati
zajašiti	zǎjaʃiti
zajebati	zajěbati
zajebavati	zajebǎːʋati
zajednica	zâjednitsa
zajednički	zâjednitʃki
zajednički	zâjednitʃkiː
zajedništvo	zâjedniːʃtʋo
zajedno	zâjedno
zakasniti	zakǎsniti
zakazati	zakǎːzati
zakazivati	zakazǐːʋati
zakidati	zakǐːdati
zakinuti	zǎkinuti
zaklada	zâːklada
zaklanjati	zǎklaɲati
zakleti	zǎkleːti
zakletva	zǎːkletʋa
zaklinjati	zǎkliɲati
zaključak	zǎːkʎutʃak
zaključiti	zakʎǔːtʃiti
zaključivati	zakʎutʃǐːʋati
zaključni	zǎːkʎutʃniː
zakloniti	zaklǒniti
zakon	zǎːkon
zakonik	zǎːkoniːk
zakonit	zǎːkonit
zakonito	zǎːkonito
zakonodavac	zakonodǎːʋats
zakonodavni	zâkonodaːʋniː
zakonodavstvo	zakonodǎːʋstʋo
zakonski	zǎːkonskiː
zakopati	zakǒpati
zakopavati	zakopǎːʋati
zakočiti	zakǒːtʃiti
zakrvariti	zakrʋǎːriti
zalagaonica	zalagaǒːnitsa
zalagati	zalǎːgati
zalamati	zalǎːmati
zalaz	zǎːlaz
zalazak	zǎlazak
zalaziti	zǎlaziti
zalaznica	zǎːlaznitsa
zalediti	zalěditi
zalevati	zalěːʋati
zaleđivati	zaledʑǐːʋati
zaliha	zâːlixa
zalijevati	zalijěːʋati
zaliti	zǎliti
zalivati	zalǐːʋati
zalizati	zalǐːzati
zaljev	zǎːʎeʋ
zaljubiti	zaʎǔːbiti
zaljubljivati	zaʎubʎǐːʋati
zaljutiti	zaʎǔːtiti
zalog	zǎːlog
zalogaj	zâlogaːj
zalogajnica	zalogǎːjnitsa
zalomiti	zalǒmiti
založiti	zalǒʒiti
zalud	zâluːd
zalud	zǎːlud
zaludu	zalǔːdu
zalupiti	zǎlupiti
zalutati	zalǔːtati
zamak	zǎːmak
zamaknuti	zamǎknuti
zamaman	zâmaːman
zamamiti	zamǎːmiti
zaman	zâmaːn
zaman	zǎmaːn
zamaći	zǎmatɕi
zambija	zǎmbija
zamena	zâːmena
zamenica	zâːmenitsa
zamenik	zâːmeniːk
zameniti	zaměːniti
zamenjiv	zaměɲiʋ
zamenjivati	zameɲǐːʋati
zamerati	zaměːrati
zameriti	zǎːmeriti
zamerka	zǎːmeːrka
zamerljiv	zaměrʎiʋ
zamicati	zǎmitsati
zamijeniti	zamjěːniti
zamisao	zâmiːsao
zamisliti	zǎmisliti
zamisliv	zamǐsliʋ
zamišljati	zamǐːʃʎati
zamjena	zâːmjena
zamjenica	zâːmjenitsa
zamjenik	zâːmjeniːk
zamjenjiv	zamjěɲiʋ
zamjenjivati	zamjeɲǐːʋati
zamjerati	zamjěːrati
zamjeriti	zǎːmjeriti
zamjerka	zǎːmjeːrka
zamjerljiv	zamjěrʎiʋ
zamka	zâːmka
zamotuljak	zamotǔːʎak
zamrzavati	zamrzǎːʋati
zamrznuti	zǎmrznuti
zamutiti	zamǔːtiti
zanemariti	zanemǎːriti
zanemariv	zanemǎriʋ
zanemarivati	zanemarǐːʋati
zanesen	zaněsen
zaneseno	zaněseno
zanimanje	zanǐːmaːɲe
zanimati	zanǐːmati
zanimljiv	zanǐmʎiʋ
zanimljivo	zanǐmʎiʋo
zanimljivost	zanǐmʎiʋoːst
zanos	zǎːnos
zanovet	zânoʋeːt
zanoćati	zanǒtɕati
zao	zâo
zaokružiti	zaokrǔːʒiti
zaokruživati	zaokruʒǐːʋati
zaorati	zaǒrati
zaoravati	zaorǎːʋati
zaostajati	zaǒstajati
zaostati	zaǒstati
zaošijati	zaoʃǐjati
zapad	zâːpad
zapadati	zǎpadati
zapadni	zâːpadniː
zapadnjak	zâːpadɲaːk
zapadnjački	zâːpadɲatʃkiː
zapadno	zâːpadno
zapaliti	zapǎːliti
zapamtiti	zǎpaːmtiti
zapasti	zǎpasti
zapaziti	zǎpaziti
zapažati	zapǎːʒati
zapeći	zǎpetɕi
zapisati	zapǐːsati
zapisivati	zapisǐːʋati
zapitati	zapǐːtati
zaplaviti	zaplǎːʋiti
zaplašiti	zǎplaʃiti
zaplivati	zǎpliʋati
zaploviti	zaplǒʋiti
zaposlen	zǎposlen
zaposlenik	zaposlěniːk
zaposlenje	zaposlěːɲe
zaposlenost	zǎposlenoːst
zaposliti	zapǒsliti
zapostaviti	zapǒstaʋiti
zapovedati	zapoʋěːdati
zapovediti	zapǒʋediti
zapovednik	zapoʋědniːk
zapovijedati	zapoʋjěːdati
zapovjediti	zapǒʋjediti
zapovjednik	zapoʋjědniːk
započeti	zapǒtʃeːti
zapošljavati	zapoʃʎǎːʋati
zapravo	zâpraʋo
zaprega	zâːprega
zapregnuti	zaprěːgnuti
zapreka	zâːpreka
zapreti	zǎpreːti
zaprezati	zaprěːzati
zaprijeti	zǎprjeːti
zaprljati	zapřːʎati
zaprositi	zaprǒsiti
zaprti	zǎprːti
zapt	zâpt
zapustiti	zapǔstiti
zapušiti	zǎpuʃiti
zapuštati	zapǔːʃtati
zar	zâr
zar	zâːr
zarad	zârad
zarada	zâːrada
zaradi	zâradi
zaraditi	zarǎːditi
zarana	zârana
zaratiti	zǎratiti
zaraza	zâːraza
zaračunati	zaratʃǔnati
zaračunavati	zaratʃunǎːʋati
zarađivati	zaradʑǐːʋati
zaredati	zarěːdati
zaredavati	zaredǎːʋati
zarediti	zarěːditi
zareći	zǎretɕi
zaređivati	zaredʑǐːʋati
zarf	zârf
zarobljenik	zarobʎěniːk
zaroktati	zǎroktati
zarudeti	zarǔːdeti
zarudjeti	zarǔːdjeti
zaručnica	zǎːrutʃnitsa
zaručnik	zǎːrutʃniːk
zarzavat	zarzǎʋaːt
zasad	zǎsad
zasaditi	zasǎːditi
zasađivati	zasadʑǐːʋati
zaseban	zǎːseban
zasebno	zǎːsebno
zaseda	zâːseda
zasedanje	zasěːdaːɲe
zaselak	zǎːselak
zaseniti	zǎseniti
zasenjivati	zaseɲǐːʋati
zasigurno	zâsiguːrno
zasitan	zǎːsitan
zasjeda	zâːsjeda
zasjedanje	zasjěːdaːɲe
zasjeniti	zǎsjeniti
zasjenjivati	zasjeɲǐːʋati
zasjesti	zǎsjesti
zaslada	zâːslada
zaslon	zǎːslon
zasloniti	zaslǒniti
zasluga	zâːsluga
zaslužan	zǎːsluʒan
zaslužba	zǎːsluʒba
zasluženo	zǎsluːʒeno
zaslužiti	zaslǔːʒiti
zasluživati	zasluʒǐːʋati
zasmetati	zasměːtati
zastajati	zǎstajati
zastati	zǎstati
zastoj	zǎːstoj
zastor	zǎːstor
zastrašiti	zǎstraʃiti
zastrašivati	zastraʃǐːʋati
zastreti	zǎstreːti
zastrijeti	zǎstrjeːti
zastupati	zastǔːpati
zastupiti	zastǔːpiti
zastupnica	zǎːstupnitsa
zastupnik	zǎːstupniːk
zatajiti	zatǎːjiti
zatajivati	zatajǐːʋati
zatalasati	zatalǎsati
zatalasavati	zatalasǎːʋati
zataškati	zǎtaʃkati
zataškavati	zataʃkǎːʋati
zateći	zǎtetɕi
zatiljak	zǎːtiʎak
zatiljni	zǎːtiːʎniː
zatim	zǎtiːm
zatišje	zǎːtiːʃje
zato	zǎtoː
zatomiti	zatǒmiti
zatomljivati	zatomʎǐːʋati
zaton	zǎːton
zatočenica	zatotʃěnitsa
zatočenik	zatotʃěniːk
zatočeništvo	zatotʃenǐːʃtʋo
zatočiti	zatǒtʃiti
zatražiti	zatrǎːʒiti
zatrovati	zatrǒʋati
zatvarati	zatʋǎːrati
zatvor	zǎːtʋor
zatvoren	zǎtʋoren
zatvorenica	zatʋorěnitsa
zatvorenik	zatʋorěniːk
zatvoriti	zatʋǒriti
zaudarati	zaǔdarati
zaustaviti	zaǔstaʋiti
zaustavljati	zaǔstaʋʎati
zauvek	zǎuʋeːk
zauvijek	zǎuʋjeːk
zauzdati	zaǔzdati
zauzdavati	zauzdǎːʋati
zauzeti	zaǔzeːti
zauzimati	zaǔzimati
zauzvrat	zâuzʋraːt
zavada	zâːʋada
zavala	zâʋala
zavarati	zǎʋarati
zavaravati	zaʋarǎːʋati
zavazda	zǎʋazda
zavera	zâːʋera
zavesa	zâːʋesa
zavesti	zǎʋesti
zavet	zǎːʋet
zavetrina	zǎːʋetrina
zavezati	zaʋěːzati
zavezivati	zaʋezǐːʋati
zavidan	zǎːʋidan
zavideti	zǎːʋideti
zavidjeti	zǎːʋidjeti
zavidljiv	zaʋǐdʎiʋ
zavidljivac	zaʋǐdʎiʋats
zavidnik	zǎːʋidniːk
zavidno	zǎːʋidno
zaviriti	zaʋǐːriti
zavirivati	zaʋirǐːʋati
zavisan	zǎːʋisan
zavisiti	zǎːʋisiti
zavisno	zǎːʋisno
zavisnost	zǎːʋisnoːst
zavist	zǎːʋist
zavičaj	zâʋitʃaːj
zaviđati	zaʋǐːdʑati
zavjera	zâːʋjera
zavjesa	zâːʋjesa
zavjet	zǎːʋjet
zavjetrina	zǎːʋjetrina
zavladati	zaʋlǎːdati
zavladavati	zaʋladǎːʋati
zavlačiti	zaʋlǎːtʃiti
zavod	zǎːʋod
zavoditi	zaʋǒditi
zavodljiv	zaʋǒdʎiʋ
zavodljivo	zaʋǒdʎiʋo
zavodljivost	zaʋǒdʎiʋoːst
zavodnica	zǎːʋodnitsa
zavodnik	zǎːʋodniːk
zavodnički	zǎːʋodnitʃkiː
zavoj	zǎːʋoj
zavojit	zǎːʋojit
zavojnica	zǎːʋoːjnitsa
zavoleti	zaʋǒleti
zavoljeti	zaʋǒʎeti
zavredeti	zaʋrěːdeti
zavređivati	zaʋredʑǐːʋati
zavrijediti	zaʋrjěːditi
zavrijedjeti	zaʋrjěːdjeti
završavati	zaʋrʃǎːʋati
završetak	zaʋrʃěːtak
završiti	zaʋřːʃiti
završni	zǎːʋrʃniː
zavući	zǎʋuːtɕi
zaći	zâːtɕi
zač	zatʃ
začahurenost	zatʃǎxurenoːst
začahuriti	zatʃǎxuriti
začahurivati	zatʃaxurǐːʋati
začaran	zǎtʃaːraːn
začarano	zǎtʃaːraːno
začaranost	zǎtʃaːraːnoːst
začarati	zatʃǎːrati
začaravati	zatʃarǎːʋati
začarivati	zatʃarǐːʋati
začas	zǎtʃas
začetak	zatʃěːtak
začeti	zǎtʃeːti
začetnik	zǎːtʃetniːk
začin	zǎːtʃin
začiniti	zatʃǐniti
začinjati	zǎtʃiɲati
začuditi	zǎtʃuditi
začudo	zǎtʃudo
začuđivati	zatʃudʑǐːʋati
zašiljiti	zaʃǐːʎiti
zašiljivati	zaʃiʎǐːʋati
zaštita	zâːʃtita
zaštititi	zaʃtǐːtiti
zaštitni	zǎːʃtitniː
zaštitnica	zǎːʃtitnitsa
zaštitnik	zǎːʃtitniːk
zaštitnički	zǎːʃtitnitʃki
zaštitnički	zǎːʃtitnitʃkiː
zaštitništvo	zǎːʃtitniːʃtʋo
zaštićivati	zaʃtitɕǐːʋati
zašto	zâʃto
zažaliti	zǎʒâliti
zaželeti	zaʒěleti
zaželjeti	zaʒěʎeti
zbijati	zbǐːjati
zbilja	zbîʎa
zbilja	zbǐːʎa
zbiljski	zbîːʎskiː
zbir	zbîːr
zbirka	zbîːrka
zbiti	zbîti
zbivati	zbǐːʋati
zbližavati	zbliʒǎːʋati
zbližiti	zblǐːʒiti
zbog	zbôg
zbogom	zbôgom
zboj	zbôj
zbor	zbôr
zboriti	zbǒriti
zbornik	zbôːrniːk
zbrajati	zbrǎːjati
zbrinjavati	zbriɲǎːʋati
zbrinuti	zbrînuti
zbrisati	zbrîsati
zbrka	zbr̂ka
zbroj	zbrôːj
zbrojiti	zbrǒjiti
zbuniti	zbǔːniti
zbunjen	zbûːɲen
zbunjeno	zbûːɲeno
zbunjivati	zbuɲǐːʋati
zdaj	zdaj
zdela	zdêla
zdenac	zděːnats
zdepast	zdêpast
zdjela	zdjêla
zdrav	zdrâʋ
zdravlje	zdrâːʋʎe
zdravo	zdrâʋo
zdravstveni	zdrǎʋstʋeniː
zdravstveno	zdrǎʋstʋeno
zdravstvo	zdrǎʋstʋo
združiti	zdrǔːʒiti
združivati	zdruʒǐːʋati
zeba	zěːba
zebra	zêbra
zec	zêːts
zehciger	zěxtsiger
zeherli	zexěrli
zejtin	zějtiːn
zeko	zěːko
zelen	zêleːn
zelen	zělen
zelenaš	zelěnaːʃ
zelenaški	zelěnaːʃki
zelenaški	zelěnaːʃkiː
zelenilo	zelěnilo
zelenkast	zelěnkast
zelje	zêːʎe
zelot	zěloːt
zemaljac	zemǎːʎats
zemaljski	zemǎʎskiː
zemlja	zěmʎa
zemljin	zěmʎin
zemljište	zêmʎiːʃte
zemljopis	zêmʎopiːs
zemljoposednik	zemʎopǒːsedniːk
zemljoposjednik	zemʎopǒːsjedniːk
zemljoradnik	zemʎǒraːdniːk
zemljoradnja	zemʎorǎːdɲa
zemljotres	zêmʎotreːs
zemljovid	zêmʎoʋiːd
zemunica	zemǔnitsa
zena	zêna
zenica	zěnitsa
zenit	zěniːt
zenični	zěnitʃniː
zepsti	zêːpsti
zerdelica	zerdělitsa
zerzevat	zerzěʋaːt
zerzevata	zerzeʋǎːta
zerzevata	zerzeʋǎːtaː
zeti	zeːti
zeugma	zeǔgma
zevati	zěːʋati
zevnuti	zěːʋnuti
zečić	zětʃitɕ
zečji	zětʃjiː
zgaditi	zgâditi
zgađenost	zgâdʑenoːst
zglob	zglôb
zglobni	zglôbniː
zgoda	zgôda
zgodan	zgôdan
zgrabiti	zgrâbiti
zgrada	zgrâda
zgražati	zgrǎːʒati
zgražavati	zgraʒǎːʋati
zgrejati	zgrejati
zgrejavati	zgrejǎːʋati
zgrijati	zgrîjati
zgrijavati	zgrijǎːʋati
zgristi	zgrîsti
zgrnuti	zgřːnuti
zgromiti	zgrǒmiti
zgroziti	zgrǒziti
zgrtati	zgr̂tati
zgrušati	zgrǔʃati
zgrušavati	zgruʃǎːʋati
zguriti	zgûriti
zgusnuti	zgûsnuti
zgušnjavati	zguʃɲǎːʋati
zgužvati	zgǔʒʋati
zibati	zǐːbati
zid	zîːd
zidar	zǐdaːr
zidarstvo	zidǎːrstʋo
zidati	zǐːdati
zidina	zǐdina
zidni	zîːdniː
ziheraš	zixěraːʃ
zijati	zǐːjati
zijevati	zjěːʋati
zijevnuti	zjěːʋnuti
zima	zǐːma
zimi	zîːmi
zimnica	zǐmnitsa
zimovanje	zimǒʋaːɲe
zimovati	zimǒʋati
zimovište	zǐmoʋiːʃte
zimski	zîːmskiː
zimus	zǐmuːs
zimzelen	zîmzeleːn
zinuti	zînuti
zipka	zîpka
zjapiti	zjǎːpiti
zjapnuti	zjâpnuti
zjena	zjêna
zjenica	zjěnitsa
zjenični	zjěnitʃniː
zlatan	zlǎtan
zlatan	zlǎːtan
zlatar	zlǎtaːr
zlatarnica	zlǎtaːrnitsa
zlatiti	zlǎːtiti
zlatnik	zlâːtniːk
zlatnina	zlatnǐna
zlato	zlâːto
zlatom	zlâːtom
zlatoust	zlatǒust
zlica	zlîtsa
zlikovac	zlîkoʋats
zlo	zlô
zloba	zlǒba
zloban	zlôban
zlobnik	zlôbniːk
zlodelo	zlǒdelo
