'nen	nen
sternhellen	ʃtɛɾnhˈɛlən
sternheller	ʃtɛɾnhˈɛlɜ
sternhellere	ʃtɛɾnhˈɛlərə
sternhellerem	ʃtɛɾnhˈɛlərəm
sternhelleren	ʃtɛɾnhˈɛlərən
sternhellerer	ʃtɛɾnhˈɛlərɜ
sternhelleres	ʃtɛɾnhˈɛlərəs
sternhelles	ʃtɛɾnhˈɛləs
sternhellste	ʃtɛɾnhˈɛlstə
sternhellstem	ʃtɛɾnhˈɛlstəm
sternhellsten	ʃtɛɾnhˈɛlstən
sternhellster	ʃtɛɾnhˈɛlstɜ
sternhellstes	ʃtɛɾnhˈɛlstəs
sternhäule	ʃtɛɾnˈhˈɔølˌɛ
sternina	ʃtɛɾnˈiːnɑː
sternkerze	ʃtˈɜnkɜtsə
sternklar	ʃtɛɾŋklˈɑːɾ
sternklare	ʃtɛɾŋklˈɑːrə
sternklarem	ʃtɛɾŋklˈɑːrəm
sternklaren	ʃtɛɾŋklˈɑːrən
sternklarer	ʃtɛɾŋklˈɑːrɜ
sternklares	ʃtɛɾŋklˈɑːrəs
sternknoten	ʃtˈɛɾŋknoːtən
sternlesmarkt	ʃtˈɛɾnlɛsmɑːkt
sternlicht	ʃtˈɛɾnlɪçt
sternlichter	ʃtˈɛɾnlɪçtɜ
sternlichtern	ʃtˈɛɾnlɪçtɜn
sternlos	stˈanlˈoːs
sternmasse	ztɜnmˈasʃə
sternmotor	ʃtɛɾnmˈoːtoːɾ
sternmotoren	ʃtˌɛɾnmoːtˈoːrən
sternmotors	ʃtɛɾnmˈoːtoːɾs
sternmuster	ztɛɾnmˌʊstɜ
sternname	stɛɾnˌnɑːmə
sternphysik	ztɛrnfʏzɪk
sternquarz	ʃtɜmkvˈɑːɾts
sterns	ʃtˈɛɾns
sternschaltung	ʃtˈɛɾnʃaltˌʊŋ
sternschaltungen	ʃtˈɛɾnʃaltˌʊŋən
sternschläge	ʃtˈɜnʃlɛgə
sternschnuppen	ʃtˈɛɾnʃnʊpən
sternschraube	ʃtˈɛrnʃrˌaʊgə
sternsinger	stɜnˈsˈɪŋɜ
sternsphäre	stˈɛɾnzfˌɛɾɛ
sternsphäre	ʃtˈɛɾnsfˌɛɾə
sternstruktur	ʃtˈɛɾnstɾʊktˌuːɾ
sternstunde	ʃtˈɛɾnstʊndə
sternstunden	ʃtˈɛɾnstʊndən
sternverteiler	ʃtˈɛɾnfɜtˌaɪlɜ
sternverteilung	ʃtˈɛɾnfɜtˌaɪlʊŋ
sternwarten	ʃtˈɛɾnvaɾtən
sternzeit	ʃtˈɜntsaɪt
sterz	ʃtˈɛɾts
sterzinger	ʃtˈɜtsɪŋɜ
stet	ʃtˈeːt
stete	ʃtˈeːtə
stetem	ʃtˈeːtəm
steten	ʃtˈeːtən
steter	ʃtˈeːtɜ
stetes	ʃtˈeːtəs
stetig	ʃtˈeːtɪç
stetig	ʃtˈɛːtɪç
stetige	ʃtˈeːtɪgə
stetigem	ʃtˈeːtɪgəm
stetigen	ʃtˈeːtɪgən
stetiger	ʃtˈeːtɪgɜ
stetigere	ʃtˈeːtɪgərə
stetigerem	ʃtˈeːtɪgərəm
stetigeren	ʃtˈeːtɪgərən
stetigerer	ʃtˈeːtɪgərɜ
stetigeres	ʃtˈeːtɪgərəs
stetiges	ʃtˈeːtɪgəs
stetigförderer	ʃtˈeːtɪçfˌœɾdərɜ
stetigkeit	ʃtˈeːtɪçkˌaɪt
stetigkeitsmodul	ʃtˈɛːtɪçkˌaɪtsmˌoːdʊl
stetigste	ʃtˈeːtɪçstə
stetigstem	ʃtˈeːtɪçstəm
stetigsten	ʃtˈeːtɪçstən
stetigster	ʃtˈeːtɪçstɜ
stetigstes	ʃtˈeːtɪçstəs
stetisch	ʃtˈeːtɪʃ
stets	ʃtˈeːts
stetson	ztˈɛtsən
stetten	ʃtɛtːɛn
stetter	ʃtˈɛtɜ
stettin	ʃtˈɛtiːn
stettin	ʃtˈɛtɪn
stetzsch	ztɛtʃ
steube	ʃtɔbɛ
steuck	ʃtˈɔøk
steudtner	ʃtɔøtnɜ
steuer	ʃtˈɔøɜ
steuerabfuhr	ʃtˈɔøɜapfˈuːɾ
steuerabkommen	ʃtˈɔøɜˈapkˌɔmən
steuerabschreibung	ʃtˈɔøɜapʃˌrˌaɪbʊŋ
steuerader	ʃtˈɔøɜˈɑːdɜ
steueraffäre	ʃtˈɔøɜafˌɛːrə
steuerakademie	ʃtˈɔøɜakˌadɛmˈiː
steueramnestie	ʃtˈɔøɜamnˈɛstsiː
steuerangelegenheit	ʃtˈɔøɜangˌɛlɛgənhˌaɪt
steuerangelegenheit	ʃtˈɔøɜɾangˌɛleːgənhˌaɪt
steuerangelegenheiten	ʃtˈɔøɜangˌəlˌeːgənhˌaɪtən
steueranmeldung	ʃtˈɔøɜanmˌɛldʊŋ
steueranpassung	ʃtˈɔøɜanpˈasʊŋ
steueranschluss	ʃtˈɔøɜˌanʃlˌʊs
steuerapparat	ʃtˈɔøɜapˌaɾat
steueraufkommen	ʃtˈɔøɜˈaʊfkˌɔmən
steueraufschlag	ʃtˈɔøɜˌaʊfˈʃˌlɑːk
steuerausfälle	stˈɔøɜˈaʊsfˌɛlə
steueraussetzung	ʃtˈɔøɜˌaʊszˌɛtsʊŋ
steueraussetzungsverfahren	ʃtˈɔøɜɑːʊzˌɛtsʊŋsfɛɾfˈɑːrən
steuerauswahl	ʃtˈɔøɜˌaʊsvˌɑːl
steuerbar	ʃtɔøɜbˌɑːɾ
steuerbar	ʃtˈɔøɜbˌɑːɾ
steuerbasen	ʃtˈɔøɜbˌɑːzən
steuerbasis	ʃtˈɔøɜbˈɑːsɪs
steuerbaustein	ʃtɔøɜbˈaʊstaɪnd
steuerbeamter	ʃtˈɔøɜbəˈantɜ
steuerbefehl	ʃtˈɔøɜbəfˌeːl
steuerbefreit	ʃtˈɔøɜbəfrˈaɪt
steuerbefreiung	ʃtˈɔøɜbəfrˌaɪʊŋ
steuerbehörde	ʃtˈɔøɜbˌeːhˌœɾdə
steuerbeitrag	ʃtˈɔøɜbˌaɪtɾɑːk
steuerbelastungsvergleich	ʃtˈɔøɜbˌeːlastʊŋsfɛɾglˌaɪç
steuerberatend	ʃtˈɔøɜbˈɛɾatˌeːnt
steuerberater	ʃtˈɔøɜbˌeːrˌɑːtɜ
steuerberaterin	ʃtˈɔøɜbˌeːrɑːtɜɪn
steuerberatung	ʃtˈɔøɜbɜatˌʊŋ
steuerberatung	ʃtˈɔøɜbˌeːrakʊŋ
steuerberatungsgehilfe	ʃtˈɔøɜbˈɛɾatˈʊŋsgəhˌɪlfə
steuerberechnung	ʃtˈɔøɜbɜˌaɪçnʊŋ
steuerbescheidähnlich	ʃtˈɔøɜbəʃˈaɪtˈɛːnlɪç
steuerbescheinigung	ʃtˈɔøɜbˌɛʃaɪnˌɪgʊŋ
steuerbeschlüsse	ʃtˈɔøɜbəʃlˌʏsə
steuerbetragsfunktion	ʃtˈɔøɜbˌɛtɾaksfˌʊŋktsɪˈoːn
steuerbetrüger	ʃtˈɔøɜbˌɛtɾˈyːgə
steuerbücher	ʃtˈɔøɜbˌʏçɛ
steuercontrolling	ʃtˈɔøɜkˈɔntɾˌoːlɪŋ
steuerdaten	ʃtˈɔøɜdˌɑːtən
steuerdatenhehler	ʃtˈɔøɜdˌɑtənhˌeːɪlɜ
steuerdebakel	ʃtˈɔøɜdˈɛbɑːkəl
steuerdelikt	ʃtˈɔøɜdˈɛləkt
steuerdialog	ʃtˈɔøɜdɪˌalˌoːvˈ
steuerdruck	ʃtɔøɜdˈrʊk
steuerdrücke	ʃnˈɔøɜdɾˌʏkə
steuere	ʃtˈɔøərə
steuereffekt	ʃtˈɔøɜɛfˌɛkt
steuereinheit	ʃtˈɔøɜˈaɪnhˌalt
steuereinnahme	ʃtˈɔøɜˌaɪnnˌɑːmə
steuereinnahmekraft	ʃtˈɔøɜˈaɪnnˌɑːməkɾˈaft
steuereinnahmen	ʃtˈɔøɜaɪnnˈɑːmən
steuereinnehmer	ʃtˈɔjɜˈaɪnnˌeːmɜ
steuerelektrode	ʃtˈɔøɜəlˌɛktɾoːdə
steuerentlastung	ʃtˈɔøɜɛntˌlastʊŋ
steuerentlastungspaket	ʃtˈɔøɜɛntˌastʊŋspˈakˌeːt
steuerentstehung	ʃtˈɔøɜɛntˌʃtˈeːʊŋ
steuererhebung	ʃtˈɔøɜɜhˈəbʊŋ
steuererhebungsform	ʃtˈɔøɜɜhˈɛbʊŋˌsfoːɾum
steuererhöhung	ʃtˈɔøɜɜhˈøːʊŋ
steuererklärung	ʃtˈɔøɜɜklˌɛːrʊŋ
steuererklärungen	ʃtˈɔøɜɜklˌɛːrʊŋən
steuererleichterung	ʃtˈɔøɜɜlˈaɪktˌɜʊŋ
steuererstattung	ʃtˈɔøɜɜʃtˌatʊŋ
steuerfachangestellte	ʃtˈɔøɜfˌaxˈangəʃtˌɛltə
steuerfachangestellter	ʃtˈɔøɜfˌaxangəʃtˌɛltɜ
steuerfachmann	ʃtˈɔøɜfˌaxmˌan
steuerfahndungsstelle	ʃtˈɔøɜfˌɑːndʊŋsʃtˈɛlˌlɛ
steuerfalle	ʃtˈɔøɜfˌalə
steuerfeder	ʃtˈɔøɜfˌeːdɜ
steuerfeststellung	ʃtˈɔøɜfˌɛstˌtɛllˌʊŋ
steuerfinanziert	ʃtˈɔøɜfˌiːnantsˌiːɾt
steuerfinanzierung	ʃtˈɔøɜfˌiːnantsˌiːrʊŋ
steuerfiskus	ʃtəuːjɜfˌɪskʊs
steuerfläche	ʃtˈɔøɜflˌɛçə
steuerflüchtiger	ʃtˈɔøɜflˌʏçtɪgɜ
steuerfrei	ʃtˈɔøɜfrˌaɪ
steuerfreibeträge	ʃtˈɔøɜfrˌaɪbətɾˌɛːgə
steuerfreie	ʃtˈɔøɜfrˌaɪə
steuerfreien	ʃtˈɔøɜfrˌaɪən
steuerfreier	ʃtˈɔøɜfrˌaɪɜ
steuerfreiheit	ʃtˈɔøɜfrˌaɪhaɪt
steuerfreistellung	ʃtˈɔøɜfrˈaɪʃtəllˌʊŋ
steuerfälligkeit	ʃtˈɔøɜfˌɛɾlɪçkˌaɪt
steuergatter	ʃtˈɔøɜkˌatˌɜ
steuergebiet	ʃtˈɔøɜgəbiːt
steuergegenbewegung	ʃtˈɔøɜgˌeːgənbəvˈəkʊŋ
steuergeld	ʃtˈɔøɜgˌɛlt
steuergelder	ʃtɔøɜgˈɛldɛ
steuergeldplündernd	ʃtˈɔøɜgˌɛltpflˈʏndɜnt
steuergeldverschwendung	ʃtˈɔøɜgˌɛltfɜʃˌvˈɛndʊŋ
steuergerechtigkeit	ʃtˈɔøɜgˌɛrɛçtˌɪçkˌaɪt
steuergerät	ʃtˈɔøɜgˌɑrɛt
steuergerätbetrieb	ʃtˈɔøɜgˌɛɾətbətɾˈiːb
steuergeschenke	ʃtˈɔøɜgəʃˌɛnkə
steuergröße	ʃtˈɔøɜgɾˌœsə
steuerguthaben	ʃtˈɔøɜgˈuːthˌɑːbən
steuerhandhabung	ʃtˈɔøɜhˌanˈthˈɑːbˈʊng
steuerhausaufbau	ʃtˈɔøɜhˌaʊsˌˈaʊfbˌaʊ
steuerhinterziehung	ʃtˈɔøɜhˌɪntɜtsˌiːʊŋ
steuerimpuls	ʃtˈɔøɜɪmpˌʊls
steuerinformation	ʃtˈɔøɜˌɪnfɔɾmˌatsɪˈoːn
steuerinländer	ʃtˈɔøɜˈɪnlˌɛndɜ
steuerinspektor	ʃtˈɔøɜɪnspˈɛktɔɾ
steuerinspektorat	ʃtˈɔøɜɪnspˈɛktoːrˌɑːt
steuerkabel	ʃtˈɔøɜkˌɑːbəl
steuerkammer	ʃtˈɔøɜkˌamɜ
steuerkanzel	ʃtˈɔøɜkˌantsə
steuerkennzeichen	ʃtˈɔøɜkˌɛntsˌaɪçən
steuerkette	ʃtˈɔøɜkˌaɪtə
steuerknüppel	ʃtˈɔøɜknʏppːl
steuerkommissar	ʃtɔøɜkˈɔmɪsˌɑːɾ
steuerkomponente	ʃtˌɔøɜkˌɔmpˈoːnəntə
steuerkondition	ʃtˈɔøɜkɔndˌiːtsɪˈoːn
steuerkonform	ʃtˈɔøɜkˌoːnfˌɔɾm
steuerkonstrukt	ʃtˈɔøɜkɔnʃtɾˌʊkt
steuerkopf	ʃtˈɔøɜkˌɔpf
steuerkredit	ztɔøɜkˌɾˌeːdiːt
steuerkreis	ʃtˈɔøɜkɾˌaɪs
steuerlagerinhaber	ʃtˈɔøɜlˌɑgɜɪnhˌɑːbɜ
steuerleine	ʃtˈɔøɜlˌaɪnə
steuerleineneinsatz	ʃtˈɔøɜlˌaɪnənˈaɪnzˌats
steuerleistung	ʃtˈɔøɜlˌaɪstʊŋ
steuerleitsystem	ʃtˈɔøɜlˌaɪtsʏstˌeːm
steuerleitung	ʃtˈɔøɜlˌaɪtʊŋ
steuerleitungshalter	ʃtɔøɜlɑːɪtʊŋshˈaltɜ
steuerlexika	ʃtˈɔøɜlˌɛksɪkˌɑː
steuerlexikon	ʃtɔøɜlˈɛkʃɪkɔn
steuerlich	ʃtˈɔøɜlˌɪç
steuerliche	ʃtˈɔøɜlˌɪçə
steuerlichem	ʃtˈɔøɜlˌɪçəm
steuerlichen	ʃtˈɔøɜlˌɪçən
steuerlicher	ʃtˈɔøɜlˌɪçɜ
steuerliches	ʃtˈɔøɜlˌɪçəs
steuerluftversorgung	ʃtˈɔøɜlˌʊftfɜzˌɔɾgʊŋ
steuerluftverteilung	ʃtˈɔøɜlˈʊftfɜtˈaɪlʊŋ
steuerlücke	ʃtˈɔøɜlʏkˌkə
steuermann	ʃtɔøɜmˌan
steuermann	ʃtˈɔøɜmˌan
steuermindereinnahme	ʃtˈɔøɜmɪndɜˈaɪnnˌɑːhˈmeː
steuermindereinnahmen	ʃtˈɔøɜmɪndɜˈaɪnnˌɑːhˈmən
steuerminderung	ʃtˈɔøɜmˈɪndərˌʊŋ
steuermittel	ʃtɔøɜmˈɪtəl
steuermitteleinsatz	ʃtˈɔøɜmˈɪtəlˌaɪnzˌats
steuermoral	ʃtɔjɜmɔɾɑːl
steuermuster	ʃtˈɔøɜmˌʊstɜ
steuermöglichkeit	ʃtˈɔøɜmˌøːklɪçkˌaɪt
steuern	ʃtˈɔøɜn
steuernachlass	ʃtˈɔøɜnˈaxlɑːs
steuernachlässe	ʃtˈɔøɜnˈaxlɛsʃɛ
steuernachricht	ʃtˈɔøɜnˈaxrɪçt
steuernachzahlung	ʃtˈɔøɜnɑːxtsˈɑːlʊŋ
steuernachzahlungen	ʃtˈɔøɜnɑːxtsˈɑːlʊŋən
steuernsparen	ʃtˈɔøɜnˈspˈaɾɛn
steuernut	ʃtˈɔøɜnˌuːt
steueroase	ʃtˈɔøɜɔvˈɑzə
steuerpanel	ʃtˈɔøɜpˈanˈɛl
steuerparameter	ʃtˈɔøɜpˌaramˌeːtɜ
steuerpflichtiger	ztˈɔøɜpflˌɪçtɪgə
steuerphase	ʃtˈɔøɜfˌɑːzə
steuerplan	ʃtˈɔøɜplˌɑːn
steuerpläne	ʃtˈɔøɜplˌɛːnə
steuerpolitik	ʃtˌɔøɜpˌoːliːtˈiːk
steuerpoltik	ʃtˈɔøɜpˌoːliːtˌiːk
steuerpräsent	ʃtˈɔøɜpɾɛːzˈɛnt
steuerquantum	ʃtɔøɜkvˈɑːnˈtʊm
steuerquote	ʃtˈɔøɜkvˌoːtə
steuerrad	ʃtˈɔøərɾˌɑːt
steuerrechtler	ʃtˈɔøərˌɛçtlɜ
steuerrechtlich	ʃtˈɔøɜrˌɛçtlɪç
steuerrechtsprechung	ʃtˈɔøɜrˌɛçtsprˌɛçʊŋ
steuerreform	ʃtˈɔøɜrˌeːfɔɾm
steuerreform	ʃtˈɔøɜɾəfˌɔɾm
steuerregelung	ʃtˈɔøɜɾˌeːgəlˌʊŋ
steuerriemengehäuse	ʃtˈɔøɜɾiːməngˌɛˈʊhˌɔøseː
steuerräder	ʃtˈɔøɜɾˌɛːdɜ
steuersache	ʃtɔøɜzˌaxan
steuersachverhalt	ʃtˈɔøɜzˈaxfɜhˌalt
steuersatzermäßigung	ʃtɔøɜzˈatsɛɾmɛsˈiːgʊŋ
steuersatzänderung	ʃtɔøɜzˈatsˈɛndərˌʊŋ
steuerschalterstellung	ʃtˈɔøɜʃˈaltɜʃtˌɛlʊŋ
steuerschieber	ʃtɔøɜʃiːbɜ
steuerschlauch	ʃtˈɔøɜʃlˌaʊx
steuerschlupfloch	ʃnˈɔøɜslˈʊpfˌlɔx
steuerschrank	ʃtˈɔøɜʃraŋ
steuerschränke	ʃtˈɔøɜʃrˌɛŋkɜ
steuerseite	ʃtˈɔøɜzˌaɪtə
steuersenken	ʃtˈɔøɜzˌɛnkən
steuersenkungen	ʃtˈɔøɜzˌeːnkʊŋən
steuersenkungspläne	ʃnˈɔøɜzˌɛnkʊŋsplˌɛːnə
steuersenkungsprogramm	ʃtˈɔøɜzˈɛnkʊŋspɾˌoːgɾam
steuersignalgeber	ʃtˈɔøɜzˌɪgnɑːlgˌeːbɜ
steuerspareffekt	ʃtˈɔøɜspˈɑɾɛfˈɛkt
steuersparmodell	ʃtˈɔøɜʃpɑːɾmoːdˈɛl
steuerstabantrieb	ʃtəuːɜstɑːpˈantɾˌiːp
steuerstation	ʃtˌɔøɜstˌatsɪˈoːn
steuerstrafrechtler	ʃtˈɔøɜstɾˈafreːçtlɜ
steuerstrafrechtlich	ʃtˈɔøɜstˌɾˈafrɛçtlˌɪç
steuerstrafverfahren	ʃtˈɔøɜstɾˌɑːfˈɛfˈɑːrən
steuerstrategie	ʃtˈɔøastrˈɑtəgˌiː
steuerstromkupplung	stˈɔøɜstɾˌɔmkˈʊplʊŋ
steuerstruktur	ʃtˈɔøɜstɾˌʊktuːɾ
steuerstufen	ztˈɔøɜstˌuːfən
steuerstände	ʃtˈɔøɜʃtˌɛndə
steuersystem	ʃtˈɔøɜzʏstˌeːm
steuersystematisch	ʃtˈɔøɜzʏsteːmˈɑːtɪʃ
steuersünder	ʃtˈɔøɜzˌʏndɜ
steuersünderin	stˈɔøɜzˌʏndərˌɪn
steuersünderin	ʃtˈɔøɜzˌyːndərˌɪn
steuertatbestände	ʃtˈɔøɜtˌatbəʃtˌɛndə
steuertest	ʃtˈɔøɜtəst
steuertopf	stˈɔøɜtˌɔpf
steuertopf	ʃtˈɔøɜtˌɔpf
steuerumfrage	ʃtˈɔøɜʊmfrˌɑːgə
steuerung	ʃtˈɔøərˌʊŋ
steuerungsansätze	ʃtˈɔøərˌʊŋsˌanzˈɛtsə
steuerungsaufgabe	ʃtˈɔøərˌʊŋsaʊfgˌɑːbə
steuerungsausschuss	ʃtˈɔøərˌʊŋsaʊsʃˌuːs
steuerungsauswahl	ʃtˈɔøərˌʊŋsaʊsvˌɑːl
steuerungsbauwerk	ʃtˈɔøɜʊŋsbˈaʊvˈaɾk
steuerungsbestrebungen	ʃtˈɔøərˌʊŋsbɛstɾˈiːbʊŋɛn
steuerungsdefekt	stˈɔøərʊŋsdeːfˌɛkt
steuerungsdefekt	ʃtˈɔøərˌʊŋsdeːfˈɛkt
steuerungsebene	ʃtˈɔøərˌʊŋzeːbənˌə
steuerungsfeld	ʃtɛøɜʊngsfɛlt
steuerungsfluss	stˈɔøərˌʊŋsflˌʊs
steuerungsflussentscheidungen	ʃtˈɔøɜʊŋsflˌʊsɛntʃˈaɪdʊŋən
steuerungsflüsse	ʃtˈɔøɜʊŋsflˌʏsə
steuerungsfähigkeit	ʃtˈɔøərˌʊŋsfˌɛːɪçkˈaɪt
steuerungsgerät	ʃtˈɔøərˌʊŋsgərˌɑːt
steuerungsgremien	ʃtˈɔøərˌʊŋskɾˌeːmiːn
steuerungsgruppe	ʃtˈɔøərˌʊŋsgɾˌʊpə
steuerungshoffnung	ʃtˈɔøɜʊngshˌɔfnʊŋ
steuerungshöhe	ʃtˈɔøərˌʊŋshøːə
steuerungsinformation	ʃtˈɔøərˌʊŋsɪnfɔɾmˌatsɪˈoːn
steuerungsintegriert	ʃtˈɔøərˌʊŋsˌɪntɛgɾˈiːɾt
steuerungsintern	ʃtˈɔøərˌʊŋsɪnˈtɛɾn
steuerungsknopf	ʃtˈɔøərˌʊŋskˌnˈɔpf
steuerungskompetenz	ʃtˈɔøərˌʊŋskˌɔmpətˈɛnˈts
steuerungskomponente	ʃtˈɔøərˌʊŋskˌoːmpoːnˈɛntə
steuerungskonzept	ʃtˈɔøərˌʊŋskˌɔntsəpt
steuerungslösung	ʃtˈɔøərˌʊŋslˌøːzʊŋ
steuerungsmechanismen	ʃtˈɔøərˌʊŋsməkˌɑnɪsmən
steuerungsmodell	ʃtˈɔøərˌʊŋsmoːdˌɛl
steuerungsmodul	ʃtˈɔøərˌʊŋsmoːdˈʊɛ
steuerungsparameter	ʃtˈɔøərˌʊŋspˈaramˌɪtɜ
steuerungssicher	ʃtˈɔøərˌʊŋzˈɪçɜ
steuerungssicht	ʃtˈɔøərˌʊŋsɪçt
steuerungsstab	ʃtˈɔøɜʊŋsztˌɑːp
steuerungsstrategie	ʃtˈɔøərˌʊŋsʃtɾˌateːgˈiː
steuerungsstruktur	ʃtˈɔøərˌʊŋsʃtɾˌʊktuːɾ
steuerungstastatur	ʃtˈɔøərˌʊŋstˈastˈatˈuːr
steuerungstaste	ʃtˈɔøərˌʊŋstˈastˌɛ
steuerungsteam	ʃtˈɔøərˌʊŋstəɛ
steuerungstechnik	ʃtˈɔøɾʊŋstˌɛçnɪk
steuerungstyp	ʃtˈɔøərˌʊŋstˈyːp
steuerungsunabhängig	ʃtˈɔøərˌʊŋsˌʊnaphˈɛŋɪç
steuerungsvariante	ʃtˈɔøərʊŋsvaɾjˈɑːntɛ
steuerungsverfahren	ʃtˈɔøərˌʊŋsfɛɾfˌɑːrən
steuerungsversuch	ʃtˈɔøərˌʊŋsfɛɾzˌuːx
steuerungsvorgänge	ʃtˈɔøərˌʊŋsfˈoːɾgˌɛŋə
steuerungswert	ʃtˈɔøərˌʊŋsvˌɛɾt
steuerungswirkung	stˈɔøərˌʊŋsvˌɪɾkʊŋ
steuerungswissen	ʃtˈɔøɜʊŋsvˌɪsən
steuerventil	ʃtɔøɜvˈɛntiːl
steuerverbrecher	ʃtˈɔøɜfɜbɾˌɛçɜ
steuervereinfacher	ʃtˈɔøɜfˌɜˈaɪnfˌaxɜ
steuervereinfachungsreform	ʃtˈɔøɜfɜˈaɪnfˌaxrʊŋsrəfˈoːɾm
steuerverfahren	ʃtˈɔøɜfɜfˌɑːrən
steuervergehen	ʃtˈɔøɜfɜgˌeːən
steuervergünstigung	ʃtˈɔøɜfɜgˌʏnstˌɪkʊŋ
steuerverhalten	ʃtˈɔøɜfˌɛɾhaltən
steuervermeiden	ʃtˈɔøɜfɛɾmˈaɪdən
steuervermeidung	ʃtˈɔøɜfɜmˌaɪduːŋ
steuerverschwendung	ʃtˈɔøɜfɜʃvˌɛndʊŋ
steuerverwaltungsakte	ʃtˈɔøɜfɜvˈaltˈʊŋzˌaktˌə
steuerverweigerung	ʃtˈɔøɜfɜvˌaɪgərˌʊŋ
steuervorhaben	ʃtˈɔøɜfˌoːɾhˌɑːbən
steuervorteil	ʃtˈɔøɜfˈɔɾtaɪl
steuervorteile	ztˈɔøɜfˈoːɾtˌaɪlə
steuervorteile	ʃtˈɔøɜfˌɔɾtˌaɪlə
steuerwagen	ʃtˈɔøɜvˌɑːgən
steuerwald	ʃtˈɔøɜvˌalt
steuerwalze	ʃtˈɔøɜvˌaɪtsə
steuerwechselstrom	ʃtˈɔøɜvˈɛktsɛlˈʃtɾˈoːm
steuerwettbewerb	ʃtɔøɜvˈɛtːbˌeːvɛɾp
steuerwicklung	ʃtˈɔøɜvˌɪklʊŋ
steuerwort	ʃtˈɔøɜvˌɔɾt
steuerwunder	ʃtˈɔøɜvˌʊndɜ
steuerzahler	ʃtˈɔøɜtsˌɑːlɜ
steuerzahlerbund	ʃtˈɔøɛɾtsˌɑːlɜbˈʊnt
steuerzahlerin	ʃtˈɔøɜtsˌɑːlərˌɪn
steuerzahlerinnen	ʃtˈɔøɛɾtsˌɑːlɜɪnnɛn
steuerzahlung	ʃtˈɔøɜtsˌɑːlʊŋ
steuerzeichen	ʃtˈɔøɜtsˌaɪçən
steuerzeichensyntax	ʃtˈɔøɜtsˌaɪçənzʏntˈaks
steuerzeile	ʃtˈɔøɜtsˌaɪlə
steuerzeit	ʃtˈɔøɜtsˌaɪt
steuerzentrale	ʃtˈɔøɜtsɛntɾˌɑːlə
steuerzertifikat	ʃtˈɔøɜtsɜtˌɪfɪkˌɑː
steuerzuschläge	ʃtˈɔøɜtsuːʃlˈɛːgə
steueröl	ʃtˈɔøɜˈøːl
steuerüberweisung	ʃtˈɔøɜˌyːbɜvˈaɪzʊŋ
steure	ʃtˈɔørə
steußlingen	ʃtˈɔøslɪŋən
stev	ʃtˈeːv
steve	ʃtˈeːvə
steven	ʃtˈeːvən
stevens	ʃtˈeːvəns
stevenson	ʃtˈeːvənzˌoːn
stevenähnlich	ʃtɛvənˈɛːnlɪç
steves	ʃtˈeːvəs
stevioglykosid	ʃteːvˈɪoːglˈyːkoːsiːd
steviosidgehalt	ʃtˌeːvɪˈoːsɪədgəhˈalt
steward	ʃtˈeːvaɾt
stewardess	ʃtˈeːvaɾdˌɛs
stewardessen	ʃtˈeːvaɾdˌɛsən
stewards	ʃtˈeːvaɾts
stewart	ʃtˈeːvaɾt
stewarts	ʃtˈeːvaɾts
steyer	ʃtˈaɪɜ
steyert	ʃtˈaɪɜt
steyr	ʃtˈaɪɾ
sthenisch	sˈtɛnɪʃ
stibi	ʃtipi
stibitze	ʃtˈiːbɪtsə
stibitzen	ʃtˈiːbɪtsən
stibitzen	ʃtˈiːbɪtsˈɛn
stibitzend	ʃtˈiːbɪtsənt
stibitzende	ʃtˈiːbɪtsəndə
stibitzendem	ʃtˈiːbɪtsəndəm
stibitzenden	ʃtˈiːbɪtsəndən
stibitzender	ʃtˈiːbɪtsəndɜ
stibitzendes	ʃtˈiːbɪtsəndəs
stibitzest	ʃtˈiːbɪtsəst
stibitzt	ʃtˈiːbɪtst
stibitzte	ʃtˈiːbɪtstə
stibitztem	ʃtˈiːbɪtstəm
stibitzten	ʃtˈiːbɪtstən
stibitzter	ʃtˈiːbɪtstɜ
stibitztes	ʃtˈiːbɪtstəs
stibitztest	ʃtˈiːbɪtstəst
stibitztet	ʃtˈiːbɪtstət
stich	ʃtˈɪç
stichbogenfenster	ʃtˈɪçbˈoːgənfˌɛnstɜ
stichdose	ʃtˈɪçdʊsə
stiche	ʃtˈɪçə
stichel	ʃtˈɪçəl
stichele	ʃtˈɪçələ
stichelei	ʃtˌɪçəlˈaɪ
sticheleien	ʃtˈɪçɪlˌaɪən
sticheleien	ʃtˌɪçəlˈaɪən
sticheln	ʃtˈɪçəln
stichelnd	ʃtˈɪçəlnt
stichelnde	ʃtˈɪçəlndə
stichelndem	ʃtˈɪçəlndəm
stichelnden	ʃtˈɪçəlndən
stichelnder	ʃtˈɪçəlndɜ
stichelndes	ʃtˈɪçəlndəs
stichels	ʃtˈɪçəls
stichelst	ʃtˈɪçəlst
stichelt	ʃtˈɪçəlt
stichelte	ʃtˈɪçəltə
stichelten	ʃtˈɪçəltən
sticheltest	ʃtˈɪçəltəst
sticheltet	ʃtˈɪçəltət
stichen	ʃtˈɪçən
stichfest	ʃtˈɪçfəst
stichfest	ʃtˈɪçfˈɛst
stichfeste	ʃtˈɪçfəstə
stichfestem	ʃtˈɪçfəstəm
stichfesten	ʃtˈɪçfəstən
stichfester	ʃtˈɪçfəstɜ
stichfestes	ʃtˈɪçfəstəs
