cәғәт	sɛʁɛt
шәйбәк	ʃˈɛbˌɛk
шәйдулла	ʃɛjdull
шәйнур	ʃajnwɾ
шәйхислам	ʃɛjxʲislam
шәйхә	ʃˈɛχæ
шәкерт	ʃækɪ̞ɾt
шәкир	ʃækʲir
шәкирйән	ʃɛkʲirjæn
шәкүр	ʃakur
шәкүрә	sʲakurɛ
шәкәр	ʃækær
шәл	ʃæl
шәл	ʃɛl
шәм	ʃæm
шәмбе	ʃæmbɛ
шәмбе	ʃæmbɪ̞
шәмиғол	ʃæmʲiʁɯ̞ɫ
шәмсетдин	ʃɛmsˈtˤdˤin
шәмсибәҙәр	ʃɛmsjbæðær
шәмсүн	ʃɛmsyn
шәп	ʃæp
шәрбәтле	ʃɛ̀rbætlæ
шәреҡ	ʂærɪ̞q
шәреҡ	ʃɛrɛq
шәрип	ʃɛːrip
шәрифйән	ʃɛɾjfjɛn
шәрифә	ʃɛriːfɛ
шәриғәт	ʃæɾʲiʁæt
шәрҡиә	ʃɛrqjæ
шәрә	ʃæræ
шәрә	ʃɛrɾɛ
шәрәлек	ʃærælɪ̞k
шәфиға	ʃæfiga
шәфиҡ	ʃæfq
шәфҡәтле	ʃæfqɛtlæ
шәхес	ʃæχɪ̞s
шәхси	ʃæχsʲi
шәхсән	ʃæχsæn
шәшке	ʃæʃkɪ̞
шәшке	ʃɛʃkɛ
шәүлә	sæwlɛ
шәүрә	sɛʏrɛ
шәүрә	ʃæwræ
шәһит	ʃahˈit
шәһиҙә	ʃæhʲiːðæ
шәһүрә	sɛhuɾɛ
шәһәрбикә	ʃɛːhɛrbɪkæ
шөбһә	ʃʊ̞phæ
шөбһәләнергә	ʂɪ̞phæ̹lænɪ̞rgæ
шөғөл	ʃɪ̞ʁæl
шөғөл	ʃʏ̞ʁʏ̞l
ыласын	ɯ̞ɫɑsɯ̞n
ылаҡ	ɯ̞ɫɑq
ылбыратҡансы	ɑɫbɯ̞rätqɑnsɯ̞
ылыҡтырып	ɑɫɯ̞qtɯ̞rɯ̞p
ым	ɯ̞m
ымлыҡ	ɑmlɯ̞q
ымлыҡ	ɯ̞mɫɯ̞q
ынйы	ɯ̞njɯ̞
ынтылыш	ɯ̞ntɯ̞ɫɯ̞ʂ
ырылдарға	ərɯ̞ɫdɑrʁa
ырым	ɯ̞rɯ̞m
ырымбур	ɯ̞rɯ̞mbur
ырыу	ɯ̞rɯ̞w
ырғанлау	ärʁɑnlɑw
ырғаҡ	rʁɑq
ырғаҡ	ɯ̞rɢɑq
ырғаҡ	ɯ̞rʁɑq
ырғырға	ärʁɯ̞rʁä
ырғыу	ärʁɯ̞w
ысмаҡ	ɑsˈmɑq
ысмаҡай	ɑsmaqɑj
ысул	ɯ̞suɫ
ысын	ɯ̞sɯ̞n
ысынбарлыҡ	ɯ̞sɯ̞nbɑrɫɯ̞q
ысынлап	ɑsɯnɫæp
ысыҡ	ɯ̞sɯ̞q
ысҡынырға	ʊ̞sqʊ̞nʊ̞rʁɑ
ыу	au
ыуаларға	tɯ̞uɑɫɑrʁɑ
ыуалау	aualau
ыуылдырыҡ	ɯ̞wɯ̞ɫdɯ̞rɯ̞q
ыуынырға	ɯ̞uɯ̞nɯ̞rʁa
ыуыҙ	ɯ̞wɯ̞ð
ышанаһы	æʂɑnɑhɯ̞
ышанып	fɯ̞ʂɑnɯ̞p
ышаныс	ɯ̞ʂɑnɯ̞s
ышаныслы	ɯ̞ʂɑnɯ̞sɫɯ̞
ышаныусанлыҡ	ɯ̞ʂɑnʊ̞ɫsɑnɫɯ̞q
ышаныҫһыҙлыҡ	ɯ̞ʂɑnɯ̞ðhɯ̞ðɫɯ̞q
ышанғанлыҡ	ʊ̞sɑnʁɑnɫɯ̞q
ышыҡланырға	ɯ̞sɯ̞qɫɑnɯ̞rʁɑ
ышҡыла-ышҡыла	ɯ̞ʂqʊ̞ɫɑɯ̞ʂqʊ̞ɫɑ
ышҡылыу	æʃqɯ̞ɫɯ̞w
ыҙа	ɑðˈa
ыҙалау	ðalau
ыңғай	ɯ̞ŋɢɑj
ыңғайҙан	ɑŋɢɑjðan
ыҫлыҡ	ʊ̞sɫɯ̞q
эйе	ɪ̞jɪ̞
эйә	jˈæ
эйә	ɪ̞jæ
эйәк	ɪ̞jæk
эйәләргә	ɪ̞jˈɛnlɛrgæ
эйәр	ɪ̞jær
эйәрткән	ɪ̞jɛrtgæn
эйәһеҙ	ajæhɪ̞ð
элгәс	ɛlgɛs
элек	ɪ̞lɪ̞k
элекке	ɪ̞ɫɪ̞kkæ
элеккесә	ɪ̞ɫɪ̞kːɪ̞sːɛ
элемтә	ɪ̞ɫɪ̞mdæ
элмә	ɛlma
эләгеп	ɪ̞jɫægʲɪp
эләккән	plakːɛn
эләктермәйенсә	ɪ̞næktɪ̞rmɛjʲɪnsæ
эмба	emba
эне	ɪ̞nɪ̞
энә	ɪ̞næ
эре	ɪ̞rɪ
эреләнергә	ɪ̞rɪ̞llɛnʲɪrgæ
эреләтелгән	rɪ̞ɫætɪ̞ɫgæn
эремсек	i̞ri̞msi̞k
эрен	ɪ̞rɪ̞n
эренләргә	rɪ̞nɫærgæ
эрергә	rɪ̞rgæ
эрудит	rudit
эсемлек	ɪ̞sɪ̞mlɪ̞k
эсеп	ɪsɪp
эскадра	ɪskadra
эскерле	ɪ̞skɪ̞rɫæ
эскерһеҙ	ɛskɪ̞rhɪ̞ð
эскерһеҙлек	ɪ̞skɪ̞rhʏ̞ðɫɪ̞k
эскесе	ɪ̞skɪ̞sɪ̞
эскәмйә	ɛskɛmjæ
эскәмйә	ɪ̞skæmjæ
эстәлек	ɪ̞stælɪ̞k
эсәк	asˈɛk
эсәк	ɪ̞sæk
эсәк-ҡарын	ɪ̞sɛqɑrɯ̞n
эт	ɪ̞t
этергә	ʊ̞tʲɪrgæ
этика	ɛtika
этләнергә	ɪ̞tɫɛnirgæ
этморон	ɪ̞tmʊ̞rʊ̞n
эш	ɪ̞ʃ
эшкинергә	ɪ̞ʃkʲinɪ̞rgæ
эшкәрткән	aʃˈkæɾˈtkæˈn
эшләгән	aʃlɛgˈɛn
эшләнгән	æʃlængæn
эшләп	ʃlɛp
эшләпә	æʃlæpæ
эшләпә	ɪ̞ʃlæpæ
эшләтергә	æʃlætɪ̞rgæ
эшләү	aʃlɛw
эшмәкәр	ɪ̞ʃmækær
эшмәкәрлек	ɪ̞ʃmækjɾɫɪ̞k
эшсе	ɪ̞ʃsɪ̞
эшсән	ɪ̞sːæn
эшҡыуар	ɪ̞ʃqɯ̞wɑr
эшҡыуарлыҡ	ɪ̞ʃqɯ̞uɑrɫɯ̞t
эшҡыуарлыҡ	ɪ̞ʃqɯ̞wɑrɫɯ̞q
эҙ	ɛð
эҙ	ɪ̞ð
эҙләргә	ðˈɫæɾgæ
эңер	ɛŋɪ̞r
эңер	ɪ̞ŋɪ̞r
эҫе	ɪ̞θɪ̞
ювелир	juvɨlˈir
юйылырға	jɯ̞jɯ̞ɫɯ̞rʁɑ
юйырға	juːjɯ̞rɢɑ
юйғыс	jujʁɯ̞s
юл	joɫ
юлай	juɫɑj
юлба	lba
юлбары	joɫbɑrðɯ̞
юлбарыҫ	juɫbɑrɯ̞θ
юлбаш	ʊ̞ɫbɑʂ
юлбашсы	joɫbɑʂsɯ̞
юлбаҡты	joɫbaqtɑ
юлбаҫар	joɫbɑθɑr
юлгизә	joɫgʲizæ
юлдаш	joɫdɑʂ
юлдыбикә	joɫtɯ̞bʲikæ
юлмөхәмәт	joɫmʊ̞χɛmæt
юлтимер	joɫtʲimɪ̞r
юнысбай	jʊnɯ̞sbɑj
юрист	ljuɾist
юртыш	jurtəʃ
юрға	jurɣa
юрға	jurʁɑ
юрған	jurʁɑn
юфть	juft
юхаланып	juxɑɫɑnɯ̞p
юхаларға	juxɑɫärʁɑ
юғалдыҡ	juʁäldɯ̞q
юғалтмаған	juɢɑltmɑˈʁɑn
юғалтырға	juɣɑltɯ̞rʁɑ
юғалған	juʁaɫʁɑn
юғары	juʁɑrɯ̞
юғарыраҡ	ɵɢärɯ̞rɑq
юҡ	juq
юҡтыр	juqtär
ябай	jɑβɑj
ябылмалы	jɑpɯ̞ɫmɑɫæ
ябырға	jɑpɯ̞rʁa
ябыҡ	jɑbɑq
ябыҡ	jɑβɯ̞q
яй	jæj
яй	jɑj
яйлап	jɔjˈlɑp
яйға	jɑjˈʁa
ял	jɑɫ
ялал	jɑlɑl
ялан	jɑɫɑn
яланғас	jɑɫɑŋɢɑs
яланғасларға	jɑɫɑnʁasɫɑrʁɑ
ялап	jɑlɑp
ялағай	jɑɫɑgɑj
ялағай	jɑɫɑʁɑj
ялбыр	jɑɫβɯ̞r
ялларға	jɑwɫärʁä
ялмап	jɑlmɑp
ялпаҡ	jɑlpaq
ялсин	jɑlfin
ялсығол	jɑlsɯ̞ʁɑɫ
ялтыр	jɑɫtɯ̞r
ялтырап	jɑ̃ltɯ̞rɑp
ялтырарға	jɑltɯ̞rärʁɑ
ялтыратырға	jɑltɯ̞rɑtɯ̞rʁa
ялтырау	jɑltɯ̞rɑʊ
ялыу	jɑɫɯ̞w
ялған	jɑɫʁɑn
ялғарға	jɑuʁɑrʁɑ
ялҡау	jɑlkɑu
ялҡау	jɑɫqɑw
ялҡауланырға	jɑɫqæwˈðɑnɪ̞rʁɑ
ялҡауланыу	jɑlkɑwɫɑnɯ̞w
ялҡаулыҡ	jɑɫqɑwɫɯ̞q
ялҡын	jɑɫqɯ̞n
ялҡытҡыс	jɑɫqɯ̞tqɯ̞z
яман	jæmæn
яман	jɑmɑn
яманбай	jəmɑnbɑj
яманбикә	jɑmɑnbʲikæ
яманларға	jɑmɑnlɑrʁɑ
яманлау	jɑmɑnlɑw
ямантай	jɑmɑntæi
яманғолов	jɑmɑnʁäˈlɑf
ямау	jɑmɑw
ямғыр	jɑmʁɯ̞r
янбулат	jɑnβolɑt
янсыҡ	jɑnsɯ̞q
януҙаҡ	jɑnuzɑq
янъял	jɑŋjɑˈɫ
янында	jɑnɑndɑ
янындағы	jɑnɯ̞ndɑʁæ
янғын	jɑnʁɯ̞n
янғын	jɑŋɢɯ̞n
янғынсы	jɑmʁɯ̞nsɯ̞
янһары	jɑnhɑrɑ
япония	jäpo̞nʲijä
яппар	jɑpːɑr
яппар-йәнбәк	jɑpɑrjænbæk
япраҡ	jɑprɑq
япраҡлы	jɑprɑqɫɑ
япһарырға	jɑphɑrɑrʁɑ
яр	jɑr
яр	jɑɾ
яр-бишҡаҙаҡ	jɑrbʲiʃqɑðäq
яра	jɑrɑ
ярай	jɑrɑj
яраймы	järäjmɑ
яраланған	jɑrɑɫːɑnˈʁɑn
яралғы	jɑrɑɫɢə
ярамай	jɑrɑmɑj
ярамһаҡланып	jɯ̞rɑmhɑqɫänɯ̞p
яран	ɟʝˈaɾan
ярар	jɑrɑr
яратмайынса	jɑrɑtmɑjɯnsɑ
яратыусы	aratɯ̞wsɯ̞
яратҡол	jɑrɑtqɑɫ
яраусан	jɑrɑuːsɑn
ярашмау	järɑʃmɑl
ярашмаусанлыҡ	jɑrɑʂmɑɫsɑnɫɯ̞q
ярашһыҙлыҡ	jɑrɑʂhɯ̞ðɫɑq
яраҡлаштырып	jɯ̞rɑqɫɑʂtɯ̞rɯ̞p
яраҡлашыусан	jɑrɑqlɑʃɯ̞ɫsɑn
яраҡлашыусы	jɑrɑqɫæʃɯ̞ɫsɯ̞
яраҡлы	jɑrɑqɫæ
яраҡлылыҡ	jɑrɑqɫɑɫɯ̞q
ярлы	jɑrɫɑ
ярлы	jɑrɫɯ̞
ярма	jɑrmɑ
ярмаҡ	jɯ̞rmɑq
ярсыҡ	järsɑq
ярсыҡ	jɑrsɯ̞q
ярты	jɑrtɑ
ярты	jɑrtɯ̞
яртышар	jɑrtəʃɑr
яры	jɑrɯ̞
ярылырға	jɑrɑɫɯ̞rʁɑ
ярылырҙай	jɑralɯ̞rðäj
ярым	jɑrəm
ярым	jɑrɯ̞m
ярымутрау	jɑrɯ̞mutrɑw
ярырға	järɑrʁɑ
ярыш	jɑrɯ̞ʂ
ярышлап	jɑrɑʃɫɑp
ярыҡ	jɑrɑq
ярыҡ	jɑrɯ̞q
ярғанат	järʁäːnɑt
ярғанат	jɑrʁɑnɑt
ярҙам	jɑrðɑm
ярҙамлыҡ	järðɑmlɑq
ярҙамсы	jɑrðɑmsɯ̞
ярҙамға	jɑrðɑmɢaː
ярһып	jɑrɦɑp
ят	jɑt
ят	jɔt
ятларға	jɑtɫæːɢɑ
ятлау	jɒtlau
ятырға	jɑtrʁa
ятҡылыҡ	jɑtqɯ̞ʊ̞ɫɯ̞q
ятһынырға	jɑthʊ̞ŋɯ̞rʁɑ
яуап	jɑwɑp
яуапларға	jɑuɑplɑrʁɑ
яуаплы	aˈwɑplɯ
яуаплы	jɑwɑpɫɯ̞
яуаплылыҡ	jɑwɑpɫɯ̞ɫɯ̞q
яуаплылыҡ	jɯ̞uɑpɫɯ̞ɫʊ̞q
яуларға	jɯ̞uɫɑrʁɑ
яулыҡ	jɑwɫɯ̞q
яурын	jɑwrɯ̞n
яуын	jɑuɯn
яфаланып	jɑfɑɫɑnɑp
яфалы	jafɑɫɯ̞
яхин	jäxʲin
яхта	jɑqtɑ
яхтсы	jɑqtsɯ
яхъя	jɑχjɑ
яшыҡ	jɑʂɑq
яға	jɑʁɑ
яғалбай	jɑʁɑɫbɑj
яғына	jɑʁɯnɑ
яғыу	jɑhɯ̞w
яғыулыҡ	jɑʁɑuɫɯ̞q
яғыулыҡ	jɑʁɯ̞wɫɯ̞q
яҙ	jɑð
яҙгар	jɑðgɑɾ
яҙгөл	jɑzgʏ̞l
яҙма	jɑvma
яҙма	jɑðmɑ
яҙмыш	jɑðmɑʃ
яҙмыш	jɑðmɯ̞ʂ
яҙылыусы	jɑðɯ̞ɫɯ̞wsɯ̞
яҙып	jɑðɑp
яҙыусы	jɑðɯ̞wsɯ̞
яҙыҡ	jɑðɯ̞q
яҙыҡ	jɑðˈɑq
яҡ	jɑq
яҡа	jɑqɑ
яҡлау	jɒqlau
яҡтағы	jɑqsɑʁɯ̞
яҡты	jɑqtɯ̞
яҡтыртырға	jɑqtɯ̞rɯ̞rʁɑ
яҡуп	jɑqʊp
яҡшы	jɑqʂɯ̞
яҡшыбикә	jɑqtʃɯ̞bʲekæ
яҡшыбирҙе	jɑqʂɯ̞bʲirðɪ̞
яҡшылап	jɑqʂɯ̞ɫɑp
яҡшыртыу	jɑqʂɑrtɯ̞w
яҡшыҡай	jɑqʃɯ̞qɑjː
яҡын	jɑqɯ̞n
яҡындағы	jɑqɯ̞ntʊ̞ɢʊ̞
яҡынларға	jɑtqɯ̞nɫɑrʁɑ
яҡынлашыр	jɑqɯ̞nɫɑʂɫɯ̞r
яҡҡа	jɑqqɑ
яҡҡан	jɑqqɑn
яңауыл	jɑŋɑwɑl
яңаҡ	jɑŋɑq
яңы	jɑŋɯ̞
яңыбай	jɑŋɑpaj
яңыл	jɑŋɑl
яңылбикә	jɑŋɑlbʲekæ
яңылыш	jɑŋɯ̞ɫɯ̞ʂ
яңылыҡ	jɑŋɯ̞ɫɯ̞q
яңынан	jɑŋɯ̞nɑn
яңырта	jɯ̞ŋɯ̞rtä
яңыртып	jɑŋɯ̞rtɑp
яңғырама	jɑŋgɯ̞rɑmɑ
яңғырарға	jɑŋgɯ̞rɑrʁɑ
яңғыратып	jɑŋɢɾɑtɯ̞p
яңғырағандай	jɑŋʁɑrɑʁändɑj
яңғыҙ	jɑŋɢɯ̞ð
яҫалма	jɑsɑɫmɑ
яҫарға	jæθɑrʁɑ
яҫауыл	jɑsɑuɯ̞l
яҫма	jɑʃma
яҫмыҡ	jɑθmɑq
яҫмыҡ	jɑθmɯ̞q
яһалма	jɑhɑlma
яһалған	jɑhɯ̞ɫʁän
яһаны	jɑhɑnɑ
яһарға	jɐhɑrʁɑ
яһаҡ	jæhɑq
яһаҡлы	jähɑqɫɑ
яһил	jɑhɪl
ё	jo
ё	jɵ
ё	ʲo
ё	ʲɵ
ғаббас	ɢɑbˈbɑs
ғабд	ɢɒbdɒ
ғабдулла	ɢɑbduɫːɑ
ғабдулла	ʁɑbduɫːɑ
ғабдыр	ɢɑpdɑr
ғазап	ɢazæb
ғазапланыу	ɢɑzɑplɑnɯ̞w
ғазапланған	ʁäzäplänʁɑn
ғазапларға	ʁʊ̞zɑpɫɑrʁä
ғазаплау	ɢɑzɑplɑʊ
ғазаплы	ʁäzɑpɫɑ
ғаззал	ɢazɑl
ғазраил	ɢɑzɾɑjɯ̞ɫ
ғазраил	ɢɑzɾɑïɫ
ғазраил	ʁɑzɾɑjɯ̞ɫ
ғазраил	ʁɑzɾɑïɫ
ғаилә	ɢäjlæ
ғаиләле	ʁäjˈlɛlæ
ғайнан	ræjˈnæn
ғайса	ɢɑjsɑ
ғайса	ʁɑjsɑ
ғайфулла	ɢɑjfullɑ
ғалим	ɢælʲim
ғалим	ɢɑlʲïm
ғалим	ʁɑlʲïm
ғалимә	ɢɑlimæ
ғалип	ɣalip
ғаләм	ɣ̞ælˈɛm
ғамил	ɣamˈjl
ғамир	ɢɑmiɾ
ғариза	ɢärʲizä
ғариф	ɣarif
ғасыр	ɢɑsɯ̞r
ғасыр	ʁɑsɯ̞r
ғата	ɢatˈa
ғатаулла	ɢɑtɑuɯ̞ɫɫɑ
ғауға	ɢɑwɢɑ
ғауға	ɢɑwʁɑ
ғауға	ʁɐuːɢa
ғафар	ɣ̞afar
ғашиҡ	ɢäɕi̠q
ғашиҡ	ɢäʃi̠q
ғашиҡ	ʁäɕi̠q
ғашиҡ	ʁäʃi̠q
ғаяз	ɢɑjˈjɑz
ғаян	ɢajɑn
ғибат	ɣ̞ibat̪
ғибатулла	ɢɯ̞jbatuɫːa
ғибаҙулла	ɢibɑðuɫla
ғибрәт	ɣ̞ibræt̪
ғибәт	ʁibˈɛt
ғибәҙәт	ɢibæðːɛt
ғибәҙәт	ɢɨ̯ibæðæt
ғибәҙәтулла	ɢibæððætuɫːɑ
ғибәҙәтхана	ɢɨ̯ibæðætχänä
ғизам	ʁizˈam
ғиззәт	ʁizˈɛt
ғилемдар	ɢi̠ɫɪ̞mdɑɾ
ғилминиса	ɢilmnisˈa
ғилмисафа	ɢilmˈisafa
ғилмислам	ɢɪlmɪjsɫɑm
ғилмияр	ɢilmijjɑr
ғилмиә	ɢɪlmɪjæ
ғилфан	ʁɛlˈfˌan
ғиләж	ʁilˈɛʒ
ғиләжи	ʁileʒˈi
ғимай	ʁimˈaj
ғимаҙи	ɣimˈɑði
ғимран	ɣimrɑn
ғиндулла	ɢindullɑ
ғинуар	ɢɪnwaɾ
ғинуар	ʁïnwär
ғисмәт	ɢismæt
ғорур	ʁʊ̞rur
ғорурланырға	ʁʊ̞rʊ̞rɫɑnʊ̞rʁä
ғосман	ɾʊsmɑn
ғына	ɢɯ̞nˈlɑ
ғүмер	ʁʏmɛr
ғүмер	ʁ̝ɵmɪ̞ɾ
ғүмергә	ʁʏmjɪrgæ
ғүмерлек	ʁ̝ʏmɪ̞rlɪ̞k
ғүмерҙә	ʁumɯ̞rðæ
ғүмәр	ʁɵmæɾ
ғәббәс	ʁˈɛbbˈɛs
ғәбдел	ɢæbdæl
ғәбделбаян	ɣæbdɪlbɑjɑn
ғәбделкәрим	ʁæbdʲɪlkærʲen
ғәбит	ɢɑbit
ғәжәп	ɢæʒæp
ғәжәп	ʁaʒˈɛp
ғәжәп	ʁæʒæp
ғәзи	ɢhæzi
ғәзиз	ɢæzˈiz
ғәзизйән	ɢazizjɛn
ғәзизә	ɢɑzizɛ
ғәзимә	ɢæzismæ
ғәйбәт	ɢæjbet
ғәйбәт	ɢæjβæt
ғәйбәт	ʁæjbæt
ғәйбәт	ʁæjβæt
ғәйеп	ɢæjɪ̞p
ғәйеп	ʁæjɪ̞p
ғәйепле	ɢæjjɪ̞pɫæ
ғәйепләнеүсе	ʁæjʲɪplænɪ̞wsɪ̞
ғәйепләргә	ɢæjjɯ̞plærgæ
ғәйепләү	ʁɐjɪpˌlæʏ
ғәйепләүсе	ɢajɪ̞pɫæwsʲɪ
ғәйзулла	ɢæjzullɑ
ғәйзәм	ɣæjzæm
ғәйниһар	ɢæjnʲihɑr
ғәйнулла	ɢɛjnuɫˈlɑ
ғәйрәт	ɣæjræt
ғәйрәтләнеп	ɢæjrætɫɛnæp
ғәйрәтләнеү	ɢæjrætlænæw
ғәйшә	ɢæjʃæ
ғәйшә	ʁæjʃæ
ғәкрәп	ʁˈɛkrˈɛp
ғәли	ɣæli
ғәли	ʁælɪj
ғәлиастан	ɢæljæstɑn
ғәлибәк	ɢɛliːbɛk
ғәлийән	ɢæliːjæn
ғәлимйән	ɢæ̹lʲimjæn
ғәлимулла	ɢælmullɑ
ғәлимә	ɢæ̹lʲimæ
ғәлиулла	ɢæ̹lʲiwɫɑ
ғәлиәкбәр	gæ̹ljækbær
ғәлиән	ɢæljæn
ғәлиәссәләм	ɢælʲiæsːælæm
ғәлләм	ɢælæm
ғәләм	ɢælæm
ғәләү	ɣælæw
ғәмбәрис	ɢæmbɛɾɪs
ғәмбәриә	ɢæmbærjæ
ғәмилә	ʁɛmʲiʲlæ
ғәмәл	ʁemˈɛl
ғәмәл	ʁæmæl
ғәмәлдә	ʁæmældæ
ғәмәли	ɢamˈli
ғәни	ʁanˈi
ғәриф	ɣæɾif
ғәрлек	ɢɛrlæk
ғәрәп	ɢæræp
ғәрәп	ɢɛrɛt
ғәрәп	ʁæræp
ғәскәр	ɢæskær
ғәскәр	ʁæskær
ғәтиә	ɢatijæ
ғәфирә	ɢæfʲirɛ
ғәфифә	ɢɛffˈɛ
ғәфиәт	ɢɑfiʝɛt
ғәфү	ʁafˈy
ғәфүрйән	ɢɛfurjæn
ғәфүрә	ʁæfʲɪræ
ғәшиә	ɣæʃjæ
ғәҙел	ɢæðl
ғәҙел	ɢæðɪ̞l
ғәҙелбәк	ɢæðlbæk
ғәҙелша	ɢæðɪ̞rʃɑ
ғәҙән	ɣæðæn
ғәҙәт	ɢæðæt
ғәҙәт	ʁæðæt
ғәҙәтләнергә	ʁæðætɫɛnirgæ
ғәҙәтләнеү	ʁæðætlænæw
ғәҙәттә	ɢæðætːæ
ғөбәй	ʁəbɛj
ғөбәйт	ɢɑbɛjt
ғөбәйҙулла	ʁʏ̞βæjðuɫːɑ
ғөзәйер	ɢɯ̞zɛjɪ̞r
ғөмүмән	ɢʏ̞mʏmæn
ғөмүмән	ʁʏ̞mʏmæn
ҙур	ður
ҙурай	ðuraj
ҙурлап	ðurlɑp
ҙурларға	ðwɾɫrʁa
ҙурлау	ðurlau
ҙурлыҡ	ðurɫɯq
ҡабанбай	qɑˈbɑnbɑj
ҡабарынҡы	qɑbɑrɯ̞nqæ
ҡабарырга	qɑbɑrɑrɢa
ҡабат	qɑβɑt
ҡабатлау	qɑβɑtɫɑw
ҡабаттан	qɑbɑtˈtɑn
ҡабул	qɑbɯ̞ɫ
ҡабым	qɑbæm
ҡабырсаҡ	qɑbrsɑq
ҡабырсаҡ	qɑβɯ̞rsɑq
ҡабырға	qɑβɯ̞rʁɑ
ҡабыу	qɑːbɯ̞w
ҡабыҙырға	qɑbɯ̞ðɑrʁɑ
ҡабыҡ	qɑβɯ̞q
ҡагыу	qɑrɯ̞u
ҡадир	qɑdˈir
ҡазбулат	qɑzpɔɫɑt
ҡазбулатов	qɑzbuɫɑtɯ̞w
ҡаипбирҙин	qæjpbʲirðʲen
ҡаймаҡ	qɑjmɑq
ҡайнарға	ɑjnɑrʁɑ
ҡайнатма	qɑjnɑtmɑ
ҡайсура	qɑjsʊraː
ҡайсы	qɑjsɯ̞
ҡайта	qɑjta
ҡайтайыҡ	qɑjtɑjɯq
ҡайтара	qɑjθɑra
ҡайтарыу	qɑjtarɔu
ҡайтарығыҙ	qɑjtɑɾɯ̞ʁʊ̞ð
ҡайтарһын	qäjtärhʊ̞ŋ
ҡайтмаясаҡ	qɑjtmɑjɑzɑq
ҡайттыҡ	qɑjtsɯq
ҡайтыр	qɑjtɑr
ҡайтырға	ɢɑjtɯ̞rʁɑ
ҡайтыу	qɑjtɑu
ҡайтышмай	qɑjtɑʃmɑj
ҡайтҡас	qɑjtqas
ҡайтҡы	qɑjtqæ
ҡайтһа	qɑjta
ҡайын	qɑjɯ̞n
ҡайын	qɑjˈɯ̞ŋˌ
ҡайыш	qɑjɯ̞ʂ
ҡайғы	qɑjʁɯ̞
ҡайғы-һағышын	qɑjʁɯ̞hɑʁʊ̞ʂɯ̞n
ҡайғырырға	qɑjɢɯ̞rːɯ̞rʁɑ
ҡайҙа	qɑjða
ҡайҙа	qɑjðɑ
ҡайҙан	qɑjðɑn
ҡайҙан	qɔjðɑn
ҡайһы	qɐjhæ
ҡайһы	qɑjhɯ̞
ҡал	qɑl
ҡала	qɑɫɑ
ҡалай	qɑɫɑj
ҡалайтырға	qɑɫɑjdɯ̞rʁɑ
ҡалас	ɢɑlɑs
ҡаласаҡ	qɑlɑsɑq
ҡалаҡ	qɑɫq
ҡалаһындан	qɑlahɯ̞ntɑn
ҡалган	qɑɫqɑn
ҡалды	qɑlda
ҡалдыбай	qɑɫdɑbɑj
ҡалдым	qɑldɑm
ҡалдырайыҡ	qɑldɯ̞rɑjɯ̞q
ҡалдырма	ɢɑɫdɯ̞rmɑ
ҡалдырмай	qɯ̞ɫdɯ̞rmɑj
ҡалдырмайым	ɑɫdɯ̞rmɑjɯ̞m
ҡалдырырға	qɑldɯ̞rʊ̞ɾʁä
ҡалдырыу	qɑldɯ̞rɯ̞w
ҡалдырған	ɢɑldɯ̞rʁɑn
ҡалдырҙы	qɑldɯ̞rðʊ̞
ҡалдыҡ	qɑldɑq
ҡалдыҡ	qɑɫdɯ̞q
ҡалмай	qɑlmɑj
ҡалманы	qɑlmɑnɯ
ҡалмау	qɑlmɑu
ҡалмырҙа	ɑɫmɯ̞rðä
ҡалпаҡ	qɑlpɑq
ҡалтырана	qɑltɯ̞rɑnːɑ
ҡалтыранып	qɑltɯ̞rɑnʊ̞p
ҡалтыраныу	pɑltɯ̞rɑnɯ̞w
ҡалтыранышып	qɑltɯ̞rɑnʊ̞ʂʊ̞p
ҡалтыранған	qɑltɯ̞rɑnʁɑn
ҡалтырап	qɑltɯ̞rɑp
ҡалтырарға	qɑltɯ̞rɑnʁɑ
ҡалтыратыу	qɑltɯ̞rɑtɯ̞w
ҡалым	qɑlim
ҡалын	qɑɫɯ̞n
ҡалынайырға	ɑɫɯ̞näjɯ̞rʁɑ
ҡалып	qɑɫɯ̞p
ҡалырға	ɢɑɫɯ̞rʁɑ
ҡалышты	qɑɫɯ̞ʂtæ
ҡалғас	qɑlʁɑs
ҡалҡан	qɑɫqɑn
ҡалҡаш	qɑqɑʂ
ҡалҡырға	qältɯ̞rʁä
ҡама	qɑma
ҡама	qɑmɑ
ҡамарға	qämɑrʁaː
ҡамау	qamɑw
ҡамса	qɒmsa
ҡамыл	qɑmɑɫ
ҡамыр	qɑmɑr
ҡамыр	qɑmɯ̞r
ҡамыт	qɑmɑt
ҡамыт	qɑmɯ̞t
ҡамыш	qɑmɯ̞r
ҡамыш	qɑmɯ̞ʂ
ҡамышыңды	qɑmɑʂɯ̞ŋtɪ̞
ҡамғаҡ	qɑmʁɑq
ҡан	qɑn
ҡан	qɒn
ҡанат	qɑnɑt
ҡанатлы	qɑnɑtɫɑ
ҡандай	qɑndaːj
ҡандал	qɑmdɑl
ҡандала	qɑndɑɫɑ
ҡандаш	qɑmdaʃ
ҡандырыу	qɑndɯ̞rəw
ҡанифа	qɑnifˈa
ҡанланырға	qɑnɫɑnʊ̞rgɑ
ҡанун	qɑnun
ҡанун	qɔnun
ҡап	qɒp
