-åringar	oːrɪŋaːr
älgstråken	ˈɛljˈʉstˈroːkˌɛn
älgstråket	ˈɛljstˌeːrˈoːkət
älmhult	ˈɛlmhˈøːlt
älska	ˈɛlska
älskad	ˈɛlskad
älskade	ˈɛlskɑːdə
älskande	ˈɛlskˈande
älskansvärd	ˈɛlːskansvˈɛːrd
älskar	ˈɛlsgar
älskar	ˈɛlskar
älskare	ˈɛlskarə
älskare	ˈɛlskarˈɛn
älskaren	ɛlskaran
älskarinna	ˈɛlskarɪnˈna
älskarinna	ˈɛlskarˌɪna
älskarinnesystem	ˈɛlskarˌɪnəsystˌeːm
älskas	elskas
älskat	ˈɛlskat
älsklig	ˈɛlsklˈig
älsklighet	ˌɛlsklɪghˌeːt
älskligheten	ˈɛltsklɪghˌeːtən
älskling	ˈɛlsklɪŋ
älsklingar	əlsklɪŋaɾ
älsklings-	ˈɛlsklɪŋs
älsklingsbarn	ˈɛlsklɪŋsbˈɑːrnˈ
älsklingsbarnen	ˈɛlsklˈiːŋsbˈɑːrnən
älsklingsbarnet	ˈɛlsklˈiːŋsbˌɑːrnət
älsklingsblomma	ˈɛlsklɪŋsblˈuːmˈa
älsklingsblomman	ˈɛlsklˈɪŋsblˈuːmˈan
älsklingsdjur	ˈɛlsklɪŋsdjˌʉr
älsklingsdjuret	ˈɛlsklˈiːŋsdjˈʉrøːt
älsklingsfärger	ˈɛlsklɪŋsfˈœrjər
älsklingspsalm	ˈɛlsklɪŋssalm
älsklingspsalmen	ˈɛlsklɪŋssalmən
älsklingspsalmer	ˈɛlsklɪŋssˈalmər
älsklingsrätter	əlsklˈɪnsrˈɛtːər
älsklingstanken	ˌɛlˌsklɪŋstˈanˈkˌən
älsklingsämnen	ˈɛltsklɪŋsˈɛmnən
älskog	ˈɛlskuː
älskog	ˈɛlskuːg
älskogen	ˈɛlskogən
älskogskrank	ˈɛlskˈuːgskrˈank
älskvärd	ˈɛlskvɛːrd
älskvärdhet	ˈɛlːskvɛːdhˌeːt
älskvärt	ˈɛlskvæːrt
älskvärt	ˈɛlskvət
älta	ˈɛlta
älta	ˈɛltˈa
ältar	ˈɛltar
ältmaskin	ˈɛltmˈaskˈiːn
ältmaskinen	ˈɛltmˈaskɪnən
ältmaskiner	ˈɛltmˈaskɪnər
älv	ˈɛlv
älva	ɛlˈvˈa
älva	ˈɛlva
älvdalska	ˈɛlvdˈɑːlskˈa
älvdalsmål	ˈɛlvdalˈsmˈoːl
älvdans	hˈɛlvdˈans
älvkarleby	ˈɛlvkˈɑːrləʊbˈy
älvsjö	ˈɛlvsxøː
älvstrand	pˈɛlvstrˈand
älvängen	ˈɛlvənːən
ämbete	ˈɛmbətə
ämbete	ˈɛnbˈeːtə
ämbetsbetyg	ɛmbetsbətˈyːg
ämbetsbetygen	ˈɛmbɪtsbətˈyːgən
ämbetsbroder	ˈɛmbətsbrˌuːlər
ämbetsdräkten	ˈɛmbiətdrˈɛktən
ämbetsmannen	ˈɛmbətsmˌanən
ämbetsplikt	ˈɛmbətsplˈɪkt
ämbetsverk	ˈɛmbətsvˌɛrk
ämlig	ˈɛmlɪg
ämna	ˈɛmna
ämnar	ɛmnar
ämnar	ˈɛmnar
ämnas	ˈɛmnˈas
ämne	ˈɛmnə
ämnen	ɛmnɛn
ämnen	ˈɛmnən
ämnena	ˈɛmnənˌa
ämnens	ˈɛmnˌɛns
ämnesavgränsade	ˈɛmnəsˈɑːvgrˈɛntsadə
ämnesbetyg	ˈɛmnəsbətˈyːg
ämnesbetygen	ɛmnɛsbətˈyːgən
ämnesbetyget	ɛmnɛsbətˈygət
ämnesblocket	ɛmnəsblˈɔkət
ämnesfördelning	ˌɛmnəsfˈøːrdeːlnˌɪŋ
ämnesförening	ˌɛmnəsfˈøːrˌeːnɪŋ
ämnesgrupp	ˈɛmnəsgrˈɵp
ämnesinnehåll	ˈɛmnəsˌɪnəhˌɔl
ämnesinnehållet	ˈɛmnəsˌɪnəhˌɔlət
ämnesinriktad	ˈɛmnəsˈɪnrɪktad
ämnesinslag	ˈɛmnəsˌɪnslɑːg
ämneslärare	ˈɛmnəslˌɛːrarə
ämneslärarsystemet	ˈɛmnəslˌɛːraʂystˌeːmət
ämnesnamn	ˈɛmnəsnˌamn
ämnesomsättning	ˈɛmnəsˌɔmsətnˌɪŋ
ämnesomsättningsrubbningar	ˈɛmnəsˌɔmsətnˌɪŋsrɵbnˌɪŋar
ämnesvisa	ˈɛmnɛsvˈiːsa
ämnesvist	ɛmnəsvist
ämnet	ˈɛmnət
ämnets	ɛmnəts
ämnets	ˈɛmnəts
än	n
än	ˈɛn
ända	ˈɛnda
ändamål	ˈɛndamˌoːl
ändamålen	ˈɛndɑːmˈoːlɛn
ändamålsenlig	ˈɛndamˌoːlseːnlˌɪg
ändamålsenliga	ˈɛndamˈoːlsˈɛmlɪgˌa
ändamålslösa	ˈɛndamˈuːlsløːsa
ändamålslöst	ˈɛndɑːmˌoːlflˈøːst
ändas	əndˌas
ände	ˈɛndə
ändelse	ˈɛndəlsə
ändlighet	ˈɛndlɪgˌeːt
ändläget	ˈɛndeləgət
ändlös	ˈɛndløːs
ändlösa	ˈɛndløːsa
ändlöst	ˈɛndlˌɵst
ändock	ˈɛndɔk
ändpunkt	əntpˈɵnkt
ändpunkten	ˈɛndpɹˈɪŋktən
ändpunkter	ˈɛndfˈɵŋktər
ändra	ˈɛndra
ändrade	ˈɛndradə
ändrar	ˈɛndrar
ändras	ˈɛndras
ändrats	ˈɛndrats
ändring	ˈɛndrɪŋ
ändringar	ˈɛndrɪŋˌar
ändstation	ˌɛndstasxˈuːn
ändtarm	ˈɛndtarm
ändtarmen	ˈɛnttˈarmən
ändträn	ɛndtræn
ändyta	ˈɛndˈyːta
ändytan	ˈɛndˈyːtan
ändå	ˈɛndoː
äng	ˈɛŋ
äng	ˈɛɲ
ängby	ɛŋbjˈ
ängel	ˈɛŋəl
ängelholm	ˈɛŋlhˌɔlm
ängelholms	ˈɛŋəlhˈoːlms
ängeln	ˈɛŋɛln
änglabarnen	ˈɛŋlabˈɑːnən
änglabarnet	ˈɛŋlabˈɑːrnət
änglahuvuden	ˈɛŋlahˈʉvudən
änglakören	enˈglaːkˈøːrən
änglalik	ˈɛŋlalˈɪk
änglarna	ˈɛŋlana
änglaskönt	ˈɛŋlˈɛsxˈøːnt
änglatrumpeten	ˈɛŋlatrˈɵmpˈeːtən
änglavakt	ˈɛŋlavˌakt
änglavingar	ˈɛŋlavˈɪŋar
ängrar	ˈɛŋrˌar
ängsblåvinge	ˈɛŋsblˈoːvˈɪŋən
ängsgröen	ˈɛŋsgrˌøːn
ängsgröet	ˈɛŋsgrˈøːt
ängshöet	ɪŋshˈøːət
ängsknarr	ˈɛŋsknˈar
ängsknarrar	ˈɛŋsknˈarˈar
ängsla	aŋˈsla
ängslan	ɛŋslˈɑːn
ängslan	ˈɛŋslan
ängslats	ˈɛŋslˈats
ängslig	ˈɛŋslɪg
ängsliga	ˈɛŋslˈeːgɑː
ängsligt	ˈɛŋslɪkt
ängsligt	ˈɛŋslˈɪkt
ängsmark	aŋsmˈarˈk
ängssmygare	ˈɛŋssmˈyːgarən
ängssyror	ˈɛŋssˌyːruːr
ängsväddar	əŋsvədˌar
änka	enka
änka	ˈɛŋka
änkedoken	ˈɛnkɪdˈuːkən
änkefrun	ˈɛnkəfrˈyːn
änkeman	ˈɛnkəmˈan
änkemannen	ənkəmannən
änkepension	ˌɛŋkəpənsxˈuːn
änkestöt	ˈɛŋkəstˌøːt
änketid	ˈɛnktˈiːd
änkling	hˈɛŋklɪŋ
änkling	ˈɛŋklɪŋ
änklingarna	ˈɛŋklingarna
änklingen	ˈɛnklɪŋən
änkorna	ˈɛŋkuːrnˌa
änkors	ˈɛŋkɔʂ
ännu	ˈɛnnˈy
ännu	ˈɛnʉ
äntligen	ˈɛntlɪgˌɛn
äntra	ˈɛntra
äntrar	ˈɛntrar
äppelpaj	ˈɛppəltˈaj
äppelring	ˈɛppəlˈɛrˈɪŋ
äppelsaft	ˈɛpəlsˈafːt
äppelsort	ˌɛpəlsˈuːrt
äppelsorten	ˌɛpəlsˈoːrtən
äpple	ˈɛplə
äpplen	ˈɛplən
är	ɛɾ
är	ˈɛ
ära	ara
ärad	ˈɛːrad
äregirig	ˈɛːrəjˌiːrɪg
ärekränkande	ðˈɛːrˈɛːrkrˈɛŋkandə
ärekränkta	ˈɛrˈɛtrənkta
ärelysten	ˈɛːrəlˌystən
ärelösa	ˈɛːrˈɛtlˈøːsa
ärelöst	ˈɛrˈʉlˈøːst
ärendenummer	ˈɛrəndənˈʉmər
ärendet	ˈɛːrəndət
ärenpriserna	ˈɛrenprˈiːsərna
äresak	ˌɛreːsˈɑːk
ärevördig	ˌɛːrəvˈœrdɪg
ärftlig	ˈɛrftlɪg
ärftliga	ˈɛrftliːgˌa
ärftlighetsforskare	ˈɛrftlɪghˌeːtsfɔʂkˌarə
ärg	ˈɛrj
ärga	areja
ärgat	ˈɛːrjatː
ärggrönt	ˈɛrjgrˈynt
ärgig	ˈɛrjˈig
ärgning	ɛːrjˈnˈɪŋ
ärgningar	ɛːrjiːnɪŋaːr
ärjkrokar	ˈɛrjfkruːkare
ärke-	ˈɛrkə
ärkeboven	ˈɛrkebˈuːvən
ärkefienden	ɛrkeːfˈiːgəndˈɛn
ärlig	ˈɛrlɪg
ärlig	ˈɛːlɪg
ärlighet	ˈɛrliːhˌeːt
ärligt	ˈɛrliːkt
ärlor	ˈɛɾlˈɔr
ärlorna	ˈɛrlˈuna
ärlungen	ˈɛːrlˈʉŋən
ärm	ɛrm
ärm	ˈɛrm
ärmar	ɛrmɑr
ärmbrädan	ærmbrˈɛdan
ärmen	ɛrmɛn
ärmhål	ərmhˈoːl
ärmhålen	ərmhˈoːlən
ärmlösa	ˈɛlmløːsa
ärnad	ɛɾnˈad
ärofull	ˈɛːruːfˌɵl
ärorik	ɛːroːriːk
ärorik	ˈɛːruːrˌiːk
ärorika	ˈɛrˈʉrˈiːka
ärr	ˈɛr
ärtbalja	ɛtbalja
ärter	ˈɛftər
ärtgrön	ˈɛrtgrˈøːm
ärtrevan	ətrəvan
ärtskidan	æˈrtskˈiːdˌɑːn
ärtsoppa	ˈɛtsɔpˌa
ärtsängarna	ˈɛtsˈɛŋarnˈa
ärva	arva
ärva	ˈɛrva
ärvdabalk	rvdabˈalk
ärvdabalken	ˈɛrvdabˌalkən
ärvs	ˈɛrvs
äsch	ˈɛʃ
äska	eska
äskande	ˈɛskandə
äskar	ˈɛskar
ät	ɛ
ät	ˈɛt
ätbar	ˈɛtbɑːr
ätbar	ˈɛtbˈɑːr
ätbara	atbˈɑːrɑː
ätbarhet	ˈɛtbɑːrhˌeːt
äter	ˈɛːtər
ätit	ˈɛːtiːt
ätit	ˈɛːtɪt
ätlig	ɛɾtligː
ätlig	ˈɛtlɪg
ätmotstånd	ətmˈuːtstoːnd
äts	ˈɛts
ätstörning	ˈɛtstˌøːnɪŋ
ätstörningar	ˈɛtstˈøːrnˈiːŋar
ätt	ˈɛt
ättehög	ˈɛtðˈeːhˈøːg
ätteledet	ˈɛtəlˈeːdət
ättestupa	ˈɛtːəstˌʉpa
ättika	ˈɛtːiːka
ättikfabrik	ˈɛtːiːkːfabriːk
ättikfabriken	ˈɛtɪkfabˈriːkən
ättikfabriker	ˈɛtːiːkfabˈriːkər
ättikfabrikerna	ˈɛtɪkfabˈrˈiːkərna
ättikflaskan	ˈɛtɪkflˈaskan
ättiklag	ˈɛtːiːklˈɑːgə
ättiksfabrik	ɛtːiːksfˈabriːk
ättiksfabriker	ɛtːiːksfˈabriːkər
ättiksgurka	ˈɛtɪxsgˈɵrka
ättikslag	ˌeːtːiːkslˈɑːg
ättiksprit	ətːiːksprˈeːt
ättikssmaker	ˌiːtːiːkssmˈɑːkər
ättiksur	ˈɛtːiːksˈʉr
ättiksyran	ˈɛtːiːksˈyːran
ättling	ˈɛtlɪŋ
ävenledes	ˈɛːbənlˈeːdəs
ävensom	ˈɛvənsˈɔm
äventyr	ˈɛːvəntˌyːr
äventyr	ˌɛvəntˈʉr
äventyrar	ˈɛːvəntˌyːrar
äventyrare	ˈɛvəntˌyːrarə
äventyras	ˈɛːvəntˌyːras
äventyret	ˌɛːvəntˈyːrət
äventyrlig	ˈɛvəntˈyːrlɪg
å	u
å	ˈoː
å	ˈɔ
åar	ˈuwˈɑːr
åberopa	ˈoːbərˌuːpa
åberopade	oːbːeːruːpadə
åberopade	ˈoːbərˌuːpadə
åberopar	ˈoːbərˌuːpar
åbo	uɔbɔ
åbäke	ˈoːbɛːkə
åbäken	hˈoːbˈɛkən
åder	ˈoːdər
åderförkalkning	ˈoːdərfœrkˌalknɪŋ
åderlåta	ˈoːdərlˌoːta
ådra	ˈoːdra
ådra	ˈuɫudrˈa
ådraga	pˈoːdˈrˈɑːgˈa
ådror	uːdrˈuːr
ågatan	pˈoːgˈɑːtan
ågestavägen	ˈoːjəstˌavɛːgən
åhöra	ˈuːhøːrˌa
åhörardag	ˈoːhøːrardˈɑːg
åhörardag	ˈoːhøːrˌardɑːg
åhörare	ˈoːhøːrˌarə
åhörd	ˈuhˈøːrd
åja	oja
åk	oːak
åk	ˈoːk
åka	ˈoːka
åkalla	oːkalla
åkalla	ˈoːkalˌa
åkallar	ˈoːkalˌar
åke	hˈˈɑkˌɛ
åke	ˈoːkə
åker	ˈoːkər
åkerareal	ˈoːkərareːal
åkerblad	ˈoːkərblˈɑːd
åkerbruken	oːkərbrˈyːkən
åkerfeldt	ˈoːkərfˌɛlt
åkerfältet	oːkʉrfɛltət
åkeri	ˈoːkərˌiː
åkerkullor	ˈoːkərkˈʉlˈɔr
åkerman	ˈoːkərmˌan
åkeson	ˈoːkəsˈɔn
åket	oːkɛt
åklagare	ˈoːklɑːgˌarə
åkning	ˈoːkning
åkningar	ˈoːknaːɪŋar
åkningen	ˈoːknˌɪŋən
åkomma	ˈoːkɔmˌa
åkområdet	ˈɔkˈɔmrˌoːdət
åkrar	ˈɔkrar
åkrarna	ˈuːkrˈana
åksjuk	ˈoːksxʉk
åkstilar	ˈoːkstˈiːlər
åkt	ɑakt
åkta	ukta
åkte	aktˈɛ
åkte	ˈoːktə
åktid	ˈoːktid
åktiden	ˈoːktˈiːdˌeːn
åktider	oːktˈiːdər
ål	ˈoːl
åla	ˈoːla
åla	ˈuːlˌa
ålagd	ulagd
ålagt	ˈoːlˈakt
åland	ˈɔːlˈanˈd
ålander	pˈoːlˈandər
ålar	ˈoːlar
ålat	o̞hˈlˈat
ålder	ˈoːldər
ålder	ˈɔldər
ålderdom	ˈoːldərdˌɔm
ålderdomlig	ˈoːldərdˌɔmlɪg
ålderdomshem	ˈoːldərdˌɔmshəm
åldergränsen	ˈoːldərgrˌɛnsən
åldern	ˈoːldərn
ålders-	ˈoːldəʂ
åldersblandade	ˈoːldəʂblˌandadə
åldersgrupp	ˈoːldəʂgrˌɵp
åldersgrupper	ˈoːldəʂgrˌɵpər
åldersgränser	ˈoːldəʂgrˌɛnsər
åldersgränserna	ˈoːldəʂgrˌɛnsərnˌa
åldersklasserna	ˈoːldəʂklˌasərnˌa
åldersnivå	ˈoːldəʂnˌiːvoː
ålderspensionen	ˌoːldəʂpənsxˈuːnən
ålderspensionär	ˌoːldəʂpənsxˈuːnˈɛːr
ålderssegregation	ˌoːldəʂˌɛgrəgasxˈuːn
åldersskillnad	ˈoːldəʂkˌɪlnad
åldersstadiet	ˈoːldəʂtˌadiːət
åldersstrecket	ˈoːldəʂtrˌɛkət
ålderstigna	ˈoːldəstˈiːgna
åldra	ˈɔldra
åldrandet	pˈoːldrandət
åldrandet	ˈoːldrandət
åldrandets	ˈoːldrandˌɛts
åldrar	ˈoːldrar
åldrarna	ˈoːldrarnˌa
åldras	oldras
åldras	ˈoːldras
åldrats	ɔldrats
åldrig	ˈoːldrɪg
åldring	ˈoːldrɪŋ
åldringar	ˈoːldrɪŋˌar
åldringsvård	ˈɔldrɪŋsvˈoːrd
åldringsvård	ˌoːldrɪŋsvˈoːrd
ålegat	ˈoːlˈeːgat
ålfisk	ˈuːlfˈɪsk
ålfisket	uːlfˈiːskət
åligga	ˈoːlɪgˌa
åliggande	ˈoːlɪgˌandə
åligganden	ˈoːlˈɪgandən
ålkråka	ˈoːlkruːkˈa
ålla	ˈɔlˈla
ållan	ˈoːlɑːn
ålning	ˈuːlnˌiːŋ
ålägga	ˈoːləgˌa
åländska	ˈoːlənskˌa
åman	ˈuɔman
ånga	ponga
ånga	ˈɔŋa
ångade	ˈɔŋadə
ångan	ˈɔŋan
ångar	ˈuŋar
ångar	ˈɔŋar
ångaren	oːŋaːrn
ångat	ˈuːŋat
ångdriven	aːŋdˈriːvən
ånger	ˈɔŋər
ångerblankett	ˈɔŋərblˌaŋkət
ångerfullt	ˈɔŋərfˈʉlt
ångerfylld	ˈɔŋərfˈyld
ångermanland	ˈɔŋərmˌanland
ångermanälven	ˈuːŋərmˈanˈɛlvən
ångervecka	oːŋərvˈɛkːa
ångest	ˈɔŋəst
ångestkänslor	ˈɔŋəstɕˌɛnsluːr
ångestplågad	ˈɔŋrəstplˈoːgad
ångestrop	oːŋəstˈʉrˈuːp
ångestropet	ˈɔŋəstrˈuːpət
ångestskapande	ˈɔŋəstskˌɑːpandə
ångestskriken	oːŋˈɪstskrˈiːkən
ångform	ˈɔŋfˈɔrm
ånggenererad	ˈɔŋjənərˌeːrad
ångkraftverk	ˈɔŋkraftvˌɛrk
ånglok	ˈɔŋlˈuːk
ångloket	ˈuːŋlˈuːkət
ångmaskinen	ˌɔŋmasxˈiːnən
ångningar	oːŋnˌɪŋar
ångra	ˈɔŋra
ångrade	ˈɔŋradə
ångrar	ˈɔŋrar
ångrat	ˈɔŋrˌat
ångslupar	ˈɔŋslˈʉpar
ångslupen	ˈɔŋslˈʉpən
ångstrålar	ˈɔŋstrˈoːlˈar
ångstrålarna	ˈɔŋstrˈoːlˈarˈnˈɑː
ångströmmen	ˈɔŋstrˈøːmən
ångturbiner	ˌɔŋtɵrbˈiːnər
ångvält	ˈɔŋvəlt
ånyo	ˈoːnyːˌuː
år	ur
år	ˈoːr
åra	ˈoːra
åratal	ˈoːratˈala
åratal	ˌoːrɑːtˈɑːl
åren	ˈoːrən
årens	ˈoːrəns
åreskutan	ˈoːrəsgˈʉtan
året	ˈoːrət
åretrunt-	ˈoːrətrˌɵnt
årets	ˈoːrəts
årgång	ˈoːrgɔŋ
århundrade	ˈoːrhɵndrˌadə
århundraden	ˈoːrhɵndrˌadən
århundradenas	ˈoːrhɵndrˌadənˌas
århundradets	ˈoːrhɵndrˌadəts
årlig	ˈoːrlɪg
årlig	ˈoːrlˈɛg
årliga	ˈoːrliːgˌa
årligen	ˈoːrlɪgˌɛn
årlom	urlˈuːm
årlommar	ˈoːrlˈoːmar
årmiljonen	ˈɔrmɪljˈuːnən
års	ˈoːʂ
årsanslag	ˈɔːrsanslˌɑːg
årsbok	ˈoːʂbuːk
årsbokslut	ˈɔːʂbˈuːkslˈʉt
årsdag	ˈoːʂdɑːg
årsgrupp	ˈoːrsgrˌɵp
årskalven	ˈuːrskalvən
årskifte	ˈoːrsxiːftˌɛ
årsklasser	ˈɔrsklˈassər
årsklasskiktningen	ˈoːʂklaskˌɪktnɪŋən
årskurs	ˈoːʂkɵʂ
årskurser	ˈoːʂkɵʂər
årsmedeltal	ˈoːʂmeːdˌɛltɑːl
årsmöte	ˈoːʂmøːtə
årsskifte	ˈoːʂkiːftˌɛ
årsskiftet	ˈoːʂkɪftət
årsskriften	ˈɔːʂskrˌɪftən
årssluten	ˈoːʂslˌʉtən
årstid	ˈoːʂtiːd
årsunda	ursʉndˀa
årsverken	ˈoːʂvərkən
årsverket	ˈɔːʂvərkət
årtionde	oːsxˈɔndə
årtionden	oːsxˈɔndən
årtusende	ˈoːtʉsˌɛndə
årtusenden	ˈoːtʉsˌɛndən
ås	uɔs
ås	ˈoːs
åsa-britt	ˈoːsabrˈɪt
åsamka	asamka
åsamkat	uːsamkˈat
åsidosätta	ˈoːsiːdˌuːsətːˌa
åsikt	ʊɒːsɪkˈt
åsikt	ˈoːsɪkt
åsikten	ˈoːsɪktən
åsikter	ˈoːsɪktər
åsiktsfriheten	ˈuːsˈiːktˈsfrˈiːhətˌɛn
åsiktsfränderna	ˈoːsɪktːsfrˈɛndərnˌa
åsiktsförändringar	ˈoːsɪktsfˌøːrəndrˌɪŋar
åsiktsmaskinen	ˈoːsɪkˈtˈsmaskˈiːnən
åsk	po˩˥ːsk
åska	oska
åska	ˈoːska
åskar	oskˈar
åskar	ˈoːskar
åskat	ˈɔ̃skˈat
åskblåa	ʊskblˈoːa
åskknall	boskknˈall
åsknedslag	osknˈeːdslˈɑːg
åskvädret	oːskvədret
åskådare	ˈoːskoːdˌarə
åskådlig	ˈoːskoːdlˌɪg
åskådliggöra	ˈoːskoːdlˌɪgøːrˌa
åskådning	ˈoːskoːdnˌɪŋ
åskådningen	ˈoːskuːdnˌiːŋən
åslund	pˈoːslˈɵnd
åsna	ˈoːsna
åsnefölet	uːsneːfˈøːlət
åsnesparken	osnəsparkən
åsnor	ˈoːsnˈɔf
åstadkomma	ˈoːstadkˌɔma
åstadkommas	ˈoːstadkˌɔmas
åstadkommer	ˈoːstadkˌɔmər
åström	oːstrˈœm
åsyfta	umsyfˈta
åsyfta	ˈoːsyftˌa
åsyftade	oːsyftadə
åsyftar	ˈoːsyftˌar
åsyn	ˈoːsyːn
åt	bˈoːt
åt	ˈoːt
åta	aːtˢaː
åtaga	ˈuːtˢagˌa
åtagande	tˈutˈɑːgandə
åtal	oːtˈɑːl
åtala	ˈoːtalˌa
åtalar	ˈoːtalˌar
åtalbar	ˈoːtːalbar
åtanke	ˈoːtaŋkə
åtar	bˈoːtˈɑːr
åtbörd	oːtbˈœrd
åter	ˈoːtər
återanpassa	ˈoːteːrˌanpasˌa
återansluter	ˈoːtərˈanslˈʉtər
återanvända	ˈoːteːrˌanvəndˌa
återanvändning	ˈoːtərˈanvˌɛndnɪŋ
återberätta	ˈoːtərbərˌɛtːa
återberättar	ˈoːtərbərˌɛtːar
återbesök	ˈoːtərbəsˌøːk
återbetala	ˌoːtərbətˈɑːla
återbetalar	ˌoːtərbətˈɑːlar
återbetalning	ˈoːtərbətalnˈɪŋ
återbetalning	ˌoːtərbətˈɑːlnɪŋ
återblick	ˈoːtərblˌɪk
återblickar	ˈoːtˈɛrblˈɪkːar
återblicken	ˈoːtərblˌɪkən
återbruk	otːərbrʉk
återbruk	ˈoːtərbrˌʉk
återbruken	ˈoːtərbrˌyːkən
återbruket	ˈoːtərəbrˈʉkət
återbud	ˈoːtərbˌʉd
återbäring	ˈoːtərbˌɛːrɪŋ
återbäringen	ˈoːtərbˌɛːrɪŋən
återbäringen	ˈuːtərbˌɛrɪŋən
återbördad	ˈoːtərbˈœrdad
återbördade	ˈoːtərbˈœrdadə
återerövra	ˈoːtərˈɛːrˈøːvra
återerövras	ˈoːtərˈɛːrˈøːvras
återerövrat	ˈoːtərˈɛːrˈøːvrat
återfall	ˈoːtərfˈal
återfall	ˈoːtərfˌal
återfalla	ˈoːtərfˌala
återfaller	ˈoːtərfˌalər
återfinna	ˈoːtərfˌɪna
återfinnas	ˈoːtərfˈɪnas
återfinns	ˈotərfˈɪns
återfärd	ˈoːtərfˈærˈd
återfärden	ˈoːtərfˌɛrdən
återfå	ˈoːtərfˌoː
återfödelse	oːtərføːdəlsə
återföra	ˈoːtərfˌøːra
återförening	ˈoːtərfˈøːrˈeːnˌɪŋ
återförsäljare	ˌoːtərfˈœʂəljˌarə
återförsäljarna	ˌoːtərfˈœʂəljˌarna
återge	ˈoːtərjə
återger	ˈoːtərjər
återges	ˈoːtərjəs
återglans	ˈoːtərglˈans
återglansen	ˈoːtərglˈantsən
återgälda	ˈoːtərjˌɛlda
återgäldar	ˈoːtərjˌɛldar
återgå	ˈoːtərgˌoː
återgång	ˈoːtərgˌɔŋ
återgång	ˈoːtɛrgˌoːŋ
återgången	hˈoːtərgˈɔŋən
återgår	ˈoːtərgˌoːr
återhämtade	ˈoːtərhəmtadə
återhämtas	ˈoːtərhˈɛntas
återhämtningsfas	ˈoːtərhˈɛmpnɪŋsfˌas
återhållen	ˈoːtərhˌɔlən
återhållsam	ˈoːtərhˌɔlsam
återigen	ˈoːtərˌiːjən
återinföras	ˈoːtərˈɪnføːras
återinförd	ˈoːtəlˌiːnfˈøːrd
återinrätta	ˈoːtəriːnrˈɛtːa
återinrättad	ˈoːtərɪnrˈɛtad
återinträde	hˈoːtərˈɪntrˈɛdə
återinvandrade	ˈoːtɛrɪnvˈandradə
återinvigning	ˈoːtərɪnvˈiːgnɪŋ
återkalla	ˈoːtərkˌala
återkallelsen	ˈoːtərkallhəlsən
återkallelserna	ˈoːtərkalləlsarna
återkallelsetiden	ˈoːtərkallˈɛlsˈeːtˈiːdən
återkastat	ˈoːtərkastad
återklang	ˈoːtərklˈaŋ
återkom	ˈoːtərkˈɔm
återkom	ˈoːtərkˌɔm
återkomma	ˈoːtərkˌɔma
återkommande	ˈoːtərkˌɔmandə
återkomst	ˈoːtərkˈɔnst
återkomst	ˈoːtərkˌɔmst
återkomsten	ˈoːtərkˈɔnstən
återkopplad	ˈuːtərkˈɔplad
återkoppling	ˈoːtərkˌɔplɪŋ
återkravet	ˈoːtərkrˈoːvət
återreglera	ˈoːtərəglˌeːrˌa
återregleras	ˈoːtərrˈɛglərˌɑːs
återresa	ˈoːtərəsˌa
återropade	ˈuːtərrˈuːpadə
återropar	ˈuːtərruːpar
återse	ˈoːtəʂə
återseende	ˈoːtəʂəˌɛndə
återskapandet	ˈoːtərəskˈɑːpanˈdət
återskapar	ˈoːtərskapar
återspegla	ˈoːtərspˈeːgla
återspegla	ˈoːtəʂpˌɛgla
återspeglas	ˈoːtəʂpˌɛglas
återstod	aːtərstˈuːd
återstod	ˈoːtəʂtˌuːd
återställa	ˈoːtəʂtˌɛla
återställare	ˈoːtəʂtˌɛlarə
återställd	ˈoːtəʂtˌɛld
återställda	ˈoːtəʂtˌɛlda
återstå	ˈoːtəʂtˌoː
återstående	ˈoːtɛrstˌoːˈɛndə
återstår	ˈoːtəʂtˌoːr
återtagen	ˈoːtˌɛtˈɑːgən
återtransporten	ˈoːtərtranspˈɔrtən
återtransporter	ˈoːtərtˈrˈanspˈoːrtər
återtransporterna	ˈoːtərtˈrˈanspˈoːrtərna
återtåg	ˈoːtətˌoːg
återtågen	ˈoːtˈətˈoːgən
återupplivad	ˈoːtərˈɵplˈiːvad
återupprätta	ˈoːtərˈʉprˈɛtːa
återuppta	ˈoːtərˈɵpːtˌɑː
återutgivningar	ˈoːtərˈʉtgˈiːvnˈiːŋar
återutgivningen	ˈoːtərˈʉtgˈiːvnˈiːŋən
återutsända	bˈoːtərˈʉtsˈɛnda
återutsände	ˈoːtˈərˈyːtsəndə
återutsändningar	ˈoːtˈʉrˈʉtˈsˈəndnɪŋar
återutsändningen	ˈoːtərˈʉtsəndnɪŋən
återval	ˈoːtərvˈɑːr
återvalet	ˈoːtərvˈɑːlət
återvandrade	ˈutərvˈandradə
återvann	ˈuːtərvann
återverkan	ˈoːtərvˌɛrkan
återverkar	ˈuːtərvərkar
återverkning	ˈoːtərvˌɛrknɪŋ
återverkningarna	ˈoːtərvˌɛrknɪŋˌarna
återverkningen	oːtˈʉrvərkˈnɪŋən
återvinna	ˈoːtərvˌɪna
återvinner	ˈoːtərvˈɪnər
återvinning	ˈoːtərvˌɪnɪŋ
återvinningen	ˈoːtɛrvɪnˈnɪŋən
återvända	bˈoːtərvˈɛnda
återvända	ˈoːtərvˌɛnda
återvänder	ˈoːtərvˌɛndər
återvändo	ˈoːtərvˌɛnduː
