абажур	abaʒur
дәлелдеймін	ðælældæjmɪn
дәлелдемесі	ˈdæleːldæmɘsi
дәлелдеп	ˈdælældæp
дәлеліміз	ðæleːlɯmɯz
дәлірек	ˈdælirɪk
дәмді	daːmˈdi
дәмдіге	daemdiɣe
дәніне	danine
дәргерісің	ðæɾgɪˈɾɪsɪŋ
дәреже	ˈdæɾeʒe
дәрежелі	ˈdæɾeʒeli
дәретхана	ˈdæɾetχɑnɑ
дәрі	ˈdæɾi
дәрігер	ˈdæɾiɣer
дәрігерге	ˈdæɾiɣɛɾɣe
дәрігердің	ˈdæɾiɣeɾiŋ
дәрігері	ˈdæɾigeɾi
дәрігерімді	ðæɾiɣeɾimˈdi
дәрігерімін	ˈdæɾiɣeɾimɪn
дәрігеріңіз	ðæɾiɣeɾiŋiz
дәрігерісіз	ˈdæɾiɣeɾɪsɪz
дәрігерлердің	ˈdæɾiɣerleɾiŋ
дәрігерлік	ˈdæɾiɣeɾɯk
дәрігермін	ˈdæɾiɣɘrmɘn
дәрігерсіз	ˈdæɾiɣɘɾsɘz
дәрігерсің	ˈdæɾiɣɘɾsɘŋ
дәрілерін	ˈdæɾilæɾɪn
дәріні	ˈdæɾini
дәрінің	ðæriˈnʲiŋ
дәрісі	ˈdæɾɪsɪ
дәрісін	ˈdæɾɪsɪn
дәртің	ðærtɯŋ
дәтің	ˈdæteɪŋ
двидке	ɯβɯtˈkæ
де	ðe
деген	ˈdegen
дегенге	denˈgeŋe
дегенде	ˈdegendɘ
дегендей	ˈdegendɛj
дегенді	denˈgɪngɪ
дегені	deni
дегенім	deniːm
дегенің	deniŋ
дегеніңіз	deniŋiz
дегенмен	denʲemʲen
дегеннің	deniɲi
дегің	ˈdeɣɪŋ
деді	ˈdʲedi
дедім	ˈdɛdɪm
дедіңіз	ˈdejdiŋiz
дей	ˈdej
дейді	ˈdɛjdi
дейін	ˈdejɪn
деймін	dejˈmin
деймісің	dejmiˈsiŋ
дейсіз	ˈdɛjsɪz
дейсің	dejsɪŋ
дейсіңдер	dejˈsiŋdɪr
дейтін	dejˈtin
делік	ˈdʲelɪk
дем	ðæm
демалуға	ˈdʲemɑɫʊʁə
демалыста	demɑlɯstɑ
демеймін	ˈdʲemʲejmʲin
демейсіз	ˈdʲemʲesɪs
демі	ˈdemi
деміңді	ˈdemiŋdi
ден	den
дене	dene
денеге	denege
денелерін	deneleriɳ
денең	deneŋ
денесіне	denjesine
денсаулығы	densɑwɫɯɣɯ
денсаулық	densɑwɯɫɯq
деңгей	denˈgej
деңгейін	dengejɪn
деңіз	denʲɪs
деңізші	deniʃʃi
деп	ˈdɛp
деппедің	ˈdɛpːɘtɘŋ
дер	der
дереу	derɘw
десе	desʲe
деседі	desiːdɪ
десейші	desejʃi
десең	desɪŋ
десіп	desip
деші	ˈdeʃi
джанджу	dʒɑnˈdʒu
джеральд	dʒeɾɑɫd
джо	dʒo
джозеф	dʒoˈzʲef
джой	dʒɔj
джолли	dʒɔlɯ
джона	dʒɔnɑ
джонада	dʒɔnɑdɑ
джонас	dʒɔnɑs
джонастың	dʒɔnɑsˈtɯŋ
джунджу	dʒundʒu
дзэниба	ʒæniˈβɑ
дзэнибаның	ʐænibɑˈnɯŋ
диагноз	daɪɑgˈnɔs
дизель	ˈdizʲɪlʲ
дізесін	ˈdɪzɪsɪn
діл	ɖɪl
діни	ˈdɪnɪ
дірілдейсің	gɪrɪɫdʲeˈsɪŋ
дірілдеп	ɖɪrɪlˈdæp
доғар	doʁɑr
доғарыңдар	doʁɑrɯŋdɑr
доғарыңыз	doʁɑrɯŋɯz
доктор	doˈktoɾ
доктормын	doqtoɾmɯn
докторына	doqtoɾɯˈnə
долырып	doloɾɯp
донор	doˈnor
достар	doˈstɑr
достарым	doˈstɑrɯm
достарымызға	dostaɾɯmɯzɣɑ
достарыңның	doʃtɑrɯŋˈnɯŋ
достым	doʃˈtɯm
досы	doˈsɯ
досым	doˈsɯm
досымсың	doˈsɯmsɯŋ
досың	doˈsɯŋ
досыңды	doˈsɯŋdɯ
дөрекілік	dōrekílik
драмми	drɑmɪ
дуа	duɑ
дуаладым	duɑlɑdɯm
дуаны	duɑnɯ
дуаның	duɑˈnɯŋ
дүние	ˈdynje
дүршіккеннен	ɯɾʃɪkʲːe̞nːe̞n
дұрын	duˈrɯn
дұрыс	doˈrɯs
дұрыспысың	duˈrɯspɯsɯŋ
дыбыс	ɯβɯs
дыбысын	ɯβɯsɯn
дым	ɯm
дэвид	ˈdæβɪt
дэвидтің	ˈdæβɪtɪŋ
ебедейсізсің	jebɪɟesiˈsɪʃ
ева	jeˈβɑ
егер	jeger
егіз	jegɪz
еді	jedʲi
едік	jedɪk
едім	jedim
едің	jeːtiŋ
едіңіз	jedinɪz
едіңіздер	jedʲiŋɪzˈdɪr
ей	ej
ек	ɛk
екен	ɪkʲɪn
екенбіз	ɛkʲenˈbɪs
екендігі	ɪkʲɪndɪɣɪ
екендігін	ɪkʲɪndɪˈɣɪn
екендігіңді	ɪkʲɪndɪɣɪŋdɪ
екені	ɪkæˈni
екенімді	ɛkɪˈnɪmˈdi
екенімізді	ɪkæniˈmɪzdɪ
екенін	ɪkɪˈnɪn
екенің	ɪkæˈnɪŋ
екеніңді	ɪkæˈnɪŋdɪ
екеніңіді	ɪkæniŋɪdɪ
екеніңіз	ɪkæˈnʏŋɪz
екеніңізді	ɪkæˈnʏŋɪzˈdɪ
екенмін	ɪkʲɪnˈmɪn
екенсің	ɪkʲɪnˈsɪŋ
екеуі	jekewi
екеуіміз	jɪkɪwɪˈmɪz
екеуін	jekewɪn
екеуінде	jekewinde
екеуің	jɪkøwɪŋ
екеуміз	jekewimɪs
екеумізге	jekeumiɣe
екеуміздің	jɪkɪwmiˈðɪŋ
екі	jeki
екінші	jeˈkɪnʃi
екіншісі	jeˈkɪnʃɪsɪ
ел	jɪl
елде	jelde
елдегі	jeldʒi
елден	jɪldɪn
елді	ɪlˈdɪ
елдік	jelˈdɪk
елдің	jɪlˈdɪŋ
еледің	jɪlɪˈdiŋ
елемей	jelemej
елес	jeˈles
елестер	jelésɪr
еліме	jelime
елінің	jɪlɪˈnʲi
елшісі	jæɫʃɪsɪ
ем	ɘm
емдеген	emdegen
емдеу	emdew
емдеуге	emdewge
емдеуден	jɪmdɘwdɘn
емдеуін	emdewiːn
емді	emdi
емес	emes
емеспе	ɘmɘspɘ
емеспіз	ɪmʲɪsˈpɪs
емеспін	emɪspɪn
емессіз	emɪsːɪz
емессің	emɪsɪŋ
еместей	emɪstej
емі	jɪmɪ
емнің	emˈnʏj
емспін	jɪmspɪn
емхана	emχɑnɑ
емханаға	jæmχɑnɑɣɑ
енген	jɪŋɪn
ендеше	endeʃe
енді	ɘndʲi
ендігәрі	endʲiɣæri
ендігі	ɘndɪɣɯ
ентебиге	jɛntɛbigɛ
ең	jeŋ
еңбегіммен	jeŋbeɣimmen
епсізсің	jɘpˈsɘsɘjŋ
ер	jɪr
ердім	jɪrdɪm
ереже	ereʒe
ережелер	ereʒeˈler
ережені	ereʒeɲi
ерекше	erekʃe
еріп	erɪp
еркек	ɪɾkɪk
еркімен	jɜrkɪˈmɛn
еркін	ɘɾˈkɘn
еркіндікке	jɘrqɘndɘkʲe
ерте	jɪrtɪ
ертемен	jɪrtɪˈmɪn
ертең	jɘrtɘŋ
ертеңмен	jɘrtɘŋmɘn
ерткен	ɘrtˈkʲen
есебі	jɪsɪbi
есебімнен	jɪsɪbɪmˈnʲe
есебін	jɪsɪˈbɪn
есептер	jɪsɪpˈtɪr
есептері	jɪsɪpˈtɪrɪ
есептесем	jɪsɪpˈtɪsɪm
есіктеріңді	je̞ˈsɪkˈtæɾɪŋˈdɪ
есікті	jɪˈsɪktɪ
есім	jɪˈsɪm
есімде	jɪˈsɪmˌdæ
есіме	jesime
есімі	jesimi
есімім	je̞si̞mi̞m
есімімді	jɪsɪmɪmˈdɪ
есімің	jɪˈsɪmɪŋ
есіміңді	je̞simɪŋˈdi
есімнен	jɪˈsɪmˌnʲɪn
есіңде	jeˈsɪŋdɛ
есіңізде	jɪsɪŋɪzde
есітіп	jɪsɪtɪp
еске	jɪsˈkɘ
ескерем	jɪskɪˈrɪm
ескермес	jɪskɪrmɪs
ескі	jɪsˈki
есте	jestɪ
естен	jestɪn
естерінде	jestɪrindɛ
ести	jestʲi
естиді	jɪstɪdi
естимісің	jɪstɪmisɪŋ
естисің	jɪsˈtɪsɪŋ
естіген	jestʲiˈgen
естігіміз	jestʰiɣimiʑ
естідік	jestɪdɪk
естідім	jɪsteˈdim
естідіңдер	jestideːŋder
естілетін	jestiletʰin
естімей	jestimɛj
естімеймін	jɪstimɪmɪn
естімесе	jestimeˈse
естіп	jestip
естуімше	jestuimʃe
ет	et
ете	jɪtɪ
етем	jetem
етеміз	jetemɪz
етесің	jetɪˈsɪŋ
ететін	jetetɪn
еті	etɪ
етіңіз	etɪŋɪz
етіңізші	jetɪŋɪʃːɪ
етіп	etɪp
еткім	etˈkim
еткіңіз	etkiŋɨz
етпейді	etpejdi
етпеймін	etpejˈmɪn
етпексіз	etpɛkˈsɯz
етпес	etpes
еттім	etˈtim
еттің	etːiŋ
етуіміз	etʊɪˈmɪz
етуіңе	etujɪŋe
еш	jɪʃ
ешкі	jɪʃˈkɪ
ешкім	jeʃkim
ешкімге	jɪʃkɪmge
ешкіммен	jɪʃkɪmˈmen
ешкімнің	jeʃkimˈniŋ
ешқандай	jeʃqɑndɑj
ешқашан	jɪʃqɑʃɑn
ештеме	jɪʃtɪˈmɛ
ештеңе	jɘʃteŋjɘ
ештеңеге	jeʃteŋege
ештеңеміз	jeʃteŋemiːz
жабатын	dʒɑbɑtɯn
жабуға	ʒɑβʊʁɑ
жабық	dʒɑβɯq
жабылмақ	ʒɑβɯɫˈmɑq
жабыңдар	dʒɑβɯŋdɑɾ
жабысқақ	ʒɑβɯsqɑq
жағаға	ʒɑˈɣɑʁ
жағалауда	ʒɑɣɑɫɑwˈdɑ
жағдай	ʒɑɣdɑj
жағдайға	ʒɑɣdɑjɑ
жағдайда	dʒɑɣdɑjˈdɑ
жағдайдасыз	ʒɑɣdɑjdɑsɯz
жағдайдасың	ʒɑɣdɑjdɑsɯŋ
жағдайды	ʒɑɣdɑjˈdɯ
жағдаймен	dʒɑɣdɑjmen
жағдайы	ʒɑɣdɑjɯ
жағдайым	ʒɑɣdɑjɯm
жағдайымды	ʒɑɣdɑjɯmˈdɯ
жағдайын	ʒɑɣdɑjɯn
жағдайына	ʒɑɣdɑjɯnɑ
жағдайың	ʒɑɣdɑjɯŋ
жағдайыңды	ʒɑɣdɑjɯŋdɯ
жағы	ʒɑˈɣɯ
жағымды	ʒɑˈɣɯmˈdɯ
жағымсыз	ʒɑˈʁɯmsɯz
жағында	ʒɑˈʁɯnˈdɑ
жағыңдар	dʒɑˈʁɯŋdɑr
жағып	dʒɑˈʁɯp
жадты	dʒɑt
жаз	dʒɑz
жаза	dʒɑzɑ
жазам	ʒɑˈzɑm
жазбаған	dʒɑzβɑɣɑn
жазған	dʒɑzˈɣɑn
жаздағам	ʒɑzˈdɑɣɑm
жаздадым	dʒɑzˈdɑdɯm
жаздаппыз	ʒɑzdɑpˈpɯz
жаздаппын	ʒɑzˈdɑpɯn
жаздым	ʒɑzˈdɯm
жаздың	ʒɑzˈdɯŋ
жазылған	dʒɑzɯɫɣɑn
жазылды	dʒɑzɯɫdɯ
жазылыпты	ʒɑzɯɫɯptɯ
жазым	dʒɑˈzɯm
жазып	ʒɑˈzɯp
жазыпсың	ʒɑˈzɯpsɯŋ
жай	ʒaj
жайға	ʒajˈʁɑ
жайғас	ʒajˈʁɑs
жайғастырады	ʒajɣɑstɯrɑdɯ
жайлы	ʒɑɫɯ
жаймен	ʒajˈmen
жайында	ʒajɯnˈdɑ
жайып	ʒɑjɯp
жаққа	ʒɑqˈqɑ
жақпайды	ʒɑqpɑjˈdɯ
жақсарды	dʒɑqˈsɑrdɯ
жақсартамыз	ʒɑqˈsɑrtɑˈmɯz
жақсы	ʒɑqˈsɯ
жақсылап	ʒɑqsɯlɑp
жақсымын	ʒɑqsɯmɯn
жақта	ʒɑqˈtɑ
жақтан	dʒɑqˈtɑn
жақты	ʒɑqˈtɯ
жақтың	ʒɑqˈtɯŋ
жақтырмайды	dʒɑqˈtɯrmɑjˈdɯ
жақын	ʒɑqɯn
жақындамаңдар	ʒɑqɯndɑmɑŋdɑr
жақындап	dʒɑqɯndɑp
жалақы	ʒɑɫɑqɯ
жалаңаш	ʒɑɫɑɲɑʃ
жалған	ʒɑɫˈʁɑn
жалғастырмайды	ʒɑɫɣɑstɯrmɑj
жалғыз	ʒɑlɣɯz
жалпы	ʒɑlˈpɯ
жалынды	ʒɑɫɯndɯ
жаман	ʒɑˈmɑn
жаманы	ʒɑmɑnɯ
жамшит	ʒɑmˈʃɯt
жан	ʒɑn
жанның	ʒɑnˈnɯŋ
жануар	ʒɑnuɑr
жануарға	ʒɑnuɑɾə
жануда	ʒɑnʊˈdɑ
жаншып	ʒɑnʃɯp
жаным	ʒɑˈnɯm
жанымда	ʒɑˈnɯmˈdɑ
жанына	ʒɑnɯnɑ
жанында	ʒɑnɯnˈdɑ
жанындағы	ʒɑnɯndɑɣɯ
жанындасың	ʒɑnɯndɑsɯŋ
жаныңда	ʒɑˈnɯŋdɑ
жанып	ʒɑnɯp
жаңа	ʒɑŋ
жаңағы	ʒɑŋɑɣɯ
жаңадан	ʒɑɲɑdɑn
жаңалық	ʒɑŋɑɫɯq
жаңалықтардан	ʒɑŋɑɫɯqˈtɑrɑn
жап	ʒɑp
жара	ʒɑrɑ
жарады	ʒɑrɑdɯ
жарадың	ʒɑrɑˈdɯŋ
жарай	ʒɑˈrɑj
жарайды	ʒɑˈrɑjdɯ
жарайсың	ʒɑrɑjsɯŋ
жарайсыңдар	ʒɑrɑjsɯŋdɑr
жараласың	ʒɑrɑlɑsɯŋ
жаралы	ʒɑrɑˈɫɯ
жараң	ʒɑˈrɑŋ
жарға	ʒɑrˈɣɑ
жарық	ʒɑɾɯq
жарықты	ʒɑrɯqˈtɯ
жас	ʒɑs
жасаған	ʒɑsɑˈɣɑn
жасағансыңдар	dʒɑsɑɣɑnsɯŋdɑr
жасағым	ʒɑsɑɣɯm
жасады	ʒɑsɑdɯ
жасадың	dʒɑsɑdɯŋ
жасай	ʒɑsɑj
жасаймыз	dʒɑsɑjmɯz
жасаймын	ʒɑsɑjmɯn
жасайсың	dʒɑsɑjsɯŋ
жасайтын	ʒɑsɑjtɯn
жасайық	dʒɑsɑjɯq
жасалған	ʒɑsɑɫˈʁɑn
жасамақшы	ʒɑsɑmɑqʃɯ
жасанды	ʒɑsɑndɯ
жасаңыз	ʒɑsɑŋɯz
жасап	ʒɑsɑp
жасар	dʒɑsɑr
жасасам	ʒɑsɑsɑm
жасасын	dʒɑsɑsɯn
жасатам	dʒɑsɑtɑm
жасау	ʒɑsɑw
жасауың	dʒɑsɑwɯŋ
жасашы	ʒɑsɑʃɯ
жасқанбайды	ʒɑsqɑnbɑjˈdɯ
жаста	ʒɑsˈtɑ
жастар	ʒɑsˈtɑr
жастары	ʒɑstɑrɯ
жастарын	ʒɑstɑrɯn
жасы	ʒɑsɯ
жасымда	dʒɑsɯmˈdɑ
жасырмақшы	dʒɑsɯrmɑqʃɯ
жасырып	ʒɑsɯɾɯp
жатақхана	dʒɑtɑqχɑnɑ
жатқан	ʒɑtˈqɑn
жатқанда	ʒɑtˈqɑnˈdɑ
жатқандай	ʒɑtqɑnˈdɑj
жатқаны	ʒɑθqɑnɯ
жатқыным	ʒɑθqɯˈnɯm
жатпайды	ʒɑtˈpɑjˈdɯ
жатсың	ʒɑtsɯŋ
жатсыңдар	dʒɑtsɯŋdɑr
жатыңдар	ʒɑˈtɯŋdɑr
жатыңыз	ʒɑˈtɯŋɯz
жатып	dʒɑtɯp
жатыпішер	dʒɑtɯpɯʃer
жатыр	dʒɑtɯɾ
жатырмыз	dʒɑtɯrmɯz
жатырмын	dʒɑtɯrmɯn
жатырсыз	ʒɑtɯrsɯz
жатырсың	dʒɑtɯrsɯŋ
жатысым	ʒɑtɯsɯm
жауабыңды	dʒɑwɑbɯŋdɯ
жауап	ʒɑwɑp
жауапты	ʒɑwɑptɯ
жауаптысың	ʒɑwɑptɯsɯŋ
жауған	ʒɑwˈʁɑn
жауыз	ʒɑwɯz
жауынды	ʒɑwɯnˈdɯ
жауыннан	ʒɑwɯnˈnɑn
жауып	dʒɑwɯp
жаһандық	ʒɑhɑndɯq
жаяу	ʒɑjɑw
жәй	ʒæj
және	ʒæne
жәрдем	ʒæɾˈdæm
же	ʒe
жегенін	ʒegeniːn
жегенің	dʒegeˈniŋ
жегім	dʒeɣim
жегіп	ʒeɣɪp
жегісі	ʒeɣɪsɪ
жедел	ʒeˈdel
жезөкше	dʒeˈzøkʃe
жезөкшеден	ʒezoʃeˈden
жейдемді	dʒejdemˈdi
жейсіз	dʒejˈsɯz
жейсің	dʒejˈsiŋ
жейтін	ʒejˈtin
жек	dʒɛk
жеке	ʒeˈke
жеккөрініштен	dʒɛkːøˈɾønɪʃtæn
жеккөрінішті	dʒɛkːøˈrønɪʃtɪ
жексенбі	ʒɛkˈsɛnbi
жексұрындар	ʒɛksuˈrɯndɑr
жел	ʒɪl
желкөз	ʒɪlˈkøz
жемекпісің	ʒɪmɪkpɪˈsɪŋ
жемеңіз	dʒemeˈnɪz
жеңгенімді	ʒeŋgɪnimˈdi
жеңдім	ʒeɳˈdim
жеңдің	ʒeŋˈdɪŋ
жеңемін	ʒeɲeˈmɪn
жеңілдейсің	ʒeɳildejsɪŋ
жеңілдеп	ʒeɲildʲep
жеңіле	ʒeɲɪˈle
жеңілтек	ʒeɲilˈtek
жеңіп	ʒeɲɪp
жеп	ʒɛp
жер	ʒɪr
жерге	ʒɛrˈge
жергілікті	ʒɪrɣɪlɪkˈtɪ
жерде	ʒɪrˈdɪ
жерден	ʒɪrˈdɪn
жерді	ʒɪrˈdi
жердің	ʒɪrɪŋ
жерім	ʒeˈrim
жеріңе	ʒeˈriŋe
жертөледе	ʒɪrtøˈlɘdæ
жесең	ʒeˈseŋ
жете	ʒeˈte
жетеді	ʒetɛdi
жетеміз	dʒetemiʑ
жетерлік	ʒetɪɾɫɪk
жетерсің	dʒetɪrˈsiŋ
жеті	ʒeˈti
жетіңдер	dʒeˈtɪŋdɪr
жетіп	ʒeˈtʰɪp
жетістіктерге	ʒetɪsˈtɪkʰtɪrɣe
жеткізгеніңе	ʒetkiˈzʁeŋi
жеткізгім	dʒetkiˈzɯm
жеткіздім	ʒetkiˈzdɪm
жеткізе	ʒetˈkɯzɘ
жеткізем	ʒetkiˈzæm
жеткіземін	ʒetkiˈzemin
жеткізілген	ʒetkiˈzɪɫgen
жеткізу	ʒetˈkɯzʊ
жеткізуіңіз	ʒetkiˈzuɪŋɪz
жетпейді	dʒetpejdi
жеттіңіз	ʒetːiŋɪz
жетуіне	ʒɪtʉɪˈnæ
жеудің	ʒewˈdiŋ
жеуің	ʒɘwɘŋ
жиіркеніш	ʒiirkeniʃ
жиіркенішті	ʒiːrkʲenɪʃti
жина	ʒɪˈnɑ
жинағанға	ʒɪnɑːɣɑːn
жинадық	ʒɪnɑɯq
жинай	ʒɨˈnɑj
жиналу	ʒɪnɑˈɫʊ
жиналыс	ʒɪnɑˈlɯs
жинаңдар	ʒɪˈnaŋdɑr
жирен	ʒɪˈrɪn
жиырма	ʒɪwɾmɑ
жібер	ʒɪˈbʲɪr
жіберген	dʒɪbɪrɪgʲɪn
жібергенде	ʒɪbeɾgʲeɳde
жібергенің	dʒibergeniŋ
жіберді	ʒiberdi
жібердің	ʒiberiŋ
жібереді	ʒɪbɪrɪˈdæ
жіберем	ʒɪbɪˈrɪm
жібереміз	ʒɪbɪrɪˈmɪz
жіберемін	ʒɪbʲerɪˈmɪn
жіберерміз	ʒɪbɪrɪrmɪz
жіберілді	ʒɪbɪrɪldɪ
жіберіңдер	dʒɪbɪˈrɪŋdɪr
жіберіңдерші	dʒɪbɪrɪŋdɪrʃɪ
жіберіңіз	dʒɪbɪrɪŋɪz
жіберіппін	ʒɪbɪrɪpˈpɪn
жіберіпсің	ʒɪbɪrɪpˈsɪŋ
жібермейік	ʒɪbɪrˈmɛjɪk
жіберсең	dʒiberseŋ
жіберуді	dʒɪbɪrʊdɪ
жіберуім	ʒɪbʲɪˈrʉm
жіберші	dʒɪbɪrʃɪ
жігерлендірілген	ʒɪgʲɪɾlʲɪndɪɾɪɫgʲɪn
жігіт	dʒɪˈgɪt
жігітің	ʒɪɣɪˈtɪŋ
жігіттер	ʒɪgɪtˈtɪr
жоғалған	ʒoʁɑɫˈɣɑn
жоғалғаннан	ʒoʁɑɫˈɣɑnˈnɑn
жоғалғаныңа	ʒoʁɑɫɣɑnɯŋ
жоғалт	ʒoʁɑlt
жоғалтқан	ʒoʁɑltqɑn
жоғалтпа	ʒoʁɑltpɑ
жоғалып	ʒoɣɑləp
жоғарғы	ʒoʁaɾɣɯ
жоғары	ʒoʁɑrɯ
жоғарыға	ʒoʁɑrɯɣɑ
жоғарының	ʒoʁɑɾɯˈnɯŋ
жойылған	ʒojɯɫɣɑn
жойылғаны	ʒojɯɫˈqɑnɯ
жойыңдар	ʒojɯŋdɑr
жойып	ʒojɯp
жоқ	ʒoq
жоққа	ʒoqˈqɑ
жоқпын	ʒoqpɯn
жоқсыз	ʒoqˈsɯz
жоқсың	ʒoqˈsɯŋ
жоқтан	ʒoʁˈtɑn
жол	ʒɔɫ
жолаушы	ʒɔɫɑwˈʃɯ
жолда	ʒɔɫdɑ
жолдан	ʒɔɫdɑn
жолдар	ʒɔɫˈdɑr
жолды	ʒɔɫdɯ
жолмен	ʒɔlmɛn
жолы	ʒoˈɫə
жолығайын	ʒoˈɫɯɣajɯn
жолығыңыз	ʒoˈɫəɣəˈɲɯz
жолығып	ʒoˈɫɯʁɯp
жолықтырыңыз	ʒoɫɯqtɯɾeŋɯz
жолың	ʒɔˈɫɯŋ
жомарт	ʒoˈmɑrt
жориды	ʒɔɾɯˈdɯ
жоспары	ʒoˈsparɯ
жоспарым	ʒoˈspɑrɯm
жөнінде	ʒoˈnɘnde
жуасың	ʒʊɑˈsɯŋ
жуасыңдар	ʒʋɑsɯŋdɑɾ
жудым	dʐʊˈdɯm
жумаған	ʒumɑɣɑn
журнал	ʒurnɑɫ
журналистерді	ʒʊrnɑlʲɪstɪɾˈdɪ
жусан	ʒʊˈsɑn
жуынды	dʐʊɯnˈdɯ
жуындырасың	ʒowɯndɯɾɑsɯŋ
жуыңдар	ʒʊwɯŋdɑr
жүгір	ʒʏˈɣɪr
жүз	ʒʏz
жүздеген	ʒʏzdegen
жүзі	ʒʉˈzɪ
жүзіп	ʒʉzɪp
жүйе	ʒyje
жүйесі	ʒʉjɪsɪ
жүйесінде	ʒʉjɪsɪndɘ
жүк	ʒʏk
жүккөлік	ʒʏkːœlɪk
жүр	ʒʏr
жүргем	ʒʉrɣem
жүрген	ʒɯɾˈgʲen
жүргенімізді	ʒɯɾɣeˈniˈmɯzdɯ
жүргеніңіз	ʒɯɾɣeˈniŋɯz
жүргіземін	ʒɯɾɣiʒeˈmin
жүргізесіз	ʒɯɾɣɪˈzɪsɪz
жүргізуге	ʒɯɾɣɨzuɣe
жүрді	ʒɯɾˈdɯ
жүрегі	ʒʉrɘɣi
жүрегіне	ʒʉrɘgʲiˈnɘ
жүреді	ʒʉˈrɘdɘ
жүрейік	ʒʉrɛjɪk
жүрейін	ʒʉrɪjɪn
жүрек	ʒʉˈræk
жүрер	ʒʉˈrɘr
жүретін	ʒʉrɛtɪŋ
жүріңдер	ʒʉɾɪŋdɪr
жүріңіз	ʒʉɾiŋɨz
жүріп	ʒʉˈrip
жүрмекпісің	ʒɯɾmɛkpɪˈsɪŋ
жүрмін	ʒʉrmʏn
жүрсе	ʒɯrˈsɛ
жүрсің	ʒʏrˈsiŋ
жүрсіңдер	ʒʏrɕɪŋdɛr
жүру	ʒʉˈɾʉ
жүруім	ʒʉrʉm
жүруіңе	ʒʉɾʉiŋe
жұбайы	ʒʊβaɪɯ
жұқтыру	ʒoqtɯɾu
жұлынған	ʒʉlɯŋɑn
жұлынып	ʒʉlənɯp
жұлып	ʒɯˈlɯp
жұма	ʒoʋmɑ
жұмды	ʒumˈdɯ
жұмсақ	ʒʊmsɑq
жұмыс	ʒoʊˈmɯs
жұмысберушісі	ʒʊmɯsbeɾuʃɯsɯ
жұмысқа	ʒʊmɯsqa
жұмыспен	ʒʊmɯsˈpʲen
жұмыстан	ʒʊmɯsˈtɑn
жұмыстары	ʒʊmɯsˈtɑɾɯ
жұмыстарым	ʒʊmɯstaˈrɯm
жұмысты	ʒʊmɯsˈtɯ
жұмысшы	ʒoʋɯʃɯ
жұмысшылармен	ʒoʊmɯʃʃɯlaɾmɛn
жұмысшысы	ʒʊmɯʃɯʃɯ
жұмысы	ʒoʏˈmɯsɯ
жұмысым	ʒʊmɯsɯm
жұмысымды	ʒʊmɯsɯmdɯ
жұмысын	ʒoʋɯsɯn
жұмысына	ʒʊmɯsɯnɑ
жұмысың	ʒʊmɯsɯŋ
жұмысыңыз	ʒʊmɯsɯŋɯz
жұрт	ʒʊrt
жұт	ʒʊt
жыйналысқа	ʒɯjnɑlɯsqɑ
жықтырамын	ʒɯqtɯɾɑmɯn
жыл	ʒɯɫ
жылаймын	ʒɯɫajˈmɯn
жылама	ʒɯɫɑmɑ
жылауық	ʒɯɫɑwɯq
жылдағы	ʒɯɫɑɣɯ
жылдам	ʒɯɫˈdɑm
жылдамдық	ʒɯɫdɑmq
жылдан	ʒɯɫd̪an
жылдар	ʒɯɫˈdɑr
жылжып	ʒɯɫˈʐɯp
жылу	ʒɯˈɫʊ
жылы	ʒɯˈɫɯ
жынданып	ʒɯndanɯp
жынды	ʒɯnˈdɯ
жынысы	ʒɯˈnɯsɯ
зақым	ʁɑqɯm
зақымдалған	ʁɑqɯmdɑɫˈʁɑn
заңсыз	ʒɑŋˈsɯz
заңы	ʒɑˈnɯ
зат	ʐɑt
затқа	ʐɑtˈqɑ
заттар	ʐɑtːɑr
заттардың	ʐɑtːɑɾˈdɯŋ
заттармен	ʐɑtːɑrmʲɪn
затты	ʐɑtːɯ
зауыттарда	zawɯtˈtɑrˈdɑ
звонда	zvondɑ
звондағаныма	zvondɑɣɑnɯmɑ
звондаңыз	zvondɑŋɯz
зейінсіз	zejinsɯz
зерттедіңіз	ʐɪrt̪t̪e̞ˈdiŋɪz
зерттеуінде	ʐɪrttɘwˈiŋdɘ
зия	zijɑ
зиян	ʑiˈjɑn
зиянды	ʑijɑnˈdɯ
зомбылыққа	ˈzomβɯɫəqːə
зомбылықпен	ˈzombɯɫɯqpen
зоодүкен	zoːdʏˈkʲɪn
зызбен	zɯzˈbɘn
зым	zɯm
зыя	zɯjɑ
иә	iə
ибарра	ɪbɑrɑ
ие	je
иеленбе	jeleŋbe
иелері	jɪlæˈrɪ
иемденіп	ijemdenip
иемдену	ijemdenu
иесі	jesi
израил	ɪzrɑɪl
израилдықтар	izrɑjɯɯtqɯtɑr
израилмен	ɪzrɑɪlˈmen
израиль	ɪzrɑjɪl
иісі	iːsɪ
иісін	iːsɪn
иісіне	iɪsɪne
иісті	iːsʲtɪ
иллардтың	ɯɫɑɾdɯtɯŋ
иллоу	ɪlːoʊ
ильямнан	iɫjəman
иммигрант	immigrɑnt
импрессариом	ɪmprɪsɑrɪˈw
ингрид	ɪŋˈgrɪd
инға	iŋɣɑ
инда	indɑ
ине	iːnɛ
инженер	ɪnʲɪˈgʲɛr
институтынан	ɪnstʲɪtʉtɯˈnɑn
интернеттен	ɪntɛrnɛtˈtɛn
