--من	mæn
همیبیخت	hæmiːbiːxt
همیبیختم	hæmiːbiːxtæm
همیبیختند	hæmiːbiːxtænd
همیبیختهام	hæmiːbiːxte̞æm
همیبیختهاند	hæmiːbiːxte̞ænd
همیبیختهای	hæmiːbiːxte̞iː
همیبیختهاید	hæmiːbiːxte̞iːd
همیبیختهایم	hæmiːbiːxte̞iːm
همیبیختی	hæmiːbiːxtiː
همیبیختید	hæmiːbiːxtiːd
همیبیختیم	hæmiːbiːxtiːm
همیبیزد	hæmiːbiːxæd
همیبیزم	hæmiːbiːxæm
همیبیزی	hæmiːbiːxiː
همیبیزید	hæmiːbiːxiːd
همیبیزیم	hæmiːbiːxiːm
همیبیند	hæmiːbiːnæd
همیبینم	hæmiːbiːnæm
همیبینند	hæmiːbiːnænd
همیبینید	hæmiːbiːniːd
همیبینیم	hæmiːbiːniːm
همیتاباند	hæmiːtɒːbɒːnæd
همیتاباندم	hæmiːtɒːbɒːndæm
همیتاباندند	hæmiːtɒːbɒːndænd
همیتاباندهام	hæmiːtɒːbɒːnde̞æm
همیتاباندهاند	hæmiːtɒːbɒːnde̞ænd
همیتاباندهای	hæmiːtɒːbɒːnde̞iː
همیتاباندهاید	hæmiːtɒːbɒːnde̞iːd
همیتاباندهایم	hæmiːtɒːbɒːnde̞iːm
همیتاباندی	hæmiːtɒːbɒːndiː
همیتاباندید	hæmiːtɒːbɒːndiːd
همیتاباندیم	hæmiːtɒːbɒːndiːm
همیتابانم	hæmiːtɒːbɒːnæm
همیتابانند	hæmiːtɒːbɒːnænd
همیتابانی	hæmiːtɒːbɒːniː
همیتابانید	hæmiːtɒːbɒːniːd
همیتابانیم	hæmiːtɒːbɒːniːm
همیتابد	hæmiːtɒːbæd
همیتابم	hæmiːtɒːbæm
همیتابند	hæmiːtɒːbænd
همیتابی	hæmiːtɒːbiː
همیتابید	hæmiːtɒːbiːd
همیتابیدم	hæmiːtɒːbiːdæm
همیتابیدند	hæmiːtɒːbiːdænd
همیتابیدهام	hæmiːtɒːbiːde̞æm
همیتابیدی	hæmiːtɒːbiːdiː
همیتابیم	hæmiːtɒːbiːm
همیتاخت	hæmiːtɒːxt
همیتاختم	hæmiːtɒːxtæm
همیتاختند	hæmiːtɒːxtænd
همیتاختهام	hæmiːtɒːxte̞æm
همیتاختهاند	hæmiːtɒːxte̞ænd
همیتاختهای	hæmiːtɒːxte̞iː
همیتاختهاید	hæmiːtɒːxte̞iːd
همیتاختهایم	hæmiːtɒːxte̞iːm
همیتاختی	hæmiːtɒːxtiː
همیتاختید	hæmiːtɒːxtiːd
همیتاختیم	hæmiːtɒːxtiːm
همیتازاند	hæmiːtɒːzɒːnæd
همیتازاندم	hæmiːtɒːzɒːndæm
همیتازاندند	hæmiːtɒːzɒːndænd
همیتازاندهام	hæmiːtɒːzɒːnde̞æm
همیتازاندهاند	hæmiːtɒːzɒːnde̞ænd
همیتازاندهای	hæmiːtɒːzɒːnde̞iː
همیتازاندهاید	hæmiːtɒːzɒːnde̞iːd
همیتازاندهایم	hæmiːtɒːzɒːnde̞iːm
همیتازاندی	hæmiːtɒːzɒːndiː
همیتازاندید	hæmiːtɒːzɒːndiːd
همیتازاندیم	hæmiːtɒːzɒːndiːm
همیتازانم	hæmiːtɒːzɒːnæm
همیتازانند	hæmiːtɒːzɒːnænd
همیتازانی	hæmiːtɒːzɒːniː
همیتازانید	hæmiːtɒːzɒːniːd
همیتازانیم	hæmiːtɒːzɒːniːm
همیتازد	hæmiːtɒːzæd
همیتازم	hæmiːtɒːzæm
همیتازند	hæmiːtɒːzænd
همیتازی	hæmiːtɒːziː
همیتازید	hæmiːtɒːziːd
همیتازیدم	hæmiːtɒːziːdæm
همیتازیدند	hæmiːtɒːziːdænd
همیتازیدهام	hæmiːtɒːziːde̞æm
همیتازیدهاند	hæmiːtɒːziːde̞ænd
همیتازیدهای	hæmiːtɒːziːde̞iː
همیتازیدهاید	hæmiːtɒːziːde̞iːd
همیتازیدهایم	hæmiːtɒːziːde̞iːm
همیتازیدی	hæmiːtɒːziːdiː
همیتازیدید	hæmiːtɒːziːdiːd
همیتازیدیم	hæmiːtɒːziːdiːm
همیتازیم	hæmiːtɒːziːm
همیتافت	hæmiːtɒːft
همیتافتم	hæmiːtɒːftæm
همیتافتند	hæmiːtɒːftænd
همیتافتهام	hæmiːtɒːfte̞æm
همیتافتهاند	hæmiːtɒːfte̞ænd
همیتافتهای	hæmiːtɒːfte̞iː
همیتافتهاید	hæmiːtɒːfte̞iːd
همیتافتهایم	hæmiːtɒːfte̞iːm
همیتافتی	hæmiːtɒːftiː
همیتافتید	hæmiːtɒːftiːd
همیتافتیم	hæmiːtɒːftiːm
همیترادیسد	hæmiːtæɾɒːdiːsæd
همیترادیسم	hæmiːtæɾɒːdiːsæm
همیترادیسند	hæmiːtæɾɒːdiːsænd
همیترادیسی	hæmiːtæɾɒːdiːsiː
همیترادیسید	hæmiːtæɾɒːdiːsiːd
همیترادیسیدم	hæmiːtæɾɒːdiːsiːdæm
همیترادیسیدند	hæmiːtæɾɒːdiːsiːdænd
همیترادیسیدهام	hæmiːtæɾɒːdiːsiːde̞æm
همیترادیسیدهاند	hæmiːtæɾɒːdiːsiːde̞ænd
همیترادیسیدهای	hæmiːtæɾɒːdiːsiːde̞iː
همیترادیسیدهاید	hæmiːtæɾɒːdiːsiːde̞iːd
همیترادیسیدهایم	hæmiːtæɾɒːdiːsiːde̞iːm
همیترادیسیدی	hæmiːtæɾɒːdiːsiːdiː
همیترادیسیدید	hæmiːtæɾɒːdiːsiːdiːd
همیترادیسیدیم	hæmiːtæɾɒːdiːsiːdiːm
همیترادیسیم	hæmiːtæɾɒːdiːsiːm
همیتراشاندم	hæmiːtoɾʃɒːndæm
همیتراشاندند	hæmiːtoɾʃɒːndænd
همیتراشاندهام	hæmiːtoɾʃɒːnde̞æm
همیتراشاندهای	hæmiːtoɾʃɒːnde̞iː
همیتراشاندهاید	hæmiːtoɾʃɒːnde̞iːd
همیتراشاندهایم	hæmiːtoɾʃɒːnde̞iːm
همیتراشاندی	hæmiːtoɾʃɒːndiː
همیتراشاندید	hæmiːtoɾʃɒːndiːd
همیتراشاندیم	hæmiːtoɾʃɒːndiːm
همیتراشانم	hæmiːtoɾʃɒːnæm
همیتراشانند	hæmiːtoɾʃɒːnænd
همیتراشانی	hæmiːtoɾʃɒːniː
همیتراشانید	hæmiːtoɾʃɒːniːd
همیتراشانیم	hæmiːtoɾʃɒːniːm
همیتراشد	hæmiːtæɾɒːʃæd
همیتراشم	hæmiːtæɾɒːʃæm
همیتراشند	hæmiːtæɾɒːʃænd
همیتراشی	hæmiːtæɾɒːʃiː
همیتراشید	hæmiːtæɾɒːʃiːd
همیتراشیدم	hæmiːtæɾɒːʃiːdæm
همیتراشیدهام	hæmiːtæɾɒːʃiːde̞æm
همیتراشیدهای	hæmiːtæɾɒːʃiːde̞iː
همیتراشیدهاید	hæmiːtæɾɒːʃiːde̞iːd
همیتراشیدهایم	hæmiːtæɾɒːʃiːde̞iːm
همیتراشیدی	hæmiːtæɾɒːʃiːdiː
همیتراشیدید	hæmiːtæɾɒːʃiːdiːd
همیتراشیدیم	hæmiːtæɾɒːʃiːdiːm
همیتراشیم	hæmiːtæɾɒːʃiːm
همیتراود	hæmiːtæɾɒːvæd
همیتراوند	hæmiːtæɾɒːvænd
همیتراوی	hæmiːtæɾɒːviː
همیتراویدهام	hæmiːtæɾɒːviːde̞æm
همیتراویدی	hæmiːtæɾɒːviːdiː
همیتراویدید	hæmiːtæɾɒːviːdiːd
همیتراویدیم	hæmiːtæɾɒːviːdiːm
همیتراویم	hæmiːtæɾɒːviːm
همیترساند	hæmiːtæɾsɒːnæd
همیترساندم	hæmiːtæɾsɒːndæm
همیترساندهام	hæmiːtæɾsɒːnde̞æm
همیترساندهاند	hæmiːtæɾsɒːnde̞ænd
همیترساندهای	hæmiːtæɾsɒːnde̞iː
همیترساندهاید	hæmiːtæɾsɒːnde̞iːd
همیترساندهایم	hæmiːtæɾsɒːnde̞iːm
همیترساندی	hæmiːtæɾsɒːndiː
همیترساندید	hæmiːtæɾsɒːndiːd
همیترساندیم	hæmiːtæɾsɒːndiːm
همیترسانم	hæmiːtæɾsɒːnæm
همیترسانی	hæmiːtæɾsɒːniː
همیترسانید	hæmiːtæɾsɒːniːd
همیترسانیم	hæmiːtæɾsɒːniːm
همیترسد	hæmiːtæɾsæd
همیترسم	hæmiːtæɾsæm
همیترسند	hæmiːtæɾsænd
همیترسی	hæmiːtæɾsiː
همیترسید	hæmiːtæɾsiːd
همیترسیدم	hæmiːtæɾsiːdæm
همیترسیدند	hæmiːtæɾsiːdænd
همیترسیدهام	hæmiːtæɾsiːde̞æm
همیترسیدهاند	hæmiːtæɾsiːde̞ænd
همیترسیدهای	hæmiːtæɾsiːde̞iː
همیترسیدهاید	hæmiːtæɾsiːde̞iːd
همیترسیدهایم	hæmiːtæɾsiːde̞iːm
همیترسیدی	hæmiːtæɾsiːdiː
همیترسیدید	hæmiːtæɾsiːdiːd
همیترسیدیم	hæmiːtæɾsiːdiːm
همیترسیم	hæmiːtæɾsiːm
همیترشاند	hæmiːtoɾʃɒːnæd
همیترشاندم	hæmiːtoɾʃɒːndæm
همیترشاندند	hæmiːtoɾʃɒːndænd
همیترشاندهام	hæmiːtoɾʃɒːnde̞æm
همیترشاندهاند	hæmiːtoɾʃɒːnde̞ænd
همیترشاندهای	hæmiːtoɾʃɒːnde̞iː
همیترشاندهاید	hæmiːtoɾʃɒːnde̞iːd
همیترشاندهایم	hæmiːtoɾʃɒːnde̞iːm
همیترشاندی	hæmiːtoɾʃɒːndiː
همیترشاندید	hæmiːtoɾʃɒːndiːd
همیترشاندیم	hæmiːtoɾʃɒːndiːm
همیترشانم	hæmiːtoɾʃɒːnæm
همیترشانند	hæmiːtoɾʃɒːnænd
همیترشانی	hæmiːtoɾʃɒːniː
همیترشانید	hæmiːtoɾʃɒːniːd
همیترشانیم	hæmiːtoɾʃɒːniːm
همیترشد	hæmiːtoɾʃæd
همیترشم	hæmiːtoɾʃæm
همیترشند	hæmiːtoɾʃænd
همیترشی	hæmiːtoɾʃiː
همیترشید	hæmiːtoɾʃiːd
همیترشیدم	hæmiːtoɾʃiːdæm
همیترشیدند	hæmiːtoɾʃiːdænd
همیترشیدهام	hæmiːtoɾʃiːde̞æm
همیترشیدهاند	hæmiːtoɾʃiːde̞ænd
همیترشیدهای	hæmiːtoɾʃiːde̞iː
همیترشیدهاید	hæmiːtoɾʃiːde̞iːd
همیترشیدهایم	hæmiːtoɾʃiːde̞iːm
همیترشیدی	hæmiːtoɾʃiːdiː
همیترشیدید	hæmiːtoɾʃiːdiːd
همیترشیدیم	hæmiːtoɾʃiːdiːm
همیترشیم	hæmiːtoɾʃiːm
همیترکاند	hæmiːte̞ɾkɒːnæd
همیترکاندم	hæmiːte̞ɾkɒːndæm
همیترکاندند	hæmiːte̞ɾkɒːndænd
همیترکاندهام	hæmiːte̞ɾkɒːnde̞æm
همیترکاندهاند	hæmiːte̞ɾkɒːnde̞ænd
همیترکاندهاید	hæmiːte̞ɾkɒːnde̞iːd
همیترکاندهایم	hæmiːte̞ɾkɒːnde̞iːm
همیترکاندی	hæmiːte̞ɾkɒːndiː
همیترکاندید	hæmiːte̞ɾkɒːndiːd
همیترکانم	hæmiːte̞ɾkɒːnæm
همیترکانند	hæmiːte̞ɾkɒːnænd
همیترکانی	hæmiːte̞ɾkɒːniː
همیترکانید	hæmiːte̞ɾkɒːniːd
همیترکانیم	hæmiːte̞ɾkɒːniːm
همیترکد	hæmiːte̞ɾkæd
همیترکند	hæmiːte̞ɾkænd
همیترکی	hæmiːte̞ɾkiː
همیترکید	hæmiːte̞ɾkiːd
همیترکیدم	hæmiːtæɾkiːdæm
همیترکیدند	hæmiːtæɾkiːdænd
همیترکیدهام	hæmiːtæɾkiːde̞æm
همیترکیدهاند	hæmiːtæɾkiːde̞ænd
همیترکیدهای	hæmiːtæɾkiːde̞iː
همیترکیدهاید	hæmiːtæɾkiːde̞iːd
همیترکیدهایم	hæmiːtæɾkiːde̞iːm
همیترکیدی	hæmiːtæɾkiːdiː
همیترکیدید	hæmiːtæɾkiːdiːd
همیترکیدیم	hæmiːtæɾkiːdiːm
همیترکیم	hæmiːte̞ɾkiːm
همیتفتد	hæmiːtæftæd
همیتفتم	hæmiːtæftæm
همیتفتند	hæmiːtæftænd
همیتفتی	hæmiːtæftiː
همیتفتید	hæmiːtæftiːd
همیتفتیدم	hæmiːtæftiːdæm
همیتفتیدند	hæmiːtæftiːdænd
همیتفتیدهام	hæmiːtæftiːde̞æm
همیتفتیدهاند	hæmiːtæftiːde̞ænd
همیتفتیدهای	hæmiːtæftiːde̞iː
همیتفتیدهاید	hæmiːtæftiːde̞iːd
همیتفتیدهایم	hæmiːtæftiːde̞iːm
همیتفتیدی	hæmiːtæftiːdiː
همیتفتیدید	hæmiːtæftiːdiːd
همیتفتیدیم	hæmiːtæftiːdiːm
همیتفتیم	hæmiːtæftiːm
همیتمرگد	hæmiːtæmæɾgæd
همیتمرگم	hæmiːtæmæɾgæm
همیتمرگند	hæmiːtæmæɾgænd
همیتمرگی	hæmiːtæmæɾgiː
همیتمرگید	hæmiːtæmæɾgiːd
همیتمرگیدم	hæmiːtæmæɾgiːdæm
همیتمرگیدند	hæmiːtæmæɾgiːdænd
همیتمرگیدهام	hæmiːtæmæɾgiːde̞æm
همیتمرگیدهاند	hæmiːtæmæɾgiːde̞ænd
همیتمرگیدهای	hæmiːtæmæɾgiːde̞iː
همیتمرگیدهاید	hæmiːtæmæɾgiːde̞iːd
همیتمرگیدهایم	hæmiːtæmæɾgiːde̞iːm
همیتمرگیدی	hæmiːtæmæɾgiːdiː
همیتمرگیدید	hæmiːtæmæɾgiːdiːd
همیتمرگیدیم	hæmiːtæmæɾgiːdiːm
همیتمرگیم	hæmiːtæmæɾgiːm
همیتند	hæmiːtænæd
همیتنم	hæmiːtænæm
همیتنند	hæmiːtænænd
همیتنی	hæmiːtæniː
همیتنید	hæmiːtæniːd
همیتنیدم	hæmiːtæniːdæm
همیتنیدند	hæmiːtæniːdænd
همیتنیدهام	hæmiːtæniːde̞æm
همیتنیدهاند	hæmiːtæniːde̞ænd
همیتنیدهای	hæmiːtæniːde̞iː
همیتنیدهاید	hæmiːtæniːde̞iːd
همیتنیدهایم	hæmiːtæniːde̞iːm
همیتنیدی	hæmiːtæniːdiː
همیتنیدید	hæmiːtæniːdiːd
همیتنیدیم	hæmiːtæniːdiːm
همیتنیم	hæmiːtæniːm
همیتواند	hæmiːtævɒːnæd
همیتوانست	hæmiːtævɒːne̞st
همیتوانستم	hæmiːtævɒːne̞stæm
همیتوانستند	hæmiːtævɒːne̞stænd
همیتوانستهاند	hæmiːtævɒːne̞ste̞ænd
همیتوانستهای	hæmiːtævɒːne̞ste̞iː
همیتوانستهاید	hæmiːtævɒːne̞ste̞iːd
همیتوانستهایم	hæmiːtævɒːne̞ste̞iːm
همیتوانستی	hæmiːtævɒːne̞stiː
همیتوانستید	hæmiːtævɒːne̞stiːd
همیتوانستیم	hæmiːtævɒːne̞stiːm
همیتوانم	hæmiːtævɒːnæm
همیتوانند	hæmiːtævɒːnænd
همیتوانی	hæmiːtævɒːniː
همیتوانید	hæmiːtævɒːniːd
همیتوانیم	hæmiːtævɒːniːm
همیتوفد	hæmiːtuːfæd
همیتوفم	hæmiːtuːfæm
همیتوفند	hæmiːtuːfænd
همیتوفی	hæmiːtuːfiː
همیتوفید	hæmiːtuːfiːd
همیتوفیدم	hæmiːtuːfiːdæm
همیتوفیدند	hæmiːtuːfiːdænd
همیتوفیدهام	hæmiːtuːfiːde̞æm
همیتوفیدهاند	hæmiːtuːfiːde̞ænd
همیتوفیدهای	hæmiːtuːfiːde̞iː
همیتوفیدهاید	hæmiːtuːfiːde̞iːd
همیتوفیدهایم	hæmiːtuːfiːde̞iːm
همیتوفیدی	hæmiːtuːfiːdiː
همیتوفیدید	hæmiːtuːfiːdiːd
همیتوفیدیم	hæmiːtuːfiːdiːm
همیتوفیم	hæmiːtuːfiːm
همیتپاند	hæmiːtæpɒːnæd
همیتپاندم	hæmiːtæpɒːndæm
همیتپاندند	hæmiːtæpɒːndænd
همیتپاندهام	hæmiːtæpɒːnde̞æm
همیتپاندهای	hæmiːtæpɒːnde̞iː
همیتپاندهایم	hæmiːtæpɒːnde̞iːm
همیتپاندی	hæmiːtæpɒːndiː
همیتپاندید	hæmiːtæpɒːndiːd
همیتپاندیم	hæmiːtæpɒːndiːm
همیتپانم	hæmiːtæpɒːnæm
همیتپانند	hæmiːtæpɒːnænd
همیتپانی	hæmiːtæpɒːniː
همیتپانید	hæmiːtæpɒːniːd
همیتپانیم	hæmiːtæpɒːniːm
همیتپد	hæmiːtæpæd
همیتپم	hæmiːtæpæm
همیتپند	hæmiːtæpænd
همیتپی	hæmiːtæpiː
همیتپید	hæmiːtæpiːd
همیتپیدم	hæmiːtæpiːdæm
همیتپیدهام	hæmiːtæpiːde̞æm
همیتپیدهاند	hæmiːtæpiːde̞ænd
همیتپیدهای	hæmiːtæpiːde̞iː
همیتپیدهاید	hæmiːtæpiːde̞iːd
همیتپیدهایم	hæmiːtæpiːde̞iːm
همیتپیدی	hæmiːtæpiːdiː
همیتپیدید	hæmiːtæpiːdiːd
همیتپیدیم	hæmiːtæpiːdiːm
همیتپیم	hæmiːtæpiːm
همیتکاندند	hæmiːte̞kɒːndænd
همیتکاندهام	hæmiːte̞kɒːnde̞æm
همیتکاندهایم	hæmiːte̞kɒːnde̞iːm
همیتکاندی	hæmiːte̞kɒːndiː
همیتکاندید	hæmiːte̞kɒːndiːd
همیتکانم	hæmiːte̞kɒːnæm
همیتکانند	hæmiːte̞kɒːnænd
همیتکانی	hæmiːte̞kɒːniː
همیتکانید	hæmiːte̞kɒːniːd
همیتکانیدم	hæmiːte̞kɒːniːdæm
همیتکانیدند	hæmiːte̞kɒːniːdænd
همیتکانیدهام	hæmiːte̞kɒːniːde̞æm
همیتکانیدهاند	hæmiːte̞kɒːniːde̞ænd
همیتکانیدهای	hæmiːte̞kɒːniːde̞iː
همیتکانیدهاید	hæmiːte̞kɒːniːde̞iːd
همیتکانیدهایم	hæmiːte̞kɒːniːde̞iːm
همیتکانیدید	hæmiːte̞kɒːniːdiːd
همیتکانیدیم	hæmiːte̞kɒːniːdiːm
همیتکانیم	hæmiːte̞kɒːniːm
همیجست	hæmiːʒost
همیجستم	hæmiːʒostæm
همیجستند	hæmiːʒostænd
همیجستهام	hæmiːʒoste̞æm
همیجستهاند	hæmiːʒoste̞ænd
همیجستهای	hæmiːʒoste̞iː
همیجستهاید	hæmiːʒoste̞iːd
همیجستهایم	hæmiːʒoste̞iːm
همیجستی	hæmiːʒostiː
همیجستید	hæmiːʒostiːd
همیجستیم	hæmiːʒostiːm
همیجنباند	hæmiːʒonbɒːnæd
همیجنباندم	hæmiːʒonbɒːndæm
همیجنباندند	hæmiːʒonbɒːndænd
همیجنباندهای	hæmiːʒonbɒːnde̞iː
همیجنباندهاید	hæmiːʒonbɒːnde̞iːd
همیجنباندهایم	hæmiːʒonbɒːnde̞iːm
همیجنباندی	hæmiːʒonbɒːndiː
همیجنباندید	hæmiːʒonbɒːndiːd
همیجنباندیم	hæmiːʒonbɒːndiːm
همیجنبانم	hæmiːʒonbɒːnæm
همیجنبانند	hæmiːʒonbɒːnænd
همیجنبانی	hæmiːʒonbɒːniː
همیجنبانیم	hæmiːʒonbɒːniːm
همیجنبد	hæmiːʒonbæd
همیجنبم	hæmiːʒonbæm
همیجنبند	hæmiːʒonbænd
همیجنبی	hæmiːʒonbiː
همیجنبید	hæmiːʒonbiːd
همیجنبیدم	hæmiːʒonbiːdæm
همیجنبیدند	hæmiːʒonbiːdænd
همیجنبیدهام	hæmiːʒonbiːde̞æm
همیجنبیدهاند	hæmiːʒonbiːde̞ænd
همیجنبیدهای	hæmiːʒonbiːde̞iː
همیجنبیدهایم	hæmiːʒonbiːde̞iːm
همیجنبیدی	hæmiːʒonbiːdiː
همیجنبیدیم	hæmiːʒonbiːdiːm
همیجنبیم	hæmiːʒonbiːm
همیجنگد	hæmiːʒængæd
همیجنگم	hæmiːʒængæm
همیجنگند	hæmiːʒængænd
همیجنگی	hæmiːʒængiː
همیجنگید	hæmiːʒængiːd
همیجنگیدم	hæmiːʒængiːdæm
همیجنگیدند	hæmiːʒængiːdænd
همیجنگیدهام	hæmiːʒængiːde̞æm
همیجنگیدهاند	hæmiːʒængiːde̞ænd
همیجنگیدهای	hæmiːʒængiːde̞iː
همیجنگیدهاید	hæmiːʒængiːde̞iːd
همیجنگیدهایم	hæmiːʒængiːde̞iːm
همیجنگیدی	hæmiːʒængiːdiː
همیجنگیدید	hæmiːʒængiːdiːd
همیجنگیم	hæmiːʒængiːm
همیجهاند	hæmiːʒæhɒːnæd
همیجهاندم	hæmiːʒæhɒːndæm
همیجهاندند	hæmiːʒæhɒːndænd
همیجهاندهام	hæmiːʒæhɒːnde̞æm
همیجهاندهاند	hæmiːʒæhɒːnde̞ænd
همیجهاندهایم	hæmiːʒæhɒːnde̞iːm
همیجهاندی	hæmiːʒæhɒːndiː
همیجهاندید	hæmiːʒæhɒːndiːd
همیجهاندیم	hæmiːʒæhɒːndiːm
همیجهانم	hæmiːʒæhɒːnæm
همیجهانند	hæmiːʒæhɒːnænd
همیجهانی	hæmiːʒæhɒːniː
همیجهانید	hæmiːʒæhɒːniːd
همیجهانیم	hæmiːʒæhɒːniːm
همیجهد	hæmiːʒæhæd
همیجهم	hæmiːʒæhæm
همیجهند	hæmiːʒæhænd
همیجهی	hæmiːʒæhiː
همیجهید	hæmiːʒæhiːd
همیجهیدهام	hæmiːʒæhiːde̞æm
همیجهیدهاند	hæmiːʒæhiːde̞ænd
همیجهیدهای	hæmiːʒæhiːde̞iː
همیجهیدهاید	hæmiːʒæhiːde̞iːd
همیجهیدهایم	hæmiːʒæhiːde̞iːm
همیجهیدی	hæmiːʒæhiːdiː
همیجهیدیم	hæmiːʒæhiːdiːm
همیجهیم	hæmiːʒæhiːm
همیجوشاند	hæmiːʒuːʃɒːnæd
همیجوشاندم	hæmiːʒuːʃɒːndæm
همیجوشاندند	hæmiːʒuːʃɒːndænd
همیجوشاندهام	hæmiːʒuːʃɒːnde̞æm
همیجوشاندهاند	hæmiːʒuːʃɒːnde̞ænd
همیجوشاندهای	hæmiːʒuːʃɒːnde̞iː
همیجوشاندهایم	hæmiːʒuːʃɒːnde̞iːm
همیجوشاندی	hæmiːʒuːʃɒːndiː
همیجوشاندید	hæmiːʒuːʃɒːndiːd
همیجوشاندیم	hæmiːʒuːʃɒːndiːm
همیجوشانم	hæmiːʒuːʃɒːnæm
همیجوشانند	hæmiːʒuːʃɒːnænd
همیجوشانی	hæmiːʒuːʃɒːniː
همیجوشانید	hæmiːʒuːʃɒːniːd
همیجوشانیدم	hæmiːʒuːʃɒːniːdæm
همیجوشانیدند	hæmiːʒuːʃɒːniːdænd
همیجوشانیدهام	hæmiːʒuːʃɒːniːde̞æm
همیجوشانیدهاند	hæmiːʒuːʃɒːniːde̞ænd
همیجوشانیدهای	hæmiːʒuːʃɒːniːde̞iː
همیجوشانیدهاید	hæmiːʒuːʃɒːniːde̞iːd
همیجوشانیدهایم	hæmiːʒuːʃɒːniːde̞iːm
همیجوشانیدی	hæmiːʒuːʃɒːniːdiː
همیجوشانیدید	hæmiːʒuːʃɒːniːdiːd
همیجوشانیدیم	hæmiːʒuːʃɒːniːdiːm
همیجوشانیم	hæmiːʒuːʃɒːniːm
همیجوشد	hæmiːʒuːʃæd
همیجوشم	hæmiːʒuːʃæm
همیجوشند	hæmiːʒuːʃænd
همیجوشی	hæmiːʒuːʃiː
همیجوشید	hæmiːʒuːʃiːd
همیجوشیدم	hæmiːʒuːʃiːdæm
همیجوشیدند	hæmiːʒuːʃiːdænd
همیجوشیدهام	hæmiːʒuːʃiːde̞æm
همیجوشیدهاند	hæmiːʒuːʃiːde̞ænd
همیجوشیدهای	hæmiːʒuːʃiːde̞iː
همیجوشیدهاید	hæmiːʒuːʃiːde̞iːd
همیجوشیدهایم	hæmiːʒuːʃiːde̞iːm
همیجوشیدی	hæmiːʒuːʃiːdiː
همیجوشیدید	hæmiːʒuːʃiːdiːd
همیجوشیدیم	hæmiːʒuːʃiːdiːm
همیجوشیم	hæmiːʒuːʃiːm
همیجوید	hæmiːʒuːjæd
همیجویدم	hæmiːʒæviːdæm
همیجویدهام	hæmiːʒæviːde̞æm
همیجویدهای	hæmiːʒæviːde̞iː
همیجویدهایم	hæmiːʒæviːde̞iːm
همیجویدی	hæmiːʒæviːdiː
همیجویدید	hæmiːʒæviːdiːd
همیجویدیم	hæmiːʒæviːdiːm
همیجویم	hæmiːʒuːjæm
همیجویند	hæmiːʒuːjænd
همیجویی	hæmiːʒuːjiː
همیجویید	hæmiːʒuːjiːd
همیجوییم	hæmiːʒuːjiːm
همیخاراند	hæmiːxɒːɾɒːnæd
همیخاراندند	hæmiːxɒːɾɒːndænænd
همیخاراندهام	hæmiːxɒːɾɒːndæne̞æm
همیخاراندهاند	hæmiːxɒːɾɒːndæne̞ænd
همیخاراندهای	hæmiːxɒːɾɒːndæne̞iː
همیخاراندهاید	hæmiːxɒːɾɒːndæne̞iːd
همیخاراندهایم	hæmiːxɒːɾɒːndæne̞iːm
همیخاراندی	hæmiːxɒːɾɒːndæniː
همیخاراندید	hæmiːxɒːɾɒːndæniːd
همیخاراندیم	hæmiːxɒːɾɒːndæniːm
همیخارانم	hæmiːxɒːɾɒːnæm
همیخارانند	hæmiːxɒːɾɒːnænd
همیخارانی	hæmiːxɒːɾɒːniː
همیخارانید	hæmiːxɒːɾɒːniːd
همیخارانیم	hæmiːxɒːɾɒːniːm
همیخارد	hæmiːxɒːɾæd
همیخارم	hæmiːxɒːɾæm
همیخارند	hæmiːxɒːɾænd
همیخاری	hæmiːxɒːɾiː
همیخارید	hæmiːxɒːɾiːd
همیخاریدم	hæmiːxɒːɾiːdæm
همیخاریدند	hæmiːxɒːɾiːdænd
همیخاریدهام	hæmiːxɒːɾiːde̞æm
همیخاریدهاند	hæmiːxɒːɾiːde̞ænd
همیخاریدهای	hæmiːxɒːɾiːde̞iː
همیخاریدهاید	hæmiːxɒːɾiːde̞iːd
همیخاریدهایم	hæmiːxɒːɾiːde̞iːm
همیخاریدی	hæmiːxɒːɾiːdiː
همیخاریدید	hæmiːxɒːɾiːdiːd
همیخاریم	hæmiːxɒːɾiːm
همیخاست	hæmiːxɒːst
همیخاستم	hæmiːxɒːstæm
همیخاستند	hæmiːxɒːstænd
همیخاستهام	hæmiːxɒːste̞æm
همیخاستهاند	hæmiːxɒːste̞ænd
همیخاستهای	hæmiːxɒːste̞iː
همیخاستهاید	hæmiːxɒːste̞iːd
همیخاستهایم	hæmiːxɒːste̞iːm
همیخاستی	hæmiːxɒːstiː
همیخاستید	hæmiːxɒːstiːd
همیخاستیم	hæmiːxɒːstiːm
همیخاید	hæmiːxɒːjæd
همیخایند	hæmiːxɒːjænd
همیخایی	hæmiːxɒːjiː
همیخایید	hæmiːxɒːjiːd
همیخاییدم	hæmiːxɒːjiːdæm
همیخاییدند	hæmiːxɒːjiːdænd
همیخاییدهام	hæmiːxɒːjiːde̞æm
همیخاییدهاند	hæmiːxɒːjiːde̞ænd
همیخاییدهای	hæmiːxɒːjiːde̞iː
همیخاییدهاید	hæmiːxɒːjiːde̞iːd
همیخاییدهایم	hæmiːxɒːjiːde̞iːm
همیخاییدی	hæmiːxɒːjiːdiː
همیخاییدید	hæmiːxɒːjiːdiːd
همیخاییدیم	hæmiːxɒːjiːdiːm
همیخاییم	hæmiːxɒːjiːm
