0χι	oxi
πιρς	pirs
πίρσον	piˈɾson
πισινα	pisina
πισινά	pisiˈna
πισίνα	piˈsina
πισίνα	pi̞ˈsi̞na
πισίνας	piˈsinas
πισίνες	piˈsinɛs
πισινό	pisiˈno
πισινός	pisiˈnos
πισινούς	pisiˈnus
πίσσα	pisa
πιστά	piˈsta
πίστα	piˈsta
πίστας	piˈsta
πιστέ	piˈste
πιστές	piˈstes
πιστευα	piˈsteva
πίστευα	piˈsteva
πιστεύαμε	piˈstevame
πίστευαν	piˈstevon
πιστεύατε	piˈstevate
πίστευε	piˈsteve
πιστεύει	piˈstevi
πιστευει	pistɛˈvi
πιστεύεις	piˈsteves
πιστέυεις	piˈsteves
πιστευεις	pistɛˈvis
πίστευες	piˈsteves
πιστεύεται	piˈsteteti
πιστεύετε	piˈstevete
πιστευετε	pistɛvete
πιστεύοντας	piˈstevondas
πιστεύουμε	piˈstevo̞me
πιστεύουν	piˈstevun
πιστευουν	pistɛˈvuːn
πιστευτή	pistefˈti
πιστευτό	pistuˈito
πιστεύω	piˈstevo
πιστέυω	piˈstevo
πιστευω	pistɛvo
πίστεψα	piˈstespa
πιστέψαμε	piˈstepsame
πίστεψαν	piˈstefsan
πιστέψατε	piˈstepsate
πιστεψέ	pistepsɛ
πίστεψε	piˈstepsɛ
πίστεψέ	piˈstese
πιστεψε	piˈsteve
πιστέψει	piˈstepsi
πιστεψεις	pistepsi
πιστέψεις	piˈstepsi
πίστεψες	piˈstes
πιστέψετε	piˈstepsete
πιστέψουμε	pistepsume
πιστέψουν	piˈstepsun
πιστέψτε	piˈstepste
πιστεψω	pistepsɔ
πιστέψω	piˈstepsɔ
πιστη	piˈste
πιστή	piˈsti
πίστη	piˈsti
πίστης	piˈstis
πιστό	piˈsto
πιστοί	piˈstoi
πιστολά	pistola
πιστολάδες	pistoˈlaðes
πιστολάκι	pistoˈlaki
πιστολάς	pistoˈlas
πιστολέρο	pistoˈlero
πιστολι	piˈstoli
πιστόλι	piˈstoli
πιστόλια	pistoˈlia
πιστολίδι	pistoˈliði
πιστοποίηση	pistoˈpiɔi̯si
πιστοποιητικά	pistopiɔʝiˈtika
πιστοποιητικό	pistopiɔʝitiko
πιστός	piˈstos
πιστούς	piˈstus
πιστών	piˈston
πίστωση	ˈpistosi
πιστωτές	pistoˈtes
πιστωτικές	pistotiˈces
πιστωτική	pistoˈtiki
πιστωτικής	pistotiˈkisi
πιστωτικό	pistoˈtiko
πιστωτικών	pistotiˈkɔn
πισω	piso
πίσω	piˈso
πισωγύρισμα	pisoɣiˈrizma
πισώπλατα	piˈsoplata
πιτ	piːt
πίτ	piːt
πίτα	piːta
πίτας	piˈta
πιτερ	piˈteɾ
πίτερ	piˈteɾ
πίτερς	piˈters
πίτερσον	piˈteɾson
πίτες	piˈtes
πιτζάμα	pitsama
πιτζάμες	pitsaˈmes
πίτι	piˈti
πίτμπουλ	piˈtbol
πιτς	pts
πίτσα	pitsa
πιτσαρία	pitsaˈɾia
πίτσας	piˈtsas
πίτσερ	piˈtsɛr
πίτσες	piˈtses
πιτσιλιές	pitsiliˈes
πιτσιρίκα	pitsiˈrika
πιτσιρικά	pitsiɾiˈka
πιτσιρικάδες	pitsiɾiˈkaðes
πιτσιρικάς	pitsiɾiˈkas
πιτσιρίκι	pitsiˈrici
πιτσιρίκια	pitsiˈricja
πιτσιρίκο	pitsiˈriko
πίτσμπουργκ	ˈpitsbork
πιτσουνάκια	pitsu'nakia
πιω	piːo
πιώ	piˈo
πιωμένη	pioˈmeni
πιωμένος	pioˈmenos
πλα	pla
πλαγιά	ˈplaʝa
πλάγια	ˈplaʝa
πλαγιές	ˈplaʝes
πλαγκτόν	ˈplaŋgton
πλάζα	ˈplaza
πλάι	ˈplai
πλαϊνή	ˈplɛni
πλαίσια	ˈplɛsça
πλαίσιο	ˈplɛsjo
πλαισίου	ˈplɛsiu
πλακα	plaˈka
πλάκα	ˈplaka
πλακάκια	ˈplakaˌcia
πλάκας	ˈplaskas
πλακατζής	ˈplakatsis
πλάκες	ˈplakes
πλακέτα	plaˈketa
πλακούντα	ˈplakunda
πλακωθούμε	ˈplakɔθumi
πλάκωσε	ˈplakose
πλακώσει	ˈplakosi
πλακώσουν	ˈplako̞sun
πλακώσω	plaˈkoso
πλάνα	ˈplanə
πλανάται	ˈplanati
πλάνετ	planɛt
πλάνη	ˈplani
πλανητάριο	planitaˈrio
πλανήτες	planˈçites
πλανητη	planiti
πλανήτη	planiti
πλανήτης	planɛˈtis
πλανητών	planitɔn
πλάνο	ˈplanɔ
πλασιέ	ˈplasçe
πλασμα	ˈplasma
πλάσμα	ˈplasma
πλάσματα	ˈplasmata
πλασματάκι	ˈplasmataki
πλάσματος	ˈplasmos
πλασμάτων	ˈplasmatɔn
πλαστά	plaˈsta
πλαστές	ˈplastes
πλαστή	ˈplastis
πλαστικά	ˈplastika
πλαστικές	ˈplastisɛs
πλαστική	ˈplastisɪ
πλαστικό	ˈplastiko
πλαστικός	ˈplastikos
πλαστικού	ˈplastikʊ
πλαστό	ˈplastɔ
πλαστογράφησε	ˈplastɔɣrafe
πλαστογραφία	ˈplastɔɣrafia
πλατ	ˈplat
πλατεία	plaˈtia
πλατεία	pla̞ˈti̞a̞
πλατείας	ˈplateas
πλάτες	ˈplates
πλατη	ˈplate
πλάτη	ˈplatɪ
πλάτης	ˈplatis
πλατιά	ˈplatia
πλατό	ˈplato
πλάτος	ˈplatɔs
πλατύ	ˈplatɪ
πλατφόρμα	ˈplaftɔrma
πλατφόρμες	ˈplaftɔrmes
πλατώ	ˈplato
Πλάτων	platon
πλάτωνα	ˈplatonɑ
πλέγμα	ˈpleɣma
πλέγματος	ˈpleɣma
πλέει	ˈplei
πλέι	ˈplei
πλειοδότη	ˈplioðoti
πλέι-οφ	ˈpleɪɔf
πλειοψηφία	ˈpliopsifia
πλειοψηφίας	ˈpliopsilias
πλέις	ˈplɛz
πλειστηριασμό	ˈplistɛɾismo
πλείστον	ˈplɛːston
πλεκτάνη	plekˈtanɪ
πλένει	ˈpleni
πλένεις	ˈplenes
πλένεται	ˈpleneti
πλένονται	ˈplɛnɔti
πλένουμε	ˈplenume
πλένουν	ˈplenun
πλένω	ˈpleno
πλέξιμο	ˈplɛkʃimo
πλεον	pleon
πλεόν	pleˈon
πλέον	ˈplɛɔn
πλεόνασμα	ˈplɛonaʃma
πλεονέκτημά	pleonektʃiˈma
πλεονέκτημα	ˈplɛɔnɛktʝima
πλεονεκτήματα	pleonektimiˈta
πλεονεκτική	pleonektiki
πλέουμε	ˈpleu̯me
πλευρα	pleva
πλευρά	pleˈvra
πλευράς	pleˈvras
πλευρές	pleˈvres
πλευρική	pleviˈrika
πλευρό	pleˈvro
πλευρών	pleˈron
πλεύσης	ˈplivsi
πλη	pli
πληγεί	pliˈʝi
πληγές	ˈpliɣes
πληγή	ˈpliɣi
πληγής	ˈpliɣis
πλήγμα	ˈplimɣa
πληγωθεί	ˈpliɣoθi
πληγωθείς	ˈpliɣoθis
πληγώθηκα	ˈpliɣoːθika
πληγώθηκαν	ˈpliɣoˌton
πληγώθηκε	pliɣoˈnis
πληγώθηκες	ˈpliɣoːtʰikɛs
πληγωθούν	ˈpliɣo̞ːn
πληγωθώ	ˈpliɣoθo
πληγωμένη	ˈpliɣome̞ni
πληγωμένο	ˈpliɣomeˌno
πληγωμένοι	ˈpliɣome̞no̞i̯
πληγωμένος	ˈpliɣomenos
πλήγωνα	ˈplikoɲa
πλήγωνε	ˈpliɣone
πληγώνει	ˈpliɣoni
πληγώνεις	ˈpliɣoniːs
πληγώνεσαι	ˈpliɣone̞se̞i
πληγώνεται	ˈpliɣoneti
πληγώνονται	ˈpliɣonɔnti
πληγώνουν	ˈpliɣonun
πληγώνω	ˈpliɣono
πλήγωσα	ˈpliɣosa
πλήγωσαν	ˈpliɣosan
πλήγωσε	ˈpliɣose
πληγώσει	ˈpliɣosi
πληγώσεις	ˈpliɣosis
πλήγωσες	ˈpliɣoses
πληγώσουμε	ˈpliɣoˌsume
πληγώσουν	ˈpliɣosun
πληγώσω	ˈpliɣoso
πλήθη	ˈpliːθi
πλήθος	ˈpliːθos
πλήθους	ˈpliθus
πληθυντικό	ˈpliθiŋtikɔ
πληθυντικός	ˈplitiɲtikos
πληθυσμό	ˈplitiɣmo
πληθυσμός	ˈplitiɣmos
πληθυσμού	ˈplitiɣmos
πληθώρα	ˈplithora
πληθωρισμός	ˈplithoɾismo
πλήκτρα	ˈpliktra
πλήκτρο	ˈpliktro
πληκτρολόγιο	ˈpliktroloʝo
πλημμέλημα	ˈplimɛlima
πλημμύρα	ˈplimɪra
πλημμύρες	ˈplimires
πλημμυρίζει	ˈplimmirizi
πλημμύρισε	ˈplimɲiɾise
πλημμυρίσει	ˈplimmiɾisi
πλην	plin
πλήξει	ˈpliksi
πλήξη	ˈpliksɛ
πλήρεις	ˈpliris
πληρεξούσιο	ˈplireksoˈsio
πλήρες	ˈplires
πλήρη	ˈpliri
πλήρης	ˈpliris
πληρο	ˈplirɔ
πληροί	ˈplirɔi
πληρούν	ˈplirun
πλήρους	ˈpliːros
πληροφορήθηκα	ˈplirɔfoˌriθɛka
πληροφόρησαν	ˈplirɔfoˈrisan
πληροφόρησε	ˈplirɔfoɾiˈse
πληροφόρηση	ˈplirɔfoɾi
πληροφορήσω	ˈplirɔfoˈriso
πληροφορία	pli̞rofo̞ˈri̞a̞
πληροφορία	ˈplirɔfoɾia
πληροφοριακά	ˈplirɔfoɾʝaka
πληροφορίας	ˈpliroforias
πληροφοριες	ˈplirɔforiɛs
πληροφορίες	ˈplirɔfɔria
πληροφορικής	ˈplirɔfɔrikɔs
πληροφοριοδότες	ˈplirɔforiodoˈtes
πληροφοριοδότη	ˈplirɔforiodoˈti
πληροφοριοδότης	ˈplirɔforjodotis
πληροφοριών	ˈplirɔforion
πληροφορώ	ˈplirɔforo
πληρωθεί	ˈplirɔθi
πληρωθείς	ˈplirɔθis
πληρωθείτε	ˈplirɔθite
πληρώθηκα	ˈplirɔːθika
πληρώθηκαν	ˈplirɔːtʰiŋk
πληρώθηκε	ˈplirɔːtʰise
πληρώθηκες	ˈplirɔːtixɛs
πληρωθούμε	ˈplirɔθumi
πληρωθούν	ˈplirɔθun
πληρωθώ	ˈplirɔθo
πλήρωμα	ˈplima
πλήρωμά	ˈplimɔma
πληρωμα	ˈplirɔma
πληρώματα	ˈplimɔmata
πληρώματος	ˈplimotos
πληρώματός	ˈplimɔmatos
πληρωμένα	ˈplirɔmena
πληρωμένη	ˈplirɔmiˌni
πληρωμένο	ˈpliromeno
πληρωμένος	ˈpliromenos
πληρωμές	ˈpliromes
πληρωμή	ˈplirimi
πληρωμής	ˈpliromis
πληρωμών	ˈplirɔmon
πλήρωνα	ˈplirano
πληρώναμε	ˈplironame
πλήρωναν	ˈplironan
πλήρωνε	ˈplirone
πληρώνει	ˈplirɔne
πληρώνεις	ˈplironeis
πλήρωνες	ˈplirones
πληρώνεσαι	ˈplirone̞se̞sai̯
πληρώνεστε	ˈplirone̞ste
πληρώνεται	ˈplirɔnɛti
πληρώνετε	ˈplironeˌte
πληρώνομαι	ˈplironomi
πληρωνόμαστε	ˈplironoˌmaste
πληρώνονται	ˈplirɔnosi
πληρώνοντας	ˈplirɔːns
πληρώνουμε	ˈplirono̞me
πληρώνουν	ˈplirɔːnun
πληρώνω	ˈplirono
πλήρως	ˈplirɔs
πλήρωσα	ˈplirɔsa
πληρώσαμε	ˈplirosame
πλήρωσαν	ˈplirɔsan
πληρώσατε	ˈplirɔːsate
πλήρωσέ	ˈplirosi
πλήρωσε	ˈplirɔse
πληρώσει	ˈplirosi
πληρωσει	ˈplirɔsi
πληρώσεις	ˈplirosi
πλήρωσες	ˈplirɔses
πληρώσετε	ˈplirɔsɛtɛ
πληρώσουμε	ˈplirosume
πληρώσουν	ˈplirɔːsɪn
πληρώστε	ˈplirɔːste
πληρωσω	ˈplirɔso
πληρώσω	ˈplirɔso
πλησίαζα	ˈplisiasa
πλησίαζαν	ˈplisian
πλησίαζε	ˈplisiadze
πλησιάζει	ˈplisazɛ
πλησιαζει	ˈpliziazdi
πλησιάζεις	ˈpliziazis
πλησιάζετε	ˈpliziazete
πλησιάζουμε	ˈplisʝazume
πλησιάζουν	ˈpliziazun
πλησιάζω	ˈpliziazo
πλησίασα	ˈplisiasa
πλησιάσαμε	ˈplisʝasame
πλησίασαν	ˈplisjan
πλησίασε	ˈplisiase
πλησιάσει	ˈplisiasi
πλησιάσεις	ˈpliʃasis
πλησίασες	ˈplisiases
πλησιάσετε	ˈpliʃasete
πλησιάσουμε	ˈpliʃasume
πλησιάσουν	ˈplisjasun
πλησιάστε	ˈplisastɛ
πλησιάσω	ˈplisiaso
πλησιέστερη	ˈplisiesteri
πλησιέστερο	ˈplisʝestero
πλησίον	ˈplisɪɔn
πλιάτσικο	ˈplʝatsiko
πλιγούρι	ˈpligoɾi
πλοήγηση	ploˈiʝisi
πλοήγησης	ploˈiɣis
πλοηγός	ploˈʝos
πλοια	ploˈia
πλοία	ploˈia
πλοίαρχε	ˈploɪraɾçe
πλοίαρχο	ˈplio̞ɾxo
πλοίαρχος	ploˈarxos
πλοιάρχου	ploˈarxu
πλοίο	ˈplio
πλοίο	ploˈiːo
πλοιο	ploˈjo
πλοίου	ploˈu
πλοίων	ploˈi̯on
πλοκάμια	ploˈkamia
πλοκή	ploˈci
πλούσια	ˈplusja
πλούσιας	plusis
πλούσιες	ˈplusiɛs
πλούσιο	ˈpluːsio
πλούσιοι	ˈplusiɔi
πλουσιόπαιδα	plusioˈpɛða
πλουσιόπαιδο	plusioˈpido
πλουσιοπάροχα	plusjoˈparoxa
πλούσιος	plusos
πλουσιότερη	plusioˈtɛri
πλουσιότερο	plusio̞sto̞
πλουσιότερος	plusioˈtɛros
πλουσιότερους	plusioˈtɛrons
πλούσιου	ˈplusio
πλούσιους	plusis
πλουσίων	plusio̞n
πλούσιων	ˈplusion
πλούτη	ˈpluti
πλούτο	ˈpluto
πλούτος	plus
πλούτου	ˈplutu
πλούτωνα	ˈpluːtona
πλουτώνιο	ˈplutonio
πλυθεί	ˈpliti
πλυθείς	pliˈθis
πλυθείτε	pliˈθite
πλυθώ	ˈplito
πλύνε	ˈpline
πλύνει	ˈplini
πλύνεις	ˈplinis
πλύνετε	ˈplinete
πλύνουμε	ˈplinome
πλυντήρια	ˈplindiria
πλυντήριο	ˈplindiriɔ
πλυντηρίου	plintiˈrio
πλύνω	ˈplino
πλύση	ˈplisɪ
πλύσιμο	ˈplisimo
πλύσου	ˈplisou
πλυσταριό	ˈplistario
πλώρη	ˈplori
πλωσε	plosɛ
πλωτάρχα	ploˈtaɾça
πλωτάρχη	ploˈtaɾçi
πλωτάρχης	ploˈtaɾçis
πλωτό	ploˈto
πμ	pim
πμ	pimi
πνευμα	ˈpnevma
πνεύμα	ˈpnevma
πνεύματα	ˈpnevmata
πνευματικά	ˈpnevmatika
πνευματικές	ˈpnevmatikes
πνευματική	ˈpnevmatiki
πνευματικής	ˈpnevmatikis
πνευματικό	ˈpnevmatiko
πνευματικός	ˈpnevmatikos
πνευματικών	ˈpnevmatikɔn
πνεύματος	ˈpnevmatos
πνευματώδης	ˈpnevmaˌtodis
πνευμάτων	ˈpnevmatɔn
πνεύμονα	ˈpnɛvmona
πνεύμονας	ˈpnevmonas
πνεύμονες	ˈpnevmones
πνεύμονές	ˈpnevmoˌnes
πνευμονία	ˈpnevmonia
πνευμόνια	ˈpnevmoɲa
πνευμονική	ˈpnevmɔnici
πνευμονικό	ˈpnevmɔniko
πνευμόνων	ˈpnevmoːnɔːn
πνιγεί	piɲiˈʝi
πνίγει	piˈŋi
πνιγείς	piɲiˈzis
πνίγεις	piˈŋis
πνιγείτε	piɲiˈʝite
πνίγεσαι	ˈpniɣesai
πνίγεται	piˈɲete
πνίγηκαν	piˈŋika
πνίγηκε	piˈniʝeke
πνιγμένη	piɲiˈʝmeni
πνιγμένος	piɲiɣˈmevos
πνιγμό	piɲmo
πνιγμός	piɲiɣˈmos
πνιγμού	piɲiˈmoʊ
πνίγομαι	ˈpniɣomɛ
πνιγόμουν	piɲiˈɣomu
πνίγονται	ˈpniɣontai
πνιγόταν	piɲoˈtan
πνιγούμε	piɲuˈmo
πνίγουν	piˈɲuːn
πνιγούν	piɲuˈn
πνιγώ	piɲiˈɣo
πνίξει	piˈniksi
πνίξεις	piˈnikses
πνίξου	ˈpniksu
πνίξουμε	ˈpniksomɛ
πνίξουν	ˈpnikson
πνίξω	ˈpnikso
πνοή	ˈpnoi
πο	pɔ
πό	pɔ
ποδαράκια	poðaˈɾaca
ποδηλασία	poðilaˈsia
ποδήλατα	poˈðilata
ποδηλατο	poðilato
ποδήλατο	poˈðilato
ποδήλατό	poˈðilato
ποδηλάτου	poðiˈlatu
πόδι	poði
πόδι	ˈpo̞ði
ποδι	pɔði
ποδιά	poˈðʝa
πόδια	poˈðʝa
ποδια	pɔðʝa
ποδιές	poðies
ποδιού	poðiˈu
ποδιών	poðiˈon
ποδοσφαιράκι	poðofsiˈɾaci
ποδοσφαιρική	poðofsɛɾiˈki
ποδοσφαιρικό	poðosfeɾiˈkɔ
ποδοσφαιριστές	poðosfeɾiˈstes
ποδοσφαιριστή	poðofsiɾiˈstʰi
ποδοσφαιριστής	poðosfeɾistis
ποδόσφαιρο	poˈðosfeɾo
ποδοσφαίρου	poðosfeˈɾu
πόε	poe
πόζα	pɔ́za
ποζάρει	poˈzare
ποζάρεις	poˈzares
ποζάρω	pozaro
πόζες	pozɛs
ποθεί	pɔˈθi
ποθείς	pɔˈtis
πόθο	pɔθo
πόθος	pɔθos
πόθου	poˈθu
ποθώ	poˈθo
ποιά	poˈia
ποία	poˈia
ποια	poja
ποιάν	poˈan
ποιαν	pojan
ποιανής	pojaˈnis
ποιανού	pojaˈnuː
ποιας	pojɑ
ποιες	piːes
ποιές	piˈes
ποίημα	poˈima
ποιήματα	piˈimat(a)
ποιήματά	piˈimata
ποιήσεις	piˈisis
ποίηση	poˈisi
ποίησης	poiisis
ποιήσουμε	piˈisume
ποιητές	poi̯i̯ɛˈtɛs
ποιητή	poiˈiti
ποιητής	poi̯i̯tɛ̯s
ποιητική	piɪtiˈki
ποιητικό	piɪtiko
ποιήτρια	piˈitria
ποικιλία	pocilia
ποικιλίες	pociliˈe\
ποιμένας	poiˈmenas
ποίμνιό	poˈmiɲo
ποίμνιο	pɔːˈmɲo
ποινές	piˈnes
ποινή	poˈniː
ποινής	poiˈnis
ποινικά	poiniˈka
ποινικές	piniˈces
ποινική	poiˈnikɪ
ποινικό	poiˈnikɔ
ποινικού	poiˈnikʊ
πόιντ	po̞ɪ̯nt
ποίο	poˈi̯o
ποιο	pojo
ποιό	poˈo
ποιοs	pɔi̯ɔs
ποιοv	poˈivos
ποιοί	poi̯
ποιοι	poi̯o̯
ποιον	poˈjon
ποιόν	poˈon
ποιος	pios
ποιοσ	pojɔs
ποίος	poˈos
ποιός	pɔˈis
ποιότητα	poˈiotita
ποιότητας	poiˈotitas
ποιοτική	pojotiˈki
ποιοτικό	pojotiˈko
ποιου	poˈio
ποιού	poˈu
ποιούς	poˈinus
ποιους	pɔːrus
ποιων	pɔˈjon
ποκαχόντας	pokaˈxondas
πόκεμον	poˈkemon
πόκερ	ˈpɔkɛr
πολ	po̞l
πολ	pɔl
πόλ	pɔl
πόλα	pɔlɑ
πόλακ	polak
πόλεις	ˈpolis
πόλεμo	pɔlɛmo
πολεμά	polema
πολέμα	pɔˈlɛma
πολεμάει	pole'mae
πολεμάμε	poleˈmame
πολεμάνε	pole'mane
πολέμαρχος	poˈlemarxos
πολεμάς	pole'mas
πολεμάτε	poleˈmate
πολεμάω	pole'mao
πολέμησα	poˈlimesa
πολεμήσαμε	poleˈmisame
πολέμησαν	poˈlemisan
πολεμήσατε	pɔlɛˈmisate
πολέμησε	poˈlemise
πολέμησέ	poˈlemisɛ
πολεμήσει	polemiˈsi
πολεμήσεις	polemiˈsiːs
πολέμησες	poˈlemisɛs
πολεμήσετε	polemiːsete
πολεμήσουμε	poleˈmisome
πολεμήσουν	poleˈmisun
πολεμήστε	poleˈmiːste
πολεμήσω	polemiˈso
πολεμικά	polemika
πολεμικές	pɔlɛmisɛs
πολεμική	polemiˈci
πολεμικής	polemiˈcis
πολεμικό	polemiko
πολεμικού	polemiku
πολεμικών	polemiˈkon
πολεμιστές	polemistes
πολεμιστή	polemiˈsti
πολεμιστής	polemistis
πολεμίστρια	poleˈmistria
πολεμιστών	polemiston
πολεμο	polemo
πόλεμό	poleˈmo
πόλεμο	pɔˈlemɔ
πόλεμοι	poˈlemi
πολεμος	poˈlemos
πολεμοσ	polemos
πόλεμος	pɔlɛmɔs
πολεμου	polemu
πολέμου	pɔˈlemu
πολεμούν	polemuːn
πολέμους	poˈlemos
πολεμούσα	poleˈmusa
πολεμούσαμε	poleˈmusame
πολεμούσαν	poleˈmusan
πολεμούσε	polemuːˈse
πολεμοφόδια	polemofoðia
πολεμώ	polemo
πολέμων	poˈlemon
πολεμώντας	poleˈmos
πόλεων	pɔˈleɔn
πόλεως	pɔˈleɔs
πολη	poli
πόλη	poli
πόλη	ˈpo̞li
πολης	polisi
πόλης	pɔlis
πόλι	poli
πολικές	poliˈces
πολική	polici
πολικό	poliko
πολίν	poˈlin
πολιομυελίτιδα	poliomyeliˈtiða
πολιορκία	polioɾkia
πολιτεια	poliˈtia
πολιτεία	poliˈtia
πολιτειακή	politiˈeka
πολιτειακό	politiako
πολιτείας	politias
πολιτείες	politiˈes
πολιτειών	politiˈon
πολίτες	poˈlites
πολίτη	poˈlitʰi
πολίτης	poˈlitis
πολιτικά	politi'ka
πολιτικές	politiˈkes
πολιτικη	politici
πολιτική	politiˈci
πολιτικής	politiˈkisa
πολιτικό	politiko
πολιτικοί	politiˈci
πολιτικός	politiˈkos
πολιτικού	politiku
πολιτικούς	politikos
πολιτικών	politiˈkon
πολιτισμένα	politizˈmena
πολιτισμένη	politizˈmeni
πολιτισμένο	politiˈzmeno
πολιτισμένοι	politiˈzmeni
πολιτισμένος	politizˈmenos
πολιτισμό	politiˈzmo
πολιτισμοί	politizˈmi
πολιτισμός	politizmos
πολιτισμού	politiˈzmoʊ̯
πολιτισμούς	politizmos
πολιτισμών	politizmon
πολιτιστική	politiˈstika
πολιτιστικό	politistiko
πολιτοφυλακή	politoɸulaˈci
πολιτών	poliˈton
πολκ	poɫk
πόλκα	ˈpolka
πολλ	pɔl
πολλα	pola
πολλά	poˈla
πολλαπλά	pola'pla
πολλαπλασιάζονται	polaplɛsiˈazote
πολλαπλές	pola'ples
πολλαπλή	polaˈpli
πολλαπλοί	pola'pli
πολλαπλούς	pola'pluːs
πολλαπλών	pola'plon
πολλες	poˈles
πολλές	poˈles
πολλη	poˈli
πολλή	poˈli
πολλοί	poˈli
πολλοι	pɔlɔi
πολλού	poˈlu
πολλους	poˈlos
πολλούς	poˈlos
πολλών	poˈlon
πόλνταρκ	ˈpoldark
πόλο	pɔlo
πόλοκ	pɔlɔk
πόλος	ˈpolos
πόλους	ˈpolus
πόλσον	pɔlˈson
πολτό	poɫˈto
πολυ	poli
πολύ	poˈli
πόλυ	poli
πολυαγαπημένη	poliaɣapiˈmeni
πολυάσχολη	poliˈaskɔli
πολυάσχολο	poliˈasxolo
πολυάσχολοι	poliˈaskɔli
πολυάσχολος	poliˈasxolos
πολυβόλα	poliˈvola
πολυβόλο	poliˈvolo
πολυεθνικές	polii̯e̞ste̞likes
πολυεθνική	polii̯e̞stiliˈci
πολυέλαιο	poliˈleo
πολυθρόνα	poliθrona
πολυκατάστημα	polikaˈtastima
πολυκατοικία	polikatiˈkia
πολυκοσμία	poliko'smia
πολυλογάς	poliloˈɣas
πολυλογία	poliloɣia
πολυλογώ	poliloˈɣo
πολυμήχανος	poliˈmiçanos
πολυμορφικός	polimoɾfiko̞s
πολύπλοκα	poliˈploka
πολύπλοκες	poliˈploces
πολύπλοκη	poliˈploci
πολύπλοκο	poliˈploko
πολύπλοκος	poliˈplokos
πολυπλοκότητα	po̞li̞plo̞ˈko̞ti̞ta̞
πολυπλοκότητα	poliploˈkotiθa
πολυπολιτισμικός	po̞lipo̞li̞ti̞zmiˈko̞s
πολύ-πολύ	poˈlipoˈli
πολυς	polis
πολύς	poˈlis
πολυτέλεια	poliˈtelia
πολυτελείας	politelias
πολυτέλειες	politelias
πολυτελές	politeles
πολυτελή	politeli
πολύτιμα	poˈlitiːma
πολύτιμες	poˈlimes
πολύτιμη	poˈlitiːmi
πολύτιμο	poˈlitiːmo
πολύτιμοι	poˈlitimi
πολύτιμος	poˈlitismos
πολυτιμότερο	politimóto
πολύτιμους	poˈlimos
πολύχρωμα	poˈlixroma
πολύχρωμο	poˈlixromo
πολωνία	poloˈnia
πολωνίας	poloˈnias
πολωνικά	poloniˈka
πολωνοί	poloˈni
πολωνός	poloˈnos
πολωνούς	poloˈnos
πόμολο	pɔmo̞lo
πομπή	poˈmpi
πομπηία	pobiˈa
πομπό	poˈmbo
πομπός	pɔmˈbos
πομπούς	poˈbuns
πονά	poˈna
πονάει	pɔˈne
ποναει	pɔnɛi
πονάνε	pɔˈnane
πονάς	pɔˈnas
πονάτε	poˈnate
πονάω	pɔˈnɑo
πονγκ	poŋg
πόνεσα	poˈnesa
πόνεσε	poˈnese
πονέσει	pɔˈnesi
πονέσεις	pɔˈnesis
πόνεσες	pɔnɛsɛs
πονέσω	pɔˈneso
πονηρά	poniˈra
πονηρές	poniˈres
πονηρή	poniˈri
πονηριά	poniˈɾia
πονηρό	poniˈɾo
πονηρός	poniˈɾos
πονηρού	pɔnirʊ
πόνι	pɔ́ni
πονο	pono
πόνο	pɔnɔ
πονόδοντο	pɔˈnɔðɔn̪dɔ
πόνοι	pɔ́ni
πονοκέφαλο	ponɔˈcefalo
πονοκέφαλοι	ponɔˈceflai
πονοκέφαλος	ponɔˈcefalɔs
πονοκεφάλους	ponɔcɛˈfalus
πόνος	ˈponos
πόνου	poˈnu
πονούν	poˈnun
πόνους	pɔˈnus
πονούσα	poˈnusa
πονούσε	poˈnuse
ποντ	po̞ɲd
πόνταρα	póntara
πόνταρε	pɔ́ndare
ποντάρει	po̞nˈdaɾi
ποντάρεις	pɔnˈdaɾis
ποντάρετε	po̞nˈdaɾete
ποντάρισμα	poˈndarisma
ποντάρουμε	po̞nˈdaɾume
ποντάρω	poˈndaɾo
ποντικάκι	po̞ndiˈkaci
ποντίκι	po̞ndíki
ποντίκια	po̞ndi̞ˈcia
ποντικό	po̞ndiˈko
ποντικοπαγίδα	po̞ndiko̞paˈʝiða
ποντικός	pɔ́ndikos
ποντικοφάρμακο	po̞ndikoˈfarmako
πόντο	pɔ́ndo
πόντοι	pɔ́nti
πόντος	póntos
πόντους	ˈpɔndus
πόντσο	ˈpɔ̞ndzɔ̞
πόντων	pɔ́ntɔn
πόνυ	pɔ́ny
πόουνι	poˈuni
πόουπ	po̞u̯p
ποπ	pop
πόπι	popi
πόπινς	ˈpopins
ποπκόρν	poˈkorn
ποπ-κορν	popˈkoɾn
ποπό	pɔpɔ
ποποφ	popof
πορδούλα	poɾðula
πορεία	poˈria
πορεια	pɔˈria
πορείας	porias
πορείες	poˈries
πόρθος	porθos
πόρισμα	poˈrisma
πορνεία	porniˈa
πορνείας	porneˈas
πορνείο	poɾˈnɛo
πορνείο	pɔɾniɔ
πόρνες	ˈpornes
πορνη	porni
πόρνη	ˈporni
πόρνης	ˈpornis
πορνό	poɾˈno
πορνογραφία	poɾnoɣraˈfia
πορνογραφία	pɔrnɔɣrafia
πορνογραφικός	pɔrnɔɣrafikɔs
πορνογράφος	pɔrnɔɣɾafɔs
πορνοστάρ	poɾnoˈstaɾ
