00h	ɔh
сакаме	sakamɛ
сакан	ˈsakan
сакан	sakan
сакана	ˈsakana
саканата	ˈsakanata
сакани	ˈsakanʲi
саканик	sakanik
саканиот	ˈsakanɪɔt
саканите	ˈsakinɛtɛ
сакано	ˈsakanɔ
сакано	sakanɔ
саканото	ˈsakanoto
сакање	ˈsakaɲɛ
сакање	sakaɲɛ
сакат	ˈsakat
сакат	sakat
саката	ˈsakatɐ
сакате	ˈsakatɛ
сакате	sakatɛ
сакатен	sakatɛn
сакатење	sakatɛɲɛ
сакати	sakati
сакатиот	ˈsakatɪɔt
сакатник	sakatnik
сакатница	sakatnitsa
сакатници	sakatnitsi
сакато	sakatɔ
сакаш	sakaʃ
сакаш	sɑkɑʃ
сакаше	ˈsakaʃɛ
сакаше	sakaʃɛ
саќе	sacɛ
саќе	ˈsadʒɛ
саке	sɑkɛ
сакето	ˈsakɛtɔ
сакм	ˈsɑkʰm
сако	sako
сако	sakɔ
сакоа	sakɔa
сакото	sɑkɔtɔ
сакрален	sakralɛn
сакраментален	sakramɛntalɛn
сакраменто	ˈsakarɛmɛntɔ
сакристии	sakristii
сакристија	sakristija
сакс	saks
саксииште	saksiiʃtɛ
саксија	saksija
саксон	sɑkˈsɔn
саксонец	saksɔnɛts
саксонија	saksɔnija
саксонка	saksɔŋka
саксофон	saksɔfɔn
саксофонист	saksɔfɔnist
саксофонистка	saksɔfɔnistka
саксофониште	saksɔfɔniʃtɛ
сакш	ˈsaks
сал	saɫ
сала	sala
сала	saɫa
саладин	saladin
салазар	sɑlɑzɑr
салазарови	sɑlɑzɑrɔvi
салам	salam
салама	salama
салама	saɫama
саламан	ˈsalamɑn
саламандер	ˈsalamanɛr
саламандер	saɫamandɛr
саламанка	ˈsalamanka
саламиште	saɫamiʃtɛ
саламура	saɫamuɾa
саландер	salander
салас	saˈlas
салата	saˈlata
салата	saɫata
салатата	saˈlataːta
салатен	saɫatɛn
салати	saˈlati
салати	saɫati
салатичка	saɫatitʃka
салатиште	saɫatiʃtɛ
салатка	saɫatka
салатник	saɫatnik
салатници	saɫatnitsi
салвадор	ˈsalvador
салвадор	saɫvadɔr
салвадорец	saɫvadɔɾɛts
салвадорка	saɫvadɔrka
салвадорски	saɫvadɔrski
салватор	sɑlvɑtɔr
салваторе	ˈsalvatore
салвета	saɫvɛta
салвети	saɫvɛti
салдо	saɫdɔ
салдуа	sɑɫˈduɑ
сале	salɛ
салем	saˈlɛm
салеп	salɛp
салест	salɛst
сали	sali
саливан	sɑliˈvan
саливен	ˈsalivɛn
салиери	saliɛri
салим	sɑlim
салинитет	salinitɛt
салинџер	ˈsalindʒɛr
салиште	saliʃtɛ
сал-ли	sɑlɫi
салмонела	saɫmɔnɛɫa
сало	salo
сало	saɫɔ
саломе	saˈlomɛ
салон	saˈlɔn
салон	saɫɔn
салони	saˈlɔni
салонот	saˈlɔnɔt
салонски	saɫɔnski
салотејп	saɫɔtɛjp
салотеп	saɫɔtɛp
салото	ˈsalɔtɔ
салса	salsa
салта	saɫta
салто	saɫtɔ
салто	ˈsɑlto
салунот	salunɔt
салфета	saɫfɛta
салфета	sɑlfɛta
салфетата	ˈsalvɛtɛta
салфети	saɫfɛti
салфети	sɑlfɛti
салфетка	salfɛtka
салфетка	saɫfɛtka
салфетката	salfɛtka
салфетки	sɑɫˈfɛtkʲi
салце	saɫtsɛ
самo	samo
сам	sam
сама	sama
самадара	ˈsamadara
самаел	ˈsamaɛɫ
самандриел	samandriel
саманта	ˈsamanta
самар	samar
самара	ˈsamaɾa
самари	samaɾi
самариум	samaɾijum
самариште	samaɾiʃtɛ
самарјанин	ˈsamaɾjanin
самарче	samartʃɛ
самарџии	samardʒii
самарџија	samardʒija
самарџика	samardʒika
самарџиски	samardʒiski
самата	saˈmata
самба	ˈsamba
самел	ˈsamɛɫ
самер	sɑˈmɛr
самервил	ˈsamervil
самерс	ˈsamer
самертаун	ˈsamɛrtɑun
самец	ˈsamɛts
самец	samɛts
самечки	samɛtʃki
сами	sami
самиот	samiot
самир	ˈsamir
самит	samit
самит	sɑmit
самите	samiːtɛ
самитот	ˈsamitɔt
самица	ˈsamitsa
самица	samitsa
самицата	samiˈtsada
самичок	samitʃɔk
самјуел	ˈsamjuɛɫ
самкро	sɑmˈkrɔ
самнанг	sɑmnɑŋ
самнер	sɑmnɛr
само	samo
само-	samo
само	samɔ
самоа	samɔa
самоанец	samɔanɛts
самоанка	samɔaŋka
самоански	samɔanski
самобендисан	ˈsamɔbɛndisan
самобендисан	samɔbɛndisan
самобендисано	samɔbɛndisanɔ
самобендисаност	samɔbɛndisanɔst
самовар	samɔvar
самовила	ˈsamɔviɫa
самовила	samɔviɫa
самовилата	ˈsamɔvilata
самовили	samɔvili
самовили	ˈsamɔviɫi
самовилите	sɑmɔvɪlɛtɛ
самовилиште	samɔviliʃtɛ
самовило	samoʋilo
самовилска	ˈsamɔvilska
самовилски	ˈsamɔvilski
самовилски	samɔviɫski
самовластие	samɔvɫastijɛ
самовљубен	samɔvʎubɛn
самовљубено	samɔvʎubɛnɔ
самовљубеност	samɔvʎubɛnɔst
самоволен	samɔvɔlɛn
самоволно	samɔvɔɫnɔ
самоглавец	samɔgɫavɛts
самоглавник	samɔgɫavnik
самоглавници	samɔgɫavnitsi
самоглавци	samɔgɫaftsi
самогласен	samɔgɫasɛn
самогласка	samɔgɫaska
самогласки	samɔgɫaski
самодејност	samɔdɛjnɔst
самодисциплина	samɔdistsiplina
самодоверба	samoˈdovɛrba
самодоверба	samɔdɔvɛrba
самодовербата	ˈsamɔdɔvɛrba
самодоволен	samɔdɔvɔlɛn
самодоволно	samɔdɔvɔɫnɔ
самодржавие	samɔdr̩ʒavijɛ
самодржавје	samɔdr̩ʒavjɛ
самодржец	samɔdr̩ʒɛts
саможивност	samɔʒivnɔst
саможртва	samɔʒr̩tva
самозаборав	samɔzabɔɾaf
самозадоволен	samɔzadɔvɔlɛn
самозадоволно	samɔzadɔvɔɫnɔ
самозадоволување	samɔzadɔvɔɫuvaɲɛ
самозалажување	samɔzaɫaʒuvaɲɛ
самозапалувања	samɔzapaɫuvaɲa
самозапалување	samɔzapaɫuvaɲɛ
самозаштита	samɔzaʃtita
самозванец	samɔzvanɛts
самоизмачување	samɔizmatʃuvaɲɛ
самоизолација	samɔizɔɫatsija
самоил	samoil
самоиницијативно	samɔinitsijativnɔ
самојед	samɔjɛt
самоједи	samɔjɛdi
самоков	samɔkɔf
самокови	samɔkɔvi
самоконтрола	samɔkɔntrɔɫa
самоконтрола	sɑmɔkɔntˈrɔla
самокритика	samɔkritika
самокритикување	samɔkritikuvaɲɛ
самокритичен	samɔkrititʃɛn
самокритично	samɔkrititʃnɔ
самокритичност	samɔkrititʃnɔst
самољубив	samɔʎubif
самољубиво	samɔʎubivɔ
самољубивост	samɔʎubivɔst
самољубие	samɔʎubijɛ
самонаплата	samɔnapɫata
самоодбрана	samɔɔdbrana
самоодбрана	ˈsamɔɔdr̩na
самоодржлив	samɔɔdr̩ʒlif
самоодржливо	samɔɔdr̩ʒlivɔ
самоодржување	samɔɔdr̩ʒuvaɲɛ
самоомаловажување	samɔɔmaɫɔvaʒuvaɲɛ
самоомаловажувачки	samɔɔmaɫɔvaʒuvatʃki
самоопределување	samɔɔprɛdɛɫuvaɲɛ
самопонижување	samɔpɔniʒuvaɲɛ
самопослуга	samɔpɔsɫuga
самопослужување	samɔpɔsɫuʒuvaɲɛ
самопочит	ˈsamopɔtʃit
самопочит	samɔpɔtʃit
самопочитување	ˈsamopɔtʃituvaɲɛ
самопрегор	samɔprɛgɔr
самопрезир	samɔprɛzir
самопрогласен	samɔprɔgɫasɛn
самопромоција	samɔprɔmɔtsija
самосвесен	samɔsvɛsɛn
самосвесно	samɔsvɛsnɔ
самосвест	samɔsvɛst
самостоен	samosˈtɔɛn
самостоен	samɔstɔɛn
самостојна	samosˈtɔjna
самостојни	ˈsamoˌstɔjni
самостојно	samostojno
самостојно	samɔstɔjnɔ
самостојност	samɔstɔjnɔst
самострел	samostrɛl
самострел	samɔstrɛɫ
самострелот	samostrɛlɔt
самотен	samɔtɛn
самотија	samoˈtiʝa
самотија	samɔtija
самотијата	sɑmɔtiˈjɑtɛ
самотник	samɔtnik
самотник	ˈsamɔtrik
самото	sɑmɔtɔ
самоуби	samoʊˈbi
самоубивање	samɔubivaɲɛ
самоубие	ˈsamɔubiɛ
самоубиец	ˈsamoubitsɛt
самоубиец	samɔubijɛts
самоубиеш	ˈsamɔubiɛʃ
самоубијам	ˈsamɔubijam
самоубил	samoʊˈbɪl
самоубила	samoʊbila
самоубиства	samoʊbistva
самоубиствата	samoʊbistvaˈta
самоубиствен	samoʊbistɛnt
самоубиствен	samɔubistvɛn
самоубиствена	samoʊbistʋɛna
самоубиствени	samoʊbistrɛni
самоубиство	samoʊbistvo
самоубиство	samɔubistvɔ
самоубиството	ˈsamɔubiˈstɪvɔ
самоуверен	ˈsamɔu̯vɛrɛn
самоуверен	samɔuvɛɾɛn
самоуверена	ˈsamouvɛrɛna
самоуверени	samoʊvɛrɛni
самоуверено	samoʊvɛˈrɛno
самоуверено	samɔuvɛɾɛnɔ
самоувереност	ˈsamouvɛrɛnost
самоук	samɔuk
самоуко	samɔukɔ
самоуништи	ˈsamouˈniʃti
самоуништување	ˈsamouˈnistvuˈɲɛ
самоуништувачки	samɔuniʃtuvatʃki
самоуправувачки	samɔupravuvatʃki
самоуштво	samɔuʃtvɔ
самохипноза	samɔxipnɔza
самохран	samɔxran
самохрана	samoˈxrana
самохрана	samɔxrana
самохрано	samɔxranɔ
самоцензура	samɔtsɛnzuɾa
самошто	ˈsamoʃtɔ
самрак	samrak
самракот	ˈsamraˌkot
самрачен	samratʃɛn
самсон	ˈsamsɔn
самсоне	ˈsamsɔnɛ
самува	samuva
самување	samuvaɲɛ
самуел	ˈsamuɛɫ
самуелс	ˈsamuɛɫs
самуил	samuːil
самуил	samuiɫ
самун	samun
самураи	ˈsamuraɪ
самураите	ˈsamuraɪtɛ
самураиште	samuraiʃtɛ
самурај	ˈsamuraj
самурај	samuraj
самурајот	sɑmuˈrajɔt
самурајски	ˈsamuraɪki
самурајски	samuɾajski
самци	samtsi
сан	san
сана	sana
санада	sɑnɑda
санаец	sanaɛts
санајка	sanajka
санајски	sanajski
санаториум	sanatoɾium
санаториум	sanatɔɾijum
санација	sanatsija
санва	sɑnva
санг	sɑŋ
сангала	ˈsaŋgala
сангвиник	saŋgvinik
сангвиници	saŋgvinitsi
сангог	saŋgɔk
сандак	sandak
сандакот	sɑndɑkɔt
сандала	sandaɫa
сандали	ˈsandali
сандалија	sandalija
сандалите	ˈsandalitɛ
сандаци	ˈsandatsi
сандаци	sandatsi
сандаците	sandakite
сандаче	sandatʃɛ
сандаче	sɑndɑtʃɛ
сандачето	ˈsandatʃɛtɔ
сандачиња	sandatʃiɲa
сандачиште	sandatʃiʃtɛ
сандерс	ˈsandɛrs
сандерсон	ˈsandɛrsɔn
санди	ˈsandi
сандински	sɑndiːnski
сандра	ˈsandra
сандра	sandra
сандро	sɑndrɔ
сандс	ˈsands
сани	sanɪ
санирање	saniɾaɲɛ
санисајд	sɑnisɑjɟ
санитар	sanitar
санитари	sanitaɾi
санитарка	sanitarka
санитарката	sanitarkata
санитарки	sanitarki
санка	ˈsanka
санка	saŋka
санкање	saŋkaɲɛ
санката	ˈsɑŋkɑtɑ
санки	sanki
санки	saŋki
санктпетербуршки	saŋktpɛtɛrburʃki
санкции	sɑŋktsi
санмаринец	sanmarinɛts
санмаринка	sanmariŋka
санмарински	sanmarinski
санрајс	sanrajʃ
санса	sansa
сансалвадорец	sansaɫvadɔɾɛts
сансалвадорка	sansaɫvadɔrka
сансалвадорски	sansaɫvadɔrski
сансет	sɑnsɛt
санскрит	sanskrit
сант	sant
санта	ˈsanta
сантана	ˈsantana
санти	ˈsanti
сантијаго	ˈsantiʝo
сантиметар	ˈsantimɛtar
сантиметар	santimɛtar
сантиметри	santimɛtri
сантиметри	ˈsantimitɛri
сантина	ˈsantina
сантино	ˈsantiːno
сантјаго	santjagɔ
сантјагоанец	santjagɔanɛts
сантјагоанка	santjagɔaŋka
сантјашки	santjaʃki
санто	sɑnto
сантодомингоанец	santɔdɔmiŋgɔanɛts
сантодомингоанка	santɔdɔmiŋgɔaŋka
сантодомингоански	santɔdɔmiŋgɔanski
сантос	ˈsantɔs
санхил	sanhil
санхосеанец	saŋxɔsɛanɛts
санхосеанка	saŋxɔsɛaŋka
санхосеански	saŋxɔsɛanski
санчез	santʃɛs
санчо	santʃɔ
саншајн	sanʃaj
сања	saɲa
сао	sɑɔ
сапо	saˈpɔ
сапун	ˈsapun
сапун	sapun
сапунарница	sapunarnitsa
сапунарски	sapunarski
сапунарство	sapunarstvɔ
сапунење	sapunɛɲɛ
сапунерка	sapunɛrka
сапунест	sapunɛst
сапунет	sapunɛt
сапуни	sapuni
сапуница	ˈsapunitsa
сапуница	sapunitsa
сапуниште	sapuniʃtɛ
сапунот	ˈsapunɔt
сапунски	sapunski
сапунче	sapuntʃɛ
сапунџии	sapundʒii
сапунџија	sapundʒija
сапунџика	sapundʒika
сапунџиски	sapundʒiski
сар	sar
сара	ˈsara
сара	saɾa
сарагоса	saragosa
сараево	ˈsaraɛvɔ
сараево	saraɛvɔ
сараевски	saraɛfski
сараевчанец	saɾaɛftʃanɛts
сараевчанка	saɾaɛftʃaŋka
сарај	saɾaj
сараја	ˈsaraja
саран	saˈran
саранот	sɑrɑnɔt
саратога	ˈsaraˌtɔga
сараунд	sɑrɑund
сараф	saɾaf
сарафи	saɾafi
сарацен	ˈsaraʦɛn
сарацените	ˈsaraˌtsɛnitɛ
сараценот	ˈsaratsɛnɔt
сараценски	ˈsaraˌtsɛnski
сарач	saɾatʃ
саргон	sɑrˈgɔn
сард	ˈsard
сардела	sardɛɫa
сардина	sardina
сардини	sardini
сардини	ˈsaridini
сардис	sɑːrdiːs
сардиса	sardisa
сардисан	sardisan
сардисува	sardisuva
сардисуван	sardisuvan
сардисување	sardisuvaɲɛ
сареш	saˈrɛʃ
сари	saɾi
сарија	saɾija
сарина	ˈsarinɑ
сариф	sɑriːf
сарказам	ˈsarkazam
сарказам	sarkazam
саркастичен	sarkastitʃɛn
саркастичен	sɑrˈkastitʃɛn
саркастична	ˈsarkastitʃna
саркастично	sarkastitʃnɔ
саркома	sarkɔma
саркофаг	ˈsarkɔfag
саркофаг	sarkɔfak
саркофагот	sarkɔfagɔt
сарма	sarma
сармичка	sarmitʃka
сармиште	sarmiʃtɛ
саро	saro
сарон	sɑrɔn
сарториус	sɑrtɔriʊs
саруман	ˈsarumɑn
сас	sas
сасекс	ˈsasɛks
саска	saska
саскан	saskan
саскање	saskaɲɛ
сасмен	ˈsasmen
сат	sat
сата	ˈsata
сатан	ˈsatan
сатана	ˈsatana
сатана	satana
сатаната	ˈsatanata
сатанизам	satanizam
сатанизација	satanizatsija
сатанизира	sataniziɾa
сатанизиран	sataniziɾan
сатанизирање	sataniziɾaɲɛ
сатанист	satanist
сатанистички	ˈsatanistiki
сатанистички	satanistitʃki
сатанистка	satanistka
сатаниште	sataniʃtɛ
сатано	ˈsatanɔ
сатански	ˈsataniski
сатански	satanski
сатар	satar
сатари	sataɾi
сатариште	sataɾiʃtɛ
сатарче	satartʃɛ
сателит	ˈsatɛlit
сателит	satɛlit
сателити	sɑtɛlɪtɪ
сателитите	ˈsatlɛtɪtɛ
сателитиште	satɛlitiʃtɛ
сателитот	ˈsatlɛtɔt
сателитска	ˈsatelitska
сателитската	ˈsatlɛtitska
сателитски	ˈsatelitski
сателитски	satɛlitski
сателитскиот	ˈsatlɛtitiski
сателитските	ˈsatelit̪ɪtskʲɛ
сателитско	ˈsatlɛtitsko
сателитче	satɛlittʃɛ
сатен	ˈsaten
сатен	satɛn
сатенски	satɛnski
сатер	ˈsater
сати	ˈsati
сатин	ˈsatin
сатир	satir
сатира	satiɾa
сатиричар	satiɾitʃar
сатиричари	satiritʃaɾi
сатиричарка	satiritʃarka
сатиричен	satiɾitʃɛn
сатирично	satiɾitʃnɔ
сатисфакција	satisfaktsija
сатлер	sɑtˈlɛr
сато	ˈsato
сатон	ˈsaton
сатот	sɑtɔt
сатрапски	satrapski
сатсу	satsu
сатурн	ˈsaturn
сатурн	saturn
сатурнов	saturnɔf
саудиец	saudijɛts
саудијка	saudijka
саудиска	ˈsau̯diska
саудиски	saudiski
саул	saʊl
сауна	sauna
сауна	ˈsau̯na
сауната	ˈsau̯nata
саундерс	sɑu̯n̪dɛrs
саурон	ˈsau̯rɔn
саут	sɑut
сафари	ˈsafari
сафие	safiɛ
сафир	safir
сафир	safiɾ
сафира	safiɾa
сафирен	safiɾɛn
сафири	safiɾi
сафра	safra
сахај	saxaj
сахара	ˈsaxara
сахара	saxaɾa
сахарин	ˈsaxarin
сахароза	saxarɔza
сахиб	ˈsaxip
сач	satʃ
сачишки	satʃiʃki
сачишта	satʃiʃta
сачишча	satʃiʃtʃa
сачка	satʃka
сачма	satʃma
сачмарка	ˈsatsmarka
сачмарка	satʃmarka
сачмарката	ˈsatsmarˌkata
сачмарки	satʃmarki
сачмарки	saʧˈmɑrki
сачми	sɑtʃmi
сачмиште	satʃmiʃtɛ
сачмо	ˈsatʃmo
саша	saʃa
сашими	saʃimi
сашка	saʃka
сашко	saʃkɔ
сашо	saʃɔ
свe	sʋɛ
св	sv
свадба	ˈsvadba
свадба	svadba
свадбар	svadbar
свадбари	svadbaɾi
свадбарка	svadbarka
свадбарски	svadbarski
свадбата	svadbaʈa
свадбен	svadbɛn
свадбен	svad̪bɛn
свадбена	ˈsvadbɛna
свадбената	ˈsvadbɛnatɑ
свадбени	ˈsvadbɛni
свадбениот	svaːdbɛniɔt
свадби	svadbi
свадбите	sʋad̪bitɛ
свадбиште	svadbiʃtɛ
свазиец	svazijɛts
свазијка	svazijka
свазиленд	svazilɛnt
свазиски	svaziski
сваќа	svaca
сваќа	ˈsʋaʧa
сваќаат	svaʔaːt
сваќај	ˈsvacaj
сваќајте	ˈsvacajtɛ
сваќам	svaʔaːm
сваќаме	ˈsvaʧamɛ
сваќан	svacan
сваќате	ˈsvacatɛ
сваќаш	ˈsvatʃaʃ
сваќе	svacɛ
сваќи	svaci
сваќиште	svaciʃtɛ
свали	svali
свансон	svanˈson
сварам	ˈsvaɾam
сварен	svaɾɛn
свари	ˈsvari
свари	svaɾi
сварија	svaɾija
сварливост	svarlivɔst
свастика	svastika
сват	svat
сватам	sʋatam
сватат	sʋat̪at
сватен	svatɛn
сватете	ˈsvatɛtɛ
свати	svati
свати	sʋati
сватив	ˈsvatif
свативме	svaˈtivmɛ
свативте	ˈsvaːtitɛ
сватија	ˈsvatiʝa
сватил	ˈsʋatil
сватила	ˈsvatila
сватиме	ˈsvatimɛ
сватите	sʋatiːtɛ
сватиш	ˈsʋatiʃ
сватиште	svatiʃtɛ
сватовски	svatɔfski
све	svɛ
свегер	svɛgɛr
сведе	svɛdɛ
сведе	sʋɛdɛ
сведен	svɛdɛn
сведенот	svɛdɛnɔt
сведни	svɛdni
сведок	svɛdɔk
сведока	sʋɛdɔka
сведокот	sʋɛdɔkɔt
сведоци	svɛdɔtsi
сведоците	sʋɛdɔtsi
сведочам	svɛdɔtʃam
сведочат	svɛdɔtʃat
сведочел	svedɔtʃɛɫ
сведочења	svɛdɔtʃɛɲa
сведочење	svɛdɔtʃɛɲɛ
сведочење	sʋɛdɔtʃɛni
сведочењето	sʋɛdɔtʃɛɲɛ
сведочеше	sʋɛdɔtʃɛʃɛ
сведочи	svɛdɔtʃi
сведочи	sʋɛˈdɔtʃi
сведочиме	svɛdɔtʃimɛ
сведочите	svɛdɔtʃitɛ
сведочиш	sʋɛdɔtʃiʃ
сведоштво	svɛˈdɔʃtvo
сведоштво	svɛdɔʃtvɔ
сведоштвото	sʋɛdɔʃtɔvɔ
сведува	svɛˈduva
сведува	svɛduva
сведуван	svɛduvan
сведување	svɛduvaɲɛ
свеж	svɛʃ
свежа	sveʒa
свежата	svɛˈʒata
свежи	svɛʒi
свежина	svɛˈʒina
свежина	svɛʒina
свежиот	sveʒiɔt
свежо	svɛʒɔ
свежост	svɛʒɔst
свезда	sʋɛzda
свеќа	svɛca
свеќа	svɛtʃa
свеќар	svɛcar
свеќари	svɛcaɾi
свеќарка	svɛcarka
свеќарки	svɛcarki
свеќарница	svɛcarnitsa
свеќарски	svɛcarski
свеќарство	svɛcarstvɔ
свеќата	sveˈʦata
свеќи	svɛci
свеќи	svɛtɕi
свеќите	sʋɛˈtɕitɛ
свеќиче	svɛcitʃɛ
свеќичка	svɛcitʃka
свеќичките	sveɕiʧki
свеќиште	svɛciʃtɛ
свеќник	svɛcnik
свеќници	svɛcnitsi
свекор	svɛkɔr
свекор	sʋɛkɔr
свекори	svɛkɔɾi
свекориште	svɛkɔɾiʃtɛ
свекрва	svɛkrva
свекрва	svɛkr̩va
свекрви	svɛkr̩vi
свекрвин	svɛkr̩vin
свекрвиче	svɛkr̩vitʃɛ
свекрвичка	svɛkr̩vitʃka
свекрвиште	svɛkr̩viʃtɛ
свекрво	svɛkr̩vɔ
свекре	svɛkrɛ
свекри	svɛkri
свемирот	svɛmiˈrɔt
свен	sʋɛn
свенсон	svɛnson
сверкер	sʋɛrˈkɛr
свесен	svɛsɛn
свеска	svɛska
свески	svɛski
свесна	svɛsna
свесни	sʋɛsni
свесно	svɛsnɔ
свесно	sʋɛsno
свесност	svɛsnɔst
свесност	sʋɛˈsnɔst
свесноста	svɛsˈnɔsta
свест	svɛst
свест	sʋɛst
свеста	svɛsta
свестен	svɛstɛn
свести	svɛsti
свести	sʋɛsti
свестиш	sʋɛsˈtiʃ
свестува	svɛstuva
свестуван	svɛstuvan
свестување	svɛstuvaɲɛ
свет	svɛt
свет	sʋɛt
света	svɛta
светала	svɛtaɫa
светало	svɛtaɫɔ
светат	svɛˈtat
светата	svɛˈtata
светење	svɛtɛɲɛ
светец	svɛtɛts
светец	sʋɛtɛts
светецот	svɛˈtɛtsɔt
светечки	svɛtɛtʃki
светеше	svɛtɛʃɛ
свети	svɛti
светилиште	svɛtiˈliʃtɛ
светилиште	svɛtiliʃtɛ
светилиштето	svɛtiˈliʃtɛtɔ
светилка	svɛtiɫka
светилка	sʋɛˈtilka
светилката	sʋɛtiɫˈkata
светилки	svɛtiɫki
светилки	sʋɛtiɫki
светилките	sʋɛtiɫkitɛ
светилник	svɛtiɫnik
светилник	sʋɛtiːlnik
светилникот	svɛtiɫn̩kɔt
светилници	svɛtiɫnitsi
светиниколец	svɛtinikɔlɛts
светиниколка	svɛtinikɔɫka
светиниколки	svɛtinikɔɫki
светиниколски	svɛtinikɔɫski
светиниколско	svɛtinikɔɫskɔ
светиниколци	svɛtinikɔɫtsi
светиниколче	svɛtinikɔɫtʃɛ
светиња	svɛtiɲa
светиот	sʋɛtiɔt
светите	svɛtiːtɛ
светител	svɛtitɛɫ
светица	svɛˈtitsa
светица	svɛtitsa
светици	svɛtitsi
светиш	sɛvtiʃ
светка	svɛtka
светка	sʋɛtkʌ
светкаат	sʋɛtkɑːt
светкав	svɛtkaf
светкав	svɛtkav
светкави	sʋɛtkavi
светкавица	svɛtkaviˈtsa
светкавицата	sʋɛtkaviˈtsa
светканија	sʋɛtkɑɲiʝa
светкање	svɛtkaɲɛ
светла	svɛtɫa
светла	sʋɛtɫa
светлана	svɛtɫana
светлана	sʋɛtˈɫana
светлата	sʋɛtɫata
светлечки	svɛtlɛtʃki
светлечки	sʋɛtlɛtʃki
светли	svɛtli
светлина	svɛtlina
светлина	sʋɛtˈlina
светлината	sʋɛtliˈnata
светлинка	svɛtliŋka
светлите	svɛtˈlitɛ
светлиште	svɛtliʃtɛ
светло	svɛtɫɔ
светлокос	svɛtɫɔkɔs
светлоносец	svɛtɫɔnɔsɛts
светлосен	svɛtˈɫɔsɛn
светлосен	svɛtɫɔsɛn
светлосна	svɛtɫɔsna
светлосна	sʋɛtɫɔsna
светлосни	sʋɛtˈɫɔsni
светлост	svɛtɫɔst
светлост	sʋɛtɫɔst
светлоста	svɛtɫɔsta
светлото	svɛtɫɔtɔ
светна	sʋɛtna
светнат	svɛtnat
светне	svɛtnɛ
светне	sʋɛtnɛ
светнува	svɛtnuva
светнуван	svɛtnuvan
светнување	svɛtnuvaɲɛ
свето	svɛtɔ
свето	sʋɛtɔ
светов	svɛtɔf
световен	svɛtɔvɛn
светови	svɛtɔvi
светови	sʋɛtɔvi
световите	svɛtɔvi
световност	svɛtɔvnɔst
светоглед	svɛtɔglɛt
светогледи	svɛtɔglɛdi
светол	svɛtɔɫ
светол	sʋɛˈtɔɫ
светост	svɛtɔst
светоста	svɛtɔsta
светот	sʋɛtɔt
светото	sʋɛtɔtɔ
светска	svɛtska
светска	sʋɛtska
светската	svɛtˈska
светски	svɛtski
светскиот	sʋɛtˈski
светските	svɛtʃki
светско	sʋɛtʃkɔ
светското	sʋɛtskɔtɔ
свету	sʋɛtu
светулка	svɛtuɫka
светулкаа	svɛtuɫkaa
светулкај	svɛtuɫkaj
светулкајќи	svɛtuɫkajci
светулкајте	svɛtuɫkajtɛ
светулкал	svɛtuɫkaɫ
светулкано	svɛtuɫkanɔ
светулкање	svɛtuɫkaɲɛ
светулката	svɛtuɫkata
светулки	svɛˈtulki
светулки	svɛtuɫki
светулките	svɛtuɫkitɛ
светулче	svɛtuɫtʃɛ
светулчиња	svɛtuɫtʃiɲa
светци	svɛttsi
светци	sʋɛ́ttsi
светците	svɛtˈtsite
свечен	svɛtʃɛn
свечен	sʋɛtʃɛn
свечена	sʋɛˈtʃɛna
свечено	sveˈtʃɛno
свечено	svɛtʃɛnɔ
свеченост	svɛˈtʃɛnɔst
свеченост	svɛtʃɛnɔst
свеченоста	svɛtʃɛˈnɔsta
свештеник	svɛʃtɛnik
свештеникот	svɛʃtɛnikɔt
свештенику	sʋɛʃtɛnikʊ
свештеници	svɛʃtɛnitsi
свештеници	sʋɛʃtɛniʦi
свештениците	sʋɛʃtɛnitsɛ
свештеничка	svɛʃtɛnikə
свештеничка	svɛʃtɛnitʃka
свештенички	svɛʃtɛnitʃki
свештенослужител	svɛʃtɛnɔsɫuʒitɛɫ
свештенослужители	svɛʃtɛnɔsɫuʒitɛli
свештенство	svɛʃtɛnstvɔ
свештенството	svɛʃtɛnstfɔ
свив	svif
свива	sviva
свиван	svivan
свивање	svivaɲɛ
свиѓа	sviɟa
свиѓаат	sviɟaːt
свиѓан	sviɟan
свиѓање	sviɟaɲɛ
свиѓаш	sviɟaʃ
свиѓаше	ˈsviɟaʃɛ
свиден	svidɛn
свидетелство	svidɛtɛɫstvɔ
свие	svijɛ
свиен	svijɛn
свика	ˈsvika
свика	svika
свикам	sʋikam
свикан	svikan
свикне	sviknɛ
свикнува	sviknuva
свикнување	sviknuvaɲɛ
свикува	svikuva
свикување	svikuvaɲɛ
свил	sviɫ
свила	sviɫa
свила	sʋila
свилар	sviɫar
свилари	sviɫaɾi
свиларка	sviɫarka
свиларки	sviɫarki
свиларски	sviɫarski
свиларство	sviɫarstvɔ
свилен	svilɛn
свилена	ˈsʋilɛna
свилени	ˈsviɫɛni
свиленикав	svilɛnikaf
свилест	svilɛst
свило	sviɫɔ
свилокос	sviɫɔkɔs
свини	sʋiˈni
свинска	ˈsʋinskɑ
свински	svinski
свински	svinskɪ
свинско	svinkɔ
свинското	ˈsʋinskɔ
свинче	svintʃɛ
свинче	ʃʋintʃɛ
свиња	ˈsviɲa
свиња	sviɲa
свињар	sviɲar
свињарка	sviɲarka
свињарник	ˈsviɲarnik
свињарник	sviɲarnik
свињарница	sviɲarnitsa
свињарски	sviɲarski
свињарство	sviɲarstvɔ
свињата	ˈsviɲatɑ
свињи	sviɲi
