00h	ɔh
светулки	svɛtuɫki
светулки	svɛˈtulki
светулките	svɛtuɫkitɛ
светулче	svɛtuɫtʃɛ
светулчиња	svɛtuɫtʃiɲa
светци	svɛttsi
светци	sʋɛ́ttsi
светците	svɛtˈtsite
свечен	svɛtʃɛn
свечен	sʋɛtʃɛn
свечена	sʋɛˈtʃɛna
свечено	sveˈtʃɛno
свечено	svɛtʃɛnɔ
свеченост	svɛtʃɛnɔst
свеченост	svɛˈtʃɛnɔst
свеченоста	svɛtʃɛˈnɔsta
свештеник	svɛʃtɛnik
свештеникот	svɛʃtɛnikɔt
свештенику	sʋɛʃtɛnikʊ
свештеници	svɛʃtɛnitsi
свештеници	sʋɛʃtɛniʦi
свештениците	sʋɛʃtɛnitsɛ
свештеничка	svɛʃtɛnikə
свештеничка	svɛʃtɛnitʃka
свештенички	svɛʃtɛnitʃki
свештенослужител	svɛʃtɛnɔsɫuʒitɛɫ
свештенослужители	svɛʃtɛnɔsɫuʒitɛli
свештенство	svɛʃtɛnstvɔ
свештенството	svɛʃtɛnstfɔ
свеќа	svɛca
свеќа	svɛtʃa
свеќар	svɛcar
свеќари	svɛcaɾi
свеќарка	svɛcarka
свеќарки	svɛcarki
свеќарница	svɛcarnitsa
свеќарски	svɛcarski
свеќарство	svɛcarstvɔ
свеќата	sveˈʦata
свеќи	svɛci
свеќи	svɛtɕi
свеќите	sʋɛˈtɕitɛ
свеќиче	svɛcitʃɛ
свеќичка	svɛcitʃka
свеќичките	sveɕiʧki
свеќиште	svɛciʃtɛ
свеќник	svɛcnik
свеќници	svɛcnitsi
свив	svif
свива	sviva
свиван	svivan
свивање	svivaɲɛ
свиден	svidɛn
свидетелство	svidɛtɛɫstvɔ
свие	svijɛ
свиен	svijɛn
свика	svika
свика	ˈsvika
свикам	sʋikam
свикан	svikan
свикне	sviknɛ
свикнува	sviknuva
свикнување	sviknuvaɲɛ
свикува	svikuva
свикување	svikuvaɲɛ
свил	sviɫ
свила	sviɫa
свила	sʋila
свилар	sviɫar
свилари	sviɫaɾi
свиларка	sviɫarka
свиларки	sviɫarki
свиларски	sviɫarski
свиларство	sviɫarstvɔ
свилен	svilɛn
свилена	ˈsʋilɛna
свилени	ˈsviɫɛni
свиленикав	svilɛnikaf
свилест	svilɛst
свило	sviɫɔ
свилокос	sviɫɔkɔs
свини	sʋiˈni
свинска	ˈsʋinskɑ
свински	svinski
свински	svinskɪ
свинско	svinkɔ
свинското	ˈsʋinskɔ
свинче	svintʃɛ
свинче	ʃʋintʃɛ
свиок	sviɔk
свиокот	ˈsviɔtɔt
свирам	sviɾam
свирам	sʋiɾam
свират	sviɾat
свират	ˈsʋirat
свирач	sviɾatʃ
свирач	sʋiratʃ
свирачи	sviɾatʃi
свирачка	sviɾatʃka
свирачки	sviɾatʃki
свирачот	sʋiraˈtʃɔt
свиреа	sviɾɛa
свиреа	sʋiˈrɛa
свирев	svirɛf
свирев	sviɾɛf
свиревме	sviɾɛvmɛ
свиревте	sviɾɛftɛ
свиреж	sviɾɛʃ
свирел	sviɾɛɫ
свирел	sʋiˈrɛɫ
свирела	sviɾɛɫa
свиреле	sviɾɛlɛ
свирело	sviɾɛɫɔ
свирен	sviɾɛn
свирено	sviɾɛnɔ
свиреп	sviɾɛp
свирепо	sviɾɛpɔ
свирепост	sviɾɛpɔst
свирете	sviɾɛtɛ
свирете	sʋiˈrɛtɛ
свиреше	sviɾɛʃɛ
свиреше	ˈsʋiɾɛʃɛ
свирејќи	svirɛjci
свирење	sviɾɛɲɛ
свирење	sʋiˈrɛɲɛ
свири	sviɾi
свири	sʋiɾi
свириме	sviɾimɛ
свириме	ˈsʋiɾimɛ
свирите	sviɾitɛ
свирите	ˈsʋirɛtɛ
свириш	sviɾiʃ
свириш	sʋiɾiʃ
свирка	svirka
свирка	sʋirka
свиркан	svirkan
свирката	ˈsʋirkata
свиркање	svirkaɲɛ
свирки	sʋirki
свирна	sʋirna
свирнам	sʋirnam
свирне	svirnɛ
свирни	ˈsʋirni
свирнува	svirnuva
свирнување	svirnuvaɲɛ
свирол	sviɾɔɫ
свирче	svirtʃɛ
свирче	ˈsʋir̩tʃɛ
свирчето	sʋir̥tʃɛtɔ
свис	sv̞is
свит	sʋit
свита	svita
свитка	svitka
свиткам	svitkam
свиткан	svitkan
свиткан	sʋitˈkan
свиткана	ˈsʋitkana
свиткани	sʋitˈkani
свиткаш	ˈsʋitkaʃ
свиткај	svitˈkaj
свитлив	svitlif
свитливо	svitlivɔ
свитливост	svitlivɔst
свиток	sʋitɔk
свитоците	sʋitɔtsɛ
свифт	ʃfɪft
свич	svitʃ
свиѓа	sviɟa
свиѓаат	sviɟaːt
свиѓан	sviɟan
свиѓаш	sviɟaʃ
свиѓаше	ˈsviɟaʃɛ
свиѓање	sviɟaɲɛ
свиња	sviɲa
свиња	ˈsviɲa
свињар	sviɲar
свињарка	sviɲarka
свињарник	sviɲarnik
свињарник	ˈsviɲarnik
свињарница	sviɲarnitsa
свињарски	sviɲarski
свињарство	sviɲarstvɔ
свињата	ˈsviɲatɑ
свињи	sviɲi
свињи	svɪɲi
свињите	svɪɲitɛ
свињиште	sviɲiʃtɛ
свињо	svɪɲɔ
свод	svɔt
свод	sʋɔt
свода	svɔda
сводник	svɔdnik
сводништво	svɔdniʃtvɔ
сводови	svɔdɔvi
сводот	sʋɔdɔt
свое	svojɛ
своевиден	svɔɛvidɛn
своевидност	svɔɛvidnɔst
своеволен	svɔɛvɔlɛn
своеволно	svɔɛvɔɫnɔ
своеволно	ˈsvɔjɛvɔlnɔ
своевремен	svɔɛvrɛmɛn
своевремено	svɔɛvrɛmɛnɔ
своеглав	svɔɛgɫaf
своеглаво	svɔɛgɫavɔ
своеглавост	svɔɛgɫavɔst
своерачен	svɔɛɾatʃɛn
своето	sʋɔɛtɔ
свои	svoj
свои	svɔi
своина	svɔina
своите	svojɪtɛ
свон	svɔn
свој	svoj
свој	svɔj
своја	svojɑ
својата	svojata
својот	svojot
својства	svojstva
својства	svɔjstva
својствен	svɔjstvɛn
својствено	svɔjstvɛnɔ
својство	svojstvɔ
својство	svɔjstvɔ
својте	svojtɛ
свп	səvəpə
сврака	svraka
свратам	svr̩tam
сврати	svrati
свратиме	svɾatiːmɛ
сврдел	svr̩dɛɫ
сврдли	svr̩dli
сврдло	svr̩dɫɔ
сврзан	svr̩zan
сврзаност	svr̩zanɔst
сврзе	svr̩zɛ
сврзен	svr̩zɛn
сврзник	svr̩znik
сврзници	svr̩znitsi
сврзнички	svr̩znitʃki
сврзно	svr̩znɔ
сврзува	svr̩zuva
сврзуван	svr̩zuvan
сврзувачки	svr̩zuvatʃki
сврзување	svr̩zuvaɲɛ
свртам	sʋ̩rtam
свртат	svr̩tat
сврте	sv̞rtɛ
свртеа	sʋ̩rtɛa
свртев	sv̞rtɛf
свртевме	svr̩tɛvmɛ
свртел	svr̩tɛɫ
свртела	sv̞rtɛɫa
свртеле	sv̞rtɛlɛ
свртен	svr̩tɛn
свртена	sʋ̩rtɛna
свртени	ˈsʋr̩tɛni
свртено	svr̩tɛnɔ
свртете	sv̞rtɛtɛ
сврти	svr̥ti
сврти	svr̩ti
свртив	sʋr̩tif
свртиме	svr̩timɛ
свртите	sʋr̩tʲitɛ
свртиш	svr̩tiʃ
свртија	sʋ̩r̩tiʝa
свртница	svr̩tnitsa
свртници	svr̩tnitsi
свртничар	svr̩tnitʃar
свртничари	svr̩tnitʃaɾi
свртува	svr̩tuva
свртува	svr̩tva
свртувам	svr̩tuvam
свртуваме	ˈsvr̩tuvamɛ
свртуван	svr̩tuvan
свртувај	svr̩tuvaj
свртување	svr̩tuvaɲɛ
свртување	sʋr̩tuv̩aɲɛ
свруќување	svrucuvaɲɛ
свршам	ˈsvr̩ʃam
свршен	svr̩ʃɛn
свршен	sʋr̩ʃɛn
свршена	svr̩ʃɛna
свршени	svr̩ʃɛni
свршеник	svr̩ʃɛnik
свршеникот	svr̩ʃɛnitɔt
свршеница	svr̩ʃɛnitsa
свршеница	sʋr̩ʃɛnitsa
свршеницата	svr̩ʃnitsa
свршеничка	svr̩ʃɛnitʃka
свршенички	svr̩ʃɛnitʃki
свршено	ˈsvrʃɛno
свршеност	svr̩ʃɛnɔst
сврши	svr̥ʃi
сврши	svr̩ʃi
свршив	svr̩ʃif
свршил	svr̩ʃɪɫ
свршила	svr̩ʃila
свршиме	sʋr̩ʃímɛ
свршиш	ˈsʋr̩ʃiʃ
свршува	svr̩ʃuva
свршувам	ˈsvrʃuvam
свршуван	svr̩ʃuvan
свршувачка	svrʃuvaʧka
свршувачка	svr̩ʃuvatʃka
свршувачката	ˈsʋrʃuʋatʃka
свршување	svrʃuvaɲɛ
свршување	svr̩ʃuvaɲɛ
се	sɛ
се`	sɛ
сеrа	sɛra
сеа	sɛa
сеанса	sɛansa
сеанса	ˈsɛansa
сеансата	ˈsɛansata
сеанси	ˈsɛansi
себ	sɛp
себап	sɛbap
себастијан	ˈsɛbastijɑn
себе	sɛbɛ
себе	ˈsɛbɛ
себеси	ˈsɛbɛsi
себељубец	sɛbɛʎubɛts
себељубив	sɛbɛʎubif
себељупка	sɛbɛʎupka
себељупки	sɛbɛʎupki
себичен	sɛbitʃɛn
себичен	ˈsɛbitʃɛn
себична	ˈsɛbitʃna
себични	ˈsɛbitʃni
себичник	sɛbitʃnik
себичници	sɛbitʃnitsi
себично	sɛbitʃnɔ
себично	ˈsɛbitʃnɔ
себичност	sɛbitʃnɔst
себичност	ˈsɛbitʃnɔst
себсо	ˈsɛpsɔ
себство	sɛpstvɔ
сева	sɛva
севастопољ	sɛvastɔpɔʎ
севда	sɛvda
севдалинка	sɛvdaliŋka
север	sɛvɛr
север	ˈsɛvɛr
северак	ˈsɛvɛrak
северен	sɛvɛɾɛn
северен	ˈsɛvɛrɛn
северна	ˈsɛvɛrna
северната	ˈsɛvɛrnatɑ
северниот	ˈsɛvɛrnit
северните	ˈsɛvɛrnitɛ
северница	sɛvɛrnitsa
северно	sɛvɛrnɔ
северно	ˈsɛvɛrnɔ
северноамериканец	sɛvɛrnɔamɛrikanɛts
северноамериканка	sɛvɛrnɔamɛrikaŋka
северноамерикански	sɛvɛrnɔamɛrikanski
северноатлантски	sɛvɛrnɔatɫantski
севернокореец	sɛvɛrnɔkɔɾɛɛts
севернокорејка	sɛvɛrnɔkɔɾɛjka
севернокорејски	sɛvɛrnɔkɔrɛjski
севернокорејски	sɛvɛrnɔkɔɾɛjski
северномакедонски	sɛvɛrnɔmakɛdɔnski
северното	ˈsɛvɛrnɔtɔ
северозапад	sɛvɛɾɔzapat
северозапад	ˈsɛvɛɾɔˌzaˈvast
северозападен	sɛvɛɾɔzapadɛn
северозападниот	ˈsɛvɛɾɔˌzapadnɪt
северозападно	sɛvɛɾɔzapadnɔ
северозападно	ˈsɛvɛɾɔˌzaˈvɛdno
североисток	sɛvɛɾɔistɔk
североисток	ˈsɛvɛɾɔjˈstɔk
североисточен	sɛvɛɾɔistɔtʃɛn
североисточниот	ˈsɛvɛɾɔˌistɔtʃiɔt
североисточно	sɛvɛɾɔistɔtʃnɔ
североисточно	ˈsɛvɛɾɔˌistɔtʃnɔ
северот	ˈsɛvɛɾɔt
северус	ˈsɛvɛrus
северњак	sɛvɛrɲak
северњаци	ˈsɛvɛrɲatsi
северњаците	ˈsɛvɛrɲatsiɛ
северџанец	sɛvɛrdʒanɛts
северџанка	sɛvɛrdʒaŋka
северџанки	sɛvɛrdʒaŋki
северџански	sɛvɛrdʒanski
севил	sɛˈvil
севишен	sɛviʃɛn
севишниот	ˈsɛviʃniɔt
севкупен	sɛfkupɛn
севкупно	sɛfkupnɔ
севкупно	ˈsɛvpɔɫgnɛ
севкупност	sɛfkupnɔst
сево	sɛvɔ
сево	ˈsɛvɔ
севременски	sɛvrɛmɛnski
сегa	ˈsɛga
сега	sɛga
сега	ˈsɛga
сегашен	sɛgaʃɛn
сегашен	ˈsɛgaʃɛn
сегашна	ˈsɛgaʃna
сегашната	ˈsɛgaʃnata
сегашни	sɛgaʃni
сегашни	ˈsɛgaʃni
сегашниот	ˈsɛgaʃniɔt
сегашните	ˈsɛgaʃnitɛ
сегашно	sɛgaʃnɔ
сегашност	sɛgaʃnɔst
сегашност	ˈsɛgaʃnɔst
сегашноста	ˈsɛgaʃnɔsta
сегашното	ˈsɛgaʃnɔ
сегде	segdɛ
сегде	sɛgdɛ
сегедин	sɛgɛdin
сегмент	sɛgmɛnt
сегментален	sɛgmɛntalɛn
сегментално	sɛgmɛntaɫnɔ
сегментација	sɛgmɛntatsija
сегрегација	sɛgrɛgatsija
сед	sɛd
сед	sɛt
седала	sɛdaɫa
седало	sɛdaɫɔ
седам	sɛd̪am
седан	sɛdan
седан	ˈsɛdan
седат	sɛˈdat
седатив	sɛdatif
седатив	ˈsɛdatiʋ
седативен	sɛdativɛn
седативи	ˈsɛdativi
седативите	ˈsɛdatiˌvɪtɛ
седативот	ˈsɛdativɔt
седеа	ˈsɛdɛa
седев	sɛdɛf
седев	sɛˈdɛf
седевме	sɛdɛv̞mɛ
седел	sɛdɛɫ
седела	sɛˈdɛɫa
седеле	sɛdɛlɛ
седело	sɛdɛɫɔ
седен	sɛdɛn
седенка	sɛdɛŋka
седено	sɛdɛnɔ
седете	ˈsɛdɛtɛ
седеф	sɛdɛf
седефен	sɛdɛfɛn
седефест	sɛdɛfɛst
седечки	sɛdɛtʃki
седеше	ˈsɛdɛʃɛ
седејќи	ˈsɛdɛjitɛ
седење	sɛdɛɲɛ
седење	ˈsɛdɛɲɛ
седењето	ˈsɛdɛɲatɕɛ
седи	sɛdi
седи	ˈsɛdi
седиме	sɛdiːmɛ
седиментација	sɛdimɛntatsija
седиментен	sɛdimɛntɛn
седит	sɛdit
седите	sɛˈdɪtɛ
седиш	ˈsɛdiʃ
седишта	sɛdiʃta
седишта	ˈsɛdiʃta
седиштата	ˈsɛdiʃta
седиште	sɛdiʃtɛ
седиште	ˈsɛdiʃtɛ
седиштето	ˈsɛdiʃtɛtɔ
седла	sɛdɫa
седлар	sɛdɫar
седларница	sɛdɫarnitsa
седларски	sɛdɫarski
седларство	sɛdɫarstvɔ
седленце	sɛdlɛntsɛ
седло	sedɫo
седло	sɛdɫɔ
седлото	ˈsɛdlɔtɔ
седма	sedma
седмата	ˈsɛdmatɑ
седми	sedmi
седми	sɛdmi
седмина	sɛdmina
седмини	sɛdmini
седминка	sɛdmiŋka
седмиот	sedmiɔt
седмица	sɛdmitsa
седмица	ˈsɛdmitsa
седмицата	ˈsɛdmitsa
седмици	sɛdmitsi
седмици	ˈsɛdmitsi
седмиче	sɛdmitʃɛ
седмично	ˈsɛdmitʃnɔ
седмо	sɛd̪mɔ
седмоодделенец	sɛdmɔɔddɛlɛnɛts
седмоодделенка	sɛdmɔɔddɛlɛŋka
седмоодделенски	sɛdmɔɔddɛlɛnski
седна	sɛdna
седна	ˈsɛdna
седнав	sɛdnav
седнавме	ˈsɛdnavmɛ
седнал	sɛdnal
седнал	sɛdnaɫ
седнала	sɛdnaɫa
седнала	ˈsɛdnaɫa
седнале	sɛdnalɛ
седнале	ˈsɛdnalɛ
седнало	sɛdnaɫɔ
седнам	ˈsɛdnam
седнат	sɛdnat
седнат	ˈsɛdnat
седнато	sɛdnatɔ
седне	sednɛ
седне	sɛdnɛ
седнел	sɛdnɛɫ
седнела	sɛdnɛɫa
седнеле	sɛdnɛlɛ
седнело	sɛdnɛɫɔ
седнеме	ˈsɛdnɛmɛ
седнете	ˈsɛdnɛtɛ
седнеш	sednɛʃ
седни	ˈsɛdni
седница	sɛdnitsa
седница	ˈsɛdnitsa
седнува	sɛdnuva
седнува	ˈsɛdnuva
седнувам	ˈsɛdnuvaːm
седнуван	sɛdnuvan
седнуваш	ˈsɛdnuvaʃ
седнувај	ˈsɛdnuvaɪ̯
седнување	sɛdnuvaɲɛ
седрик	sɛdrik
седум	sɛdum
седум	sɛˈdum
седумаголен	sɛdumagɔlɛn
седумаголник	sɛdumagɔɫnik
седумаголници	sɛdumagɔɫnitsi
седумве	sɛduɱvɛ
седумдес	sɛdumdɛs
седумдесе	sɛdumdɛsɛ
седумдесет	sɛdumdɛsɛt
седумдесет	sɛduːmdɛsɛt
седумдесетина	sɛdumdɛsɛtina
седумдесетмина	sɛdumdɛsɛtmina
седумдесетти	sɛdumdɛsɛtti
седумдеска	sɛdumdɛska
седумдест	sɛdumdɛst
седумдести	sɛdumdɛsti
седумка	sɛdumka
седумка	sɛˈdumka
седуммина	sɛdummina
седуммина	sɛˈdumminɑ
седумнаес	sɛdumnaɛs
седумнаесе	sɛdumnaɛsɛ
седумнаесет	sɛdumnaɛsɛt
седумнаесет	ˈsɛdumnaɛsɛt
седумнаесетгодишен	sɛdumnaɛsɛdgɔdiʃɛn
седумнаесетина	sɛdumnaɛsɛtina
седумнаесетмина	sɛdumnaɛsɛtmina
седумнаесетти	sɛdumnaɛsɛtti
седумнаеска	sɛdumnaɛska
седумнаест	sɛdumnaɛst
седумнаести	sɛdumnaɛsti
седумне	sɛdumnɛ
седумпати	sɛdumpati
седумсто	sɛdumstɔ
седумстотини	sɛdumstɔtini
седумте	sɛdumtɛ
седумте	ˈsedumtɛ
седумче	sɛdumtʃɛ
седуца	ˈsɛdutsa
сее	sɛɛ
сее	sɛː
сеедно	sɛɛdnɔ
сеедно	sɛːɛdnɔ
сеен	sɛɛn
сеејќи	sɛɛjci
сеење	sɛɛɲɛ
сезаме	ˈsɛzamɛ
сезнаен	sɛznaɛn
сезнаечки	sɛznaɛtʃki
сезнајка	sɛznajka
сезнајко	sɛznajkɔ
сезона	sɛzɔna
сезона	sɛˈzɔna
сезонава	sɛzɔna
сезоната	sɛˈzɔnata
сезони	ˈsɛzɔni
сезонски	sɛzɔnski
сезонски	ˈsɛzɔnskiː
сеидба	sɛidba
сеидбен	sɛidbɛn
сеизмичка	ˈsɛjzmitʃka
сеизмички	sɛizmitʃki
сеизмички	ˈsɛjzmitʃi
сеизмограф	sɛizmɔgraf
сеизмографија	sɛizmɔgrafija
сеизмографски	sɛizmɔgrafski
сеизмолог	sɛizmɔɫɔk
сеизмолошки	sɛizmɔɫɔʃki
сеинт	sɛint
сеир	sɛir
сеирџии	sɛirdʒii
сеирџика	sɛirdʒika
сеирџија	sɛirdʒija
сек	sɛk
сека	sɛka
секавам	ˈsɛkavam
секаваш	ˈsɛkaʋaʃ
секавица	sɛkavitsa
секавичен	sɛkavitʃɛn
секад	sɛkat
секаде	sɛkadɛ
секаде	sɛˈkadɛ
секакo	ˈsɛkako
секаква	ˈsɛkɑkva
секакви	ˈsɛkavi
секакво	ˈsɛkɑvɔ
секако	sɛkakɔ
секако	sɛkaˈkɔ
секаков	sɛkakɔf
секаков	ˈsɛkɑkɔf
секанс	sɛkans
секач	sɛkatʃ
секач	sɛˈkatʃ
секачот	ˈsɛkɑtʃɔt
секвенца	ˈsɛkʋɛntsa
секвенцата	ˈsɛkvɛntsa
секвенционира	sɛkvɛntsijɔniɾa
секвенциониран	sɛkvɛntsijɔniɾan
секвенционирање	sɛkvɛntsijɔniɾaɲɛ
секвенција	sɛkvɛntsija
секвестрација	sɛkvɛstratsija
секешфехервар	sɛkɛʃfɛxɛrvar
секидневен	sɛkidnɛvɛn
секидневие	sɛkidnɛvijɛ
секидневица	sɛkidnɛvitsa
секидневје	sɛkidnɛvjɛ
секира	sɛkiɾa
секира	ˈsɛkɪra
секирам	ˈsɛkiɾam
секиран	sɛkiɾan
секирата	ˈsɛkɪɾata
секирација	sɛkiratsija
секираш	ˈsɛkiɾaʃ
секирај	ˈsɛkiraj
секирајте	sɛkiˈrajtɛ
секирање	sɛkiɾaɲɛ
секири	sɛkiɾi
секири	ˈsɛkiɾi
секириште	sɛkiɾiʃtɛ
секирче	sɛkirtʃɛ
секирчиња	sɛkirtʃiɲa
секне	sɛknɛ
секнет	sɛknɛt
секнење	sɛknɛɲɛ
секоj	sɛkɔj
секоrаш	ˈsɛkɔraʃ
секоа	sɛkɔa
секови	sɛkɔvi
секогаш	sɛkɔgaʃ
секогаш	ˈsɛkɔgaʃ
секого	sɛkɔgɔ
секого	sɛˈkɔgɔ
секое	sɛˈkɔɛ
секои	ˈsɛkɔi
секолкав	sɛkɔɫkaf
секолку	sɛkɔɫku
секому	sɛkɔmu
секому	sɛˈkɔmu
секој	sɛkɔj
секоја	sɛkɔja
секоја	ˈsɛkɔja
секојдневен	sɛkɔjdnɛvɛn
секојдневен	ˈsɛkɔjdnɛvɛn
секојдневие	sɛkɔjdnɛvijɛ
секојдневие	ˈsɛkɔjdnɛviɛ
секојдневица	sɛkɔjdnɛvitsa
секојдневија	sɛkɔjdnɛvija
секојдневна	ˈsɛkɔjˌdɛvna
секојдневни	ˈsɛkɔjˌdɛvni
секојдневниот	ˈsɛkɔjdɛvniɔt
секојдневните	ˈsɛkɔjˌdɛvnitɛ
секојдневно	sɛkɔjdnɛvnɔ
секојдневно	ˈsɛkɔjdɛvno
секојдневност	sɛkɔjdnɛvnɔst
секојдневја	sɛkɔjdnɛvja
секојдневје	sɛkɔjdnɛvjɛ
секојпат	sɛkɔjpat
секрет	sɛkrɛt
секретар	sɛkrɛtar
секретар	ˈsɛkrɛtar
секретаре	ˈsɛkrɛtɑrɛ
секретари	sɛkrɛtaɾi
секретариште	sɛkrɛtaɾiʃtɛ
секретаријат	sɛkrɛtaɾijat
секретаријат	ˈsɛkrɛtarɪat
секретарка	sɛkrɛtarka
секретарка	sɛkrɛˈtarka
секретарката	sɛkrɛtarˈkata
секретарки	ˈsɛkrɛtarki
секретарот	ˈsɛkrɛtɑrɔt
секретарски	sɛkrɛtarski
секретарствува	sɛkrɛtarstvuva
секретарствување	sɛkrɛtarstvuvaɲɛ
секреција	sɛkrɛtsija
секс	sɛks
сексаме	ˈsɛksamɛ
сексапил	sɛksapiɫ
сексапилен	sɛksapilɛn
сексапилно	sɛksapiɫnɔ
сексард	sɛksart
сексаш	ˈsɛksaʃ
секси	sɛksi
сексизам	sɛksizam
сексипил	sɛksipiɫ
сексист	sɛksist
сексистички	sɛksistitʃki
сексистка	sɛksistka
сексот	sɛksɔt
секста	sɛksta
сексуален	sɛksualɛn
сексуален	ˈsɛksualɛn
сексуална	ˈsɛksu̯alna
сексуалната	ˈsɛksualnata
сексуални	ˈsɛksualni
сексуалниот	ˈsɛksualnɪɛt
сексуалните	ˈsɛksualnɪtɛ
сексуално	sɛksuaɫnɔ
сексуално	ˈsɛksu̯alno
сексуалност	sɛksuaɫnɔst
сексуалност	ˈsɛksualnɔst
секта	sɛkta
секта	ˈsɛkta
секташ	sɛktaʃ
секташки	sɛktaʃki
секташтво	sɛktaʃtvɔ
сектиште	sɛktiʃtɛ
сектор	sɛktɔr
сектор	sɛkˈtɔr
сектори	ˈsɛktɔri
секторите	ˈsɛktɾitɛ
секторот	ˈsɛktɾɔt
секторски	sɛktɔrski
секуларен	sɛkuɫaɾɛn
секуларизација	sɛkuɫaɾizatsija
секуларно	sɛkuɫarnɔ
секунд	ˈsɛkund
секунда	sɛkunda
секунда	sɛˈkunda
секундант	sɛkʊndant
секундарен	sɛkundaɾɛn
секундарно	sɛkundarnɔ
секундата	ˈsɛkundatɑ
секунди	sɛkundi
секунди	ˈsɛkundi
секција	sɛktsija
секција	ˈsɛktsi(j)a
секцијата	ˈsɛktsiʌ
села	sɛla
села	sɛɫa
селам	sɛlam
селанец	sɛl̪anɛts
селанец	sɛɫanɛts
селани	sɛlani
селани	sɛɫani
селанин	sɛɫanin
селаните	ˈsɛlanitɛ
селанка	sɛɫaŋka
селанка	ˈsɛlanka
селански	sɛɫanski
селанство	sɛɫanstvɔ
селанче	sɛɫantʃɛ
селанчиште	sɛɫantʃiʃtɛ
селанштина	sɛɫanʃtina
селарс	ˈsɛɫars
селат	sɛˈlat
селата	sɛˈlata
селвиг	ˈsɛlvik
селвија	sɛɫvija
селективен	sɛlɛktivɛn
селективно	sɛlɛktivnɔ
селективност	sɛlɛktivnɔst
селектира	sɛlɛktiɾa
селектиран	sɛlɛktiɾan
селектирање	sɛlɛktiɾaɲɛ
селекционен	sɛlɛktsiɔnɛn
селекција	sɛlɛktsija
селекција	ˈsɛlɛktsi(j)a
селен	sɛlɛn
селена	ˈsɛlɛna
селениа	selɛˈniʌ
селерс	ˈsɛlɛrs
селест	ˈsɛlɛst
селење	sɛlɛɲɛ
селење	ˈsɛlɛɲɛ
селењето	ˈsɛlɛɲatɕɛ
сели	sɛli
сели	ˈsɛli
селидба	sɛlidba
селидбен	sɛlidbɛn
селиме	ˈsɛlimɛ
селин	sɛˈlin
селина	ˈsɛlina
селите	sɛliˈtɛ
селиш	ˈsɛliʃ
селиште	sɛliʃtɛ
селма	sɛɫma
селмо	ˈsɛɫmo
село	sɛlɔ
село	sɛɫɔ
селово	ˈsɛlɔvɔ
селотеп	sɛɫɔtɛp
селотејп	sɛlɔtɛjp
селотејп	sɛɫɔtɛjp
селото	sɛˈɫɔtɔ
селска	ˈsɛɫska
селски	sɛlski
селски	sɛɫski
селско	ˈsɛɫ̪skɔ
селтик	ˈsɛɫtɪk
селтикс	sɛltiks
селф	self
селфи	sɛɫfi
селце	sɛɫtsɛ
селце	ˈsɛɫtsɛ
селјак	sɛʎak
селјаци	sɛʎatsi
селјачиште	sɛʎatʃiʃtɛ
сем	sɛm
семакедонски	sɛmakɛdɔnski
семантема	sɛmantɛma
семантика	sɛmantika
семантичар	sɛmantitʃar
семантичари	sɛmantitʃaɾi
семантичарка	sɛmantitʃarka
семантички	sɛmantitʃki
семафор	sɛmafɔr
семафор	sɛmaˈfɔr
семафори	sɛmafɔri
семафори	sɛmafɔɾi
семафорите	ˈsɛmafɔritɛ
семафориште	sɛmafɔɾiʃtɛ
семафорот	sɛmafɔɾɔt
семафорски	sɛmafɔrski
семај	ˈsɛmaj
семе	sɛmɛ
семе	ˈsɛmɛ
семевод	sɛmɛvɔt
семеводи	sɛmɛvɔdi
семеен	sɛmɛɛn
семеен	ˈsɛmɛɛn
семен	sɛmɛn
семеник	sɛmɛnik
семеници	sɛmɛnitsi
семенски	sɛmɛnski
семенце	sɛmɛntsɛ
семестар	sɛmɛstar
семестар	ˈsɛmɛstar
семестарот	ˈsɛmɛstaɾɔt
семестарски	sɛmɛstarski
семестрален	sɛmɛstralɛn
семестрално	sɛmɛstraɫnɔ
семето	ˈsɛmɛtɔ
семејна	ˈsɛmɛjna
семејната	ˈsɛmɛjnatɑ
семејни	sɛmɛjni
семејниот	ˈsɛmɛjnɪɲɔt
семејните	ˈsɛmɛjnitɛ
семејно	sɛmɛjnɔ
семејно	ˈsɛmɛjnɔ
семејното	sɛmɛjnɔtɔ
семејства	sɛmɛjstva
семејства	ˈsɛmɛjstva
семејствата	ˈsɛmɛjstvaˌta
семејство	sɛmɛjstvɔ
семејство	ˈsɛmɛjstvɔ
семејствово	ˈsɛmɛjstvɔvɔ
семејството	ˈsɛmɛjstvɔ
семејтво	ˈsɛmɛjtvɔ
семејтвото	ˈsɛmɛjtɔvɔ
семи	sɛmi
семилостив	sɛmiɫɔstif
семинар	sɛminar
семинар	ˈsɛminar
семинари	ˈsɛminari
семинарот	ˈsɛminarɔt
семинарска	sɛminarska
семинарски	sɛminarski
семиолог	sɛmijɔɫɔk
семиологија	sɛmijɔɫɔgija
семиолошки	sɛmiɔɫɔʃki
семиотика	sɛmiɔtika
семиотички	sɛmiɔtitʃki
семира	ˈsɛmɪra
семиште	sɛmiʃtɛ
семиња	sɛmiɲa
семиња	ˈsɛmiɲa
семка	sɛmka
семкар	sɛmkar
семкари	sɛmkaɾi
семкарка	sɛmkarka
семкарница	sɛmkarnitsa
семки	sɛmki
семките	semˈkite
семор	ˈsɛmɔr
семоќ	sɛmɔc
