5	t
тричав	trîtʃaʋ
тричаво	trîtʃaʋo
тријас	trîjaːs
тријасни	trîjaːsniː
тријеба	trijěba
тријебити	trijěːbiti
тријезан	trjěːzan
тријезнити	trijěːzniti
тријезно	trjêːzno
тријем	trijêːm
тријумвир	trijǔmʋiːr
тријумвират	trijumʋǐraːt
тријумфалан	trîjumfaːlan
тријумфално	trîjumfaːlno
тријумфирати	trijumfǐːrati
трк	tr̂ːk
тркачица	tr̩kǎtʃitsa
трн	tr̂ːn
трновит	trnǒʋit
тробојка	trǒboːjka
тровати	trǒʋati
тровач	trǒʋaːtʃ
троглав	trǒglaʋ
трогласник	trǒglasniːk
троглодит	troglǒdiːt
трогодишњак	trogǒdiʃɲaːk
троделан	trôdeːlan
тродимензионалан	trôdimenzionaːlan
тродијелан	trôdjeːlan
тродневни	trǒdneːʋniː
троколица	trǒkolitsa
трол	trôːl
тролеjбус	troleibus
тролејбус	trolěːjbus
тролејбусни	trolěːjbusniː
тролист	trǒliːst
тром	trôm
тромбон	trompon
тромесечје	trǒmeseːtʃje
тромеђа	trǒmedʑa
тромо	trômo
тромост	trômoːst
тромјесечје	trǒmjeseːtʃje
троножан	trǒnoʒan
троножац	trǒnoʒats
троношке	trǒnoʃkeː
тропопауза	tropopǎuza
тропосфера	troposfěːra
тророг	trǒrog
тростран	trǒstran
трострук	trǒstruk
тротл	trǒtl
тротоар	trotǒaːr
трофеј	trǒfeːj
трофејни	trǒfeːjniː
трохеј	trǒxeːj
трохејски	trǒxeːjskiː
троцкизам	trotskǐzam
трошак	trôʃak
трошан	trôʃan
трошити	trǒʃiti
троја	trǒːja
тројак	trôjaːk
тројанац	trojǎːnats
тројански	trǒjaːnskiː
тројица	trǒjitsa
тројка	trǒːjka
тројство	trǒːjstʋo
трп	tr̂p
трпак	tr̂pak
трпеза	třpeza
трпезарија	trpezǎrija
трпети	třːpeti
трпељив	trpěʎiʋ
трпељиво	trpěʎiʋo
трпељивост	trpěʎiʋoːst
трпутац	tr̩pǔːtats
трпјети	třːpjeti
трсити	tr̂siti
трска	tr̂ska
трске	trskɛ
трсје	tr̂ːsje
трти	tr̂ti
тртица	třtitsa
тртица	tɛrɛtitsa
трубадур	trubǎduːr
трубадурски	trubǎduːrski
трубадурски	trubǎduːrskiː
трубач	trǔbaːtʃ
трубити	trǔːbiti
трудан	trǔːdan
труде	trˈudə
трудимо	trudim
трудити	trǔːditi
трудница	trûːdnitsa
трудно	trûːdno
трудноћа	trudnǒtɕa
труизам	truǐzam
трулеж	trǔːleʒ
трулина	trulǐna
трулити	trûliti
трулост	trûloːst
трун	trûːn
трунак	trǔːnak
трунка	trûːnka
трунути	trûnuti
труо	trûo
трупа	trûpa
трупац	trǔːpats
трупло	trǔːplo
трут	trûːt
трчати	tertʃati
трчкарати	tr̩tʃkǎrati
трљати	třːʎati
трње	tr̂ːɲe
туберкулоза	tuberkulǒːza
туберкулозан	tûberkuloːzan
туга	tǔːga
тугаљив	tugǎʎiʋ
тугаљиво	tugǎʎiʋo
тугаљивост	tugǎʎiʋoːst
туговати	tugǒʋati
туда	tǔdaː
тужан	tǔːʒan
тужаљка	tǔːʒaːʎka
тужба	tǔʒba
тужилац	tǔʒilats
тужилаштво	tǔʒilaːʃtʋo
тужитељ	tǔʒiteʎ
тужитељство	tǔʒiteʎstʋo
тужити	tǔːʒiti
тужно	tûːʒno
тузла	tûzla
тузлук	tǔzluk
тука	tûka
тукац	tǔːkats
тулијум	tˌuˈɛljum
тулум	tǔlum
тулумарити	tulumǎːriti
тумарати	tumǎrati
тумач	tǔmaːtʃ
тумачити	tumǎːtʃiti
тумор	tûːmor
тундра	tûːndra
тунел	tǔneːl
тунелски	tǔneːlskiː
тунижанин	tunǐːʒanin
туника	tǔnika
тунис	tǔnis
туниса	tunisˈsˈa
туниски	tǔniskiː
туп	tûːp
тупан	tǔpan
тупан	tǔpaːn
тупити	tǔːpiti
тупо	tûːpo
тупоглав	tupǒglaʋ
тупоглавац	tupǒglaʋats
тупоглаво	tupǒglaʋo
тупоглавост	tupǒglaʋoːst
тупост	tǔːpoːst
тур	tûːr
турбан	tǔrbaːn
турбина	turbǐːna
турбински	tǔrbiːnskiː
турбопауза	turbopâuza
турбулентан	turbǔlentan
турбулентност	turbǔlentnoːst
турбуленција	turbulěntsija
туризам	turǐzam
туристи	tuɾisti
туристички	turǐstitʃki
туристички	turǐstitʃkiː
туркијски	tǔrkiːjskiː
туркиња	tûrkiɲa
туркменски	tǔrkmeːnskiː
турнеја	turněːja
турнир	tǔrniːr
туробан	tûroːban
туробно	tûroːbno
туробност	tûroːbnoːst
турпија	tǔrpija
турпијати	turpǐjati
турска	tǔrskaː
турски	tǔrskiː
турски	tʊrski
турцизам	turtsǐzam
турчин	turtsin
турчин	tǔrtʃiːn
туст	tûːst
тутањ	tûːtaɲ
тутор	tûːtor
туторство	tûːtoːrstʋo
тутњити	tǔtɲiti
туф	tûf
туцати	tûtsati
туце	tǔtse
туцет	tǔtset
туча	tûtʃa
тучак	tǔːtʃak
тучњава	tǔtʃɲaʋa
туширати	tuʃǐːrati
туђ	tûdʑ
туђина	tudʑǐna
туђинац	tudʑǐːnats
туђинка	tǔdʑiːnka
туђица	tǔdʑitsa
туђман	tûdʑman
туљан	tǔʎan
туњевина	tǔɲeʋina
тући	tutsi
тући	tûːtɕi
тједни	tjêdniː
тјелесни	tjêlesniː
тјелешце	tjelěʃtse
тјеловјежба	tjěloʋjeʒba
тјелохранитељ	tjeloxrǎniteʎ
тјеме	tjême
тјерати	tjêrati
тјестенина	tjestenǐna
тјешити	tjêʃiti
у	u
убадати	ubǎːdati
убадача	ubǎdatʃa
убацивати	ubatsǐːʋati
убацити	ubǎːtsiti
убилац	ǔbilats
убирати	ǔbirati
убитачан	ûbitatʃan
убитачно	ûbitatʃno
убити	ǔbiti
убица	ǔbitsa
убија	ubǐːja
убијати	ubǐːjati
убијач	ubǐjaːtʃ
ублажавати	ublaʒǎːʋati
ублаживати	ublaʒǐːʋati
ублажити	ublǎːʒiti
убог	ûbog
убого	ûbogo
убод	ǔːbod
убожница	ûboʒnitsa
убости	uboste
убости	ǔbosti
убојит	ǔbojit
убојито	ǔbojito
убојица	ǔbojitsa
убојство	ǔboːjstʋo
убрати	ǔbrati
убрзавати	ubrzǎːʋati
убрзати	ubřzati
убрзање	ubrzǎːɲe
убрзо	ubrso
убрзо	ûbrːzo
убризгавати	ubrizgǎːʋati
убризгати	ǔbrizgati
убрус	ǔbrus
убудуће	ubǔduːtɕe
уважавати	uʋaʒǎːʋati
уважен	ǔʋaːʒen
уважите	uvaʒitɛ
уважити	uʋǎːʒiti
увала	ûʋala
увалити	uʋǎːliti
уваљивати	uʋaʎǐːʋati
увежбавати	uʋeʒbǎːʋati
увежбати	ǔʋeʒbati
увезати	uʋěːzati
увезивати	uʋezǐːʋati
увеличавати	uʋelitʃǎːʋati
увеличати	uʋelǐtʃati
увенуо	uʋěnuo
увенути	uʋěnuti
увео	ǔʋeo
уверавати	uʋerǎːʋati
уверен	ǔʋeren
уверење	uʋerěːɲe
уверити	ǔʋeriti
увертира	uʋertǐːra
уверљив	uʋěrʎiʋ
уверљиво	uʋěrʎiʋo
уверљивост	uʋěrʎiʋoːst
увести	ǔʋesti
увет	ǔːʋet
уветан	ǔːʋetan
увече	ûʋetʃeː
увешће	ǔʋeʃtɕe
увећавати	uʋetɕǎːʋati
увећати	uʋětɕati
увид	ǔʋid
увидети	ǔʋideti
увидјети	ǔʋidjeti
увити	ǔʋiti
увиђа	uvidʒa
увиђаван	ûʋidʑaːʋan
увиђавно	ûʋidʑaːʋno
увиђавност	uʋidʑǎːʋnoːst
увиђати	uʋǐːdʑati
увијати	uʋǐːjati
увлачити	uʋlǎːtʃiti
уво	ûʋo
увод	ǔːʋod
уводити	uʋǒditi
уводни	ǔːʋodniː
уводу	uvɔdu
увоз	ǔːʋoz
увозан	ǔːʋozan
увозити	uʋǒziti
увозник	ǔːʋozniːk
увојак	ǔːʋojak
увребати	uʋrěːbati
увреда	ûʋreda
увредити	uvrɛditi
увредити	uʋrěːditi
увредљив	uʋrědʎiʋ
увредљиво	uʋrědʎiʋo
уврежити	uʋrěːʒiti
увређен	ǔʋreːdʑen
увриједити	uʋrjěːditi
увријежити	uʋrijěːʒiti
увријеђен	ǔʋrijeːdʑen
уврстити	uʋřːstiti
уврштавати	uʋrʃtǎːʋati
увући	ǔʋuːtɕi
увјежбавати	uʋjeʒbǎːʋati
увјежбати	ǔʋjeʒbati
увјеравати	uʋjerǎːʋati
увјерен	ǔʋjeren
увјерење	uʋjerěːɲe
увјерити	ǔʋjeriti
увјерљив	uʋjěrʎiʋ
увјерљиво	uʋjěrʎiʋo
увјерљивост	uʋjěrʎiʋoːst
увјет	ǔːʋjet
увјетан	ǔːʋjetan
уганда	ǔgaːnda
угао	ûgao
угасити	ugǎːsiti
угађати	ugǎːdʑati
угаљ	ugɐʎ
угаљ	ûgaʎ
угибати	ugǐːbati
угинути	ǔginuti
углавном	uglǎʋnoːm
углавном	ɫugɫavnom
углед	ûgleːd
угледан	ûgleːdan
угледати	ǔgledati
уговарати	ugoʋǎːrati
уговор	ûgoʋoːr
уговорити	ugoʋǒriti
угода	ûgoda
угодан	ûgodan
угодим	ugɔdim
угодити	ugǒditi
угодно	ûgodno
угодност	ûgodnoːst
угор	ǔgor
угођај	ûgodʑaːj
уграбити	ǔgrabiti
уградити	ugrǎːditi
уграђивати	ugradʑǐːʋati
угрејавати	ugrejǎːʋati
угрејати	ǔgrejati
угризати	ugrǐːzati
угристи	ugrɛsˈti
угристи	ǔgristi
угријавати	ugrijǎːʋati
угријати	ǔgrijati
угрожавати	ugroʒǎːʋati
угроженост	ǔgroʒenoːst
угрозити	ugrǒziti
угрушати	ugrǔʃati
угушивати	uguʃǐːʋati
угушити	ugǔːʃiti
угљен	ûgʎeːn
удавати	udǎːʋati
удавача	udǎʋatʃa
удар	ûdaːr
ударати	ǔdarati
ударац	ǔdarats
ударити	ǔdariti
ударник	ǔdaːrniːk
ударница	ǔdaːrnitsa
ударнички	ǔdaːrnitʃki
ударнички	ǔdaːrnitʃkiː
ударништво	ǔdaːrniːʃtʋo
удат	ûdaːt
удати	ǔdati
удахнути	udǎxnuti
удаја	ûdaja
удаљавати	udajaːvati
удаљавати	udaʎǎːʋati
удаљен	ǔdaːʎen
удаљеност	ǔdaːʎenoːst
удаљити	udǎːʎiti
удвостручити	udʋǒstrutʃiti
удео	ǔːdeo
удио	ǔːdio
удисати	ǔdisati
удова	ǔdoʋa
удовац	udǒːʋats
удовица	udǒʋitsa
удовичин	udǒʋitʃin
удовчев	udǒːʋtʃeʋ
удолина	ǔdolina
удомитељ	udǒmiteʎ
удомитељица	udomitěʎitsa
удомити	udǒmiti
удомљивати	udomʎǐːʋati
удруга	ûdruga
удружење	udruʒěːɲe
удруживати	udruʒǐːʋati
удружити	udrǔːʒiti
ужас	ûʒaːs
ужасан	uzasam
ужасан	ûʒaːsan
ужасно	ûʒaːsno
ужи	uzi
уживалац	uʒǐʋalats
уживатељ	uʒǐʋateʎ
уживати	uʒǐːʋati
уживо	ûʒiːʋo
ужитак	uʒǐːtak
ужити	ǔʒiti
ужурбавати	uʒurbǎːʋati
ужурбаност	ǔʒurbaːnoːst
ужурбати	ǔʒurbati
уз	uz
узак	ûzak
узалуд	ûzaluːd
узалудан	ûzaluːdan
узалудно	ûzaluːdno
узаман	ûzamaːn
узастопан	ûzastopan
узастопно	ûzastopno
узајаман	ûzajaːman
узајамно	ûzajaːmno
узајамност	uzajǎːmnoːst
узбекистан	uzbekǐstaːn
узбрдо	ûzbrdo
узбудити	uzbǔːditi
узбудљив	uzbǔdʎiʋ
узбуна	ûzbuna
узбунити	uzbǔːniti
узбуркавати	uzburkǎːʋati
узбуркати	ǔzburkati
узбуђен	ǔzbuːdʑeːn
узбуђено	ǔzbuːdʑeno
узбуђеност	ǔzbuːdʑenoːst
узбуђење	uzbudʑěːɲe
узбуђивати	uzbudʑǐːʋati
узбуњивати	uzbuɲǐːʋati
узверати	uzʋěrati
узвик	ûzʋiːk
узвикивати	uzʋikǐːʋati
узвикнути	uzʋǐːknuti
узвисити	uzʋǐːsiti
узвишен	ǔzʋiːʃen
узвишено	ǔzʋiːʃeno
узводно	ǔzʋodno
узврат	ûzʋraːt
узвратити	uzuraːtiti
узгајати	uzgǎːjati
узгојити	uzgǒjiti
узгред	ûzgreːd
узгредан	ûzgreːdan
узгредице	ǔzgreditseː
узгредно	ûzgreːdno
узда	ǔːzda
уздах	usdax
уздах	ûzdaːx
уздахнути	uzdǎxnuti
уздисати	ǔzdisati
уздржавати	uzdrʒǎːʋati
уздржавање	uzdrʒaːvanje
уздржавање	uzdrʒǎːʋaːɲe
уздржати	uzdřʒati
уздржљив	uzdřʒʎiʋ
уздржљивост	uzdřʒʎiʋoːst
уздуж	ûzduːʒ
узели	uzɛli
узет	ûzeːt
узети	ǔzeːti
узетост	ûzeːtoːst
узимати	ǔzimati
узица	ûzitsa
узлетати	uzlěːtati
узлетети	uzlěteti
узлетјети	uzlětjeti
узлијетати	uzlijěːtati
узмакнути	uzmǎknuti
узмаћи	ǔzmatɕi
узмицати	ǔzmitsati
узнемиравати	uznemirǎːʋati
узнемирити	uznemǐːriti
узник	ûzniːk
узор	ǔːzor
узоравати	uzorǎːʋati
узорак	ǔːzorak
узоран	ǔːzoːran
узорати	uzoɾati
узорати	uzǒrati
узорно	ǔːzoːrno
узору	uzaru
узрок	uːzrɔk
узрок	ǔzrok
узроковати	ǔːzrokoʋati
узроци	uzrɔtsi
узрујавати	uzrujǎːʋati
узрујати	uzrǔjati
узурпатор	uzǔrpaːtor
узјахати	ǔzjaxati
узјахивати	uzjaxǐːʋati
узјашити	ǔzjaʃiti
уистину	ǔistinu
указ	ǔːkaːz
указати	ukǎːzati
указивати	ukazibat̪i
указивати	ukazǐːʋati
указују	ukazuju
укидати	ukǐːdati
укинути	ǔkinuti
уклањати	ǔklaɲati
уклети	ǔkleːti
уклонити	uklǒniti
уколико	ukolǐkoː
укопавати	ukopǎːʋati
укопати	ukǒpati
укор	ǔːkor
укоравати	ukorǎːʋati
укоренити	ukorěːniti
укорењивати	ukoreɲǐːʋati
укорити	ukǒriti
укоријенити	ukorjěːniti
укорјењивати	ukorjeɲǐːʋati
укотвити	ǔkotʋiti
укотвљивати	ukotʋʎǐːʋati
укочен	ǔkoːtʃen
укочено	ǔkoːtʃeno
укоченост	ǔkoːtʃenoːst
укочити	ukǒːtʃiti
украс	ûkraːs
украсити	ukrǎːsiti
украсни	ûkraːsniː
украсти	ǔkrasti
укратко	ûkratko
украшавати	ukraʃǎːʋati
украј	ǔkraːj
украјина	ǔkrajina
украјински	ukrɛdʲinski
украјински	ǔkrajiːnskiː
укротив	ukrǒtiʋ
укрстити	ukřstiti
укрутити	ukrǔːtiti
укрцавати	ukr̩tsǎːʋati
укрцај	ûkr̩tsaːj
укрштавати	ukrʃtǎːʋati
укрштати	ukřːʃtati
укупан	ǔkupan
укупно	ǔkupno
укус	ǔkus
укусан	ǔkusan
укусно	ǔkusno
укљученост	ǔkʎuːtʃenoːst
укључив	ukʎǔtʃiʋ
укључивати	ukʎutʃǐːʋati
укључиво	ukʎǔtʃiʋo
укључити	ukʎǔːtʃiti
улагати	ulǎːgati
улагивати	ulagǐːʋati
улаз	ǔlaz
улазак	ǔlazak
улазе	ulazɯ
улазити	ǔlaziti
улазни	ǔlazniː
улазница	ulɛznitsa
улазница	ǔlaznitsa
улепшавати	ulepʃǎːʋati
улепшати	ulěpʃati
улизати	ulǐːzati
улизивати	ulizǐːʋati
улица	ûlitsa
уличица	ûlitʃitsa
улични	uɫitʃni
улов	ǔːloʋ
уловити	ulǒʋiti
улог	ǔːlog
улога	uɫoˈga
уложити	ulǒʒiti
ултимативно	ûltimatiːʋno
ултиматум	ultimǎːtum
ултразвук	ûltrazʋuːk
ултразвучан	ûltrazʋuːtʃan
улудо	ûluːdo
улцињ	ǔltsiɲ
ум	u
ум	ûːm
умак	ûmaːk
умакнути	umǎknuti
уман	ûːman
умарати	umǎːrati
умањеница	umaɲěnitsa
умаћи	ǔmatɕi
умерен	ǔmeren
умерено	ǔmereno
умереност	ǔmerenoːst
уместо	ǔmesto
уметати	ǔmetati
умети	ǔmeti
уметник	ǔmetniːk
уметница	ǔmetnitsa
уметнички	ǔmetnitʃkiː
уметнути	ǔmetnuti
умиваоник	umiʋaǒniːk
умиваоница	umiʋaǒːnitsa
умивати	umǐːʋati
умирати	ǔmirati
умировљеник	umiroʋʎěniːk
умировљеница	umiroʋʎěnitsa
умислити	ǔmisliti
умити	ǔmiti
умицати	ǔmitsati
умишљати	umǐːʃʎati
умишљен	ǔmiʃʎen
умник	ûːmniːk
умно	ûːmno
умножавају	umnaʒavaju
умовати	umǒʋati
умор	ǔːmor
уморан	ûmoːran
уморити	umǒriti
уморно	ûmoːrno
умрети	umretti
умрети	ǔmreːti
умријети	ǔmrjeːti
умјерен	ǔmjeren
умјерено	ǔmjereno
умјереност	ǔmjerenoːst
умјесто	ǔmjesto
умјети	ǔmjeti
умјетник	ǔmjetniːk
умјетница	ǔmjetnitsa
умјетнички	ǔmjetnitʃkiː
уназад	ǔnazaːd
унаказивати	unakazǐːʋati
унаказити	unakǎːziti
унапред	ǔnapreːd
унапријед	ǔnaprjeːd
унаточ	unǎːtotʃ
унатраг	ǔnatraːg
унети	ǔneːti
универзалан	ûniʋerzaːlan
универзално	ûniʋerzaːlno
универзитетски	uniʋerzǐteːtski
универзитетски	uniʋerzǐteːtskiː
унижавати	uniʒǎːʋati
унизити	unǐːziti
унитаристички	unitarǐstitʃki
унитаристички	unitarǐstitʃkiː
уништавати	uniʃtǎːʋati
уништавач	uniʃtǎʋaːtʃ
уништив	unǐʃtiʋ
уништивост	unǐʃtiʋoːst
уништити	ǔniʃtiti
унија	ûːnija
унијети	ǔnjeːti
уносити	unǒsiti
унук	ǔnuk
унутар	ǔnutar
унутарњи	ǔnutaːrɲiː
унутра	ǔnuːtra
унутрашњи	ǔnutraʃɲiː
унутрашњост	ǔnutraʃɲoːst
унучад	ǔnutʃaːd
уобичајен	uobǐtʃaːjen
уобичајено	uobǐtʃaːjeno
уображавати	uobraʒǎːʋati
уображен	uǒbraːʒen
уобразити	uobrǎːziti
уозбиљити	uozbǐːʎiti
уопште	ǔopʃte
уопће	ǔoptɕe
уосталом	uǒstaːlom
уочавати	uotʃǎːʋati
уочи	ǔotʃi
уочити	uǒtʃiti
уочљив	uǒtʃʎiʋ
уочљиво	uǒtʃʎiʋo
уочљивост	uǒtʃʎiʋoːst
упад	ǔpad
упадати	ǔpadati
упадљив	upǎdʎiʋ
упадљиво	upǎdʎiʋo
упала	ûpala
упалити	upǎːliti
упасти	ǔpasti
упаљивати	upaʎǐːʋati
упецати	ǔpetsati
уписати	upǐːsati
уписивати	upisǐːʋati
упит	ǔpit
упитати	upǐːtati
упити	ǔpiti
упитник	ǔpitniːk
упијати	upǐːjati
уплашити	ǔplaʃiti
упливати	ǔpliʋati
упловити	uplǒʋiti
упловљавати	uploʋʎǎːʋati
упозна	upɔzna
упознавати	upoznǎːʋati
упознати	upǒznati
упозоравати	upozorǎːʋati
упозорити	upozǒriti
упомоћ	ûpomoːtɕ
упораба	ûporaba
упоран	ûpoːran
упориште	ǔporiːʃte
упорно	ûpoːrno
упорност	upǒːrnoːst
упосленик	uposlěniːk
упослити	upǒsliti
употреба	ûpotreba
употребити	upotrěːbiti
употребљавати	upotrebʎǎːʋati
употријебити	upotrjěːbiti
упошљавати	upoʃʎǎːʋati
управа	ûpraʋa
управни	ûpraːʋniː
управо	upravɔ
управо	upraʋo
управља	upravja
управљати	ǔpraʋʎati
управљање	ǔpraʋʎaːɲe
упразно	ûpraːzno
уприличивати	uprilitʃǐːʋati
уприличити	uprǐːlitʃiti
упркос	ûsprkos
упропастити	upropǎːstiti
упропаштавати	upropaʃtǎːʋati
упропашћивати	upropaʃtɕǐːʋati
упрљати	upřːʎati
упута	ûputa
упутити	upǔːtiti
упутство	upǔtstʋo
упућивати	uputɕǐːʋati
уравнотежен	uraʋnǒteːʒen
ураган	ûragaːn
урагански	ûragaːnskiː
урадио	uɾaadio
урадити	urǎːditi
уран	uɾan
уран	ǔraːn
уранити	ǔraniti
урачунавати	uratʃunǎːʋati
урачунати	uratʃǔnati
урбан	ûrbaːn
ургентан	urgěntan
ургентно	urgěntno
ургентност	urgěntnoːst
уредан	ûredan
уреднички	ǔrednitʃkiː
уредно	ûredno
урез	ǔːrez
урезати	ǔrezati
урезивати	urezǐːʋati
урес	ǔːres
уресити	urěːsiti
урешавати	ureʃǎːʋati
уређај	ûredʑaːj
урећи	ǔretɕi
урин	ǔriːn
урицати	urǐːtsati
урма	ǔrma
урнебес	ûrnebeːs
уроборос	urǒboros
урок	ǔːrok
урота	ǔrota
уротити	urǒtiti
уротник	ǔrotniːk
уротнички	ǔrotnitʃki
уротнички	ǔrotnitʃkiː
урођен	ǔrodʑen
урођеник	urodʑěniːk
урођеница	urodʑěnitsa
урођенички	urodʑěniːtʃkiː
уругвај	ûrugʋaj
уругвајац	urugʋǎːjats
уругвајски	ûrugʋaːjskiː
уручивати	urutʃǐːʋati
уручити	urǔːtʃiti
усавршавати	usaʋrʃǎːʋati
усавршавајмо	usaˈvɛrʃavaˈjmu
усавршивати	usaʋrʃǐːʋati
усавршити	usaʋřːʃiti
усадити	usǎːditi
усамљен	ǔsaːmʎen
усађивати	usadʑǐːʋati
усвајати	usʋǎːjati
усвојити	usʋǒjiti
уселити	usěliti
усељавати	useʎǎːʋati
усиделица	usǐdelitsa
усидрити	ǔsidriti
усидјелица	usǐdjelitsa
усисавати	usisǎːʋati
усисати	ǔsisati
усисач	usǐsaːtʃ
усисивач	usisiˈʋˈatʃ
усисивач	usisǐʋaːtʃ
усклик	ûskliːk
ускоро	ûskoro
ускратити	uskrǎːtiti
услед	ûsled
услијед	ûslijed
услов	ǔːsloʋ
услован	ǔːsloːʋan
усложнити	uslǒʒniti
усложњавати	usloʒɲǎːʋati
услуга	usvuga
услуга	ûsluga
услужан	ǔsluʒan
услужно	ǔsluʒno
усмен	ûsmen
усмено	ûsmeno
усмеравати	usmerǎːʋati
усмерити	ǔsmeriti
усмјеравати	usmjerǎːʋati
усмјерити	ǔsmjeriti
успаванка	uspǎʋaːnka
успавати	uspǎːʋati
успављивати	uspaʋʎǐːʋati
успевати	uspěːʋati
успети	ǔspeti
успети	ǔspeːti
успех	ǔspex
успешан	ǔspeʃan
успешно	ǔspeʃno
успијевати	uspjěːʋati
успињати	ǔspiɲati
успињача	uspǐɲatʃa
успомена	ûspomena
успон	ǔːspon
успоравати	usporǎːʋati
успоредба	ûsporedba
успорити	uspǒriti
успоставити	uspǒstaʋiti
успостављати	uspǒstaʋʎati
усправан	ûspraːʋan
успркос	ûsprkos
успут	ǔspuːt
успјети	ǔspjeti
успјех	ǔspjex
успјешан	ǔspjeʃan
успјешно	ǔspjeʃno
усред	usrɛd
усред	ǔsred
уста	uʃta
уста	uːsta
уста	ǔːsta
устав	uːstɑv
устав	ûstaːʋ
уставан	ûstaːʋan
уставно	ǔstaːʋno
устанак	ǔstanak
установа	ûstanoʋa
установити	ustanǒʋiti
установљивати	ustanoʋʎǐːʋati
устати	ǔstati
усташа	ûstaʃa
устајати	ǔstajati
устврдити	ustʋřːditi
устврђивати	ustʋr̩dʑǐːʋati
усто	ǔstoː
устрајан	ûstraːjan
устрајати	ustrǎːjati
устрајати	ǔstrajati
устрој	ǔːstroj
устројавати	ustrojǎːʋati
устројити	ustrǒjiti
уступак	ǔstupak
уступати	ustǔːpati
уступити	ustǔːpiti
усуд	ǔsud
усудити	usǔːditi
усути	ǔsuːti
усуђивати	usudʑǐːʋati
усхит	ǔsxit
усхићен	ǔsxiːtɕen
усхићено	ǔsxiːtɕeno
утакмица	ǔtakmitsa
утаначивати	utanatʃǐːʋati
утаначити	utanǎːtʃiti
утапати	utǎːpati
утајивати	utajǐːʋati
утајити	utǎːjiti
утвара	ûtʋara
утврда	ûtʋrda
утврдила	utvrdila
утврдити	utʋřːditi
утврђивати	utʋrdʑǐːʋati
утемељивати	utemeʎǐːʋati
утемељити	uteměʎiti
утешан	ǔteʃan
утешитељ	utěʃiteʎ
утешити	ǔteʃiti
утешљив	utěʃʎiʋ
утећи	ǔtetɕi
утикач	utǐkaːtʃ
утисак	atisak
утисак	ǔtisak
утицати	ǔtitsati
утицајне	utitsajnɛ
утичница	ǔtitʃnitsa
утовар	ûtoʋaːr
утоваривати	utoʋarǐːʋati
утоварити	utǒʋariti
утовити	utǒʋiti
уток	ǔːtok
утолити	utǒliti
утонути	utǒnuti
утопистички	utopǐstitʃki
утопистички	utopǐstitʃkiː
утопити	utǒpiti
утопија	utǒpija
утопљеник	utopʎěniːk
утопљеница	utopʎěnitsa
уторак	ǔːtorak
уторак	ɛutorak
уточиште	ǔtotʃiːʃte
утољивати	utoʎǐːʋati
утржак	ǔtrʒak
утрка	ûtrka
утркивати	utrkǐːʋati
утрнуо	utřːnuo
утрнути	utřːnuti
утрнуће	utrnǔːtɕe
утроба	ûtroba
утрошити	utrǒʃiti
утрошком	utroʂkom
утрудити	utrǔːditi
утурати	utǔːrati
утурити	ǔturiti
утући	ǔtuːtɕi
утјеха	ûtjexa
утјецати	ǔtjetsati
утјешан	ǔtjeʃan
утјешитељ	utjěʃiteʎ
утјешити	ǔtjeʃiti
утјешно	ǔtjeʃno
утјешљив	utjěʃʎiʋ
уфати	ǔfati
ухапсити	ǔxapsiti
ухватити	ǔxʋatiti
ухо	axo
ухо	ûxo
ухода	ǔxoda
уцена	ûtsena
уценити	utsěːniti
уцењивати	utseɲivati
уцењивати	utseɲǐːʋati
уцијенити	utsijěːniti
уцјена	ûtsjena
уцјењивати	utsjeɲǐːʋati
учвршћивати	utʃʋr̩ʃtɕǐːʋati
учен	ûtʃen
ученик	ûtʃeniːk
ученица	ûtʃenitsa
ученицима	utʃa˥˩nitsima
ученички	ûtʃenitʃki
ученички	ûtʃenitʃkiː
ученост	ûtʃenoːst
учесник	ǔtʃesniːk
учесница	ǔtʃesnitsa
учешће	ǔtʃeːʃtɕe
учењак	utʃěɲaːk
учење	ǔtʃeːɲe
училиште	ǔtʃiliːʃte
учинак	ǔtʃinak
учинили	utʃinjili
учините	utʃɪnite
учинити	utʃǐniti
учинковит	utʃinkǒʋit
учинковито	utʃinkǒʋito
учионица	utʃiǒːnitsa
учитељ	utʃitˈeɟ
учитељ	ǔtʃiteʎ
учитељски	ǔtʃiteʎski
учитељски	ǔtʃiteʎskiː
учити	ǔtʃiti
учланити	utʃlǎːniti
учлањивати	utʃlaɲǐːʋati
учтив	ǔtʃtiʋ
уш	ûːʃ
ушетати	uʃěːtati
уши	uʃ
ушица	ǔʃitsa
ушиљити	uʃǐːʎiti
уштеда	ûʃteda
уштедети	uʃtěːdeti
уштедјети	uʃtěːdjeti
уштеђевина	uʃtedʑěʋina
уштеђивати	uʃtedʑǐːʋati
уштинути	uʃtǐːnuti
уштипак	ǔʃtipak
ушушкавати	uʃuʃkǎːʋati
ушушкати	ǔʃuʃkati
ушће	ûːʃtɕe
ујак	ûjaːk
ујахати	ǔjaxati
ујачки	ûjaːtʃki
ујачки	ûjaːtʃkiː
ујдурма	ujdǔrma
уједати	ujěːdati
ујединити	ujedǐːniti
уједињавати	ujediɲǎːʋati
уједно	ûjedno
ујести	ǔjesti
ујутро	ûjutro
уља	ˈuʎa
уљепшавати	uʎepʃǎːʋati
уљепшати	uʎěpʃati
ући	oːtɕi
ући	ûːtɕi
уџбеник	ûdʒbeniːk
ф	f
фабрика	fǎbrika
фабрикант	fabrǐkant
