!ਨਵੀਂ	nəviː
ਲੜ	ləɽ
ਲੜਕਾ	ɭəɽkɑ
ਲੜਕਿਆਂ	ɭəɽkiə̃
ਲੜਕੀ	ləɽkiː
ਲੜਕੀਆਂ	ləɽkiːə̃
ਲੜਕੀਆਂ)	ləɽkiːə̃
ਲੜਕੇ	ləɽkɛ
ਲੜਖੜਾ	ləɽkʰəɽɑː
ਲੜਣਗੇ।	ləɽəŋge
ਲੜਦਾ	ləɽd̪ə
ਲੜਦੀ	ɭəɖɪ
ਲੜਦੇ	ɭəɽde
ਲੜਨ	ɭəɽən
ਲੜਨਗੇ	ɭəɽnge
ਲੜਨਾ	ləɽnə
ਲੜਨੀ	ɭəɽni
ਲੜਾ	ɭəɽa
ਲੜਾਂਗਾ	ɭəɽɑːŋgɑː
ਲੜਾਂਗੇ	ɭəɽaːŋge
ਲੜਾਈ	ɭəɽaːi
ਲੜਾਈਆਂ	ləɽaːi̯a̯
ਲੜਾਉਣ	ləɽɔ̃uɳ
ਲੜਾਏ	ləɽɑːe
ਲੜਿਆ	ɭəɽjɑ
ਲੜੀ	ɭəɽi
ਲੜੀ।	ɭəɽi
ਲੜੀਆਂ	ɭəɽiːe̯
ਲੜੀਵਾਰ	ləɽiːwaːr
ਲੜੇ	ɭəɽe
ਲੜੇ।	ɭəɽe
ਲੜੇਗਾ	ləɽeːgə
ਲੜੇਗੀ	ləɽeːgiː
ਲੜੇਗੀ।	ləɽeːgiː
ਲੰਕਾ	ləŋkɑː
ਲੰਕੇਸ਼	ləŋkeːʃ
ਲੰਘ	ləŋgə
ਲੰਘਦੇ	ləŋgde
ਲੰਘੀ	ləŋgiː
ਲੰਘੇ	ləŋge
ਲੰਚ	ɭəntʃ
ਲੰਡਨ'	lə́ndən
ਲੰਦਨ	lənd̪ən
ਲੰਬਾ	ləmbə
ਲੰਬੀ	ləmbɪ
ਲੰਬੀਆਂ	ləmbɪ̄ə̯
ਲੰਬੇ	lə̃mbɛ
ਲੰਮੀ	lə̃miː
ਲੰਮੇ	lə̃ːmɛ
ਲੱਕ	lək
ਲੱਕੀ	ləkiː
ਲੱਖ	ləkːʰ
ਲੱਖਾਂ	ləkːɑ̃ː
ਲੱਖੀ	ləkiː
ਲੱਖੇਵਾਲ	ləkːeʋɑːl
ਲੱਗ	ləg
ਲੱਗਣ	ləgːə̆ɳ
ਲੱਗਣਗੇ।	ləgəɳgeː
ਲੱਗਣੀ	ləgɳi
ਲੱਗਣੀਆਂ	ləgɳiːə̃
ਲੱਗਦਾ	ləgd̪ə
ਲੱਗਦਾ।	ləgd̪ə
ਲੱਗਦਿਆਂ	ləgdiə̃
ਲੱਗਦੀ	ləgːɪ
ਲੱਗਦੀਆਂ	ləgd̪iːə̃
ਲੱਗਦੇ	ləgde
ਲੱਗਦੈ	ləgd̪eː
ਲੱਗਾ	ləgːə
ਲੱਗਾ।	ləgːə
ਲੱਗਿਆ	ləgjɑː
ਲੱਗਿਆ।	ləgjɑː
ਲੱਗਿਆਂ	ləgjɑ̃
ਲੱਗੀ	ləgiː
ਲੱਗੀ?	ləgiː
ਲੱਗੀ।	ləgiː
ਲੱਗੀ।'	ləgiː
ਲੱਗੀਆਂ	ləgiːə̃
ਲੱਗੀਆਂ।	ləgiːə̃ː
ਲੱਗੇ	ləge
ਲੱਗੇ।	ləge
ਲੱਗੇਗਾ	ləgegə
ਲੱਗੇਗਾ।	ləgegə
ਲੱਗੇਗੀ	ləgegiː
ਲੱਗੇਗੀ।	ləgeːgiː
ਲੱਛਣ	lətʃːəɳ
ਲੱਡੂ	ləɖːu
ਲੱਤ	ləʈː
ਲੱਦਾਖ	ləɖːɑkʰ
ਲੱਭਣੇ	ləpːəɳːe
ਲੱਭਿਆ	ləpːjɑː
ਲੱਲਾ	ləllaː
ਲੱਲੂ	ləluː
ਲੲ	ɭ
ਵ	ʋ
ਵਕਟਾਂ	ʋkʈɑ̃ː
ਵਕਤ	ʋkət̪
ਵਕਫ	ʋkf
ਵਕਫੇ	ʋkɸeː
ਵਕਾਨੀ	ʋkɑːniː
ਵਕਾਰ	ʋkɑːɾ
ਵਕਾਲਤ	ʋɑkɑlət
ਵਕੀਲ	ʋkɪl
ਵਕੀਲ'	ʋkɪl
ਵਕੀਲਾਂ	ʋkɪlɑ̃ː
ਵਕਫ਼ਾ	ʋkəɽa
ਵਖਰੇਵਾਂ	ʋkʰɾeːʋɑ̃ː
ਵਖਵੇ	ʋkʰweː
ਵਗਣ	ʋəgəɳ
ਵਗਣਾ	ʋəgəɳa
ਵਗਦਾ	ʋəgəɖə
ਵਗਦੇ	ʋəgdeː
ਵਗੈਰਹਾ	ʋəgəɾə
ਵਗੈਰਾ	ʋəgeːɾə
ਵਚਨਪੱਤਰ	ʋətʃənpət̪əɾ
ਵਚਨਬੱਧ	ʋtʃənbəɖː
ਵਚਨਬੱਧ।	ʋətʃənbət̪ːʰ
ਵਚਨਬੱਧਤਾ	ʋtʃənbə̆d̪ːʰt̪ə
ਵਚਨਵੱਧਤਾ	ʋətʃənʋət̪ːʰət̪ə
ਵਜ	ʋɑdʒ
ਵਜਕੇ	ʋɑdʒkɛ
ਵਜਦ	ʋɑdʒd̪
ਵਜਦਿਆਂ	ʋɑdʒdɪæ̃
ਵਜ਼ਨ	ʋəʐən
ਵਜਾ	ʋɑdʒɑ
ਵਜਾਇਆ।	ʋəɟaːjɑː
ਵਜਾਈ	ʋəˈdʒaːi
ਵਜਾਉਣ	ʋdʒɔːuɳ
ਵਜਾਉਣੀਆਂ	ʋdʒɔːɳiːə̯
ਵਜੂਦ	ʋəˈdʒuːd̪
ਵਜੇ	ʋdʒeː
ਵਜੇ ਕੁਸ਼ਵਾਹਾ	ʋɛdʒeːkʊʃʋɑ̄hɑː
ਵਜੋ	ʋɑdʒo
ਵਜੋਂ	ʋɔ̀ːɻ
ਵਜ੍ਹਾ	ʋɪdʒʰɑ
ਵਜ੍ਹਾਂ	ʋɪdʒʰɑ̃ː
ਵਟਸਐਪ	ʋəʈsɛp
ਵਟਾਂਦਰਾ	ʋəʈaːnd̪ɾaː
ਵਡਮੁੱਲਾ	ʋəɖmuːlɑː
ਵਡਾਲਾ	ʋəɽɑːlɑː
ਵਡਿਆਇਆ	ʋəɖjɑːjɑː
ਵਡਿਆਇਆ।	ʋəɖjɑjɑ
ਵਡਿਆਈ	ʋəɖjɑːiː
ਵਡੇ	ʋəɖeː
ਵਡੇਰਿਆਂ	ʋəɖeːɾiɑ̃ː
ਵਡੋਦਰਾ	ʋəɽoːdra
ਵਡੋਰਦਾ	ʋəɽoːɾt̪ə
ਵਡੱਪਣ	ʋəɖːpəɳ
ਵਣ	ʋəɳ
ਵਣਜ	ʋəɳdʒ
ਵਣਵਾਲਾ	ʋəɳʋaːlə
ਵਤਨ	ʋət̪n
ਵਤਨਾਂ	ʋət̪əɳɑ̃ː
ਵਤਿਹਾਲ	ʋət̪iːɦɑːl
ਵਤੀਰਾ	ʋət̪iːɾə
ਵਤੀਰੇ	ʋət̪iːɾeː
ਵਤੀਰੇ'	ʋət̪iːɾeː
ਵਧਕੇ	ʋəɖkɛː
ਵਧਚੜ੍ਹ	ʋəɖtʃəɽ
ਵਧਣ	ʋəɖʌ̃
ਵਧਣਾ	ʋəɖʌɳə
ਵਧਣੀ	ʋəɖʌ̃ː
ਵਧਦਾ	ʋəɖɖɑːt̪ə
ਵਧਦੀ	ʋəɖːɪ
ਵਧਦੀਆਂ	ʋəɖʈiːə̯n
ਵਧਦੀਵਧਦੀ	ʋəɖɪːʋəɖɪ
ਵਧਦੇ	ʋəɖːde
ਵਧਾ	ʋəɖʌ
ਵਧਾਂਗੇ	ʋəɖʌ̃ŋeː
ਵਧਾਅ	ʋəɖɑː
ਵਧਾਇਆ	ʋəɖɑːi̯ə
ਵਧਾਇਆ।	ʋəɖɑːi̯ə
ਵਧਾਈ।	ʋəɖʱaːiː
ਵਧਾਈਆਂ'	ʋəɖʰaːi̯ə̃ː
ਵਧਾਉਂਦਿਆ	ʋəɖɔ̃ːdi̯ə
ਵਧਾਉਂਦੇ	ʋəɖɔ̃ːɖe
ਵਧਾਉਣ	ʋəɖɑ̃ːuɳ
ਵਧਾਉਣਗੇ।	ʋəɖɑːuɳgeː
ਵਧਾਉਣੀ	ʋəɖɑ̃ːɪ̯
ਵਧਾਏ	ʋəɖɑːe̯
ਵਧਾਏ।	ʋəɖɑːeː
ਵਧਾਏਗੀ	ʋəɖɑːigiː
ਵਧਾਏਗੀ।	ʋəɖɑːigiː
ਵਧਾਕੇ	ʋəɖɑːkeː
ਵਧਾਵਨ	ʋəɖɑːʋən
ਵਧਾਵਾ	ʋəɖɑːʋɑː
ਵਧਾਵਾਂਗੇ।	ʋəɖɑːʋɑːŋgeː
ਵਧਿਆ	ʋəɖʲɑː
ਵਧਿਆsbi	ʋəɖʲɑː
ਵਧਿਆ।	ʋəɖʰiə
ਵਧੀ	ʋəɖiː
ਵਧੀਆ	ʋəɖʰiːə
ਵਧੀਆਂ।	ʋəɖiːə̃
ਵਧੀਏ।	ʋəɖiːe
ਵਧੀਕ	ʋəɖɪk
ਵਧੂ	ʋəɖʱuː
ਵਧੂ'	ʋəɖʊ
ਵਧੇ	ʋəðʰeː
ਵਧੇ।	ʋəɖʱeː
ਵਧੇਗਾ	ʋəɖʱegɑ
ਵਧੇਗੀ	ʋəɖʱeːgiː
ਵਧੇਗੀ।	ʋəɖʱegi
ਵਧੇਗੀ।'	ʋəɖʱegi
ਵਧੇਦੀ	ʋəɖʱeːɖiː
ਵਧੇਰੇ	ʋəd̪ʱeːɾeː
ਵਧੋ।	ʋəɖo
ਵਧੋਗੇ।	ʋəɖoːgeː
ਵਨ	ʋən
ਵਨਡੇ	ʋəɳɖeː
ਵਨਡੇਅ	ʋə̃nɖeː
ਵਨਸ	ʋəns
ਵਨਸੁਵੰਨੀਆਂ	ʋənsʊʋənniː
ਵਨਾਨਗਾਮੁਡੀ	ʋənəŋɑːmuːɖiː
ਵਪਾਰ	ʋpɑːr
ਵਪਾਰ	ʋpɑːɾ
ਵਪਾਰਕ	ʋpɑːɾk
ਵਪਾਰਯੁੱਧ	ʋpɑːɾjʊːd̪ːʰ
ਵਪਾਰਿਕ	ʋəpaːɾɪk
ਵਪਾਰੀ	ʋəpaːɾiː
ਵਪਾਰੀਆਂ	ʋpɑːɾiːɛ̃
ਵਪਾਰੀਕਰਨ	ʋəpaːɾiːkəɾən
ਵਪਾਸੀ	ʋəpaːsiː
ਵਫਦ	ʋəpʰəɖ
ਵਫ਼ਾਦਾਰੀ	ʋəfaːdaːɾiː
ਵਫਾ	ʋəfə
ਵਫਾਦਾਰੀ	ʋəfaːdaːɾiː
ਵਰ	ʋəɾ
ਵਰਕ	ʋəɾk
ਵਰਕਆਉਟ	ʋəɾkɑːʊʈ
ਵਰਕਫੋਰਸ	ʋəɾkfəɾs
ਵਰਕਫ੍ਰੰਟ	ʋəɾkfɾənt
ਵਰਕਰ	ʋəɾkəɾ
ਵਰਕਰ।	ʋəɾkəɾ
ਵਰਕਰਜ਼	ʋəɾkəɾz
ਵਰਕਰਾਂ	ʋəɾkəɾɑ̃ː
ਵਰਕਰਜ਼	ʋəɾkəɾz
ਵਰਕਲੋਡ	ʋəɾkɫoːɖ
ਵਰਕਸ਼ਾਪ	ʋəɾkɑʃɑp
ਵਰਕਸ	ʋəɾkəs
ਵਰਕਿੰਗ	ʋəɾkɪŋ
ਵਰਗ	ʋəɾg
ਵਰਗਲਾਉਂਦੇ	ʋəɾgɫɔ̃ːɖe
ਵਰਗਾ	ʋəɾgə
ਵਰਗਾਂ	ʋəɾgɑ̃ː
ਵਰਗਾਂਨੂੰ	ʋəɾgɑ̃ːnuː
ਵਰਗੀ	ʋəɾgiː
ਵਰਗੀਆਂ	ʋəɾgiːə̃
ਵਰਗੀਕਰਨ	ʋəɾgiːkəɾən
ਵਰਗੇ	ʋəɾgeː
ਵਰਗੇ ਗੀਤਾਂ	ʋəɾgeːˈgiːt̪aːn
ਵਰਗੇਕ	ʋəɾgeːk
ਵਰਚੂਅਲ	ʋəɾtʃʰuəɾ
ਵਰਜਨ	ʋəɾdʒən
ਵਰਜ਼ਨ	ʋəɾzən
ਵਰਣਨਯੋਗ	ʋəɾɳəɲoːg
ਵਰਣਿਤ	ʋəɾɳɪt̪
ਵਰਤ	ʋəɾt̪
ਵਰਤਣ	ʋəɾt̪əɳ
ਵਰਤਣਗੇ	ʋəɾtəɳgeː
ਵਰਤਦੀਆਂ	ʋəɾt̪əɖi̯ə̃ː
ਵਰਤਦੇ	ʋəɾːʈdeː
ਵਰਤਮਾਨ	ʋəɾt̪əmaːn
ਵਰਤਾਅ	ʋəɾt̪aː
ਵਰਤਾਓ	ʋəɾt̪aːo̯
ਵਰਤਾਰਾ	ʋəɾt̪aːɾə
ਵਰਤਾਰੇ	ʋəɾt̪aːɾe
ਵਰਤਿਆ	ʋəɾtɪə
ਵਰਤੀ	ʋəɾt̪iː
ਵਰਤੀਂ	ʋəɾt̪iːŋ
ਵਰਤੀਆਂ	ʋəɾtiːə̃
ਵਰਤੇ	ʋəɾt̪eː
ਵਰਤੇਗਾ।	ʋəɾteːgə
ਵਰਤੋ।	ʋəɾt̪oː
ਵਰਤੋਂ	ʋəɾt̪oːŋ
ਵਰਤੋਂ।	ʋəɾt̪oːŋ
ਵਰਥ	ʋəɾt̪ʰ
ਵਰਦਾਨ	ʋəɾdaːn
ਵਰਦਿਆਂ	ʋəɾdɪ̄æ̃
ਵਰਦੀ	ʋəɾɪ
ਵਰਦੀਆਂ	ʋəɾdiːə̃
ਵਰਦੇ	ʋəɾdeː
ਵਰਧਾ	ʋəɾd̪aː
ਵਰਨਣਯੋਗ	ʋəɾnəɲjoːg
ਵਰਨਰ	ʋəɾnəɾ
ਵਰਨਾ	ʋəɾnə
ਵਰਨਾਲੀ	ʋəɾnɑːliː
ਵਰਨੋਨ	ʋəɾoːn
ਵਰਮਨ	ʋəɾmən
ਵਰਮਾ	ʋəɾmɑː
ਵਰਲਡ	ʋəɾəɭː
ਵਰਲੀ	ʋəɾliː
ਵਰਸਿਟੀ	ʋəɾsɪtiː
ਵਰਸੋਵਾ	ʋəɾs̪oːʋə
ਵਰਸਜ਼	ʋəɾsɪ
ਵਰਹੋਫ	ʋəɾoːf
ਵਰਿਆਣਵੀ	ʋəɾjɑ̃ːɳʋiː
ਵਰਿਆਮ	ʋəɾiːə̯m
ਵਰਿ੍ਆਂ	ʋəɾɪ̯ɑ̃ː
ਵਰਿ੍ਹਆਂ	ʋəɾɪ̃aː
ਵਰਿੰਦਰ	ʋəɾɪ̃ːɳɖəɾ
ਵਰੀਅਰ	ʋəɾiːjəɾ
ਵਰੁਣ	ʋəɾʊɳ
ਵਰੁਨ	ʋəɾʊn
ਵਰੂਣ	ʋəɾuːɳ
ਵਰੇਂਦਰ	ʋəɾeːɳɖəɾ
ਵਰ੍ਹ	ʋəɾʰ
ਵਰ੍ਹਦੇ	ʋəɾʱəɖe
ਵਰ੍ਹਿਆਂ	ʋəɾɪ̯ɑ̃ː
ਵਰ੍ਹੇ	ʋəɾʰeː
ਵਰ੍ਹੇਗੰਢ	ʋəɾʰeːgəɳɖʰ
ਵਰਜ਼ਨ	ʋəɾzən
ਵਲ	ʋəl
ਵਲਟੋਹਾ	ʋəɭt̪oːɦɑː
ਵਲਰਡ	ʋəlɑːɾɖ
ਵਲਵਲਿਆਂ	ʋəlʋəljɑ̃
ਵਲਾਦਮੀਰ	ʋɑlɑːd̪mɪɾ
ਵਲਾਸਿਕ	ʋɑlɑːsɪk
ਵਲੂੰਧਰ	ʋəluːnd̪ʱə
ਵਲੂੰਧਰਿਆ	ʋəluːnd̪ʱɾiə
ਵਲੇਚਾ	ʋəleːtʃɑ
ਵਲੇਵਾਂ	ʋəleːʋɑ̃ː
ਵਲੋ	ʋəloː
ਵਲੋਂ	ʋəloːn
ਵਲੰਟਰੀ	ʋəɭə̃ːt̪ɾiː
ਵਲੰਟੀਅਰ	ʋəɭəntiːəɾ
ਵਲੰਟੀਅਰਾਂ	ʋəɭə̃ːt̪iːəɾɑ̃ː
ਵਸ਼ਿਸ਼ਠ	ʋəʃɪʃʈʰ
ਵਸ	ʋəs
ਵਸਤਰ	ʋəsʈəɾ
ਵਸਤਾਂ	ʋəstaːn
ਵਸਤੂ	ʋəst̪uː
ਵਸਤੂਆਂ	ʋəst̪uɑ̃ː
ਵਸਦਾ	ʋəsəɖə
ਵਸਦੇ	ʋəsdeː
ਵਸਨੀਕ	ʋəsnɪk
ਵਸਨੀਕਾਂ	ʋəsnɪkɑ̃ː
ਵਸਾਇਆ	ʋəsaːjɑː
ਵਸਾਉਣ	ʋəsaːuɳ
ਵਸਿਆ	ʋəsɪə
ਵਸੀਅਤ	ʋəsiːət̪
ਵਸੀਅਤਨਾਮੇ	ʋəsiːətnɑːmeː
ਵਸੀਮ	ʋəsiːm
ਵਸੀਲਿਆਂ	ʋəsiːlijɑ̃
ਵਸੀਲੇ	ʋəsiːleː
ਵਸੀਹ	ʋəsiː
ਵਸੁਧੈਵ	ʋəsʊd̪ʱɛːʋ
ਵਸੁਲਿਆ	ʋəsʊliə
ਵਸੁੰਧਰਾ	ʋəsʊ̃ð̪ɾə
ਵਸੂ	ʋəsuː
ਵਸੂਲ	ʋəsuːl
ਵਸੂਲਗੀ।	ʋəsuːlgiː
ਵਸੂਲਣ	ʋəsuːlən
ਵਸੂਲਦੀਆਂ	ʋəsuːlɪdi̯ə̄n
ਵਸੂਲਦੇ	ʋəsuːld̪e
ਵਸੂਲੀ	ʋəsuːliː
ਵਸੂਲੀ)	ʋəsuːliː
ਵਸੂਲੇ	ʋəsuːleː
ਵਸੂਲੇਗਾ।	ʋəsuːleːgə
ਵਸੂਲੇਗੀ।	ʋəsuːleːgiː
ਵਸੇ	ʋəseː
ਵਸੇ।	ʋəseː
ਵਸੇਪੁਰ	ʋəsɛpʊɾ
ਵਸੋਂ	ʋə́sːə̃
ਵਸੰਤ	ʋəsənt
ਵਹਾ	ʋaː
ਵਹਾਇਆ।	ʋəɦaɪə
ਵਹਾਉਣ	ʋɑ̀ːuɳ
ਵਹਾਉਣਾ	ʋɑɦɑuɳɑ
ਵਹਿ	ʋəi
ਵਹਿਗੁਰੂ	ʋəɪgʊɾʊ
ਵਹਿਸ਼ੀਆਨਾ	ʋəɦɪʃiːə̯nə
ਵਹਿਸ਼ੀਆਨਾ	ʋəɪʃiːə̯nə
ਵਹਿਸ਼ੀਪੁਣੇ	ʋəɪʃiːpʊɳe
ਵਹਿੰਦਾ	ʋəɪ̯n̪d̪ə
ਵਹੀ	ʋeː
ਵਹੀਕਲ	ʋəiːkəl
ਵਹੀਖਾਤੇ	ʋəiːkʰɑːt̪eː
ਵਹੀਰਾਂ	ʋəiːɾɑ̃ː
ਵਹੀਲਰ	ʋəiːlɾ
ਵਹੁਟੀ	ʋəɦʊʈiː
ਵਹੇਗਾ	ʋəɦeːgə
ਵਾ	ʋɑː
ਵਾ।	ʋaː
ਵਾਂ	ʋɑ̃ː
ਵਾਂਗ	ʋɑːŋ
ਵਾਂਗ।	ʋɑːŋ
ਵਾਂਗਾ	ʋɑ̃ːŋɑ̀
ਵਾਂਝਾ	ʋɑ̃ːdʒʱɑː
ਵਾਂਝੀ	ʋɑ̃ːdʒiː
ਵਾਂਝੇ	ʋɑ̃ːdʒʰe
ਵਾਂਟਸ	ʋɑ̃ːʈs
ਵਾਂਟੇਡ	ʋɑːn̪t̪eːd̪
ਵਾਂਟੇਡ'	ʋɑːnʈeːd
ਵਾਂਡਰਸ	ʋɑ̃ːɳɖəɾs
ਵਾਂਸ	ʋɑ̃ːs
ਵਾਅ	ʋɑː
ਵਾਅਦਾਖਿਲਾਫੀ	ʋaːd̪aːkʰɪlɑːfɪ
ਵਾਅਦਿਆਂ	vaːɖiə̃
ਵਾਅਦੇ	ʋaːdeː
ਵਾਅਦੇ।'	ʋɑːɗeː
ਵਾਅਵਾ	ʋaːʋaː
ਵਾਆਦ	ʋaːd
ਵਾਇਅਰ	ʋaːɪr
ਵਾਇਆ	ʋaːjɑː
ਵਾਇਦਾ	ʋaːɪd̪ə
ਵਾਇਨਾਡ	ʋaːɪnɑːɖ
ਵਾਇਰ	ʋaɪr
ਵਾਇਰਲ	ʋaːɪɾəl
ਵਾਇਰਲ!	ʋaɪɾəl
ਵਾਇਰਲੈੱਸ	ʋaːɪɾɛlɛs
ਵਾਇਰਸ	ʋaːɪɾs
ਵਾਇਲੈਂਸ	ʋaɪlæ̀ns
ਵਾਇਸ	ʋaɪs
ਵਾਇਸਓਵਰ	ʋaɪsɔːʋəɾ
ਵਾਈ	ʋaɪ
ਵਾਈਐਸਆਰ	ʋaɪsɑːr
ਵਾਈਐੱਸਆਰ	ʋaɪsɾ
ਵਾਈਡ	ʋaɪd
ਵਾਈਨ	ʋaɪn
ਵਾਈਨ	ʋaːɪn
ਵਾਈਫਾਈ	ʋaɪfaɪ
ਵਾਈਬਰੈਂਟ	ʋaɪbɾæːnt
ਵਾਈਲਡ	ʋaɪld
ਵਾਈਸ	ʋaɪs
ਵਾਊਚਰ	ʋɔːtʃər
ਵਾਊਚਰਸ	ʋɔːtʃərs
ਵਾਕ	ʋaːk
ਵਾਕਈ	ʋaːkɪi
ਵਾਕਓਵਰ	ʋɑːkɔːʋər
ਵਾਕਾਂ	ʋaːkɑ̃ː
ਵਾਕਿਆ	ʋaːkɪ́ə
ਵਾਕਿਆਈ	ʋaːkɪ́ɛː
ਵਾਕਿਫ਼	ʋaːkɪf
ਵਾਕੀਏ	ʋaːkiːe
ਵਾਗਡੋਰ	ʋɑːgɗoːɾ
ਵਾਘ	ʋɑːɣ
ਵਾਘੇਜਾਰੀ	ʋɑːɣeːdʒɑːɾiː
ਵਾਚ	ʋɑːtʃ
ਵਾਚੋ	ʋɑːtʃoː
ਵਾਛੜ	ʋɑːtʃɽə
ਵਾਜਪਾਈ	ʋɑːdʒpɑːiː
ਵਾਜਪੇਈ	ʋɑːdʒpɛːi
ਵਾਜਪੇਈ'	ʋɑːdʒpɛːi
ਵਾਜਬ	ʋɑːdʒb̪
ਵਾਜਿਨ	ʋɑːdʒɪn
ਵਾਟ	ʋɑːt
ਵਾਟਰ	ʋɑːt̪əɾ
ਵਾਟਰਵੇਅ	ʋɑːt̪əɾʋeːə
ਵਾਟਸਨ	ʋɑːtsən
ਵਾਟੇਂਡ	ʋaːt̪eːɳɖ
ਵਾਟੇਂਡ'।	ʋaːt̪eːɳɖ
ਵਾਡਰਾ	ʋaːɖɾaː
ਵਾਡਾ	ʋaːɖɑː
ਵਾਡੀਆ	ʋaːɖiːə
ਵਾਢੀ	ʋɑːɖiː
ਵਾਢੀਆਂ	ʋɑːɖʰi̯ɑ̃ː
ਵਾਣੀ	ʋaːɳiː
ਵਾਤਾਏਤ	ʋɑːt̪ɑːɪt̪
ਵਾਤਾਵਰਣ	ʋɑːt̪ɑːʋəɾəɳ
ਵਾਤਾਵਰਨ	ʋɑːt̪ɑːʋəɾən
ਵਾਦ	ʋɑːd
ਵਾਦਕ	ʋɑːɖk
ਵਾਦੀ	ʋaːdiː
ਵਾਧਾ	ʋɑːðɑː
ਵਾਧਾ।	ʋɑːðɑː
ਵਾਧਾਵਾ	ʋaːd̪ɑːʋɑː
ਵਾਧੂ	ʋɑːðʊ
ਵਾਧੇ	ʋɑːðe
ਵਾਨ	ʋaːn
ਵਾਨਖੇੜੇ	ʋaːnkʰeːɽeː
ਵਾਨੀ	ʋaːniː
ਵਾਪਰ	ʋɑːpər
ਵਾਪਰਸੀ	ʋɑːpərsɪ
ਵਾਪਰਿਆ	ʋɑːpɾɪə̯
ਵਾਪਰਿਆ।	ʋɑːpɾɪə̯
ਵਾਪਰੀ	ʋɑːpɾiː
ਵਾਪਰੀ।	ʋaːpəriː
ਵਾਪਰੇ	ʋaːpɾe
ਵਾਪਸ	ʋɑpəs
ਵਾਪਸੀ	ʋɑːpːsɪ
ਵਾਪਿਸ	ʋaːpɪs
ਵਾਮਜਾ	ʋɑːmdʒɑː
ਵਾਮਪੰਥੀ	ʋaːmpə̃t̪ʰiː
ਵਾਮਿਕਾ	ʋaːmɪkɑː
ਵਾਯਦਾ	ʋɑːjd̪ə
ਵਾਰ	ʋɑːr
ਵਾਰ'	ʋaːr
ਵਾਰ ਕੁਝ	ʋaːɾkʊtʃʰ
ਵਾਰਡ	ʋɑːɾɖ
ਵਾਰਡਰੋਬ	ʋɑːɾd̪ɾoːb
ਵਾਰਡਾਂ	ʋɑːɾɖɑ̃ː
ਵਾਰਡਾਂ'ਤੇ ਆਜ਼ਾਦ	ʋɑːɾɖɑ̃ːt̪eːɑːzɑːd̪
ਵਾਰਤਕ	ʋaːɾt̪kʰ
ਵਾਰਤਾ	ʋaːɾt̪ə
ਵਾਰਦਾਤ	ʋaːɾdaːt̪
ਵਾਰਦਾਤਾਂ	ʋaːɾdaːt̪ə̃ː
ਵਾਰਨ	ʋɑːɾn̪
ਵਾਰਨਰ	ʋɑːɾnɑɾ
ਵਾਰਨਿੰਗ	ʋɑːrɪŋ
ਵਾਰਮਅਪ	ʋɑːɾmɑp
ਵਾਰਵਾਰ	ʋaːɾʋaːɾ
ਵਾਰਵਾਰ'	ʋaːɾʋaːɾ
ਵਾਰਸ	ʋaːɾs
ਵਾਰਸਾਂ	ʋaːɾsaːŋ
ਵਾਰਸੀ)	ʋaːɾsiː
ਵਾਰਾਣਸੀ	ʋaːɾɑ̃ːsɪ
ਵਾਰਾਨਸੀ	ʋaːɾaːn̪s̪iː
ਵਾਰਿਸ	ʋaːrɪs
ਵਾਰੀ	ʋaːɾiː
ਵਾਰੀਅਰ	ʋaːɾiːəɾ
ਵਾਰੀਅਰਜ਼	ʋaːɾiːəɾɪz
ਵਾਰੀਕੈਨ	ʋaːɾiːkɛ̃ː
ਵਾਰੀਵਾਰੀ	ʋaːɾiːʋaːɾiː
ਵਾਰੀਵਾਰੀ'	ʋaːɾiːʋaːɾiː
ਵਾਰੇ	ʋaːɾe
ਵਾਰੇਨਿਆਰੇ	ʋaːɾeːnjɑːɾeː
ਵਾਰੇਲਾ	ʋaːɾeːlə
ਵਾਰੰਟ	ʋaːɾəɳʈ
ਵਾਰੰਟੀ	ʋɑːɾənʈiː
ਵਾਰ–ਵਾਰ	ʋaːɾʋaːɾ
ਵਾਲ	ʋɑːl
ਵਾਲਕਰ	ʋɑːlkəɾ
ਵਾਲਟ	ʋɑːlt̪
ਵਾਲਟਨ	ʋɑːlʈə̀n
ਵਾਲਟਰ	ʋɑːlʈəɾ
ਵਾਲਟਰ'	ʋɑːlʈəɾ
ਵਾਲਮਾਰਗ	ʋɑːl̪mɑːɾg
ਵਾਲਮਾਰਟ	ʋɑːlmɑːɾʈ
ਵਾਲਮੀਕ	ʋɑːlmiːk
ਵਾਲਮੀਕਿ	ʋɑːlmiːkɪ
ਵਾਲਵਰਡੇ	ʋɑːlʋəɾɖeː
ਵਾਲਵਰਹੈਂਪਟ	ʋɑːlʋəɾhæ̀ɪ̯mpʈ
ਵਾਲਵਾਲ	ʋɑːlʋɑːl
ਵਾਲਸ਼	ʋɑːlʃ
ਵਾਲਾ	ʋaːlɑː
ਵਾਲਾ'	ʋaːlə
ਵਾਲਾ)	ʋaːlɑː
ਵਾਲਾ?	ʋɑːlɑː
ਵਾਲਾ ਖੁਲਾਸਾ	ʋaːlɑː‿kʰʊlɑːsɑː
ਵਾਲਾ।	ʋaːlɑː
ਵਾਲਾ।'	ʋaːlə
ਵਾਲਾਂ	ʋaːlɑ̃ː
ਵਾਲਾਆਜ਼ਾਦ	ʋaːlaːzaːd
ਵਾਲਿਆਂ	ʋaːljɑ̃
