a	aː
tabernārius	tabernaːrius
tabernāriās	tabernaːriaːs
tabernāriō	tabernaːrioː
tabernāriōs	tabernaːrioːs
tabla	tabla
tablīnum	tabliːnum
tabudium	tabudium
tabulam	tabulam
tabulāre	tabulaːre
tabulārem	tabulaːrem
tabulāria	tabulaːria
tabulāris	tabulaːris
tabulārium	tabulaːrium
tabulārēs	tabulaːreːs
tabulārī	tabulaːriː
tabulās	tabulaːs
tabulātus	tabulaːtus
taburnus	taburnus
tabācārius	tabaːkaːrius
tabānus	tabaːnus
tacapē	takapeː
tacendus	takendus
taceō	takeoː
tacfarīnas	takfariːnas
tacita	takita
tacita	takitaː
tacitulus	takitulus
taciturna	takiturna
taciturna	takiturnaː
taciturne	takiturne
taciturnus	takiturnus
taciturnās	takiturnaːs
taciturnī	takiturniː
taciturnō	takiturnoː
taciturnōs	takiturnoːs
tacitus	takitus
tacitī	takitiː
tacitō	takitoː
tacueritis	takueritis
tacēre	takeːre
tader	tader
tadinum	tadinum
tadius	tadius
taeda	tae̯da
taedium	tae̯dium
taediōsus	tae̯dioːsus
taeieonum	tae̯i̯i̯eonum
taenarus	tae̯narus
taenia	tae̯nia
taeniātus	tae̯niaːtus
taeter	tae̯ter
taezalī	tae̯zzaliː
tagastē	tagasteː
tagorae	tagorae̯
tagus	tagus
tagāx	tagaːks
tagēs	tageːs
tahitēnsis	tahitensis
tahoēnsis	tahoːensis
taigānus	tai̯gaːnus
taivania	taiu̯ania
taiwanēnsis	tai̯u̯anensis
taiwānus	taiu̯aːnus
talabrīga	talabriːga
talamina	talamina
talarus	talarus
talaura	talau̯ra
talaus	talau̯s
talcum	talkum
talentum	talentum
talentī	talentiː
talius	talius
talla	talla
tallāgia	tallaːgia
tallāgium	tallaːgium
tallōnius	talloːnius
talmis	talmis
talpa	talpa
taludaeī	taludae̯iː
talutium	talutium
talīsius	taliːsius
tam	tam
tamaris	tamaris
tamarus	tamarus
tamarīx	tamariːks
tamassus	tamassus
tamdiū	tandiuː
tamen	tamen
tamesa	tamesa
tamesis	tamesis
tamiagī	tamiagiː
tamisius	tamisius
tamnum	tamnum
tamphilus	tampʰilus
tampius	tampius
tampsapor	tampsapor
tamquam	tamkʷam
tamuda	tamuda
tamudius	tamudius
tamulicus	tamulikus
tamynae	tamynae̯
tamyraca	tamyraka
tamyrās	tamyraːs
tanager	tanager
tanais	tanais
tanarus	tanarus
tandem	tandem
tangent	tangent
tangibilis	tangibilis
tangēns	tangens
tangō	tangoː
taniacae	taniakae̯
tanos	tanos
tantadem	tantadem
tantadem	tantaːdem
tantalum	tantalum
tantasius	tantasius
tantillus	tantillus
tantulus	tantulus
tantum	tantum
tantumdem	tantumdem
tantundem	tantundem
tantus	tantus
tantusdem	tantusdem
tanus	tanus
tanās	tanaːs
tanūsius	tanuːsius
taphiae	tapʰiae̯
taphiassus	tapʰiassus
taphrae	tapʰrae̯
taphros	tapʰros
tappulus	tappulus
tappōnius	tappoːnius
taprobanēnsis	taprobanensis
tapyrī	tapyriː
tapēs	tapeːs
tapēte	tapeːte
tarbellī	tarbelli
tarcondimotus	tarkondimotus
tarda	tarda
tarda	tardaː
tardiloquus	tardilokʷus
tardipēs	tardipeːs
tarditās	tarditaːs
tardiusculus	tardiuskulus
tardivītālis	tardiu̯iːtaːlis
tardus	tardus
tardāns	tardans
tardās	tardaːs
tardī	tardiː
tardō	tardoː
tardōs	tardoːs
taricheae	tarikʰeae̯
tariona	tariona
tarius	tarius
tarmes	tarmes
tarmite	tarmite
tarmitem	tarmitem
tarmitēs	tarmiteːs
tarmitī	tarmitiː
tarnaiae	tarnai̯i̯ae̯
tarnis	tarnis
tarphē	tarpʰeː
tarpēius	tarpeːi̯us
tarquinius	tarkʷinius
tarquitius	tarkʷitius
tarracō	tarrakoː
tarracōnēnsis	tarrakoːnensis
tarraeliī	tarrae̯liiː
tarrutēnius	tarruteːnius
tarsatica	tarsatika
tarsūrās	tarsuːraːs
taruenna	taruenna
tarum	tarum
tarus	tarus
tarusātēs	tarusaːteːs
tarutius	tarutius
tarvus	taru̯us
tarīcānus	tariːkaːnus
tarōna	taroːna
tasciaca	taskiaka
tasconium	taskonium
tasgetius	tasgetius
tasmanicus	tasmanikus
tasmaniēnsis	tasmaniensis
tasmanēnsis	tasmanensis
tastris	tastris
tata	tata
tatae	tatae̯
tataricus	tatarikus
taura	tau̯ra
taureus	tau̯reus
tauricornis	tau̯rikornis
tauricus	tau̯rikus
taurifer	tau̯rifer
taurifōrmis	tau̯rifoːrmis
taurigenus	tau̯rigenus
taurobolicus	tau̯robolikus
taurobolior	tau̯robolior
taurobolīnus	tau̯roboliːnus
taurocenta	tau̯rokenta
tauromenium	tau̯romenium
taurophthalmon	tau̯ropʰtʰalmon
taurulus	tau̯rulus
taurus	tau̯rus
taurīnus	tau̯riːnus
taurūnum	tau̯ruːnum
tavium	tau̯ium
tavēnī	tau̯eːniː
taxeus	takseus
taxicus	taksikus
taxifolius	taksifolius
taxila	taksila
taxilēs	taksileːs
taximagulus	taksimagulus
taxiraeda	taksirae̯da
tearus	tearus
techna	tekʰna
technicus	tekʰnikus
technocraticus	tekʰnokratikus
technologicus	tekʰnologikus
technophysiotameum	tekʰnopʰysiotameum
technētium	tekʰneːtium
tecmessa	tekmessa
tecmōn	tekmoːn
tectonicus	tektonikus
tectosagēs	tektosageːs
tecum	tekum
tedanius	tedanius
tedius	tedius
tedusia	tedusia
tedusius	tedusius
tegea	tegea
tegillum	tegillum
tegimen	tegimen
tegiānum	tegiaːnum
tegmen	tegmen
tegmentum	tegmentum
tegna	tegna
tegulum	tegulum
tegumen	tegumen
tegumentum	tegumentum
tegyra	tegyra
tegō	tegoː
teichium	tiːkʰium
telamōn	telamoːn
telendos	telendos
teleptē	telepteː
telesia	telesia
telethrius	teletʰrius
telirrhizos	telirrizzos
tellēnae	telleːnae̯
tellūrium	telluːrium
tellūs	telluːs
telmedius	telmedius
telmessus	telmessus
telonnum	telonnum
telīcardios	teliːkardios
telōnium	teloːnium
telōnēum	teloːneːum
temarunda	temarunda
temenītis	temeniːtis
temeritās	temeritaːs
temerāria	temeraːria
temerāria	temeraːriaː
temerārie	temeraːrie
temerāris	temeraːris
temerārius	temeraːrius
temerāriās	temeraːriaːs
temerāriōs	temeraːrioːs
temerō	temeroː
temesa	temesa
temnō	temnoː
temperāns	temperans
temperātus	temperaːtus
temperātīvus	temperaːtiːu̯us
temperātūra	temperaːtuːra
temperō	temperoː
tempestuōsus	tempestuoːsus
tempestās	tempestaːs
tempestāte	tempestaːte
tempestātī	tempestaːtiː
tempestīvitās	tempestiːu̯itaːs
tempestīvus	tempestiːu̯us
templāris	templaːris
templātim	templaːtim
tempora	tempora
temporālis	temporaːlis
temporālēs	temporaːleːs
temporāneus	temporaːneus
temporārius	temporaːrius
temporī	temporiː
temporīvus	temporiːu̯us
temptābundus	temptaːbundus
temptātiō	temptaːtioː
temptō	temptoː
tempus	tempus
tempē	tempeː
tempȳra	tempyːra
tenasserimēnsis	tenasserimensis
tenctērī	tenkteːriː
tendentia	tendentia
tendinus	tendinus
tendor	tendor
tenea	tenea
tenebra	tenebra
tenebrae	tenebrae̯
tenebricus	tenebrikus
tenebricō	tenebrikoː
tenebricōsus	tenebrikoːsus
tenebriō	tenebrioː
tenebrārius	tenebraːrius
tenebrātiō	tenebraːtioː
tenebrēscō	tenebreːskoː
tenebrīs	tenebriːs
tenebrōsa	tenebroːsa
tenebrōsa	tenebroːsaː
tenebrōse	tenebroːse
tenebrōsus	tenebroːsus
tenebrōsās	tenebroːsaːs
tenebrōsī	tenebroːsiː
tenebrōsō	tenebroːsoː
tenebrōsōs	tenebroːsoːs
tenedos	tenedos
tenellulus	tenellulus
tenellus	tenellus
teneritās	teneritaːs
teneritūdō	tenerituːdoː
teneō	teneoː
tennesīa	tennesiːa
tenor	tenor
tensor	tensor
tensōrēs	tensoːreːs
tentam	tentam
tentandō	tentandoː
tentante	tentante
tentantī	tentantiː
tentantō	tentantoː
tentem	tentem
tentipellium	tentipellium
tentor	tentor
tentyra	tentyra
tentā	tentaː
tentābundus	tentaːbundus
tentāmen	tentaːmen
tentārem	tentaːrem
tentārās	tentaːraːs
tentārēs	tentaːreːs
tentās	tentaːs
tentāsse	tentaːsse
tentāssem	tentaːssem
tentāssēs	tentaːsseːs
tentāta	tentaːta
tentāta	tentaːtaː
tentāte	tentaːte
tentātī	tentaːtiː
tentātō	tentaːtoː
tentēs	tenteːs
tentīgō	tentiːgoː
tentīs	tentiːs
tentō	tentoː
tentōs	tentoːs
tenue	tenue
tenuicornis	tenuikornis
tenuifolius	tenuifolius
tenuipēs	tenuipeːs
tenuirōstris	tenuiroːstris
tenuis	tenuis
tenuis	tenu̯is
tenuistīpitāta	tenuistiːpitaːta
tenuistīpitāta	tenuistiːpitaːtaː
tenuistīpitātus	tenuistiːpitaːtus
tenuitarsis	tenuitarsis
tenuēs	tenueːs
tenuō	tenuoː
tenācitās	tenaːkitaːs
tenācēs	tenaːkeːs
tenāx	tenaːks
tenōn	tenoːn
tepefaciō	tepefakioː
tepeō	tepeoː
tephrītis	tepʰriːtis
tepidus	tepidus
tepor	tepor
tepēns	tepens
ter	ter
teraneī	teraneiː
terbium	terbium
terebellum	terebellum
terebinthus	terebintʰus
terebinthīzūsa	terebintʰiːzzuːsa
terebrō	terebroː
terentius	terentius
terenūthis	terenuːtʰis
teres	teres
tergeste	tergeste
tergeō	tergeoː
tergila	tergila
tergiversor	tergiu̯ersor
tergiversātiō	tergiu̯ersaːtioː
tergiversātōrius	tergiu̯ersaːtoːrius
tergolapē	tergolapeː
tergum	tergum
tergus	tergus
terina	terina
termen	termen
termes	termes
terminantēs	terminanteːs
terminus	terminus
terminālis	terminaːlis
terminātor	terminaːtor
termite	termite
termitem	termitem
termitēs	termiteːs
termitī	termitiː
termēs	termeːs
terniō	ternioː
ternārius	ternaːrius
ternī	terniː
terra	terra
terracia	terrakia
terrestre	terrestre
terrestris	terrestris
terrestrēs	terrestreːs
terreus	terreus
terreō	terreoː
terribilis	terribilis
terricolus	terrikolus
terrificus	terrifikus
terriloquus	terrilokʷus
terrinius	terrinius
territō	territoː
territōrium	territoːrium
territōriālis	territoːriaːlis
terror	terror
terrēnus	terreːnus
terrūncius	terruːnkius
tertius	tertius
tertiusdecimus	tertiusdekimus
tertiārius	tertiaːrius
tertiō	tertioː
tertulliānus	tertulliaːnus
tertylliānus	tertylliaːnus
terēdō	tereːdoː
terō	teroː
terūnciī	teruːnkiiː
terūnciō	teruːnkioː
terūncī	teruːnkiː
terū̆ncius	terunkius
terū̆ncius	teruːnkius
tescum	teskum
tessaracostē	tessarakosteː
tessarescaedecatītae	tessareskae̯dekatiːtae̯
tessellārius	tessellaːrius
tessellātor	tessellaːtor
tessellātus	tessellaːtus
tessellō	tesselloː
tessera	tessera
testeus	testeus
testiculus	testikulus
testificor	testifikor
testimōnium	testimoːnium
testis	testis
testitrahus	testitrahus
testor	testor
testuācium	testuaːkium
testāceus	testaːkeus
testāmentum	testaːmentum
testāmentō	testaːmentoː
testātor	testaːtor
testātrīx	testaːtriːks
testū	testuː
testūdineus	testuːdineus
testūdō	testuːdoː
tetigistī	tetigistiː
tetigit	tetigit
tetius	tetius
tetragōnus	tetragoːnus
tetrarchēs	tetrarkʰeːs
tettius	tettius
teubneriānus	teu̯bneriaːnus
teucrus	teu̯krus
teucrī	teu̯kri
teumēssus	teu̯meːssus
teuriscī	teu̯riski
teurnia	teu̯rnia
teuta	teu̯ta
teuthrānia	teu̯tʰraːnia
teutomatus	teu̯tomatus
teutonicus	teu̯tonikus
texia	teksia
textile	tekstile
textilis	tekstilis
textor	tekstor
textrīnum	tekstriːnum
textrīnus	tekstriːnus
textrīx	tekstriːks
textus	tekstus
textōrius	tekstoːrius
textūra	tekstuːra
texuandrī	teksuandriː
texānus	teksaːnus
texēnsis	teksensis
texō	teksoː
teāte	teaːte
teātīnus	teaːtiːnus
thaddaeus	tʰaddae̯us
thaginēs	tʰagineːs
thailandicus	tʰailandikus
thala	tʰala
thalamae	tʰalamae̯
thalamus	tʰalamus
thalamēgus	tʰalameːgus
thalictrum	tʰaliktrum
thallium	tʰallium
thalutae	tʰalutae̯
thamesis	tʰamesis
thapsacus	tʰapsakus
thapsagum	tʰapsagum
thasos	tʰasos
thaubasium	tʰau̯basium
thaumacia	tʰau̯makia
thea	tʰea
thebasa	tʰebasa
thelpūsa	tʰelpuːsa
thelyrrhizos	tʰelyrrizzos
thema	tʰema
thematicus	tʰematikus
themiscȳra	tʰemiskyːra
themistius	tʰemistius
themistoclēs	tʰemistokleːs
themisōnium	tʰemisoːnium
thenae	tʰenae̯
theocritus	tʰeokritus
theodiscus	tʰeodiskus
theodosia	tʰeodosia
theodosius	tʰeodosius
theodōrus	tʰeodoːrus
theologia	tʰeologia
theologicus	tʰeologikus
theologālis	tʰeologaːlis
theophanius	tʰeopʰanius
theophilus	tʰeopʰilus
theophrastus	tʰeopʰrastus
theosophe	tʰeosopʰe
theosophus	tʰeosopʰus
therapnae	tʰerapnae̯
therma	tʰerma
thermoacētica	tʰermoakeːtika
thermoacētica	tʰermoakeːtikaː
thermolīmōsus	tʰermoliːmoːsus
thermum	tʰermum
thermus	tʰermus
thermōdōn	tʰermoːdoːn
thervingī	tʰeru̯ingiː
thesis	tʰesis
thespiae	tʰespiae̯
thespis	tʰespis
thesprōtia	tʰesproːtia
thesprōtī	tʰesproːtiː
thessalia	tʰessalia
thestor	tʰestor
thetaedia	tʰetae̯dia
thetidium	tʰetidium
theudōria	tʰeu̯doːria
thevestē	tʰeu̯esteː
theāgenēs	tʰeaːgeneːs
theātra	tʰeaːtra
theātricus	tʰeaːtrikus
theātrum	tʰeaːtrum
theātrālis	tʰeaːtraːlis
theātrī	tʰeaːtriː
theātrīs	tʰeaːtriːs
theātrō	tʰeaːtroː
theātrōrum	tʰeaːtroːrum
theōria	tʰeoːria
theōrēma	tʰeoːreːma
theōrēmation	tʰeoːreːmation
thiasus	tʰiasus
thibetānus	tʰibetaːnus
thisbē	tʰisbeː
thlasiās	tʰlasiaːs
thmūis	tʰmuːis
thoanī	tʰoaniː
thoaris	tʰoaris
tholus	tʰolus
thomna	tʰomna
thomēnsis	tʰomensis
thorae	tʰorae̯
thoricus	tʰorikus
thorius	tʰorius
thorānius	tʰoraːnius
thracicus	tʰrakikus
thraecibus	tʰrae̯kibus
thraex	tʰrae̯ks
thranis	tʰranis
thrasybūlus	tʰrasybuːlus
thrauston	tʰrau̯ston
thraustus	tʰrau̯stus
thria	tʰria
thridax	tʰridaks
thrissa	tʰrissa
thronium	tʰronium
thronus	tʰronus
thrācia	tʰraːkia
thrācius	tʰraːkius
thrāsciās	tʰraːskiaːs
thrāx	tʰraːks
thrēnoedia	tʰreːnoe̯dia
thrēnōdia	tʰreːnoːdia
thrīps	tʰriːps
thubēs	tʰubeːs
thunnus	tʰunnus
thunnārius	tʰunnaːrius
thuringiēnsis	tʰuringiensis
thyamis	tʰyamis
thyatīra	tʰyatiːra
thybris	tʰybris
thydonos	tʰydonos
thyia	tʰyi̯a
thymbra	tʰymbra
thymbrara	tʰymbrara
thymbrium	tʰymbrium
thyme	tʰyme
thymelaea	tʰymelae̯a
thymelicus	tʰymelikus
thymium	tʰymium
thymniās	tʰymniaːs
thymum	tʰymum
thymus	tʰymus
thymēna	tʰymeːna
thynnārius	tʰynnaːrius
thyrea	tʰyrea
thyrsiger	tʰyrsiger
thyrsus	tʰyrsus
thysdrus	tʰysdrus
thyssagetae	tʰyssagetae̯
thyssus	tʰyssus
thāis	tʰaːis
thēca	tʰeːka
thēganussa	tʰeːganussa
thēmacus	tʰeːmakus
thēra	tʰeːra
thērapontigonus	tʰeːrapontigonus
thēriaca	tʰeːriaka
thērionarcia	tʰeːrionarkia
thērāmenēs	tʰeːraːmeneːs
thēsaurizō	tʰeːsau̯rizzoː
thēsaurus	tʰeːsau̯rus
thēseus	tʰeːseu̯s
thī	tʰiː
thīa	tʰiːa
thīus	tʰiːus
thōcnia	tʰoːknia
thōcum	tʰoːkum
thōmix	tʰoːmiks
thōmās	tʰoːmaːs
thōrax	tʰoːraks
thōrium	tʰoːrium
thōrācicus	tʰoːraːkikus
thūbuscum	tʰuːbuskum
thūcȳdidēs	tʰuːkyːdideːs
thūlium	tʰuːlium
thūlē	tʰuːleː
thūribulum	tʰuːribulum
thūris	tʰuːris
thūs	tʰuːs
thȳinus	tʰyːinus
thȳmiātērium	tʰyːmiaːteːrium
thȳnias	tʰyːnias
thȳridēs	tʰyːrideːs
thȳrium	tʰyːrium
tiarantus	tiarantus
tibarēnī	tibareːniː
tiberiade	tiberiade
tiberias	tiberias
tiberius	tiberius
tiberēius	tibereːi̯us
tiberī	tiberiː
tibi	tibi
tibi	tibiː
tibiscus	tibiskus
tibullus	tibullus
tibūla	tibuːla
tibūrēs	tibuːreːs
tierna	tierna
tigavae	tigau̯ae̯
tigellius	tigellius
tigidius	tigidius
tignum	tignum
tignārius	tignaːrius
tigrifer	tigrifer
tigris	tigris
tigrānēs	tigraːneːs
tigrīnus	tigriːnus
tigullia	tigullia
tilia	tilia
tiliaventum	tiliau̯entum
tiliāceus	tiliaːkeus
tillius	tillius
tilphōssium	tilpʰoːssium
tilurus	tilurus
timachus	timakʰus
timachī	timakʰiː
timefactus	timefaktus
timeō	timeoː
timide	timide
timidus	timidus
timoniacum	timoniakum
timor	timor
timorēnsis	timorensis
timosthenēs	timostʰeneːs
timāvus	timaːu̯us
timōrātus	timoːraːtus
tincontium	tinkontium
tinea	tinea
tineō	tineoː
tingis	tingis
tinguō	tingʷoː
tingō	tingoː
tinia	tinia
tinnetiō	tinnetioː
tinnipō	tinnipoː
tinniō	tinnioː
tinnulus	tinnulus
tinnītis	tinniːtis
tinnītus	tinniːtus
tinnītīs	tinniːtiːs
tinnīverimus	tinniːu̯erimus
tinnīverimus	tinniːu̯eriːmus
tinnīveris	tinniːu̯eris
tinnīveris	tinniːu̯eriːs
tinnīveritis	tinniːu̯eritis
tinnīveritis	tinniːu̯eriːtis
tintinnābulum	tintinnaːbulum
tinurtium	tinurtium
tinēius	tineːi̯us
tiomanēnsis	tiomanensis
tipasa	tipasa
tiphyon	tipʰyon
tippula	tippula
tirandō	tirandoː
tiribazus	tiribazzus
tirida	tirida
tirā	tiraː
tirārem	tiraːrem
tirārēs	tiraːreːs
tirās	tiraːs
tirēs	tireːs
tirīnus	tiriːnus
tisana	tisana
tisanūsa	tisanuːsa
tisica	tisika
tisica	tisikaː
tisicus	tisikus
tisicī	tisikiː
tisicō	tisikoː
tisidium	tisidium
tisiēnus	tisieːnus
tissa	tissa
tissaphernēs	tissapʰerneːs
titarēsius	titareːsius
tithorea	titʰorea
tithraustēs	titʰrau̯steːs
tithrōnium	titʰroːnium
tithymalus	titʰymalus
titius	titius
tituber	tituber
titubō	tituboː
titulcia	titulkia
titule	titule
titulus	titulus
titulārem	titulaːrem
titulāria	titulaːria
titulāris	titulaːris
titulārēs	titulaːreːs
titurnius	titurnius
titus	titus
tityus	tityus
titānius	titaːnius
titīnius	titiːnius
titūrius	tituːrius
tius	tius
tiāra	tiaːra
tiārē	tiaːreː
tmēsis	tmeːsis
tmōlus	tmoːlus
toallia	toaillia
tobagoēnsis	tobagoensis
toga	toga
togisonus	togisonus
togoēnsis	togoensis
togātus	togaːtus
togōnius	togoːnius
tolerantēs	toleranteːs
tolerium	tolerium
tolerābilis	toleraːbilis
tolerō	toleroː
tolimēnsis	tolimensis
tolistobogiī	tolistobogiiː
tollō	tolloː
tolumnius	tolumnius
tolēnus	toleːnus
tolōsa	toloːsa
tolōsae	toloːsae̯
tolōsam	toloːsam
tomarus	tomarus
tomus	tomus
tomyris	tomyris
tomērus	tomeːrus
tomō	tomoː
tomōs	tomoːs
tonabaeī	tonabae̯iː
tondeō	tondeoː
tonget	tonget
tongeō	tongeoː
tongilius	tongilius
tongē	tongeː
tongēre	tongeːre
tongū	tonguː
tonitrus	tonitrus
tonitruum	tonitruum
tonitruālis	tonitruaːlis
tonkinēnsis	tonkinensis
tonna	tonna
tonus	tonus
tonō	tonoː
tonōs	tonoːs
topazos	topazzos
topia	topia
topiārius	topiaːrius
topīris	topiːris
torculum	torkulum
torculārius	torkulaːrius
torculō	torkuloː
tordȳlion	tordyːlion
toretae	toretae̯
tormentum	tormentum
tormentīs	tormentiːs
torminālis	torminaːlis
torminōsus	torminoːsus
tornadotus	tornadotus
torneātor	torneaːtor
tornus	tornus
tornātilis	tornaːtilis
tornī	torniː
tornō	tornoː
torpeō	torpeoː
torpidus	torpidus
torpor	torpor
torpē	torpeː
torpēdō	torpeːdoː
torpēs	torpeːs
torpēscō	torpeːskoː
torqueō	torkʷeoː
torquātus	torkʷaːtus
torquēs	torkʷeːs
torrefaciō	torrefakioː
torrefactum	torrefaktum
torrefactūrus	torrefaktuːrus
torreō	torreoː
torridus	torridus
torror	torror
torsiō	torsioː
torsiōne	torsioːne
torsiōnēs	torsioːneːs
torsiōnī	torsioːniː
tortiō	tortioː
tortuōsus	tortuoːsus
tortūra	tortuːra
torus	torus
torvidus	toru̯idus
torvus	toru̯us
torynē	toryneː
torācī	toraːkiː
torāx	toraːks
torōnē	toroːneː
torōsus	toroːsus
tot	tot
toxicum	toksikum
toxicus	toksikus
trabea	trabea
trabeātus	trabeaːtus
trabica	trabika
trabs	trabs
trabālis	trabaːlis
trabāria	trabaːria
trabēcula	trabeːkula
trabēculātus	trabeːkulaːtus
trachalus	trakʰalus
trachēlus	trakʰeːlus
trachōnītis	trakʰoːniːtis
tracta	trakta
tracta	traktaː
tractim	traktim
tractogalātus	traktogalaːtus
tractomelītus	traktomeliːtus
tractuōsus	traktuoːsus
tractābilis	traktaːbilis
tractābiliter	traktaːbiliter
tractābilitās	traktaːbilitaːs
tractātiō	traktaːtioː
tractātor	traktaːtor
tractātrīx	traktaːtriːks
tractātōrium	traktaːtoːrium
tractōria	traktoːria
tractōria	traktoːriaː
tractōrius	traktoːrius
tragicus	tragikus
tragilus	tragilus
tragoedia	tragoe̯dia
tragoedus	tragoe̯dus
tragopān	tragopaːn
tragus	tragus
traha	traha
trahea	trahea
trahitōrius	trahitoːrius
trahārius	trahaːrius
trahāx	trahaːks
trahō	trahoː
tranquillitās	trankʷillitaːs
tranquillum	trankʷillum
tranquillus	trankʷillus
tranquillō	trankʷilloː
trapezium	trapezzium
trapezūntīne	trapezzuːntiːne
trapezūntīnus	trapezzuːntiːnus
trapezūs	trapezzuːs
trasimēnus	trasimeːnus
tratia	tratia
traumatica	trau̯matika
traumatica	trau̯matikaː
traumatice	trau̯matike
traumaticum	trau̯matikum
traumaticus	trau̯matikus
traumaticī	trau̯matikiː
traumaticīs	trau̯matikiːs
traumaticō	trau̯matikoː
traumaticōrum	trau̯matikoːrum
trausī	trau̯siː
travancoricus	trau̯ankorikus
treba	treba
trebellius	trebellius
trebellēnus	trebelleːnus
trebia	trebia
trebius	trebius
trebātius	trebaːtius
trebāx	trebaːks
trebōnius	treboːnius
trecenta	trekenta
trecentae	trekentae̯
trecentēsimus	trekenteːsimus
trecentī	trekentiː
tredecim	tredekim
tredennis	tredennis
tremebundus	tremebundus
tremefaciō	tremefakioː
tremefactūrus	tremefaktuːrus
tremellius	tremellius
tremendus	tremendus
tremipēs	tremipeːs
tremithūs	tremitʰuːs
tremor	tremor
tremulus	tremulus
tremulō	tremuloː
tremēscō	tremeːskoː
tremī	tremiː
tremīscō	tremiːskoː
tremō	tremoː
trepidus	trepidus
trepidātiō	trepidaːtioː
trepidō	trepidoː
tria	tria
trianguliferus	trianguliferus
triangulum	triangulum
triangulus	triangulus
triangulāris	triangulaːris
triangulātus	triangulaːtus
trias	trias
triballī	triballiː
tribas	tribas
tribocī	tribokiː
tribrachus	tribrakʰus
tribrachys	tribrakʰys
tribreve	tribreu̯e
tribrevis	tribreu̯is
tribrevēs	tribreu̯eːs
tribulō	tribuloː
tribuārius	tribuaːrius
tribuō	tribuoː
tribāle	tribaːle
tribālis	tribaːlis
tribōn	triboːn
tribūlis	tribuːlis
tribūnal	tribuːnal
tribūnus	tribuːnus
tribūnāle	tribuːnaːle
tribūnātus	tribuːnaːtus
tribūnīcius	tribuːniːkius
tribūnītius	tribuːniːtius
tribūtim	tribuːtim
tribūtiō	tribuːtioː
tribūtor	tribuːtor
tribūtārius	tribuːtaːrius
tribūtōrius	tribuːtoːrius
tricassēs	trikasseːs
tricca	trikka
triceps	trikeps
trichechus	trikʰekʰus
trichocarpus	trikʰokarpus
trichrus	trikʰrus
tricipitīnus	trikipitiːnus
tricolor	trikolor
tricolōrī	trikoloːriː
tricoriī	trikoriiː
tricorniger	trikorniger
tricornis	trikornis
tricornī	trikorniː
tricornūtus	trikornuːtus
tricorythus	trikorytʰus
tricostus	trikostus
tricūrium	trikuːrium
tridactylus	tridaktylus
tridentiger	tridentiger
tridentātus	tridentaːtus
tridēns	tridens
triennis	triennis
triennium	triennium
trientius	trientius
trientārius	trientaːrius
trifasciātus	trifaskiaːtus
trifidus	trifidus
triforium	triforium
trifurcifer	trifurkifer
trifārius	trifaːrius
trifōrmis	trifoːrmis
trigeminus	trigeminus
trigisamum	trigisamum
trigisamus	trigisamus
triglītis	trigliːtis
trigundum	trigundum
trigōnus	trigoːnus
trihōrium	trihoːrium
trilineātus	trilineaːtus
trillium	trillium
trilobus	trilobus
trilobātus	trilobaːtus
trimaculātus	trimakulaːtus
trimembris	trimembris
trimodia	trimodia
trimēstris	trimeːstris
trinasus	trinasus
trinius	trinius
trinobantēs	trinobanteːs
tripartītus	tripartiːtus
tripertītus	tripertiːtus
triphȳlia	tripʰyːlia
triplex	tripleks
triplicābilis	triplikaːbilis
triplicō	triplikoː
tripode	tripode
tripodem	tripodem
tripodibus	tripodibus
tripodis	tripodis
tripodum	tripodum
tripodēs	tripodeːs
tripodī	tripodiː
tripsedī	tripsediː
triptolemus	triptolemus
tripudium	tripudium
tripudī	tripudiː
tripālis	tripaːlis
tripēs	tripeːs
tripūnctātus	tripuːnktaːtus
tripūs	tripuːs
triquetrus	trikʷetrus
trirēmis	trireːmis
triseriātus	triseriaːtus
trispīnōsus	trispiːnoːsus
trissum	trissum
tristanēnsis	tristanensis
tristitās	tristitaːs
trisētus	triseːtus
tritaea	tritae̯a
tritavus	tritau̯us
tritium	tritium
trittilō	trittiloː
triullatī	triullatiː
trium	trium
triumphus	triumpʰus
triumphālis	triumpʰaːlis
triumphātor	triumpʰaːtor
triumphātōrius	triumpʰaːtoːrius
triumphō	triumpʰoː
triumvir	triumu̯ir
triumvirālis	triumu̯iraːlis
triumvirātus	triumu̯iraːtus
trivittātus	triu̯ittaːtus
trivium	triu̯ium
trivius	triu̯ius
triviālis	triu̯iaːlis
trivīcum	triu̯iːkum
trixāgō	triksaːgoː
triārius	triaːarius
triēns	triens
triēris	trieːris
triō	trioː
triōcala	trioːkala
triūnus	triuːnus
trochaeus	trokʰae̯us
trochilus	trokʰilus
trochin	trokʰin
trochiscus	trokʰiskus
trochlea	trokʰlea
trochīs	trokʰiːs
trocmī	trokmiː
trocō	trokoː
troezēn	troe̯zzeːn
troia	troi̯i̯a
tropaeum	tropae̯um
tropicus	tropikus
tropina	tropina
troppus	troppus
trossulus	trossulus
trucantī	trukantiː
trucilō	trukiloː
trucior	trukior
trucissimus	trukissimus
trucissimē	trukissimeː
truciter	trukiter
trucius	trukius
truculenta	trukulenta
truculenta	trukulentaː
truculente	trukulente
truculentus	trukulentus
truculentī	trukulentiː
trucīdāre	trukiːdaːre
trucīdātiō	trukiːdaːtioː
trucīdō	trukiːdoː
truentus	truentus
trulleum	trulleum
trumpilīnī	trumpiliːniː
trunculātus	trunkulaːtus
truncus	trunkus
