3	tʂɚ
wizytówek	vizɨtuvɛk
wizytówka	vizɨtufka
wizytówka	vʲizɨtufka
wizytówkach	vizɨtufkax
wizytówkami	vizɨtufkami
wizytówki	vizɨtufki
wizytówko	vizɨtufkɔ
wizytówkom	vizɨtufkɔm
wizytówką	vizɨtufkɔw̃
wizytówkę	vizɨtufkɛ
wizytę	vizitɛʁ
wizytę	vizɨtɛ
wizą	vizɔw̃
wizę	vizɛ
wiódł	vjudw
wiór	vjur
wiór	vjɔr
wiórek	vjurɛk
wiórkiewicz	vjurkjɛvitʂ
wiórowy	vjurɔvɨ
wióry	vjurɨ
wiózł	vjuzw
wiącek	vjɔntsɛk
wiącek	ðjɔw̃tsɛk
wiąch	vjɔw̃x
wiącha	vjɔw̃xa
wiąckiewicz	vjɔntskjɛvitʂ
wiąk	vjɔŋk
wiąsze	vjɔw̃ʂɛ
wiąz	vjɔw̃s
wiązanie	vjɔw̃zaɲɛ
wiązanka	vjɔw̃zaŋka
wiązany	vjɔw̃zanɨ
wiązać	vjɔw̃zatɕ
wiązałka	vjɔw̃zawka
wiązek	vjɔw̃zɛk
wiązka	vjɔw̃ska
wiązkość	vjɔw̃skɔɕtɕ
wiązu	vjɔw̃zu
wiązy	vjɔw̃zɨ
wiązówce	vjɔw̃zuftsɛ
wiązówek	vjɔw̃zuvɛk
wiązówka	fjuʑufka
wiązówka	vjɔw̃zufka
wiązówkach	vjɔw̃zufkax
wiązówkami	vjɔw̃zufkami
wiązówki	vjɔw̃zufki
wiązówko	vjɔw̃zufkɔ
wiązówkom	vjɔw̃zufkɔm
wiązówką	vjɔw̃zufkɔw̃
wiązówkę	vjɔw̃zufkɛ
wiąż	vjɔw̃ʂ
wiąże	vjɔw̃ʐɛ
wiążą	vjɔw̃ʐɔw̃
wiążący	vjɔw̃ʐɔntsɨ
wiążę	vjɔw̃ʐɛ
wić	vitɕ
wić	vˈit
więc	vjɛnts
więcbork	vjɛntsborg
więcej	vjɛntsɛj
więcej	vjɛ̃tsɛj
więcek	vjɛntsɛk
więch	vjɛw̃x
więcierz	vjɛɲtɕɛʂ
więckiewicz	vjɛntskjɛvitʂ
więcko	vjɛnskɔ
więckowiak	vjɛntskɔvjak
więckowicz	vjɛntskɔvitʂ
więckowski	vjɛntskɔfski
więcław	vjɛntswaf
więcławek	vjɛntswavɛk
więcławik	vjɛntswavik
więdnąc	wjɛ̃udnɔnts
więdnące	vijˈɛ̃dˈənˈɔ̃tˈa
więdnąć	vjɛndnɔɲtɕ
więdłocha	vjɛndwɔxa
więksi	vjɛŋkɕi
większa	vjɛŋkʂa
większe	vjɛŋkʂɛ
większego	vjɛŋkʂɛgɔ
większej	vjɛŋkʂɛj
większemu	vjɛŋkʂɛmu
większość	vjɛŋkʂɔɕtɕ
większość	vjɛ̃kʂɔɕtɕ
większy	vjɛŋkʂɨ
większych	vjɛŋkʂɨx
większych	wjɛmkʂɨx
większym	vjɛŋkʂɨm
większymi	vjɛŋkʂɨmi
większą	vjɛŋkʂɔw̃
więsław	vjɛw̃swaf
więtszy	vjɛ̃tʂɨ
więzadło	vjɛw̃zadwɔ
więzi	vjɛɲʑi
więzienia	vjɛɲʑɛɲa
więzienie	vjɛɲʑɛɲɛ
więzieniem	vjɛɲʑɛɲɛm
więzieniu	vjɛɲʑɛɲu
więziennego	wjɛŋʑɛnjzgɔ
więzienny	vjɛɲʑɛnnɨ
więzień	vjɛɲʑɛɲ
więzik	vjɛɲʑik
więzią	vjɛɲʑɔw̃
więzić	vjɛɲʑitɕ
więznąć	vjɛw̃znɔɲtɕ
więzozrost	vjɛw̃zɔzrɔst
więzy	vjɛw̃zɨ
więzów	vjɛ̃zuf
więś	vjɛɲɕ
więź	vjɛɲɕ
więź	vjˈɛ̃ʒ
więźniarka	vjɛɲʑɲarka
więźniów	vjɛɲʑɲuf
więżą	vjɛw̃ʐɔw̃
więżę	vjɛw̃ʐɛ
wił	viw
wiła	viwa
wiłaby	viwabɨ
wiłach	viwax
wiłam	viwam
wiłami	viwami
wiłaś	viwaɕ
wiłby	viwbɨ
wiłem	viwɛm
wiłeś	viwɛɕ
wiłkomierz	wjɫkɔmjɛʂ
wiło	viwɔ
wiłoby	viwɔbɨ
wiłom	viwɔm
wiłowi	viwɔvi
wiły	viwɨ
wiłyby	viwɨbɨ
wiłów	viwuf
wiłą	viwɔw̃
wiłę	viwɛ
wiń	viɲ
wińsko	vinskɔ
wiś	viɕ
wiślanie	viɕlaɲiɛ
wiślany	viɕlanɨ
wiśle	viɕlɛ
wiślicki	viɕlitski
wiślny	viɕlnɨ
wiśnia	viɕɲa
wiśniak	viɕɲak
wiśniami	viʃɲami
wiśniarowski	vixɲarovski
wiśniewicz	viɕɲɛvitʂ
wiśniewska	viɕɲɛfska
wiśniewski	viɕɲɛfski
wiśniewski	wisɲɛvski
wiśnioch	viɕɲɔx
wiśnios	viɕɲɔs
wiśniowa	viɕmjɔva
wiśniowicz	viɕɲɔvitʂ
wiśniowiec	wiɕɲɔvjɛts
wiśniowieccy	liɕɲɔvjɛtstsɨ
wiśniowy	viɕɲɔvɨ
wiśniówka	viɕɲufka
wiżajny	vʲiʐajnɨ
wjada	vjada
wjadą	vjadɔw̃
wjadę	vjadɛ
wjazd	pjast
wjazd	vjast
wjebać	vjɛbatɕ
wjechanie	vjɛxaɲɛ
wjechać	vjɛxatɕ
wjedz	vjɛts
wjedzie	vjɛdʑɛ
wjedzie	vjɛdʒɛ
wjedziesz	vjɛdʑɛʂ
wjedź	vjɛtɕ
wjedź	vjɛtʃ
wjeżdżać	vjɛʐdʐatɕ
wjeżdżać	wjaztʂatɕ
wkasać	fkasatɕ
wkleić	fklɛitɕ
wklejać	fklɛjatɕ
wklejka	fklɛjka
wklepać	fklɛpatɕ
wklepywać	fklɛpɨvatɕ
wkluczać	fklutʂatɕ
wkluczyć	fklutʂɨtɕ
wklęsłość	fklɛw̃swɔɕtɕ
wklęsły	fklɛw̃swɨ
wkol	fkɔl
wkomponować	fkɔmpɔnɔvatɕ
wkomponowywać	fkɔmpɔnɔvɨvatɕ
wkop	fkɔp
wkopanie	fkɔpaɲɛ
wkopać	fkɔpatɕ
wkopywać	fkɔpɨvatɕ
wkopywać	kɔpɨwatɕ
wkoło	fkɔwɔ
wkra	fkra
wkraczać	fkɾatʂatɕ
wkradać	fkradatɕ
wkraść	fkraɕtɕ
wkrocz	fkrɔtʂ
wkrojenie	fkrɔjɛɲɛ
wkrótce	fkrutkɛ
wkrótce	fkruttsɛ
wkręcać	fkrɛntsatɕ
wkręcą	fkrɛntsɔw̃
wkręt	fkrɛnt
wkrętak	fkrɛntak
wkrętarka	fkrɛntarka
wkrętka	fkrɛntka
wkupiony	skupjɔnɨ
wkupić	fkupitɕ
wkupywać	fkupɨvatɕ
wkurw	fkurf
wkurwiająco	fkurvjajɔntsɔ
wkurwiający	fkurvjajɔntsɨ
wkurwianie	fkurvjaɲɛ
wkurwiać	fkurvjatɕ
wkurwiać	kurwiatɕ
wkurwienie	fkurvjɛɲɛ
wkurwiony	fkurvioŋaj
wkurwiony	fkurvjɔnɨ
wkurwić	fkurvitɕ
wkurzanie	fkuʐaɲɛ
wkurzać	fkuʐatɕ
wkurzeni	fkuʐɛɲi
wkurzenie	fkuʐɛɲɛ
wkurzony	fkuʐɔnɨ
wkurzyć	fkuʐɨtɕ
wkuwanie	fkuvaɲɛ
wkuwać	fkuvatɕ
wkuć	fkutɕ
wkład	fkwat
wkład	fkɫɒt
wkład	kwˈad
wkłada	fkɫada
wkładacz	fkwadatʂ
wkładacz	fkɫadatʂ
wkładanie	fkwadaɲɛ
wkładać	fgɫadatɕ
wkładać	fkwadatɕ
wkładać	fkɫadatɕ
wkładca	fkwattsa
wkładka	fkwatka
wkładka	fkɫatka
wkładkowy	fkwatkɔvɨ
wkładowy	fkwadɔvɨ
wkłaść	fkɫaɕtɕ
wlach	vlax
wlanie	vlaɲɛ
wlano	vlanɔ
wlatuje	βlatujɛ
wlatywać	vlatɨvatɕ
wlazeł	vlazɛw
wlazik	vlaʑik
wlazła	vlazwa
wlazło	vlazwɔ
wlazłowicz	vlazwɔvitʂ
wlazły	vlazwɨ
wlać	vlatɕ
wlaź	vlaɕ
wlaźlak	vlaʑlak
wlaźlik	vlaʑlik
wlec	vlɛts
wleci	wlɛtɕi
wleciał	vlɛtɕaw
wlecieć	vlɛtɕɛtɕ
wlecz	vlɛtʂ
wlecze	vlɛtʂɛ
wleczony	vlɛtʂɔnɨ
wlej	vlɛj
wlekli	fˈlaklˈi
wlekli	vlɛkli
wleką	vlɛkɔw̃
wlekę	vlɛkɛ
wlekł	vlɛkw
wlekła	vlɛkwa
wlekło	vlɛkwɔ
wlekły	vlɛkwɨ
wlep	vlɛp
wlepianie	vlɛpjaɲɛ
wlepka	vlɛpka
wlew	vlats
wlewanie	vlɛvaɲɛ
wlewać	blɛvatɕ
wlewać	vlɛvatɕ
wlewnik	vlɛvɲik
wlezień	vlɛʑɛɲ
wlezą	fɛzɔ
wlezę	lɛzɛ
wleć	vlɛtɕ
wleń	fʲlʲeɲ
wleźli	vleʒli
wleźlibyście	lɛɕlibɨɕtɕɛ
wleźliście	wlɛʑliɕtɕa
wleźć	vlɛɕtɕ
wliczać	vlitʂatɕ
wliczać	wlitʂatɕ
wliczyć	vlitʂɨtɕ
wlizła	vlizwa
wlizło	vlizwɔ
wloka	vlɔka
wloką	vlɔkɔw̃
wlokę	flkɛ
wlokę	vlɔkɛ
wlokła	vlɔkwa
wlokło	vlɔkwɔ
wlokły	vlɔkwɨ
wlot	vlɔt
wlókł	vlukw
wmarzniecie	vmarzɲɛtɕɛ
wmarznięcie	vmarzɲɛɲtɕɛ
wmaszerować	wmaʂɛrɔvatɕ
wmawiacz	vmavjatʂ
wmawiaj	fɔːmaːvjaj
wmawianie	vmavjaɲɛ
wmawiać	vmavjatɕ
wmiatać	vmjatatɕ
wmieszać	vmjɛʂatɕ
wmieść	vmjɛɕtɕ
wmieść	vmjɛʃtɕ
wmowa	vmɔva
wmurować	vmurɔvatɕ
wmurowywać	vmurɔvɨvatɕ
wmusić	vmuɕitɕ
wmuszać	vmuʂatɕ
wmówienie	vmuvjɛɲɛ
wmówić	vmuvitɕ
wmówiła	wmowiwa
wnerwiać	vnɛrvjatɕ
wnerwiać	wmɛrwjatʂ
wnerwiony	vnɛrvjɔnɨ
wnerwić	vnɛrvitɕ
wnet	vnɛt
wniebogłosy	vɲɛbɔgwɔsɨ
wniebowstąpienie	vɲɛbɔfstɔmpjɛɲɛ
wniebowzięcie	vɲɛbɔvʑɛɲtɕɛ
wniebowzięta	vɲɛbɔvʑɛnta
wniebowzięte	vɲɛbɔvʑɛnta
wniebowzięty	vɲɛbɔvʑɛntɨ
wniesienie	vɲɛɕɛɲɛ
wniesiony	wɲjɛɕɔnɨ
wnieś	vɲɛɕ
wnieście	wɲɛɕtɕa
wnieśliśmy	zɲjɛɕliɕmɨ
wnieść	vɲɛɕtɕ
wnieść	wɲjɛɕtɕ
wnikający	fɲikajɔw̃tsɨ
wnikanie	vɲikaɲɛ
wnikać	vɲikatɕ
wnikać	wɲikatɕ
wnikliwszy	fɲjklivʂɨ
wniknąć	vɲiknɔɲtɕ
wniosek	vɲɔsɛk
wnioskowaliśmy	vɲjaskɔvaliɕmɨ
wnioskowanie	vɲɔskɔvaɲɛ
wnioskować	vɲɔskɔvatɕ
wniosku	vɲasku
wniwecz	vɲivɛtʂ
wniść	vɲiɕtɕ
wnosić	wnɔɕitɕ
wnoszenie	vnɔʂɛɲɛ
wnoś	vnɔɕ
wnuczce	vnutʂtsɛ
wnuczce	wnɔtʂtsɛ
wnuczek	vnutʂɛk
wnuczek	wnutʂak
wnuczka	vnutʂka
wnuczka	wnɔtʂka
wnuczkach	vnutʂkax
wnuczkami	vnutʂkami
wnuczki	vnutʂki
wnuczko	vnutʂkɔ
wnuczkom	vnutʂkɔm
wnuczką	vnutʂkɔw̃
wnuczkę	vnutʂkɛ
wnuczę	vnutʂɛ
wnuczęta	fnutʂɛnta
wnuk	vnuk
wnuki	wnukɪ
wnukiewicz	vnukjɛvitʂ
wnukowicz	vnukɔvitʂ
wnusia	vnuɕa
wnusio	vnuɕɔ
wnuś	vnuɕ
wnyk	vnɨk
wnyki	vnɨki
wnęczak	vnɛntʂak
wnęk	vnɛŋk
wnęka	fnɛnka
wnęka	vnɛŋka
wnękowa	vnɛɲkɔva
wnękowa	wnɛnkɔvɒ
wnękowicz	vnɛŋkɔvitʂ
wnętrostwo	vnɛntrɔstfɔ
wnętrz	vnɛntʂ
wnętrza	vnɛntʂa
wnętrzak	fnɛw̃tʂɒk
wnętrzarski	vnɛntʂarski
wnętrzarski	vnɛntʂorski
wnętrze	vnɛntʂɛ
wnętrzności	vnɛntʂnɔɕtɕi
wnętrzności	vnɛtʂnɔɕtɕi
woal	vɔal
woal	vɔːl
woalka	vɔalka
wobec	voˈbɛt
wobec	vɔbɛts
wobler	vˈobler
wobła	vɔbwa
woch	vɔx
wocial	vɔtɕal
wocianiec	vɔtɕaɲɛts
wociór	vɔtɕur
wocław	vɔtswaf
wocławek	vɔtswavɛk
woda	vɔda
woda	vˈoda
wodach	vɔdax
wodami	vɔdami
wodami	vɔdɔmi
wodarczyk	vɔdartʂɨk
wodewil	vɔdɛvil
wodnej	wɔdnaj
wodnica	vɔdɲitsa
wodnicka	vɔdnʲitska
wodnicka	vɔdɲitska
wodnicki	vɔdɲitski
wodniczce	vɔdɲitʂtsɛ
wodniczek	vɔdɲitʂɛk
wodniczka	vɔdɛɲitʂka
wodniczka	vɔdɲitʂka
wodniczkach	vɔdɲitʂkax
wodniczkami	vɔdɲitʂkami
wodniczki	vɔdɲitʂki
wodniczko	vɔdɲitʂkɔ
wodniczkom	vɔdɲitʂkɔm
wodniczką	vɔdɲitʂkɔw̃
wodniczkę	vɔdɲitʂkɛ
wodnik	vɔdɲik
wodniok	vɔdɲɔk
wodnistość	vɔdmistɔɕtɕ
wodnisty	vɔdɲistɨ
wodnopłatowiec	vɔdnɔpwatɔvjɛts
wodnosamolot	vɔdnɔsamɔlɔt
wodny	vɔdnɨ
wodo	vɔdɔ
wodobrzusze	vɔdɔbʐuʂɛ
wodociąg	vɔdɔtɕɔŋk
wododział	vɔdɔdʑaw
wododział	vɔdɔdʑˈaɫ
wodogrzmot	vɔdɔgʐmɔt
wodogłowie	vɔdɔgwɔvjɛ
wodolecznictwo	vɔdɔlɛtʂɲitstfɔ
wodoleczniczy	vɔdɔlɛtʂɲitʂɨ
wodolejstwo	vɔdɔlɛjstfɔ
wodolot	vɔdɔlɔt
wodom	voldˈom
wodom	vɔdɔm
wodomierz	vɔdɔmjɛʂ
wodomózgowie	vɔdɔmuzgɔvjɛ
wodoodporność	vɔdɔɔdpɔrɲuɕtɕ
wodoodporny	vɔdɔɔtpɔrnɨ
wodopój	vɔdɔpuj
wodorek	nˈuːdorɛk
wodorem	vɔdɔrɛm
wodorost	vɔdɔrɔst
wodorowi	vɔdɔrɔvi
wodorowinian	wɔdɔrɔviɲjzɲ
wodorowy	vɔdɔrɔvɨ
wodoru	vɔdɔru
wodorze	vɔdɔʐɛ
wodoród	vɔdɔrut
wodorówka	vɔdɔrufka
wodospad	vɔdɔspat
wodospadach	vɔdɔspadax
wodospadami	vɔdɔspadami
wodospadem	vɔdɔspadɛm
wodospadom	vɔdɔspadɔm
wodospadowi	vɔdɔspadɔvi
wodospadu	vɔdɔspadu
wodospady	vɔdɔspadɨ
wodospadzie	vɔdɔspadʑɛ
wodospadzik	vɔdɔspadʑik
wodospadzika	vɔdɔspadʑika
wodospadzikach	vɔdɔspadʑikax
wodospadzikami	vɔdɔspadʑikami
wodospadziki	vɔdɔspadʑiki
wodospadzikiem	vɔdɔspadʑikjɛm
wodospadzikom	vɔdɔspadʑikɔm
wodospadzikowi	vɔdɔspadʑikɔvi
wodospadziku	vɔdɔspadʑiku
wodospadzików	vɔdɔspadʑikuf
wodospadów	vɔdɔspaduf
wodostan	vɔdɔːstɑːn
wodoszczelny	vɔdɔʂtʂɛlnɨ
wodotrysk	vɔdɔtrɨsk
wodowanie	vɔdɔvaɲɛ
wodować	vɔdɔvatɕ
wodowskaz	vɔdɔfskas
wodowstręt	vɔdɔfstrɛnt
wodowstręt	vˈutˈaɐfstrˈaʊt
wodowstręt	wɔdɔfstrɛnt
wodościek	vɔdɔɕtɕɛk
wody	vɔdɨ
wody	vˈɔdˈɛ
wodynie	vodɨɲe
wodza	vɔdza
wodzach	vɔdzax
wodzami	vɔdzami
wodze	vɔdzɛ
wodzem	vɔdzɛm
wodzenie	vɔdzɛɲɛ
wodzi	vɔdʑi
wodzian	vɔdʑan
wodzianka	vɔdʑaŋka
wodziciel	vɔdʑitɕɛl
wodzidło	vɔdʑidwɔ
wodzie	vɔdʑɛ
wodzień	vɔdʑɛɲ
wodzirej	vodirˈej
wodzirej	vɔdʑirɛj
wodzirejka	vɔdʑirɛjka
wodzirejstwo	vɔdʑirɛjstfɔ
wodzisz	vɔdʑiʂ
wodzisławski	vɔdʑiswafski
wodzić	vɔdʑitɕ
wodziński	vɔdʑiɲski
wodzom	vɔdzɔm
wodzowi	vɔdzɔvi
wodzowie	vɔdzɔvjɛ
wodzu	vɔdzu
wodzy	vɔdzɨ
wodzyński	vɔdzɨɲski
wodzów	vɔdzuf
wodzą	vɔdzɔw̃
wodzę	vɔdzɛ
wodór	vɔdur
wodą	vɔdɔw̃
wodę	voda
wodę	vɔda
wodę	vɔdɛ
wogule	vɔgulɛ
wohyń	vɔxɛɲ
woicki	vɔitski
woj	voj
woj	vɔj
wojach	vɔjax
wojaczek	vɔjatʂɛk
wojaczka	vɔjatʂka
wojaczyk	vɔjatʂɨk
wojak	vɔjak
wojak	vˈojɑk
wojakiewicz	vɔjakjɛvitʂ
wojas	vɔjas
wojasiewicz	vɔjaɕɛvitʂ
wojaszówka	vojaʂufka
wojaż	vɔjaʂ
wojciak	vojtsak
wojciak	vɔjtɕak
wojcicki	vɔjtɕitski
wojciech	vojtɕex
wojciech	vɔjtɕɛx
wojciech	wɔjtɕɛx
wojciecha	vojtɕɛˈxa
wojciechowicz	vɔjtɕɛxɔvitʂ
wojciechowska	vɔjtɕɛxɔfska
wojciechowski	vojtɕɛxofski
wojciechowski	vɔjtɕɛxɔfski
wojciechówek	vojtɕɛxuvɛk
wojcieszak	vɔjtɕɛʂak
wojcieszczak	vɔjtɕɛʂtʂak
wojcieszczyk	vɔjtɕɛʂtʂɨk
wojcieszek	vɔjtɕɛʂɛk
wojcieszkiewicz	vɔjtɕɛʂkjɛvitʂ
wojcieszów	wojtɕɛʂuf
wojcik	vɔjtɕik
wojcinowicz	vɔjtɕinɔvitʂ
wojciuch	vɔjtɕux
wojciuk	vɔjtɕuk
wojciukiewicz	vɔjtɕukjɛvitʂ
wojciul	vɔjtɕul
wojciula	vɔjtɕula
wojciulewicz	vɔjtɕulɛvitʂ
wojciuszkiewicz	vɔjtɕuʂkjɛvitʂ
wojczak	vɔjtʂak
wojczyszyn	vɔjtʂɨʂɨn
wojda	vɔjda
wojdak	vɔjdak
wojdal	vɔjdal
wojdanowicz	vɔjdanɔvitʂ
wojdas	vɔjdas
wojdasiewicz	vɔjdaɕɛvitʂ
wojdałowicz	vɔjdawɔvitʂ
wojdowicz	vɔjdɔvitʂ
wojdyga	vɔjdɨga
wojdyna	vɔjdɨna
wojdyła	vɔjdɨwa
wojdyło	vojdɨwɔ
wojdyło	vɔjdɨwɔ
wojdziak	vɔjdʑak
wojech	vɔjɛx
wojen	vɔjɛn
wojenka	vɔjɛŋka
wojenny	vɔjɛnnɨ
wojeryzm	vɔjɛrɨzm
wojewnik	vɔjɛvɲik
wojewoda	vojevɔda
wojewoda	vɔjɛvɔda
wojewodzianka	vɔjɛvɔdʑaŋka
wojewodzic	vojɛvɔdʑit
wojewodzic	vɔjɛvɔdʑits
wojewodzicowicz	vɔjɛvɔdʑitsɔvitʂ
wojewodzicowiczowa	vɔjɛvɔdʑitsɔvitʂɔva
wojewodzie	wojɛvɔdʑɛ
wojewodzina	vɔjɛvɔdʑina
wojewódzki	vojɛvutski
wojewódzki	vɔjɛvotski
wojewódzki	vɔjɛvutski
województw	mɔjɛvutstv
województwo	vojɛvudztvɔ
województwo	vɔjɛvotstfɔ
województwo	vɔjɛvutstfɔ
wojkiewicz	vɔjkjɛvitʂ
wojkowo	vojkɔvɔ
wojna	vɔjna
wojnach	vɔjnax
wojnami	vɔjnami
wojnarowski	vɔjnarɔvskiː
wojniak	vɔjɲak
wojnica	vɔjɲitsa
wojnicz	wɔjɲitɕ
wojnie	vɔjɲɛ
wojniusz	vɔjɲuʂ
wojniłowicz	vɔjɲiwɔvitʂ
wojno	vɔjnɔ
wojnom	vɔjnɔm
wojnowić	wɔinɔvitɕ
wojny	vɔjnɨ
wojny	wajnɨ
wojną	vɔjnɔw̃
wojnę	vɔjnɛ
wojo	vɔjɔ
wojowanie	vɔjɔvaɲɛ
wojowanie	wɔjɔwɑɲiɛ
wojować	vojavatɕ
wojować	vɔjɔvatɕ
wojowniczka	vɔjɔvɲitʂka
wojowniczka	wɨjavnʲitʂka
wojowniczość	wɔjɔfɲitʂɔɕtɕ
wojowniczy	vɔjɔvɲitʂɨ
wojowniczy	wɔjɔvɲitʂɨ
wojownik	vɔjɔvɲik
wojownik	wɔjɔvɲik
wojowników	wɔjɔvɲikuf
wojsiełk	wɔjɕɔwk
wojsk	vɔjsk
wojska	vɔjska
wojskiem	vɔjskjɛm
wojsko	vɔjskɔ
wojskowa	vojskɔva
wojskowej	vɔiskɔvɛj
wojskowiec	vɔjskɔvjɛts
wojskowość	vɔjskɔvɔɕtɕ
wojskowy	vɔjskɔvɨ
wojsku	vɔjsku
wojszczyk	vɔjʂtʂɨk
wojsław	vɔjswaf
wojtach	vɔjtax
wojtacha	vɔjtaxa
wojtachnia	vɔjtaxɲa
wojtachnio	vɔjtaxɲɔ
wojtak	vojtak
wojtal	vɔjtal
wojtala	vɔjtala
wojtalewicz	vɔjtalɛvitʂ
wojtalik	vojtalik
wojtan	vɔjtan
wojtaniec	vɔjtaɲɛts
wojtanowicz	vɔjtanɔvitɕ
wojtanowicz	vɔjtanɔvitʂ
wojtanowska	vɔjtanɔfska
wojtanowski	vɔjtanɔfski
wojtarowicz	vɔjtarɔvitʂ
wojtas	vɔjtas
wojtasiak	vɔjtaɕak
wojtasiewicz	vɔjtaɕɛvitʂ
wojtasz	vɔjtaʂ
wojtaszczyk	vɔjtaʂtʂɨk
wojtaszek	vɔjtaʂɛk
wojtaszko	vɔjtaʂkɔ
wojtała	vɔjtawa
wojtaś	vɔjtaɕ
wojtczak	vojdtʃak
wojtczak	vɔjttʂak
wojtczuk	vɔjttʂuk
wojtczyk	vɔjttʂɨk
wojteczek	vɔjtɛtʂɛk
wojtek	vojtɛk
wojtek	vɔjtɛk
wojtewicz	vɔjtɛvitʂ
wojtkielewicz	vɔjtkjɛlɛvitʂ
wojtkiewicz	vɔjtkjɛvitɕ
wojtkiewicz	vɔjtkjɛvitʂ
wojtkowiak	vɔjtkɔvjak
wojtkowicz	vɔjtkɔvitʂ
wojtkowska	vɔjtkɔfska
wojtkowski	vɔjtkɔfski
wojtków	vɔjtkuf
wojton	vɔjtɔn
wojtowicz	vɔjtɔvitʂ
wojtoń	vɔjtɔɲ
wojtuch	vɔjtux
wojtukiewicz	vɔjtukjɛvitʂ
wojtula	vojtula
wojtulewicz	vojtulɛwitɕ
wojtulewicz	vɔjtulɛvitʂ
wojtuniu	vojtuɲu
wojtuszkiewicz	vɔjtuʂkjɛvitʂ
wojtuła	vɔjtuwa
wojtuń	vɔjtuɲ
wojtuś	vɔjtuɕ
wojtuściszyn	vɔjtuɕtɕiʂɨn
wojtyla	vɔjtɨla
wojtynek	vɔjtɨnɛk
wojtyra	vɔjtɨra
wojtysiak	vɔjtɨɕak
wojtyszko	vɔjtɨʂkɔ
wojtyła	vɔjtɨwa
wojtyło	vɔjtɨwɔ
wojtyś	vɔjtɨɕ
wojwodina	vojvodina
wojłok	vɔjwɔk
wok	vɔk
wokabularz	vɔkabulaʂ
wokabulista	vɔkabulista
wokabuła	vɔkabuwa
wokabuła	vɔkabuɫa
wokal	wokal
wokalista	vokalista
wokalista	vɔkalista
wokalistka	vɔkalistka
wokaliza	vokaliza
wokalizacja	vokalizatsja
wokalizacja	vɔkalizatsja
wokalizować	vɔkɔlizɔvatɕ
wokanda	vɔkanda
wokoło	vɔkɔwɔ
wokół	vokou
wokół	vɔkuw
wola	vola
wola	vɔla
wolach	vɔlax
wolak	vɔlak
wolami	vɔlami
wolan	vɔlan
wolanowski	vɔɫanɔvski
wolant	volant
wolanów	volanof
wolapik	vɔlapik
wolarz	vɔlaʃ
wolał	vɔlaw
wolała	vɔlawa
wolałaby	vɔlawabɨ
wolałabym	vɔlawabɨm
wolałabyś	vɔlawabɨɕ
wolałam	vɔlawam
wolałaś	vɔlawaɕ
wolałby	vɔlawbɨ
wolałbym	vɔlawbɨm
wolałbyś	vɔlawbɨɕ
wolałem	vɔlawɛm
wolałeś	vɔlawɛɕ
wolało	vɔlawɔ
wolałoby	vɔlawɔbɨ
wolały	voˈlaːvɨ
wolańczyk	vɔlaɲtʂɨk
wolborski	vɔlbɔrski
wolbrom	vɔlbrum
wolbórz	vɔlbuʂ
wolczyk	vɔltʂɨk
woldańska	vɔldaɲska
woldański	vɔldaɲski
wole	vɔlɛ
wolego	vɔlɛgɔ
wolej	vɔlɛj
wolek	vɔlɛk
woleli	vɔlɛli
woleliby	vɔlɛlibɨ
wolelibyście	vɔlɛlibɨɕtɕɛ
wolelibyśmy	vɔlɛlibɨɕmɨ
woleliście	vɔlɛliɕtɕɛ
woleliśmy	vɔlɛliɕmɨ
wolem	vɔlɛm
wolemu	vɔlɛmu
woleć	volɛtʃ
woleć	vɔlɛtɕ
wolfia	pɔlfja
wolfia	vɔlfja
wolfram	vɔlfram
woli	vɔli
wolich	vɔlix
wolicie	volitɕɛ
wolicie	vɔlitɕɛ
wolim	vɔlim
wolimi	vɔlimi
wolimy	vɔlimɨ
wolin	vɔlin
wolisz	vɔliʂ
woliński	vɔliɲski
wolkiewicz	vɔlkjɛvitʂ
wollny	vɔlnɨ
wolmar	vˈolmar
wolna	vɔlna
wolne	vɔlnɛ
wolne	vɔlɛna
wolne	vˈolnɛ
wolne	wolnɛ
wolnego	vɔlnɛgɔ
wolnej	vɔlnɛj
wolnej	wɔlnaj
wolnemu	vɔlnɛmu
wolni	vɔlɲi
wolniarska	vɔlɲarska
wolniarski	vɔlɲarski
wolnica	vɔlɲitsa
wolniej	vɔlɲɛj
wolniej	wolɲej
wolniejszego	vɔlɲɛjʂɛgɔ
wolniejszy	vɔlɲɛjʂɨ
wolniewicz	molɲɛvitʂ
wolniewicz	vɔlɲɛvitʂ
wolnik	wolɲik
wolniutki	vɔlɲutki
wolniutko	vɔlɲutkɔ
wolno	vɔlnɔ
wolno	vˈoːlno
wolnobieżny	vɔlnɔbjɛʐnɨ
wolnomularski	vɔlnɔmularski
wolnomularstwo	vɔlnɔmularstfɔ
wolnomularz	vɔlnɔmulaʂ
wolnomurarsko	vɔlnomurorsko
wolnomyśliciel	vɔlnɔmɨɕlitɕɛl
wolnomyślicielstwo	vɔlnɔmɨɕlitɕɛlstfɔ
wolnopłatkowe	vɔlnɔpɫatkɔvɛ
wolnorodnikowo	vɔlnɔrɔdɲikɔvɔ
wolnorynkowe	vɔlnɔrɨŋkɔva
wolnorynkowy	vɔlnɔrɨŋkɔvɨ
wolnostylowiec	vɔlnɔstɨlɔvjɛts
wolnościowa	wɔlnoɕtɕɔva
wolnościowcy	vɔlnɛɕtɕɔftsɨ
