abaga	ʔʌbagʌ
reorganisar	ɾ̪ɪʔɔɾ̪gʌn̪ɪs̪aɾ̪
reporma	ɾ̪ɪpoɾ̪mʌ
resibo	ɾ̪ɪs̪ibɔ
resolbar	ɾ̪ɪs̪ɔl̪baɾ̪
reyalista	ɾ̪jʌl̪is̪t̪ʌ
risgo	ɾ̪is̪gɔ
rodrigo	ɾ̪ɔd̪ɾ̪igɔ
rodriguez	ɾ̪ɔd̪ɾ̪igɪs̪
rojas	ɾ̪ohʌs̪
rolyo	ɾ̪ol̪jɔ
romero	ɾ̪ɔmiɾ̪ɔ
rosario	ɾ̪ɔs̪aɾ̪jɔ
rosaryo	ɾ̪ɔs̪aɾ̪jɔ
rubi	ɾ̪ʊbi
ruedas	ɾ̪wid̪ʌs̪
rufino	ɾ̪ʊpin̪ɔ
ruler	ɾ̪ul̪ɪɾ̪
ruperto	ɾ̪ʊpiɾ̪t̪ɔ
saad	s̪aʔʌd̪
sabado	s̪abʌd̪o
sabak	s̪abʌk
sabak	s̪ʌbak
sabat	s̪ʌbat̪
sabaw	s̪ʌbaʊ̯
sabellano	s̪ʌbɪl̪jan̪ɔ
sablay	s̪ʌbl̪aɪ̯
sabon	s̪ʌbon̪
sabong	s̪abɔŋ
sabot	s̪ʌbot̪
sabsab	s̪ʌbs̪ab
sabwag	s̪ʌbwag
sagang	s̪ʌgaŋ
sagay	s̪agaɪ̯
sagbot	s̪agbɔt̪
saging	s̪agɪŋ
sagop	s̪ʌgop
sain	s̪aʔɪn̪
saka	s̪ʌka
sakate	s̪ʌkat̪ɪ
sakay	s̪ʌkaɪ̯
sakayan	s̪ʌkajʌn̪
sako	s̪akɔ
saksak	s̪aks̪ʌk
saksi	s̪ʌks̪i
sakto	s̪akt̪ɔ
sala	s̪al̪ʌ
sala	s̪ʌl̪aʔ
salabay	s̪ʌl̪abaɪ̯
salabotan	s̪ʌl̪ʌbot̪ʌn̪
salag	s̪al̪ʌg
salampati	s̪ʌl̪ʌmpat̪ɪ
salan	s̪ʌl̪an̪
salapi	s̪ʌl̪ʌpiʔ
salazar	s̪ʌl̪ʌs̪aɾ̪
salcedo	s̪ʌl̪s̪id̪ɔ
salida	s̪ʌl̪id̪ʌ
salikwaot	s̪ʌl̪ɪkwʌʔot̪
salimbagat	s̪ʌl̪ɪmbagʌt̪
salinas	s̪ʌl̪in̪ʌs̪
salir	s̪ʌl̪iɾ̪
salog	s̪al̪ɔg
salog	s̪ʌl̪og
salom	s̪al̪ɔm
saluwal	s̪ʌl̪uʌl̪
salvador	s̪ʌl̪bʌd̪oɾ̪
samad	s̪amʌd̪
samar	s̪amʌɾ̪
samarnon	s̪ʌmʌɾ̪n̪on̪
sambag	s̪ʌmbag
samin	s̪ʌmin̪
sampay	s̪ʌmpaɪ̯
sampot	s̪ʌmpot̪
sampurado	s̪ʌmpʊɾ̪ad̪ɔ
samsam	s̪ʌms̪am
samsuy	s̪ams̪ʊɪ
sanag	s̪ʌn̪ag
sanchez	s̪an̪t̪s̪ɪs̪
sandayong	s̪ʌn̪d̪ʌjoŋ
sandiya	s̪ʌn̪d̪iʌ
sanga	s̪aŋʌ
sanga	s̪ʌŋa
sangay	s̪aŋaɪ̯
sanggot	s̪ʌŋgot̪
sanggumay	s̪ʌŋgumaɪ̯
sano	s̪an̪ɔ
santiago	s̪ʌn̪t̪jagɔ
santillan	s̪ʌn̪t̪ɪl̪jan̪
santilmo	s̪ʌn̪t̪il̪mɔ
santol	s̪ʌn̪t̪ol̪
saong	s̪aʔɔŋ
sapa	s̪apʌʔ
sapal	s̪apʌl̪
sapatos	s̪ʌpat̪ɔs̪
satumbaga	s̪ʌt̪ʊmbagʌ
sawa	s̪ʌwa
sawsaw	s̪aʊ̯s̪aʊ̯
saya	s̪ajʌ
saya	s̪ʌja
sayal	s̪ʌjal̪
sayaw	s̪adʒaʊ̯
sayaw	s̪ajaʊ̯
saybit	s̪aɪ̯bit̪
saydwok	s̪aɪ̯d̪wk
saylo	s̪aɪ̯l̪ɔ
saysay	s̪aɪ̯s̪aɪ̯
sedula	s̪id̪ʊl̪ʌ
segurado	s̪ɪgʊɾ̪ad̪ɔ
seguro	s̪ɪguɾ̪ɔ
sekondarya	s̪ɪkɔn̪d̪aɾ̪jʌ
seksyon	s̪ɪks̪jon̪
sekundarya	s̪ɪkʊn̪d̪aɾ̪jʌ
selpon	s̪il̪pɔn̪
semana	s̪ɪman̪ʌ
sementeryo	s̪ɪmɪn̪t̪iɾ̪jɔ
semento	s̪ɪmin̪t̪ɔ
semester	s̪ɪmis̪t̪ɪɾ̪
semilya	s̪ɪmil̪jʌ
senado	s̪ɪn̪ad̪ɔ
seno	s̪in̪ɔ
sensilyo	s̪ɪn̪s̪il̪jɔ
sensiyo	s̪ɪn̪s̪ijɔ
sentido	s̪ɪn̪t̪id̪ɔ
septiyembre	s̪ɪpt̪imbɾ̪ɪ
septiyembre	s̪ɪpt̪jimbɾ̪ɪ
sepulturero	s̪ɪpʊl̪t̪ʊɾ̪iɾ̪ɔ
serado	s̪ɪɾ̪ad̪ɔ
serbesa	s̪ɪɾ̪bis̪ʌ
seremonyas	s̪ɪɾ̪ɪmon̪jʌs̪
serye	s̪iɾ̪jɪ
setenta	s̪ɪt̪in̪t̪ʌ
sevilla	s̪ɪbil̪jʌ
siaton	s̪jat̪ɔn̪
sibat	s̪ɪbat̪
sibuyas	s̪ɪbudʒʌs̪
sibuyas	s̪ɪbujʌs̪
sibya	s̪ɪbja
sida	s̪id̪ʌ
sidlakan	s̪ɪd̪l̪ʌkan̪
sigarilyo	s̪ɪgʌɾ̪il̪jɔ
sige	s̪igɪ
sijam	s̪ɪdʒam
sikat	s̪ɪkat̪
sikil	s̪ɪkil̪
sikmol	s̪ɪkmol̪
siko	s̪ikɔ
sili	s̪il̪ɪ
simba	s̪ɪmba
simbahan	s̪ɪmbahʌn̪
simbajon	s̪ɪmbahɔn̪
simbako	s̪ɪmbakɔ
simbasimba	s̪ɪmbas̪ɪmba
sinangote	s̪ɪn̪ʌŋgot̪ɪ
sindikato	s̪ɪn̪d̪ɪkat̪ɔ
sinehan	s̪ɪn̪ɪhan̪
singin	s̪iŋɪn̪
singking	s̪iŋkɪŋ
singkohan	s̪ɪŋkohʌn̪
singot	s̪ɪŋot̪
singtanon	s̪ɪŋt̪an̪ɔn̪
sino	s̪in̪ɔ
sinugdanan	s̪ɪn̪ʊgd̪an̪ʌn̪
sinumbagay	s̪ɪn̪ʊmbʌgaɪ̯
siomai	s̪jomaɪ̯
sirado	s̪ɪɾ̪ad̪ɔ
sirkulasyon	s̪ɪɾ̪kʊl̪ʌs̪jon̪
sityo	s̪it̪jɔ
siya	s̪iʌ
siya	s̪ja
siya	s̪ɪdʒa
siyagit	s̪jagɪt̪
siyam	s̪jam
siyam	s̪ɪdʒam
siyento	s̪jin̪t̪ɔ
siyudad	s̪jʊd̪ad̪
slogan	s̪l̪ogʌn̪
solusyon	s̪ɔl̪ʊs̪jon̪
sosyalismo	s̪ɔs̪jʌl̪is̪mɔ
sotto	s̪ot̪ɔ
suarez	s̪wʌɾ̪ɪs̪
suba	s̪ʊbaʔ
subang	s̪ubʌŋ
subangan	s̪ʊbaŋʌn̪
subida	s̪ʊbid̪ʌ
suborno	s̪ʊboɾ̪n̪ɔ
sudlay	s̪ud̪l̪aɪ̯
sugal	s̪ʊgal̪
sugalan	s̪ʊgal̪ʌn̪
sugarol	s̪ʊgʌɾ̪ol̪
sugi	s̪ugɪ
sugibuhi	s̪ʊgɪbuhɪʔ
sugilagming	s̪ʊgɪl̪ʌgmiŋ
sugilambong	s̪ʊgɪl̪ʌmboŋ
sugilandong	s̪ʊgɪl̪ʌn̪d̪oŋ
sugilanon	s̪ʊgɪl̪an̪ɔn̪
sugod	s̪ugɔd̪
suhestyon	s̪ʊhɪs̪t̪jon̪
suhol	s̪uhɔl̪
suholan	s̪ʊhol̪ʌn̪
suka	s̪ukʌ
suka	s̪ukʌʔ
sukli	s̪ʊkl̪iʔ
suko	s̪ukɔ
sula	s̪ʊl̪a
sula	s̪ʊl̪aʔ
sulang	s̪ʊl̪aŋ
sulay	s̪ʊl̪aɪ̯
sulo	s̪ʊl̪oʔ
sulod	s̪ud̪
sulod	s̪ul̪ɔd̪
sulod	s̪ʊjod̪
sulod	s̪ʊl̪od̪
sulog	s̪ʊl̪og
sulsol	s̪ul̪s̪ɔl̪
sultaob	s̪ʊl̪t̪aʔɔb
sulu	s̪ʊl̪u
sumalpong	s̪ʊmʌl̪poŋ
sumbag	s̪ʊmbag
sundalo	s̪ʊn̪d̪al̪ɔ
sundalo	s̪ʊn̪d̪awo
sundang	s̪ʊn̪d̪aŋ
sundawo	s̪ʊn̪d̪aw
sungay	s̪uŋaɪ̯
sunoy	s̪ʊn̪oj
suntok	s̪ʊn̪t̪ok
suntokay	s̪ʊn̪t̪ɔkaɪ̯
supsop	s̪ups̪ɔp
sura	s̪uɾ̪ʌ
surigao	s̪ʊɾ̪igaʊ̯
suroy	s̪uɾ̪oɪ̯
susi	s̪us̪ɪ
susmarisep	s̪ʊs̪mʌɾ̪is̪ɪp
susmaryosep	s̪ʊs̪mʌɾ̪jos̪ɪp
suspek	s̪us̪pɪk
sutil	s̪ʊt̪il̪
sutukil	s̪ʊt̪ʊkil̪
suwang	s̪ʊwaŋ
suway	s̪waɪ̯
suweldo	s̪wil̪d̪ɔ
suwerte	s̪wiɾ̪t̪ɪ
suya	s̪ujʌʔ
suyak	s̪ujʌk
suyakan	s̪ʊjakʌn̪
swapang	s̪wʌpʌŋ
ta	t̪a
taas	t̪aʔʌs̪
taas	t̪ʌʔas̪
tabako	t̪ʌbakɔʔ
tabako	t̪ʌbʌkoʔ
tabang	t̪abʌŋ
tabay	t̪abaɪ̯
tabilawan	t̪ʌbɪl̪awʌn̪
tabili	t̪ʌbɪl̪i
tabilikod	t̪ʌbɪl̪ɪkod̪
tabliya	t̪ʌbl̪iʌ
tabunok	t̪ʌbun̪ɔk
tadtad	t̪ad̪t̪ʌd̪
taga	t̪agʌ
taga	t̪ʌga
taga	t̪ʌgaʔ
tagabukid	t̪ʌgʌbukɪd̪
tagad	t̪ʌgad̪
tagam	t̪ʌgam
tagaw	t̪ʌgaʊ̯
tagay	t̪agaɪ̯
tagbo	t̪ʌgboʔ
taghoy	t̪aghoɪ̯
tagiptip	t̪ʌgipt̪ɪp
tagna	t̪agn̪ʌʔ
tagohipos	t̪ʌgɔhipɔs̪
tagok	t̪ʌgok
tahap	t̪ahʌp
tahi	t̪ʌhiʔ
taho	t̪ʌhoʔ
tahom	t̪ʌhom
tahop	t̪ahɔp
tai	t̪aʔɪ
takdol	t̪akd̪ɔl̪
takig	t̪akɪg
takilya	t̪ʌkil̪jʌ
taklob	t̪ʌkl̪ob
tako	t̪akɔʔ
takob	t̪ʌŋkob
takos	t̪ʌkos̪
takwal	t̪ʌkwal̪
talaba	t̪ʌl̪ʌba
talamban	t̪ʌl̪ʌmban̪
talamdan	t̪ʌl̪ʌmd̪an̪
talaw	t̪al̪aʊ̯
talawan	t̪ʌl̪awʌn̪
talay	t̪ʌl̪aɪ̯
tali	t̪al̪ɪ
tali	t̪al̪ɪʔ
talibong	t̪ʌl̪ɪboŋ
talikala	t̪ʌl̪ɪkʌl̪a
talomo	t̪ʌl̪omɔ
talong	t̪ʌl̪oŋ
talong	t̪ʌwoŋ
taludtod	t̪ʌl̪ud̪t̪ɔd̪
talya	t̪al̪jʌ
talyo	t̪al̪jɔ
tambalanan	t̪ʌmbʌl̪an̪ʌn̪
tambaloslos	t̪ʌmbʌl̪os̪l̪ɔs̪
tambis	t̪ambɪs̪
taming	tɐmiŋ
tampohay	t̪ʌmpohaɪ̯
tampos	t̪ʌmpos̪
tampus	t̪ʌmpus̪
tamsi	t̪ʌms̪i
tanan	t̪ʌn̪an̪
taneo	t̪ʌn̪iɔ
tangad	t̪ʌŋad̪
tanggal	t̪ʌŋgal̪
tanggo	t̪aŋgɔ
tangis	t̪aŋɪs̪
tangke	t̪ʌŋki
tangkil	t̪ʌŋkil̪
tangkilepono	t̪ʌŋkɪl̪ipɔn̪ɔ
tangkop	t̪ʌŋkop
tangkugo	t̪ʌŋkugɔʔ
tanglad	t̪ʌŋl̪ad̪
tanlag	t̪ʌn̪l̪ag
tanod	t̪an̪ɔd̪
tanom	t̪ʌn̪om
tanos	t̪an̪ɔs̪
tansan	t̪an̪s̪ʌn̪
tanum	t̪ʌn̪um
taob	t̪ʌʔob
taop	t̪aɔp
tapay	t̪apaɪ̯
tapayan	t̪ʌpajʌn̪
tapo	t̪apɔʔ
tapol	t̪ʌpol̪
tapolan	t̪ʌpɔl̪an̪
tapos	t̪apɔs̪
target	t̪aɾ̪gɪt̪
tariktik	t̪ʌɾ̪ikt̪ɪk
tasa	t̪as̪ʌ
tasik	t̪as̪ɪk
tata	t̪at̪ʌ
tata	t̪at̪ʌʔ
tata	t̪ʌt̪a
taudtaod	t̪ʌʔud̪t̪ʌʔod̪
tawa	t̪ʌwa
tawag	t̪awʌg
tawas	t̪awʌs̪
tawo	t̪aw
tawong	t̪ʌwoŋ
taya	t̪ʌjaʔ
taytay	t̪aɪ̯t̪aɪ̯
telepono	t̪ɪl̪ipɔn̪ɔ
teleponokabildo	t̪ɪl̪ipɔn̪ɔkʌbil̪d̪ɔ
templado	t̪ɪmpl̪ad̪ɔ
tempura	t̪ɪmpuɾ̪ʌ
tenyente	t̪ɪn̪jin̪t̪ɪ
termino	t̪iɾ̪mɪn̪o
tesawro	t̪ɪs̪aʊ̯ɾ̪ɔ
tetanos	t̪it̪ʌn̪os̪
tigbak	t̪ɪgbak
tigdumala	t̪ɪgd̪ʊmal̪ʌ
tigidig	t̪ɪgɪd̪ig
tigulang	t̪ɪgul̪ʌŋ
tikangkang	t̪ɪkʌŋkaŋ
tiket	t̪ikɪt̪
tiklo	t̪ɪkl̪oʔ
tikoy	t̪ikoɪ̯
tilaok	t̪ɪl̪aʔɔk
tilapya	t̪ɪl̪apjʌ
tilok	t̪il̪ɔk
timbang	t̪imbʌŋ
timbangan	t̪ɪmbaŋʌn̪
timonel	t̪ɪmɔn̪il̪
timonero	t̪ɪmɔn̪iɾ̪ɔ
timoteo	t̪imɔt̪iɔ
tinagalog	t̪ɪn̪ʌgal̪ɔg
tinagdan	t̪ɪn̪ʌgd̪an̪
tinapay	t̪ɪn̪apaɪ̯
tinda	t̪in̪d̪ʌ
tindak	t̪in̪d̪ʌk
tindera	t̪ɪn̪d̪iɾ̪ʌ
tindero	t̪ɪn̪d̪iɾ̪ɔ
tindog	t̪ɪn̪d̪og
tinemplahan	t̪ɪn̪ɪmpl̪ʌhan̪
tingali	t̪ɪŋal̪ɪ
tingkagol	t̪ɪŋkagɔl̪
tingkoy	t̪ɪŋkoj
tingsi	t̪iŋs̪ɪʔ
tinidor	t̪ɪn̪ɪd̪oɾ̪
tintin	t̪in̪t̪ɪn̪
tinuhoan	t̪ɪn̪ʊhoʔʌn̪
tipasi	t̪ɪpas̪ɪʔ
tipoy	t̪ɪpoj
tirada	t̪ɪɾ̪ad̪ʌ
tirador	t̪ɪɾ̪ʌd̪oɾ̪
tisoy	t̪ɪs̪oj
titser	t̪itsɪɾ̪
titulo	t̪it̪ʊl̪o
tiya	t̪iʌ
tiyan	t̪jan̪
tiyo	t̪ijɔ
tokaya	t̪ɔkajʌ
tokayo	t̪ɔkajɔ
tokhang	t̪ɔkhaŋ
toledo	t̪ɔl̪id̪ɔ
toledohanon	t̪ɔl̪ɪd̪ɔhan̪ɔn̪
toma	t̪omʌʔ
tomas	t̪ɔmas̪
tomboy	t̪omboɪ̯
tono	t̪on̪ɔ
torero	t̪ɔɾ̪iɾ̪ɔ
toril	t̪ɔɾ̪il̪
torres	t̪oɾ̪ɪs̪
trabahante	t̪ɾ̪ʌbʌhan̪t̪ɪ
trabaho	t̪ɾ̪ʌbahɔ
trangka	t̪ɾ̪aŋkʌ
trangkaso	t̪ɾ̪ʌŋkas̪ɔ
trapik	t̪ɾ̪apɪk
trapiko	t̪ɾ̪apɪko
trato	t̪ɾ̪at̪ɔ
trayanggulo	t̪ɾ̪ʌjaŋgʊl̪ɔ
traynta	t̪ɾ̪aɪ̯n̪t̪ʌ
trisikad	t̪ɾ̪ɪs̪ikʌd̪
trono	t̪ɾ̪on̪ɔ
troso	t̪ɾ̪os̪ɔ
tsampurado	t̪s̪ʌmpʊɾ̪ad̪ɔ
tsinelas	t̪s̪ɪn̪il̪ʌs̪
tsismis	t̪s̪is̪mɪs̪
tsismosa	t̪s̪ɪs̪mos̪ʌ
tsismoso	t̪s̪ɪs̪mos̪ɔ
tsunami	t̪s̪ʊn̪amɪ
tuberkulosis	t̪ʊbɪɾ̪kʊl̪os̪ɪs̪
tubig	t̪ubɪg
tubo	t̪ubɔ
tubo	t̪ubɔʔ
tubo	t̪ʊbo
tubol	t̪ʊbol̪
tudtod	t̪ud̪t̪ɔd̪
tugas	t̪ʊgas̪
tugon	t̪ugɔn̪
tugot	t̪ugɔt̪
tugpahanan	t̪ʊgpʌhan̪ʌn̪
tuhod	t̪uhɔd̪
tuig	t̪uʔɪg
tuka	t̪ʊkaʔ
tukaw	t̪ʊkaʊ̯
tuko	t̪ʊkoʔ
tukoy	t̪ukoɪ̯
tuktok	t̪ukt̪ɔk
tuktugaok	t̪ʊkt̪ʊgaʔɔk
tulak	t̪ul̪ʌk
tulay	t̪ʊl̪aɪ̯
tuli	t̪ul̪ɪʔ
tulis	t̪ul̪ɪs̪
tulisan	t̪ʊl̪ɪs̪an̪
tulo	t̪ul̪ɔʔ
tulo	t̪ʊl̪o
tulo	t̪ʊl̪oʔ
tulod	t̪wod̪
tulod	t̪ʊl̪od̪
tulog	t̪ul̪ɔg
tulong	t̪ul̪ɔŋ
tulos	t̪ul̪ɔs̪
tuman	t̪umʌn̪
tumpag	t̪ʊmpag
tumulak	t̪ʊmul̪ʌk
tunaw	t̪un̪aʊ̯
tunay	t̪un̪aɪ̯
tunga	t̪ʊŋaʔ
tungod	t̪ʊŋod̪
tunok	t̪ʊn̪ok
tunsoy	t̪ʊn̪s̪oj
tuo	t̪uʔɔ
tuo	t̪ʊʔo
tuod	t̪uʔɔd̪
tuohon	t̪ʊʔohɔn̪
tuok	t̪ʊʔok
tuon	t̪ʊʔon̪
tupad	t̪ʊpad̪
turismo	t̪ʊɾ̪is̪mɔ
turutot	t̪ʊɾ̪ut̪ɔt̪
tusok	t̪us̪ɔk
tutoy	t̪ut̪oɪ̯
tuwerka	t̪wiɾ̪kʌ
tuyo	t̪udʒɔ
tuyo	t̪ujɔ
tuñacao	t̪ʊɲʌkaʊ̯
twerka	t̪wɪɾ̪kʌ
ubalde	ʔʊbal̪d̪ɪ
ubi	ʔubɪ
ubo	ʔʊbo
udong	ʔud̪ɔŋ
udto	ʔʊd̪t̪o
ug	ʔug
uga	ʔʊga
ugaling	ʔʊgal̪ɪŋ
ugat	ʔʊgat̪
ugay	ʔugaɪ̯
ugdo	ʔʊgd̪o
ugis	ʔugɪs̪
ugkay	ʔugkaɪ̯
ugma	ʔʊgmaʔ
uhaw	ʔʊhaʊ̯
uhong	ʔuhɔŋ
ukay	ʔukaɪ̯
uki	ʔukɪ
ulalong	ʔʊl̪al̪ɔŋ
ulan	ʔʊl̪an̪
ulan	ʔʊwan̪
ulang	ʔʊl̪aŋ
ulaw	ʔuaʊ̯
ulaw	ʔudʒaʊ̯
ulaw	ʔujaʊ̯
ulaw	ʔul̪aʊ̯
ulayan	ʔʊl̪ajʌn̪
uli	ʔul̪ɪʔ
uli	ʔʊl̪iʔ
uling	ʔul̪ɪŋ
ulipon	ʔʊl̪ipɔn̪
ulo	ʔul̪ɔ
ulod	ʔul̪ɔd̪
ulok	ʔʊl̪ok
ulon	ʔʊl̪on̪
ulonan	ʔʊl̪on̪ʌn̪
umagad	ʔʊmagʌd̪
umang	ʔʊmaŋ
umog	ʔʊmog
umpad	ʔumpʌd̪
unabia	ʔʊn̪abjʌ
unano	ʔʊn̪an̪ɔʔ
ungo	ʔuŋɔʔ
ungol	ʔuŋɔl̪
ungol	ʔʊŋol̪
unibersidad	ʔʊn̪ɪbɪɾ̪s̪ɪd̪ad̪
unlan	ʔʊn̪l̪an̪
unom	ʔʊn̪om
unsa	ʔʊn̪s̪a
unya	ʔʊn̪jaʔ
unyon	ʔʊn̪jon̪
upas	ʔupʌs̪
upas	ʔʊpas̪
upat	ʔʊpat̪
upaw	ʔupaʊ̯
upo	ʔupɔ
usa	ʔʊs̪a
usap	ʔus̪ʌp
uswag	ʔus̪wʌg
uswag	ʔʊs̪wag
utan	ʔut̪ʌn̪
utang	ʔut̪ʌŋ
utangan	ʔʊt̪ʌŋan̪
utanon	ʔʊt̪ʌn̪on̪
utin	ʔut̪ɪn̪
utog	ʔʊt̪og
utok	ʔut̪ɔk
utong	ʔʊt̪oŋ
utot	ʔʊt̪ot̪
uwak	ʔʊak
uwan	ʔʊwan̪
uwang	ʔʊaŋ
uyab	ʔujʌb
uyab	ʔʊjab
uyon	ʔujɔn̪
vasquez	bas̪kɪs̪
velasquez	bɪl̪as̪kɪs̪
villafuerte	bil̪jʌpwiɾ̪t̪ɪ
villanueva	bɪl̪jʌn̪wibʌ
wagas	wʌgas̪
wail	wʌʔil̪
wala	wʌl̪a
wala	wʌl̪aʔ
walay	waɪ̯
walay	wʌl̪aɪ̯
walo	wʌl̪o
walo	wʌwo
walog	wal̪ɔg
wangwang	waŋwʌŋ
wawog	wawg
way	waɪ̯
yabe	jabɪ
yamis	jamɪs̪
yapyap	japjap
yarda	jaɾ̪d̪ʌ
yate	jat̪ɪ
yawa	dʒawʌʔ
yawa	jawʌʔ
yaya	jajʌ
yaya	jaʔjʌʔ
yayong	jajɔŋ
yañez	jaɲɪs̪
ybañez	ʔɪbaɲɪs̪
ylaya	ʔɪl̪ajʌʔ
yosi	jos̪ɪ
yoyoy	jojoɪ̯
zamora	s̪ʌmoɾ̪ʌ
