'anar'	anaɾ
monet	monet̪
monetaria	monet̪aɾja
monetarias	monet̪aɾjas
monetario	monet̪aɾjo
monetarios	monet̪aɾjos
monetarismo	monet̪aɾizmo
monetarista	monet̪aɾist̪a
monetarizar	monet̪aɾiθaɾ
monetizada	monet̪iθað̞a
monetizadas	monet̪iθað̞as
monetizado	monet̪iθað̞o
monetizados	monet̪iθað̞os
money	monai
monforte	mõɱfoɾt̪e
monga	mõŋga
monge	mõŋxe
monges	mõnxes
monget	mõn̪xet̪
mongeta	monxet̪a
mongo	mõŋgo
mongol	mõŋgol
mongola	mõŋgola
mongolia	mõŋgolja
mongolito	mõŋgolit̪o
mongoloide	mõŋgoloi̯ð̞e
mongua	mõŋgwa
monguí	mõŋgi
moniato	monjat̪o
monic	munik
monición	moniθjõn
monigote	moniɣ̞ot̪e
monillo	moniʝo
monito	monit̪o
monitor	monit̪oɾ
monitora	monit̪oɾa
monitoratge	monit̪uɾat̪ɣ̞e
monitoreada	monit̪oɾeað̞a
monitoreadas	monit̪oɾeað̞as
monitoreado	monit̪oɾeað̞o
monitoreados	monit̪oɾeað̞os
monitorear	monit̪oɾeaɾ
monitoreo	monit̪oɾeo
monitorio	monit̪oɾjo
monitorización	monit̪oɾiθaθjõn
monitorizada	monit̪oɾiθað̞a
monitorizadas	monit̪oɾiθað̞as
monitorizado	monit̪oɾiθað̞o
monitorizados	monit̪oɾiθað̞os
monitorizar	monit̪oɾiθaɾ
monja	mõŋxa
monjaraz	mõŋxaɾaθ
monje	mõŋxe
monjita	mõŋxit̪a
monjoia	monʒoja
monné	munne
mono	mono
monoacetina	monoaset̪ina
monoaducto	monoað̞uɣ̞t̪o
monoaleta	monualet̪a
monoaminooxidasa	monoaminooɣ̞sið̞asa
monoarticular	monoaɾt̪ikulaɾ
monoarticulares	monoaɾt̪ikulaɾes
monoartritis	monoaɾt̪ɾit̪is
monoatómico	monoat̪omiko
monoaural	monoau̯ɾal
monoaurales	monoau̯ɾales
monobloque	monoβ̞loke
monocarpo	monokaɾpo
monoceja	monoθexa
monocerote	monoθeɾot̪e
monocicle	monosikle
monociclo	monoθiklo
monociclos	monoθiklos
monocito	monoθit̪o
monoclamidi	monoklamizi
monoclonal	monoklonal
monocolor	monokoloɾ
monocolores	monokoloɾes
monocordi	monokˈorði
monocotiledoni	monokot̪ilad̪oni
monocotiledónea	monokot̪ileð̞onea
monocroma	monokɾoma
monocromas	monokɾomas
monocromo	monokɾomo
monocromos	monokɾomos
monocromática	monokɾomat̪ika
monocromáticas	monokɾomat̪ikas
monocromático	monokɾomat̪iko
monocromáticos	monokɾomat̪ikos
monocromía	monokɾomia
monocuerpo	monokweɾpo
monocular	monokulaɾ
monocultiu	monokultiu
monocélula	monoθelula
monocítica	monoθit̪ika
monocíticas	monoθit̪ikas
monocítico	monoθit̪iko
monocíticos	monoθit̪ikos
monodia	monoð̞ja
monoespecífico	monoespeθifiko
monofisisme	monofjkisme
monofisismo	monofisizmo
monofosfato	monofosfat̪o
monofónica	monofonika
monofónicas	monofonikas
monofónico	monofoniko
monofónicos	monofonikos
monogamia	monoɣ̞amja
monogenérica	monoxeneɾika
monogenéricas	monoxeneɾikas
monogenérico	monoxeneɾiko
monogenéricos	monoxeneɾikos
monoglicérido	monoɣ̞liθeɾið̞o
monografia	monografˈiɐ
monogástrico	monoɣ̞ast̪ɾiko
monohilera	monoi̯leɾa
monoico	monoi̯ko
monokini	monokini
monolingüe	monolĩŋgwe
monolingüismo	monolĩŋgwizmo
monologada	monoloɣ̞að̞a
monologadas	monoloɣ̞að̞as
monologado	monoloɣ̞að̞o
monologados	monoloɣ̞að̞os
monologamos	monoloɣ̞amos
monologando	monoloɣ̞ãn̪d̪o
monologante	monoloɣ̞ãn̪t̪e
monologar	monoloɣ̞aɾ
monomarca	monomaɾka
monomiari	monumiari
monomio	monomjo
monomios	monomjos
monomorfa	monomoɾfa
monomorfismo	monomoɾfizmo
monomorfo	monomoɾfo
monométrica	monomet̪ɾika
monométricas	monomet̪ɾikas
monométrico	monomet̪ɾiko
monométricos	monomet̪ɾikos
mononeural	mononeu̯ɾal
mononeuropatía	mononeu̯ɾopat̪ia
mononeuropatías	mononeu̯ɾopat̪ias
mononucleado	mononukleað̞o
mononuclear	mononukleaɾ
mononucleares	mononukleaɾes
mononucleosi	mononokleosi
mononucleosis	mononukleosis
monopatín	monopat̪ĩn
monoploide	monoplojð̞a
monopolar	monopolaɾ
monopoli	monopoli
monopolio	monopoljo
monopolista	monopolist̪a
monopolistas	monopolist̪as
monopolizada	monopoliθað̞a
monopolizadas	monopoliθað̞as
monopolizado	monopoliθað̞o
monopolizador	monopoliθað̞oɾ
monopolizadora	monopoliθað̞oɾa
monopolizados	monopoliθað̞os
monopolizamos	monopoliθamos
monopolizando	monopoliθãn̪d̪o
monopolizar	monopoliθaɾ
monopolo	monopolo
monoptongación	monoβ̞t̪õŋgaθjõn
monoptongo	monoβ̞t̪õŋgo
monopulso	monopulso
monopunto	monopũn̪t̪o
monopólico	monopoliko
monorrena	monorena
monorrenas	monorenas
monorreno	monoreno
monorrenos	monorenos
monos	monos
monosacárido	monosakaɾið̞o
monospermo	monospeɾmo
monoteisme	monoteizme
monotelisme	monot̪alisme
monoterapia	monot̪eɾapja
monoteístas	monot̪eist̪as
monotiro	monot̪iɾo
monotonía	monot̪onia
monotubo	monot̪uβ̞o
monotípia	monotipia
monotípic	monot̪ipik
monotípica	monot̪ipika
monotípicas	monot̪ipikas
monotípico	monot̪ipiko
monotípicos	monot̪ipikos
monotónico	monot̪oniko
monovalente	monoβ̞alẽn̪t̪e
monovalentes	monoβ̞alẽn̪t̪es
monreal	mõnreal
monrovia	mõnroβ̞ja
monroviana	mõnroβ̞jana
monroviano	mõnroβ̞jano
monroy	mõnroi̯
mons	mõns
monse	mõnse
monserga	mõnseɾɣ̞a
monstrua	mõnst̪ɾwa
monstruillo	mõnst̪ɾwiʝo
monstruo	mõnst̪ɾwo
monstruosidades	mõnst̪ɾwosið̞að̞es
monstruoso	mõnst̪ɾwoso
monsó	mõnso
mont	mon
mont-ral	mõn̪t̪ɾal
monta	mõn̪t̪a
montable	mõn̪t̪aβ̞le
montacargas	mõn̪t̪akaɾɣ̞as
montada	mõn̪t̪að̞a
montadas	mõn̪t̪að̞as
montadito	mõn̪t̪að̞it̪o
montado	mõn̪t̪að̞o
montadora	mõn̪t̪að̞oɾa
montados	mõn̪t̪að̞os
montagut	munt̪aɣ̞ut̪
montaje	mõn̪t̪axe
montajista	mõn̪t̪axist̪a
montalbán	mõn̪t̪alβ̞ãn
montamos	mõn̪t̪amos
montana	mõn̪t̪ana
montanas	mõn̪t̪anas
montando	mõn̪t̪ãn̪d̪o
montaner	munt̪aneɾ
montaner	mõn̪t̪aneɾ
montanesa	mõn̪t̪anesa
montanisme	munt̪anisme
montano	mõn̪t̪ano
montanos	mõn̪t̪anos
montanya	mwnt̪anʝa
montanés	mõn̪t̪anes
montar	mõn̪t̪aɾ
montara	mõn̪t̪aɾa
montaras	mõn̪t̪aɾas
montaraz	mõn̪t̪aɾaθ
montareis	mõn̪t̪aɾei̯s
montaremos	mõn̪t̪aɾemos
montares	mõn̪t̪aɾes
montarla	mõn̪t̪aɾla
montará	mõn̪t̪aɾa
montarás	mõn̪t̪aɾas
montaríamos	mõn̪t̪aɾiamos
montas	mõn̪t̪as
montaste	mõn̪t̪ast̪e
montazgo	mõn̪t̪aθ̬ɣ̞o
montaña	mõn̪t̪aɲa
montañita	mõn̪t̪aɲit̪a
montañosa	mõn̪t̪aɲosa
montañosas	mõn̪t̪aɲosas
montañoso	mõn̪t̪aɲoso
montañosos	mõn̪t̪aɲosos
montañés	mõn̪t̪aɲes
montcadenc	munt̪kað̞ẽn̟θ
monte	mõn̪t̪e
montealegre	mõn̪t̪ealeɣ̞ɾe
montecillo	mõn̪t̪eθiʝo
montecito	mõn̪t̪eθit̪o
montecristense	mõn̪t̪ekɾist̪ẽnse
montecristo	mõn̪t̪ekɾist̪o
montejo	mõn̪t̪exo
montellano	mõn̪t̪eʝano
montemayor	mõn̪t̪emaʝoɾ
montemolinista	mõn̪t̪amolinist̪a
montemos	mõn̪t̪emos
montenegrina	mõn̪t̪eneɣ̞ɾina
montenegrinas	mõn̪t̪eneɣ̞ɾinas
montenegrinos	mõn̪t̪eneɣ̞ɾinos
montenegro	mõn̪t̪eneɣ̞ɾo
montera	mõn̪t̪eɾa
montereña	mõn̪t̪eɾeɲa
montereñas	mõn̪t̪eɾeɲas
montereño	mõn̪t̪eɾeɲo
montereños	mõn̪t̪eɾeɲos
monterilla	mõn̪t̪eɾiʝa
montero	mõn̪t̪eɾo
monterrey	mõn̪t̪erei̯
monterrosa	mõn̪t̪erosa
monterroso	mõn̪t̪eroso
montes	mõn̪t̪es
montesino	mõn̪t̪esino
montesinos	mõn̪t̪esinos
montesquiu	mont̪eskiw
monteverde	mõn̪t̪eβ̞eɾð̞e
monteverdiano	mõn̪t̪eβ̞eɾð̞jano
montevideana	mõn̪t̪eβ̞ið̞eana
montevideanas	mõn̪t̪eβ̞ið̞eanas
montevideano	mõn̪t̪eβ̞ið̞eano
montevideanos	mõn̪t̪eβ̞ið̞eanos
montevideo	mõn̪t̪eβ̞ið̞eo
montferri	mõn̪t̪firi
montgat	monɣ̞at̪
montilla	mõn̪t̪iʝa
montillano	mõn̪t̪iʝano
montjuic	mõɲɟʝwik
montnerenc	mõn̪t̪naɾẽn̪ɣ̞
monto	mõn̪t̪o
montonazo	mõn̪t̪onaθo
montonazos	mõn̪t̪onaθos
montoncillo	mõn̪t̪õn̟θiʝo
montoncito	mõn̪t̪õn̟θit̪o
montonero	mõn̪t̪oneɾo
montones	mõn̪t̪ones
montoya	mõn̪t̪oʝa
montperdut	mˈonpeɾð̞ut̪
montreal	mõn̪t̪ɾeal
montrealés	mõn̪t̪ɾeales
montroig	monɾoiɣ̞
montserrat	mõn̪t̪serat̪
montserrater	mõn̪t̪serat̪e
montuoso	mõn̪t̪woso
montura	mõn̪t̪uɾa
montuvia	mõn̪t̪uβ̞ja
montáis	mõn̪t̪ai̯s
montáramos	mõn̪t̪aɾamos
montárselo	mõn̪t̪aɾselo
montés	mõn̪t̪es
montículo	mõn̪t̪ikulo
montón	mõn̪t̪õn
monumental	monumẽn̪t̪al
monumentalidad	monumẽn̪t̪alið̞að̞
monumentalisme	monomẽn̪t̪alisme
monumentalismo	monumẽn̪t̪alizmo
monumento	monumẽn̪t̪o
monzón	mõn̟θõn
monzónico	mõn̟θoniko
monárquica	monaɾkika
monárquicas	monaɾkikas
monárquico	monaɾkiko
monárquicos	monaɾkikos
moné	monˈɛt
monísimo	monisimo
monóculo	monokulo
monódico	monoð̞iko
monógamo	monoɣ̞amo
monólogo	monoloɣ̞o
monómetro	monomet̪ɾo
monómetros	monomet̪ɾos
monópode	monopoð̞e
monótona	monot̪ona
monótonas	monot̪onas
monótono	monot̪ono
monótonos	monot̪onos
moon	mon
mopeada	mopeað̞a
mopeadas	mopeað̞as
mopeado	mopeað̞o
mopeados	mopeað̞os
mopear	mopeaɾ
moqueada	mokeað̞a
moqueadas	mokeað̞as
moqueado	mokeað̞o
moqueados	mokeað̞os
moquear	mokeaɾ
moquegua	mokeɣ̞wa
moquen	mokan
moqueta	moket̪a
moquillo	mokiʝo
mor	mor
mor	moɾ
mora	mora
mora	moɾa
morabito	moɾaβ̞it̪o
morada	moɾað̞a
moradas	moɾað̞as
morades	mwɾað̞es
moradilla	moɾað̞iʝa
morado	moɾað̞o
moradora	moɾað̞oɾa
morados	moɾað̞os
morajú	moɾaxu
moral	moɾal
moraleja	moɾalexa
morales	moɾales
moralidad	moɾalið̞að̞
moralina	moɾalina
moralismo	moɾalizmo
moralista	moɾalist̪a
moralización	moɾaliθaθjõn
moralizada	moɾaliθað̞a
moralizadas	moɾaliθað̞as
moralizado	moɾaliθað̞o
moralizador	moɾaliθað̞oɾ
moralizados	moɾaliθað̞os
moralizante	moɾaliθãn̪t̪e
moralizar	moɾaliθaɾ
morals	moɾals
moramos	moɾamos
morando	moɾãn̪d̪o
moranovenc	moɾanoβ̞enk
morante	moɾãn̪t̪e
morapio	moɾapjo
morar	moɾaɾ
morara	moɾaɾa
moraras	moɾaɾas
morareis	moɾaɾei̯s
moraremos	moɾaɾemos
morares	moɾaɾes
morará	moɾaɾa
morarás	moɾaɾas
moraríamos	moɾaɾiamos
moras	moɾas
moraste	moɾast̪e
morato	moɾat̪o
moratorio	moɾat̪oɾjo
moratón	moɾat̪õn
morava	moɾaβ̞a
moravas	moɾaβ̞as
moravia	moɾaβ̞ja
moravo	moɾaβ̞o
moravos	moɾaβ̞os
morazo	moɾaθo
morazos	moɾaθos
morazán	moɾaθãn
morazánico	moɾaθaniko
morbidesa	moɾbjð̞esa
morbidez	moɾβ̞ið̞eθ
morbilidad	moɾβ̞ilið̞að̞
morbimortalidad	moɾβ̞imoɾt̪alið̞að̞
morbo	moɾβ̞o
morbosidad	moɾβ̞osið̞að̞
morboso	moɾβ̞oso
morcella	moɾθeʝa
morcilla	moɾθiʝa
morcillón	moɾθiʝõn
morcón	moɾkõn
mordaces	moɾð̞aθes
mordacidad	moɾð̞aθið̞að̞
mordacitat	moɾð̞aθit̪at̪
mordamos	moɾð̞amos
mordaz	moɾð̞aθ
mordaza	moɾð̞aθa
mordazmente	moɾð̞aθ̬mẽn̪t̪e
morder	moɾð̞eɾ
mordida	moɾð̞ið̞a
mordidas	moɾð̞ið̞as
mordidita	moɾð̞ið̞it̪a
mordido	moɾð̞ið̞o
mordidos	moɾð̞ið̞os
mordiscada	moɾð̞iskað̞a
mordiscadas	moɾð̞iskað̞as
mordiscado	moɾð̞iskað̞o
mordiscados	moɾð̞iskað̞os
mordiscamos	moɾð̞iskamos
mordiscando	moɾð̞iskãn̪d̪o
mordiscar	moɾð̞iskaɾ
mordisco	moɾð̞isko
mordiscón	moɾð̞iskõn
mordisqueada	moɾð̞iskeað̞a
mordisqueadas	moɾð̞iskeað̞as
mordisqueado	moɾð̞iskeað̞o
mordisqueados	moɾð̞iskeað̞os
mordisquear	moɾð̞iskeaɾ
mordisqueo	moɾð̞iskeo
mordisqueos	moɾð̞iskeos
mordisquito	moɾð̞iskit̪o
mordvino	moɾð̞β̞ino
more	moɾe
morelia	moɾelja
moreliana	moɾeljana
moreliano	moɾeljano
morell	moɾell
morella	moɾeʝa
morellana	moɾeʝana
morellenc	moɾellˈen
morelos	moɾelos
moremos	moɾemos
moren	morˈen
morena	moɾena
morenazi	moɾenaθi
morenca	muɾenka
moreneta	moɾẽnet̪a
morenista	moɾenist̪a
morenito	moɾenit̪o
moreno	moɾeno
morenot	moɾenot
morentiana	moɾẽn̪t̪jana
morentianas	moɾẽn̪t̪janas
morentiano	moɾẽn̪t̪jano
morentianos	moɾẽn̪t̪janos
mores	moɾes
morete	moɾet̪e
moretón	moɾet̪õn
moreu	mwɾeu
morfactina	moɾfekt̪ina
morfada	moɾfað̞a
morfadas	moɾfað̞as
morfado	moɾfað̞o
morfados	moɾfað̞os
morfar	moɾfaɾ
morfare	moɾfaɾe
morfea	moɾfea
morfea	mɔɾfea
morfema	moɾfema
morfemes	moɾfemes
morfeo	moɾfeo
morfina	moɾfina
morfinisme	mɔɾfĩŋisme
morfo	moɾfo
morfofonología	moɾfofonoloxia
morfogenética	moɾfoxenet̪ika
morfogenéticas	moɾfoxenet̪ikas
morfogenético	moɾfoxenet̪iko
morfogenéticos	moɾfoxenet̪ikos
morfogenía	moɾfoxenia
morfogénesis	moɾfoxenesis
morfogénica	moɾfoxenika
morfogénicas	moɾfoxenikas
morfogénico	moɾfoxeniko
morfogénicos	moɾfoxenikos
morfologia	muɾfoloɣ̞ja
morfología	moɾfoloxia
morfológica	moɾfoloxika
morfológicas	moɾfoloxikas
morfológico	moɾfoloxiko
morfológicos	moɾfoloxikos
morfometria	mˌoɾfometɾˈia
morfométrico	moɾfomet̪ɾiko
morgan	moɾɣ̞an
morganática	moɾɣ̞anat̪ika
morganáticas	moɾɣ̞anat̪ikas
morganático	moɾɣ̞anat̪iko
morganáticos	moɾɣ̞anat̪ikos
morgue	moɾɣ̞e
mori	mori
mori	moɾi
moria	moɾja
moribunda	moɾiβ̞ũn̪d̪a
moribundas	moɾiβ̞ũn̪d̪as
moribundo	moɾiβ̞ũn̪d̪o
moribundos	moɾiβ̞ũn̪d̪os
morichal	moɾitʃal
moridero	moɾið̞eɾo
morigerada	moɾixeɾað̞a
morigeradas	moɾixeɾað̞as
morigerado	moɾixeɾað̞o
morigerador	moɾixeɾað̞oɾ
morigerados	moɾixeɾað̞os
morigerar	moɾixeɾaɾ
morikawa	moɾikawa
morilla	moɾiʝa
morir	moɾiɾ
moriran	moɾiɾan
morirà	moɾiɾ
morisca	moɾiska
moriscas	moɾiskas
moriscassa	moɾiskas̺a
morisco	moɾisko
moriscos	moɾiskos
morisma	morisme
morita	moɾit̪a
morito	moɾit̪o
moriu	morjˈu
morlaco	moɾlako
morlans	mwɾlaŋs
mormolar	moɾmola
mormolejar	moɾmwl̪exaɾ
mormona	moɾmona
mormones	moɾmones
mormón	moɾmõn
moro	moɾo
moro	mɔro
morocha	moɾotʃa
morocho	moɾotʃo
moronga	moɾõŋga
moros	moɾos
moroso	moɾoso
moroveño	moɾoβ̞eɲo
morquenc	morken
morquera	mˌoɾkˈeɾˈa
morra	mora
morrada	morɾað̞a
morral	moral
morralejar	moɾɾalexa
morralet	morralet̪
morralles	morales
morreada	moreað̞a
morreadas	moreað̞as
morreado	moreað̞o
morreados	moreað̞os
morrear	moreaɾ
morrena	morɾena
morrenell	morẽn̪el
morrillo	moriʝo
morrita	morit̪a
morrito	morit̪o
morriña	moriɲa
morro	moro
morro	morro
morroa	moroa
morrocoy	morokoi̯
morros	moros
morrón	morõn
mors	mˈɔɾs
morsa	moɾsa
morsa	mɔrsa
morse	noɾse
mort	moɾt̪
mort	mɔɾt̪
morta	moɾt̪a
mortadela	moɾt̪að̞ela
mortadelo	moɾt̪að̞elo
mortaja	moɾt̪axa
mortal	moɾt̪al
mortaldat	moɾt̪aal̪d̪at̪
mortalidad	moɾt̪alið̞að̞
mortals	moɾt̪als
mortandad	moɾt̪ãn̪d̪að̞
mortasadora	moɾt̪esad̪oɾa
mortasatge	moɾt̪esat̪ɣ̞e
mortecino	moɾt̪eθino
morter	moɾt̪eɾ
morterada	moɾt̪eɾað̞a
morterazo	moɾt̪eɾaθo
morterazos	moɾt̪eɾaθos
mortero	moɾt̪eɾo
mortificación	moɾt̪ifikaθjõn
mortificada	moɾt̪ifikað̞a
mortificadas	moɾt̪ifikað̞as
mortificado	moɾt̪ifikað̞o
mortificados	moɾt̪ifikað̞os
mortificamos	moɾt̪ifikamos
mortificar	moɾt̪ifikaɾ
mortifico	moɾt̪ifiko
mortiguar	moɾt̪iɣ̞waɾ
morts	mõɾt̪s
mortuorio	moɾt̪woɾjo
mortífera	moɾt̪ifeɾa
mortíferas	moɾt̪ifeɾas
mortífero	moɾt̪ifeɾo
mortíferos	moɾt̪ifeɾos
morueco	moɾweko
morán	moɾãn
moráramos	moɾaɾamos
morás	moɾas
moré	moɾe
morí	moɾi
moríem	moɾiam
moríeu	moɾiãu
morírem	moɾiɾem
moríreu	moɾiɾeu
morís	moɾis
morón	moɾõn
mos	mos
mosa	mosa
mosaic	musaik
mosaica	mosai̯ka
mosaicas	mosai̯kas
mosaico	mosai̯ko
mosaicos	mosai̯kos
mosano	mosano
mosasaurio	mosasau̯ɾjo
mosasáurido	mosasau̯ɾið̞o
mosca	moska
moscada	moskað̞a
moscadas	moskað̞as
moscado	moskað̞o
moscados	moskað̞os
moscallejar	moskaʝexa
moscamos	moskamos
moscando	moskãn̪d̪o
moscar	moskaɾ
moscarda	moskaɾð̞a
moscardón	moskaɾð̞õn
moscoso	moskoso
moscovia	moskoβ̞ja
moscovio	moskoβ̞jo
moscovita	moskoβ̞it̪a
moscovitas	moskoβ̞it̪as
moscón	moskõn
moscú	mosku
mosela	mosela
moselano	moselano
mosel·la	mosella
mosetén	moset̪ẽn
mosque	moske
mosqueada	moskeað̞a
mosqueadas	moskeað̞as
mosqueado	moskeað̞o
mosqueados	moskeað̞os
mosqueamos	moskeamos
mosquear	moskeaɾ
mosquejar	moskexa
mosqueo	moskeo
mosquera	moskeɾa
mosquera	mˌoskeɾa
mosques	moskes
mosqueta	mosket̪a
mosquetero	mosket̪eɾo
mosquita	moskit̪a
mosquitam	muskjt̪am
mosquitero	moskit̪eɾo
mosquito	moskit̪o
mossa	mosa
mossarabisme	mosaɾaβ̞isme
mossega	molseɣ̞a
mossegaire	moseɣ̞ai̯ɾe
mosseguen	mwszeɣ̞uẽn̪
mossetana	moset̪ana
mossetà	moset̪
mossicot	muszjkot̪
mosso	moso
mostacho	most̪atʃo
mostacilla	most̪aθiʝa
mostajo	most̪axo
mostassa	bost̪assa
mostaza	most̪aθa
mostazal	most̪aθal
mostela	most̪ela
mostela	must̪ela
mosto	most̪o
mostra	most̪ɾa
mostra	moʃt̪ɾa
mostración	most̪ɾaθjõn
mostrada	most̪ɾað̞a
mostradas	most̪ɾað̞as
mostrado	most̪ɾað̞o
mostrador	most̪ɾað̞oɾ
mostradorcito	most̪ɾað̞oɾθit̪o
mostrados	most̪ɾað̞os
mostramos	most̪ɾamos
mostrando	most̪ɾãn̪d̪o
mostrar	most̪ɾaɾ
mostrara	most̪ɾaɾa
mostraras	most̪ɾaɾas
mostrareis	most̪ɾaɾei̯s
mostraremos	most̪ɾaɾemos
mostrares	most̪ɾaɾes
mostrará	most̪ɾaɾa
mostrarás	most̪ɾaɾas
mostraríamos	most̪ɾaɾiamos
mostraste	most̪ɾast̪e
mostratge	moʃt̪ɾat̪ɣ̞e
mostremos	most̪ɾemos
mostrenca	most̪ɾẽŋka
mostrencas	most̪ɾẽŋkas
mostrenco	most̪ɾẽŋko
mostrencos	most̪ɾẽŋkos
mostreo	most̪ɾeo
mostráramos	most̪ɾaɾamos
mot	mokt̪
mot	mot̪
mota	mot̪a
motas	mˈotas
motavita	mot̪aβ̞it̪a
mote	mot̪e
moteada	mot̪eað̞a
moteadas	mot̪eað̞as
moteado	mot̪eað̞o
moteados	mot̪eað̞os
motear	mot̪eaɾ
moteja	mot̪exa
motejada	mot̪exað̞a
motejadas	mot̪exað̞as
motejado	mot̪exað̞o
motejados	mot̪exað̞os
motejamos	mot̪examos
motejando	mot̪exãn̪d̪o
motejar	mot̪exaɾ
motejara	mot̪exaɾa
motejaras	mot̪exaɾas
motejareis	mot̪exaɾei̯s
motejaremos	mot̪exaɾemos
motejares	mot̪exaɾes
motejará	mot̪exaɾa
motejarás	mot̪exaɾas
motejaríamos	mot̪exaɾiamos
motejas	mot̪exas
motejaste	mot̪exast̪e
moteje	mot̪exe
motejemos	mot̪exemos
motejes	mot̪exes
motejo	mot̪exo
motejáramos	mot̪exaɾamos
motel	mot̪el
motel	mot̪l
motelo	mot̪elo
motera	mot̪eɾa
motero	mot̪eɾo
motilidad	mot̪ilið̞að̞
motillo	mot̪iʝo
motilona	mot̪ilona
motilón	mot̪ilõn
motito	mot̪it̪o
motiva	mot̪iβ̞a
motivable	mot̪iβ̞aβ̞le
motivacional	mot̪iβ̞aθjonal
motivació	mot̪iβ̞akio
motivación	mot̪iβ̞aθjõn
motivada	mot̪iβ̞að̞a
motivadas	mot̪iβ̞að̞as
motivado	mot̪iβ̞að̞o
motivador	mot̪iβ̞að̞oɾ
motivados	mot̪iβ̞að̞os
motivamos	mot̪iβ̞amos
motivando	mot̪iβ̞ãn̪d̪o
motivante	mot̪iβ̞ãn̪t̪e
motivantes	mot̪iβ̞ãn̪t̪es
motivar	mot̪iβ̞aɾ
motivara	mot̪iβ̞aɾa
motivaras	mot̪iβ̞aɾas
motivareis	mot̪iβ̞aɾei̯s
motivaremos	mot̪iβ̞aɾemos
motivares	mot̪iβ̞aɾes
motivará	mot̪iβ̞aɾa
motivarás	mot̪iβ̞aɾas
motivaríamos	mot̪iβ̞aɾiamos
motivas	mot̪iβ̞as
motivaste	mot̪iβ̞ast̪e
motive	mot̪iβ̞e
motivemos	mot̪iβ̞emos
motives	mot̪iβ̞es
motivo	mot̪iβ̞o
motivos	mot̪iβ̞os
motiváramos	mot̪iβ̞aɾamos
motllada	mut̪ʝað̞a
motllura	molˈʝuɾa
motlluratge	moʝwɾat̪ɣ̞e
moto	moto
moto	mot̪o
motoanivelladora	mot̪oãn̪jbeʝað̞oɾa
motocarro	mot̪okaro
motocarros	mot̪okaros
motocicleta	mot̪oθiklet̪a
motocicletas	mot̪oθiklet̪as
motociclismo	mot̪oθiklizmo
motociclismos	mot̪oθiklizmos
motociclista	mot̪oθiklist̪a
motociclistas	mot̪oθiklist̪as
motocrós	mot̪okɾos
motocultor	mot̪okuɫt̪oɾ
motonave	mot̪onaβ̞e
motonaves	mot̪onaβ̞es
motoneta	mot̪onet̪a
motoniveladora	mot̪oniβ̞elað̞oɾa
motoniveladoras	mot̪oniβ̞elað̞oɾas
motor	mot̪oɾ
motorcito	mot̪oɾθit̪o
motorista	mot̪oɾist̪a
motorización	mot̪oɾiθaθjõn
motorizada	mot̪oɾiθað̞a
motorizadas	mot̪oɾiθað̞as
motorizado	mot̪oɾiθað̞o
motorizados	mot̪oɾiθað̞os
motorizar	mot̪oɾiθaɾ
mototaxi	mot̪ot̪aɣ̞si
motovehículo	mot̪oβ̞eikulo
motoyoé	mot̪oʝoe
motrileño	mot̪ɾileɲo
motriz	mot̪ɾiθ
mots	mõt̪s
motín	mot̪ĩn
mou	mou̯
moulai	moulai
moure's	mauɾes
mouse	mau̯s
mousse	mus
mova	moβ̞a
movamos	moβ̞amos
movedizo	moβ̞eð̞iθo
movem	moβ̞em
movemos	moβ̞emos
mover	moβ̞eɾ
moveremos	moβ̞eɾemos
moverá	moβ̞eɾa
moverás	moβ̞eɾas
moveríamos	moβ̞eɾiamos
movible	moβ̞iβ̞le
movida	moβ̞ið̞a
movidas	moβ̞ið̞as
movido	moβ̞ið̞o
movidos	moβ̞ið̞os
movilidad	moβ̞ilið̞að̞
movilización	moβ̞iliθaθjõn
movilizada	moβ̞iliθað̞a
movilizadas	moβ̞iliθað̞as
movilizado	moβ̞iliθað̞o
movilizador	moβ̞iliθað̞oɾ
movilizados	moβ̞iliθað̞os
movilizar	moβ̞iliθaɾ
movimientista	moβ̞imjẽn̪t̪ist̪a
movimiento	moβ̞imjẽn̪t̪o
movíamos	moβ̞iamos
moxiteràpia	moɣ̞sjt̪eɾpia
moya	moʝa
moyano	moʝano
moyense	moʝẽnse
moyo	moʝo
moyobamba	moʝoβ̞ãmba
moyote	moʝot̪e
moza	moθa
mozambique	moθãmbike
mozart	moθaɾt̪
mozcorra	moθkora
mozo	moθo
mozos	moθos
mozárabe	moθaɾaβ̞e
moái	moai̯
moçambic	mˌoˌsˈambik
moísmo	moizmo
moña	moɲa
moño	moɲo
mu	mu
muaré	mwaɾe
mucama	mukama
muceta	muθet̪a
mucha	mutʃa
muchacha	mutʃatʃa
muchachillo	mutʃatʃiʝo
muchachita	mutʃatʃit̪a
muchachito	mutʃatʃit̪o
muchacho	mutʃatʃo
muchachote	mutʃatʃot̪e
muchachotes	mutʃatʃot̪es
muchachuela	mutʃatʃwela
muchachuelo	mutʃatʃwelo
muchachón	mutʃatʃõn
muchas	mutʃas
muchedumbre	mutʃeð̞ũmbɾe
muchiguar	mutʃiɣ̞waɾ
mucho	mutʃo
muchocientos	mutʃoθjẽn̪t̪os
muchos	mutʃos
muchísima	mutʃisima
muchísimas	mutʃisimas
muchísimo	mutʃisimo
muchísimos	mutʃisimos
mucilaginoso	muθilaxinoso
mucinoso	muθinoso
mucociliar	mukoθiljaɾ
