a	aː
nhad	n̥aːd
nhadau	n̥adai̯
nhadau	n̥adɛ
nhadau	n̥aːdai̯
nhadau	n̥aːdɛ
nhafarn	n̥avarn
nhafarn	n̥aːvarn
nhafarnwraig	n̥avarnwrai̯ɡ
nhafarnwraig	n̥aːvarnwrai̯ɡ
nhafod	n̥avɔd
nhafod	n̥aːvɔd
nhafodau	n̥avɔdai̯
nhafodau	n̥avɔdɛ
nhaid	n̥ai̯d
nhain	n̥ai̯n
nhair	n̥ai̯r
nhaith	n̥ai̯θ
nhalcen	n̥alkɛn
nhalent	n̥alɛnt
nhalent	n̥aːlɛnt
nhaliadau	n̥aljadai̯
nhaliadau	n̥aljadɛ
nhaliadau	n̥aljaːdai̯
nhaliadau	n̥aljaːdɛ
nhalu	n̥ali
nhalu	n̥aːli
nharian	n̥arjan
nharianau	n̥arjanai̯
nharianau	n̥arjanɛ
nharianau	n̥arjaːnai̯
nharianau	n̥arjaːnɛ
nharth	n̥arθ
nharw	n̥aru
nharw	n̥aːru
nhatws	n̥atʊs
nhe	n̥eː
nheclyn	n̥ɛklɪn
nhegan	n̥eːɡan
nhegan	n̥ɛɡan
nhegell	n̥ɛɡɛɬ
nheigr	n̥ei̯ɡr
nheigrod	n̥ei̯ɡrɔd
nheimlad	n̥ei̯mlad
nheimlad	n̥ɪmlad
nheimlad	n̥ʊmlad
nheimlo	n̥ei̯mlɔ
nheimlo	n̥ɪmlɔ
nheimlo	n̥ʊmlɔ
nheirw	n̥ei̯ru
nheisen	n̥ei̯sɛn
nheisen	n̥ei̯ʃɛn
nheisen	n̥iːʃɛn
nheledu	n̥ɛleːdi
nheledu	n̥ɛlɛdi
nhelyn	n̥eːlɪn
nhelyn	n̥ɛlɪn
nhelynau	n̥ɛlənai̯
nhelynau	n̥ɛlənɛ
nhelynor	n̥ɛlənɔr
nhelynores	n̥ɛlənoːrɛs
nhelynores	n̥ɛlənɔrɛs
nheulu	n̥ei̯li
nheulu	n̥iːli
nhew	n̥ɛu̯
nhewed	n̥ɛu̯ɛd
nhewi	n̥ɛu̯i
nheyrn	n̥ei̯rn
nheyrnaddoliant	n̥ei̯rnaðɔljant
nheyrnas	n̥ei̯rnas
nhi	n̥iː
nhipyn	n̥ɪpɪn
nhitw	n̥ɪtu
nhlodion	n̥lɔdjɔn
nhocyn	n̥ɔkɪn
nhorri	n̥ɔri
nhost	dɔst
nhraed	n̥rai̯d
nhraed	n̥raːd
nhraeth	n̥rai̯θ
nhraeth	n̥raːθ
nhre	n̥reː
nhrefydd	n̥reːvɪð
nhrefydd	n̥rɛvɪð
nhreiglad	n̥rei̯ɡlad
nhreiglo	n̥rei̯ɡlɔ
nhreisiwr	n̥rei̯sjʊr
nhreisiwr	n̥rei̯ʃʊr
nhri	n̥riː
nhriongl	n̥riːɔŋl
nhro	n̥roː
nhroed	n̥roːd
nhroed	n̥rɔi̯d
nhrwydded	n̥rʊi̯ðɛd
nhrwyddedau	n̥rʊi̯ðeːdai̯
nhrwyddedau	n̥rʊi̯ðeːdɛ
nhrwyddedau	n̥rʊi̯ðɛdai̯
nhrwyddedau	n̥rʊi̯ðɛdɛ
nhrwyn	n̥rʊi̯n
nhrydanwr	n̥rədanʊr
nhrydanwr	n̥rədaːnʊr
nhrydanwyr	n̥rədanwɪr
nhu	n̥iː
nhudalen	n̥ɪdalɛn
nhudalen	n̥ɪdaːlɛn
nhwll	n̥ʊɬ
nhwrci	n̥ʊrki
nhwthau	nuːθɛ
nhwthau	nʊθɛ
nhwthau	n̥uːθai̯
nhwthau	n̥ʊθai̯
nhwymyn	n̥ʊi̯mɪn
nhybaco	n̥əbakɔ
nhyn	n̥ɪn
nhyrrau	n̥ərai̯
nhyrrau	n̥ərɛ
nhywyll	n̥əu̯ɪɬ
nhywyll	n̥əʊi̯ɬ
nhâl	n̥aːl
nhân	n̥aːn
nhîm	n̥iːm
nhŵr	n̥uːr
nhŷ	n̥iː
ni	niː
nial	niːal
nianc	niːaŋk
nicel	nɪkɛl
nico	nɪkɔ
nicotin	nɪkɔtiːn
nicotin	nɪkɔtɪn
nicotîn	nɪkɔtiːn
nid	nɪd
nifer	nɪvɛr
nifwl	niːvʊl
nifwl	nɪvʊl
nigar	nɪɡar
nigid	niːɡɪd
nigid	nɪɡɪd
nigidau	nɪɡiːdɛ
nigidau	nɪɡɪdai̯
nigidau	nɪɡɪdɛ
nigon	niːɡɔn
nigon	nɪɡɔn
nigwyddiad	nɪɡʊi̯ðjad
nihoniwm	nɪhɔnjʊm
nilledyn	nɪɬeːdɪn
nilledyn	nɪɬɛdɪn
nilyn	niːlɪn
nilyn	nɪlɪn
ninnau	nɪnai̯
ninnau	nɪnɛ
niobiwm	niɔbjʊm
niobiwm	njɔbjʊm
niod	niːɔd
nis	niːs
nisgwyl	nɪsɡʊi̯l
nisgwyl	nɪʃɡʊi̯l
nisgyn	nɪsɡɪn
nisgyn	nɪʃɡɪn
nisgynebau	nɪsɡəneːbai̯
nisgynebau	nɪsɡəneːbɛ
nisgynneb	nɪsɡənɛb
nithio	nɪθjɔ
nitrad	nɪtrad
nitradu	nɪtraːdi
nitrogen	nɪtrɔɡɛn
niwclear	nɪu̯klɛar
niwed	nɪu̯ɛd
niweidio	nɪu̯ei̯djɔ
niweidiol	nɪu̯ei̯djɔl
niwl	nɪu̯l
niwlen	nɪu̯lɛn
niwliog	nɪu̯ljɔɡ
niwlog	nɪu̯lɔɡ
nobeliwm	nɔbɛljʊm
nod	noːd
nodau	noːdai̯
nodau	noːdɛ
nodau	nɔdai̯
nodau	nɔdɛ
noddfa	nɔðva
noddi	noːði
noddi	nɔði
noddwr	noːðʊr
noddwr	nɔðʊr
nodedig	nɔdeːdɪɡ
nodedig	nɔdɛdɪɡ
nodedigrwydd	nɔdɛdɪɡrʊi̯ð
nodi	noːdi
nodi	nɔdi
nodrefn	nɔdrɛvn
nodwydd	nɔdwɪð
nodwydd	nɔdʊi̯ð
nodyn	noːdɪn
noeth	nɔi̯θ
noethni	nɔi̯θni
nofel	noːvɛl
nofel	nɔvɛl
nofio	nɔvjɔ
nofiwr	nɔvjʊr
nofwraig	nɔvwrai̯ɡ
nofwyr	nɔvwɪr
noli	nɔli
nolis	nɔliz
nos	noːs
nosbarth	nɔsbarθ
nosbarthau	nɔsbarθai̯
nosbarthau	nɔsbarθɛ
nosloyw	noːslɔi̯u
noson	nɔsɔn
noswaith	nɔswai̯θ
noswaith	nɔswɛθ
not	nɔt
nraenog	nrai̯nɔɡ
nraig	nrai̯ɡ
nrama	nrama
nrama	nraːma
nrwm	nrʊm
nudd	niːð
nudden	niːðɛn
nudden	nɪðɛn
nwfr	nʊvr
nwy	nʊi̯
nwydd	nʊɨ̯ð
nwyddau	nʊɨ̯ðai̯
nwyddau	nʊɨ̯ðɛ
nwyf	nʊi̯v
nwyflwydd	nəvlʊi̯ð
nwyflwydd	nʊi̯vlʊi̯ð
nwylo	niːlɔ
nwylo	nʊi̯lɔ
nwyon	nʊi̯ɔn
nwyrain	nʊi̯rain
nwyrain	nʊi̯rɛn
nydd	niːð
nydden	nəðɛn
nyddu	nəði
nyflwydd	nəvlʊi̯ð
nyfrgi	nəvrɡi
nymff	nɪmf
nynes	nənɛs
nynoliaeth	nənɔljai̯θ
nynoliaeth	nənɔljɛθ
nyrs	nərs
nyrsio	nərsjɔ
nyrsio	nərʃɔ
nyrsys	nərsɪz
nysgu	nəsɡi
nyth	niːθ
nythfa	nəθva
nythfeydd	nəθvei̯ð
nythu	nəθi
nâd	naːd
nôl	noːl
o	oː
o	ɔ
o'ch	ɔχ
obennydd	ɔbɛnɪð
obeutu	ɔbei̯ti
oblegid	ɔbleːɡɪd
oblegid	ɔblɛɡɪd
oce	ɔkɛ
ocr	ɔkr
ocsid	ɔksɪd
ocsidaidd	oksɪdai̯ð
ocsidiad	oksɪdjad
ocsidydd	ɔksiːdɪð
ocsidydd	ɔksɪdɪð
ocsigenu	ɔksɪɡeːni
ocsigenu	ɔksɪɡɛni
ocsiwn	ɔkʃʊn
ocsiynau	ɔkʃənai̯
ocsiynau	ɔkʃənɛ
ocê	ɔkeː
od	ɔd
oddeutu	ɔðei̯ti
oddf	ɔðv
oddi	ɔði
odi	oːdi
odi	ɔdi
odl	ɔdl
odrif	ɔdriːv
oed	oːd
oed	ɔi̯d
oedd	oːð
oedd	ɔi̯ð
oedi	ɔi̯di
oedolion	ɔi̯dɔljɔn
oedolyn	ɔi̯doːlɪn
oedolyn	ɔi̯dɔlɪn
oen	oːn
oen	ɔi̯n
oer	oːr
oer	ɔi̯r
oerach	ɔi̯raχ
oerfel	ɔi̯rvɛl
oeri	ɔi̯ri
oes	oːs
oes	weːs
oes	ɔi̯s
oesfyr	ɔɪsvɪr
ofalus	ɔvalɪs
ofalus	ɔvaːlɪs
ofer	oːvɛr
ofer	ɔvɛr
oferedd	ɔveːrɛð
oferedd	ɔvɛrɛð
ofergoel	ɔvɛrɡɔi̯l
offeiriad	ɔfei̯rjad
offer	oːfɛr
offer	ɔfɛr
offeren	ɔfeːrɛn
offeren	ɔfɛrɛn
offerennau	ɔfɛrɛnai̯
offerennau	ɔfɛrɛnɛ
offeryn	ɔfeːrɪn
offeryn	ɔfɛrɪn
offerynnau	ɔfɛrənai̯
offerynnau	ɔfɛrənɛ
offrwm	ɔfrʊm
offrymiad	ɔfrəmjad
offrymu	ɔfrəmɪ
offrymwr	ɔfrəmʊr
offrymydd	ɔfrəmɪð
ofn	oːvan
ofn	oːvɔn
ofn	ɔvan
ofn	ɔvn
ofn	ɔvɔn
ofnadwy	ɔvnadu
ofnadwy	ɔvnadʊi̯
ofnadwy	ɔvnaːdu
ofnadwy	ɔvnaːdʊi̯
ofni	ɔvni
ofyn	oːvɪn
ofyn	ɔvɪn
oganeson	ɔɡanɛsɔn
ogledd	ɔɡlɛð
ogof	oːɡɔv
ogof	ɔɡɔv
ogystal	ɔɡəsdal
ogystal	ɔɡəstal
oherwydd	ɔheːrʊi̯ð
oherwydd	ɔhɛrwɪð
oherwydd	ɔhɛrʊi̯ð
ohirio	ɔhɪrjɔ
ohonoch	ɔhɔnɔχ
ohonon	ɔhɔnɔn
ohonyn	ɔhɔnɨn
olaf	oːla
olaf	oːlav
olaf	ɔla
olaf	ɔlav
olau	oːlai̯
olau	oːlɛ
olau	ɔlai̯
olau	ɔlɛ
olchi	ɔlχi
olddodiad	oːlðɔdjad
oleuadau	ɔlei̯adai̯
oleuadau	ɔlei̯adɛ
oleuadau	ɔlei̯aːdai̯
oleuadau	ɔlei̯aːdɛ
oleuadau	ɔliadɛ
oleuadau	ɔliaːdɛ
oleuadau	ɔljadɛ
oleuadau	ɔljaːdɛ
olew	ɔlɛu̯
olewydd	ɔlɛu̯ɪð
olewydden	ɔlɛu̯əðɛn
olif	ɔlɪv
olifau	ɔliːvai̯
olifau	ɔliːvɛ
olifau	ɔlɪvai̯
olifau	ɔlɪvɛ
olifs	ɔlɪvz
olwg	oːlʊɡ
olwg	ɔlʊɡ
olwyn	oːlʊi̯n
olwyn	ɔlwɪn
olwyn	ɔlʊi̯n
olygfa	ɔləɡva
olygfeydd	ɔləɡvei̯ð
olygu	ɔləɡi
olygus	ɔləɡɪs
olynu	ɔləni
ombwdsmon	ɔmbʊdsmɔn
omled	ɔmlɛd
ongl	ɔŋl
onglydd	ɔŋlɪð
oni	ɔni
onid	ɔnɪd
onn	ɔn
onnen	ɔnɛn
opteg	ɔptɛɡ
optegol	ɔpteːɡɔl
optegol	ɔptɛɡɔl
optegwr	ɔpteːɡʊr
optegwr	ɔptɛɡʊr
optegydd	ɔpteːɡɪð
optegydd	ɔptɛɡɪð
oren	oːrɛn
oren	ɔrɛn
organig	ɔrɡanɪɡ
organig	ɔrɡaːnɪɡ
oriau	ɔrjai̯
oriau	ɔrjɛ
oriawr	ɔrjau̯r
oriel	ɔrjɛl
origami	ɔrɪɡami
origami	ɔrɪɡaːmi
orllewin	ɔrɬɛu̯ɪn
ormod	ɔrmɔd
orsaf	ɔrsav
orwedd	ɔrwɛð
os	ɔs
osgiliad	ɔsɡɪljad
osgiliadu	ɔsɡɪlaːdi
osgiliadu	ɔsɡɪljaːdi
osgiliadur	ɔsɡɪljaːdʊr
osgled	ɔsɡlɛd
osgoi	ɔsɡɔi̯
osmiwm	ɔzmjʊm
osod	ɔsɔd
ots	ɔts
p'nawn	pnau̯n
p'un	piːn
pa	paː
pab	paːb
pabell	pabɛɬ
pabell	paːbɛɬ
pabi	paːbi
pabydd	pabɪð
pabydd	paːbɪð
pabyddiaeth	pabəðjai̯θ
pabyddiaeth	pabəðjɛθ
pabyddion	pabəðjɔn
pabyddol	pabəðɔl
pabïau	pabiːai̯
pabïau	pabiːɛ
pac	pak
pacio	pakjɔ
paciodd	pakjɔð
paciwch	pakjʊχ
padell	padɛɬ
padell	paːdɛɬ
pader	paːdɛr
paent	pai̯nt
paentiad	pei̯ntjad
paentiau	pei̯ntjai̯
paentiau	pei̯ntjɛ
paentio	pei̯ntjɔ
paffio	pafjɔ
paffiwr	pafjʊr
paffwyr	pafwɪr
pafin	pavɪn
pafin	paːvɪn
pafán	pavan
paganiaeth	paɡanjai̯θ
paham	paham
paid	pai̯d
paill	pai̯ɬ
pair	pai̯r
paith	pai̯θ
pajamas	pad͡ʒamaz
paladiwm	paladjʊm
palf	palv
palimpsest	palɪmpsɛsd
pall	paɬ
pallu	paɬi
palmant	palmant
palu	paːli
pam	pam
pan	pan
panasen	panasɛn
pandai	pandai̯
pandemig	pandɛmɪɡ
pandemigau	pandɛmiːɡai̯
pandemigau	pandɛmiːɡɛ
pandemigau	pandɛmɪɡai̯
pandemigau	pandɛmɪɡɛ
pandy	pandi
paned	paːnɛd
paneidiau	panei̯djai̯
paneidiau	panei̯djɛ
pannas	panas
pannog	panɔɡ
panog	paːnɔɡ
pant	pant
pantomeim	pantɔmei̯m
papaia	papai̯a
papur	papɪr
papws	papʊs
para	paːra
paradwys	paradʊi̯s
paradwys	paraːdʊi̯s
parafeddyg	paraveːðɪɡ
parafeddyg	paravɛðɪɡ
paramaethu	paramei̯θi
paratoi	paratɔi̯
paratôdd	paratoːð
parc	park
parch	parχ
parchedig	parχeːdɪɡ
parchedig	parχɛdɪɡ
parchu	parχi
parchus	parχɪs
parcio	parkjɔ
parcio	parkɔ
parddu	parði
pardduo	parðiːɔ
parhad	par̥aːd
parhaol	parhau̯ɔl
parhau	parhai̯
parod	parɔd
parod	paːrɔd
parot	parɔt
parot	paːrɔt
parotach	parɔtaχ
paroted	parɔtɛd
parth	parθ
parthau	parθai̯
parthau	parθɛ
parti	parti
partner	partnar
partner	partnɛr
partïon	partiːɔn
pasbort	pasbɔrt
pasiaf	pasja
pasiaf	pasjav
pasiaf	paʃa
pasiaf	paʃav
pasio	pasjɔ
pasio	paʃɔ
pasta	pasda
pastai	pasdai̯
pasteiod	pasdei̯ɔd
pastwn	pastʊn
pathew	paθɛu̯
pathewod	paθɛu̯ɔd
patrwm	patrʊm
patrwm	patrʊn
pau	pai̯
paun	pai̯n
pawb	pau̯b
pawr	pau̯r
pe	peː
pe	pɛ
pechadur	pɛχadɪr
pechadur	pɛχaːdɪr
pechod	peːχɔd
pechod	pɛχɔd
pechu	peːχi
pechu	pɛχi
pecyn	pɛkɪn
pedair	peːdai̯r
pedair	peːdɛr
pedair	pɛdai̯r
pedair	pɛdɛr
pedol	peːdɔl
pedol	pɛdɔl
pedolau	pɛdoːlai̯
pedolau	pɛdoːlɛ
pedolau	pɛdɔlai̯
pedolau	pɛdɔlɛ
pedoli	pɛdoːli
pedoli	pɛdɔli
pedolwr	pɛdoːlʊr
pedolwr	pɛdɔlʊr
pedolwyr	pɛdɔlwɪr
pedrannu	pɛdrani
pedrongl	pɛdrɔŋl
pedronglau	pɛdrɔŋlai̯
pedronglau	pɛdrɔŋlɛ
pedrsill	pɛdrsɪɬ
pedryn	pɛdrɪn
pedwar	pɛdwar
pedwarawd	pɛdwaːrau̯d
pedwaredd	pɛdwarɛð
pedwaredd	pɛdwaːrɛð
pedwerydd	pɛdweːrɪð
pedwerydd	pɛdwɛrɪð
pefrwydd	pɛvrwɪð
pefrwydd	pɛvrʊi̯ð
pegwn	peːɡʊn
pegwn	pɛɡʊn
pei	pei̯
peidio	pei̯djɔ
peidio	pei̯dɔ
peidio	piːdɔ
peint	pei̯nt
peintiau	pei̯ntjai̯
peintiau	pei̯ntjɛ
peintio	pei̯ntjɔ
peintiwr	pei̯ntjʊr
peintwyr	pei̯ntwɪr
peipen	pei̯pɛn
peiriannau	pei̯rjanai̯
peiriannau	pei̯rjanɛ
peirianneg	pei̯rjanɛɡ
peiriannol	pei̯rjanɔl
peiriannwr	pei̯rjanʊr
peiriannwyr	pei̯rjanwɪr
peiriannydd	pei̯rjanɪð
peiriant	pei̯rjant
peirianwaith	pei̯rjanwai̯θ
peirianwaith	pei̯rjanwɛθ
peis	peiz
peithiau	pei̯θjai̯
peithiau	pei̯θjɛ
pelanllys	pɛlanɬɪs
pelenllys	pɛlɛnɬɪs
pell	peːɬ
pell	pɛɬ
pellach	pɛɬaχ
pellter	pɛɬdɛr
pellweledydd	pɛɬwɛleːdɪð
pellweledydd	pɛɬwɛlɛdɪð
pelydrau	pɛlədrai̯
pelydrau	pɛlədrɛ
pen	pɛn
penbleth	pɛmblɛθ
penblethau	pɛmblɛθai̯
penblethau	pɛmblɛθɛ
pencampwr	pɛŋkampʊr
pencampwriaeth	pɛŋkampʊrjai̯θ
pencampwriaeth	pɛŋkampʊrjɛθ
pencampwriaethau	pɛŋkampʊrjei̯θai̯
pencampwriaethau	pɛŋkampʊrjei̯θɛ
pencampwyr	pɛŋkampwɪr
pencnaw	pɜŋknau̯
pendant	pɛndant
penddu	pɛnði
penderfyniad	pɛndɛrvənjad
penderfyniaeth	pɛndɛrvənjai̯θ
penderfyniaeth	pɛndɛrvənjɛθ
penderfynol	pɛndɛrvənɔl
penderfynu	pɛndɛrvəni
penderfynwch	pɛndɛrvənʊχ
pendew	pɛndɛu̯
pendolcio	pɛndɔlkjɔ
pendoncio	pɛndɔŋkjɔ
pendonciwr	pɛndɔŋkjʊr
pendrist	pɛndrɪsd
pendro	pɛndro
pendrwm	pɛndrʊm
penelin	pɛneːlɪn
penelin	pɛnɛlɪn
penfelen	penveːlɛn
penfelen	penvɛlɛn
penfelyn	pɛnveːlɪn
penfelyn	pɛnvɛlɪn
penfras	pɛnvras
penglog	pɛŋɡlɔɡ
pengwin	pɛŋɡwɪn
pengwiniaid	pɛŋɡwɪnjai̯d
pengwiniaid	pɛŋɡwɪnjɛd
peniad	pɛnjad
peniadau	pɛnjadai̯
peniadau	pɛnjadɛ
peniadau	pɛnjaːdai̯
peniadau	pɛnjaːdɛ
penillion	pɛnɪɬjɔn
penisel	pɛniːsɛl
penisel	pɛnɪsɛl
pennaeth	pɛnai̯θ
pennau	pɛnai̯
pennau	pɛnɛ
pennill	pɛnɪɬ
pennod	pɛnɔd
pennog	pɛnɔɡ
pennyg	pɛnɪɡ
penodol	pɛnoːdɔl
penodol	pɛnɔdɔl
pensaer	pɛnsai̯r
pensaernïaeth	pɛnsai̯rniːai̯θ
pensaernïaeth	pɛnsɛrniːɛθ
penseiri	pɛnsei̯ri
penseren	pɛnseːrɛn
penseren	pɛnsɛrɛn
pensil	pɛnsɪl
pensiliau	pɛnsɪljai̯
pensiliau	pɛnsɪljɛ
pensiwn	pɛnʃʊn
pensiynwr	pɛnʃənʊr
pentis	pɛntɪs
pentref	pɛntrɛ
pentref	pɛntrɛv
pentwr	pɛntʊr
pentyrru	pɛntəri
penwag	pɛnwaɡ
perchen	pɛrχɛn
perchennog	pɛrχɛnɔɡ
perchentyaeth	pɛrχɛntiːai̯θ
perchentyaeth	pɛrχɛntiːɛθ
perchentyol	pɛrχɛntiːɔl
perchyll	pɛrχɪɬ
peren	peːrɛn
peren	pɛrɛn
perfedd	pɛrvɛð
perfeddion	pɛrvɛðjɔn
perfieri	pɛrvieːri
perfieri	pɛrviɛri
perfieri	pɛrvjeːri
perfieri	pɛrvjɛri
perihelion	pɛrɪhɛljɔn
perl	pɛrl
perlau	pɛrlai̯
perlau	pɛrlɛ
perllan	pɛrɬan
permanganad	pɛrmaŋɡanad
permanganad	pɛrmaŋɡaːnad
perocsid	pɛrɔksɪd
perseiniol	pɛrsei̯njɔl
persli	pɛrsli
person	pɛrsɔn
personél	pɛrsɔnɛl
pert	pɛrt
perth	pɛrθ
perthi	pɛrθi
perthnasau	pɛrθnasai̯
perthnasau	pɛrθnasɛ
perthyn	pɛrθɪn
perthynas	pɛrθənas
pery	peːri
pery	pɛri
perygl	pɛrɨɡl̩
perygl	pɛrɨɡɨl
peryglus	pɛrəɡlɪs
pesto	pɛsdɔ
peswch	pɛsʊχ
pesychu	pɛsəχi
peth	peːθ
pethach	peːθaχ
pethach	pɛθaχ
pethau	peːθai̯
pethau	peːθɛ
pethau	pɛθai̯
pethau	pɛθɛ
petris	pɛtrɪs
petroliwm	pɛtrɔljʊm
petruso	pɛtrɪsɔ
petryal	pɛtriːal
petryalau	pɛtrialai̯
petryalau	pɛtrialɛ
petryalau	pɛtriaːlai̯
petryalau	pɛtriaːlɛ
peunaidd	peɨ̯nai̯ð
peunaidd	peɨ̯nɛð
peunes	pei̯nɛs
peunesau	peɨ̯nɛsai̯
peunesau	peɨ̯nɛsɛ
peunod	pei̯nɔd
peunydd	pei̯nɪð
peutu	pei̯ti
phabell	fabɛɬ
phabell	faːbɛɬ
phac	fak
phacio	fakjɔ
phaciodd	fakjɔð
phaentiad	fei̯ntjad
phaith	fai̯θ
phan	fan
phaned	fanɛd
phaned	faːnɛd
phant	fant
phapur	fapɪr
phara	fara
pharatoi	faratɔi̯
pharatôdd	faratoːð
pharc	fark
pharcio	farkjɔ
pharcio	farkɔ
pharhau	farhai̯
pharod	farɔd
pharod	faːrɔd
pharotach	farɔtaχ
pharoted	farɔtɛd
pharti	farti
phartner	fartnar
phartner	fartnɛr
phartïon	fartiːɔn
phasbort	fasbɔrt
phasta	fasda
phastai	fasdai̯
phawb	fau̯b
phecyn	fɛkɪn
phedair	feːdai̯r
phedair	feːdɛr
phedair	fɛdai̯r
phedair	fɛdɛr
phedol	feːdɔl
phedol	fɛdɔl
phedrannu	fɛdrani
phedwar	fɛdwar
phei	fei
pheidio	feidjɔ
pheidio	feidɔ
pheidio	fiːdɔ
pheint	fei̯nt
pheiriannwr	fei̯rjanʊr
pheiriannwyr	fei̯rjanwɪr
pheiriannydd	fei̯rjanɪð
pheis	feiz
phen	fɛn
phencampwr	fɛŋkampʊr
phencampwriaeth	fɛŋkampʊrjai̯θ
phencampwriaeth	fɛŋkampʊrjɛθ
phencampwriaethau	fɛŋkampʊrjei̯θai̯
phencampwriaethau	fɛŋkampʊrjei̯θɛ
phencampwyr	fɛŋkampwɪr
phenderfynu	fɛndɛrvəni
phenglog	fɛŋɡlɔɡ
phengwin	fɛŋɡwɪn
phengwiniaid	fɛŋɡwɪnjai̯d
phengwiniaid	fɛŋɡwɪnjɛd
pherl	fɛrl
pherlau	fɛrlai̯
pherlau	fɛrlɛ
pherth	fɛrθ
pherthnasau	fɛrθnasai̯
pherthnasau	fɛrθnasɛ
pherthynas	fɛrθənas
pheswch	fɛsʊχ
pheth	feːθ
phethau	feːθai̯
phethau	feːθɛ
phethau	fɛθai̯
phethau	fɛθɛ
phetroliwm	fɛtrɔljʊm
phib	fiːb
phibau	fiːbai̯
phibau	fiːbɛ
phibau	fɪbai̯
phibau	fɪbɛ
phibgorn	fɪbɡɔrn
phig	fiːɡ
phigau	fiːɡai̯
phigau	fiːɡɛ
phigau	fɪɡai̯
phigau	fɪɡɛ
phigddu	fɪɡði
phigfelyn	fɪɡveːlɪn
phigfelyn	fɪɡvɛlɪn
phigwrn	fiːɡʊrn
phigwrn	fɪɡʊrn
phigyn	fiːɡɪn
phigyn	fɪɡɪn
phigynnau	fɪɡənai̯
phigynnau	fɪɡənɛ
phila	fiːla
phila	fɪla
philaon	fɪlaːɔn
phinc	fɪŋk
phincod	fɪŋkɔd
phiwi	fɪu̯i
phiws	fɪu̯s
phiwïaid	fɪu̯iːai̯d
phiwïaid	fɪu̯iːɛd
phladur	flaːdɨɪr
phlu	fliː
phlwm	flʊm
phlymio	fləmjɔ
phobl	foːbɔl
phobl	fɔbl
phobl	fɔbɔl
phobloedd	fɔblɔi̯ð
phoeni	fɔi̯ni
phoeth	foːθ
phoeth	fɔi̯θ
phoethach	fɔi̯θaχ
phont	fɔnt
phoptai	fɔptai̯
phopty	fɔpti
photel	fɔtal
photel	fɔtɛl
phrif	friːv
phrifddinas	friːvðiːnas
phrifddinas	friːvðɪnas
phrifddinas	frɪvðiːnas
phrifddinas	frɪvðɪnas
phriodas	frjoːdas
phriodas	frjɔdas
phriodas	frɪoːdas
phriodas	frɪɔdas
phriodi	friɔdi
phris	friːs
phris	friːʃ
phroblem	frɔblɛm
phroblemau	frɔbleːmai̯
phroblemau	frɔbleːmɛ
phroblemau	frɔblɛmai̯
phroblemau	frɔblɛmɛ
phrydferth	frədvɛθ
phryf	friːv
phryfed	frəvɛd
phrynoch	frənɔχ
phrynodd	frənɔð
phrynon	frənɔð
phrynu	frəni
phrysur	frəsɪr
phum	fɪm
phumdegau	fɪmdeːɡɛ
phunnau	fɪnai̯
phunnau	fɪnɛ
phunt	fɪnt
phur	fiːr
phwl	fʊl
phwmpen	fʊmpan
phwmpen	fʊmpɛn
phwysig	fʊi̯sɪɡ
phyliau	fəljai̯
phyliau	fəljɛ
physgod	fəsɡɔd
physgodyn	fəsɡoːdɪn
physgota	fəsɡɔta
phêl	feːl
pi	piː
piano	pjaːno
piau	piːai̯
piau	piːɛ
pib	piːb
pibau	piːbai̯
pibau	piːbɛ
pibau	pɪbai̯
pibau	pɪbɛ
pibell	piːbɛɬ
pibell	pɪbɛɬ
piben	piːbɛn
piben	pɪbɛn
pibgorn	pɪbɡɔrn
pibo	piːbɔ
pibo	pɪbɔ
pibonwy	pɪboːnui̯
pibonwy	pɪbɔnui̯
pibonwyen	pɪbɔnui̯ɛn
pibydd	piːbɪð
pibydd	pɪbɪð
picau	pɪkai̯
picau	pɪkɛ
picen	pɪkɛn
picil	pɪkɪl
picl	pɪkl
piclau	pɪklai̯
piclau	pɪklɛ
piclo	pɪklɔ
picls	pɪklz
pics	pɪks
picwns	pɪkʊnz
pidyn	piːdɪn
pidyn	pɪdɪn
pig	piːɡ
pigan	piːɡan
pigan	pɪɡan
pigau	piːɡai̯
pigau	piːɡɛ
pigau	pɪɡai̯
pigau	pɪɡɛ
pigddu	pɪɡði
pigfelyn	pɪɡveːlɪn
pigfelyn	pɪɡvɛlɪn
piglas	pɪɡlas
pigwrn	piːɡʊrn
pigwrn	pɪɡʊrn
pigwyn	pɪɡwɪn
pigyn	piːɡɪn
pigyn	pɪɡɪn
pigynnau	pɪɡənai̯
pigynnau	pɪɡənɛ
pila	piːla
pila	pɪla
pilaon	pɪlaːɔn
pilen	piːlɛn
pilen	pɪlɛn
pilipala	pɪlɪpaːla
pillffon	pɪɬfɔn
pin	piːn
pin	pɪn
pinafal	piːnaval
pinafal	piːnaːval
pinafal	pɪnaval
pinafal	pɪnaːval
pinc	pɪŋk
pincod	pɪŋkɔd
pinwydd	pɪnwɪð
piod	piːɔd
pioden	pioːdɛn
pioden	piɔdɛn
pioden	pjoːdɛn
pioden	pjɔdɛn
pipa	pɪpa
pipai	pɪpai̯
pipan	pɪpan
pipen	pɪpɛn
pipes	pɪpɛs
pipet	pɪpɛt
pipi	pɪpi
pipo	pɪpɔ
pipon	pɪpɔn
piso	pɪsɔ
piston	pɪsdɔn
pitwidol	pɪtʊi̯dɔl
piw	piːu̯
piwi	pɪu̯i
