aegina	aegino
ἐπεβούλευε	epebueleue
ἐπεβούλευον	epebuuleuɔm
ἐπεβούλευσαν	epebuulewsan
ἐπεγάμβρευσα	epeɣambreu̯sa
ἐπεγέγραφθε	jbjɣeɣrɑfðe
ἐπεγέγραψο	epegegrapso
ἐπεγένεσθε	ebeɣeŋɛste
ἐπεγένοντο	ɛpɛgɛnontɔ
ἐπεγράψατο	ɛpeɣrɑːpsɑtɔ
ἐπεγράψω	ɛbigrapso
ἐπεγραψάμην	ebegrapsamem
ἐπειράθη	ɛpeiɾate
ἐπειράθην	epeiɾatɪm
ἐπειράσαντο	epejɾas̺anto
ἐπειράσατο	epeiɾas̺at̪o
ἐπεκάλει	epekalej
ἐπεκάλεσαν	epikalesan
ἐπεκάλεσας	epekalesas
ἐπεκάλεσε	ɛbɛkalesɛ
ἐπεκάλουν	epekadum
ἐπεκέκλασο	epekeklaso
ἐπεκαλέσαντο	epikalesanto
ἐπεκαλέσατε	epekaleʃate
ἐπεκαλέσω	epikaleso
ἐπεκαλεσάμεθα	ɛpjkalesameta
ἐπεκαλεσάμην	epikalesamim
ἐπεκεκλήκεις	ebikiklekeis
ἐπεκεχήνετε	epekekenede
ἐπεκεχύμεθα	epekekymeta
ἐπεκλάσθην	epekrastem
ἐπεκλάσθης	epeklastes
ἐπεκλήθη	epeklete
ἐπεκλήθης	ebeklites
ἐπεκτείνετε	epekteˈniti
ἐπελαύνω	epelaulo
ἐπεμέλου	epemɛlˈu
ἐπεμελήθη	epemelete
ἐπεμελήθην	epemeleteŋ
ἐπεμελόμην	epimelomem
ἐπενθήσατε	ebentesate
ἐπεπίστευτο	epepiːsteʊtɔ
ἐπεπαίδευντο	epepajdɛunto
ἐπεπαίδευτο	epepajdɛutɔ
ἐπεπαίκεμεν	epepajkemɛm
ἐπεπαίχετε	ebepækˈete
ἐπεπαιδεύκεσαν	ɛpɛpajdɛukesan
ἐπεπαύκεμεν	epepalokene
ἐπεπαύκετε	epepau̯kete
ἐπεπαύμην	epepau̯mem
ἐπεπείραντο	epepeiɾantɔ
ἐπεπείσμην	epepeɾsmen
ἐπεπειράκει	pepepeeɾake
ἐπεπειράκεις	lapepeerakis
ἐπεπειράκεμεν	epepeeɾakemen
ἐπεπειράκετε	epepee̞ɾakete
ἐπεπειράμην	epepejɾamem
ἐπεπιστεύκεις	epebisteukees
ἐπεπιστεύκεμεν	epebistɛɔkemɪn
ἐπεπλέομεν	epepreomem
ἐπεπλήγεμεν	epepregɛmem
ἐπεπλήγεσαν	epepleɣesam
ἐπεπλήκετε	epelekinte
ἐπεπλεύκεις	epepleukeɛs
ἐπεπλεύκετε	epeplˈekete
ἐπεπλεύσατε	ebepleusate
ἐπεπλησιάκειν	epepleasjakee
ἐπεποίθει	ebepɔitˈe
ἐπεπολίτευντο	epepoliteundo
ἐπεπολίτευσο	epepoliteʊse
ἐπεπολίτευτο	epepoliteuto
ἐπεπονήκεμεν	epeponekemɪm
ἐπεπονήμεθα	epiponimeta
ἐπεπονήμην	epiponemem
ἐπεπορίσμην	epeporismen
ἐπεπράγει	epepɾakej
ἐπεπράγειν	epiprakˈge
ἐπεπρεσβεύκεις	epepɾezbeukeeʃ
ἐπεπτώκεις	epeptɔɣeis
ἐπεπόνθει	epepontei
ἐπεπόνθεις	epeponteis
ἐπεπόρισθε	epeporiste
ἐπεπύσμεθα	epepyzmɛta
ἐπεράναμεν	epeɾanamɛm
ἐπεράνθη	eperante
ἐπεράνθην	eperantem
ἐπεράνθης	eperantes
ἐπεράνω	eperano
ἐπεραίνετε	eberajnete
ἐπεραίνου	ationinu
ἐπεραινόμην	eperainomɛm
ἐπερωτήσεσιν	epeɾɔdɛseʃiŋ
ἐπεσομέναις	epasomenais
ἐπεσομένας	epesomenas
ἐπεσομένη	epesomene
ἐπεσομένην	epesomenem
ἐπεσομένης	epesomenes
ἐπεσομένου	epesomenu
ἐπεσομένους	epesomenus
ἐπεσομένων	epesomenon
ἐπεστράμμεθα	epistrammeta
ἐπεστρέφομεν	epistrefomim
ἐπεστρέφου	abistrefʊ
ἐπεστρέψαμεν	epɛs̺t̪rɛps̺amim
ἐπεστρέψαντο	epestrepsanto
ἐπεστρέψασθε	epistrepsaste
ἐπεστρέψατε	epɛstrepsate
ἐπεστρέψατο	epestrepsadu
ἐπεστρέψω	epestrepsɔ
ἐπεστραμμένα	epistrammina
ἐπεστραμμέναις	epestrammenai̯s̠
ἐπεστραμμένοι	kepestramenoi
ἐπεστραμμένον	epestranmenom
ἐπεστραμμένου	epestrammenʊ
ἐπεστραμμένους	epeistramenus
ἐπεστρεψάμην	epestrepsamem
ἐπεστροφότες	ebɛstrofotes
ἐπεστρόφασι	epestrofasi
ἐπεστρόφασιν	ebestrofasim
ἐπεσόμεθα	ebesɔmetə
ἐπεσόμεναι	epesominai
ἐπεσόμενοι	epesomenoi
ἐπεσόμενος	epesomenos
ἐπετάγη	epetagɛ
ἐπετάγητε	epitakete
ἐπετάξω	ebetakso
ἐπετάσσετε	epetassete
ἐπετάσσομεν	epetassomen
ἐπετάσσοντο	epetazsonto
ἐπετάττετο	epedakt̪ed̪u
ἐπετάττοντο	epetatɔntɔ
ἐπετάχθη	epetaxse
ἐπετέτακτο	epetetakto
ἐπετετάχεμεν	epedetakemen
ἐπετετάχετε	epetetakete
ἐπετροπευόμην	epetropeuomim
ἐπετροπεύετο	epetropeueto
ἐπετροπεύσαμεν	epjtropeusamɛn
ἐπετρόπευε	epetropeue
ἐπετρόπευες	epetropeues
ἐπετρόπευσας	epetropeusas
ἐπετρόπευσε	epetropeuse
ἐπεχάσκομεν	ɛpɛkɑskomim
ἐπεχέασθε	ebekeaste
ἐπεχέατε	epekeate
ἐπεχέατο	ebekeato
ἐπεχέω	epekeo
ἐπεχύθη	ɛbɛkɯse
ἐπεύχεσθε	epeokɛste
ἐπεύχεται	epeokɛtɛ
ἐπεί	epe
ἐπηβολωτάτην	epebɔlɔtatɛl
ἐπηβολωτάτους	epebolɔtɑtʊs
ἐπηβολώτατα	epebolɔtada
ἐπηβολώταται	epebolutataj
ἐπηβόλοις	epebolois
ἐπιβάτα	epibata
ἐπιβάται	epibatai
ἐπιβάταις	epibatais
ἐπιβάτας	epibatas
ἐπιβάτην	epibatem
ἐπιβάτου	epibatu
ἐπιβήσεται	epibẽes̺e̞t̪ae
ἐπιβήσομαι	epibɛsomai
ἐπιβαίνουσι	epibainuʃe
ἐπιβαίνω	epibaino
ἐπιβλαβεστέρα	epiβlabesteta
ἐπιβλαβεστέρου	epiblabestaru
ἐπιβολάς	epibolas
ἐπιβολή	epibole
ἐπιβολαί	epivolai
ἐπιβουλήν	epibulɛn
ἐπιβουλεύσω	opimuleoso
ἐπιβούλους	epibouluz
ἐπιβραδύνω	opibradino
ἐπιγέγονας	ebigeɣonas
ἐπιγεγονότα	ɛpikegɔnɔta
ἐπιγεγονότας	ebigegonotas
ἐπιγεγονότι	epiɣegɔnɔti
ἐπιγεγράψεσθε	e̞biːge̞gɾæpsɛstɪ
ἐπιγεγόνασι	epikekonasi
ἐπιγενομένους	epigenomenus
ἐπιγενόμενε	epigenomeni
ἐπιγενόμενον	lapjenomenon
ἐπιγενόμενος	ebigenomenos
ἐπιγνώσει	labjɾnosi
ἐπιγράμματα	ɛpiɣrɑmmata
ἐπιγράμματι	epigrammati
ἐπιγράψετε	ɛpigrapsɛte
ἐπιγράψουσι	epigrapsʊsi
ἐπιγραφήσεσθε	ebigrafɛsɛste
ἐπιδακρύω	epidakrio
ἐπιδείξεσιν	ebiðakseeis
ἐπιδιώκει	epidiokoi
ἐπιδιώκουσι	ebiðiˈoguzi
ἐπιδιώκω	ebiðioko
ἐπιδοκιμασίαι	epiðokimasjai
ἐπιδοκιμασίαις	ebidodimasiais
ἐπιδοκιμασίαν	epidokimaseam
ἐπιδοκιμασίας	epidokematias
ἐπιδοξοτέροις	epidoksoterois
ἐπιδοξοτέρου	ɛbidɔksɔdɛlʊ
ἐπιδοξότερα	epidɔksotɛra
ἐπιδοτικάς	epiðotikas
ἐπιδοτικοί	epiðoðikɔj
ἐπιδοτικόν	epiðotikon
ἐπιδοτικός	epiðotikos
ἐπιδόμασι	epidɔmɑsi
ἐπιδόμασιν	epidɔmasiŋ
ἐπιδόματα	epidɔmatɐ
ἐπιδόματος	epidomatos
ἐπιείκειαι	labiegeiai
ἐπιεικέσι	epiʝekesi
ἐπιεικέστατε	epiekeestate
ἐπιεικεστάτης	ɛbjeekestates
ἐπιεικεστάτοις	epieekistatois
ἐπιεικεστέρα	epiekeeʃtera
ἐπιθέομεν	epiteomem
ἐπιθέουσι	ebitewsi
ἐπιθέουσιν	epiteusin
ἐπιθυμίαις	aiotumiais
ἐπικά	epika
ἐπικάλεσαι	epikalesai
ἐπικάλεσον	epikaleson
ἐπικάλυψις	epikalipsis
ἐπικέκλασαι	epikeklasai
ἐπικέκλασο	ebikeklaso
ἐπικέκλασται	epikekrastai
ἐπικέκληκας	ebikeklegas
ἐπικέκληκεν	ebikɛkliːtiŋ
ἐπικέκλησαι	epikekresai
ἐπικέκλησο	epikekleso
ἐπικέκληται	epikekredai
ἐπική	epikeː
ἐπικίνδυνον	epikindynom
ἐπικίνδυνος	epikindinos
ἐπικίνδυνου	epikindynu
ἐπικαί	ebikai
ἐπικαλέσαιμι	epikares̺aimj
ἐπικαλέσαις	epikalesais
ἐπικαλέσαισθε	epikalesaiste
ἐπικαλέσαιτε	ɛpjkale̞sai̯te
ἐπικαλέσαιτο	epikares̺ai̯t̪o
ἐπικαλέσαν	rpikalɛsan
ἐπικαλέσαντας	epikarisantas
ἐπικαλέσαντες	emikalesantes
ἐπικαλέσασα	epikalesasa
ἐπικαλέσασαι	ɛpikalisasai
ἐπικαλέσασι	epikalisasi
ἐπικαλέσατε	ɛbikalɛsate
ἐπικαλέσειε	ɛpjkaleseiːe
ἐπικαλέσειεν	epikaleeseiẽn
ἐπικαλέσειν	epikalesejn
ἐπικαλέσεται	ebikales̺et̪aj
ἐπικαλέσετε	epikalesete
ἐπικαλέσησθε	epikalesaese
ἐπικαλέσοιεν	epikalesɔjen
ἐπικαλέσοιμι	epikalesojmi
ἐπικαλέσοιντο	epikaresɔiŋtɔ
ἐπικαλέσοιο	epikalesɔio
ἐπικαλέσοισθε	epikalesɔiste
ἐπικαλέσοιτο	epikalesojto
ἐπικαλέσομαι	opikales̺omai̯
ἐπικαλέσον	epikaleson
ἐπικαλέσονται	epikalesontaj
ἐπικαλέσοντες	epikalesontes
ἐπικαλέσοντι	epikalesanti
ἐπικαλέσουσαι	epikalesʊzai
ἐπικαλέσουσαν	ɛpikaresʊsɑŋ
ἐπικαλέσουσι	ebikalesʊzi
ἐπικαλέσουσιν	epikalesʊsin
ἐπικαλέσω	epikaleso
ἐπικαλέσωσι	epikalesosi
ἐπικαλείσθων	epikareiston
ἐπικαλείσθωσαν	epikareistosan
ἐπικαλεσάμενε	epikale̞s̺amene
ἐπικαλεσάμενοι	epikalesamenoj
ἐπικαλεσάντων	epikalessantõŋ
ἐπικαλεσάσας	epikadesasas
ἐπικαλεσάσθων	epikalesaston
ἐπικαλεσαμέναις	epikalesamenais
ἐπικαλεσαμένη	epikalesamene
ἐπικαλεσαμένης	epikalesamɛnes
ἐπικαλεσαμένοις	epikalesamenois
ἐπικαλεσαμένου	elpikelesamenu
ἐπικαλεσαμένους	epikelesamenus
ἐπικαλεῖς	epikales
ἐπικαλοίμεθα	ebigaloimeta
ἐπικαλουμέναις	epikalumenais
ἐπικαλουμένη	epikalumele
ἐπικαλουμένην	epikalumelem
ἐπικαλουμένης	epikalumenes
ἐπικαλουμένου	epikalumenu
ἐπικαλουμένους	epikalumenus
ἐπικαλούμεθα	e̞pikaluːmeta
ἐπικαλούμενα	epikalumena
ἐπικαλούμενος	epikalumenos
ἐπικαλούντων	epikalunton
ἐπικαλύπτω	ɛpikalipto
ἐπικεκλάσθαι	epikekrastai
ἐπικεκλάσθω	epikekrasto
ἐπικεκλάσθων	epikeklaston
ἐπικεκλάσμεθα	ɛpikeklasmɛta
ἐπικεκλήκασιν	epikekɾekasin
ἐπικεκλήμεθα	ebikekremeta
ἐπικεκλήσει	epikekresii
ἐπικεκλήσθω	epikekresdo
ἐπικεκλήσθων	epikekreston
ἐπικεκλήσομαι	opikeklesomai
ἐπικεκλασμένα	epikeklasmena
ἐπικεκλασμένε	epikeklasmeni
ἐπικεκλασμένην	epikeklasmenem
ἐπικεκλασμένης	ebikeklasmenes
ἐπικεκλασμένοι	epikeklasmenoi
ἐπικεκλασμένοις	ebikeklasmenois
ἐπικεκλασμένον	epikeklasmenon
ἐπικεκλασμένου	epikeklasmenu
ἐπικεκλασμένους	epikeklasamenuz
ἐπικεκληκυίαις	epikekrekoiais
ἐπικεκληκότι	epiteklekoti
ἐπικεκληκότων	epikigleeɣoto
ἐπικεκλημένα	epikeklemmeŋ
ἐπικεκλημένας	epikekremenas
ἐπικεκλημένοι	epikekremenai
ἐπικεκλημένοις	repekekremenis
ἐπικεκλημένον	ebikeglemeton
ἐπικεκλημένους	ebikeglemenus
ἐπικεκλημένων	epikeglemenom
ἐπικεκλησοίμην	epikeklesɔimem
ἐπικεκλησομέναις	ebikekleesomenas
ἐπικεκλησομένη	epikekresomene
ἐπικεκλησομένην	epiteklesomenem
ἐπικεκλησομένου	epikekles̺omenu
ἐπικεκλησομένους	epikeklesomenus
ἐπικεχήνασιν	ebikekenasiŋ
ἐπικεχηνυίας	ebikekenujes
ἐπικεχηνότες	ebikekenotes
ἐπικεχυκέναι	ebikekjkɛnai
ἐπικεχυμένου	ebigekjumenu
ἐπικινδυνοτάτη	epikɛndynotate
ἐπικινδυνοτάτους	ebigindynotatus
ἐπικινδυνοτέραν	ɛpikɪndujnɔtɛra
ἐπικινδυνοτέροις	epigindinoterois
ἐπικινδυνόταται	ebikinrynotatai
ἐπικινδυνότεροι	epikindinoteroi
ἐπικλάσεται	ebiklasedaj
ἐπικλάσθω	epiklasto
ἐπικλάσθωσαν	etikrastosan
ἐπικλάσοισθε	ebikrasoiʃte
ἐπικλάσοιτο	epikrasojdo
ἐπικλάσομαι	epiklasomaj
ἐπικλάω	epiklao
ἐπικλήθητε	ebikɾetede
ἐπικλασθέν	ɛpiklastɛɲ
ἐπικλασθέντα	epiklassenta
ἐπικλασθέντες	epiklastentes
ἐπικλασθέντος	ebiklastentos
ἐπικλασθέντων	epiklastenton
ἐπικλασθήσοιντο	epiklastesointo
ἐπικλασθήσοισθε	ebikrastesoiste
ἐπικλασθήσονται	epiklastesɔntai
ἐπικλασθήτω	epiklastedo
ἐπικλασθήτωσαν	epiklastedosan
ἐπικλασθείην	epiklastejen
ἐπικλασθείσας	epiklasteisas
ἐπικλασθησομένη	epiklastesomene
ἐπικλασθησομένοις	epiklassesomenois
ἐπικλασθησομένου	ebiklastesomjenu
ἐπικλασθησομένων	epiklassesomenon
ἐπικλασοίμην	epiklasoimem
ἐπικλασομέναις	ebiklasomenais
ἐπικλασομένης	efiklasomenes
ἐπικλασομένοις	epiklasomenois
ἐπικλασομένου	epiklasomenu
ἐπικλασομένων	ebiklasomenon
ἐπικλασόμεθα	ɛpiklasɔmeθa
ἐπικλασόμενα	epiklasomena
ἐπικλασόμεναι	epiklasomenai
ἐπικλασόμενοι	epiklasomenoi
ἐπικλασόμενον	epiklasomenum
ἐπικλείειν	ɛpiklejejn
ἐπικλείομεν	epikleiomem
ἐπικλείουσι	epikleiaius
ἐπικλείω	epikleio
ἐπικληθέντα	epikretenta
ἐπικληθέντες	ebikretentes
ἐπικληθήσοιντο	epikletesˈojto
ἐπικληθήσοιο	ebikletesɔjɔ
ἐπικληθήσοισθε	ebiketeesoiste
ἐπικληθήσοιτο	epikletaesoto
ἐπικληθείην	epikletejem
ἐπικληθείς	epikleteis
ἐπικληθησομένην	epikɾeθeezomene
ἐπικληθησομένης	ebikletesomenes
ἐπικληθησομένου	epikletesomenu
ἐπικληθησόμεναι	epikletesomenai
ἐπικληθησόμενοι	ebikletesomenoj
ἐπικληθησόμενον	epikletesomenum
ἐπικλωμένη	epiklomene
ἐπικλωμένης	epiklomenes
ἐπικλωμένου	epiklomenu
ἐπικλωμένους	epiklomenus
ἐπικλωμένων	epiklomenon
ἐπικλώμενα	epiklomena
ἐπικλώμενε	epikromene
ἐπικλώσας	epiklosas
ἐπικλώσης	epikloses
ἐπικνάω	epiknao
ἐπικουρία	epikurea
ἐπικουρίαι	epikuraij
ἐπικουρείοις	epikureiois
ἐπικουρείου	epikulˈeʊ
ἐπικουρείων	epikulˈeio
ἐπικουρικά	epikurika
ἐπικουρική	ebiguːriki
ἐπικουρικαί	epikurikai
ἐπικουρικοί	epikurikoi
ἐπικουρικός	ɛpikurikos
ἐπικούρεια	elpikureja
ἐπικούροις	epikulɾɔis
ἐπικούρου	epikˈuɾʊ
ἐπικούρους	epikurus
ἐπικρίνει	epistrine
ἐπικρίνεις	epigrˈines
ἐπικρίνετε	epikrinete
ἐπικρίνω	ebigrino
ἐπικρατέσι	epikratell
ἐπικρατέσιν	ebigrateezi
ἐπικρατέστατα	epikratestata
ἐπικρατέσταται	ebikɾatɛztataj
ἐπικρατέστατε	ebigrateʃtate
ἐπικρατέστατος	ebikɾatɛs̺tadɔs
ἐπικρατέστερον	ebigrateestero
ἐπικρατέστερος	epikratest̪eɾos
ἐπικρατής	efikɾatɛs
ἐπικρατεστάταις	epikɾatɛstatajs
ἐπικρατεστάτης	ebikɾat̪e̞st̪at̪es
ἐπικρατεστάτου	ebikeladɛstadu
ἐπικρατεστάτους	epikɾadɛstadus
ἐπικρατεστέρου	ebikɾatɛs̺te̞rʊ
ἐπικρατεστέρους	ebikrɛtesteɾus
ἐπικρατεῖ	epikrate
ἐπικρεμάννυσι	epikremamnysi
ἐπικτήτου	epiktetu
ἐπικυρώσεις	ebigyrosees
ἐπικύρωσι	ebigydosi
ἐπικύρωσιν	epikuloseŋ
ἐπιλέγω	ebilego
ἐπιλήθεσθε	ebileteste
ἐπιλήψιμε	ɛbilɛpsime
ἐπιλήψιμον	ɛpilɛpsimum
ἐπιλαμβάνομεν	epilambanomem
ἐπιλανθάνει	ɛpɪlɑntˈaniː
ἐπιλανθάνονται	epilantanontai
ἐπιληψία	ɛpɪlɛpsia
ἐπιλοίποις	ebiloipojs
ἐπιλοίπου	epiloipu
ἐπιμάρτυρα	epimartʊla
ἐπιμάρτυρας	epimarturas
ἐπιμάρτυρες	epimartides
ἐπιμάρτυσι	ebimɛɾdusi
ἐπιμάχου	ebimaku
ἐπιμέλεσθε	ebimeleste
ἐπιμέλεται	epimeletai
ἐπιμέλοιο	epimeloio
ἐπιμέλομαι	epimelomaj
ἐπιμέλονται	epimelontai
ἐπιμένω	epimeno
ἐπιμαρτυρήσεις	ettumaldureses
ἐπιμαρτυρία	epimartuɾia
ἐπιμαρτυρίαι	epimartyliai
ἐπιμαρτυρίαν	epimarturian
ἐπιμαρτυρίας	ebimardurias
ἐπιμαρτύρησι	epimartyresi
ἐπιμαρτύρων	epimalturon
ἐπιμελές	epimeles
ἐπιμελέσι	epimerekj
ἐπιμελέσιν	epinelesin
ἐπιμελέστατα	epimelestata
ἐπιμελέσταται	ebimerestataj
ἐπιμελέστατε	epimelestate
ἐπιμελέστατοι	epimelestatoi
ἐπιμελέστερα	epimelestera
ἐπιμελέστεραι	epimelesterai
ἐπιμελέστερε	epimerestere
ἐπιμελήματι	epimelemati
ἐπιμελήσει	ebimelesei
ἐπιμελήσεσθαι	ebimeleseztai
ἐπιμελήσεσθε	epimeleseste
ἐπιμελήσεται	ebimeles̺et̪aj
ἐπιμελήσοιο	ebimelesɔio
ἐπιμελήσοισθε	epimelesoiste
ἐπιμελεστάταις	ebimeleztatais
ἐπιμελεστάτας	ebimelestatas
ἐπιμελεστάτη	epimilestate
ἐπιμελεστάτης	ebimelestates
ἐπιμελεστάτοις	ebimelestatois
ἐπιμελεστάτου	epimelestatu
ἐπιμελεστάτους	ebiːnɛlɛstatlus
ἐπιμελεστέρα	ebimelestera
ἐπιμελεστέρας	epimelesteras
ἐπιμελεστέροις	epimelesterois
ἐπιμελεστέρου	ebimelestiru
ἐπιμελεστέρων	epimelesteron
ἐπιμελεῖται	epimeletai
ἐπιμεληθέν	ebimeleete
ἐπιμεληθήσεσθε	epimeɾeseseste
ἐπιμεληθείημεν	æbimalˈteeˈmim
ἐπιμεληθησομένας	ebimeletesomenes
ἐπιμεληθησομένους	ebimeletesomenus
ἐπιμελημάτων	epimelematon
ἐπιμελησοίμην	ebimelesojmem
ἐπιμελησομένας	epimelesomenas
ἐπιμελησομένη	epimelesomini
ἐπιμελησομένης	epimelesomenes
ἐπιμελησομένου	jpimelesɔmeŋu
ἐπιμελησομένων	epimɛlɛsɔmenɔn
ἐπιμελησόμενοι	epimelesomenoi
ἐπιμελητάς	epimeletas
ἐπιμελοίμην	epimelojmen
ἐπιμελομένας	ebimelomenas
ἐπιμελομένην	epimelomɛnɛn
ἐπιμελομένης	epimelomenes
ἐπιμελομένοις	ebimelemenojs
ἐπιμελομένων	epimelomenon
ἐπιμελουμέναις	epimeloumerais
ἐπιμελουμένας	ebimelumines
ἐπιμελουμένην	epimelumenen
ἐπιμελουμένης	epimelumenes
ἐπιμελουμένοις	epimalumenuis
ἐπιμελουμένων	ebimelumenon
ἐπιμελούμενα	pepimelumina
ἐπιμελόμεθα	epimelometa
ἐπιμελόμενα	epimelomina
ἐπιμελόμενε	upimelomene
ἐπιμελόμενοι	epimelomenoi
ἐπιμελόμενον	epimelomenaŋ
ἐπιμελόμενος	epimelomenos
ἐπιμεμελημένε	epimemelemeni
ἐπιμεμελημένον	epimemeleemenu
ἐπιμεμελημένου	epimemelemenʊ
ἐπιμεμελημένους	epimemeleemenʊs
ἐπιμενίδου	epiminidu
ἐπινικίοις	epinikiois
ἐπινικίου	epinikiu
ἐπινοέω	epinoeo
ἐπινοεῖτε	epinoete
ἐπινόμοις	epinomojs
ἐπιουσίοις	eioioziois
ἐπιουσίου	æpiːuːsiːuː
ἐπιουσίους	ebjuzius
ἐπιούρους	æpjˈurˈɔs
ἐπιούρων	epiuron
ἐπιούσιος	ekiouzioz
ἐπιπέπλευκας	epipepleukas
ἐπιπίπτεις	æbibjbseɾs
ἐπιπίπτετε	epipiptete
ἐπιπίπτουσι	opipiptusi
ἐπιπεπλεύκασιν	epibepleukas̺in
ἐπιπλέουσι	epipleusi
ἐπιπλέουσιν	epipleusin
ἐπιπλέω	epipleo
ἐπιπλήττεις	ɛpiplɛtteis
ἐπιπλευσούμεθα	ebibreuʃuumita
ἐπιπλεύσει	etpipleuse
ἐπιπλεύσεσθε	epibleuseste
ἐπιπλεύσομαι	epipleusɔmai
ἐπιπλεύσονται	epipleusɔndae
ἐπιπτώσει	epiptɔɔse
ἐπιπτώσεσι	ebiptɔsisi
ἐπιπτώσεως	epiptoseos
ἐπιπόνοις	epiponois
ἐπιπόνους	epiponus
ἐπιπόνων	epiponon
ἐπιρρέουσι	ebitreusj
ἐπιρρίπτει	apjdr̝iːbtɛj
ἐπιρρίπτουσι	apɪrdraptʊsi
ἐπιρρεπέσι	epirepessi
ἐπιρρεπέστατε	ebiɾɾepɛsdata
ἐπιρρεπέστατον	episrepestaton
ἐπιρρεπέστατος	episrepestados
ἐπιρρεπεστάτας	epirrepestatas
ἐπιρρεπεστάτη	ebirepeestate
ἐπιρρεπεστάτης	epirrepestates
ἐπιρρεπεστάτου	epirrepestatu
ἐπιρρεπεστάτων	epirrepestaton
ἐπιρρεπεστέρας	epiɾtɛpɛstɛɾas
ἐπισήμων	episemon
ἐπισιτισμέ	episitisme
ἐπισιτισμοί	episitismoi
ἐπισιτισμόν	episitismon
ἐπισκίασι	opiskiesi
ἐπισκίασιν	ebiskijasi
ἐπισκιάζει	episkiadpə
ἐπισκοπή	ebiskope
ἐπισκοπήσεις	ebiskopeeses
ἐπισκόποις	ebiskopois
ἐπισκόπου	ebiskopu
ἐπισπευδόντων	epispeudumton
ἐπισπεύδοντα	epispeudonta
ἐπισπεύδοντι	ebispeuðonte
ἐπισπεύδοντος	ebispeu̯dontos
ἐπισπεύδουσαι	epispeudu̯sai
ἐπισπεύδουσαν	ebispeudosan
ἐπισπεύδουσιν	ebispeudusin
ἐπισπεύσει	ebispeusse
ἐπισπεύσεσιν	albispeusɛsi
ἐπισπεύσεων	ebispeuseon
ἐπιστάτα	epistata
ἐπιστάται	epistatai
ἐπιστάταις	epistataes
ἐπιστάτας	epistatas
ἐπιστάτης	ekistates
ἐπιστήμας	ebistemas
ἐπιστήμης	æbistɛmɛs
ἐπιστήμονας	ebistemonas
ἐπιστήμονος	ɛbistemonos
ἐπιστήσεσθε	episteseste
ἐπιστασία	epistas̺ia
ἐπιστασίαν	epistasiam
ἐπιστασίας	epistasias
ἐπιστατεῖς	epistates
ἐπιστεύετε	epistɛuete
ἐπιστεύετο	epis̺t̪eue̞t̪o
ἐπιστεύθητε	epistautneɛ
ἐπιστεύομεν	epiesteomim
ἐπιστεύσατε	epistɛusɛtɪ
ἐπιστημονικέ	epistemonike
ἐπιστολαί	epistolai
ἐπιστρέφοι	epistrepoj
ἐπιστρέφοιντο	epistrepoĩnto
ἐπιστρέφοις	epistrepois
ἐπιστρέφοιτε	epistrepoide
ἐπιστρέφοιτο	epistrefɔido
ἐπιστρέφομεν	epistrepomen
ἐπιστρέφοντα	ekistrefonta
ἐπιστρέφονται	epistrepontai
ἐπιστρέφοντας	epistrefontas
ἐπιστρέφοντες	epistrefontes
ἐπιστρέφουσα	epistreflʊsa
ἐπιστρέφουσαι	epistrefuzai
ἐπιστρέφων	epistrefon
ἐπιστρέφωσιν	epistrefoˈsĩn
ἐπιστρέψαι	epistrepsaj
ἐπιστρέψαιμεν	epistrepsajmen
ἐπιστρέψαιμι	epistrepsaimi
ἐπιστρέψαιο	epistrepsaio
ἐπιστρέψαις	epistrepsais
ἐπιστρέψαισθε	epistrepsaiste
ἐπιστρέψαιτε	epistrepsajte
ἐπιστρέψαιτο	epistrepsaito
ἐπιστρέψαν	ɛbistrɛpsam
ἐπιστρέψαντα	epistrepsanta
ἐπιστρέψαντας	epistrɛpsantas
ἐπιστρέψαντες	epistrepsantes
ἐπιστρέψαντος	epistrepsantos
ἐπιστρέψας	epistrepsas
ἐπιστρέψασα	epistrepsasa
ἐπιστρέψασαι	epistrɛpsasaɟ
ἐπιστρέψασιν	ɛpistrɛpsasɪŋ
ἐπιστρέψατε	epistrepsate
ἐπιστρέψειαν	epistrepsjˈɛa
ἐπιστρέψεις	ɛpistrɛpsɛis
ἐπιστρέψεσθαι	epistrɛpsɛstaj
ἐπιστρέψετε	ɛbistrɛpsɛdɪ
ἐπιστρέψοι	epistrepsoj
ἐπιστρέψοιεν	epistrepsojen
ἐπιστρέψοιμεν	epistrɛpsɔimim
ἐπιστρέψοιντο	epistrepsojnto
ἐπιστρέψοιο	epistrepsoio
ἐπιστρέψοισθε	ebistrepsoiste
ἐπιστρέψομαι	epistrepsomai
ἐπιστρέψομεν	ɛpistrɛpsɔmɪm
ἐπιστρέψονται	epistrepsontai
ἐπιστρέψοντας	epistrepsontas
ἐπιστρέψουσα	epistrepssuza
ἐπιστρέψουσαι	epistrepsuzai
ἐπιστρέψουσαν	epistrɛpsɔsan
ἐπιστρέψουσι	ebistrɛpsʊsi
ἐπιστρέψω	epistrepso
ἐπιστρέψωμαι	ebistrepsomai
ἐπιστρέψων	ɛpistrɛpsɔm
ἐπιστρέψωνται	epistrɛpsomdai
ἐπιστρατεύετε	ebiztrateuede
ἐπιστρατεύομεν	epistrateeumɛn
ἐπιστραφήσοιντο	epistrafezointo
ἐπιστρεφοίμην	epistrepojmem
ἐπιστρεφομέναις	epistrefomenais
