"sé"	sɛ
suspiradoiro	suspˌiɾatˈoɪɾu
suspirador	sospiɾadɔr
suspiradouro	sʊʃpˌiɾadˈoɾʊ
suspirante	suspˌiɾˈɐ̃ŋtɨ
suspirar	sˌuʃpiɾˈaɹ
suspiração	ˌuʃpiɾɐsˈɐ̃ʊ̃
suspiro	suspˈiɾʊ
suspiro	sˌuʃpˈiɾʊ
suspiros	suspˈiɾʊʃ
suspirosamente	sˌuʃpˌiɾˈɔzɐmˈeɪŋtɨ
suspiroso	suspiroso
suspirou	suspˈiɾʊw
suspirou	sˌuʃpiɾˈow
suspirável	sʊʃpiɾˈavˌɛl
sussekind	sˌusɨkˈiŋd
sussex	susˈɛks
sussuapara	susˈuɐpˈaɾɐ
sussuarana	susˈwaɾana
sussurra	sˌusˈuʁɐ
sussurrar	sˌusuʁˈaɹ
sussurro	sˌusˈuʁʊ
sussurros	sˌusˈuʁʊʃ
susta	sˈuʃtɐ
sustancial	sˌuʃtɐ̃ŋsiˈɑl
sustancioso	duʃtɐ̃ŋsjɔzʊ
sustar	suʃtˈaɹ
sustatório	ʃuʃtˈˈatˈɔɾjw
sustação	sˌuʃtɐsˈɐ̃ʊ̃
sustedor	sustedor
sustenta	sustˈɛntɐ
sustenta	sˌuʃtˈeɪŋtɐ
sustentabilidade	sˌustentˌɐbˌilidˈadɨ
sustentabilidade	sˌuʃteɪŋtˌɐbilidˈadɨ
sustentada	sˌuʃteɪŋtˈadɐ
sustentadamente	sustentadʊmente
sustentadas	sˌuʃteɪŋtˈadɐʃ
sustentado	sˌuʃteɪŋtˈadʊ
sustentados	sˌuʃteɪŋtˈadʊʃ
sustentam	sˌuʃtˈeɪŋtɐ̃ʊ̃
sustentamento	sˌuʃteɪŋtɐmˈeɪŋtʊ
sustentando	sˌuʃteɪŋtˈɐ̃ŋdʊ
sustentar	sustˌɨŋtˈaɹ
sustentaram	sˌuʃteɪŋtˈaɾɐ̃ʊ̃
sustentaria	sˌuʃteɪŋtɐɾˈiɐ
sustentava	sˌuʃteɪŋtˈavɐ
sustentava	ʃuʃtˈeɪŋtˈavɐ
sustentavam	sˌuʃteɪŋtˈavɐ̃ʊ̃
sustentação	sˌuʃteɪŋtɐsˈɐ̃ʊ̃
sustentação	sˌuʃtɨŋtɐsˈɐ̃ʊ̃
sustente	sˌuʃtˈeɪŋtɨ
sustentei	sustemtej
sustentem	sˌuʃtˈeɪŋteɪŋ
sustento	sustemto
sustento	sˌuʃtˈeɪŋtʊ
sustentos	sustˈeɪŋtʊʃ
sustentou	susteɐntɔu
sustentou	sˌuʃteɪŋtˈow
sustentá	sˌuʃteɪŋtˈa
sustentáculo	sustentakulu
sustentáculo	sˌuʃteɪŋtˈakulʊ
sustentáculos	sˌuʃteɪŋtˈakulʊʃ
sustentáveis	sˌuʃteɪŋtˈaveɪʃ
sustentáveis	sˌuʃteɪŋtˈavˌeʃ
sustentável	susteɪŋtˈavˌɛl
sustentável	sˌuʃteɪŋtˈavˌɛl
sustimento	sɔstjmɛntʊ
sustinente	sustʃnɛnte
sustinência	sˌuʃtinˈeɪŋsjɐ
susto	sˈuʃtʊ
sustos	sˈuʃtʊʃ
sustroso	sustrɔzʊ
sustável	sustˈavˌɛl
sustém	sʊsteŋ
susã	suzˈɛ
susão	suzˈɑʊ̃
suta	sutːa
sutambaque	sutɐmpɐke
sutamento	sutamɛntɔ
sutate	sutˈaːtɛ
sutcliffe	sˌutklˈifɨ
sutil	sutˈil
sutilade	sutʃladɛ
sutileza	sˌutilˈezɐ
sutileza	sˌutilˈizɐ
sutilezas	sˌutilˈezɐʃ
sutilizar	sutʃlizˈaɾ
sutilização	sˌutilˌizɐsˈɐ̃ʊ̃
sutilmente	sˌutilmˈeɪŋtɨ
sutis	sutʃis
sutis	sutˈiʃ
sutiã	sˌutʃiˈɐ̃ŋ
sutiãs	sˌutʃiˈɐ̃ŋʃ
sutora	sutore
sutra	sˈutɹɐ
sutrino	sutrino
sutter	sutˈeɹ
sutton	sutˈoŋ
sutura	sutˈuɾɐ
sutura	sˌutˈuɾɐ
suturado	ʃʊtuɾˈadʊ
suturados	ʃˌutuɾˈadʊʃ
sutural	sutˈuɾˈɑl
suturação	sutˌuɾɐsˈɐ̃ʊ̃
suturável	ʃʊtuɾˈavˌɛl
sutéria	sutˈɛria
suv	sˈuv
suvaco	sʊvakˈo
suvenir	sˌuvɨnˈiɹ
suvenires	sˌuvɨnˈiɾɨʃ
suxxar	susʃˈaɹ
suzan	suzˈɐ̃ŋ
suzana	sˌuzˈɐ̃nɐ
suzanne	sˌuzˈɐ̃ŋnɨ
suzano	suzˈɐ̃nʊ
suzano	sˌuzˈɐ̃nʊ
suzanópolis	sˌuzɐnˈɔpulɨʃ
suzete	sˌuzˈɛtɨ
suzete	zuzˈɛt
suzi	suzˈi
suzie	ʃuʃi
suzuka	sˌuzˈukɐ
suzuki	suzukːi
suzuki	sˌuzukˈi
suzy	sˈuzi
suárez	swˈaɾɨʃ
suástica	swˈaʃtikɐ
suástica	s̺uazt̪ikɐ
suásticas	swˈaʃtikɐʃ
suçuarana	susˌuɐɾˈɐ̃nɐ
suécia	suˈɛstɪa
suécia	sˌuˈɛsjɐ
suélio	sˌuˈɛljʊ
suéter	sˌuˈɛtɨɹ
suína	sˌuˈinɐ
suíno	sˌuˈinʊ
suínos	sˌuˈinʊʃ
suíte	sˌuˈitɨ
suítes	sˌuˈitɨʃ
suíça	sʊi̯sɑ
suíça	sˌuˈisɐ
suíças	sˌuˈisɐʃ
suíço	sˌuˈisʊ
suíços	sujsus
suíços	sˌuˈisʊʃ
sven	zvˈeɪŋ
svensson	zvˈeɪŋsuŋ
svga	zvgɐ
swamp	swˈɐ̃mp
swan	swˈɐ̃ŋ
swap	swˈap
swaps	swˈapʃ
swat	swˈat
swatch	swˈatʃ
sweeney	swˌiɨnˈeɪ
swift	swˈift
swing	swˈiŋg
swint	swˈiŋt
swire	swˈiɾɨ
swissair	swˌisɐˈiɹ
sx	ˌɛsʃˈiʒ
sydney	sidnˈeɪ
sydow	sˈɪdəʊ
sylla	sila
sylvania	sˌilvɐnˈiɐ
sylvester	sˌilvɨʃtˈeɹ
sylvia	sˌilvˈiɐ
sylvio	silvˈiʊ
symantec	sˌimɐ̃ŋtˈek
symbol	simbˈɔl
symon	simˈoŋ
symons	simˈoŋʃ
symphony	sˌimfˈoni
syndicate	sˌindikˈatɨ
synval	sinvˈɑl
sys	siʃ
szabó	zzɐbˈɔ
szajman	zzɐʒmˈɐ̃ŋ
szerman	zzɨɾəmˈɐ̃ŋ
sztrajtman	zztɹɐʒtmˈɐ̃ŋ
sá	sˈa
sáb	sˈab
sábado	sabado
sábado	sabadu
sábado	sˈabadʊ
sábado	sˈabɐdʊ
sábado	sˈɐbɐdʊ
sábados	sˈabɐdʊʃ
sábato	sˈabɐtʊ
sábia	sabia
sábia	sˈabjɐ
sábias	sˈabjɐʃ
sábio	sˈabjʊ
sábio	sˈadjʊ
sábios	sˈabjʊʃ
sádica	sˈadikɐ
sádico	sˈadikʊ
sáfaro	safaro
sálmana	saːlmanˈa
sálvia	sˈɑlvjɐ
sánchez	sˈanʃɨʃ
sándor	sˈanduɹ
sátira	sˈatiɾɐ
sátiras	sˈatiɾɐʃ
sáude	sˈaʊdɨ
sávio	sˈavjʊ
sâmara	sɐmɐɾɐ
sândalo	sˈɐ̃ŋdɐlʊ
sânscrito	saːnskritˈo
sânscrito	sˈɐ̃ŋskɹitʊ
sã	sˈa
sã	sˈɐ̃
são	sau̯
são	sãˈɔ
são	sɐ̃ʊ̃
são-romano	sɐ̃ʊ̃ʊmˈɐ̃nʊ
sãos	sɐ̃ʊ̃ʃ
sé	sæ
sé	sˈɛ
séc	sˈɛk
século	sɛkulu
século	sˈɛkulʊ
séculos	sˈɛkulʊʃ
sédulo	sˈɛdʊlˌu
séfora	ʃˈefoɾɐ
sépia	sˈɛpjɐ
séquito	sˈɛkitʊ
sérgio	sˈɛɾəʒjʊ
séria	sˈɛɾjɐ
sérias	sˈɛɾjɐʃ
série	sˈɛrie
série	sˈɛɾjɨ
séries	sˈɛɾjes
séries	sˈɛɾjɨʃ
sério	sˈɛɾjʊ
sério	sˈɛɾɪʊ
sério?	sˈɛɾjʊ
sérios	sɛɾjɔʃ
sérios	sˈɛɾjʊʃ
sérvia	sɛɾvja
sérvia	sˈɛɾəvjɐ
sérvias	sˈɛɾəvjɐʃ
sérvio	sɛɾvjɔ
sérvio	sˈɛɾəvjʊ
sérvios	sˈɛɾəvjʊʃ
sésamo	sˈɛzɐmʊ
sétima	sˈɛtimɐ
sétimo	sˈɛtimʊ
sê	sˈe
sêmola	sɛmˈolɑ
sêneca	sɛnɛkɑ
sêneca	sˈenɨkɐ
sênior	sˈeniuɹ
sêxtuplo	sˈestuplʊ
sí	sˈi
sídnei	sˈidneɪ
sífilis	sˈifiliʃ
sílaba	sˈilɐbɐ
sílabas	sˈilɐbɐʃ
sílex	sileks
sílica	silika
sílica	sˈilikɐ
sílvio	sˈilvjˌu
sílvio	sˈɪʊvjʊ
símbolo	simbolo
símbolo	sˈimbulʊ
símbolos	sˈimbulʊʃ
símbolos	ʃˈimbʊlʊʃ
símil	sˈimjʊ
símile	similˈe
símile	sˈimilɨ
símiles	sˈimilɨʃ
símio	sˈimjʊ
síncope	sinkopi
síncope	sˈiŋkupɨ
síndica	sˈiŋdikɐ
síndico	sˈiŋdikʊ
síndicos	sˈiŋdikʊʃ
síndrome	sˈiŋdɹumɨ
síndromes	sˈiŋdɹumɨʃ
sínese	sjnezi
sínfise	sinfisi
sínodo	sˈinudʊ
sínodo	sˈinˈɔdo
síntese	sˈintɨzi
síntese	sˈiŋtɨzɨ
síria	sˈiɾjɐ
sírinx	ʃiːɾiŋs
sírio	sˈeɾjo
sírio	sˈiɾjo
sírio	sˈiɾjʊ
sírios	sˈiɾjʊʃ
sísifo	sizifo
sísifo	sˈizifʊ
sísmicas	sˈiʒmikɐʃ
sísmico	sˈiʒmikʊ
sísmicos	sˈiʒmikʊʃ
sístole	sistuli
sítio	sˈitjʊ
sítios	sˈitjʊʃ
só	sɔ
só	sɔː
só	sˈɔ
sóbria	sˈɔbrjɐ
sóbrio	sobrio
sóbrio	sˈɐbɹjʊ
sóbrio	sˈɔbrjʊ
sóbrios	sˈɔbrjʊʃ
sócia	sˈosjɐ
sócia	sˈɔsjɐ
sócias	sˈɔsjɐʃ
sócio	sɔsjʊ
sócio	sˈɔsjʊ
sócios	sˈɔsjʊʃ
sócrates	sˈɔkɹɐtɨʃ
sódico	sˈɔdʊkʊ
sódio	sˈodjʊ
sódio	sˈɔdjʊ
sódio	sˈɔdjˌum
sófia	sofja
sófia	sˈɔfjɐ
sófocles	sˈɔfuklɨʃ
sóis	sˈaɪz
sóis	sˈɔɪʃ
sólida	sɒlida
sólida	sˈɔlidɐ
sólidas	sˈɔlidɐʃ
sólido	solido
sólido	sˈɔlidʊ
sólidos	sˈɔlidʊʃ
sólito	sɔlitʊ
sólon	sˈɔluŋ
sórdida	sˈɔɾədidɐ
sórdido	sˈɔɹtidʊ
sórdido	sˈɔɾədidʊ
sória	sˈoɾjɐ
sós	sɔːs
sós	sˈɔʃ
sósia	sˈɔzjɐ
sósias	sˈɔzjɐʃ
sótão	sˈɔtɐ̃ʊ̃
sôfrega	sufrɨgɐ
sôfrego	sufrego
sôfrego	sˈofɹɨgʊ
sônego	sˈonɨgʊ
sônia	sˈonjɐ
sônico	sonjku
sôvero	soveɾo
súbita	sˈubitɐ
súbita	sˈubitˌa
súbitas	sˈubitɐʃ
súbito	sɔbitu
súbito	sˈubitʊ
súcia	sˈusjˈa
súcubo	sˈukubu
súdito	suːdʑitːu
súdito	sˈuditʊ
súditos	sˈuditʊʃ
súmula	simulˈa
súmula	sˈũmulɐ
súmulas	sˈũmulɐʃ
súplica	suplika
súplica	sˈuplikɐ
súplicas	suplikas
súplico	supliko
súsino	suzinʊ
t	tˈe
ta	tɐ
tab	tˈabɨ
taba	tˈab
taba	tˈabɐ
tabacal	tˌɐbakˈaʊ
tabacarana	nabˌɐkaɾˈɐ̃nɐ
tabacaria	tɐbˌɐkɐɾˈiɐ
tabacaria	tˌɐbɐkɐɾˈiɐ
tabaco	tˌɐbˈakʊ
tabacof	tˌɐbɐkˈof
tabacofobia	tabakofobie
tabacológico	tabakwlɔʒikɔ
tabaconista	tabakunist
tabacow	tˈabɐkˌaʊ
tabacudo	tˌɐbakˈudʊ
tabafeira	tɐbɐfˈeɪɾˌɐ
tabagista	tˌɐbaʒˈiʃtɐ
tabajara	tˌɐbɐʒˈaɾɐ
tabajaras	tˌɐbɐʒˈaɾɐʃ
tabajaras	tˌɐvɐʒˈaɾɐʒ
tabanagira	tɐbˈɐ̃nɐʒˈiɾɐ
tabanca	tɐbɐ̃nkɐ
tabapuá	tabapua
tabapuã	tˌɐbɐpwˈɐ̃
tabaque	tɑbaːk
tabaqueação	tˌɐbɐkɪɐsˈɐ̃ʊ̃
tabaqueirento	tˌɐbɐkˈeɪɾˌeɪŋtˌu
tabaquismo	tˌɐbɐkˈismʊ
tabaquista	tˌɐbɐkˈiʃtɐ
tabardilho	tˌɐbɐɾədˈiʎw
tabardo	kɐbˈaɾədʊ
tabardão	tˌɐbɐɾədˈɐ̃w
tabaroa	taːdaːɾua
tabaroa	tɐbɐɾˈuɐ
tabaré	tˌɐbɐɾˈɛ
tabasco	tˌɐbˈaʃkʊ
tabatinga	tˌɐbɐtˈiŋgɐ
tabaxir	tˌɐbɐʃˈiɹ
tabebuia	tabɛbujja
tabeca	tˌɐbˈɛkɐ
tabeel	t̪ɐbeeʊ
tabefe	tˌɐbˈɛfɨ
tabeira	tˈabˈeɪɾɐ
tabela	tˌɐbˈɛlɐ
tabelado	tˌɐbɨlˈadʊ
tabelados	tˌɐbɨlˈadʊʃ
tabelamento	abelamɛn̪t̪o
tabelamento	tˌɐbɨlɐmˈeɪŋtʊ
tabelando	tˌɐbɨlˈɐ̃ŋdʊ
tabelar	tˌɐbɨlˈaɹ
tabelas	tˌɐbˈɛlɐʃ
tabeliado	tˌɐbˌiliˈadʊ
tabelinha	tˌɐbɨlˈiɲɐ
tabelionado	tˌɐbɨlˌiunˈadw
tabelionato	tabɨljɔnˈat
tabelionesco	tɐbɨlˈioŋɨʃkʊ
tabelização	tˌɐbɨlˌizɐsˈɐ̃ʊ̃
tabelião	tabeliˈɐ̃ʊ̃
tabelião	tˌɐbɨliˈɐ̃ʊ̃
tabelião	tˌɐbɨljˈɐ̃ʊ̃
tabelou	tˌɐbɨlˈow
tabelão	tˌɐbɨlˈɐ̃ʊ̃
taberna	tabɛrna
tabernal	tˌɐbeɾənˈɑl
tabernas	tˌɐbˈɛɾənɐʃ
taberneiro	tabɛɣnejɾu
tabernola	tˌɐbɨɾˈnɔlɐ
tabernáculo	tabɛrnaːkulu
tabernário	tˌɐbɨɾɨnˈaɾjʊ
tabernória	tˌɐbɨɾənˈɔɹɪɐ
tabernório	tˌɐbeɾənˈɔɾjʊ
tabes	tabiz
tabescente	tˌɐbɨsˈeɪŋtˌe
tabiago	tˌɐbiˈagʊ
tabibuia	tˌɐbibˈuɪɐ
tabicada	tˌɐbikˈaɾɐ
tabicado	tˌɐpikˈadʊ
tabijara	tɐbixɐɾa
tabio	tɐbˈiʊ
tabira	tabira
tabira	tˌɐbˈiɾɐ
tabla	kabla
tabla	tˈablɐ
tablado	aːblˈadʊ
tablado	tˌɐblˈadʊ
tablados	tˌɐblˈadʊʃ
tablatura	tablɐtˈuːrɐ
table	tˈablɨ
tablet	tˈablet
tablete	tablɛtɕ
tablete	tˌɐblˈɛtɨ
tabletes	tˌɐblˈɛtɨʃ
tablets	tˈablets
tablilha	taːblilja
tablita	tˌɐblˈitɐ
tablitas	tˌɐblˈitɐʃ
tablóide	tˌɐblˈɔɪdɨ
tablóides	tˌɐblˈɔɪdɨʃ
taboa	tɐbɔ
taboeira	tˌɐbˈõɪɾɐ
taboqueador	tˌɐbˈɔkˈadˈoɹ
taboquinha	tɐbˌukˈɪɲɐ
tabor	tɐbˈoɹ
taborda	tˌɐbˈɔɾədɐ
tabosense	tˌɐbˈozˈeɪŋsj
taboão	tˌɐbuˈɐ̃ʊ̃
tabu	tɐbˈu
tabua	tɐbˈowːɐ
tabuada	tˌɐbuˈadɐ
tabual	tabuau
tabucchi	tˌɐbuʃˈi
tabueira	tɐbwˈeɪɾʊ
tabuinha	tˈabˈuɪɲɐ
tabulador	tˌɐbulˈɐdˈoɾ
tabulageiro	tˌɐbulɐʒˈeɪɾʊ
tabular	tˌɐbulˈaɹ
tabulação	tˌɐbulɐsˈɐ̃ʊ̃
tabuleiro	tɐbˈulejɾʊ
tabuleiro	tˌɐbulˈeɪɾʊ
tabuleiro	tˌɐbulˈeɪʎʊ
tabuleiros	tˌɐbulˈeɪɾʊʃ
tabuleta	tˌɐbulˈɛtɐ
tabulão	tɐbulˈɐ̃ʊ̃
tabus	tɐbˈuʃ
tabío	tˌɐbˈiʊ
taca	tˈakɐ
tacacá	tɑkaka
tacacá	tɑkakɑ
tacada	tˌɐkˈadɐ
tacadas	tˌɐkˈadɐʃ
tacaimbó	tˈakɐ̃ˈeɪŋbˈɔ
tacanha	tˌɐkˈɐnˌɐ
tacanho	tˌɐkˈɐ̃ɲʊ
tacape	taːdkaːpi
tacaratu	takaratu
tacaratuense	tˈakɐɹatuˈeɪŋsj
tacasey	tˌɐkɐzˈeɪ
tacha	tˈaʃɐ
tachado	tˌɐʃˈadʊ
tachar	tɐʃˈaɹ
tachas	tˈaʃɐʃ
tachear	tˌɐʃiˈaɹ
tachismo	tˌɐʃˈizmˌu
tacho	tɑʃu
tacho	tˈaʃʊ
tachã	taʃa
taciana	tˌɐsiˈɐ̃nɐ
taciba	tˌɐsˈibɐ
taco	tˈakʊ
tacos	tˈakʊʃ
tacrina	takrʲena
tacto	tɑkto
tacuba	tˌɐkˈubɐ
tacuru	takuru
tacuruense	tˌɐkuɾˈueɪŋsɨ
tacômetro	takometro
tad	tˈad
tadashi	tˌɐdɐʒˈi
taddei	tɐdˈeɪ
tadeo	t̪að̞eu
tadeu	dˈadeʊ
tadeu	tɐdˈeʊ
tadeusz	tɐdˈeʊʒʃ
tadinha	tadɪnˌhɐ
tadita	tadˈiʒtɐ
tadjiquistão	tˌɐdʒikiʃtˈɐ̃ʊ̃
tadorna	tadoˈxna
tae	tˈaɨ
taeira	tˈaiɪɾɨ
taekwondo	tˌɐɨkwˈoŋdʊ
tael	tɐ̝l
taelo	tajlw
tafecira	tɐfɨsˈiɾɐ
tafeiro	tasfeiɾo
tafetá	tafet̪a
tafetá	tˌɐfɨtˈa
taffarel	tˌɐfɐɾˈɛl
tafiano	tafjˈanˈʊ
tafiá	tafja
tafofobia	tafofobie
tafrina	tˈafrˈiːnˈa
taft	tˈaft
tafularia	tˌɐfulˌɐɾˈiɐ
tafuleira	tˌɐfˌulˈeɪɾˈɐ
tafulhar	tˌɐfuʎˈiɐɹ
tafulhice	tˌɐfuʎˈiʃɨ
tafulo	tafˈulu
tafulona	afwlona
tafulão	tɐfulˈɐ̃ʊ̃
tag	tˈag
tagal	tagau
tagantada	tˈagˌɐ̃ŋtˈadɐ
tagantar	tˈˌɐ̃gɐ̃ŋtˈaɹ
tagante	tagˈɐ̃nˈtɨ
tagantear	tˌɐgˈɐ̃ŋtˌiɐ
tagarela	tɐɐgˈaɾˈɛlɐ
tagarela	tˌɐgɐɾˈɛlɐ
tagarelando	tˌɐʒˌɐɾɨlˈɐ̃ŋdw
tagarelar	ˌɐgɐɾɨlˈaɹ
tagarelo	tagarelu
tagarelo	tɐgɐɾˈɛlˌɐ
tagarote	tˌɐgɐɾˈɔt
tagaste	dɐgˈaʃtɨ
tagliaferri	tˌɐgliˌɐfɨʁˈi
tagmema	tagɛmema
taguatinga	tˌɐgwɐtˈiŋgɐ
taguaúva	tagwauva
tahiti	tˌɐitˈi
tai	daj
tai	tˈaɪ
taiaçu	tajˈasˈo
taiaçuba	tajesuba
taiaçuense	dˈaɪɐsʊˌeɪŋsj
taibo	tɐˈibw
taibu	tabu
taibura	tˌɐɪbˈuɾɐ
taifa	tˈaɪf
taifeiro	tˈaɪfˌeɪɾˌu
taifoada	tajflɐdɐ
taigete	taiʒetːi
taiguara	tˈaɪgwˌɐɾˈɐ
tailandeses	tˌaɪlɐ̃ŋdˈezɨs
tailandês	tˌaɪlɐ̃ŋdˈeʃ
tailleur	tˌɐilɨˈuɹ
tailleurs	tˌɐilɨˈuɾəʃ
tailândia	tˌaɪlˈɐ̃ŋdjɐ
taimado	tɐimadɔ
taimbé	tajmbɛ
taine	daini
tainha	tˌɐˈiɲɐ
tainhas	taiɲas
tainheiro	tãjɲeiro
tainhota	tˈaˌiɲˈoːtˌɐ
taino	tajnɔ
taiobal	tajˈoːbɑl
taiobeiras	tɐ̃jʊbeiɾas
taioense	tˈaɪuˌeɪŋsj
taipa	taip
taipa	tˈaɪpɐ
taipamento	lˌɐipˌɐmˈeɪŋtʊ
taipar	tɐipɐɐx
taipei	paɪpeɪ
taipeira	aipeiɾa
taipitanga	ˈvaɪpˌitˈɐ̃ŋgɐ
taipuru	tˈaɪpˈuɾʊ
taipé	taɪpˈɛ
tairaboia	ai̯raboːja
tais	tˈaɪʃ
taison	tɐisʊ
taita	ajta
taiti	taɪtˈi
taito	tɐˈitʊ
taiturno	tɐɪtˈuɾnʊ
taiwan	tajwan
taiwan	taɪwˈɐ̃ŋ
taixi	tˈaɪʃ
taió	tajo
taiúra	tajuɾa
taj	tˈaʒ
tajabemba	tˈaʒˈabˈeɪŋbɐ
tajapurá	taʒapura
tajaçu	tˌɐʒˈaʃʊ
tajo	sˈaʒʊ
tajra	tˈaʒɹɐ
tajuba	tˌaʒubˈa
tajujá	tˈaʒyʒˈa
tajurás	tˌɐʒuɾˈaʃ
tajuva	taʒova
tak	tˈak
takahashi	tˌɐkɐɐʒˈi
takashi	tˌɐkɐʒˈi
takayama	tˌɐkaɪˈɐ̃mɐ
takayuki	tˌɐkaɪukˈi
take	tˈakɨ
takemura	tˌɐkɨmˈuɾɐ
takes	tˈakɨʃ
takeshi	tˌɐkɨʒˈi
takla	tˈaklɐ
taks	tˈakʃ
takser	tɐksˈɛɹ
tal	tau
tal	tˈɑl
tala	ala
tala	tˈalɐ
talabartaria	tˈɐlɐbˌɐɾətɐɾˈiɐ
talabarteria	tˌɐlɐmˌɐɾətɨɾˈiɐ
talaga	tɑlɑgɑ
talagarça	tˌɐlɐgˈaɾəsɐ
talagoia	taːlagoja
talagrepo	dalagrɛpˈo
talalgia	tˌɐlˈaʊʒjɐ
talamifloras	taːlamiːflˈoras
talamita	alamita
talamocelo	tˌɐlɐmˌusˈelʊ
talapão	tˌɐlɐpˈɐ̃ʊ̃
talapõe	tˌɐlɐpˈõj
talar	taːla
talaricagem	tˌɐʎɐɾikˈaʒˌeɪŋ
talarico	tˌɐlɐɾˈikʊ
talassiarca	tˈalasiˈaɾkˌɐ
talassita	talɑsita
talassobionte	tˌɐlˈasˌubjˈɔ̃ntɨ
talassográfico	tˌɐlɐsˈugɹˈafikˌʊ
talassosférico	tˈalˈasʊʃfˈɛɾikʊ
talassêmico	kˌɐlɐsˈemɪkˌu
talaveira	tɐlaveiɾe
talaveirada	tɐ̃lɐ̃veiɾadɐ
talavera	tˌɐlɐvˈeɾɐ
talaço	tɐlˈas
talbott	tˌɑlbˈot
talco	tau̯ku
talco	taɫkɔ
talco	tˈɑlkʊ
talcoxisto	takoksistu
tale	tˈalɨ
talent	tɐlˈeɪŋt
talento	tɐlˈeɪŋtʊ
talento	tˌɐlˈeɪŋtʊ
talentos	tˌɐlˈeɪŋtʊʃ
talentosa	tˌɐleɪŋtˈɔzɐ
talentoso	tˌɐleɪŋtˈozʊ
talentosos	tˌɐleɪŋtˈɔzʊʃ
tales	tˈalɨʃ
talha	tˈaʎɐ
talhada	taːˈnˈadːa
talhada	tˌɐʎˈadɐ
talhadeira	tˌaʎˌɐdˈeɪɾɐ
talhadiço	tˈaʎɐdˈisʊ
talhado	baʎˈadʊ
talhado	tˌɐʎˈadʊ
talhar	tɐʎˈaɹ
talharim	tˌɐʎɐɾˈiŋ
talher	tɐʎˈɛɹ
talheres	tɐʎˈɛɾiʒ
talheres	tˌɐʎˈɛɾɨʃ
talia	tˌɐlˈiɐ
taliba	tˌɐlˈibɐ
talibãs	tˌɐlibˈɐ̃ʃ
talictro	taliktro
talidomida	tˌɐlidumˈidɐ
talionar	tˌaljonˈaɹ
talionato	tˌɐʎunˈatʊ
talisca	t̪aljska
talismânico	talizmanːɪkːu
talismã	tˌɐliʒmˈɐ̃
talita	taliːtˈ
talita	tˌɐlˈitɐ
talita	t̪alit̪a
taliáceo	tˌɐliˈasjʊ
taliáceos	tˌɐliˈasjʊʒ
talião	tˌɐliˈɐ̃ʊ
talk	tˌɑlk
talkie	tˌɑlkˈiɨ
talking	tˈɔːkɪŋ
tall	tˈal
tallinn	tɐlˈiŋn
talma	tˈɑlmɐ
talmai	ta˨˩w˧hmai˧
talmo	tˈɑlmʊ
talmuda	tau̯muda
talmudista	taːlmudzistɐ
talo	tɐlˈom
talo	tˈalʊ
talocloro	tɑlkloɾu
talocrural	tɐlˈɔkɹˌuɾˈɑl
talocrural	tɐlˈɔkɾˈuɾɑl
taloeira	tɐlɔiɾa
talonavicular	tɐlˈonafikulaɹ
talonavicular	t̪alonavikulaɾ
talos	talʊs
talos	tˈalʊʃ
talpa	tau̯pa
taludamento	tˌɐludɐmˈeɪŋtʊ
taludar	tˌaʎudˈaɾ
taludo	tˌɐlˈudʊ
taludão	tɐludˈɐ̃ʊ̃
talvegue	tˌɑlvˈɛgˌi
talves	tˈɑlvˈeʃ
talvez	talvis
talvez	tɑlvˈeʒ
talvez	tˈɑlvˈeʒ
talvez	tˌɑlvˈeʃ
találgico	tˈalˈaʊʒikʊ
talâmico	tɐlˈɐ̃mjkˈ
talão	tɐlˈɐ̃ʊ̃
talófitas	t̪alofit̪as
talões	tɐlˈõjʃ
tam	taŋ
tam	tˈɐ̃ʊ̃
tamacarica	tɐmˌakˌɐɾˈikˌɐ
tamal	tɐmˌɐ̃ʊ
tamancada	tɐmɐ̃ŋkˈadɐ
tamancar	tɐmɐ̃ŋkaːʁ
tamancaria	tˌɐmɐ̃ŋkɐɾˈiɐ
tamancas	tɐmˈɐ̃ŋkɐʃ
tamanco	tɐmˈɐ̃ŋkʊ
tamancos	tɐmɐ̃ŋkʊʒ
tamancos	tɐmˈɐ̃ŋkʊʃ
tamancudo	tɐmɐ̃ŋkˈuðʊ
tamancão	tɐmɐ̃ŋkˈɐ̃w
tamandaré	tɐmˌɐ̃ŋdɐɾˈɛ
tamanduateí	tɐmˌɐ̃ŋduˌɐtɨˈi
tamanduá	tɐmɐ̃ŋdwˈa
tamanduá	tɐmˈɐ̃ŋdʊɐ
tamanduá	tɐmˈɐ̃ŋdʊˈaɹ
tamanduás	tɐmɐ̃ŋdwˈaʃ
tamanha	tɐmɐ̃ɲːɐ
tamanha	tɐmˈɐ̃ɲɐ
tamanhas	tamɐɲɨs
tamanho	tamɐnˈho
tamanho	tamɑjʊ
tamanho	tɐmˈɐ̃ɲʊ
tamanhos	tɐmˈɐ̃ɲʊʃ
tamanhos	tɐmˈɐ̃ɲʊʒ
tamaninho	tamanjnjw
tamanini	tɐmɐninˈi
tamanita	tamanʲeta
tamar	tɐmˈaɹ
tamara	tamara
tamara	tɐmˈaɾɐ
tamaraense	tɐmɐɹaːiŋsj
tamarana	tɐmɐɾəɐnɐ
tamaratana	tamarɐtɐnˈa
tamareira	kɐmɐɾeɪɾa
tamarez	tɐmˈaɾʃ
tamarga	tɐmˈaːrdˌɐ
