aakkonen	ˈɑɑkkonen
selkäsairas	ˈselkæˌsɑirɑs
selkäsairaus	ˈselkæˌsɑirɑus
selkäsärky	ˈselkæˌsærky
selkäsauna	ˈselkæˌsɑunɑ
selkä	ˈselkæ
selkäsiima	ˈselkæˌsiimɑ
selkäsuoni	ˈselkæˌsuoni
selkäuinti	ˈselkæˌuinti
selkävaivainen	ˈselkæˌvɑivɑinen
selkävaiva	ˈselkæˌvɑivɑ
selkävammainen	ˈselkævɑmˌmɑinen
selkävamma	ˈselkæˌvɑmmɑ
selkävesi	ˈselkæˌvesi
selkävikainen	ˈselkæviˌkɑinen
selkävika	ˈselkæˌvikɑ
selkävoitto	ˈselkæˌvoitto
selkäydinhermo	ˈselkæyˌdinhermo
selkäydinkalvo	ˈselkæyˌdinkɑlvo
selkäydinkanava	ˈselkæyˌdinkɑˌnɑvɑ
selkäydinneste	ˈselkæyˌdinneste
selkäydinpunktio	ˈselkæyˌdinpunkˌtio
selkäydinpuudutus	ˈselkæydinˌpuudutus
selkäydin	ˈselkæydin
selkäydinvammainen	ˈselkæyˌdinvɑmˌmɑinen
selkäydinvamma	ˈselkæyˌdinvɑmmɑ
selkeäpiirteinen	ˈselkeæˌpiirteinen
selkeä	ˈselkeæ
selkeästi	ˈselkeˌæsti
selkeennyttää	ˈselkeenˌnyttææ
selkeentyä	ˈselkeenˌtyæ
selkeys	ˈselkeys
selkeytin	ˈselkeytin
selkeyttää	ˈselkeˌyttææ
selkeytyä	ˈselkeyˌtyæ
selkeytymätön	ˈselkeyˌtymætøn
selkeytysallas	ˈselkeytyˌsɑllɑs
selkeytys	ˈselkeytys
selkiinnyttää	ˈselkiinˌnyttææ
selkiintyä	ˈselkiinˌtyæ
selkis	ˈselkis
selkiyttää	ˈselkiˌyttææ
selkiytyä	ˈselkiyˌtyæ
selkiytymätön	ˈselkiyˌtymætøn
selkiytys	ˈselkiytys
selkkaus	ˈselkkɑus
selkokielinen	ˈselkoˌkielinen
selkokieli	ˈselkoˌkieli
selkokirjallisuus	ˈselkoˌkirjɑlˌlisuus
selkokirja	ˈselkoˌkirjɑ
selkolehti	ˈselkoˌlehti
selkonen	ˈselkonen
selkopainos	ˈselkoˌpɑinos
selkoselällään	ˈselkoseˌlællææn
selkoselälleen	ˈselkoseˌlælleen
selko	ˈselko
selkosen	ˈselkosen
selkoteksti	ˈselkoˌteksti
sellainen	ˈsellɑinen
sellakka	ˈsellɑkkɑ
sellerikaali	ˈselleriˌkɑɑli
selleripihvi	ˈselleriˌpihvi
selleri	ˈselleri
sellerisuola	ˈselleriˌsuolɑ
selli	ˈselli
sellistinen	ˈsellisˌtinen
sellisti	ˈsellisti
sellitoveri	ˈselliˌtoveri
sellofaani	ˈselloˌfɑɑni
sellokappale	ˈselloˌkɑppɑle
sellokonsertti	ˈselloˌkonsertti
sellokonsertto	ˈselloˌkonsertto
sellonsoittaja	ˈsellonˌsoittɑjɑ
sellonsoitto	ˈsellonˌsoitto
sellosävellys	ˈsellosæˌvellys
sello	ˈsello
sellosonaatti	ˈsellosoˌnɑɑtti
sellotaiteilija	ˈselloˌtɑiteiˌlijɑ
sellukattila	ˈselluˌkɑttilɑ
selluliitti	ˈselluˌliitti
selluloidi	ˈselluˌloidi
selluloosakalvo	ˈselluˌloosɑˌkɑlvo
selluloosakelmu	ˈselluˌloosɑˌkelmu
selluloosakuitu	ˈselluˌloosɑˌkuitu
selluloosalakka	ˈselluˌloosɑˌlɑkkɑ
selluloosamuovi	ˈselluˌloosɑˌmuovi
selluloosamuuntokuitu	ˈselluˌloosɑˌmuuntoˌkuitu
selluloosa	ˈselluˌloosɑ
selluloosavanu	ˈselluˌloosɑˌvɑnu
sellunkeitto	ˈsellunˌkeitto
sellupaperi	ˈselluˌpɑperi
sellu	ˈsellu
sellutehdas	ˈselluˌtehdɑs
selluteollisuus	ˈselluteˌollisuus
selluvanu	ˈselluˌvɑnu
selluvilla	ˈselluˌvillɑ
selonteko	ˈselonˌteko
selostaa	ˈselostɑɑ
selostaja	ˈselosˌtɑjɑ
selostamo	ˈselosˌtɑmo
seloste	ˈseloste
selostus	ˈselostus
selstoffi	ˈselstoffi
selus	ˈselus
selusta	ˈselustɑ
selustatuki	ˈselusˌtɑtuki
selustayhteys	ˈselustɑˌyhteys
selustin	ˈselustin
selväjärkinen	ˈselvæˌjærkinen
selväkielinen	ˈselvæˌkielinen
selväkieli	ˈselvæˌkieli
selväkielisesti	ˈselvæˌkieliˌsesti
selvänäkijä	ˈselvæˌnækijæ
selvänäköinen	ˈselvænæˌkøinen
selvänäköisesti	ˈselvænæˌkøisesti
selvänäköisyys	ˈselvænæˌkøisyys
selvänäkö	ˈselvæˌnækø
selväpäinen	ˈselvæˌpæinen
selväpiirteinen	ˈselvæˌpiirteinen
selväpiirteisesti	ˈselvæˌpiirteiˌsesti
selväpiirteisyys	ˈselvæˌpiirteisyys
selväpuheinen	ˈselvæpuˌheinen
selvärajainen	ˈselværɑˌjɑinen
selvärakenteinen	ˈselværɑˌkenteinen
selväsanainen	ˈselvæsɑˌnɑinen
selväsanaisesti	ˈselvæsɑˌnɑisesti
selvä	ˈselvæ
selvästi	ˈselvæsti
selvätä	ˈselvætæ
selvennös	ˈselvennøs
selvennys	ˈselvennys
selventää	ˈselventææ
selventyä	ˈselvenˌtyæ
selvetä	ˈselvetæ
selviämisasema	ˈselviˌæmiˌsɑsemɑ
selviämistila	ˈselviæˌmistilɑ
selvillä	ˈselvillæ
selvilleotto	ˈselvilleˌotto
selvillesaanti	ˈselvilleˌsɑɑnti
selville	ˈselville
selviö	ˈselviø
selvitä	ˈselvitæ
selvitellä	ˈselviˌtellæ
selvittää	ˈselvittææ
selvittäjä	ˈselvitˌtæjæ
selvittämätön	ˈselvitˌtæmætøn
selvittely	ˈselvitˌtely
selvitysmies	ˈselviˌtysmies
selvitys	ˈselvitys
selvitystila	ˈselviˌtystilɑ
selvityttää	ˈselviˌtyttææ
selviytyä	ˈselviyˌtyæ
selviytyjä	ˈselviyˌtyjæ
selvyys	ˈselvyys
selys	ˈselys
semafori	ˈsemɑˌfori
semantiikka	ˈsemɑnˌtiikkɑ
semanttinen	ˈsemɑntˌtinen
sembramänty	ˈsembrɑˌmænty
sembra	ˈsembrɑ
sementoida	ˈsemenˌtoidɑ
sementointi	ˈsemenˌtointi
sementtilaasti	ˈsementtiˌlɑɑsti
sementtilattia	ˈsementtiˌlɑttiɑ
sementtisäkki	ˈsementtiˌsækki
sementti	ˈsementti
sementtitehdas	ˈsementtiˌtehdɑs
sementtivalimo	ˈsementˌtivɑˌlimo
semifinaaliottelu	ˈsemifiˌnɑɑliˌottelu
semifinaali	ˈsemifiˌnɑɑli
semifinalisti	ˈsemiˌfinɑˌlisti
seminaariesitelmä	ˈsemiˌnɑɑriesiˌtelmæ
seminaariharjoitus	ˈsemiˌnɑɑrihɑrˌjoitus
seminaarilainen	ˈsemiˌnɑɑriˌlɑinen
seminaari	ˈsemiˌnɑɑri
seminaarityö	ˈsemiˌnɑɑrityø
seminologi	ˈsemiˌnologi
semiootikko	ˈsemiˌootikko
semioottinen	ˈsemiˌoottinen
semiotiikka	ˈsemioˌtiikkɑ
semi	ˈsemi
semminkään	ˈsemminkææn
semminkin	ˈsemminkin
semmoinen	ˈsemmoinen
senaatti	ˈsenɑɑtti
senaattori	ˈsenɑɑtˌtori
senaikainen	ˈsenɑiˌkɑinen
senaikuinen	ˈsenɑiˌkuinen
senhetkinen	ˈsenhetˌkinen
seniili	ˈseniili
seniiliys	ˈseniiˌliys
seniliteetti	ˈseniliˌteetti
seniori	ˈseniˌori
senior	ˈsenior
senkaltainen	ˈsenkɑlˌtɑinen
senkin	ˈsenkin
senkka	ˈsenkkɑ
senkki	ˈsenkki
senlaatuinen	ˈsenlɑɑˌtuinen
senluonteinen	ˈsenluonˌteinen
senniminen	ˈsenniˌminen
senpäiväinen	ˈsenpæiˌvæinen
sensaatioartikkeli	ˈsensɑɑˌtioˌɑrtikˌkeli
sensaatioelokuva	ˈsensɑɑˌtioˌeloˌkuvɑ
sensaatiohakuinen	ˈsensɑɑˌtiohɑˌkuinen
sensaatiojuttu	ˈsensɑɑˌtioˌjuttu
sensaatiokirja	ˈsensɑɑˌtioˌkirjɑ
sensaatiolehti	ˈsensɑɑˌtioˌlehti
sensaatiomainen	ˈsensɑɑˌtioˌmɑinen
sensaationhalu	ˈsensɑɑtiˌonhɑlu
sensaationnälkäinen	ˈsensɑɑtiˌonnælˌkæinen
sensaationnälkä	ˈsensɑɑtiˌonnælkæ
sensaatio	ˈsensɑɑˌtio
sensaatiouutinen	ˈsensɑɑˌtioˌuutinen
sen	sen
sensitiivinen	ˈsensiˌtiivinen
sensitiivisesti	ˈsensiˌtiiviˌsesti
sensitiivisyys	ˈsensiˌtiivisyys
sensorinen	ˈsensoˌrinen
sensori	ˈsensori
senssipalsta	ˈsenssiˌpɑlstɑ
senssipuhelin	ˈsenssiˌpuhelin
senssit	ˈsenssit
sensuaalinen	ˈsensuˌɑɑlinen
sensuaalisuus	ˈsensuˌɑɑlisuus
sensualismi	ˈsensuɑˌlismi
sensuelli	ˈsensuˌelli
sensuroida	ˈsensuˌroidɑ
sensuroimaton	ˈsensuˌroimɑton
sensurointi	ˈsensuˌrointi
sensuuri	ˈsensuuri
sentään	ˈsentææn
sentapainen	ˈsentɑˌpɑinen
sentata	ˈsentɑtɑ
sentimentaalinen	ˈsentimenˌtɑɑlinen
sentimentaali	ˈsentimenˌtɑɑli
sentimentaalisesti	ˈsentimenˌtɑɑliˌsesti
sentimentaalisuus	ˈsentimenˌtɑɑlisuus
sentraalisantra	ˈsentrɑɑliˌsɑntrɑ
sentralismi	ˈsentrɑˌlismi
sentralisoida	ˈsentrɑliˌsoidɑ
sentralisointi	ˈsentrɑliˌsointi
sentrifugi	ˈsentriˌfugi
sentrifugoida	ˈsentrifuˌgoidɑ
senttari	ˈsenttɑri
senttaus	ˈsenttɑus
sentteri	ˈsentteri
senttilitra	ˈsenttiˌlitrɑ
senttimetriaallot	ˈsenttiˌmetriˌɑɑllot
senttimetrimitoitus	ˈsenttiˌmetrimiˌtoitus
senttimetri	ˈsenttiˌmetri
sentti	ˈsentti
senturia	ˈsentuˌriɑ
senturio	ˈsentuˌrio
senvertainen	ˈsenverˌtɑinen
seoslannoite	ˈseoslɑnˌnoite
seos	ˈseos
seossuhde	ˈseosˌsuhde
seostaa	ˈseostɑɑ
seosteräs	ˈseosˌteræs
seoste	ˈseoste
seostus	ˈseostus
seosvilja	ˈseosˌviljɑ
seota	ˈseotɑ
sepalus	ˈsepɑlus
separaattori	ˈsepɑˌrɑɑttori
separatismi	ˈsepɑrɑˌtismi
separatistinen	ˈsepɑrɑˌtistinen
separatisti	ˈsepɑrɑˌtisti
separatistisesti	ˈsepɑrɑˌtistiˌsesti
separatistisuus	ˈsepɑrɑˌtistisuus
separoida	ˈsepɑˌroidɑ
separointi	ˈsepɑˌrointi
sepelialusta	ˈsepeˌliɑˌlustɑ
sepelikerros	ˈsepeliˌkerros
sepelikivi	ˈsepeˌlikivi
sepelikkö	ˈsepeˌlikkø
sepelimurska	ˈsepeliˌmurskɑ
sepelimylly	ˈsepeliˌmylly
sepelipäällyste	ˈsepeliˌpæællyste
sepeli	ˈsepeli
sepelitie	ˈsepeˌlitie
sepelkyyhky	ˈsepelˌkyyhky
sepellys	ˈsepellys
sepelöidä	ˈsepeˌløidæ
sepelöinti	ˈsepeˌløinti
sepelvaltimo	ˈsepelˌvɑltimo
sepelvaltimotauti	ˈsepelˌvɑltimoˌtɑuti
sepelvaltimotukos	ˈsepelˌvɑltiˌmotukos
sepitellä	ˈsepiˌtellæ
sepitelmä	ˈsepiˌtelmæ
sepite	ˈsepite
sepittää	ˈsepittææ
sepittäjä	ˈsepitˌtæjæ
sepitteellinen	ˈsepitˌteellinen
sepitteinen	ˈsepitˌteinen
sepittely	ˈsepitˌtely
sepitys	ˈsepitys
sepiväpeippi	ˈsepivæˌpeippi
sepivä	ˈsepivæ
seppä	ˈseppæ
seppeleenlasku	ˈseppeˌleenlɑsku
seppeleensitojaiset	ˈseppeˌleensitoˌjɑiset
seppeleensitojatar	ˈseppeˌleensiˌtojɑtɑr
seppelenauha	ˈseppeleˌnɑuhɑ
seppelepäinen	ˈseppeleˌpæinen
seppele	ˈseppele
seppelöidä	ˈseppeˌløidæ
seppelöinti	ˈseppeˌløinti
seppel	ˈseppel
seppeltenlasku	ˈseppelˌtenlɑsku
sepposen	ˈsepposen
seppo	ˈseppo
sepsis	ˈsepsis
septetti	ˈseptetti
septetto	ˈseptetto
septimi	ˈseptimi
septinen	ˈseptinen
sepustaa	ˈsepustɑɑ
sepustus	ˈsepustus
serbetti	ˈserbetti
serbialainen	ˈserbiɑˌlɑinen
serbiamontenegrolainen	ˈserbiɑˌmonteˌnegroˌlɑinen
serbi	ˈserbi
serbokroaatti	ˈserbokroˌɑɑtti
serbokroatian	ˈserboˌkroɑˌtiɑn
seremoniaalinen	ˈsereˌmoniˌɑɑlinen
seremoniallinen	ˈsereˌmoniˌɑllinen
seremoniallisesti	ˈsereˌmoniˌɑlliˌsesti
seremoniallisuus	ˈsereˌmoniˌɑllisuus
seremoniamestari	ˈsereˌmoniɑˌmestɑri
seremonia	ˈsereˌmoniɑ
serenadi	ˈsereˌnɑdi
seriffi	ˈseriffi
serigrafia	ˈseriˌgrɑfiɑ
seripaino	ˈseriˌpɑino
serkkupoika	ˈserkkuˌpoikɑ
serkku	ˈserkku
serkkutyttö	ˈserkkuˌtyttø
serkkuus	ˈserkkuus
serkusavioliitto	ˈserkuˌsɑvioˌliitto
serkus	ˈserkus
sermi	ˈsermi
serologia	ˈseroˌlogiɑ
serologinen	ˈseroˌloginen
serologi	ˈseroˌlogi
serotoniini	ˈserotoˌniini
serpentiini	ˈserpenˌtiini
serpentiinitie	ˈserpenˌtiinitie
serri	ˈserri
sertifikaatti	ˈsertifiˌkɑɑtti
sertifioida	ˈsertifiˌoidɑ
sertifiointi	ˈsertifiˌointi
sertinki	ˈsertinki
serveerata	ˈserveeˌrɑtɑ
servelaati	ˈserveˌlɑɑti
serveri	ˈserveri
servietti	ˈservietti
serviisi	ˈserviisi
servomoottori	ˈservoˌmoottori
servo	ˈservo
servotekniikka	ˈservotekˌniikkɑ
se	se
seslonki	ˈseslonki
sesonkiluonteinen	ˈsesonkiˌluonteinen
sesonkiluonteisesti	ˈsesonkiˌluonteiˌsesti
sesonkiluonteisuus	ˈsesonkiˌluonteisuus
sesonkimyynti	ˈsesonkiˌmyynti
sesonki	ˈsesonki
sesonkitavara	ˈsesonˌkitɑˌvɑrɑ
sesonkivaihtelu	ˈsesonkiˌvɑihtelu
session	ˈseson
sessio	ˈsessio
sestoa	ˈsestoɑ
sesuura	ˈsesuurɑ
setämäinen	ˈsetæˌmæinen
setämäisesti	ˈsetæˌmæisesti
setämäisyys	ˈsetæˌmæisyys
setä	ˈsetæ
seteliautomaatti	ˈseteliˌɑutoˌmɑɑtti
setelikurssi	ˈseteliˌkurssi
setelinanto	ˈseteliˌnɑnto
setelinippu	ˈseteliˌnippu
setelinkate	ˈseteˌlinkɑte
setelinväärennys	ˈsetelinˌvæærennys
setelinväärentäjä	ˈsetelinˌvæærenˌtæjæ
setelipaino	ˈseteliˌpɑino
setelipankki	ˈseteliˌpɑnkki
setelipaperi	ˈseteˌlipɑˌperi
seteliraha	ˈseteˌlirɑhɑ
setelirahoitus	ˈseteˌlirɑˌhoitus
seteli	ˈseteli
setelistö	ˈseteˌlistø
setlementtiliike	ˈsetleˌmenttiˌliike
setlementti	ˈsetleˌmentti
setlementtityö	ˈsetleˌmenttityø
setriöljy	ˈsetriˌøljy
setripuu	ˈsetripuu
setri	ˈsetri
set	set
setsuuri	ˈsetsuuri
setteri	ˈsetteri
setti	ˈsetti
setviä	ˈsetviæ
setvintä	ˈsetvintæ
seuduilla	ˈseuduillɑ
seudulla	ˈseudullɑ
seudullinen	ˈseudulˌlinen
seudullisesti	ˈseudulliˌsesti
seulaluu	ˈseulɑluu
seula	ˈseulɑ
seuloa	ˈseuloɑ
seulonta	ˈseulontɑ
seulontatutkimus	ˈseulontɑˌtutkimus
seulos	ˈseulos
seuloutua	ˈseulouˌtuɑ
seuraaja	ˈseurɑɑjɑ
seuraamus	ˈseurɑɑmus
seuraanto	ˈseurɑɑnto
seuraavanlainen	ˈseurɑɑvɑnˌlɑinen
seuraavansisältöinen	ˈseurɑɑˌvɑnsisælˌtøinen
seuraavantapainen	ˈseurɑɑˌvɑntɑˌpɑinen
seuraava	ˈseurɑɑvɑ
seuraavasti	ˈseurɑɑˌvɑsti
seuraelämä	ˈseurɑˌelæmæ
seuraihminen	ˈseurɑihˌminen
seurailija	ˈseurɑiˌlijɑ
seurailla	ˈseurɑillɑ
seurailu	ˈseurɑilu
seuraintalo	ˈseurɑinˌtɑlo
seurajoukkue	ˈseurɑjoˌukkue
seurakoira	ˈseurɑˌkoirɑ
seurakunnallinen	ˈseurɑˌkunnɑlˌlinen
seurakunnankokous	ˈseurɑˌkunnɑnˌkokous
seurakunnanneuvosto	ˈseurɑˌkunnɑnˌneuvosto
seurakunnanvaltuusto	ˈseurɑˌkunnɑnvɑlˌtuusto
seurakunnanvirasto	ˈseurɑˌkunnɑnviˌrɑsto
seurakuntaelämä	ˈseurɑˌkuntɑˌelæmæ
seurakuntakeskus	ˈseurɑˌkuntɑˌkeskus
seurakuntakoti	ˈseurɑˌkuntɑˌkoti
seurakuntakoulu	ˈseurɑˌkuntɑˌkoulu
seurakuntakummi	ˈseurɑˌkuntɑˌkummi
seurakuntakuraattori	ˈseurɑˌkuntɑkuˌrɑɑttori
seurakuntalehtori	ˈseurɑˌkuntɑˌlehtori
seurakuntamestari	ˈseurɑˌkuntɑˌmestɑri
seurakuntaneuvos	ˈseurɑˌkuntɑˌneuvos
seurakuntaneuvosto	ˈseurɑˌkuntɑˌneuvosto
seurakuntanuori	ˈseurɑˌkuntɑˌnuori
seurakuntapapisto	ˈseurɑˌkuntɑpɑˌpisto
seurakuntapappi	ˈseurɑˌkuntɑˌpɑppi
seurakuntapastori	ˈseurɑˌkuntɑˌpɑstori
seurakuntapiiri	ˈseurɑˌkuntɑˌpiiri
seurakuntasali	ˈseurɑˌkuntɑˌsɑli
seurakunta	ˈseurɑˌkuntɑ
seurakuntasisar	ˈseurɑˌkuntɑˌsisɑr
seurakuntatalo	ˈseurɑˌkuntɑˌtɑlo
seurakuntatyö	ˈseurɑˌkuntɑtyø
seurakuntavaalit	ˈseurɑˌkuntɑˌvɑɑlit
seurakuntaväki	ˈseurɑˌkuntɑˌvæki
seurakuntavirasto	ˈseurɑˌkuntɑviˌrɑsto
seurakuntayhteys	ˈseurɑˌkuntɑˌyhteys
seurakuntayhtymä	ˈseurɑˌkuntɑˌyhtymæ
seuralainen	ˈseurɑˌlɑinen
seuraleikki	ˈseurɑˌleikki
seurallinen	ˈseurɑlˌlinen
seurallisuus	ˈseurɑlˌlisuus
seuramatkalainen	ˈseurɑˌmɑtkɑˌlɑinen
seuramatka	ˈseurɑˌmɑtkɑ
seuramies	ˈseurɑmies
seuranainen	ˈseurɑˌnɑinen
seuranäytelmä	ˈseurɑˌnæytelmæ
seuranäyttämö	ˈseurɑnæˌyttæmø
seuraneiti	ˈseurɑˌneiti
seuranhaluinen	ˈseurɑnhɑˌluinen
seuranhaluisesti	ˈseurɑnhɑˌluisesti
seurankipeä	ˈseurɑnˌkipeæ
seurankipeys	ˈseurɑnˌkipeys
seurannainen	ˈseurɑnˌnɑinen
seurannaisilmiö	ˈseurɑnˌnɑisilˌmiø
seurannaisvaikutus	ˈseurɑnˌnɑisvɑiˌkutus
seuranpettäjä	ˈseurɑnˌpettæjæ
seuranpitäjä	ˈseurɑnˌpitæjæ
seuranpito	ˈseurɑnˌpito
seurantajärjestelmä	ˈseurɑntɑˌjærjesˌtelmæ
seurantakaiutin	ˈseurɑntɑˌkɑiutin
seurantakokous	ˈseurɑnˌtɑkoˌkous
seurantalaite	ˈseurɑntɑˌlɑite
seurantalo	ˈseurɑnˌtɑlo
seuranta	ˈseurɑntɑ
seurantatutkimus	ˈseurɑntɑˌtutkimus
seuraottelu	ˈseurɑˌottelu
seurapeli	ˈseurɑˌpeli
seurapiiriavioliitto	ˈseurɑˌpiiriˌɑvioˌliitto
seurapiirijuoru	ˈseurɑˌpiiriˌjuoru
seurapiirikaunotar	ˈseurɑˌpiiriˌkɑunotɑr
seurapiiripalsta	ˈseurɑˌpiiriˌpɑlstɑ
seurapiiri	ˈseurɑˌpiiri
seurapiiriskandaali	ˈseurɑˌpiiriskɑnˌdɑɑli
seurapiiritoimittaja	ˈseurɑˌpiiriˌtoimitˌtɑjɑ
seurapiiriuutinen	ˈseurɑˌpiiriˌuutinen
seura	ˈseurɑ
seuratalo	ˈseurɑˌtɑlo
seuratanssi	ˈseurɑˌtɑnssi
seuratapa	ˈseurɑˌtɑpɑ
seurata	ˈseurɑtɑ
seuratoiminta	ˈseurɑˌtoimintɑ
seuratoveri	ˈseurɑˌtoveri
seurausilmiö	ˈseurɑuˌsilmiø
seuraus	ˈseurɑus
seurausvaikutus	ˈseurɑusˌvɑikutus
seuravalmentaja	ˈseurɑˌvɑlmenˌtɑjɑ
seurojentalo	ˈseuroˌjentɑlo
seuruelippu	ˈseurueˌlippu
seuruematka	ˈseurueˌmɑtkɑ
seuruepassi	ˈseurueˌpɑssi
seurue	ˈseurue
seurustella	ˈseurusˌtellɑ
seurusteluaika	ˈseurusˌteluˌɑikɑ
seurusteluhuone	ˈseurusˌteluˌhuone
seurustelujuoma	ˈseurusˌteluˌjuomɑ
seurustelukumppani	ˈseurusˌteluˌkumppɑni
seurustelu	ˈseurusˌtelu
seurustelusuhde	ˈseurusˌteluˌsuhde
seuruu	ˈseuruu
seutukaava	ˈseutuˌkɑɑvɑ
seutukunta	ˈseutuˌkuntɑ
seutuliikenne	ˈseutuˌliikenne
seutulippu	ˈseutuˌlippu
seutu	ˈseutu
seutusuunnitelma	ˈseutuˌsuunniˌtelmɑ
seutusuunnittelu	ˈseutuˌsuunnitˌtelu
seutuvilla	ˈseutuˌvillɑ
seutuville	ˈseutuˌville
seutuvilta	ˈseutuˌviltɑ
seviotti	ˈseviˌotti
sfääri	ˈsfææri
sfinksi	ˈsfinksi
shake	ˈseik
shakki	ˈshɑkki
sherry	ˈsherry
shetlanninlammaskoira	ˈshetlɑnˌninlɑmmɑsˌkoirɑ
shetlanninponi	ˈshetlɑnˌninponi
shetlanninvilla	ˈshetlɑnˌninvillɑ
shopata	ˈshopɑtɑ
shoppailla	ˈshoppɑillɑ
shoppailu	ˈshoppɑilu
shop	shop
shortsit	ˈshortsit
show	sow
sialma	ˈsiɑlmɑ
sial	ˈsiɑl
siamilainen	ˈsiɑmiˌlɑinen
siaminkissa	ˈsiɑˌminkissɑ
sianharjas	ˈsiɑnˌhɑrjɑs
sianjalostus	ˈsiɑnjɑˌlostus
siankärsämö	ˈsiɑnˌkærsæmø
siankasvattaja	ˈsiɑnˌkɑsvɑtˌtɑjɑ
siankasvatus	ˈsiɑnˌkɑsvɑtus
siankyljys	ˈsiɑnˌkyljys
siankylki	ˈsiɑnˌkylki
sianlihakastike	ˈsiɑnˌlihɑˌkɑstike
sianliha	ˈsiɑnˌlihɑ
sianmarja	ˈsiɑnˌmɑrjɑ
sianpuolukka	ˈsiɑnˌpuolukkɑ
sianruoka	ˈsiɑnˌruokɑ
siansaksa	ˈsiɑnˌsɑksɑ
siansaparo	ˈsiɑnˌsɑpɑro
siansivu	ˈsiɑnˌsivu
siansorkka	ˈsiɑnˌsorkkɑ
sideaine	ˈsideˌɑine
sideaines	ˈsideˌɑines
sideharsorulla	ˈsideˌhɑrsoˌrullɑ
sideharso	ˈsideˌhɑrso
sideharsovaippa	ˈsideˌhɑrsoˌvɑippɑ
sidekalvo	ˈsideˌkɑlvo
sidekudoskasvain	ˈsidekuˌdoskɑsvɑin
sidekudos	ˈsideˌkudos
sidepisto	ˈsideˌpisto
sidesalaatti	ˈsidesɑˌlɑɑtti
sidesana	ˈsideˌsɑnɑ
side	ˈside
sidetaitos	ˈsideˌtɑitos
sidetarvike	ˈsideˌtɑrvike
sidoksiin	ˈsidoksiin
sidoksissa	ˈsidokˌsissɑ
sidonnainen	ˈsidonˌnɑinen
sidonnaisuus	ˈsidonˌnɑisuus
sidontapaikka	ˈsidontɑˌpɑikkɑ
sidonta	ˈsidontɑ
sidosaine	ˈsidoˌsɑine
sidosenergia	ˈsidoseˌnergiɑ
sidosryhmä	ˈsidosˌryhmæ
sidos	ˈsidos
sidottaa	ˈsidottɑɑ
sidotus	ˈsidotus
siedätyshoito	ˈsiedætysˌhoito
siedettävä	ˈsiedetˌtævæ
siedettävästi	ˈsiedettæˌvæsti
siedettävyys	ˈsiedetˌtævyys
siekailematon	ˈsiekɑiˌlemɑton
siekailematta	ˈsiekɑileˌmɑttɑ
siekailemattomasti	ˈsiekɑileˌmɑttoˌmɑsti
siekailemattomuus	ˈsiekɑileˌmɑttomuus
siekailla	ˈsiekɑillɑ
sielikkö	ˈsielikkø
sielläpäin	ˈsiellæpæin
siellä	ˈsiellæ
sieltäpäin	ˈsieltæpæin
sieltä	ˈsieltæ
sielukas	ˈsielukɑs
sielukkaasti	ˈsielukˌkɑɑsti
sielukkuus	ˈsielukkuus
sielullinen	ˈsielulˌlinen
sielullisesti	ˈsielulliˌsesti
sielullis-ruumiillinen	ˈsielullisˌruumiilˌlinen
sielullistaa	ˈsielulˌlistɑɑ
sielumessu	ˈsieluˌmessu
sielunelämä	ˈsieluˌnelæmæ
sielunhätä	ˈsielunˌhætæ
sielunhoidollinen	ˈsielunˌhoidolˌlinen
sielunhoitaja	ˈsielunˌhoitɑjɑ
sielunhoito	ˈsielunˌhoito
sielunhoitotyö	ˈsielunˌhoitotyø
sielunkellot	ˈsielunˌkellot
sielunmaisema	ˈsielunˌmɑisemɑ
sielunmessu	ˈsielunˌmessu
sielunpaimen	ˈsielunˌpɑimen
sielunrauha	ˈsielunˌrɑuhɑ
sieluntila	ˈsielunˌtilɑ
sielunvaellus	ˈsielunvɑˌellus
sielunvihollinen	ˈsielunviˌhollinen
sielu	ˈsielu
sielutiede	ˈsieluˌtiede
sieluton	ˈsieluton
sieluttaa	ˈsieluttɑɑ
sielutus	ˈsielutus
sielu-usko	ˈsieluusko
siemaista	ˈsiemɑistɑ
siemaisu	ˈsiemɑisu
siemaus	ˈsiemɑus
siemenaihe	ˈsiemeˌnɑihe
siemenellinen	ˈsiemeˌnellinen
siemenetön	ˈsiemeˌnetøn
siemenheitto	ˈsiemenˌheitto
siemenistukas	ˈsiemeˌnistukɑs
siemenjohdin	ˈsiemenˌjohdin
siemenjyvä	ˈsiemenˌjyvæ
siemenkakku	ˈsiemenˌkɑkku
siemenkasvi	ˈsiemenˌkɑsvi
siemenkauppa	ˈsiemenkɑˌuppɑ
siemenkaura	ˈsiemenˌkɑurɑ
siemenkota	ˈsiemenˌkotɑ
siemenkuori	ˈsiemenˌkuori
siemenlevintäinen	ˈsiemenleˌvintæinen
siemenneste	ˈsiemenˌneste
siemennys	ˈsiemennys
siemenohra	ˈsiemeˌnohrɑ
siemenperuna	ˈsiemenˌperunɑ
siemenpuuhakkuu	ˈsiemenˌpuuhɑkkuu
siemenpuu	ˈsiemenpuu
siemenpuusto	ˈsiemenˌpuusto
siemenruis	ˈsiemenruis
siemensato	ˈsiemenˌsɑto
siemen	ˈsiemen
siemensolu	ˈsiemenˌsolu
siemensyntyinen	ˈsiemensynˌtyinen
siemensyöksy	ˈsiemenˌsyøksy
siementää	ˈsiementææ
siementäjä	ˈsiemenˌtæjæ
