aaberg	ˈɑbɚg
romping	ɹˈɑmpɪŋ
romp	ɹˈɑmp
rom	ɹˈɑm
rom's	ɹˈɑmz
roms	ɹˈɑmz
romuald	ɹˌoʊmjuˈɑld
romulus	ɹˈɑmjələs
ronalda	ɹoʊnˈɑldə
ronaldo	ɹoʊnˈɑldoʊ
ronald	ɹˈɑnəld
ronan	ɹˈoʊnən
ronan's	ɹˈoʊnənz
rona	ɹˈoʊnə
ronayne	ɹˈɑnˌeɪn
ronca	ɹˈoʊŋkə
ronco	ɹˈoʊŋkoʊ
ronda	ɹˈɑndə
rondeau	ɹɑndˈoʊ
rondeau	ˈɹɒndəʊ	["noun"]
rondinelli	ɹoʊndinˈɛli
rondonia	ɹɑndˈoʊniə
rondon	ɹˈɑndən
rondo	ˈɹɒndəʊ	["noun"]
ronen	ɹˈoʊnən
rone	ɹˈoʊn
roney	ɹˈoʊni
rongji	ɹˈɔŋdʒi
rong	ɹˈɔŋ
ronin	ɹˈoʊnɪn
roni	ɹˈoʊni
ronko	ɹˈɑŋkoʊ
ronk	ɹˈɑŋk
ronna	ɹˈɑnə
ronne	ɹˈɑn
ronnie	ɹˈɑni
ronning	ɹˈɑnɪŋ
ronny	ɹˈɑni
ronquillo	ɹoʊŋkwˈɪloʊ
ron	ɹˈɑn
ronson	ɹˈɑnsən
ron's	ɹˈɑnz
ronstadt	ɹˈɑnstˌæt
roode	ɹˈud
rood	ɹuːd	["noun"]
rood	ɹˈud
roofed	ɹˈuft
roofer	ɹˈufɚ
roofers	ɹˈufɚz
roofing	ɹˈufɪŋ
roof	ɹuːf	["noun"]
roof	ɹˈuf
roofs	ɹuːfs	["noun","verb"]
roofs	ɹˈufs
rooftop	ɹˈuftˌɑp
rooftops	ɹˈuftˌɑps
rooftree	ˈɹuːftɹiː	["noun"]
rooftree	ɹˈuftɹˌi
rooinek	ˈɹɔɪnek	["noun"]
rookard	ɹˈʊkɚd
rooker	ɹˈʊkɚ
rooke	ɹˈʊk
rookie	ɹˈʊki
rookie	ˈɹʊkɪ	["noun","adjective"]
rookies	ɹˈʊkiz
rook	ɹuːk	["noun","verb"]
rook	ɹˈʊk
rooks	ɹˈʊks
rooks	ɹʊks	["noun","verb"]
rookstool	ɹˈʊkstˌul
roome	ɹˈum
roomful	ɹˈumfˌʊl
roomier	ɹˈumiɚ
roominess	ɹˈuminəs
rooming	ɹˈumɪŋ
roommate	ɹˈumˌeɪt
roommates	ɹˈumˌeɪts
room	ɹuːm	["noun","verb"]
room	ɹˈum
rooms	ɹuːmz	["noun","verb"]
room's	ɹˈumz
rooms	ɹˈumz
roomy	ɹˈumi
roone	ɹˈun
rooney	ɹˈuni
rooney's	ɹˈuniz
roope	ɹˈup
roop	ɹˈup
roorda	ɹˈʊɹdə
roo	ˈɹuː	["noun"]
roosa	ɹˈusə
roose	ɹˈuz
roosevelt	ɹˈoʊzəvˌɛlt
roosevelt	ɹˈuzəvˌɛlt
roosevelt's	ɹˈoʊzəvˌɛlts
roosevelts	ɹˈoʊzəvˌɛlts
roosevelt's	ɹˈuzəvˌɛlts
roosevelts	ɹˈuzəvˌɛlts
roos	ɹˈuz
roosted	ɹˈustɪd
rooster	ɹˈustɚ
roosters	ɹˈustɚz
roosting	ɹˈustɪŋ
roost	ɹuːst	["noun","verb"]
roost	ɹˈust
rooted	ɹˈutɪd
rooted	ɹʊtɪd	["adjective","verb"]
rooter	ɹˈutɚ
rooters	ɹˈutɚz
rooting	ɹˈutɪŋ
rootkit	ɹˈutkˌɪt
rootle	ˈɹuːtəl	["verb"]
rootless	ɹˈutləs
root	ɹuːt	["noun","verb"]
root	ɹˈut
roots	ɹuːts	["noun"]
roots	ɹˈuts
rootstein	ɹˈutstˌaɪn
ropak	ɹˈoʊpæk
roped	ɹˈoʊpt
roper	ɹˈoʊpɚ
roper's	ɹˈoʊpɚz
ropers	ɹˈoʊpɚz
rope	ɹəʊp	["noun","verb"]
rope	ɹˈoʊp
ropes	ɹəʊps	["noun","verb"]
ropes	ɹˈoʊps
roping	ɹˈoʊpɪŋ
roppolo	ɹoʊpˈoʊloʊ
ropp	ɹˈɑp
rops	ɹˈɑps
ropy	ˈɹəʊpɪ	["adjective"]
roquelaire	ɹˈoʊkwɪlɛɹ
roquemore	ɹoʊkmˈɔɹ
roque	ɹəʊk	["noun"]
roque	ɹˈoʊk
rorabaugh	ɹˈɔɹəbɔ
rorer	ɹˈɔɹɚ
rorer's	ɹˈɔɹɚz
rorex	ɹˈɔɹɛks
rorick	ɹˈɔɹɪk
rorie	ɹˈɔɹi
rorke	ɹˈɔɹk
rork	ɹˈɔɹk
rorqual	ˈɹɒɹkwəl	["noun"]
rorrer	ɹˈɔɚɹ
rorschach	ɹˈɔɹʃˌɑ
rorschach	ɹˈɔɹʃˌɑtʃ
rort	ɹɔːɹt	["noun","verb"]
rorty	ˈɹɔːtɪ	["adjective"]
rory	ɹˈɔɹi
ro	ɹˈoʊ
rosabelle	ɹˈɑsəbˌɛl
rosabell	ɹˈɑsəbˌɛl
rosabel	ɹˈoʊzəbˌɛl
rosado	ɹəsˈɑdoʊ
rosalee	ɹˌoʊsəlˈi
rosalee	ɹˌoʊzəlˈi
rosales	ɹˈoʊseɪlz
rosalez	ɹoʊsˈɑlɛz
rosalia	ɹoʊzəlˈiə
rosalie	ɹˈoʊzəli
rosalinda	ɹoʊsɑlˈində
rosalind	ɹˈɑzəlɪnd
rosalynd	ɹˈɑzəlɪnd
rosalynn	ɹˈoʊzəlˌɪn
rosalyn	ɹˈɑzəlɪn
rosalyn's	ɹˈɑzəlɪnz
rosamilia	ɹoʊzɑmˈiliə
rosamond	ɹˈoʊzəmənd
rosamund	ɹoʊzəmˈʊnd
rosander	ɹoʊzˈændɚ
rosanna	ɹoʊzˈænə
rosanne	ɹoʊzˈæn
rosano	ɹoʊzˈɑnoʊ
rosan	ɹˈoʊzən
rosaria	ɹoʊzˈɑɹiə
rosaria's	ɹoʊzˈɑɹiəz
rosaries	ɹˈoʊzɚiz
rosario	ɹoʊzˈɑɹioʊ
rosary	ɹˈoʊzɚi
rosa	ɹˈoʊzə
rosasco	ɹoʊzˈɑskoʊ
rosa's	ɹˈoʊzəz
rosas	ɹˈoʊzəz
rosati	ɹoʊzˈɑti
rosato	ɹoʊzˈɑtoʊ
rosberg	ɹˈɑsbɚg
rosborough	ɹˈɑsbɚoʊ
roscher	ɹˈɔʃɚ
rosch	ɹˈɔʃ
roscoe	ɹˈɑskoʊ
roseanne	ɹˌoʊzˈæn
roseanne's	ɹˌoʊzˈænz
roseate	ˈɹəʊzɪət	["adjective"]
roseate	ɹˈoʊziɪt
roseberry	ɹˈoʊzbˌɛɹi
roseboom	ɹˈoʊzbˌum
roseboro	ɹoʊzbˈɚoʊ
roseborough	ɹˈoʊzbˌɚoʊ
rosebrock	ɹˈoʊzbɹək
rosebrook	ɹˈoʊzbɹˌʊk
rosebrough	ɹˈoʊzbɹaʊ
rosebud	ɹˈoʊzbəd
rosebush	ɹˈoʊzbˌʊʃ
rosecrans	ɹˈoʊzkɹˌænz
rosed	ˈɹəʊzd	["adjective","verb"]
rosehip	ˈɹəʊzhɪp	["noun"]
rosekrans	ɹˈoʊzkɹənz
roseland	ɹˈoʊzlənd
roselawn	ɹˈoʊzlˌɔn
roselawn's	ɹˈoʊzlˌɔnz
roseline	ɹˈoʊzlˌaɪn
rosella	ɹəʊˈzelə	["noun"]
rosella	ɹoʊzˈɛlə
rosellen	ɹˈoʊzˌɛlən
roselli	ɹoʊsˈɛli
rosello	ɹoʊsˈɛloʊ
rosell	ɹˈoʊzəl
rosel	ɹˈoʊzəl
roseman	ɹˈoʊzmən
rosemarie	ɹˌoʊzmɚˈi
rosemary	ɹˈoʊzmˌɛɹi
rosemead	ɹˈoʊzmˌid
rosemeyer	ɹˈoʊzmaɪɚ
rosemond	ɹˈoʊzmənd
rosemont	ɹˈoʊzmˌɑnt
rosenau	ɹˈoʊzənˌaʊ
rosenbach	ɹˈoʊzənbˌɑk
rosenbalm	ɹˈoʊzənbˌɑm
rosenbaum	ɹˈoʊzənbˌaʊm
rosenbeck	ɹˈoʊzənbˌɛk
rosenberger	ɹˈoʊzənbɚgɚ
rosenberg	ɹˈoʊzənbɚg
rosenberg's	ɹˈoʊzənbɚgz
rosenbergs	ɹˈoʊzənbɚgz
rosenberry	ɹˈoʊzənbˌɛɹi
rosenblatt	ɹˈoʊzənblˌæt
rosenblatts	ɹˈoʊzənblˌæts
rosenbloom	ɹˈoʊzənblˌum
rosenblum	ɹˈoʊzənblˌum
rosenbluth	ɹˈoʊzənbluθ
rosenboom	ɹˈoʊzənbˌum
rosenburg	ɹˈoʊzənbɚg
rosencrans	ɹˈoʊzəŋkɹænz
rosendahl	ɹˈoʊzəndˌɑl
rosendale	ɹˈoʊzəndˌeɪl
rosener	ɹˈoʊzənɚ
rosene	ɹˈɑsin
rosenfeld	ɹˈoʊzənfˌɛld
rosenfield	ɹˈoʊzənfˌild
rosengarten	ɹˈoʊzəŋgˌɑɹtən
rosengrant	ɹˈoʊzəŋgɹˌænt
rosengren	ɹˈoʊzəŋgɹɛn
rosenhaus	ɹˈoʊzənhˌaʊs
rosenkrans	ɹˈoʊzəŋkɹˌænz
rosenkrantz	ɹˈoʊzəŋkɹˌænts
rosenkranz	ɹˈoʊzəŋkɹˌænts
rosenlund	ɹˈoʊzənlənd
rosenman	ɹˈoʊzənmən
rosenow	ɹˈoʊzənaʊ
rosenquist	ɹˈoʊzəŋkwɪst
rosen	ɹˈoʊzən
rosenshine	ɹˈoʊzənʃˌaɪn
rosen's	ɹˈoʊzənz
rosensteel	ɹˈoʊzənstˌil
rosenstein	ɹˈoʊzənstˌaɪn
rosenstiel	ɹˈoʊzənstˌil
rosenstock	ɹˈoʊzənstˌɑk
rosensweig	ɹˈoʊzənswaɪg
rosenthal	ɹˈoʊzənθˌɔl
rosentreter	ɹˈoʊzəntɹˌɛtɚ
rosenwald	ɹˈoʊzənwˌɔld
rosenwasser	ɹˈoʊzənwɔsɚ
rosenzweig	ɹˈoʊzənzwaɪg
roseola	ɹəʊˈziːələ	["noun"]
roser	ɹˈoʊzɚ
rose	ɹəʊz	["noun","adjective","verb"]
rose	ɹˈoʊz
roses	ɹəʊzɪz̥	["noun","verb"]
rose's	ɹˈoʊzɪz
roses	ɹˈoʊzɪz
rosete	ɹˈɑsit
rosetta	ɹoʊzˈɛtə
rosette	ɹəsˈɛt
rosettes	ɹˈoʊzˈɛts
rosetti	ɹoʊsˈɛti
rosett	ɹˈoʊzət
rosevear	ɹoʊzvˈɪɹ
roseville	ɹˈoʊzvˌɪl
rosewicz	ɹˈoʊzwˌɪts
rosewood	ɹˈoʊzwˌʊd
rosewood's	ɹˈoʊzwˌʊdz
rosey	ɹˈoʊzi
roshier	ɹˈoʊʃjɚ
rosh	ɹˈɔʃ
rosiak	ɹˈɑsiæk
rosier	ɹˈoʊziɚ
rosie	ɹˈoʊzi
rosie's	ɹˈoʊziz
rosina	ɹoʊzˈinə
rosine	ɹoʊsˈini
rosing	ɹˈoʊzɪŋ
rosin	ɹˈɑzən
rosin	ˈɹɒzən	["noun","verb"]
rosinski	ɹəsˈɪnski
rosinsky	ɹəsˈɪnski
rosita	ɹoʊzˈitə
roskam	ɹˈɑskəm
roske	ɹˈoʊsk
rosko	ɹˈoʊskoʊ
roskos	ɹˈoʊskoʊz
roslin	ɹˈɑslɪn
roslund	ɹˈɔzlənd
roslyn	ɹˈɑzlɪn
rosman	ɹˈɑsmən
rosmunda	ɹoʊsmˈundə
rosneft	ɹˈɑznɪft
rosner	ɹˈɑsnɚ
rosoff	ɹˈɑsɔf
rosol	ɹˈoʊsɔl
rospatch	ɹˈɔspætʃ
ros	ɹˈɔs
rossano	ɹoʊsˈɑnoʊ
rossa	ɹˈoʊsə
rossbach	ɹˈɔsbɑk
rossborough	ɹˈɔsbɚoʊ
rosselin	ɹˈɑsɪlɪn
rosselli	ɹoʊsˈɛli
rossell	ɹˈɑsəl
rosselot	ɹˈɑsɪlət
rossen	ɹˈɔsən
rosser	ɹˈɔsɚ
rosse	ɹˈɑs
rossetti	ɹoʊsˈɛti
rossetto	ɹoʊsˈɛtoʊ
rossie	ɹˈɔsi
rossignol	ɹˈɑsɪgnɔl
rossing	ɹˈɔsɪŋ
rossini	ɹoʊsˈini
rossin	ɹˈɑsɪn
rossi	ɹˈɔsi
rossiter	ɹˈɔsɪtɚ
rossiya	ɹˈɔsiə
rossler	ɹˈɑsəlɚ
rossler	ɹˈɑslɚ
rosslyn	ɹˈɑslɪn
rossmann	ɹˈɔsmən
rossman	ɹˈɔsmən
rossmiller	ɹˈɑsmɪlɚ
rossmore	ɹˈɑsmˌɔɹ
rossner	ɹˈɑsnɚ
rosson	ɹˈɑsən
rosso	ɹˈoʊsoʊ
rossow	ɹˈɑsoʊ
ross	ɹˈɔs
ross's	ɹˈɔsɪz
rostad	ɹˈɑstəd
rostenkowski	ɹˌɔstɛŋkˈaʊski
rostenkowski's	ɹˌɔstɛŋkˈaʊskiz
rosten	ɹˈɑsən
roster	ɹˈɑstɚ
roster	ˈɹɒstə	["noun","verb"]
rosters	ɹˈɑstɚz
roston	ɹˈɑstən
rostovondon	ɹɑstˈɑvədɑn
rostov	ɹˈɑstɑv
rostron	ɹˈɑstɹən
rostropovich	ɹəstɹˈɑpəvɪtʃ
rostropovich	ɹˌɔstɹəpˈoʊvɪtʃ
rostrum	ɹˈɑstɹəm
rostrum	ˈɹɒstɹəm	["noun"]
rost	ɹˈɑst
rostuca	ɹˌɔstˈukə
rosty	ɹˈɔsti
roswald	ɹˈɑswəld
roswell	ɹˈɑswɛl
rosy	ɹˈoʊzi
roszak	ɹˈɑʃək
roszell	ɹˈɑʃəl
roszkowski	ɹəʃkˈɔfski
rotan	ɹˈoʊtən
rotary	ˈɹəʊtəɹɪ	["noun","adjective"]
rotary	ɹˈoʊtɚi
rota	ˈɹəʊtə	["noun"]
rota	ɹˈoʊtə
rotated	ɹˈoʊtˌeɪtɪd
rotate	ɹəʊˈteɪt	["adjective","verb"]
rotate	ɹˈoʊtˌeɪt
rotates	ɹˈoʊtˌeɪts
rotating	ɹˈoʊtˌeɪtɪŋ
rotationally	ɹoʊtˈeɪʃənəli
rotational	ɹoʊtˈeɪʃənəl
rotation	ɹəʊˈteɪʃən	["noun"]
rotation	ɹoʊtˈeɪʃən
rotations	ɹoʊtˈeɪʃənz
rotberg	ɹˈɑtbɚg
rotblat	ɹˈɑtblæt
rotea	ɹoʊtˈiə
rotella	ɹoʊtˈɛlə
rotenberg	ɹˈoʊtənbɚg
rotenberry	ɹˈoʊtənbˌɛɹi
roten	ɹˈoʊtən
rotert	ɹˈɑtɚt
rote	ɹəʊt	["noun","adjective","verb"]
rote	ɹˈoʊt
rothacker	ɹˈɔθəkɚ
rothbard	ɹˈɔθbɚd
rothbart	ɹˈɔθbˌɑɹt
rothbauer	ɹˈɔθbaʊɚ
rothberg	ɹˈɔθbɚg
rothchild	ɹˈɔθtʃˌaɪld
rothenberger	ɹˈɔθənbɚgɚ
rothenberg	ɹˈɔθənbɚg
rothermel	ɹˈɑθɚməl
rother	ɹˈɔθɚ
rothert	ɹˈɑθɚt
rothery	ɹˈɑθɚi
rothe	ɹˈoʊð
rothfuss	ɹˈɔθfəs
rothgeb	ɹˈɔθgɪb
rothiere	ɹˌɔθiˈɛɹ
rothkopf	ɹˈɔθkɔpf
rothlisberger	ɹˈɔθlɪsbɚgɚ
rothman	ɹˈɔθmən
rothmans	ɹˈɔθmənz
rothmans's	ɹˈɔθmənzɪz
rothmeier	ɹˈɔθmˌaɪɹ
rothrock	ɹˈɔθɹək
roth	ɹˈɔθ
rothschild	ɹˈɔθstʃˌaɪld
rothschild's	ɹˈɔθtʃˌaɪldz
rothschilds	ɹˈɔθtʃˌaɪldz
roth's	ɹˈɑθs
roths	ɹˈɔθs
rothstein	ɹˈɔθstˌaɪn
rothwax	ɹˈɔθwˌæks
rothweiler	ɹˈɔθwˌaɪlɚ
rothwell	ɹˈɔθwˌɛl
rothwells	ɹˈɔθwˌɛlz
roti	ˈɹɒtiː̯	["noun"]
roti	ɹˈoʊti
rotisserie	ɹəʊˈtɪsəɹɪ	["noun","verb"]
rotisserie	ɹˌoʊtˈɪsɚi
rotman	ɹˈɑtmən
rotolo	ɹoʊtˈoʊloʊ
rotondi	ɹoʊtˈoʊndi
rotondo	ɹoʊtˈoʊndoʊ
rotor	ˈɹəʊtə	["noun"]
rotor	ɹˈoʊtɚ
rotors	ɹˈoʊtɚz
roto	ɹˈoʊtoʊ
rototilled	ɹˈoʊtoʊtˌɪld
rototiller	ɹˈoʊtoʊtˌɪlɚ
rototilles	ɹˈoʊtoʊtˌɪlz
rototilling	ɹˈoʊtoʊtˌɪlɪŋ
rototill	ˈɹəʊtəʊˌtɪl	["verb"]
rototill	ɹˈoʊtoʊtˌɪl
rotramel	ɹˈɑtɹəməl
rotruck	ɹˈɑtɹək
rot	ɹˈɑt
rot	ɹɒt	["noun","verb"]
rots	ɹˈɑts
rotted	ɹˈɑtɪd
rottenberg	ɹˈɑtənbɚg
rotten	ɹˈɑtən
rotten	ˈɹɒtən	["adverb","adjective"]
rotterdam	ɹˈɑtɚdˌæm
rotter	ɹˈɑtɚ
rottinghaus	ɹˈɑtɪŋhˌaʊs
rotting	ɹˈɑtɪŋ
rottler	ɹˈɑtlɚ
rottmann	ɹˈɑtmən
rottman	ɹˈɑtmən
rott	ɹˈɑt
rottweiler	ɹˈɑtwaɪlɚ
rottweilers	ɹˈɑtwaɪlɚz
rotunda	ɹəʊˈtʌndə	["noun"]
rotunda	ɹoʊtˈʌndə
rotundo	ɹoʊtˈundoʊ
rotund	ɹəʊˈtʌnd	["adjective"]
rotund	ɹoʊtˈʌnd
rotunno	ɹoʊtˈunoʊ
rotz	ɹˈɑts
roubal	ɹubˈæl
rouble	ɹuːbəl	["noun"]
rouble	ɹˈubəl
rouch	ɹˈaʊtʃ
roudabush	ɹˈaʊdəbʊʃ
roudebush	ɹˈaʊdɪbʊʃ
rougeau	ɹuʒˈoʊ
rouged	ɹuːʒd	["verb"]
rouge	ɹuːʒ	["noun","adjective","verb"]
rouge	ɹˈuʒ
roughage	ɹʌfɪdʒ	["noun"]
roughcast	ˈɹʌfkæst	["noun","adjective","verb"]
roughed	ɹˈʌft
rougher	ɹˈʌfɚ
roughest	ɹˈʌfɪst
roughhouse	ˈɹʌfhaʊs	["noun","verb"]
roughing	ɹˈʌfɪŋ
roughly	ɹˈʌfli
roughly	ˈɹʌflɪ	["adverb"]
roughneck	ɹˈʌfnˌɛk
roughnecks	ɹˈʌfnˌɛks
roughness	ɹˈʌfnəs
rough	ɹˈʌf
roughshod	ɹˈʌfʃˈɑd
rough's	ɹˈʌfs
roughton	ɹˈʌftən
rought	ɹˈɔt
rouillard	ɹwilˈɑɹd
rouille	ˈɹuːɪ	["noun"]
roukema	ɹˈukmɑ
roukos	ɹˈukoʊs
roulac	ɹˈulæk
roulade	ɹuːˈlɑːd	["noun","verb"]
rouleau	ɹulˈoʊ
roulette	ɹulˈɛt
roulette's	ɹulˈɛts
roulettes	ɹulˈɛts
roulhac	ɹˈulhək
roulston	ɹˈaʊlstən
roundabout	ɹˈaʊndəbˌaʊt
rounded	ɹˈaʊndɪd
rounded	ˈɹaʊndɪd	["adjective","verb"]
roundelay	ˈɹaʊndɪˌleɪ	["noun"]
roundel	ˈɹaʊndəl	["noun"]
rounder	ˈɹaʊndəɹ	["adjective"]
rounder	ɹˈaʊndɚ
roundhead	ɹˈaʊndhˌɛd
roundhouse	ɹˈaʊndhˌaʊs
rounding	ɹˈaʊndɪŋ
rounding	ˈɹaʊndɪŋ	["noun","adjective","verb"]
roundly	ɹˈaʊndli
round	ɹˈaʊnd
round	ˈɹaʊnd	["noun","verb","adjective","preposition","adverb"]
round's	ɹˈaʊndz
rounds	ɹˈaʊndz
rounds	ˈɹaʊndz	["noun","verb"]
roundtable	ɹˈaʊndtˌeɪbəl
roundtree	ɹˈaʊndtɹˌi
roundtrip	ɹˌaʊndtɹˈɪp
roundup	ɹˈaʊndˌʌp
roundworm	ɹˈaʊndwɚm
roundworm	ˈɹaʊndˌwɜːm	["noun"]
roundworms	ɹˈaʊndwɚmz
roundy	ɹˈaʊndi
rounsaville	ɹˈunsəvɪl
rountree	ɹaʊntɹˈi
roupe	ɹˈup
roup	ɹuːp	["noun","verb"]
rourke	ɹˈɔɹk
rourk	ɹˈɔɹk
roused	ɹˈaʊzd
roused	ˈɹaʊzd	["verb"]
rouser	ɹˈaʊzɚ
rouse	ɹˈaʊs
rouse	ɹˈaʊz
rouse	ˈɹaʊz	["noun","verb"]
rouse's	ɹˈaʊzɪz
rousey	ɹˈaʊsi
roush	ɹˈaʊʃ
rousing	ɹˈaʊzɪŋ
rousseau	ɹusˈoʊ
rousselet	ɹˈusəlɛt
rousselle	ɹˌusˈɛl
roussell	ɹusˈɛl
roussel	ɹusˈɛl
rousse	ɹˈaʊs
roussin	ɹusˈæn
roussos	ɹusˈoʊz
routed	ɹˈaʊtɪd
routed	ˈɹuːtɪd	["adjective","verb"]
router	ɹˈaʊtɚ
router	ˈɹuːtəɹ	["noun"]
routers	ɹˈaʊtɚz
route	ɹˈaʊt
route	ɹuːt	["noun","verb"]
routes	ɹˈaʊts
routes	ɹaʊts	["noun","verb"]
routhier	ɹˈaʊθiɚ
routh	ɹˈaʊθ
routier	ɹˈutiɚ
routinely	ɹuːˈtiːnlɪ	["adverb"]
routinely	ɹutˈinli
routine	ɹuːˈtiːn	["noun","adjective"]
routine	ɹutˈin
routines	ɹutˈinz
routing	ɹˈaʊtɪŋ
routing	ˈɹuːtɪŋ	["noun","verb"]
routledge	ɹˈaʊtlɪdʒ
routon	ɹˈaʊtən
rout	ɹˈaʊt
rout	ɹaʊt	["noun","verb"]
routson	ɹˈaʊtsən
routs	ɹaʊts	["noun","verb"]
routt	ɹˈaʊt
routzahn	ɹˈaʊtzən
roux	ɹˈu
roux	ɹuː	["noun"]
rouyn	ɹˈuɪn
rouzer	ɹˈaʊzɚ
rovaniemi	ɹoʊvˌæniˈɛmi
roven	ɹˈoʊvən
rover	ˈɹəʊvəɹ	["noun"]
rover	ɹˈoʊvɚ
rover's	ɹˈoʊvɚz
rovers	ɹˈoʊvɚz
rove	ɹəʊv	["noun","verb"]
rove	ɹˈoʊv
roving	ˈɹəʊvɪŋ	["noun","adjective","verb"]
roving	ɹˈoʊvɪŋ
rovings	ɹˈoʊvɪŋz
rovira	ɹoʊvˈɪɹə
rovito	ɹoʊvˈitoʊ
rovner	ɹˈɑvnɚ
rowaine	ɹoʊˈeɪn
rowaine's	ɹoʊˈeɪnz
rowand	ɹˈoʊənd
rowan	ˈɹaʊən	["noun"]
rowan	ɹˈoʊən
rowan's	ɹˈoʊənz
rowboat	ˈɹəʊbəʊt	["noun"]
rowboat	ɹˈoʊbˌoʊt
rowboats	ɹˈoʊbˌoʊts
rowbotham	ɹˈoʊbəθæm
rowden	ɹˈoʊdən
rowdies	ɹˈaʊdiz
rowdiness	ɹˈaʊdinəs
rowdy	ɹˈaʊdi
rowdy	ˈɹaʊdɪ	["noun","adjective"]
rowed	ɹəʊd	["verb"]
rowed	ɹˈoʊd
rowell	ɹˈoʊɪl
rowel	ˈɹəʊəl	["noun","verb"]
rowena	ɹoʊˈinə
rowen	ɹˈoʊən
rowenta	ɹˌoʊˈɛntə
rower	ˈɹəʊəɹ	["noun"]
rower	ɹˈoʊɚ
rowe	ɹˈoʊ
rowe's	ɹˈoʊz
rowes	ɹˈoʊz
rowing	ˈɹəʊɪŋ	["noun","verb"]
rowing	ɹˈoʊɪŋ
rowin	ɹˈoʊɪn
rowinski	ɹoʊˈɪnski
rowland	ɹˈoʊlənd
rowland's	ɹˈoʊləndz
rowlands	ɹˈoʊləndz
rowles	ɹˈoʊlz
rowlette	ɹˌoʊlˈɛt
rowlett	ɹˈoʊlɪt
rowley	ɹˈoʊli
rowlie	ɹˈoʊli
rowlock	ˈɹɒlək	["noun"]
rowly	ɹˈoʊli
rowney	ɹˈoʊni
rowntree	ɹˈoʊntɹˌi
rowntree's	ɹˈoʊntɹˌiz
rowny	ɹˈoʊni
row	ɹˈaʊ
row	ˈɹəʊ	["noun"]
row	ɹˈoʊ
rowser	ɹˈoʊzɚ
rowse	ɹˈoʊs
rowsey	ɹˈoʊsi
rowson	ɹˈoʊsən
rows	ɹˈaʊz
row's	ɹˈoʊz
rows	ɹˈoʊz
rowton	ɹˈoʊtən
roxana	ɹɑksˈænə
roxani	ɹɑksˈɑni
roxanna	ɹɑksˈænə
roxanne	ɹɑksˈæn
roxborough	ɹˈɑksbəɹoʊ
roxbury	ɹˈɑksbˌɛɹi
roxie	ɹˈɑksi
roxine	ɹˈɑksaɪn
rox	ɹˈɑks
rox's	ɹˈɑksɪs
roxy	ɹˈɑksi
royale	ɹɔɪˈæl
royalist	ɹˈɔɪəlɪst
royall	ɹˈɔɪəl
royally	ɹˈɔɪəli
royal	ɹˈɔɪəl
royal	ˈɹɔɪəl	["noun","adjective"]
royal's	ɹˈɔɪəlz
royals	ɹˈɔɪəlz
royalties	ɹˈɔɪəltiz
royalty	ɹˈɔɪəlti
royalty	ˈɹɔɪəltɪ	["noun"]
roybal	ɹˈɔɪbəl
royce	ɹˈɔɪs
royce's	ɹˈɔɪsɪz
royces	ɹˈɔɪsɪz
roycroft	ɹˈɔɪkɹəft
royden	ɹˈɔɪdən
roydon	ɹˈɔɪdən
royd	ɹˈɔɪd
royer	ɹˈɔɪɚ
roye	ɹˈɔɪ
royex	ɹˈɔɪɛks
royex's	ɹˈɔɪɛksɪz
royko	ɹˈɔɪkoʊ
roylance	ɹˈɔɪləns
royle	ɹˈɔɪl
roy	ɹˈɔɪ
royse	ɹˈɔɪs
roy's	ɹˈɔɪz
roys	ɹˈɔɪz
royster	ɹˈɔɪstɚ
royster's	ɹˈɔɪstɚz
royston	ɹˈɔɪstən
rozak	ɹˈoʊzək
rozanski	ɹəzˈænski
rozar	ɹˈoʊzɚ
roza	ɹˈoʊzə
rozas	ɹˈoʊzɑz
rozeboom	ɹˈɑzɪbˌum
rozek	ɹˈoʊzɛk
rozella	ɹoʊzˈɛlə
rozelle	ɹəzˈɛl
rozell	ɹˈɑzəl
rozema	ɹəzˈimə
rozen	ɹˈɑzən
rozier	ɹˈoʊziɚ
rozman	ɹˈɑzmən
roznowski	ɹəznˈɔfski
roz	ɹˈɑz
rozsa	ɹˈoʊzsə
rozycki	ɹəzˈɪtski
rozzell	ɹˈɑzəl
rozzer	ˈɹɒzəɹ	["noun"]
rozzi	ɹˈɑzi
r's	ˈɑɹz
ruam	ɹˈuəm
ruane	ɹuˈeɪn
ruano	ɹuˈɑnoʊ
ruark	ɹˈuɑɹk
rua	ɹˈuə
ruback	ɹˈubˌæk
rubalcaba	ɹubɑlkˈɑbə
rubalcava	ɹubɑlkˈɑvə
rubano	ɹubˈɑnoʊ
rubato	rəˈbɒtəʊ	["noun"]
rubbed	ɹˈʌbd
rubbed	ˈɹʌbd	["adjective","verb"]
rubberized	ɹˈʌbɚˌaɪzd
rubberize	ɹˈʌbɚˌaɪz
rubbermaid	ɹˈʌbɚmˌeɪd
rubbermaid's	ɹˈʌbɚmˌeɪdz
rubber	ɹˈʌbɚ
rubbers	ˈɹʌbəz	["noun"]
rubbers	ɹˈʌbɚz
rubbery	ɹˈʌbɚi
rubbia	ɹˈʌbiə
rubbing	ɹˈʌbɪŋ
rubbing	ˈɹʌbɪŋ	["noun"]
rubbish	ɹˈʌbɪʃ
rubble	ɹˈʌbəl
rubble	ˈɹʌbəl	["noun"]
rubbo	ɹˈuboʊ
