aberaeron	abɛreɨ̯rɔn
picwnen	pɪkʊnɛn
picwns	pɪkʊns
pidyn	pɪdɨ̞n
pig	piːɡ
pigan	pɪɡan
pigau	pɪɡa
pigau	pɪɡaɨ̯
pigau	pɪɡɛ
pigddu	pɨ̞ɡðɨ̞
pigfelyn	pɨ̞ɡvɛlɨ̞n
piglas	pɪɡlas
pigwrn	pɪɡʊrn
pigwyn	pɪɡwɨ̞n
pigyn	pɪɡɨ̞n
pigynnau	pɪɡəna
pigynnau	pɪɡənaɨ̯
pigynnau	pɪɡənɛ
pila	pɪla
pilaon	pɪlaːɔn
pilen	pɪlɛn
pilipala	pɪlɪpala
pillffon	pɪɬfɔn
pin	piːn
pin	pɪn
pinafal	piːnaval
pinafal	pɪnaval
pinc	pɪŋk
pincod	pɪŋkɔd
pinwydd	pɪnwɨ̞ð
piod	piːɔd
pioden	piɔdan
pioden	piɔdɛn
pioden	pjɔdan
pioden	pjɔdɛn
pipa	pɪpa
pipai	pɪpai̯
pipan	pɪpan
pipen	pɪpɛn
pipes	pɪpɛs
pipet	pɪpɛt
pipi	pɪpi
pipo	pɪpɔ
pipon	pɪpɔn
piso	pɪsɔ
piston	pɪsdɔn
pitwidol	pɪtui̯dɔl
piw	piːu̯
piwi	pɪu̯ɪ
piws	pɪu̯s
piwïaid	pɪu̯iːai̯d
piwïaid	pɪu̯iːɛd
pla	plaː
pladur	pladɨ̞r
pladuriau	pladɨ̞rja
pladuriau	pladɨ̞rjaɨ̯
pladuriau	pladɨ̞rjɛ
plaen	plaːɨ̯n
plaid	plai̯d
planed	planɛd
planhigion	planhɪɡjɔn
planhigyn	planhɪɡɨ̞n
plannu	planɨ̞
plant	plant
plas	plaːs
plastig	plasdɪɡ
platfform	platfɔrm
platinwm	platɪnʊm
pleidiol	plei̯djɔl
pleidlais	plei̯dlai̯s
pleidleisiau	plei̯dlei̯ʃa
pleidleisiau	plei̯dlei̯ʃaɨ̯
pleidleisiau	plei̯dlei̯ʃɛ
pleidleisio	plei̯dlei̯ʃɔ
plentyn	plɛntɨ̞n
plentynnaidd	plɛntənai̯ð
plentynnaidd	plɛntənɛð
pleth	pleːθ
plethau	plɛθa
plethau	plɛθaɨ̯
plethau	plɛθɛ
plethdorch	plɛθdɔrχ
plethedig	plɛθɛdɪɡ
plethu	plɛθɨ
plethwaith	plɛθwai̯θ
plis	pliːs
plismon	plɪsmɔn
plismones	plismɔnas
plismones	plismɔnɛs
plismyn	plɪsmɨ̞n
plith	pliːθ
plorod	plɔrɔd
ploryn	plɔrɨ̞n
plu	plɨː
pluen	plɨːan
pluen	plɨːɛn
pluf	plɨːv
plufyn	plɨ̞vɨ̞n
plwg	pluːɡ
plwg	plʊɡ
plwm	plʊm
plwmws	plʊmʊs
plwtoniwm	plʊtɔnjʊm
plwyf	pluːɨ̯
plwyf	pluːɨ̯v
plyg	plɨːɡ
plygain	pləɡai̯n
plygain	pləɡɛn
plygiau	pləɡja
plygiau	pləɡjaɨ̯
plygiau	pləɡjɛ
plygio	pləɡjɔ
plygu	pləɡɨ̞
plymer	pləmɛr
plymio	pləmjɔ
plymiwr	pləmjʊr
plymwr	pləmʊr
plymwyr	pləmwɨ̞r
plôr	ploːr
pob	poːb
pobi	pɔbi
pobl	pɔbl
pobl	pɔbɔl
pobloedd	pɔblɔɨ̯ð
poblog	pɔblɔɡ
poblogaidd	pɔblɔɡai̯ð
pobman	pɔbman
pobol	pɔbɔl
poced	pɔkɛd
poed	poːɨ̯d
poen	poːɨ̯n
poena	pɔɨ̯na
poenen	pɔɨ̯nɛn
poeni	pɔɨ̯nɪ
poenit	pɔɨ̯nɪt
poenus	pɔɨ̯nɨ̞s
poenydio	pɔɨ̯nədjɔ
poeth	poːɨ̯θ
poethach	pɔi̯θaχ
poethrawn	poɨ̯θrau̯n
poethwg	pɔɨ̯θʊɡ
polisi	pɔlɪsi
polisïau	pɔlɪsia
polisïau	pɔlɪsiaɨ̯
poloniwm	pɔlɔnjʊm
pont	pɔnt
pontydd	pɔntɨ̞ð
pop	pɔp
popeth	pɔpɛθ
poptai	pɔptai̯
popty	pɔptɨ̞
porchell	pɔrχɛɬ
porfa	pɔrva
porffor	pɔrfɔr
pori	pɔri
porth	pɔrθ
porthiant	pɔrθjant
posib	pɔsɪb
posibil	pɔsɪbɪl
post	poːsd
poster	pɔsdar
poster	pɔsdɛr
posteri	pɔsdɛri
postio	pɔsdjɔ
postmon	pɔsdmon
postmyn	pɔsdmɨ̞n
potasiwm	pɔtasjʊm
potel	pɔtal
potel	pɔtɛl
potes	pɔtas
potes	pɔtɛs
pothell	pɔθɛɬ
pothelli	pɔθɛɬɪ
pothellog	pɔθɛɬɔɡ
pothellu	pɔθɛɬɨ̞
poti	pɔti
potsio	pɔtʃɔ
powdr	pou̯dr
praff	praːf
pragmateg	praɡmatɛɡ
praseodymiwm	prasɛɔdɨ̞mjʊm
prawf	prau̯
prawf	prau̯v
pregeth	prɛɡaθ
pregeth	prɛɡɛθ
pregethu	prɛɡɛθɨ̞
preifat	prei̯vat
preifatrwydd	prei̯vatrʊɨ̯ð
pren	prɛn
pres	preːs
pres	prɛs
presgripsiwn	prɛsɡrɪpʃʊn
preswyl	prɛsʊɨ̯l
preswylio	prɛsʊɨ̯ljo
priapaeth	prjapaɨ̯θ
priapaeth	prɪapaɨ̯θ
pridd	priːð
prif	priːv
prifair	prɪvai̯r
prifardd	prɪvarð
prifathrawes	prɪvaθrau̯ɛs
prifathro	prɪvaθrɔ
prifbwnc	prɪvbʊŋk
prifddinas	priːvðɪnas
prifddinas	prɪvðɪnas
prifeirdd	prɪvei̯rð
priffordd	prɪfɔrð
prifgost	prɪvɡɔsd
prifiau	prɪvja
prifiau	prɪvjaɨ̯
prifiau	prɪvjɛ
prifion	prɪvjɔn
priflythyren	prɪvləθərɛn
prifodl	prɪvɔdl
prifwynt	prɪvwɨ̞nt
prin	priːn
prin	prɪn
prinned	prɪnɛd
printio	prɪntjɔ
priod	priɔd
priodas	prjɔdas
priodas	prɪɔdas
priodi	prjɔdɪ
priodi	prɪɔdɪ
pris	priːs
pris	priːʃ
problem	prɔblam
problem	prɔblɛm
problemau	prɔblɛma
problemau	prɔblɛmaɨ̯
problemau	prɔblɛmɛ
profi	prɔvi
profiad	prɔvjad
profion	prɔvjɔn
promethiwm	prɔmɛθjʊm
prop	prɔp
prosiect	prɔʃɛkt
protactiniwm	prɔtaktɪnjʊm
protest	prɔtɛsd
protestiadau	prɔtɛsdjada
protestiadau	prɔtɛsdjadaɨ̯
protestiadau	prɔtɛsdjadɛ
protestio	prɔtɛsdjɔ
protocol	prɔtɔkɔl
prudd	prɨːð
pryd	prɨːd
prydeinig	prədei̯nɪɡ
pryder	prədar
pryder	prədɛr
prydferth	prədvɛrθ
prydlondeb	prədlɔndab
pryf	prɨː
pryf	prɨːv
pryfed	prəvad
pryfed	prəvɛd
pryfyn	prəvɨ̞n
pryfysol	prəvəsɔl
pryna	prəna
prynhawn	pnau̯n
prynhawn	prənau̯n
prynhawn	prənhau̯n
prynhawn	prɨ̞nhau̯n
prynhawniau	pnau̯nja
prynhawniau	pnau̯njɛ
prynhawniau	prənhau̯nja
prynhawniau	prənhau̯njɛ
prynhawniau	prɨ̞nhau̯nja
prynhawniau	prɨ̞nhau̯njaɨ̯
prynhawniau	prɨ̞nhau̯njɛ
prynoch	prənɔχ
prynodd	prənɔð
prynon	prənɔn
prynu	prənɨ̞
prynwch	prənʊχ
prys	prɨːs
prysglwyn	prəsɡlʊɨ̯n
prysglwyni	prəsɡlʊɨ̯nɪ
prysur	prəsɨ̞r
prŷn	prɨːn
pum	pɨ̞m
pumawd	pɨ̞mau̯d
pumdegau	pɨ̞mdɛɡa
pumed	pɨ̞mad
pumed	pɨ̞mɛd
pumongl	pɨ̞mɔŋl
pump	pɨ̞mp
punnau	pɨ̞na
punnau	pɨ̞naɨ̯
punnau	pɨ̞nɛ
punnoedd	pɨ̞nɔɨ̯ð
punt	pɨ̞nt
pupur	pɨ̞pɨ̞r
pur	pɨːr
puramid	pɨ̞ramɪd
purdeb	pɨ̞rdab
purdeb	pɨ̞rdɛb
pured	pɨ̞rɛd
purlan	pɨ̞rlan
putain	pɨ̞tai̯n
putain	pɨ̞tɛn
puteindy	pɨ̞tei̯ndɨ̞
pwd	puːd
pweru	pʊɛrɨ
pwl	pʊl
pwll	pʊɬ
pwmpen	pʊmpan
pwmpen	pʊmpɛn
pwn	pʊn
pwnc	pʊŋk
pwrpas	pʊrpas
pwy	puːɨ̯
pwy	pʊ
pwyll	puːɨ̯ɬ
pwyllgor	pʊɨ̯ɬɡɔr
pwyllgora	pʊɨ̯ɬɡɔra
pwyllgorau	pʊɨ̯ɬɡɔra
pwyllgorau	pʊɨ̯ɬɡɔraɨ̯
pwyllgorau	pʊɨ̯ɬɡɔrɛ
pwynt	puːɨ̯nt
pwys	puːɨ̯s
pwysau	pʊɨ̯sa
pwysau	pʊɨ̯saɨ̯
pwysau	pʊɨ̯sɛ
pwysi	pʊɨ̯sɪ
pwysig	pʊɨ̯sɪɡ
pwysigrwydd	pʊɨ̯sɪɡrʊɨ̯ð
pwyslais	pʊɨ̯slai̯s
pwysleisio	pʊɨ̯slei̯ʃɔ
pwyso	pʊɨ̯sɔ
pydredd	pədrað
pydredd	pədrɛð
pydru	pədrɨ̞
pyg	pɨːɡ
pyglyd	pəɡlɨ̞d
pyjamas	pəd͡ʒamas
pyliau	pəlja
pyliau	pəljaɨ̯
pyliau	pəljɛ
pylor	pəlɔr
pylu	pəlɨ
pymtheg	pəmθaɡ
pymtheg	pəmθɛɡ
pymthegfed	pəmθɛɡvad
pymthegfed	pəmθɛɡvɛd
pymthegnos	pəmθɛɡnɔs
pyramid	pɨ̞ramɪd
pyrwydd	pɨ̞rwɨ̞ð
pys	pɨːs
pysen	pəsan
pysen	pəsɛn
pysgadain	pəsɡadai̯n
pysgod	pəsɡɔd
pysgodfa	pəsɡɔdva
pysgodle	pəsɡɔdlɛ
pysgodyn	pəsɡɔdɨ̞n
pysgota	pəsɡɔta
pysgotwr	pəsɡɔtʊr
pythefnos	pəθɛvnɔs
pâl	paːl
pâr	paːr
pêl	peːl
pêr	peːr
pìn	pɪn
pŵer	pʊar
pŵer	pʊɛr
pŵl	puːl
pỳg	pəɡ
rabi	rabi
raced	rakɛd
rad	raːd
radio	radjɔ
radiwm	radjʊm
radon	radɔn
radwla	radʊla
raff	raːf
rai	rai̯
randibŵ	randɪbuː
ras	raːs
rasel	rasal
rasel	rasɛl
raser	rasɛr
rasys	rasɨ̞s
rech	reːχ
record	rɛkɔrd
recordiad	rɛkɔrdjad
recordio	rɛkɔrdjɔ
recriwtiaid	rɛkrɪu̯tjai̯d
recriwtiaid	rɛkrɪu̯tjɛd
recríwt	rɛkrɪu̯t
redais	rɛdai̯s
redais	rɛdɛs
redaist	rɛdai̯sd
redaist	rɛdɛsd
redeg	rɛdaɡ
redeg	rɛdɛɡ
rediad	rɛdjad
rediadau	rɛdjada
rediadau	rɛdjadaɨ̯
rediadau	rɛdjadɛ
redoch	rɛdɔχ
redodd	rɛdɔð
redon	rɛdɔn
regen	rɛɡɛn
regennod	rɛɡɛnɔd
regi	rɛɡi
reiat	rei̯at
reis	rei̯s
reit	rei̯t
reolaeth	rɛɔlaɨ̯θ
restr	rɛsdr
rew	reːu̯
rewgell	rɛu̯ɡɛɬ
rewi	rɛu̯i
rhacs	r̥aks
rhad	r̥aːd
rhadlon	r̥adlɔn
rhaeadr	r̥eɨ̯adr
rhaff	r̥aːf
rhafn	r̥avn
rhafnwydd	r̥avnwɨ̞ð
rhag	r̥aɡ
rhagddodiad	r̥aɡðɔdjad
rhagdybiaeth	r̥aɡdəbjaɨ̯θ
rhagdybiaeth	r̥aɡdəbjɛθ
rhagenw	r̥aɡɛnu
rhai	r̥ai̯
rhan	r̥an
rhanbarthau	r̥ambarθa
rhanbarthau	r̥ambarθɛ
rhanbarthau	r̥anbarθaɨ̯
rhanddeiliad	r̥anðei̯ljad
rhanddeiliaid	r̥anðei̯ljai̯d
rhanddeiliaid	r̥anðei̯ljɛd
rhandy	r̥andɨ̞
rhannu	r̥anɨ̞
rhatach	r͈aːtaχ
rhathu	r̥aθɨ̞
rhaw	r̥aːu̯
rhawch	r̥au̯χ
rhawiau	r̥au̯ja
rhawiau	r̥au̯jaɨ̯
rhawiau	r̥au̯jɛ
rhawn	r̥au̯n
rhech	r̥eːχ
rheda	r̥ɛda
rhedais	r̥ɛdai̯s
rhedais	r̥ɛdɛs
rhedaist	r̥ɛdai̯sd
rhedaist	r̥ɛdɛsd
rhediadau	r̥ɛdjada
rhediadau	r̥ɛdjadaɨ̯
rhediadau	r̥ɛdjadɛ
rhedoch	r̥ɛdɔχ
rhedodd	r̥ɛdɔð
rhedon	r̥ɛdɔn
rhedwch	r̥ɛdʊχ
rhedyn	r̥ɛdɨ̞n
rhedynach	r̥ɛdənaχ
rhedynaidd	r̥ɛdənai̯ð
rhedynaidd	r̥ɛdənɛð
rhedynos	r̥ɛdənɔs
rheg	r̥eːɡ
rhegen	r̥ɛɡɛn
rhegennod	r̥ɛɡɛnɔd
rhegfa	r̥ɛɡva
rhegfeydd	r̥ɛɡveɨ̯ð
rhegi	r̥ɛɡi
rhegion	r̥ɛɡjɔn
rheiddiadur	r̥ei̯ðjadɨ̞r
rheiddiau	r̥ei̯ðja
rheiddiau	r̥ei̯ðjaɨ̯
rheiddiau	r̥ei̯ðjɛ
rheiddio	r̥eiðjɔ
rheiddyn	r̥ei̯ðɨ̞n
rheidrwydd	r̥ei̯drʊi̯ð
rheidrwydd	r̥ei̯drʊɨ̯ð
rheilffordd	r̥ei̯lfɔrð
rheina	hei̯na
rheina	r̥ei̯na
rheini	r̥ei̯nɪ
rheniwm	r̥ɛnjʊm
rhent	r̥ɛnt
rhenti	r̥ɛnti
rhentu	r̥ɛntɨ
rhentwr	r̥ɛntʊr
rhentwyr	r̥ɛntwɨ̞r
rheol	r̥eːɔl
rheolaeth	r̥ɛɔlaɨ̯θ
rheolaidd	r̥ɛɔlai̯ð
rheolaidd	r̥ɛɔlɛð
rheolau	r̥ɛɔla
rheolau	r̥ɛɔlaɨ̯
rheolau	r̥ɛɔlɛ
rheoli	r̥ɛɔli
rheoliad	r̥ɛɔljad
rheoliadau	r̥ɛɔljada
rheoliadau	r̥ɛɔljadaɨ̯
rheoliadau	r̥ɛɔljadɛ
rheoliadur	r̥ɛɔljadɨ̞r
rheoliaduron	r̥ɛɔljadɨ̞rɔn
rheolwr	r̥ɛɔlʊr
rheolydd	r̥ɛɔlɨ̞ð
rhes	r̥eːs
rhesi	r̥ɛsi
rhestr	r̥ɛsdr
rhestrau	r̥ɛsdra
rhestrau	r̥ɛsdraɨ̯
rhestrau	r̥ɛsdrɛ
rhestri	r̥ɛsdri
rheswm	r̥ɛsʊm
rhesymol	r̥ɛsəmɔl
rhesymoldeb	r̥ɛsəmɔldɛb
rhew	r̥eːu̯
rhewbwynt	r̥ɛu̯bʊɨ̯nt
rheweiddio	r̥ɛu̯ei̞ðjɔ
rhewgell	r̥ɛu̯ɡɛɬ
rhewi	r̥ɛu̯ɪ
rhewiad	r̥ɛu̯jad
rhewlif	r̥ɛu̯lɪv
rhewlifeg	r̥ɛu̯lɪvɛɡ
rhewlifo	r̥ɛu̯lɪvɔ
rhewlifoedd	r̥ɛu̯lɪvɔɨ̯ð
rhi	r̥iː
rhiain	r̥iai̯n
rhiant	r̥iːant
rhic	r̥ɪk
rhieni	r̥jɛni
rhif	r̥iːv
rhifau	r̥ɪva
rhifau	r̥ɪvaɨ̯
rhifau	r̥ɪvɛ
rhiffio	r̥ɪfjɔ
rhifo	r̥ɪvɔ
rhin	r̥iːn
rhinart	r̥ɪnart
rhingyll	r̥ɨnɡɨɬ
rhiniart	r̥ɪnjart
rhiniog	r̥ɪnjɔɡ
rhinoseros	r̥ɪnɔsɛrɔs
rhith	r̥iːθ
rhithweledigaeth	r̥ɪθwɛlɛdɪɡaɨ̯θ
rhithweledigaeth	r̥ɪθwɛlɛdɪɡɛθ
rhiw	r̥ɪu̯
rho	r̥oː
rhoces	r̥ɔkɛs
rhodd	r̥oːð
rhoddwr	r̥ɔðʊr
rhodiwch	r̥ɔdjʊχ
rhodiwm	r̥ɔdjʊm
rhofio	r̥ɔvjɔ
rhoi	r̥ɔi̯
rhos	r̥oːs
rhosb	r̥ɔsb
rhosmari	r̥ɔsmarɪ
rhosod	r̥ɔsɔd
rhostio	r̥ɔsdjɔ
rhostog	r̥ɔsdɔɡ
rhostogion	r̥ɔsdɔɡjɔn
rhosyn	r̥ɔsɨ̞n
rhosynnau	r̥ɔsəna
rhosynnau	r̥ɔsənaɨ̯
rhosynnau	r̥ɔsənɛ
rhosys	r̥ɔsɨ̞s
rhudd	r̥ɨːð
rhuddgoch	r̥ɨ̞ðɡɔχ
rhuddlas	r̥ɨ̞ðlas
rhuddlasu	r̥ɨ̞ðlasɨ̞
rhuddlaswyn	r̥ɨ̞ðlaswɨ̞n
rhuddog	r̥ɨ̞ðɔɡ
rhuddwyn	r̥ɨ̞ðwɨ̞n
rhuddygl	r̥ɨ̞ðɨ̞ɡl
rhued	r̥ɨɛd
rhwbio	r̥ʊbjɔ
rhwd	r̥uːd
rhwng	r̥ʊŋ
rhwth	r̥uːθ
rhwyd	r̥uːɨ̯d
rhwydd	r̥uːɨ̯ð
rhwyddlwyn	r̥ʊɨ̯ðlʊɨ̯n
rhwydo	r̥ʊɨ̯dɔ
rhwydwaith	r̥ʊi̯dwɛθ
rhwydwaith	r̥ʊɨ̯dwai̯θ
rhwydwaith	r̥ʊɨ̯dwɛθ
rhwydweithio	r̥ʊɨ̯dwei̯θjɔ
rhwyf	r̥uːɨ̯v
rhwyfau	r̥ʊɨ̯va
rhwyfau	r̥ʊɨ̯vaɨ
rhwyfau	r̥ʊɨ̯vɛ
rhwyfo	r̥ʊɨ̯vɔ
rhwyg	r̥uːɨ̯ɡ
rhwygo	r̥ʊɨ̯ɡɔ
rhwyll	r̥uːɨ̯ɬ
rhwyllau	r̥ʊɨ̯ɬa
rhwyllau	r̥ʊɨ̯ɬaɨ̯
rhwyllau	r̥ʊɨ̯ɬɛ
rhwym	r̥uːɨ̯m
rhwymiad	r̥ʊɨ̯mjad
rhwymo	r̥ʊɨ̯mɔ
rhwystr	r̥ʊɨ̯sdr
rhwystrau	r̥ʊɨ̯sdra
rhwystrau	r̥ʊɨ̯sdraɨ̯
rhwystrau	r̥ʊɨ̯sdrɛ
rhwystredig	r̥ʊɨ̯sdrɛdɨ̞ɡ
rhwystredigaeth	r̥ʊɨ̯sdrɛdɨ̞ɡaɨ̯θ
rhwystredigaeth	r̥ʊɨ̯sdrɛdɨ̞ɡaθ
rhwystredigaeth	r̥ʊɨ̯sdrɛdɨ̞ɡɛθ
rhwystredigaethau	r̥ʊɨ̯sdrɛdɨ̞ɡeɨ̯θa
rhwystredigaethau	r̥ʊɨ̯sdrɛdɨ̞ɡeɨ̯θaɨ̯
rhwystredigaethau	r̥ʊɨ̯sdrɛdɨ̞ɡeɨ̯θɛ
rhwystro	r̥ʊɨ̯sdrɔ
rhydau	r̥əda
rhydau	r̥ədaɨ̯
rhydau	r̥ədɛ
rhydd	r̥ɨː
rhydd	r̥ɨːð
rhyddfarn	r̥əðvarn
rhyddfraint	r̥əðvrai̯nt
rhyddfreiniad	r̥əðvrei̯njad
rhyddfreinio	r̥əðvrei̯njɔ
rhyddfreiniwr	r̥əðvrei̯njʊr
rhyddfrydedd	r̥ɪðvrɪdɛð
rhyddfrydiaeth	r̥ɪðvrɪðjaɪθ
rhyddfrydol	r̥ɨːðvrədɔl
rhyddfrydol	r̥ɨ̞ðvrədɔl
rhyddhad	r̥əðhaːd
rhyddhaf	r̥əðhaːv
rhyddhau	r̥əðhaɨ̯
rhyddid	r̥əðɪd
rhydni	r̥ədnɪ
rhydwythol	r̥əduːɨ̯θɔl
rhyfedd	r̥əvað
rhyfedd	r̥əvɛð
rhyfeddu	r̥əvɛðɨ̞
rhyfel	r̥əval
rhyfel	r̥əvɛl
rhyfela	r̥əvɛla
rhyfelwr	r̥əvɛlʊr
rhyfelwyr	r̥əvɛlwɨ̞r
rhyg	r̥ɨːɡ
rhygwenith	r̥əɡwɛnɪθ
rhyn	r̥ɨ̞n
rhynion	r̥ənjɔn
rhywbeth	r̥ɨu̯baθ
rhywbeth	r̥ɨu̯bɛθ
rhywbeth	r̥ɪu̯baθ
rhywbeth	r̥ɪu̯bɛθ
rhywbeth	r̥ʊbaθ
rhywbeth	r̥ʊbɛθ
rhywbryd	r̥ɨu̯brɨ̞d
rhywbryd	r̥ɪu̯brɨ̞d
rhywle	r̥ɨu̯la
rhywle	r̥ɨu̯lɛ
rhywle	r̥ɪu̯la
rhywle	r̥ɪu̯lɛ
rhywle	r̥ʊla
rhywle	r̥ʊlɛ
rhywogaeth	r̥ɪu̯ɔɡaɨ̯θ
rhywogaeth	r̥ɪu̯ɔɡɛθ
rhywsut	r̥ɨu̯sɨ̞t
rhywsut	r̥ɪu̯sɨ̞t
rhywun	r̥ɨu̯ɨ̞n
rhywun	r̥ɪu̯ɨ̞n
ricriwtiaid	rɪkrɪu̯tjai̯d
ricriwtiaid	rɪkrɪu̯tjɛd
ricríwt	rikrɪu̯t
rif	riːv
ril	riːl
riliau	jrɪla
riliau	rɪljaɨ̯
riliau	rɪljɛ
rils	riːls
rith	riːθ
ro	roː
ro'ch	rɔχ
roc	rɔk
rod	roːd
roedd	roːɨ̯ð
roeddech	rɔɨ̯ðaχ
roeddech	rɔɨ̯ðɛχ
roedden	rɔɨ̯ðan
roedden	rɔɨ̯ðɛn
roeddet	rɔɨ̯ðat
roeddet	rɔɨ̯ðɛt
roeddwn	rɔɨ̯ðʊn
roentgeniwm	rɛntɡɛnjʊm
roi	rɔi̯
rondefŵ	rɔndɛvuː
rosmari	rɔsmarɪ
rosod	rɔsɔd
rosynnau	rɔsəna
rosynnau	rɔsənaɨ̯
rosynnau	rɔsənɛ
rosys	rɔsɨ̞s
rownd	rɔu̯nd
rutherffordiwm	rəðərfɔrdjʊm
rw	rʊ
rwber	rʊbɛr
rwbidiwm	rʊbɪdjʊm
rwtheniwm	rʊθɛnjʊm
rwy	ruːɨ̯
rwyd	ruːɨ̯d
rwyf	ruːɨ̯v
rwyfau	rʊɨ̯va
rwyfau	rʊɨ̯vaɨ
rwyfau	rʊɨ̯vɛ
rwyfo	rʊɨ̯vɔ
rwyt	ruːɨ̯t
ry	rɨː
rybela	rəbɛla
rydd	rɨːð
ryddhaf	rəðhaːv
ryddhau	rəðhaɨ̯
ryddid	rəðɪd
rydw	rədu
rydw	rədw
rydych	rədɨ̞χ
ryfelwr	rəvɛlʊr
ryfelwyr	rəvɛlwɨ̞r
rygbi	rəɡbi
ryseitiau	rəsei̯tja
ryseitiau	rəsei̯tjaɨ̯
ryseitiau	rəsei̯tjɛ
rysáit	rəsai̯t
rywbeth	rɨu̯baθ
rywbeth	rɨu̯bɛθ
rywbeth	rɪu̯baθ
rywbeth	rɪu̯bɛθ
rywbeth	rʊbaθ
rywbeth	rʊbɛθ
rywbryd	rɨu̯brɨ̞d
rywbryd	rɪu̯brɨ̞d
rywle	rɨu̯la
rywle	rɨu̯lɛ
rywle	rɪu̯la
rywle	rɪu̯lɛ
rywle	rʊla
rywle	rʊlɛ
rywsut	rɨu̯sɨ̞t
rywsut	rɪu̯sɨ̞t
rywun	rɨu̯ɨ̞n
rywun	rɪu̯ɨ̞n
rŵan	ruːan
sach	saːχ
sachell	saχɛɬ
saer	saːɨ̯r
saeth	saːɨ̯θ
saethdwll	sei̯θdʊɬ
saethu	seɨ̯θɨ
saethwr	seɨ̯θʊr
saethwyr	seɨ̯θwɨ̞r
saethyddiaeth	seɨ̯θəðjaɨ̯θ
saethyddiaeth	seɨ̯θəðjɛθ
safbwynt	savbʊɨ̯nt
saff	saːf
saffari	safarɪ
safle	savlɛ
safon	savɔn
safri	savri
saib	sai̯b
saif	sai̯v
saig	sai̯ɡ
sail	sai̯l
saim	sai̯m
saim	saːm
sain	sai̯n
saint	sai̯nt
saith	sai̯θ
salad	salad
salamandr	salamandr
sallwyr	saɬʊɨ̯r
salm	salm
saltring	saltrɪŋ
salw	salu
salwch	salʊχ
samariwm	samarjʊm
sanctaidd	saŋktai̯ð
sancteiddier	saŋktei̯ðjɛr
sancteiddio	saŋktei̯ðjɔ
sancteiddrwydd	saŋktei̯ðrʊɨ̯ð
sandio	sandjɔ
sant	sant
santes	santas
santes	santɛs
santesau	santɛsa
santesau	santɛsaɨ̯
santesau	santɛsɛ
sarff	sarf
sarhad	sarhaːd
sarhau	sarhaɨ̯
sarhaus	sarhaɨ̯s
sashimi	saʃɪmɪ
sawdd	sau̯ð
sawdl	sau̯dl
sawl	sau̯l
sawr	sau̯r
sawrus	sau̯rɨ̞s
saws	sau̯s
sawsiau	sau̯ʃa
sawsiau	sau̯ʃaɨ̯
sawsiau	sau̯ʃɛ
sba	sbaː
sbriws	sbrɪu̯s
sbwliau	sbʊlja
sbwliau	sbʊljaɨ̯
sbwlio	sbʊljɔ
sbwriel	sbʊrjal
sbwriel	sbʊrjɛl
sbâr	sbaːr
sbŵl	sbuːl
scandiwm	sɡandjʊm
sdim	sdɪm
se	sɛ
seaborgiwm	sɪbɔrɡjʊm
sebon	sɛbɔn
sebonllyd	sɛbɔnɬɨ̞d
sebra	sebra
sebraod	sebraːɔd
sebras	sebras
sedd	seːð
seddi	sɛði
sef	seːv
sefwch	sɛvʊχ
sefydlog	sɛvədlɔɡ
sefydlogi	sɛvədlɔɡi
sefydlu	sɛvədlɨ
sefyll	sɛvɨ̞ɬ
sefyllfa	sɛvəɬva
sefyllfaoedd	sɛvəɬvaːɔɨ̯ð
segur	sɛɡɨ̞r
seibiau	sei̯bja
seibiau	sei̯bjaɨ̯
seibiau	sei̯bjɛ
seiclo	sei̯klɔ
seicloch	sei̯klɔχ
seiclodd	sei̯klɔð
seiclon	sei̯klɔn
seiclwr	sei̯klʊr
seidr	sei̯dɪr
seineg	sei̯nɛɡ
seler	sɛlar
seler	sɛlɛr
selsig	sɛlsɪɡ
senana	sɛnana
senedd	sɛnɛð
senon	sɛnɔn
ser	sɛr
serch	sɛrχ
serchog	sɛrχɔɡ
seremoni	sɛrɛmɔni
seren	sɛrɛn
serenllys	sɛrɛnɬɨ̞s
sero	sɛrɔ
seryddiaeth	sɛrəðjaɨ̯θ
sesh	sɛʃ
sesiwn	sɛʃʊn
sesiynau	sɛʃəna
sesiynau	sɛʃənaɨ̯
sesiynau	sɛʃənɛ
sgarff	sɡarf
sgen	sɡɛn
sgerbwd	sɡɛrbʊd
sgert	sɡɛrt
sgil	sɡiːl
sgil	sɡɪl
sgileffaith	sɡiːlɛfai̯θ
sgileffaith	sɡiːlɛfɛθ
sgipio	sɡɪpjɔ
sgiwen	sɡiu̯ɛn
sglodion	sɡlɔdjɔn
sglodyn	sɡlɔdɨ̞n
sgorio	sɡɔrjɔ
sgorpion	sɡɔrpjɔn
sgramblo	sɡramblɔ
sgrechian	sɡrɛχjan
sgri	sɡriː
sgriau	sɡriːa
sgriau	sɡriːaɨ̯
sgriau	sɡriːɛ
sgrin	sɡriːn
sgriniau	sɡrɪnja
sgriniau	sɡrɪnjaɨ̯
sgriniau	sɡrɪnjɛ
sgrinio	sɡrinjɔ
sgwariau	sɡwarja
sgwariau	sɡwarjaɨ̯
sgwariau	sɡwarjɛ
sgynni	sɡənɪ
sgynno	sɡənɔ
sgynnoch	sɡənɔχ
sgynnon	sɡənɔn
sgynnyn	sɡənɨ̞n
sgyrsiol	sɡərʃɔl
sgìl	sɡɪl
sgïo	sɡiɔ
