00-ig	ɒːg
országos	ɔrʃɑgoʃ
országot	orsaːgot
országot	ɔrʃɑgɔt
ország	ɔrʃaːg
országra	ɔrʃaːgrɒ
országszerte	orsaːksɛrtɛ
országszerte	ɔrʃaːgzɛrtɛ
országunkat	ɔɾʃaːguŋkaːt
országunkban	ɔrʃɑguŋkbɑn
országunk	ɔrʃaːguŋk
országutak	orsaːgutɒk
országúti	ɔrʃaːguːti
országúton	ɔrʃaːguːton
országút	orsaːguːt
országút	ɔrʃɑguːt
őrszem	øːrsɛm
őrsz	øːrs
ortega	ɔrtɛgɑ
ortiz	ɔrtiʃ
őrt	øːrt
ortodox	ɒrtɒdɒks
ortodox	ortodoks
ortopédiai	ortopeːdijɒji
ortopédiák	ortopeːdijaːk
ortopédia	ortopeːdijɒ
ortopéd	ortopeːd
ortopéd	ɔrtoˈpeːd
ortt	oːɛrteːteː
őrületbe	øːrylɛdbɛ
őrületbe	ørʏlɛbɛ
őrületek	øːrylɛtɛk
őrületes	ørʏlɛtɛʃ
őrületet	ørʏlɛt
őrület	øːrylɛt
őrület	ɶrʏlɛt
örülhet	ɶrylhɛt
örülhetsz	ørylhɛts
örüljön	ørylyøn
örülj	ørylʲ
örüljünk	ørylyŋk
örülnék	ørylnek
örülnek	ørylnɛk
örülnél	ørylneːl
örülnének	ørylnɛnɛk
örülnénk	ørylɛŋk
örülne	ørylnɛ
örülni	øryln
örülni	ørylni
őrülni	ørylni
örülnöd	ørylnød
őrül	øːryl
örülök	øryløk
örül	øryl
örülsz	øryls
őrültebben	øːryltɛbːɛn
őrültebb	øːryltɛbː
őrültebb	ørʏltɛbː
őrültekháza	øːryltɛkhaːzɒ
örültek	øːrøːtøk
őrültek	øːryltɛk
örültek	øryltɛk
őrültek	ørʏtɛlːk
örültél	ɶrʏltɛl
őrültem	ørʏltɛm
örültem	ɶrʏltɛm
őrülten	øːryltɛn
őrülten	øryltɛn
őrültet	ørʏltɛt
őrültnek	øːrʏltnɛk
őrült	øːrylt
örültök	ørylːtøk
örült	ørølt
örült	ørylt
őrült	ørʏlt
őrültségeket	ørʏltʃeːkɛt
őrültséget	ørʏltʃeget
őrültségnek	ørʏltʃeːɲɛk
örültség	ørylʃtøg
őrültség	ørʏltʃeːg
őrülttel	ørʏltɛl
örültünk	ɔrʏltʏŋk
örülünk	ørylyŋk
őrülve	ørylvɛ
örvendek	ørvɛndeːk
örvendek	ørvɛndɛk
örvendj	ørvɛɲɟ
örvend	ørvɛnd
örvend	ørvɛɲ
örvendtem	ørvɛntɛm
örvén	ørveːn
örvények	ørveːɲɛk
Örvényes	ørveːɲɛʃ
örvény	øːrɛɲ
örvény	ørveːɲ
örve	ørvɛ
őrvezető	ørvɛtøː
orvlövések	orvløveːʃɛk
orvlövés	orvløveːʃ
orvlövész	ɔrvløveːʃ
orv	orv
örv	ørv
orvosai	ɔrvɔʃɒj
orvosa	ɔrvɔʃɒ
orvosát	ɔrvɔʃɑt
orvoshoz	orvoʃhoz
orvoshoz	ɔrvɔsh
orvosi	ɒrvɒʃi
orvosilag	ɔrvɔsilɑg
orvosin	ɔrvɔʃin
orvosi	orvoʃi
orvosira	ɒrvɒʃiɾɒ
orvosit	ɔrvɔsit
orvosként	orvoʃkeːnt
orvosként	ɔrvɔseːkt
orvoslások	orvoʃlaːʃok
orvoslás	orvoʃlaːʃ
orvoslás	ɔrvɔʃlaːʃ
orvosnak	ɔrvɔsnɑk
orvosnál	ɔrvɔʃnaːl
orvosnők	orvoʃnøːk
orvosnő	orvoʃnøː
orvosod	ɔrvɔʃɔd
orvosokat	orvoʃokɒt
orvosokat	ɔrvɔʃɔkɑt
orvosokhoz	orvoʃokhoz
orvosokkal	ɔrvɔsokːɒl
orvosoknak	orvoʃoknɒk
orvosoknak	ɔrvɔʃoknɑk
orvosok	orvoʃok
orvosok	ɔrvɔʃok
orvosolatlan	orvoʃolɒtlɒn
orvosolhatatlan	orvoʃolɦɒtɒtlɒn
orvosolható	orvoʃolɦɒtoː
orvosol	orvoʃol
orvosom	ɔrvɔʃom
orvos	orvoʃ
örvös	ørvøʃ
orvos	ɔrvɔs
orvosra	ɔrvɔʃrɒ
orvosságok	orvoʃːaːgok
orvosság	orvoʃːaːg
orvosságos	orvoʃːaːgoʃ
orvosságosüveg	orvoʃːaːgoʃyvɛg
orvosságot	ɒrvosːɒʃːɒt
orvosság	ɔrvosːpɒʃ
orvossal	ɔrvoʃɑl
orvosszakértő	ɔrvɔsɒkɛrteː
orvostanhallgatók	orvoʃtɒnɦɒlgɒtoːk
orvostanhallgató	orvoʃtɒnɦɒlgɒtoː
orvostanhallgató	ɔrvostɒnhɒlgɒtoː
orvostan	orvoʃtɒn
orvostól	ɔrvostol
orvost	orvoʃt
orvost	ɔrvɔʃt
orvostudomány	ɒrvostudomɒɲ
orvostudomány	orvoʃtudomaːɲ
orvosunk	ɔrvɔsʊŋk
orvvadászatok	orvɒdaːsɒtok
orvvadászat	orvɒdaːsɒt
orvvadászok	orvɒdaːsok
orvvadász	orvɒdaːs
őrzik	øːrzik
őrzik	øːrʒik
őrzi	øːrzi
őrzi	ørzi
őrzője	ɶrøːjɛ
őrzők	ørʝøk
őrzöm	øːʁøm
őrző	øːrzøː
őrző	ørøː
őrzött	øːrzøtː
őrzött	øːrʒøtː
Ősagárd	øːʃɒgaːrd
osama	ɒʃɒmɒ
osan	ɔʃɒn
os	ɒʃ
ősbemutatók	øːʒbɛmutɒtoːk
ősbemutató	øːʒbɛmutɒtoː
osborne	ɒʃbɒrnɛ
oscar	ɒʃkɒr
oscart	ɒʃkɒrt
ósdi	ɔʃdi
őseid	øːʃɛjd
őseim	øːʃɛjm
őseink	øːʃɛjŋk
ősei	øːʃɛj
ősellenség	øːʃɛlːɛnʃeːg
ősember	øːsɛmbɛr
ősember	øːʃɛmbɛr
őserdők	øːʃɛrdøːk
őserdő	øːʃɛrdøː
ősfaj	øːʃfɒj
ősfajok	øːʃfɒjok
őshaza	øːʃhɒzɒ
őshonos	øʃoːnos
ősibb	øːʃibː
ősidők	øʃiˈdøk
ősi	øːʃi
ősi	øʃi
oskar	ɒʃkɒr
őskori	øːʃkori
őskori	øʃkoːri
őskor	øːʃkor
ősközösség	øːʃkøzøʃːeːg
Öskü	øʃky
őslakosok	øʃlɒkɒʃok
őslakos	øʃlɒkoʃ
oslói	osloːji
oslo	osloː
ősmagyar	øːʃmɒɟɒr
ősnemzés	øːʃnɛmzeːʃ
os	oːɛʃː
ős	øːʃ
ősök	øːʃøk
ősök	øʃøk
osonj	oʃoɲː
oson	oʃon
osonsz	oʃons
ős	øʃ
ősrégi	øʃˈreːgi
őssejtek	øːʃːɛjtɛk
őssejtkutatás	øːʃːɛjtkutɒtaːʃ
őssejtkutatások	øːʃːɛjtkutɒtaːʃok
őssejt	øːʃːɛjt
osszad	osːɒd
osszák	osːaːk
osszak	osːɒk
osszál	osːaːl
osszam	osːɒm
osszanak	osːɒnɒk
ossza	osːɒ
osszátok	osːaːtok
osszatok	osːɒtok
összeadásjel	øsːɛɒdaːʃjɛl
összeadások	øsːɛɒdaːʃok
összeadás	øsːɛɒdaːʃ
összead	øsːɛɒd
összeállítani	ˈøsːɛɑːlːiːtɪmɪ
összeállítások	øsːɛaːlːiːtaːʃok
összeállítás	øsːɛaːlːiːtaːʃ
összeállít	øsːɛaːlːiːt
összeállítottam	øsːæːloːtiːtɒm
összeállni	øsːɛɒːlːni
összeáll	øsːɛɒlː
összeállt	øsːɛɒlːt
összebarátkozik	øsːɛbɒraːtkozik
összebeszél	øsːɛbɛseːl
összecsapás	øsːɛtʃɒpaːʃ
összecsapás	øsːtʃɒpaːʃ
összecsukható	øsːɛtʃukhɒtoː
összedől	øsːɛdøːl
összedőlt	øsːɛdølt
összeegyeztetek	øsːɛɛɟːɛstɛtɛk
összeegyeztethetetlenebb	øsːɛɛɟːɛstɛthɛtɛtlɛnɛbː
összeegyeztethetetlen	øsːɛɛɟːɛstɛthɛtɛtlɛn
összeegyeztet	øsːɛɛɟːɛstɛt
összeesett	øsːɛsɛtː
összeesik	øsːɛɛsik
összeesküszik	øsːɛɛʃkysik
összeesküvésben	øsːɛɛskuːveːb
összeesküvések	øsːɛɛʃkyveːʃɛk
összeesküvés	øsːɛɛskuːveːʃ
összeesküvés	øsːɛɛʃkyveːʃ
összeesküvést	øsːɛɛskuːveːʃt
összeférhetetlen	øsːɛfeːrɦɛtɛtlɛn
összeférhetetlenségek	øsːɛfeːrɦɛtɛtlɛnʃeːgɛk
összeférhetetlenség	øsːɛfeːrɦɛtɛtlɛnʃeːg
összefogás	øsːɛfogaːʃ
összefoglal	øsːɛfoglɒl
összefoglalva	øsːɛfoglɒvɒ
összefog	øsːɛfog
összefogunk	øsːɛfoguŋk
összefüggésben	øsːɛfygːeːʃbɛn
összefüggésben	øsːɛfygːeːʒbɛn
összefüggésbe	øsːɛfygːeːb
összefüggésbe	øsːɛfygːeːʒbɛ
összefüggései	øsːɛfygːeːʃɛji
összefüggésekben	øsːɛfygːeːʃɛgbɛn
összefüggéseket	øsːɛfygːeːʃɛkɛt
összefüggések	øsːɛfygːeːʃɛk
összefüggése	øsːɛfygːeːʃɛ
összefüggés	øsːɛfygːeːʃ
összefüggést	øsːɛfygːeːʃt
összefüggést	øsːɛfygeːʃt
összefüggőbb	øsːɛfygːøːbː
összefüggőek	øsːɛfygːøːɛk
összefüggő	øsːɛfygːøː
összefügg	øsːɛfygː
összefutni	øsːɛfutin
összefutok	øsːɛfutok
összefut	øsːɛfut
összefutottam	øsːɛfuttɒtːɒm
összefutott	øsːɛfutoːt
összefutottunk	øsːɛfuttotːuŋk
összefutunk	øsːɛfuntuk
összegben	øsːɛgbɛn
összegeket	øsːɛgɛkɛt
összegek	øsːɛgɛk
összegének	øsːɛgeːnɛk
összege	øsːɛgɛ
összegért	øsːɛgeːrt
összeget	øsːɛgɛt
összegez	øsːɛgɛz
összegezték	øsːɛgɛsteːk
összeggel	øsːɛggɛl
összeg	øsːɛg
összegű	øsːɛgyː
összegyűjteni	øsːɛɟyːjtɛni
összegyűjti	øsːɛɟyːjti
összegyűjtöm	øsːɛɟyːjɟtøm
összegyűjt	øsːɛɟyːjt
összegyűjtöttem	øsːɛɟyːjøtːɛm
összegyűjtött	øsːɛɟyːjøtøt
összegyűlik	øsːɛɟyːlik
összegyűlnek	øsːɛɟyːlnɛk
összegyűltek	øsːɛɟyːltɛk
összegyűlt	øsːɛɟyːlt
összegzése	øsːɛgzeːʃɛ
összegzés	øsːɛgzeːʃ
összehalmoz	øsːɛɦɒlmoz
összehangol	øsːɛɦɒŋgol
összehasonlítani	ˈøsːɛhɒsɒnɬitɪni
összehasonlítások	øsːɛɦɒʃonliːtaːʃok
összehasonlítás	øsːɛɦɒʃonliːtaːʃ
összehasonlíthatóbb	øsːɛɦɒʃonliːthɒtoːbː
összehasonlítható	øsːɛɦɒʃonliːthɒtoː
összehasonlító	øsːɛɦɒʃonliːtoː
összehasonlít	øsːɛɦɒʃonliːt
összehasonlítottam	øsːɛhɒsɒnliːtːɒm
összehasonlítva	ˈøsːɛhɒsonliːtʋɒ
összeházasodnak	øsːɛhɒzɒsodnɒk
összeházasodni	øsːɛhɒzɒʃodni
összeházasodtak	øsːɛhɒzɒshotk
összeházasodtok	ˈøsːɛˌhɑːzɒshotok
összeházasodtunk	øsːɛhɒzɒsotːuŋk
összeházasodunk	øsːɛhɒzɒʃodunk
összehív	øsːɛɦiːv
összehozni	ˈøsːɛhozni
összehozom	ˈøsːɛhozom
összehoz	øsːɛhoʒ
összehozott	øsːɛhɔzotː
összehoztam	øsːɛhɔstɒm
összehozta	ˈøsːɛhɔstɒ
összehozza	øsːɛhoʒːɒ
összehozzuk	øsːɛhossuk
összeillenek	øsːɛjːɛnɛk
összeillünk	øsːɛjːlønk
összejönnek	øsːjønːk
összejönni	øʃːjønːi
összejön	øʃːjøn
összejöttek	ɔʃːɛjøtːɛk
összejöttél	øʃːjøtɛl
összejöttem	øʃːjøtɛm
összejöttetek	øsːjøtːɛk
összejött	øʃːjøjt
összejöttünk	øʃːjøtøŋk
összejövetelek	øsːɛjøvɛtɛlɛk
összejövetelen	øʃːɛjøvɛtɛlɛn
összejövetel	øsːɛjøvɛtɛl
összejövetel	øʃːjɛvɛtɛl
összejövetelt	øʃːjɛvɛlt
összejövünk	øʃːjøvynk
összekapcsol	øsːɛkɒptʃol
összekenhet	øsːɛkɛnɦɛt
összeken	øsːɛkɛn
összekever	øsːɛkɛvɛr
összekevertem	øsːɛkɛvɾɛtɛm
összekeverte	øsːɛkɛvɛrtɛ
összeköltözünk	øsːɛkøløːzʏŋk
összeköti	øsːɛkøti
összeköti	øsːkøti
összekötni	øsːkøtni
összekötő	øsːɛkøtøː
összekötő	øsːkøtøː
összeköt	øsːɛkøt
összeköt	øsːkøt
összekötve	øsːkøtːvɛ
összekuszál	øsːɛkusaːl
ősszel	øːsːɛl
ősszel	øʃːɛl
összenéz	øsːɛneːz
összeomlana	øsːɛomlɒnɒ
összeomlás	øsːømlaːʃ
összeomlik	øsːɛomlik
összeomlik	øsːømlɪk
összeomlott	øsːømlɒtː
össze	øsːɛ
összepakolni	øsːɛpɒkolni
összepakolok	ˈøsːɛpɒkolok
összepakoltam	øsːɛpɒkoltɒm
összerakni	øsːɛrɒkni
összerak	øsːɛrɒk
összeraktam	øsːɛrɑktɑm
összesen	øsːɛsɛn
összesen	øsːɛʃɛn
összeset	øsːɛsɛt
összesít	øsːɛʃiːt
összes	øsːɛs
összes	øsːɛʃ
összességében	øsːɛsːɛgɛn
összességében	øsːɛʃːeːgeːbɛn
összessége	øsːɛʃːeːgɛ
összesség	øsːɛʃːeːg
összest	øsːɛʃt
összeszeded	øsːɛsɛdɛd
összeszedem	øsːɛsɛdɛm
összeszedett	øsːɛsɛdɛtː
összeszedi	øsːɛsɛdi
összeszedjük	øsːɛsɛɟʏk
összeszedni	øsːɛsɛdni
összeszed	øsːɛsɛd
összeszedtem	øsːɛsɛtɛm
összeszedte	øsːɛsːɛtːɛ
összeszerel	øsːɛsɛrɛl
összeszid	øsːɛsid
összeszólalkozik	øsːɛsoːlɒlkozik
összetartó	øsːtɒrtoː
összetartozás	øsːɛtɒrtozaːʃ
összetartozik	øsːɛtɒrtozik
összetartozunk	øsːzɛtɑrtotsung
összetartunk	øsːtɒrtuŋk
összeterel	øsːɛtɛrɛl
összetétele	øsːɛteːtɛlɛ
összetétele	øsːteteːlɛ
összetétellé	øsːɛteːtɛlːeː
összetétel	øsːɛteːtɛl
összetettebb	øsːɛtɛtːɛbː
összetett	øsːɛtɛtː
összetett	øsːtɛt
összetéveszt	øsːtɛvɛst
összetevője	øsːɛtøvøjɛ
összetevő	øsːɛtøːvø
összetörik	øsːɛtørik
összetöri	øsːzɛtøri
összetörni	øsːzøtørni
összetöröd	øsːtørød
összetöröm	øsːtøːrøm
összetörted	øsːzɛtørteːd
összetörték	øsːzɛtørteːk
összetörtem	øsːzɛtørtɛm
összetörte	øsːzørtɛ
összetört	øsːtørt
összetörve	øsːzɛtørvɛ
összetűzésbe	øsːɛtyːzeːʃbɛ
összetűz	øsːɛtyːz
összeütközés	øsːɛytkøzeːʃ
összevág	øsːɛvaːg
összeveszett	øsːɛvɛsɛtː
összevesztek	øsːɛvɛstɛk
összevesztem	øsːɛvɛstɛm
összevesztetek	øsːɛvɛstɛtɛk
összevesztünk	ˈøsːɛvɛstʏŋk
összevetettem	øsːɛvɛtːɛm
összevet	øsːɛvɛt
összevetve	øsːɛvɛtːvɛ
összevisszább	øsːɛvisːaːbː
össze-vissza	ˈøsːɛˈvisːɒ
összevissza	øsːɛvisːɒ
összevissza	øsːvɪsːɒ
összevisszaságban	øsːɛvisːɒʃaːgbɒn
összevisszaságok	øsːɛvisːɒʃaːgok
összevisszaság	øsːɛvisːɒʃaːg
összezárva	øsːɛzaːrvɒ
összezavarja	ˈøsːɛzɒvɒrjɒ
összezavarni	øsːɛzɒvɒrni
összezavarodott	øsːɛzɒvorodot
összezavarodtam	øsːɛzɒvorotːɒm
összezavarodva	øsːɛzɒvorodvɒ
összezavar	øsːɛzɒvɒr
összezavart	ˈøsːɛzɒvɒrt
összezsugorít	øsːɛʒugoriːt
összhangban	øsːhɒŋbɒn
összhangban	øshɒŋgbɒn
összhangba	øshɒŋgbɒ
összhangok	øshɒŋgok
összhang	øshɒŋg
összhangzattanok	øshɒŋgzɒtːɒnok
összhangzattan	øshɒŋgzɒtːɒn
összjáték	øsjaːteːk
összkomfortos	øskoɱfortoʃ
osszon	osːon
ossz	osː
összpontosítani	øʃːpontoshiːnø
összpontosít	øspontoʃiːt
összpontosíts	ɔʃːpontoshiːtʃ
osszuk	osːuk
osszunk	osːuŋk
ostábla	oʃtaːblɒ
őstehetség	øːʃtɛhɛtʃeːg
ostffyasszonyfa	oʃtfiɒsːoɲfɒ
őst	øːʃt
ostoba	ɒstoːbɒ
ostobább	oʃtobaːbː
ostobák	ˈostobɒk
ostobának	ɔstoˈbɒnɛk
ostobán	ˈostobaːn
ostoba	oʃtobɒ
ostobaságokat	ˈoʃtobɒʃaːgɒkot
ostobaság	ˈoʃtobɒʃaːg
ostobaság	oʃtobɒʃaːg
ostobaságot	ˈoʃtobɒʃaːgot
ostor	ɒstoːr
ostor	oʃtor
ostromállapot	oʃtromaːlːɒpot
ostromok	oʃtromok
ostromol	oʃtromol
ostrom	oʃtrom
ostrom	ɔstrom
ostromzár	oʃtromzaːr
ostyád	oʃcaːd
ostyáid	oʃcaːjid
ostyáik	oʃcaːjik
ostyáim	oʃcaːjim
ostyáink	oʃcaːjiŋk
ostyái	oʃcaːji
ostyáitok	oʃcaːjitok
ostyája	oʃcaːjɒ
ostyájuk	oʃcaːjuk
ostyákon	oʃcaːkon
ostyák	oʃcaːk
ostyákra	oʃcaːkrɒ
ostyám	oʃcaːm
ostyánál	oʃcaːnaːl
ostyánk	oʃcaːŋk
ostyán	oʃcaːn
ostya	oʃcɒ
ostyára	oʃcaːrɒ
ostyátok	oʃcaːtok
ösvények	øʃveːɲɛk
ösvényen	øʃvɛɲɛn
ösvény	øʃveːɲ
ösvényt	øʃvɛɲt
oswald	ɔswɒld
oszcillál	ostsilːaːl
oszd	ɒʃd
oszd	ozd
őszebb	øːsɛbː
őszentsége	øːʃɛntsɛgɛ
ószeresek	oːsɛrɛʃɛk
ószeres	oːsɛrɛʃ
őszerinte	øːsɛrintɛ
őszerintük	øːsɛrintyk
ószer	oːsɛr
oszét	oseːt
őszibarack	øːsibɒrɒtsk
őszibarackok	øːsibɒrɒtskok
őszibb	øːsibː
ősziesebb	øːsijɛʃɛbː
őszies	øːsijɛʃ
őszintébben	øːsinteːbːɛn
őszintébb	øːsinteːbː
őszinték	øʃintek
őszintének	øʃinteːnɛk
őszintén	øːsinteːn
öszintén	øʃinteːn
őszintén	øʃinteːn
őszinte	øːsintɛ
őszinte	øʃinte
őszinteségek	øːsintɛʃeːgɛk
őszinteségét	øʃinteʃeːget
őszinteséget	øʃinteʃeget
őszinteség	øːsintɛʃeːg
őszinteség	øʃinteʃeːg
őszi	øːsi
őszi	ɔʃi
oszkár	oskaːr
oszlik	oslik
oszló	osloː
oszlop	ɒsloːp
oszlopfők	oslopføːk
oszlopfő	oslopføː
oszlopok	oslopok
oszlop	oslop
oszloprendek	osloprɛndɛk
oszloprend	osloprɛnd
oszmán	osmaːn
ósz	oːs
ősz	øːs
őszök	øːsøk
oszoljanak	ɒsjɒɟɒnɒk
oszolj	ɒsɒj
oszolj	osojː
őszönként	øːsøŋkeːnt
őszönte	øːsøntɛ
ősz	øʃ
Ószövetség	oːsøvɛtʃːeːg
osztag	ɒstɒg
osztagok	ostɒgok
osztag	ostɒg
osztagot	ɒstɒgɒt
osztalék	ostɒleːk
osztállyal	ɔstaːʎːɒlː
osztálya	ɒsɒlɒʃɒ
osztályában	ɒsɒlɒɒbɒn
osztályának	ɒsɒʝɒnaːk
osztályán	ɔsˈtjoːaːn
osztályban	ɒstjaːlbɒn
osztályban	ostaːjbɒn
osztályba	ostaːjbɒ
osztályba	ɔʃtɒɟbɒ
osztályból	ɔsːtaːjoːbɔl
osztályelső	ɔʃtɒlɒʃɛlø
osztályfőnökök	ostaːjføːnøkøk
osztályfőnök	ostaːjføːnøk
osztálykirándulás	ostaːjkiraːndulaːʃ
osztálynak	ˈoʃtɒjnɒk
osztályokat	ostaːjokɒt
osztályok	ɒsɒːjɒk
osztályokban	ostaːjogbɒn
osztályok	ostaːjok
osztályom	ɒsɟoːʝom
osztályon	ostaːjon
osztályon	ɔʃtɒjɔn
osztályos	ɒsːtaːjoʃ
osztályos	ostaːjoʃ
osztály	ostaːj
osztályozás	ostaːjozaːʃ
osztályoz	ostaːjoz
osztály	ɔsːtɑːj
osztályra	ˈoʃtɒɾɒ
osztályrésze	ostaːjreːsɛ
osztályrész	ostaːjreːs
osztályról	ɔʃtɒɾol
osztálytársak	ostaːjtaːrʃɒk
osztálytársam	ˈoʃtɒʝːaːrʃɒm
osztálytárs	ostaːjtaːrʃ
osztályt	ɒstɒjɒt
osztályteremben	ɔsːtaːjteːrɛmbɛn
osztályterem	ostaːjtɛrɛm
osztálytermek	ostaːjtɛrmɛk
osztályt	ostaːjt
osztályú	ɒsɒɲuː
osztályú	ostaːjuː
osztályvezető	ostaːjvɛzɛtøː
osztályvezető	ˈoʃtɒɾvɛzɛtøː
osztályzatok	ostaːjzɒtok
osztályzat	ostaːjzɒt
osztanád	ostɒnaːd
osztanák	ostɒnaːk
osztanak	ostɒnɒk
osztanál	ostɒnaːl
osztanám	ostɒnaːm
osztanának	ostɒnaːnɒk
osztanánk	ostɒnaːŋk
osztaná	ostɒnaː
osztana	ostɒnɒ
osztanátok	ostɒnaːtok
osztandó	ostɒndoː
osztanék	ostɒneːk
osztani	ɒstɒni
osztanunk	ɒstɒnunk
osztás	ostaːʃ
osztasz	ostɒs
osztatlan	ostɒtlɒn
oszt	ɒst
oszthatatlan	osthɒtɒtlɒn
osztható	osthɒtoː
oszthat	osthɒt
osztja	ɒʃtʃɒ
osztják	oscaːk
osztják	ostʃaːk
osztja	oscɒ
osztjátok	oscaːtok
osztjuk	ɒstjuk
osztjuk	oscuk
őszt	øːst
osztó	ɒstoː
osztódások	ostoːdaːʃok
osztódás	ostoːdaːʃ
osztod	ɒstɒd
osztódik	ostoːdik
osztod	ostod
osztogat	ɒstogɒt
osztogatni	ɒstogɒtɒɲi
ösztökél	østøkeːl
osztók	ostoːk
osztok	ostok
ősztől	øːstøːl
osztom	ɒstom
osztom	ostom
ösztöndíjak	østøndiːjɒk
ösztöndíjasok	østøndiːjɒʃok
ösztöndíjas	østøndiːjɒʃ
ösztöndíjas	øʃtøɲdiːʃ
ösztöndíjat	øʃtøɲdiːjɒt
ösztöndíjjal	øʃtøɲdiːjɒl
ösztöndíj	østøndiːj
ösztöndíj	øʃtøɲdiː
ösztöneid	øʃtøːnɛid
ösztöneim	øʃtønɛjm
ösztönei	øʃtønɛi
ösztöne	øʃtøːnɛ
ösztönök	østønøk
ösztönök	øʃtønøk
ösztönöm	øʃtønøm
ösztönösebben	østønøʃɛbːɛn
ösztönösebb	østønøʃɛbː
ösztönösen	østønøʃɛn
ösztönösen	øʃtønøʃɛn
ösztönös	østønøʃ
ösztönös	øʃtønøʃ
ösztön	østøn
ösztön	øʃtøn
ösztönöz	østønøz
ösztönöz	øʃtønøz
ösztönözte	østønøstɛ
ösztönzés	øʃtønzeːʃ
ösztönző	øʃtønøː
osztó	ostoː
oszt	ost
osztotok	ostotok
osztotta	ɒstotːɒ
osztottad	ostotːɒd
osztották	ɒstotːɒkːɒ
osztottak	ɒstotk
osztották	ostotːaːk
osztottak	ostotːɒk
osztottál	ostotːaːl
osztottam	ɒstotːɒm
osztottam	ostotːɒm
osztotta	ostotːɒ
osztottátok	ostotːaːtok
osztottatok	ostotːɒtok
osztott	ɒstot
osztott	ostotː
osztottuk	ostotːuk
osztottunk	ostotːuŋk
ösztövérebb	østøveːrɛbː
ösztövér	østøveːr
osztozik	ostozik
osztozkodni	ostokotɲi
osztoznak	ɒstoːnɒk
osztozni	ɒstoɲi
osztozom	ɒstoːzom
osztozunk	ostozunk
osztrák	ɒstɾaːk
osztrákok	ostraːkok
osztrák	ostraːk
osztriga	ɒstrɪgɒ
osztrigák	ostrigaːk
osztriga	ostrigɒ
osztrigát	ɒstrɪgaːt
ösztrogének	østrogeːnɛk
ösztrogén	østrogeːn
osztunk	ostuŋk
osztva	ɒstvɒ
osztva	ostvɒ
öszvérek	øsveːrɛk
öszvér	øsveːr
öszvér	øʃveːr
öszvért	øsveːrt
óta	oːtɒ
óta	ɔtɒ
ötből	øtˈbøːl
ötcsillagos	øtʃilːogoʃ
öten	øtɛn
Ótestamentum	oːtɛʃtɒmɛntum
őtet	øːtɛt
ötéves	øteːvɛʃ
ötezer	øtɛzɛr
ötezres	øtɛzrɛʃ
ötezret	øtɛzrɛt
other	ɒtɛr
ötig	øtig
otis	ɔtiʃ
otkolon	otkolon
ötkor	øtkɔr
ötlábú	øtlaːbuː
ötleted	øtːlɛtɛd
ötleteid	øt̪lɛtɛj
ötleteid	øtlɛtɛjid
ötleteim	øt̪lɛtɛim
ötletei	øt̪lɛtɛi
ötletekből	øt̪lɛtɛkbuːl
ötleteket	øtlɛtɛkɛt
ötleteket	øt̪lɛt̪ɛkɛt
ötletekkel	øt̪lɛt̪kɛlː
ötletek	øtlɛtɛk
ötletek	øt̪lɛt̪ɛk
ötletemet	øt̪lɛt̪ɛmɛt̪
ötletem	øtlɛtɛm
ötletem	øt̪lɛt̪ɛm
ötlete	øtlɛtɛ
ötlete	øt̪lɛtɛ
ötletesebb	øtlɛtɛʃɛbː
ötletes	øtˈlɛtɛʃ
ötletes	øtlɛtɛʃ
ötletesség	øtlɛtɛʃːeːg
ötletetek	øt̪lɛt̪ɛk
ötletét	øt̪lɛt̪et̪
ötletet	øtlɛtɛt
ötletet	øt̪lɛt̪ɛt̪
ötletgazdag	øtlɛdgɒzdɒg
ötletnek	øt̪lɛtnɛk
ötlet	øtlɛt
ötlet	øt̪lɛt
ötletroham	øtlɛtroɦɒm
ötlettel	øtˈlɛtɛl
ötletük	øt̪lɛt̪yk
ötletünk	øt̪lɛt̪ʏŋk
ötmillió	øːmːiːjoː
ötnaponként	øtnɒpoŋkeːnt
őt	øːt
ötödike	øtødikɛ
ötödik	øtødik
ötöd	øtød
ötök	øtøk
őtőle	øːtøːlɛ
otológia	otoloːgijɒ
őtőlük	øːtøːlyk
ötös	øtøs
ötös	øtøʃ
ötöst	øtøʃt
ot	ot
öt	øt
őt	øt
õt	øt
ötötök	øtøtøk
ötöt	øtøt
ötre	øtrɛ
otrombább	otrombaːbː
otromba	otromba
otromba	otrombɒ
otrombaságok	otrombɒʃaːgok
otrombaság	otrombɒʃaːg
ötszázas	øtsːaːzɒʃ
ötszáz	øtsaːz
ötszögek	øtsøgɛk
ötszög	øtsːøg
ötszög	øtsøg
ötszörös	øtsørøʃ
ötször	øtsːør
ötször	øtsør
ottalvós	otːɒlvoːʃ
ottani	ɒtːɒni
ottani	otːɒni
ottan	otːɒn
ótta	oːtːɒ
öttel	øtːɛl
otthagyja	othaɟjɒ
otthagyni	othaːɟiː
otthagyod	otːɦɒɟɔd
otthagyom	othaɟom
otthagyott	ɒtːɒɟot
otthagytad	ɒtːɒɟtɒd
otthagyták	ɒtːɒɟtaːk
otthagytál	ɒtːɒɟtaːl
otthagytam	othaːɟtɒm
otthagyta	othaɟtɒ
otthona	ɒtːonɒ
otthonában	othonaːbɒn
otthonába	othoːnaːbɒ
otthonából	ɔtːɔnaːlɒʃ
otthona	othonɒ
otthonát	ɒtːonɒt
