!xóõ	ksˈoː
'bekeren	bəkˈeːrən
wegbezuinigen	ʋˈɛxbəzˌœynəɣən
wegblazen	ʋˈɛxblˈaːzɛn
wegblijven	ʋˈɛxblˌɛɪvən
wegblokkade	ʋˈɛɣblˈɔkˈaːdɛ
wegboenen	β̞exboːˈnən
wegbombarderen	ʋˈɛxbˌɔmbɑrdˌɪːrən
wegbombarderen	ʋˈɛɣbˈɔmbɑdˈeːrən
wegbuizerd	ʋˈɛxpˈœysɛrt
wegcode	ʋˈɛxkˌoːdə
wegconcurreerde	ʋˈɛxkˌɔnkɵɾrˌɪrdə
wegconcurreren	ʋˈɛxkˌɔnkɵɾrˌɪːrən
wegdek	ʋˈɛrdək
wegdempen	ʋˈɛxdˌɛmpən
wegdoen	ʋˈɛxdˌun
wegdrijven	ʋˈɛxdrˌɛɪvən
wegdrijven	ʋˈɛxtrˈəɪvˌeːn
wegdromen	ʋˈɛxdrˈoːmən
wegdromend	ʋˈɛxtdrˈoːmənt
wegdrukken	ʋˈɛxdrˌɵkən
wegdrummen	ʋˈɛxdrˌɵmən
wegduiken	ʋˈɛxtœygˌeːn
wegduwen	ʋˈɛxdˌywən
wege	ʋˈeːɣə
wegen	ʋˈeːɣən
wegenbelasting	ʋˈeːɣənbəlˈɑstɪŋ
wegenbouwkunde	ʋˈeːɣənbˌʌʊkɵndə
wegend	ʋˈeːɣənt
wegennetwerk	ʋˈiɣənnˈɛtwˌɛrk
wegenonderhoud	ʋˈeːɣənˈɔndərhˌʌʊt
wegens	ʋˈeːɣəns
wegenwacht	ʋˈeːɣɛnʋˌɑxt
wegenwachter	ʋˈeːɣənʋˈɑxtər
wegenwerken	ʋˈeːɣɛnʋˌɛrkən
wegering	ʋˈeːɣɛrˌɪŋ
wegfietsen	ʋˈɛxvˈitsən
wegfrommelen	ʋˈɛxvrˈɔmɛlən
wegga	vexa
wegga	ʋˈɛɣɣˌaː
weggaan	ʋˈɛɣɣˌaːn
weggaat	ʋˈɛɣɣˌaːt
weggeblazen	ʋˈɛɣɣəblˈaːɪzˈeːn
weggebombardeerd	ʋˈɛɣɣəbˌɔmbɑrdˌɪrt
weggebracht	ʋˈɛxɣəbrˌɑxt
weggebrand	ʋˈɛxɣɛbrˌɑnt
weggedempt	ʋˈɛɣɣədˌɛmpt
weggedoezeld	ʋˈɛɣədˈuzɑlt
weggedreven	ʋˈɛxɣətrˈeːvən
weggedrukt	ʋˈɛrɣədrˈɵkt
weggedrukt	ʋˈɛɣɣədrˌɵkt
weggedrumd	ʋˈɛɣɣədrˌɵmt
weggeefprijs	vɛxˈeːfprˈɛs
weggegaan	ʋˈɛɣɣəɣˌaːn
weggegooid	ʋˈɛɣɣəɣˌoːjt
weggehaald	ʋˈɛɣəhˌaːlt
weggehaald	ʋˈɛɣɣəhˌaːlt
weggehakt	ʋˈɛxɣəhˈɑkt
weggekaapt	ðˈɛxʁəkˈaːpt
weggekeken	ʋˈɛxɣəkˈeːkən
weggekwijnd	ʋˈɛɣɣəkʋˈɛɪnt
weggeld	ʋˈɪxɣəlt
weggelopen	ʋˈəɣɛlˈɔpɛn
weggelopen	ʋˈɛɣɣəlˌoːpən
weggemieterd	ʋˈɛɣɣəmˌitərt
weggenomen	ʋˈɛɣɣənˌoːmən
weggerangeerd	ʋˈɛxɣərˈaːnʒˌɪːrt
weggeredeneerd	ʋˈɛɣərrˈeːdɛnˌɪːrt
weggesleept	ʋˈɛxɣəzlˈeːpt
weggesleurd	ʋˈɛgɣəslˈɵrt
weggesluisde	ʋˈɛɣənslˈœysdə
weggesneden	ʋˈɛɣɣəsnˈeːdən
weggesprongen	ʋˈɛɣɛsprˈɔŋən
weggestopt	ʋˈɛxɣəstˈɑpt
weggestorven	ʋˈəɣɛstˈɔrvən
weggestuurd	ʋˈɛxɣəstˈɵrt
weggestuurd	ʋˈɛɣɣəstˌyrt
weggestuurde	ʋˈɛɣɛstˈɵrdə
weggeteerd	ʋˈɛxɣətˈeːrd
weggetje	ʋˈɛɣɣətjˌeː
weggetjes	ʋˈɛɣɣətjˌɛs
weggevaagd	ʋˈəɣɣəvˈaːɣd
weggevallen	ʋˈɛxɣəvˈɑlən
weggeven	ʋˈəxheːvən
weggever	ʋˈɛɣɣˌeːvər
weggevlogen	ʋˈɛɣɣəvlˌoːɣən
weggeweest	ʋˈɛɣɣəʋˌeːst
weggewerkt	ʋˈɛxɣɛʋɛrkt
weggezakt	ʋˈɛxɣəzˌɑkt
weggezet	ʋˈɛɣəzˌeːt
weggezet	ʋˈɪɣɣəzˌeːt
weggezette	ʋˈɛxɣəzˌɛtən
weggeëbd	ʋˈɛɣɣəɛpt
wegging	ʋˈɛɣɣˌɪŋ
weggingen	ʋˈɛɣɣˌɪŋən
wegglijden	ʋˈɛɣɣlˌɛɪdən
weggooien	ʋˈɛɣɣˌoːjən
weghalen	ʋˈɛxhaːlˌeːn
weghalen	ʋˈɛxhˌaːlən
weghangen	ʋˈɛçhaŋən
weghe	ʋˈeːɣən
weghelft	ʋˈəxhɛlft
weghelft	ʋˈɛxhˌɛlft
weghelpen	ʋˈɛxhˌɛlpən
wegindeling	ʋˈɛxɪndˈeːlɪŋ
weginspecteur	ʋˈɛɣɪnspəktˈɵr
wegjagen	ʋˈɛxjˈaːrən
wegje	ʋˈɛɣjə
wegkant	ʋˈɛxkˌɑnt
wegkapitein	ʋˈɛxkˌaːpitˌɛɪn
wegkapiteins	ʋˈɛxkˌaːpitˌɛɪns
wegkijken	ʋˈɛxkɛɪkən
wegkijkers	ʋˈɛʁkˈɛɪkˈɛrs
wegkom	ʋˈɛxkˌɔm
wegkomen	ʋˈɛxkˌoːmən
wegkomen	ʋˈɛxtoːmən
wegkomt	ʋˈɛxkˈɔmt
wegkomt	ʋˈɛxkˌɔmt
wegkwijnen	ʋˈɛxkʋˈɛɪnən
weglaten	ʋˈɛxlˌaːtən
weglekken	ʋˈɛɣlˌɛkən
wegliep	ʋˈɛɣlˌip
wegloophuis	ʋˈɪxlˌoːˈɔphʌˈis
weglopen	ʋˈɛxlˈoːpɛn
weglopen	ʋˈɛɣlˌoːpən
wegmieter	ʋˈɛɣmˌitər
wegmieterde	ʋˈɛɣmˌitərdə
wegmieterden	ʋˈɛɣmˌitərdən
wegmieteren	ʋˈɛɣmˌitərən
wegmietert	ʋˈɛɣmˌitərt
wegnemen	ʋˈɛxnˌeːmən
wegnemen	ʋˈɛɣnˌeːmən
wegomlegging	ʋˈɛxˌɔmlɛɣˌɪŋ
wegopziener	ʋˈɛxɔpzˈinər
wegpakken	ʋˈɛxpˌɑkən
wegpinken	ʋˈɛxpˌɪŋkən
wegpoetsen	ʋˈɛxpˈutsən
wegpompen	ʋˈɛxpɔpən
wegpraten	ʋˈɛxprˌaːtən
wegrace	ʋˈɛɣrˌaːsə
wegraken	ʋˈɛxrˈaːkɛn
wegrennen	ʋˈɛɣrˌɛnən
wegreus	ʋˈɛɣrˌøːs
wegreuzen	ʋˈɛɣrˌøːzən
wegrijden	ʋˈɛrrˈɛɪdən
wegrit	ʋˈɛɣrˌɪt
wegroesten	ʋˈɛxrˈɔstən
wegroesten	ʋˈɛɣrˌustən
wegrotten	ʋˈɛxrˈɔtən
wegrotten	ʋˈɛɣrˌɔtən
wegscheuren	ʋˈɛxsxˈøːrən
wegschrapen	ʋˈɛxstrˈaːpɛn
wegschrijven	ʋˈɛxsxrˌɛɪvən
wegsijpelen	ʋˈɛxzˌɛɪpɛlˌeːn
wegslaan	ʋˈɛxʃlˈaːn
wegslepen	ʋˈɛxslɛpɛn
wegslikken	ʋˈɛxslˌɪkən
wegsluipen	ʋˈɛxʃlˌœypɛn
wegsluizen	ʋˈɛxslˈœyzən
wegsnellen	ʋˈɛxsnˈɛlən
wegspoelen	vˌɛrspˈoːulɛn
wegspoelen	ʋˈɛxspˌulən
wegsteken	ʋˈɛxstˌeːkən
wegstemmen	bɛxstɛmmɛn
wegstervend	ʋˈɛrstˈɛrvənt
wegstervende	ʋˈɛrstɛrvəndɛ
wegstoppen	ʋˈɛxstɔpɛn
wegstrepende	ʋˈɛxtrəpəndɛ
wegstuiven	ʋˈɛɾztˈœyvən
wegsturen	ʋˈɛrstˌyːrən
wegsturen	ʋˈɛxstyrən
wegsturen	ʋˈɛxstˌyrən
wegtakelen	ʋˈɛxtaːkɛlən
wegteken	ʋˈɛxtˌeːkən
wegtransport	ʋˈɛxtrˈaːnspˈɔːrt
wegtrekken	ʋɛxtrəkkɛn
wegvallen	ʋˈɛxvˌɑlən
wegvan	ʋˈɛɣvˌɑn
wegvaren	ʋˈɛxfˌɑːrən
wegvaren	ʋˈɛɣvˌaːrən
wegvegen	ʋˈɛxvˌeːɛɣən
wegversmalling	ʋˈɛxfɛrzmˈɛllˈɛŋ
wegvlieg	ʋˈɛɣvlˌix
wegvliegen	ʋˈɛɣvlˌiɣən
wegvliegend	ʋˈɛɣvlˌiɣənt
wegvliegt	ʋˈɛɣvlˌixt
wegvloeit	ʋˈɛxflˌɔət
wegvlogen	ʋˈɛɣvlˌoːɣən
wegvloog	ʋˈɛɣvlˌoːx
wegvluchten	vˈɛʁflˈˈʁˈtˈɛn
wegvreten	ʋˈɛxfrˈeːtən
wegwazen	ʋˈɛɣʋˌaːzən
wegwerken	ʋˈɛxʋɛrkən
wegwerken	ʋˈɛxʋɛrkɛn
wegwerken	ʋˈɛɣʋˌɛrkən
wegwerkersbord	ʋˈəɣʋərkəɛrsbˈɔrt
wegwerkmachine	ʋˈɛxvˈɛrkmˈɑʃiːnə
wegwerkzaamheden	ʋˈɛɣʋˌɛrkzˌaːmheːdən
wegwerp-bbq	ʋˈɛɣʋˌɛrpbˌeːbˌeːkˈy
wegwerpbarbecue	ʋˈɛɣʋˌɛrpbɑrbˌeːkyə
wegwerpcamera	ʋˈɛɣʋˌɛrpkaːmərˌaː
wegwerpcamera's	ʋˈɛɣʋˌɛrpkaːmərˌaːs
wegwerpcameraatje	ʋˈɛɣʋˌɛrpkaːmˌɪːraːtjə
wegwerpcameraatjes	ʋˈɛɣʋˌɛrpkaːmˌɪːraːtjəs
wegwerpen	ʋˈɛxʋˈɛrpɛn
wegwezelen	ʋˈɛɣʋeːzɛlən
wegwezen	ʋˈɛxʋˈeːzɛn
wegwezen	ʋˈɛɣʋˌeːzən
wegzetten	ʋˈɛxzˌeːtən
wegzetten	ʋˈɛxzˌɛtən
wegzuivering	ʋˈɛxzˈɵyvɛrɪŋ
wegzweven	ʋˈɛxzʋˈɛvən
wehebben	ʋˈeːhɛbən
wei	ʋˈɛɪ
weide	ʋˈeːdə
weide-mari	ʋˈɛɪdəmˈaːri
weidegeelster	ʋˈɛɪdˈəɣˈeːlstˈɛr
weidehuur	vˈɛdˈə-ˈyʁ
weidevenne	ʋˈɛɪdˈəvˈɛnə
weidevogel	ʋˈɛɪdˈəvˈɔɣəl
weidevogel	ʋˌɛɪdəvoːɣˈɛl
weidevogelbeheer	ʋˈɛɪdˈəvˈɔxəlbəhˈɪːr
weidevogelgebied	ʋˈɛɪdˈəvˈɔxəlɣəbˈit
weidevogels	ʋˌɛɪdəvoːɣˈɛls
weidevogeltje	ʋˈɛɪdəvˌoːɣɛltjə
weidevogeltjes	ʋˈɛɪdəvˌoːɣɛltjəs
weidewinkel	ʋˈədˈəʋˈɪŋkəl
weidum	ʋˈɛidʊm
weifelachtig	ʋˈɛɪfəlˈɑxtˌɪɣ
weifelen	ʋˈɛɪfələn
weigelia	ʋˈɛɪɣəlˌiaː
weigelia's	ʋˈɛɪɣəlˌiaːs
weigerde	ʋˈɛɪɣərdə
weigeren	bəjɣərən
weigeren	vˈɛɪrən
weigeren	ʋˈɛɪɣərən
weigert	ʋˈɛɪkərt
weigert	ʋˈɛɪɣərt
weikaas	ʋɛɪkˈaːs
weikazen	ʋɛɪkˈaːzən
weiland	mˈɛɪlˈɑnt
weiland	ʋˈɛɪlɑnt
weillen	vˈaɪlən
wein	ʋˈɛɪn
weinig	ʋˈɛɪnəx
weinigen	ʋˈɛɪnəɣən
weitas	ventas
weiteveen	ʋˈɛitɛvˌɪŋ
weitje	vˈeɪtjə
wejievrech	ʋˈeːjivrˌɛx
wek	zˈɛk
weka	β̞elka
weke	ʋˈeːkə
wekelijks	ʋˈeːkələks
wekelijkse	ʋˈeːkələksə
wekelijkse	ʋˈeːkəlˌɛɪksə
weken	wˈeːkən
weken	ʋˈeːkən
wekend	ʋˈeːkənt
wekerom	ʋˈeːkərˌoːm
wekken	vˈɛkːən
wekken	ʋˈɛkən
wekker	ʋˈɛkər
wekroep	vˈɛkrˈup
wekroep	ʋɛkrˈup
wekt	vˈak
wekte	vˈɛktə
wel	fˈɛl
wel	ʋˈɛl
welbedoeld	ʋˈɛlbədˈul
welbehagen	ʋˈɛlbəhˈaːɣən
welbehagen	ʋˌɛlbəhˈaːɣən
welbeklante	vˈɛlbəklˈɑntə
welberedeneerd	ʋˈɛlbɛrˈeːdɛnˌɪːrd
welbereid	ʋˈɛlbərˈeːət
welbevinden	ʋˈɛlbəvˈɪndən
weldadigheid	ʋˈɛldɑdɪxhˌɛɪt
weldat	ʋˈɛldɑt
welde	ʋˈɛldə
weldenkendheid	ʋˈɛldɛŋkəndhˌeːt
weldoening	veldumiŋ
weldoordacht	ʋˈɛldɔːrdˌɑxt
weldoortimmerd	ʋˈɛldoːrtɪmmɛrt
weldra	ʋˈɛldraː
weledelgestreng	ʋˈɛlˈeːdəlɣəstrˈɛŋ
weledelgestrenge	ʋˈɛlˈeːdəlɣəstrˈeːŋɛn
weleen	ʋeːlˈeːn
weleens	ʋeːlˈeːns
welen	ʋˈeːlən
weleveld	ʋˈeːlənvˌeːlt
welgebekt	ʋˈɛlɣəbˈɛk
welgedaan	ʋˈɛlɣədˈaːm
welgekomen	ʋˌɛlɣəkˈoːmən
welgemaakt	ʋˈɛlɣəmˈaːkt
welgemanierd	ʋˈɛlɣˌeːmˈaːnˈirˈd
welgemanierd	ʋˌɛlɣəmaːnˈirt
welgemanierdheid	ʋˌɛlɣəmaːnˈirdhɛɪt
welgeordend	ʋˈɛlɣəˈɔːrdənt
welgesteld	ʋˈɛlɣəstˈɛlt
welgestelde	ʋˈɛlɣəstˈɛldə
welgeteld	ʋˈɛlɣətəlt
welgeteld	ʋˈɛlɣətˈɛlt
welgetempereerd	ʋˈɛlɣətəmpˈeːrˌeːərt
welgevormd	ʋˈɛlɣəvˈɔrəmt
welgevormde	ʋˈɛlɣəvˈɔrptə
welgezind	ʋˈɛlɣəzˈɪn
welgezind	ʋˈɛlɣəzˌɪnt
welig	vˈeːlɛç
welin	ʋˈeːlɪn
weliswaar	ʋˌɛlɪswˈaːr
welja	ʋˈɛljaː
welk	vˈɛlk
welk	ʋˈɛlk
welke	vˈɛlkə
welke	wˈɛlkə
welke	ʋˈɛlkə
welker	ʋˈɛlkər
welkom	welkum
welkom	ʋˈɛlkɔm
welkomstdrink	ʋˈɛlkɔmstrˌɪŋk
welkomsttekst	vˈɛlkɔmsttˈɛkst
well	vˈɛl
well	ʋˈɛl
welle	vˈɛlə
wellen	ʋˈɛlən
welles	vˈɛlɛs
wellesley	ʋˈɛlɛslˌeːi
wellicht	vˈɛɾlɪxt
wellicht	ʋˈɛlɪxt
welling	vˈɛlɪŋ
wellington	ʋˌɛlɪŋtˈɔn
wellingtonbron	vˈɛlɪŋtɔnbrˌɔn
wells	ʋˈɛls
welnee	ʋɛlnˈeː
welnu	vˈɛ̃ly
welonderlegd	ʋˈɛlˈɔndərlˌɛʒt
weloverwogen	ʋˈɛlˌoːvərʋˈɔxən
welp	ʋˈɛlp
welpen	vˈɛlpən
welpje	lˈɛpjə
welpompen	vˈɛlpˈompən
welriekend	ʋˈɛlrˈikənt
welriekende	wˈɛlrˈikəndə
welsh	wˈɛlʃ
welshman	ʋˈɛlʃmɑn
welshmen	ʋˈɛlʃmən
welslagen	ʋɛlslˈaːɣən
welstand	ʋˈɛlstˈɑnd
welstandscommissie	ʋˈɛlztˈɑndskˌɔmmissˈi
welteren	ʋɛltˈɪːrən
welterusten	ʋˈɛltrˈɵstən
welterusten	ʋˈɛltɪːrˌɵstən
weltjens	vˈɛltʃənz
welvaart	ʋˈɛlvaːrt
welvaartsvast	ʋˈɛlvaːrtsfˌɑst
welvaartsvastst	ʋˈɛlvaːrtsfˌɑstst
welvaartsvastste	ʋˈɛlvaːrtsfˌɑststə
welverdiend	ʋˌɛlvərdˈint
welverdiende	ʋˈɛlvərdˌində
welverdiends	ʋˌɛlvərdˈints
welvoeglijke	ʋˈɛlvˈuxləkə
welvoeglijkheid	ʋˈɛlvˌuxləkhˌət
welwillend	vɛlvˈɪlənt
welwillende	ʋˈɛlʋˈɪləndə
welwillendheid	ʋˈɛlʋɪlˈɑnthɛɪt
welzeker	ʋˈɛlzəkər
welzijn	ʋɛlzˈɛɪn
welzijnswerk	ʋˈɛlzɛɪnsʋˌɛrk
welzijnszorg	ʋˈɛlzɛɪnsˌɔrx
welzijnszorgen	ʋˈɛlzɛɪnsˌɔrɣən
wem	ʋˈɛm
wemel	vˈeːməl
wemelen	ʋɛjmlɛn
wemmen	ʋˈɛmən
wemmenhove	wˈɛmmɛnhˈɔvə
wen	ʋˈɛn
wendbaar	vˈɛntbˌaːr
wendbaarheid	ʋˈɛntbaːrhɛɪt
wendel	vɛnˈdɔ
wendell	ʋˈɛndɛl
wenden	vɛndɛn
wender	vˈɛndɚ
wending	ʋˈɛndɪŋ
wendy	ʋˈɛndi
weniet	ʋeːnˈit
wenk	ð̞enk
wenkbrauw	vˈɛ̃kbraʊ
wenkbrauw	ʋˈɛŋkbrʌʊ
wenkbrauwen	ʋˈɛŋkbrʌʊən
wenken	benkɛn
wenkend	vˈɛ̃kənz
wennen	vænˈnæn
wennen	ʋˈɛnən
wens	vˈɛns
wens	ʋˈɛns
wensbuisje	wˈɛnsbˈœysjə
wensdenken	ʋˈɛnsdɛŋkɛn
wensen	ʋˈɛnsən
wenskaart	wˈɛnskˈaːrt
wenslijst	wˈɛntslˌɛɪst
wensouders	ʋˈɛnsʌʊdərs
wensput	ʋˈɛntspˌɵt
wenst	fɛnst
wenst	ʋˈɛnst
wenste	vˈɛnstə
wenste	ʋˈɛnstə
wensten	vˈɛmstən
went	ʋˈɛnt
wentelaar	vˈɛntəlˌɑːr
wentelas	vˈɛntəlˈʌs
wentelbaar	vˈɛntəlpˈɛr
wentelen	ʋˈɛntələn
wenteling	ʋˈɛntəlˌɪŋ
wentelketel	vˈɛntəlkɪtˌɔ
wentelteefjes	vˈɛntɛltˈeːfjəs
wenteltrap	vˈɛntˈɔltrˈap
wentelwiek	ʋˌɛntɛlʋˈik
weppeler	vˈɛpələr
werd	vˈɛrt
werd	ʋˈɛrt
werddoor	ʋɛrdˈoːr
werden	vɛrdən
werden	ʋˌɛrdən
werdt	ʋˈɛrt
were	ʋˈɪːrə
wereld	ʋˈɪːrəlt
wereldbelang	ʋˈɪːrəltbəlˈɑŋ
wereldberoemd	ʋˈɪːrəltbərˈumd
wereldberoemdheid	ʋˈɪːrəltbərˌumdhɛɪt
wereldbevolking	ʋˈɪːrəldbəvˈɔlkɪŋ
wereldbrand	ʋˈɪːrəltbrˌɑnt
wereldbranden	ʋˈɪːrəltbrˌɑndən
wereldconferentie	ʋˈɪːrəltkˌɔnfɪːrˌɛntsi
wereldconferenties	ʋˈɪːrəltkˌɔnfɪːrˌɛntsis
wereldcup	ʋˈɪːrˈɑlkˈɵp
werelddeel	ʋˈɪːrəltdˌeːl
werelddierendag	ʋˈɛrəlddˈirəndˈɑx
wereldduits	ʋˈɪːrəltdˌœyts
werelden	ʋˈɪːrəldən
wereldgebeuren	ʋˈɪrəltɣəbˈøːrən
wereldhaven	ʋˈeːdəlthˈaːvən
wereldje	ʋˈɪːrəltjə
wereldkampioenschap	ʋˈɪːrəltkˌɑmpiˌunsxɑp
wereldkampioenschapje	ʋˈɪːrəltkˌɑmpiˌunsxɑpjə
wereldkampioenschapjes	ʋˈɪːrəltkˌɑmpiˌunsxɑpjəs
wereldkampioenschappen	ʋˈɪːrəltkˌɑmpiˌunsxɑpən
wereldkennis	ɪəɾəltkɛnˌɪs
wereldkerk	ʋˈɪːrəltkˌɛrk
wereldkerken	ʋˈɪːrəltkˌɛrkən
wereldklasse	ʋˈɪːrəltklˌɑsə
wereldleider	ʋˈɛrəldlˌɛɪdər
wereldleiders	ʋˈɪːrəldlˈeːədˌɛrs
wereldleraar	ʋˈɪːrəltlˈeːrɑːr
wereldmacht	ʋˈɪːrəldmˌɑxt
wereldnatie	ʋˈɪːrəltnˈaːsi
wereldomroep	ʋˈɪːrəldɔmˈroːp
wereldoorlog	ʋˈɪːrəldˈɔˌrnˈɔx
wereldoorlog	ʋˈɪːrəltˌɔːrlɔx
wereldorde	ʋˈɪːrəltˌɔrdə
wereldorden	ʋˈɪːrəltˌɔrdən
wereldordes	ʋˈɪːrəltˌɔrdəs
wereldranglijst	ʋˈɪːrəldrˈɔŋlˈɛɪst
wereldranglijst	ʋˈɪːrəltrˌɑŋlɛɪst
wereldrecordhouder	ʋˈɪːrəltrekˌɔrdhʌʊdər
wereldreis	ʋˈɪːrəldrˌɛɪs
wereldruimte	ʋˈɪːrəltrˈœymtə
wereldspeler	ʋˈɛrəltspˈeːlən
wereldspelers	ʋˈiːrəldspˈeːlɛrs
wereldstekker	ʋˈiʋˈɛltstˈɛkər
wereldtaal	ʋˈɪːrəlttˌaːl
wereldtitel	ʋˈɪːrəlttˌitəl
wereldtop	ʋˈɪːrəlttˌɔp
wereldtoppen	ʋˈɪːrəlttˌɔpən
wereldverbeterende	ʋˈɪːrəltfərbˈeːtərəndˌɛ
wereldvoedselprobleem	ʋˈɪɾəldfˈudsəlprɔblˈɛm
wereldvreemde	ʋˈɪːrəltvrˈeːmdə
wereldwijd	vˈɪːrəltʋˈɛɪt
wereldwijd	ʋˈɛrəldʋˌɛɪt
wereldwijd	ʋˈɪːrəldʋˌɛɪt
wereldwijd	ʋˈɪːrəltʋˌɛɪt
wereldwijde	ʋˈirəltʋˈɛɪdən
wereldwonder	ʋˈɪːrəltʋˌɔndər
wereldwonderen	ʋˈɪːrəltʋˌɔndərən
wereldwondertje	ʋˈɪːrəltʋˌɔndɛrtjə
wereldwondertjes	ʋˈɪːrəltʋˌɔndɛrtjəs
wereldzwerver	ʋˈɪːrəltzʋˌɛrvər
wereldzwervers	ʋˈɪːrəltzʋˌɛrvərs
wereldzwervertje	ʋˈɪːrəltzʋˌɛrvɛrtjə
wereldzwervertjes	ʋˈɪːrəltzʋˌɛrvɛrtjəs
werf	vˈɛrf
werf	ʋˈɛrf
werfkelders	ʋˈɛrfkˌɛldɛrs
werk	ver
werk	ʋˈɛrk
werkachterstand	mˈɛrkˈɑxtɛrstˈɑnd
werkafspraak	ʋˈɛrkaːfsprˌaːk
werkafspraken	ʋˈɛrkˈɑfsprˌaːkɛn
werkatelier	wˈɛrkatəlɛeː
werkbaarheid	ʋˈɛrkbˌaːrhɛɪt
werkbalk	ʋˈɛrkbˌɔl
werkbeest	ʋˈɛrkbˌeːst
werkbeesten	ʋˈɛrkbˌeːstən
werkbeestje	ʋˈɛrkbˌeːstjə
werkbeestjes	ʋˈɛrkbˌeːstjəs
werkbij	ʋˈɛrkʋˈɛɪ
werkcollege	ʋˈɛrkkɔlˌeːʒə
werkdag	ʋˈɛrkdˌɑx
werkdocument	ʋˈɛrkdoːkymˈɛnts
werkdrukverlaging	ʋˈɛrktrɵgvɛrlˈaːɣɪŋ
werke	ʋˈɛrkə
werkeiland	ʋˈɛrkɛɪlˈɑnd
werkelijk	ʋˈɛrkələk
werkelijke	ʋˈɛrkələkə
werkelijkheden	vˈɛrkəlˌɛɪkhˌeːdən
werkelijkheid	ʋˈɛrkələkhˌɛɪt
werkelijkheidsbeleving	ʋˈɛrkələkhɛɪdsbəlˈeːvɪŋ
werkeloosheid	ʋˈɛrkəlˌoːshɛɪt
werkeloze	ðerkɛlɔzɛ
werken	vˈɛrkə
werken	ʋˈɛrkən
werkend	ʋˈɛrkˌɛnt
werkendam	ʋˈɛrkəndˈɑn
werkende	ʋˈɛrkˌɛndə
werkenen	ʋˈɛrkˌeːnən
werker	ʋˈɛrkˌər
werkgebonden	ʋˈɛrkɣəʋˈɔndən
werkgeheugen	ʋˈɛrkɣəhˌøːrən
werkgelegenheid	ʋˈɛrkɣɛlˈeːɣənhˌeːt
werkgelegenheidsniveau	ʋˈɛrkɣəlˈeːɣənhəɪdsnivˈoːl
werkgelegenheidstop	ʋˈɛrkɣɛlˈeːɣənhəɪdstˈɑp
werkgever	ʋˈɛrkɣˌeːvər
werkgevers	ʋˈɛrkɣˌeːvər
werkgeversheffing	wˈɛrkɣəvərsxəffɪŋ
werkgeversvoorman	ʋˈɛrkɣˌeːvərsvɔːrmˌɑn
werkhervatting	ʋˈɛrkhɛrvˌɑtɪŋ
werkhypothese	ʋˈɛrkhˌipɔtˌeːsə
werkik	ʋˈɛrkˌɪk
werking	veˈrkiŋ
werking	ʋˈɛrkɪŋ
werkingskost	ʋˈɛrkɪŋskˌɔst
werkingskosten	ʋˈɛrkɪŋskˌɔstən
werkingsverslag	ʋˈɛrkɪŋsfərslˈɑx
werkkamer	ʋˈɛrkˈaːmˌɛr
werkkamer	ʋˌɛrɪkˈaːmə
werkkapitaal	ʋˈɛrkkˌaːpitˌaːl
werkklimaat	ʋˈɛrkklimˌaːt
werkkracht	ʋˈɛrkkrˌɑxt
werkloosheid	ʋˈɛrklˌoːshɛɪt
werkloze	verklose
werklozen	wˈɛrklˌoːzɛn
werklozensteun	ʋˈɛrklˌoːzənstˌøːn
werkmail	ʋˈɛrkmɪl
werkmeid	vˈɛrkmeːd
werknemer	ʋˈɛrknɛɪmər
werknemer	ʋˈɛrknˌeːmər
werknemers	ʋˈɛrknˌeːmərs
werknemersvereniging	ʋˈɛrknɛvərsvərˈeːnɪɣɪŋ
werkomgeving	ʋˈɛrkˈɔmɛɣəvˌɪŋ
werkonbekwaamheid	ʋˈɛrkɔnbəkʋˌaːmhɛɪt
werkonderbreking	ʋˈɛrkˌɔndərbrˌeːkɪŋ
werkpaard	ʋˈɛrkpaːrt
werkpaardje	vˈɛrkpˈaɾtʃi
werkplaats	ʋˈɛrkplˌaːts
werkplaatskaart	ʋˈɛrkplaːtskˈaːrt
werkprogramma	ʋˈɛrkproːɣrˌɑmma
werkritme	bˈɛrkrˈɛtmɛ
werkrooster	ʋˈɛrkrˈɔstˌɛr
werksnelheid	ʋˈɛrksnˌeːlhˌeːt
werkstation	ʋˈɛrkstaːʃˌɔn
werksters	ðeˈrɛkstɛrs
werkstraf	ʋˈɛrkstrɑf
werkstraffen	ʋˈɛrksstrˈɑffɛn
werkstudent	ʋˈɛrkstydˌɛnt
werkstukken	ʋˈɛrkstˌɵkən
werkt	vɛrk
werkt	ʋˈɛrkt
werkte	vˈɛrktɪ
werkte	ʋˈɛrktə
werktekening	ʋˈɛrktˌeːkənˌɪŋ
werkten	ʋˈɛrktən
werktijd	ʋˈɛrktɛit
werktijden	vɛrktaːjdən
werktijdenbesluit	ʋˈɛrktɛdənbəslˈœyt
werktuig	ʋˈɛrktœyx
werktuigdeel	ʋˈɛrktœyʒdˌeːɪl
werktuigen	bˈɛrktˈœyɣɛn
werktuigkunde	ʋˈɛrktˌœyxkɵndə
werktuiglijk	ʋˈɛrkttˈœyxlək
werkverkeer	vˈɛrkfɛɾkˌeːɾ
werkverschaffing	ʋˈɛrkvərsʃˈɑfɪŋ
werkvolk	bˈɛrkfˌolk
werkvoorbereider	ʋˈɛrkvˈɔːrbərˈeːdər
werkvorm	bɛrkfɔrm
werkvorm	ʋˈɛrkvˌɔrm
werkvrouw	ʋˈɛrkvrˌʌʊ
