ــ	æ
لِلْمُصَوِّرُ	lilmusˤawwar
لِلْمُصَوِّرُ	lilmusˤawwir
لِلْمُضِيُّ	lilmudˤijj
للمضي	ɫæmˈdˤi
لِلْمَطَابِخُ	lilmatˤaːbix
للمطار	læmmɑtˤɑr
لِلْمَطَارُ	lilmatˤaːr
لِلْمَطَاعِمُ	lilmatˤaːʕim
لِلْمُطَالِبُ	lilmatˤaːlib
لِلْمُطَالِبُ	lilmutˤaːlab
لِلْمُطَالِبُ	lilmutˤaːlib
للمطبخ	læmˈtɑbɪx
لِلْمَطْبَخُ	lilmatˤbax
لِلْمَطَرُ	lilmatˤar
لِلْمَطَرُ	lilmatˤir
لِلْمُطْرِبُ	lilmutˤrib
للمطعم	læmˈmɑtˤɑm
لِلْمَطْعَمُ	lilmatˤʕam
لِلْمَطْعَمُ	lilmutˤaʕʕam
لِلْمَظْلُومُ	lilmaðˤluːm
لِلْمَظْهَرُ	lilmaðˤhar
لِلْمَظْهَرُ	lilmuðˤahhir
لِلْمَعَادِنُ	lilmaʕaːdin
لِلْمُعَارِضُ	lilmaʕaːridˤ
لِلْمُعَارِضُ	lilmuʕaːridˤ
لِلْمَعَارِفُ	lilmaʕaːrif
لِلْمُعَارِكُ	lilmaʕaːrik
لِلْمَعَاشُ	lilmaʕaːʃ
لِلَمَعَانِيٌّ	lalamaʕaːniː
لِلَمَعَانِيٌّ	lalammaʕaːniː
لِلَمَعَانِيٌّ	lilamaʕaːniː
لِلَمَعَانِيٌّ	lilmaʕaːniː
لِلَمَعَانِيٌّ	lilmuʕaːniː
لِلْمُعَاهِدُ	lilmaʕaːhid
لِلْمَعَايِيرُ	lilmaʕaːjiːr
لِلْمَعْدِنُ	lilmaʕdin
لِلْمَعْدِنُ	lilmuʕaddin
لِلْمَعْرِضُ	lilmaʕridˤ
لِلْمَعْرِضُ	lilmuʕarradˤ
لِلْمَعْرِضُ	lilmuʕarridˤ
للمعْرِفة	ɫælmæˈɾɪfa
للمعرفة	ɫælmæʕɾæh
للمعركة	ɫælmæʕɾɪkɫɑ
لِلْمُعَسْكَرُ	lilmuʕaskar
لِلْمُعَلِّمُ	lilmaʕlam
لِلْمُعَلِّمُ	lilmuʕallim
للمعلومات	ɫælmæʕluːθatˤ
للمعمل	læmæmˈʕæb
لِلْمَعْهَدُ	lilmaʕhad
للمغادرة	ɫælmɣɑːɾiðæ
لِلْمَغْرِبُ	lilmaɣrib
لِلْمَغْرِبُ	lilmuɣarrab
للمفاجأة	ɫælmæfɑʒæʔɑ
لِلْمَفَاهِيمُ	lilmafaːhiːm
لِلْمُفَكِّرُ	lilmufakkir
لِلْمَفْهُومُ	lilmafhuːm
للمقابلة	lamɑqɑːβɑle
للمقاطعة	ɫælmɑqtˤiˁɑ
لِلْمَقَاعِدُ	lilmaqaːʕid
لِلْمَقَالُ	lilmaqaːl
لِلْمَقَالُ	lilmuqaːl
لِلْمَقَامُ	lilmaqaːm
لِلْمَقَامُ	lilmaqaːmm
لِلْمَقَامُ	lilmuqaːm
للمقاومة	ɫælmɑqɑːˈwɪmɑ
لِلْمُقَرَّرُ	lilmuqarrar
لِلْمُقَرَّرُ	lilmuqarrir
لِلْمَقْعَدُ	lilmaqʕad
لِلْمَقْعَدُ	lilmuqʕad
لِلْمَقْعَدُ	lilmuqʕid
لِلْمُكَاتِبُ	lilmakaːtib
لِلْمُكَاتِبُ	lilmukaːtib
للمكان	læmˈmæːkan
لِلْمَكَانُ	lilmakaːn
لِلْمَكْتَبُ	lilmaktab
للمكتب	ɫælmatˁɑb
للمكتبة	ɫælmɪtˈbɑte
للمكسيك	ɫæmgɪsˈtiːk
للمكياج	lilmakiːaːdʒ
لِلْمَلأُ	lilmalaʔ
لِلْمَلَاَبِسُ	lilmalaːbis
للملابس	ɫælmæˈlæbs
لِلْمُلَاعِبُ	lilmalaːʕib
لِلْمُلَاعِبُ	lilmulaːʕib
لِلْمَلَاَيِينُ	lilmalaːjiːn
لِلْمَلْعَبُ	lilmalʕab
لِلْمَلَفُّ	lilmilaff
للملك	lælmælg
لِلْمَلِكُ	lilmalik
لِلْمَلِكُ	lilmilk
لِلْمَلِكُ	lilmulk
للملكة	lælmiːqala
لِلْمُلُوكُ	lilmuluːk
لِلْمُمَثِّلُ	lilmumaθθal
لِلْمُمَثِّلُ	lilmumaθθil
لِلْمُنَاخُ	lilmanaːx
لِلْمُنَاخُ	lilmunaːx
لِلْمُنَازِلُ	lilmanaːzil
لِلْمُنَازِلُ	lilmunaːzil
لِلْمَنَاصِبُ	lilmanaːsˤib
لِلْمُنَاضِلُ	lilmunaːdˤil
لِلْمَنَاطِقُ	lilmanaːtˤiq
للمنافسة	ɫælmɑnæfsætæ
للمناقشة	ɫælmɪnɪˈqɑθɑ
لِلْمَنَاهِجُ	lilmanaːhidʒ
لِلْمِنْبَرُ	lilminbar
لِلْمُنْتِجُ	lilmuntadʒ
لِلْمُنْتِجُ	lilmuntidʒ
لِلْمُنْتَخَبُ	lilmuntaxab
لِلْمُنْتَخَبُ	lilmuntaxib
لِلْمَنْحُ	lilmanħ
لِلْمَنْحُ	lilminaħ
للمنزل	læmmænzel
لِلْمَنْزِلُ	lilmanzil
لِلْمَنْزِلُ	lilmunazzal
لِلْمَنْزِلُ	lilmunzal
لِلْمَنْصِبُ	lilmansˤib
لِلْمَنْصِبُ	lilminsˤab
لِلْمَنْطِقُ	lilmantˤiq
لِلْمَنْطِقُ	lilmintˤaq
للمنطقة	læmmʌntˁɑʔɑ
لِلْمِنْهَجُ	lilmanhadʒ
لِلْمُهَاجِمُ	lilmuhaːdʒim
للمهام	lilmahaːmm
لِلْمَهْدِيُّ	lilmahdijj
لِلْمَهْدِيُّ	lilmuhdiː
لِلْمُهَرِّجَانِ	lilmahradʒaːn
للمهمة	ɫæmˈhijjæ
لِلَمَّهُنَّ	lalammahunna
لِلَمَّهُنَّ	lilmihan
لِلْمُهَنْدِسُ	lilmuhandis
لِلْمَوَادُّ	lilmauaːdd
للمواد	ɫælmowæd
لِلْمَوَارِدُ	lilmauaːrid
لِلْمَوَاشِي	lilmauaːʃiː
لِلْمَوَاضِيعُ	lilmauaːdˤiːʕ
لِلْمُوَاطِنُ	lilmauaːtˤin
لِلْمُوَاطِنُ	lilmuːaːtˤin
للمواعدة	lamawiːda
للموافقة	læmmuːɣˁɑh
لِلْمَوَاقِعُ	lilmauaːqiʕ
لِلْمَوَاقِفُ	lilmauaːqif
لِلْمَوَاهِبُ	lilmauaːhib
لِلَمَوْتُ	lilmaut
للموت	ɫæmˈmowt
للموتى	ɫæmˈmuːti
لِلْمَوْسِمُ	lilmausim
للموسيقى	ɫælmuːsiːqijɑ
للموضوع	lælmuːðˈʔuːʕ
لِلْمَوْضُوعُ	lilmaudˤuːʕ
لِلْمُوَظَّفُ	lilmuːaðˤˤaf
للموظفين	ɫælmuːʕɪðˤiːn
للموقع	læmmuˈqɑj
لِلْمَوْقِعُ	lilmauqiʕ
لِلْمَوْقِعُ	lilmuːaqqaʕ
لِلْمَوْقِعُ	lilmuːaqqiʕ
لِلْمَوْقِفُ	lilmauqif
لِلْمَوْقِفُ	lilmuːaqqaf
لِلْمَوْلُودُ	lilmauluːd
لِلْمُونْدِيَالِ	lilmuːndiːaːl
لِلْمَيَادِينُ	lilmiiaːdiːn
للمياه	læmˈmijɑh
لِلْمِيَاهُ	lilmiːaːh
لِلَمِيَتْ	lilmajjit
لِلْمَيْدَانُ	lilmiːdaːn
لِلْمَيْدَانُ	lilmiidaːn
لِلْمِيلَاَدُ	lilmiːlaːd
لِلْمِينَاءُ	lilmiːnaːʔ
لِلنَّائِبُ	lilnaːʔib
لِلنَّاخِبُ	lilnaːxib
لِلنَّادِي	lilnaːdiː
للنادي	ɫælnædi
لِلنَّارُ	lilnaːr
للنار	ɫælnɑr
للناس	ɑllænɑs
لِلنَّاسُ	lilnaːs
لِلنَّاظِرُ	lilnaːðˤir
لِلنَّاقِدُ	lilnaːqid
لِلنَّبَاتُ	lilnabaːt
لِلنَّبِيُّ	lilnabijj
للنبيذ	ɑlɑnˈbið
لِلنَّتَائِجُ	lilnataːʔidʒ
للنجاة	ɫɫæɲɑːhɑ
لِلنُّجَّاحُ	lilnadʒaːħ
للنجاح	ɫɫændʒɑħ
لِلنَّجْمُ	lilnadʒm
لِلنُّجُومُ	lilnudʒuːm
للنجوم	ɫælnɑdʒum
لِلنَّخْبُ	lilnaxb
لِلنَّخْبُ	lilnuxab
لِلنِّدَاءُ	lilnidaːʔ
لِلنِّزَاعُ	lilnazzaːʕ
لِلنِّزَاعُ	lilnizaːʕ
لِلنِّزَاعُ	lilnuzzaːʕ
لِلنُّزَلَاَءُ	lilnuzalaːʔ
للنزهة	ɫɫenˈzahɑ
لِلنُّزُوحُ	lilnazuːħ
لِلنُّزُوحُ	lilnuzuːħ
لِلنُّزُولُ	lilnuzuːl
للنزول	ɫɫenˈzol
لِلنِّسَاءُ	lilnasaːʔ
لِلنِّسَاءُ	lilnassaːʔ
لِلنِّسَاءُ	lilnisaːʔ
للنساء	ɫɫɛnɑsˤɑ
لِلنُّسَخُ	lilnasx
لِلنُّسَخُ	lilnusax
لِلنِّسْيَانُ	lilnasjaːn
لِلنِّسْيَانُ	lilnisjaːn
لِلنَّسِيجُ	lilnasiːdʒ
لِلنَّشَاطُ	lilnaʃaːtˤ
لِلنَّشَاطُ	lilniʃaːtˤ
لِلنَّشْرُ	lilnaʃr
للنشر	ɫælnæʃr
لِلنَّصُّ	lilnasˤˤ
لِلنُّصْبُ	lilnasˤab
لِلنُّصْبُ	lilnasˤb
لِلنُّصْبُ	lilnusˤb
لِلنَّصْرُ	lilnasˤr
لِلنِّصْفُ	lilnasˤaf
لِلنِّصْفُ	lilnisˤf
للنصف	ɫælnæˈsˤɑ
لِلنُّصُوصُ	lilnusˤuːsˤ
لِلنِّضَالُ	lilnidˤaːl
لِلنُّطْقُ	lilnutˤq
لِلنِّظَامُ	lilniðˤaːm
للنظام	ɫælnæˈzæm
لِلنَّظَرُ	lilnaðˤar
للنظر	ɫɫɪnˈɾɑr
لِلنَّظْمُ	lilnaðˤm
لِلنَّفَاذُ	lilnafaːð
لِلنَّفَاذُ	lilnaffaːð
لِلنَّفْسُ	lilnafas
لِلنَّفْسُ	lilnafs
لِلنَّفْطُ	lilnaftˤ
للنفط	ɫælnaft
لِلنُّفُوذُ	lilnufuːð
لِلنُّفُوسُ	lilnufuːs
لِلنِّقَاشُ	lilnaqqaːʃ
لِلنِّقَاشُ	lilniqaːʃ
للنقاش	ɫɫɪnqɑːʃ
لِلنِّقَاطُ	lilniqaːtˤ
لِلنَّقْدُ	lilnaqd
لِلنَّقْلُ	lilnaql
للنقل	ɫɫnɑqɫ
لِلنُّقُودُ	lilnuquːd
للنقود	ɫɫɪnqoːd
لِلنَّمَاذِجُ	lilnamaːðidʒ
لِلنَّمْلُ	lilnamal
لِلنَّمْلُ	lilnamil
لِلنَّمْلُ	lilnaml
لِلنُّمُوُّ	lilnumuww
لِلنَّمُوذَجُ	lilnamuːðadʒ
لِلنِّهَائِيُّ	lilnihaːʔijj
لِلنَّهَارُ	lilnahaːr
للنهاية	ɑlɑlhɑniˈdæjɑ
لِلنَّهْبُ	lilnahb
لِلنَّهْجُ	lilnahdʒ
لِلنَّهْرُ	lilnahr
لِلنَّهْرُ	lilnuhur
للنهر	ɫælnɑhɾ
لِلنُّهُوضُ	lilnuhuːdˤ
لِلنَّهْي	lilnahj
لِلنُّوَّابُ	lilnuwwaːb
للنوايا	lilnauaːjaː
لِلنُّورُ	lilnauar
لِلنُّورُ	lilnuːr
لِلنَّوْعُ	lilnauʕ
لِلنَّوْمُ	lilnaum
لِلنَّوْمُ	lilnuwwam
للنوم	ɫɫænoːm
لِلنَّيْلُ	lilniːl
لِلنَّيْلُ	lilniil
للنيل	ɫælnil
لِلَهَّ	lillaːhi
لله	ɫælɫæ
للهاتف	laθaːf
لِلْهَاتِفُ	lilhaːtif
للهبوط	lalabuːtˤ
لِلْهُبُوطُ	lilhabuːtˤ
لِلْهُبُوطُ	lilhubuːtˤ
لِلْهُجُومُ	lilhudʒuːm
للهجوم	ɫæħdʒuːm
لِلْهَدَفُ	lilhadaf
للهدف	ɫælhɑˈdʒæb
لِلْهَدْمُ	lilhadm
لِلْهُدُوءُ	lilhuduːʔ
للهرب	lalarab
للهرب	lilharab
للهروب	lalaɾuːb
لِلْهُرُوبُ	lilhuruːb
لِلْهَضْمُ	lilhadˤm
لِلْهُلَّاكُ	lilhalaːk
لِلْهُلَّاكُ	lilhulaːk
لِلْهَلَاَلُ	lilhilaːl
لِلَهِمَ	lalahim
لِلَهِمَ	lalahima
لِلَهِمَ	lalahm
لِلَهِمَ	lilahim
لِلَهِمَ	lilahm
لِلَهِمَ	lilhamm
للهند	lalahind
لِلْهِنْدُ	lilhind
لِلَهْوٌ	lalahw
لِلَهْوٌ	lilahw
للهواء	lalaːh
لِلْهَوَاءُ	lilhauaːʔ
لِلْهَوَاءُ	lilhawwaːʔ
لِلْهَوَاتِفُ	lilhauaːtif
للهول	lalaːhuːl
لِلْهَيْكَلُ	lilhiikal
لِلْوَاجِبُ	lilwaːdʒib
لِلْوَاحِدُ	lilwaːħid
لِلْوَاقِعُ	lilwaːqiʕ
للواقع	ɫɫoːwæqɪʔ
لِلْوَالِدُ	lilwaːlid
لِلْوَالِي	lilwaːliː
لِلْوَثَائِقُ	lilwaθaːʔiq
لِلْوَجْهُ	laluːdʒh
لِلْوَجْهُ	liluːdʒh
لِلْوَجْهُ	lilwadʒh
للوجه	ɫɫɑwħ
لِلْوُجُودُ	lilwudʒuːd
للوحة	ɫɫoːhɑ
للوحدة	ɫɫoʊhæte
لِلَوْحِيٌّ	lilauħajja
لِلَوْحِيٌّ	lilauħiː
لِلَوْحِيٌّ	lilauħii
لِلَوْحِيٌّ	lilwaħj
لِلْوَرَاءِ	lilwaraːʔ
للوراء	ɫɫɑwɑrɑː
لِلْوُزَرَاءُ	lilwuzaraːʔ
لِلَوَّزْنَ	lalawwazna
لِلَوَّزْنَ	lilwazn
للوزن	ɫɫoˈzˤn
لِلْوَزِيرُ	lilwaziːr
لِلْوَسَائِلُ	lilwasaːʔil
لِلْوَسَطُ	lilwasatˤ
لِلْوَصْلُ	lilwasˤl
لِلْوُصُولُ	lilwusˤuːl
للوصول	ɫɫoˈsˤuːdˤ
لِلْوَضْعُ	lilwadˤʕ
للوضع	ɫɫoʕɑx
لِلْوَضُوءُ	lilwadˤuːʔ
لِلْوَضُوءُ	lilwudˤuːʔ
لِلَوَّطْنَ	lilwatˤan
للوطن	ɫælˈwɑtˤn
لِلْوَظَائِفُ	lilwaðˤaːʔif
للوظيفة	ɫɫoʔˈfiːfah
لِلَوْعِيٌّ	lilwaʕj
للوعي	ɫɫɑwˈwiː
لِلْوَفَاءُ	lilwafaːʔ
للوفاة	ɫɫoːfaːh
لِلْوِفَاقُ	lilwifaːq
لِلْوَفْدُ	lilwafd
لِلْوُفُودُ	lilwufuːd
لِلْوَقَائِعُ	lilwaqaːʔiʕ
لِلَوِقَتْ	lilwaqt
للوقت	ɫælwaːt
لِلْوَقْفُ	lilwaqf
لِلْوَقُودُ	lilwaquːd
للوقود	ɫɫoˈqoːd
لِلْوُقُوعُ	lilwuquːʕ
لِلْوُقُوفُ	lilwuquːf
للوقوف	ɫɫɑwqɑf
للوكالة	ɫɫoːkæːle
لِلْوَكِيلُ	lilwakiːl
للولادة	laluːlaːdaː
للولايات	ɫˈlwaːhɑːtɑː
للولاية	lalowaja
لِلْوَلَدُ	lilwalad
لِلْوُلُوجِ	lilwuluːdʒ
لِلْوَلِيُّ	lilwalijj
لِلَوْنٌ	lalaun
لِلَوْنٌ	lalawwana
لِلَوْنٌ	lalawwanna
لِلَوْنٌ	lilaun
لِلَوْنٌ	lilwann
للون	ɫɫoːn
لِلَيٍّ	lalajj
لِلَيٍّ	laliː
لِلَيٍّ	lilajj
لِلَيٍّ	liliː
لِلْيَأْسُ	liljaʔs
لليابان	lalijaːban
لِلْيَابَانِ	liljaːbaːn
لِلْيَدُ	liljad
لِلْيَسَارُ	liljasaːr
لليسار	ɫejsˈsˤɑr
لِلَيْلِ	laliil
لِلَيْلِ	liliil
لليلة	lalilaʔa
لليله	lalila
لِلَيْمَنَ	liljaman
لِلَيْمَنَ	liljumn
لليمين	leːmiːn
لِلْيَمِينُ	liljamiːn
لليهود	leːljuːhɑːd
لِلْيَهُودُ	liljahuːd
لليوم	lalijuːm
لِلْيَوْمُ	liljaum
لِلْيُونَانِ	liljuːnaːn
لَم	læm
لمَ	læmæ
لَمْ	lam
لـمَ	lamɑ
لَمْ	lamma
لــم	lɑm
لـم	lɑm
لم	lɑm
لَمْ	lɑm
لمّ	lɑmˈmɑ
لَمْ	lima
لِـمَ	limɑ
لِمَ	limɑ
لِم	lɪm
لم	lˈm
لمَّ	lˈmːa
لمْ	lˤam
لِمُؤْتَمَرٌ	lamuʔtamar
لمؤتمر	lemɑwɑtˤɑr
لِمُؤْتَمَرٌ	limuʔtamar
لِمُؤَسِّسٌ	lamuʔassis
لِمُؤَسِّسٌ	limuʔassis
لمؤسسة	læmɑʔsˤɑˈtˤiʕa
لِمُؤَشِّرٌ	lamuʔaʃʃar
لِمُؤَشِّرٌ	lamuʔaʃʃir
لِمُؤَشِّرٌ	limuʔaʃʃar
لِمُؤَشِّرٌ	limuʔaʃʃir
لِمُؤَلِّفٌ	lamuʔallaf
لِمُؤَلِّفٌ	lamuʔallif
لِمُؤَلِّفٌ	limuʔallaf
لِمُؤَلِّفٌ	limuʔallif
لِمُؤْمِنٌ	lamuʔamman
لِمُؤْمِنٌ	lamuʔammin
لِمُؤْمِنٌ	lamuʔmin
لِمُؤْمِنٌ	limuʔamman
لِمُؤْمِنٌ	limuʔammin
لِمُؤْمِنٌ	limuʔmin
لمئات	læmɑˈʔɑːtˤ
لمـا	læmæ
لما	læmæ
لَمَّا	lamaː
لَمَّا	lammaː
لمّا	lɑmːɑ
لِما	lima
لَمَّا	limaː
لمادا	læmɑdɑ
لمادة	læˈmɑːdah
لماذ	læmæð
لمـاذا	lamiða
لمــاذا	ləmaːðah
لماذا	ləmiðˈhɑ
لِمَاذَا	limaːðaː
لِماذا	limɑðɑ
لِمَالٌ	lamaːl
لِمَالٌ	lamaːla
لِمَالٌ	limaːl
لِمَالِكٌ	lamaːlik
لِمَالِكٌ	lamaːlka
لِمَالِكٌ	lamaːlki
لِمَالِكٌ	limaːlik
لِمَالِكٌ	limaːlka
لِمَالِكٌ	limaːlki
لِمَالِكِيٌّ	lamaːlikijj
لِمَالِكِيٌّ	lamaːlikijja
لِمَالِكِيٌّ	limaːlikajja
لِمَالِكِيٌّ	limaːlikiː
لِمَالِكِيٌّ	limaːlikii
لِمَالِكِيٌّ	limaːlikijj
لِمَالِكِيٌّ	limaːlikijja
لمباراة	læmbærɑːte
لِمُبَارَكٌ	lamabaːrrka
لِمُبَارَكٌ	lamabaːrrki
لِمُبَارَكٌ	lamubaːrak
لِمُبَارَكٌ	limabaːrrka
لِمُبَارَكٌ	limabaːrrki
لِمُبَارَكٌ	limubaːrak
لِمَبْلَغٌ	lamablaɣ
لِمَبْلَغٌ	lamuballiɣ
لِمَبْلَغٌ	limablaɣ
لِمَبْلَغٌ	limuballiɣ
لمبنى	læmˈbæni
لمتابعة	læmtæbʕa
لمتجر	lɑmtɑgr
لِمُتْحِفٌ	lamatħaf
لِمُتْحِفٌ	limatħaf
لمتى	lɑmtɑ
لمثل	læmθil
لِمِثْلُ	lamaθal
لِمِثْلُ	lamaθala
لِمِثْلُ	lamaθula
لِمِثْلُ	lamaθθala
لِمِثْلُ	lamiθl
لِمِثْلُ	limaθal
لِمِثْلُ	limiθl
لِمَجَالٌ	lamadʒaːl
لِمَجَالٌ	limadʒaːl
لِمُجَالِسٌ	lamadʒaːlis
لِمُجَالِسٌ	limadʒaːlis
لِمُجْتَمَعٌ	lamudʒtamaʕ
لِمُجْتَمَعٌ	lamudʒtamiʕ
لِمُجْتَمَعٌ	limudʒtamaʕ
لِمُجْتَمَعٌ	limudʒtamiʕ
لِمَجْدٌ	lamadʒada
لِمَجْدٌ	lamadʒd
لِمَجْدٌ	lamadʒuda
لِمَجْدٌ	lamudʒd
لِمَجْدٌ	lamudʒidd
لِمَجْدٌ	limadʒd
لِمَجْدٌ	limudʒd
لِمَجْدٌ	limudʒidd
لمجرد	læmæɾdʒ
لمجرّد	læmgɑrˈɾɑd
لِمُجَرَّدٌ	lamudʒarrad
لِمُجَرَّدٌ	limudʒarrad
لمجلة	læmˈdʒæhɑ
لمجلس	læmʒælɛs
لِمَجْلِسٌ	lamadʒlis
لِمَجْلِسٌ	limadʒlis
لِمَجْمَعٌ	lamadʒmaʕ
لِمَجْمَعٌ	lamudʒammaʕ
لِمَجْمَعٌ	lamudʒammiʕ
لِمَجْمَعٌ	lamudʒmaʕ
لِمَجْمَعٌ	limadʒmaʕ
لِمَجْمَعٌ	limudʒammaʕ
لِمَجْمَعٌ	limudʒammiʕ
لِمَجْمَعٌ	limudʒmaʕ
لِمُجْمَلٌ	lamudʒmal
لِمُجْمَلٌ	lamudʒmil
لِمُجْمَلٌ	limudʒmal
لِمُجْمَلٌ	limudʒmil
لِمَجْمُوعٌ	lamadʒmuːʕ
لِمَجْمُوعٌ	limadʒmuːʕ
لمجموعة	læmoːgˤaːtˤ
لمجيئك	læmˈdʒiːʔ
لمجيئكم	lɑmˈdʒiːʔɑk
لمح	læmħ
لَمَّحَ	lamaħa
لَمَّحَ	lamaħħ
لَمَّحَ	lamħ
لَمَّحَ	lammaħa
لَمَّحَ	lamuħħ
لَمَّحَ	limaħħ
لَمَّحَ	limuħħ
لمحاربة	læmħɑːɾiːβɑ
لِمُحَافِظٌ	lamuħaːfiðˤ
لِمُحَافِظٌ	limuħaːfiðˤ
لِمَحَاكُمْ	lamaħaːkim
لِمَحَاكُمْ	lamaħaːkum
لِمَحَاكُمْ	lamaħħaːkum
لِمَحَاكُمْ	lammaħaːkum
لِمَحَاكُمْ	limaħaːkim
لمحاكمة	ləmaħɑːmɑːgɑ
لمحامي	ləmæħɑːmiː
لمحاولة	læmæħɑːwɑːl
لمحة	læmħɑ
لمحت	læmħat
لِمُحَرِّكٌ	lamaħrak
لِمُحَرِّكٌ	lamiħarrka
لِمُحَرِّكٌ	lamiħarrki
لِمُحَرِّكٌ	lamuħarrik
لِمُحَرِّكٌ	limaħrak
لِمُحَرِّكٌ	limiħarrka
لِمُحَرِّكٌ	limiħarrki
لِمُحَرِّكٌ	limuħarrik
لمحطة	ləˈmaħtˤa
لمحل	læmˈħæl
لِمَحَلٌّ	lamaħala
لِمَحَلٌّ	lamaħall
لِمَحَلٌّ	lamaħila
لِمَحَلٌّ	lamaħl
لِمَحَلٌّ	lamaħula
لِمَحَلٌّ	limaħall
لِمَحَلٌّ	limaħl
لِمَحْمُودٌ	lamaħmuːd
لِمَحْمُودٌ	limaħmuːd
لِمَحْوٌ	lamaħw
لِمَحْوٌ	limaħw
لِمِحْوَرٌ	lamaħwara
لِمِحْوَرٌ	lamiħwar
لِمِحْوَرٌ	lamuħawwar
لِمِحْوَرٌ	limiħwar
لِمِحْوَرٌ	limuħawwar
لِمُخَاطِرٌ	lamaxaːtˤir
لِمُخَاطِرٌ	lamuxaːtˤir
لِمُخَاطِرٌ	limaxaːtˤir
لِمُخَاطِرٌ	limuxaːtˤir
لِمُخْتَلِفٌ	lamuxtalaf
لِمُخْتَلِفٌ	lamuxtalif
لِمُخْتَلِفٌ	limuxtalaf
لِمُخْتَلِفٌ	limuxtalif
لِمُخَطَّطٌ	lamuxatˤˤatˤ
لِمُخَطَّطٌ	lamuxatˤˤitˤ
لِمُخَطَّطٌ	limuxatˤˤatˤ
لِمُخَطَّطٌ	limuxatˤˤitˤ
لِمَخْلُوقٌ	lamaxluːq
لِمَخْلُوقٌ	limaxluːq
لِمُخَيَّمٌ	lamuxajjam
لِمُخَيَّمٌ	limuxajjam
لِمَدٌّ	lamadd
لِمَدٌّ	lamadda
لِمَدٌّ	limadd
لمدة	læmˈdæ
لمدّة	læmˈdæ
لِمَدْخَلٌ	lamadxal
لِمَدْخَلٌ	lamudxal
لِمَدْخَلٌ	limadxal
لِمَدْخَلٌ	limudxal
لِمَدَّدَ	lamadad
لِمَدَّدَ	lamaddada
لِمَدَّدَ	lamudad
لِمَدَّدَ	lamudud
لِمَدَّدَ	limadad
لِمَدَّدَ	limudad
لِمَدَّدَ	limudud
لِمُدَرِّبٌ	lamudarrab
لِمُدَرِّبٌ	lamudarrib
لِمُدَرِّبٌ	limudarrab
لِمُدَرِّبٌ	limudarrib
لمدرسة	læmˈdɑrɑ
لِمَدَّنَ	lamaddana
لِمَدَّنَ	lamaddanna
لِمَدَّنَ	lamidna
لِمَدَّنَ	lamudun
لِمَدَّنَ	limudun
لمده	lamda
لمدى	læmˈdæ
لمدير	læmdiːr
لِمُدِيرٌ	lamudiːr
لِمُدِيرٌ	limudiːr
لِمُدِيرِيٌّ	lamudiːrijja
لِمُدِيرِيٌّ	limudiːrajja
لِمُدِيرِيٌّ	limudiːriː
لِمُدِيرِيٌّ	limudiːrii
لِمُدِيرِيٌّ	limudiːrijja
لمدينة	læmˈmæːdjæ
لمذا	læmðɑ
لِمَذْهَبٌ	lamaðhab
لِمَذْهَبٌ	lamuðahhab
لِمَذْهَبٌ	limaðhab
لِمَذْهَبٌ	limuðahhab
لمراجعة	læmæɾɑːˈjæːʕæ
لِمُرَادٌ	lamaraːd
لِمُرَادٌ	lamarraːd
لِمُرَادٌ	lamuraːd
لِمُرَادٌ	lamurraːd
لِمُرَادٌ	limaraːd
لِمُرَادٌ	limarraːd
لِمُرَادٌ	limuraːd
لِمُرَادٌ	limurraːd
لِمُرَاسِلٌ	lamuraːsil
لِمُرَاسِلٌ	limuraːsil
لِمُرَافِقٌ	lamaraːfiq
لِمُرَافِقٌ	lamuraːfiq
لِمُرَافِقٌ	limaraːfiq
لِمُرَافِقٌ	limuraːfiq
لمراقبة	ɫɪmɾɑqˈbɑ
لمرة	læmra
لمرّة	læmˈrɑtˤɑ
لمرحلة	læmraːhla
لِمَرِسِيٌّ	limarisajja
لِمَرِسِيٌّ	limarisiː
لِمَرِسِيٌّ	limarisii
لِمَرِسِيٌّ	limarsiː
لِمُرَشَّحٌ	lamuraʃʃaħ
لِمُرَشَّحٌ	lamuraʃʃiħ
لِمُرَشَّحٌ	limuraʃʃaħ
لِمُرَشَّحٌ	limuraʃʃiħ
لِمَرَضٌ	lamaradˤ
لِمَرَضٌ	lamaridˤa
لِمَرَضٌ	lamarradˤa
لِمَرَضٌ	lamurdˤ
لِمَرَضٌ	limaradˤ
لِمَرَضٌ	limurdˤ
لمرض	lɪmraːdˤ
لِمَرَضِيٌّ	lamaradˤijj
لِمَرَضِيٌّ	lamurdˤiː
لِمَرَضِيٌّ	lamurdˤijja
لِمَرَضِيٌّ	limaradˤajja
لِمَرَضِيٌّ	limaradˤiː
لِمَرَضِيٌّ	limaradˤii
لِمَرَضِيٌّ	limaradˤijj
لِمَرَضِيٌّ	limurdˤiː
لِمَرَضِيٌّ	limurdˤijja
لمركز	læmˈzɑrˤ
لِمَرْكَزٌ	lamarkaz
لِمَرْكَزٌ	lamurakkaz
لِمَرْكَزٌ	limarkaz
لِمَرْكَزٌ	limurakkaz
لمره	læmra
لِمُرُورٌ	lamuruːr
لِمُرُورٌ	limuruːr
لِمَرِيضٌ	lamariːdˤ
لِمَرِيضٌ	limariːdˤ
لمزيد	læmˈziːd
لِمَزِيدٌ	lamaziːd
لِمَزِيدٌ	limaziːd
لِمَسَّ	lamasa
لِمَسَّ	lamass
لِمَسَّ	lamassa
