3	ʏ̞tʃ
kənan	keˈman
kənar	cænɑr
kənar	tʃanɑr
kənar	tʃænɑr
kənd	cænd
kənd	cæt
kənd	kænt
kəndir	kɛndiɾ
kəndli	hændlɪ
kəniz	kɒniz
kəpək	kæpæj
kəpək	kæpæk
kəpək	tʃæpætʃ
kəpənək	cæpænæc
kərim	kæɾim
kərimli	kæɾɛmli
kərimov	kæɾimov
kərimova	kæɾiːmɔːvɑ
kərki	cærci
kərki	tʃærtʃi
kərt	cært
kərt	tʃært
kərtənkələ	cærtæncælæ
kərə	kæræ
kərəm	kæɾæm
kəs	cæs
kəsici	kɒsidʒi
kəsik	cæsic
kəsik	tʃæsitʃ
kəsilmək	cæsilmæc
kəsilmək	tʃæsilmɑχ
kəsmək	cæsmæk
kəsmək	tʃæsmɑχ
kəsək	cæsæc
kəsək	tʃæsæc
kəsəl	cæsæl
kəsəl	tʃæsæl
kətayun	kætɑjun
kətil	kɒtˈil
labüd	ɫɑːbyd
lahiyə	ɫɑːhijæ
lakin	laːcin
lakin	laːtʃin
lakin	ɫɑkiːm
lal	lau
lalə	lɑlɛ
lama	lama
lampoçka	ɫɑmbɯtskɑ
lampoçka	ɫɑmpɯtskɑ
lampoçka	ɫɑmpɯtʃkɑ
laqeyd	ɫɑːgejd
latviya	latvja
latın	ɫɑtɯm
laureat	laurɪat
lava	lava
lavaş	ɫɑvɑʃ
lavaşa	ɫɑvɑʂɑ
layihə	ɫɑːjihæ
layiq	lɑːjig
layiq	lɑːjik
layiq	ɫɑjˈig
layla	lajˈlɑ
lazım	laziːm
lazım	ɫɑzɯm
lazım	ɫɑːzɯm
lazımi	lazimi
lazımlı	ɫɑzɯmɫɯ
lazımsız	ɫazɯmsɯz
lazımsız	ɫɑzɯmsɯz
laçın	ɫɑtsɯn
laçın	ɫɑtʃɯn
lehinə	læhinæ
lent	lˈɛnt
lerik	leɾik
leyla	læjˈlɑ
leyli	lejle
leysan	lejsɑn
liberal	lʲibɛrɑl
lif	lɪf
lift	lˈɪft
lil	lɪl
liman	limɑn
liman	lə-mˈɑːn
limfa	lɪmfa
lirik	liɾek
lirika	lirika
litva	bitvɑ
lobya	lobea
logistika	lˈoʒistika
lomba	lomba
lomonosov	ɫomonosov
loru	loru
lot	lɔt
lox	ɫæx
luksemburq	lʏkseˈmburˈg
lupa	lupa
lök	lœc
lök	lœtʃ
lök	lˈok
lökbatan	lœcbɑtɑn
lökbatan	lœtʃbɑtɑn
lövbər	lœvbær
lüks	lʏkʰs
lüt	lyt
lütfən	lytfæn
lüğət	lyɣæt
ləhcə	læhdʒæ
ləhcəşünas	læhdʒæʃynɑs
ləhcəşünaslıq	læhdʒæʃynɑsɫɯχ
ləkə	lækˈæ
ləkəli	lækælˈ
ləman	lɒman
lənət	lɑnɑt
lətifə	lætifæ
ləzgi	læzɟi
ləziz	leˈziz
maarif	mɑːrif
maarifləndirmək	mɑːriflændirmæj
maarifləndirmək	mɑːriflændirmæk
maariflənmək	mɑːriflænmæj
maariflənmək	mɑːriflænmæk
maarifçi	mɑːriftsi
maarifçi	mɑːriftʃi
maarifçilik	mɑːriftsilitʃ
maarifçilik	mɑːriftsiliç
maarifçilik	mɑːriftʃilij
maarifçilik	mɑːriftʃilik
maaş	maːʃ
macar	mɑdzɑr
macar	mɑdʒɑr
macəra	madʒra
macəra	mɑːdzærɑ
macəra	mɑːdʒærɑ
madam	madˈɑm
maddə	matːa
madonna	madonˈa
madrid	madrɛd
maestro	majˈestro
mafiya	mafja
magistatura	magistatora
mahir	mɑːhɪr
mahiyyət	mɑhiːjæt
mahiyyət	mɑːhijæt
mahiyyətcə	mɑhijætdʒæ
mahmud	mɑhmuɾ
mahmız	mɑhmˈɯz
mahnı	mɑhnɯ
mahnı	mɑːχnɯ
mahrasa	maɣrasa
makaron	makarˈon
makedoniya	mɑtʃedonijɑ
maksimum	maksimum
mal	mal
mal	mɑɫ
mal-qara	malgaɾa
maldar	mɑɫdɑr
malik	malek
malta	malta
malyariya	maljaɾja
manat	manat
manat	mɑnɑt
mandolina	mandoliːnˈa
mane	mɑːne
manej	manʲeʂ
manifest	manʲifʲast
manna	mɑnna
manqa	maga
manqan	mangan
manqo	mangɔ
manqurt	mɑŋguɾt
mansur	mɑnsuɾ
manyak	manʲak
maqma	magma
maqnetik	magnetik
maqnezium	maknʲizʲiu
marakana	mˈaɾakˈaˈnˈa
maraq	mɑrɑx
maraq	mɑrɑɣ
maraq	məˈrɑːx
maraqlanan	mæɾɑːɣlɑmɑːm
maraqlı	mɑrɑɣɫɯ
maraqsız	mɑːrɑksɯz
marka	marka
market	mɑɾkɛt
marketoloq	markɛtolog
mart	mɑːrt
marş	maɾʃ
masa	masa
masa	mɑsɑ
master	masʲer
mat	mˈat
matador	matadʊɾ
matan	matan
materiya	mʌtˈerija
matç	mɑttʃ
mavi	mavˈi
maya	maja
mayalandırmaq	mɑjɑɫɑndɯrmɑx
mayami	majɑmɛ
maye	maje
mayeləşmək	majɯlæʃmæj
maymaq	majmɑq
mayonez	majanˈes
mayor	majɔɾ
maz	mˈɑːs
mazut	mɑzut
mağar	mɑɢɑr
mağaza	mɑːɣɑːzɑ
maştağa	mʃtɑɣˈɑ
medallı	mʲɛdɑllɯ̞
medalyon	medaljɔn
meduza	mɛduza
meh	me
mehman	mɛhmɑn
mem	mem
memar	memɑr
memar	meːmɑr
menecer	menedʒaɾ
mesaj	mesɑʒ
mesajlaşmaq	mesaʒdɑʃmak
mesenat	mesiˈnat
metro	mjˈetɾo
mexaniki	mʲexanʲikɨ
mexanizm	mʲexanʲizm
meydan	mejdɑn
meydança	mejdɑntsɑ
meydança	mejdɑntʃɑ
meyit	mejit
meyitxana	mejitχɑnɑ
meynə	mejnæ
meyvə	majˈvæ
meyxana	mejˈxana
mifologiya	nʲifalogʲija
mikologiya	mˌikɑɫˈɑgija
mil	mɪl
milad	miɫɑd
milan	mʲilan
milli	mili
millibar	mɪlːibɑɾ
millət	milːæt
millət	mʲillæ
milçək	miltsætʃ
milçək	miltʃæc
min	min
min	mãn
minbər	minbær
mineralogiya	mʲinʲeraɫogʲija
minillik	meˈnillik
minmək	mimːæk
minmək	minmej
minmək	minmæk
minmək	minmɑχ
minmək	miːnmæj
minnət	minˈnat
minnətdar	minːætdɑr
minnətdaram	minnætɑʁrɑm
minsk	mjˈnsk
miqrant	migrant
miqrasiya	migrˈɑsija
miras	miras
mirzə	mirzæ
mis	mɪs
misal	misal
misgər	misˈkæɾ
misilsiz	misilsiz
misir	mʲið̞sʲɪr
mismar	mismar
mismar	mismɑɾ
mitinq	mʲitsʲink
mixaylo	mʲiχajɫo
miçiqan	mˌɪtʃigˈɑn
mişar	miʃɑr
mişar	mɯʃɑr
moda	mɔda
molekul	molekuɫ
molibden	molʲipden
molla	mola
molla	molːa
monako	manako
monastır	manastɯr
monpası	mompasɯ
morfologiya	marfologˈija
morfoloji	morfoloʒɯ
morfoloji	mɑrfɑloʒi
morfoloji	mɑrfɑloʒɯ
morj	mˈoɾʒ
motal	mataɫ
motor	mɑtɔr
muasir	moˈasir
mum	mom
mumiya	mumja
mumlamaq	munlɑmɑh
muncuq	mundzux
muncuq	mundʒux
mundar	mundɑr
mundar	mɯndɑr
munis	munʲis
murdar	murdɑr
murdar	mʊɾˈdɑr
musa	musa
musa	musɑ
musiqi	musigɛ
musiqi	muːsigi
musiqiçi	musiːgitʃe
mustafa	mʊstɑfɑ
mustafayev	mustˈɑfɑjʌv
mutasiya	mʊ̞tɑːsijɑ
muxtar	muχtɑr
muzdur	muzdur
muzey	muzˈeɪ
muğan	mugɑm
muğayat	muɣɑjɑt
muğayat	muɣɑːjet
muştuluq	muʃtuluχ
muştuluqçu	muʃtuɫuχtsu
muştuluqçu	muʃtuɫuχtʃu
möcüzə	mœːdʒyzæ
möhnət	mʌhnɑt
möhtərəm	mœhtæræm
mötəbər	mœːtæbær
mövcud	mɒvdʒut
mövcudluq	mœvdzudɫuχ
mövcudluq	mœvdʒudɫuχ
mövhumat	mœvhumɑt
müavinət	myɑːvinæt
mübarizə	mubɑːrizæ
mübarizə	mybɑːrizæ
müflis	myflis
mühacir	myhɑːdzir
mühacir	myhɑːdʒir
mühacirət	myhɑːdziræt
mühacirət	myhɑːdʒiræt
müharibə	myhɑːribæ
mühasibat	muhasʲibat
mühazirəçi	myhɑːzirætsi
mühazirəçi	myhɑːzirætʃi
mühüm	myhym
mühəndis	myhændis
mühərrik	myhærːik
müjdə	mydʒdæ
müjdə	myʒdæ
müjdəçi	myʒdætsi
müjdəçi	myʒdætʃi
mülayim	myɫɑːjim
mümkün	mymqyŋ
münaqişə	mynɑːgiʃæ
münbit	mynbit
müntəxəbat	myntæxæbɑt
münşi	mynʃi
müqavimət	mygɑːvimæt
müqayisə	mygɑːjisæ
müqəssir	mygæsːir
mürəkkəb	myrækːæb
müsabiqə	mysɑːbigæ
müsahibə	mysɑːhibæ
müstəqil	mystægil
müstəqillik	mystægillij
müstəqillik	mystægillik
müstəqillik	mystægilliç
müstəsna	mystæsna
müsəlman	mʏ̞sæəɫïmɑn
müti	muti
mütləq	mytlæg
mütləq	mytlæk
müttəfiq	mytːæfig
mütənasib	mytemɑsip
mütəəllim	mytæːlːim
müvəffəqiyyət	myvæfægijæt
müxalifət	muxɑlifæt
müxalifət	myxɑːlifæt
müxbir	myxbir
müxtəlif	myxtælif
müzakirə	myzɑːciræ
müğənni	myɣænːi
müşahidə	myʃɑːhidæ
müştəri	myʃtæri
müşəmbə	myʃæmbæ
müəllif	myælːif
müəllim	myælːim
müəllimlik	myælːimlic
müəllimə	myælːimæ
mırt	mɔrt
mıx	mɯχ
mıx	mˈɯx
mıxça	mɯtʃɑ
mızıldamaq	mɯ̞zɯ̞ɫdɑmɑq
məbəd	mæbˈad
məbəd	mæːbæd
məcazi	mædzɑːzi
məcazi	mædʒɑːzi
məcbur	mɛdʒbuɾ
məclis	mædzlis
məclis	mædʒlis
mədinə	mædʲinæ
mədrəsə	mædræsæ
mədə	mæːdæ
mədəcik	mædæˈdʒiː
mədən	mæːdæn
mədəni	mædæni
mədəniyyət	mædænijæt
məfhum	mæfhum
məftil	mæfˈtɪl
məgər	mæjɛr
məhbus	mɒhbˈus
məhkəmə	mæhkæmæ
məhsul	mæhsuɫ
məhsuldar	mæhsulˈdɑr
məhv	mæh
məhz	mæhs
məhz	mæhz
məhşur	mæhʃur
məhşər	mæhʃær
məhəlli	mæhællɪ̞
məhəlli	mæhælːi
məkkə	mækːæ
məktub	mæctub
məktub	mæhtub
məktəb	mæktæb
məktəb	mæçtæb
məlum	malum
məlum	mæːɫum
mələfə	mælæfæ
mələz	mælæz
məmməd	mæmmæd
məmur	mæmur
məmur	mæːmur
məmə	mɛmæ
məna	mæːnɑ
mənasız	mæːnɑsɯz
mənfur	manfuɾ
mənfəət	mænfæd
mənfəət	mænfææt
mənimsəmə	mænimsæmæ
mənimsəmək	mænimsæmæj
mənimsəmək	mænimsæmæk
məntiq	mɛntik
mənzil	mɛnzil
mənzərə	mænzæɾæ
məqbul	mækbu
məqsəd	mægsæd
məqsəd	mæksæd
məqsədəuyğun	mægsædæujɣun
məqsədəuyğun	mæksædæujɣun
məqsədəuyğunluq	mægsædæujɣunɫuχ
məqsədəuyğunluq	mæksædæujɣunɫuχ
mərasim	mærɑːsim
mərcan	mɛrdʒɑn
mərhələ	mærhælæ
mərifət	mærifæt
mərkəz	mæɾkæz
mərkəzi	mærkæzi
məruzə	mæruːzæ
məryəm	mæɾjæm
mərəz	mæɾz
mərəzə	mæɾzæ
məsafə	mæsɑːfæ
məsləhət	mæslæhæt
məst	mest
məsul	mæˈsuː
məsul	mæːsuɫ
məsələn	mæsælæn
mətanət	mæθɑːnæt
mətbəx	mætbæχt
mətbəə	mætbææ
mətbəəçi	mætbæætsi
mətbəəçi	mætbæætʃi
mətin	mætɪ̞n
mətləb	mæklæb
məxfi	mæxfi
məxəz	mæχæz
məyus	mæːjus
məziyyət	mæzijæt
məzlum	mæzɫum
məzlum	mɒzlum
məzuniyyət	mæzunijæt
məğlub	mæɣɫub
məğlubiyyət	mæɣɫubijæt
məğrur	mæhruɾ
məşrutə	mæʃruːtæ
nadan	naadan
nadanlıq	nɑdɑŋɫɯ̞q
nadir	nɑːdir
nafta	ˈnaftɑ
nahar	nɐhɑr
nahiyə	nɑːhijæ
nakam	nɑːcɑm
nal	nɑɫ
namaz	nɑmɑz
namaz	nɑˈmɑːs
namiq	nɑːmi
namus	namuz
namə	nɑːmæ
naməlum	nɑːmælum
nankor	mankoɾ
nanə	nɑːnæ
narahat	nɑrɑhɑt
narazı	nɑrɑːzɯ
narazılıq	nɑɾɑzɯ̞ɫɯ̞
narkoman	nɑrkɑmɑn
narkomaniya	narkomonʲija
narkotacir	nɑrkotɑːdzir
narkotacir	nɑrkotɑːdʒir
narkoticarət	nɑrkotidzɑːræt
narkoticarət	nɑrkotidʒɑːræt
narkotik	narkotʲik
narkoz	nˈɑɾkɔz
narın	nɑrɯ̞n
narın	nɑːrɯn
nasim	nasˈim
natamamlıq	nɑtɑmɑmɫɯχ
natamamlıq	nɑtɑmɑnɫɯχ
natəmiz	nɑːtæmiz
naxır	nɑxɯr
naxış	nɑχɯ̞ʂ
nayihə	nɑjɯ̞hæ
naz	nˈɔz
nazik	nɑːzic
nazir	naˈzir
nazir	nɑːzir
nazirlik	nɑːzirlic
nazirlik	nɑːzirlij
nazlı	nazɫa
nağıl	nɑɣɯɫ
naşir	nɑːʃir
necə	nedzæ
necə	nedʒæ
neft	neft
neft	njɛft
neft	næft
neftçala	neftʃala
neftçi	nefttsi
neftçi	nefttʃi
nehrəm	nhrɑm
nemət	nejmæt
nemət	neːmæt
neon	nˈeˈon
netto	neto
nevada	nɛvada
neyləmək	nejlæmæj
neyləmək	nejlæmæk
neynəmək	nejnæmæj
neynəmək	nejnæmæk
neyçün	nejtʃyn
neçə	netʃe
neçənci	netsændzi
neçənci	netʃændʒi
neçəyədir	netsjædir
neçəyədir	netʃjædir
niaqara	njagaɾa
nicat	nidzɑt
nicat	nidʒɑt
nida	nida
niderland	nˈidiɹlˈɑnd
nifrət	nifræt
niger	nidʒeɾ
niger	nʲigɛr
nijad	niʒɑd
nikbin	nikbin
nikbin	nˈikpiɲ
nikel	nʲikælʲ
nil	nɪlʲ
niqab	nikːap
nirvana	nɪrvana
nitq	nʲitsk
nitq	nˈipk
nitrit	nitɾit
niyə	nijæ
nizam	nɪˈzɑːm
nizamlayıcı	niːzɑmʎɑjɯdʒɯ
nizaməddin	nizameddim
nizə	nɪzæ
nişan	mʲiʂan
nobelium	nobeljum
norma	noɾma
normal	noɾmal
novator	noβatoɾ
noxta	noxtɑ
noxud	mɛnxˈut
noyabr	nɑjɑbɯ̞r
nurani	nuranɛ
nuray	nuraj
nurlan	nʊɾˈlɑn
nurlanmaq	nurɫɑnma
nökər	nœcær
nökər	nœtʃær
nömrə	nœmræ
nöqtə	nœktæ
növ	nˈøv
növbə	nœvbæ
nümayəndə	nymɑjæːndæ
nümayəndə	nymɑːjindæ
nümunəvi	nymuːnævi
nə	na
nəbi	næbi
nəcib	nædzib
nəcib	nædʒib
nəcis	nædzis
nəcis	nædʒis
nəfs	næfs
nəfər	næfær
nəfəs	næfæs
nəm	næm
nənə	nænæ
nənə-baba	nænæpɑˈbɑ
nəql	nægl
nəqərat	nægɑːræt
nər	nɛr
nərdivan	neɾˈdiˈvɑˈn
nərdivan	nærdivɑn
nərimanov	næˈrʲimɑˈnɑf
nərmin	nɒɾmin
nəs	nɛs
nəsib	næsib
nəsib	nˈæsip
nəsil	næsil
nəsil	nɒsil
nəsimi	æsˈimi
nəsə	næsæ
nəticə	nætidzæ
nəticə	nætidʒæ
nəticəsində	nætidzæsindæ
nəticəsində	nætidʒæsindæ
nətər	nætær
nəvə	nevæ
nəvə	nævæ
nəyinsə	næjinsæ
nəyisə	næjisæ
nəyəsə	næjæsæ
nəzakət	næzɑːkæt
nəzir	næzɪ̞r
nəçi	nætsi
nəçi	nætʃi
nəğmə	næɣmæ
nəşr	næʃr
nəşə	læʃæ
nəşə	næʃæ
nəşəxor	næʃæxor
nә	nɛ
o	ɔ
oboy	ɑboj
obraz	ɔbraz
ocaq	odzɑχ
ocaq	odʒɑχ
ocaq	ɔdʒax
ocaqlıq	odzɑɣɫɯχ
ocaqlıq	odʒɑɣɫɯχ
od	ɔd
oddağ	otda
odlanmaq	ɑˈnlɑmˈmɑq
odun	odun
oftalmologiya	ɑftɑɫmɑɫɑgijɑ
oklohama	oklahama
oksid	ɔksid
ola	ɑɫɑ
olan	ɔɫɑn
olay	oɫɑj
oldu	oɫdu
olmaq	olmaq
olmaq	olmɑχ
olsun	osːun
olsun	oɫsun
omar	ɑmɑr
omonim	amonʲim
ona	ona
onlara	ɔnˈlɑɾa
onsuzda	amsuzda
onu	onu
onuncu	onundʒu
onurğa	onurda
onurğa	onurɣɑ
opal	opal
operetta	opeɾetda
optimist	ɔptimˈist
oqtay	oktaj
orada	orɑdɑ
oradan	ordɑn
oradan	orɑdɑn
oradan	ɔɾɑdɑn
oralar	ɑɾɑɫɑɾ
oraq	aɾaɣ
orbit	ħorbit
orbital	ɔɾbitaɫ
ordu	ordu
ordu	ɒɾdu
orqan	ɔrgan
orta	ortɑ
orta	oɾta
ortalama	ɔɾtɑlɑmɑ
ortaq	ɑrtɑq
osturaq	osturɑχ
osturaqçı	osturaχtsɯ
osturaqçı	osturaχtʃɯ
osurmaq	osurmɑχ
otaq	otɑχ
otaqda	otɑɣdɑ
otlamaq	otɫɑmɑx
otlamaq	otːɑmɑx
otlamaq	ɑtːɑmɑq
otlaq	ɑtɫɑh
otluq	ɑtːuɟ
oturacaq	oturɑdzɑχ
oturacaq	oturɑdʒɑχ
oturmaq	oturmɑχ
oturuş	oturuʃ
oturuş	ɔturuʃ
otuzuncu	otuzundʒu
otval	ɑtvɑɫ
ov	av
ov	ov
oval	ɔvɑl
ovdan	ovdɑn
ovlaq	ovɫɑχ
ovmaq	ovmɑːk
ovsar	ovsɑr
ovuc	oudz
ovuc	ovudz
ovuc	ovudʒ
ovuq	ojuχ
ovuq	ouχ
ovuq	ovuχ
ovuq	ujuɣ
ovuq	œjyχ
ovuq	œːχ
ovçu	ovtsu
ovçu	ovtsɯ
ovçu	ovtʃu
ovçu	ovtʃɯ
ox	ˈɑ
oxumaq	oχumaχ
oxutmaq	oχutmɑχ
oxuşmaq	oxuʃmɑx
oxşamaq	oχʃɑmɑχ
oxşar	oχʃɑr
oxşar	ɑχʃɑr
oxşarlıq	oχʃɑrlɯχ
oyanmaq	ojɑmːɑχ
oyanmaq	ojɑnmɑχ
oyanış	ojɑnɯʃ
oymaq	ojmɑx
oymaq	ɑjmɑq
oymaçı	ajmatʃɯ
oynamaq	ojnɑmɑχ
oyun	ojun
oyun	ɔjun
oçerk	otsertʃ
oçerk	otʃerk
oğlaq	oɣɫɑχ
oğru	oɣru
oğul	oɣuɫ
oğurlamaq	oɣurːɑmɑχ
pal-paltar	pɑɫpɑɫtaɾ
palan	pɑɫɑn
palata	pɑɫɑtɑ
palaz	kɑlɑs
paltaryuyan	pɑɫtɑrjujɑn
palçıq	pɑɫtsɯχ
palçıq	pɑɫtʃɯχ
palıd	ɑɫɯ̞d
pambıq	pambɯɾ
pampa	pampa
panter	pɑntɑr
papa	papa
papaq	pɑpɑχ
papiros	pɑpiros
par	pɑɾ
parabola	paɾabɯ̞ɫa
parabolik	parabolʲik
parabüzən	pɑrɑbɯzɑn
parad	parat
paralel	paralɛl
parazit	paɾazik
paris	parˈɪs
park	bɑrk
parlamaq	pɑrlɑmɑχ
parlamaq	pɑɾlɑmɑq
parlaq	pɑɾlɑh
parotid	pɑrɑtʲit
partal	pɑrtɑl
partiya	partija
partizan	pɑɾtʲizɑm
partlama	pɑrtɫɑmɑ
partlamaq	pɑrtːɑmɑχ
partlatmaq	pɑrtːɑtmɑχ
partlayış	pɑrtɫajɯz
partlayış	pɑrtːɑjɯʃ
parça	paɾtʃa
parça-parça	pɑɾtʃɑpɑɾtʃɑ
parıldatmaq	pɑɾɯ̞ɫdɑtmɑq
parıltı	paɾɑɫtɯ̞
pas	pˈas
paslanma	hɑsɫɑnmɑ
pasport	pɑːspɔːrt
pasta	kasta
pasxa	pɑsχɑ
patrondaş	pɑtrondɑʃ
pavilyon	pavɪljˈon
paxla	pɑχɫɑ
paxlava	pɑhlɑɫɑ
paxmel	pɑxmel
paxıl	pɑχɯɫ
paxıllıq	pɑχɯɫːɯχ
paxır	pɑχɯr
paylaşım	pɑjɫɑʃɯm
paytaxt	pɑjtɑχt
payız	pajˈez
payız	pɑjɯz
paçka	pɑtʃkɑ
paçka	pɑʃkɑ
pencək	pendʒæk
pencər	pendzær
pencər	pendʒær
pendir	pendir
pendir	peˈndir
penis	penis
pensiya	pensijɑ
perimetr	peɾimetir
peroksid	pˈɛɾokˈsid
petux	petuχ
peyvənd	pejvænd
peyğəmbər	pejɣæmbær
peyğəmbər	pejɣɑmbær
peçenye	pitsenːi
peçenye	pitʃenːi
peşə	peʃæ
pillə	pilːæ
pilot	pjɫot
pilotsuz	piɫotsuz
pinti	pinti
pioner	pjɑnʲer
piramida	pʲiromʲida
pirat	pirat
pirok	pʲirɔk
piroq	pjrok
pis	pis
pis	pˈis
pisləşmək	bisˈlæʃmæˈj
pivə	piːvæ
pivəxana	piːvæχɑnɑ
plan	plam
planet	pɫanʲet
planet	pɫɑnet
planlaşdırmaq	plɑnnɑʃtɯ̞rmɑh
planşet	planʃæt
plastik	plˈastik
plastika	plˈɑstika
plaş	pɫɑʃ
plov	plʊf
plov	pɫov
podkast	pɑdkɑst
podkat	pɑdgɑt
podkat	pɑtkɑt
poema	pɑˈɛmɑ
poli	foli
polis	polis
polis	pot̪is̺
polkovnik	pɑlkɔvnʲik
polkovnik	pɑɫkovnik
polşa	pɔlʃa
pomidor	pamidˈor
populyar	populjɑɾ
portağal	pɔrtɑˈɣɑl
portuqal	poɾtugɑl
pota	potɑ
povest	povʲest
pozan	pozaːn
pozdurmaq	pozduɾmɑq
pozitiv	pɑzitif
pozmaq	pozmaq
pozmaq	pozmɑχ
poçt	potʃt
poçt	poʃt
poçtalyon	potʃtɑljon
praktiki	pɾɑkˈtike
prazeodim	prˈɑjʑiˈodin
premyera	premjera
priz	pɾɛz
prodüser	prodyser
prodüser	prodysːer
proletariat	proletaːriat
proletariat	prolitariat
proqnozlaşdırmaq	prognozlɑʃdɯrmɑχ
proqnozlaşdırmaq	prɑgnozlɑʃdɯrmɑχ
proqram	pɾɔgram
proqramlaşdırma	progrɑmɫɑʃdɯrmɑ
proqramlaşdırmaq	prɑgrɑmlɑʃtɯ̞rmɑh
proqramçı	progrɑmtsɯ
proqramçı	progrɑmtʃɯ
protest	pɾɑtɛst
psixiatr	psʲixɪjɑtr
pul	puɫ
pulsuz	puɫsuz
pulsuz	puɫsɯz
puma	fuma
pusmaq	pˈusmaɢ
pyotr	pjɒtɾ
pünhan	pynhɑn
püxtələşmək	puχtælɛʃmæj
pənah	pænɑh
pəncab	pændʒɑb
pəncərə	pendzæræ
pəncərə	pendʒæræ
pəncərə	pændzæræ
pəncərə	pændʒæræ
pərakəndə	pærɑcændæ
pərakəndəlik	pærɑːcændælic
pərişan	pæɾiːʃɑːn
pərvanə	pærvɑːnæ
pərvin	pɒɾviˈn
qab	gɑb
qab	kɐb
qaba	kabːa
qaban	kɑˈbɑm
qabaq	gɑbɑχ
qabaq	gɑvɑχ
qabaq	kɑbɑh
qabaqcadan	gɑbɑɣdʒɑdɑn
qabaqcıl	gɑbɑɣdzɯɫ
qabaqlamaq	gɑbɑɣɫɑmɑχ
qabaqlar	ˈkɑbɑxlɑɾ
qabarıq	kɑbɑrʊ̞x
qabağa	gɑbɑɣɑ
qabağa	gɑvɑɣɑ
qabağında	gɑbɑɣɯndɑ
qaboy	gʌbˈoj
qabyuyan	gɑbjujɑn
qabırğa	gɑbɯrɣɑ
qada	gada
qada	gɑdɑ
qada-bala	kɑdɑbala
qadağa	gɑdɑɣɑ
qadağan	gɑdɑɣɑn
qadın	aadɯ̞m
qadın	gatʊŋ
qadın	gɑdɯn
qadın	kɑdɯn
qadın	xɑtun
qadın	xɑtɯn
qafiyə	gɑfijæ
qafqaz	gɑfgɑz
qafqaz	gɑfkɑz
qafqazlı	kɑfkɑzɫɯ̞
qajar	kɑːʒɑːr
qala	kava
qalaktika	kaɫaktika
qalama	gɑɫɑmɑ
qalamaq	gɑɫɑmɑx
qalan	kǎɫɑn
qalaq	gɑɫɑχ
qalaq	kɑɫɑh
qalay	gɑɫɑj
qalayçı	gɑɫɑjtsɯ
qalayçı	gɑɫɑjtʃɯ
qaldırmaq	gɑldɯrmɑχ
qalib	gɑːlib
qalibiyyət	gɑːlibijjæt
qalma	kalma
qalmaq	gɑɫmɑχ
qalmaq	kɑɫmaɟ
qalmaqal	gɑlmokɑl
qalmaqal	gɑɫmɑgɑɫ
qalmaqal	gɑɫmɑɣɑɫ
qalstuk	gɑɫstuk
qaltaq	gɑɫtɑχ
qaltaqçı	gɑɫtɑχtsɯ
qaltaqçı	gɑɫtɑχtʃɯ
qaluboy	gɑɫuboj
qalxan	kɑɫkʰɑn
qalxmaq	gɑɫχmɑχ
qalın	kɑɫɯ̞n
qamarlamaq	kɑmɑrrɑmaɣ
qamaşdırmaq	kɑmɑʃtɯrmɑq
qamaşdırıcı	kɑmaʃtɪɾɯdʒɯ
qamma	kɑmmˈmˈɑ
qamış	ɑmɯ̞ʃ
qamışlıq	kamɯ̞ʃɫɯ̞q
qamətli	kaːmætli
qan	gɑn
qan	kon
qanacaq	gɑnɑdzɑχ
qanacaq	gɑnɑdʒɑχ
qanacaqlı	gɑnɑdzɑɣɫɯ
qanacaqlı	gɑnɑdʒɑɣɫɯ
qanad	gɑnɑd
qanad	kanat
qanamaq	gɑnɑmɑχ
qanbur	gɑnbur
qancıq	gɑndzɯχ
qancıq	gɑndʒɯχ
qancıq	kandʒɯ
qandal	gɑndɑɫ
qandal	qɑndɑl
qandallama	kɑndɑlˈlɑmɑ
qandallamaq	gɑndɑɫːɑmɑx
qandırmaq	kɑːndɯːrmɑːx
qanlı	kanlɯ̞
qanmaq	gɑmːɑχ
qanmaq	gɑnmɑχ
qanmaz	gɑmːɑz
qanmaz	gɑnmɑz
qansız	kansɯz
qanun	gɑːnun
qanun	kaːnun
qanuni	kaŋˈlɒni
qanunverici	gɑːnunveridzi
qanunverici	gɑːnunveridʒi
qanunverici	kɒnunveɾidʒi
qanunvericilik	kɒlˈmˈunveɾidʒiliˈj
qapan	gɑpɑn
qapaq	gɑpɑχ
qapaq	gˈapˈapˈ
qapaz	kafɑz
qapmaq	gɑpmɑχ
qapmaq	kɑpmɑq
qapı	gɑpɯ
qar	gɑr
qara	gæræ
qara	gɑrɑ
qarabala	kɑɾabala
qarabasma	kɑɾɑbɑsmɑ
qarabağ	garabag
qarabağ	gɑrɑbɑɣ
qarabaşaq	gɑrɑbɑʃɑx
qarabaşaq	kaɾabɑʃaq
qaraca	gɑːrɑːdʒɑː
qaraciyər	gɑrɑdzijær
qaraciyər	gɑrɑdʒijær
qaradərili	gɑrɑdærili
qaralama	gɑrɑɫɑmɑ
qaralama	ɢɑrɑɫɑmɑ
qaralamaq	gɑrɑɫɑmɑχ
qaralamaq	kɑrɑɫɑmaɣ
qaralmaq	kɑrɑɫmaɦ
qaraltı	gɑrɑɫtɯ
qaramal	kɑrama
qaranlıq	gɑrɑnɫɯχ
qaranlıq	gɑrɑnːɯχ
qaraqabaq	kɑɾɑgabah
qaraqınıq	kɑrɑgɯ̞nɯ̞q
qarayara	gɑrɑjɑrɑ
qaraçılıq	kɑrɑtʃɯɬɯx
