!sil	sˈil
'c'que	skə
vime	vˈim
vimoutiers	vimutjˈe
vin	vˈɛ̃
vin-là	vˈɛ̃lˈa
vinaigre	vinˈɛgʁ
vinaigrerie	vinɛgʁəʁˈi
vinaver	vinavˈe
vinay	vinˈɛ
vinc	vˈɛ̃k
vincelles	vɛ̃sˈɛl
vincendon	vɛ̃sɑ̃dˈɔ̃
vincennes	vɛ̃sˈɛn
vincent	vɛ̃sˈɑ̃
vincent-thierry	vɛ̃sˈɑ̃tjɛʁˈi
vincents	vɛ̃sˈɑ̃
vinci	vɛ̃sˈi
vindelle	vɛ̃dˈɛl
vindicatif	vɛ̃dikatˈif
vindicative	vɛ̃dikatˈiv
vindicte	vɛ̃dˈikt
vinent	vˈin
vineuil	vinˈœj
vineuse	vinˈøz
vineux	vinˈø
vineyard	vinɛjˈaʁ
ving	vˈɪŋ
ving-cinq	vˈɪŋsˈɛ̃k
ving-sept	vˈɪŋsˈɛt
ving-trois	vˈɪŋtʁwˈa
vingt	vˈɛ̃
vingt-ans	vˈɛ̃tˈɑ̃
vingt-c	vˈɛ̃sˈe
vingt-cing	vˈɛ̃sˈɪŋ
vingt-cinq	vˈɛ̃tsˈɛ̃k
vingt-cinq-trois	vˈɛ̃tsˈɛ̃ktʁwˈa
vingt-cinquième	vˈɛ̃tsɛ̃kjˈɛm
vingt-deux	vˈɛ̃tdˈø
vingt-deux-deux	vˈɛ̃tdˈødˈø
vingt-deux-deux-un	vˈɛ̃tdˈødˈøzœ̃
vingt-deux-treize	vˈɛ̃tdˈøtʁˈɛz
vingt-deux-un	vˈɛ̃tdˈøzœ̃
vingt-dix	vˈɛ̃dˈi
vingt-dix-mille	vˈɛ̃dˈimˈil
vingt-douze	vˈɛ̃dˈuz
vingt-et	vˈɛ̃te
vingt-et-un	vˈɛ̃teœ̃
vingt-et-un-quatre	vˈɛ̃teœ̃kˈatʁ
vingt-et-un-quatre-vingts	vˈɛ̃teœ̃kˈatʁvˈɛ̃
vingt-et-un-un	vˈɛ̃teœ̃nœ̃
vingt-et-une	vˈɛ̃teyn
vingt-et-unième	vˈɛ̃teynjˈɛm
vingt-heures	vˈɛ̃ˈœʁ
vingt-hu	vˈɛ̃ˈy
vingt-huit	vˈɛ̃tyˈi
vingt-huit_	vˈɛ̃tyˈi
vingt-huitième	vˈɛ̃tyisjˈɛm
vingt-neuf	vˈɛ̃tnˈœf
vingt-neufe	vˈɛ̃tnˈøf
vingt-quatre	vˈɛ̃tkˈatʁ
vingt-quatre-trente-quatre	vˈɛ̃tkˈatʁtʁˈɑ̃tkˈatʁ
vingt-quatre-trois	vˈɛ̃tkˈatʁtʁwˈa
vingt-quatrième	vˈɛ̃tkatʁiˈɛm
vingt-sept	vˈɛ̃tsˈɛt
vingt-sept-six	vˈɛ̃tsˈɛtsˈi
vingt-septième	vˈɛ̃tsɛtjˈɛm
vingt-six	vˈɛ̃tsˈi
vingt-sixième	vˈɛ̃tsizjˈɛm
vingt-trois	vˈɛ̃ttʁwˈa
vingt-trois-un	vˈɛ̃ttʁwˈazœ̃
vingtaine	vɛ̃tˈɛn
vingtaines	vɛ̃tˈɛn
vingtiè	vɛ̃tjˈɛ
vingtième	vɛ̃tjˈɛm
vingts	vˈɛ̃
vinificateurs	vinifikatˈœʁ
vinolly	vˈɪnəʊli
vinon	vinˈɔ̃
vinon-sur-verdon	vinˈɔ̃syʁvɛʁdˈɔ̃
vinrent	vˈɛ̃ʁ
vins	vˈɛ̃
vinssent	vˈɛ̃s
vint	vˈɛ̃
vint-deux	vˈɛ̃dˈø
vint-elle	vˈɛ̃ɛl
vintgt	vˈɛ̃t
vintimille	vɛ̃timˈij
vinyle	vinˈil
vinyles	vinˈil
vinçart	vɛ̃sˈaʁ
vio	vjˈo
vioc	vjˈɔk
viol	vjˈɔl
violacé	vjolasˈe
violacée	vjolasˈe
violacées	vjolasˈe
violacés	vjolasˈe
violaine	vjolˈɛn
violait	vjolˈɛ
violant	vjolˈɑ̃
violateur	vjolatˈœʁ
violation	vjolasjˈɔ̃
violemment	vjolamˈɑ̃
violence	vjolˈɑ̃s
violences	vjolˈɑ̃s
violent	vjolˈɑ̃
violente	vjolˈɑ̃t
violenter	vjolɑ̃tˈe
violenterai	vjolɑ̃tʁˈe
violentes	vjolˈɑ̃t
violents	vjolˈɑ̃
violentée	vjolɑ̃tˈe
violentées	vjolɑ̃tˈe
violentés	vjolɑ̃tˈe
violer	vjolˈe
violet	vjolˈɛ
violet-pensée	vjolˈɛpɑ̃sˈe
violets	vjolˈɛ
violette	vjolˈɛt
violettes	vjolˈɛt
violon	vjolˈɔ̃
violoncelle	vjolɔ̃sˈɛl
violons	vjolˈɔ̃
viols	vjˈɔl
viols-le-fort	vjˈɔllə-fˈɔʁ
violâtre	vjolˈaːtʁ
violâtres	vjolˈaːtʁ
violé	vjolˈe
violés	vjolˈe
vion	vjˈɔ̃
vioque	vjˈok
viornes	vjˈɔʁn
vios	vjˈo
vip	vˌi
vipère	vipˈɛʁ
vipères	vipˈɛʁ
vipères-sourdes	vipˈɛʁsˈuʁd
viquelottes	viklˈɔt
vir	vˈiʁ
vira	viʁˈa
virage	viʁˈaʒ
virages	viʁˈaʒ
virait	viʁˈɛ
virant	viʁˈɑ̃
virch	vˈiʁʃ
vire	vˈiʁ
virement	viʁmˈɑ̃
virenque	viʁˈɑ̃k
virent	vˈiʁ
virent-ils	vˈiʁtil
virer	viʁˈe
vires	vˈiʁ
virez	viʁˈe
virgata	viʁgatˈa
virgile	viʁʒˈil
virgin	viʁʒˈin
virginale	viʁʒinˈal
virginie	viʁʒinˈi
virginien	viʁʒinjˈɛ̃
virgulaire	viʁgylˈɛʁ
virgule	viʁgˈyl
virgules	viʁgˈyl
viriat	viʁjˈa
virie	viʁˈi
viril	viʁˈil
virile	viʁˈil
viroflay	viʁɔflˈɛ
virole	viʁˈɔl
virons	viʁˈɔ̃
virtuel	viʁtyˈɛl
virtuelle	viʁtyˈɛl
virtuellement	viʁtyɛlmˈɑ̃
virtuels	viʁtyˈɛl
virtuose	viʁtyˈɔz
virtuté	viʁtytˈe
virulent	viʁylˈɑ̃
virulents	viʁylˈɑ̃
virures	viʁˈyʁ
virus	viʁˈys
virèrent	viʁˈɛʁ
viré	viʁˈe
virée	viʁˈe
vis	vˈi
vis-je	vˈiʒ
vis-tu	vˈity
vis-à-vis	vizavˈi
visa	vizˈa
visage	vizˈaʒ
visage-là	vizˈaʒlˈa
visage-pâle	vizˈaʒpˈaːl
visages	vizˈaʒ
visages-pâles	vizˈaʒpˈaːl
visaient	vizˈɛ
visaige	vizˈɛʒ
visais	vizˈɛ
visait	vizˈɛ
visant	vizˈɑ̃
visapour	vizapˈuʁ
visas	vizˈa
visconti	viskɔ̃tˈi
viscosité	viskozitˈe
viscéralement	viseʁalmˈɑ̃
vise	vˈiz
viseney	viznˈɛ
visent	vˈiz
viser	vizˈe
viserait	vizʁˈɛ
vises	vˈiz
visez	vizˈe
visi	vizˈi
visibilité	vizibilitˈe
visible	vizˈibl
visible-là	vizˈibllˈa
visiblement	vizibləmˈɑ̃
visibles	vizˈibl
visio	vizjˈo
vision	vizjˈɔ̃
vision-là	vizjˈɔ̃lˈa
visionnaire	vizjɔnˈɛʁ
visionnaires	vizjɔnˈɛʁ
visions	vizjˈɔ̃
visit	vizˈi
visita	vizitˈa
visitables	vizitˈabl
visitai	vizitˈe
visitaient	vizitˈɛ
visitais	vizitˈɛ
visitait	vizitˈɛ
visitandines	vizitɑ̃dˈin
visitant	vizitˈɑ̃
visitants	vizitˈɑ̃
visitation	vizitasjˈɔ̃
visite	vizˈit
visitent	vizˈit
visiter	vizitˈe
visiteraient	vizitʁˈɛ
visiterez	vizitʁˈe
visiterons	vizitʁˈɔ̃
visites	vizˈit
visiteur	vizitˈœʁ
visiteurs	vizitˈœʁ
visiteuse	vizitˈøz
visitiez	vizitjˈe
visitions	vizitjˈɔ̃
visitons	vizitˈɔ̃
visitèrent	vizitˈɛʁ
visité	vizitˈe
visitée	vizitˈe
visitées	vizitˈe
visités	vizitˈe
visière	vizjˈɛʁ
vison	vizˈɔ̃
visons	vizˈɔ̃
visqueuse	viskˈøz
visqueuses	viskˈøz
visqueux	viskˈø
vissaient	visˈɛ
vissait	visˈɛ
visse	vˈis
vissent	vˈis
visser	visˈe
visses	vˈis
visseuse	visˈøz
vissé	visˈe
vissés	visˈe
visualise	vizyalˈiz
visuel	vizyˈɛl
visuelle	vizyˈɛl
visuellement	vizyɛlmˈɑ̃
visuelles	vizyˈɛl
visuels	vizyˈɛl
visé	vizˈe
visée	vizˈe
visées	vizˈe
visés	vizˈe
vit	vˈi
vit-elle	vˈitɛl
vit-il	vˈitil
vit-on	vˈitɔ̃
vita	vitˈa
vitaa	vitaˈa
vital	vitˈal
vitale	vitˈal
vitalité	vitalitˈe
vitamine	vitamˈin
vitamines	vitamˈin
vitaï	vitˈaj
vita–	vitˈa
vite	vˈit
vitel	vitˈɛl
vitelline	vitɛlˈin
vitellius	vitɛljˈys
vitelottes	vitlˈɔt
vitement	vitmˈɑ̃
vitesse	vitˈɛs
vitesses	vitˈɛs
viti	vitˈi
viti-levou	vitˈiləvˈu
viticole	vitikˈɔl
viticoles	vitikˈol
viticulture	vitikyltˈyʁ
vitivinicole	vitivinikˈɔl
vitivinicoles	vitivinikˈol
vitrage	vitʁˈaʒ
vitrail	vitʁˈaj
vitrailliste	vitʁajˈist
vitraux	vitʁˈo
vitre	vˈitʁ
vitrerie	vitʁəʁˈi
vitres	vˈitʁ
vitreuse	vitʁˈøz
vitreuses	vitʁˈøz
vitreux	vitʁˈø
vitrie	vitʁˈi
vitrier	vitʁiˈe
vitrifia	vitʁifjˈa
vitrifier	vitʁifjˈe
vitrine	vitʁˈin
vitrines	vitʁˈin
vitriol	vitʁiˈɔl
vitrioliques	vitʁiolˈik
vitruve	vitʁˈyv
vitry	vˈɪtɹi
vitry-le-brûlé	vˈɪtɹilə-bʁylˈe
vitry-le-françois	vˈɪtɹilə-fʁɑ̃swˈa
vitry-sur-seine	vˈɪtɹisyʁsˈɛn
vitré	vitʁˈe
vitrée	vitʁˈe
vittel	vitˈɛl
vittulo	vitylˈo
vitupérations	vitypeʁasjˈɔ̃
viuz-en-sallaz	vjˈyzɑ̃salˈaz
viv	vˈiv
vivable	vivˈabl
vivace	vivˈas
vivaces	vivˈas
vivacité	vivasitˈe
vivaient	vivˈɛ
vivaient-ils	vivˈɛtil
vivais	vivˈɛ
vivait	vivˈɛ
vivait-on	vivˈɛtɔ̃
vivaldi	vivaldˈi
vivant	vivˈɑ̃
vivante	vivˈɑ̃t
vivantes	vivˈɑ̃t
vivants	vivˈɑ̃
vivarais	vivaʁˈɛ
vivaraize	vivaʁˈɛz
vivat	vivˈa
vive	vˈiv
vivement	vivmˈɑ̃
vivendi	vivɑ̃dˈi
vivent	vˈiv
vives	vˈiv
viveur	vivˈœʁ
vivez	vivˈe
viviane	vivjˈan
vivier	vivjˈe
viviers	vivjˈe
viviers-du-lac	vivjˈedy-lˈak
viviers-lès-montagnes	vivjˈelˈɛmɔ̃tˈaɲ
viviez	vivjˈe
vivifiaient	vivifjˈɛ
vivifiant	vivifjˈɑ̃
vivifiante	vivifjˈɑ̃t
vivifiantes	vivifjˈɑ̃t
vivifier	vivifjˈe
vivions	vivjˈɔ̃
vivions-nous	vivjˈɔ̃nu
vivipares	vivipˈaʁ
vivons	vivˈɔ̃
vivont	vivˈɔ̃
vivote	vivˈɔt
vivotent	vivˈot
vivra	vivʁˈa
vivra-t-il	vivʁˈatil
vivrai	vivʁˈe
vivraient	vivʁˈɛ
vivrais	vivʁˈɛ
vivrait	vivʁˈɛ
vivrait-il	vivʁˈɛtil
vivras	vivʁˈa
vivre	vˈivʁ
vivres	vˈivʁ
vivrez	vivʁˈe
vivrons	vivʁˈɔ̃
vivront	vivʁˈɔ̃
vivy	vˈaɪvi
viz	vˈiz
viza	vizˈa
vizir	vizˈiʁ
viéville	vjevˈil
vla	vlˈa
vlad	vlˈad
vlada	vladˈa
vladi-caucase	vladˈikokˈaz
vladimir	vladimˈiʁ
vlan	vlˈɑ̃
vnier	vnjˈe
vo	vˈo
vo-lant	vˈolˈɑ̃
vobis	vobˈi
voca	vokˈa
vocable	vokˈabl
vocabulaire	vokabylˈɛʁ
vocabulaire-là	vokabylˈɛʁlˈa
vocal	vokˈal
vocale	vokˈal
vocalement	vokalmˈɑ̃
vocales	vokˈal
vocalise	vokalˈiz
vocalises	vokalˈiz
vocation	vokasjˈɔ̃
vocations	vokasjˈɔ̃
vocifère	vosifˈɛʁ
vociféraient	vosifeʁˈɛ
vociférait	vosifeʁˈɛ
vociférait-il	vosifeʁˈɛtil
vociférations	vosifeʁasjˈɔ̃
vociférer	vosifeʁˈe
vod	vˈɔd
vodka	vɔdkˈa
voeu	vˈœ
voeux	vˈø
voguaient	vogˈɛ
voguant	vogˈɑ̃
vogue	vˈog
voguer	vogˈe
voguions	vogjˈɔ̃
voi	vwˈa
voi-ture	vwˈatˈyʁ
voici	vjˈɛ̃
voici	vwasˌi
voicy	vˈəʊɪsi
voie	vwˈa
voie-là	vwˈalˈa
voient	vwˈa
voierie	vwaʁˈi
voies	vwˈa
voies-là	vwˈalˈa
voigny	vwaɲˈi
voil	vwˈal
voila	vwalˈa
voilaient	vwalˈɛ
voilait	vwalˈɛ
voilant	vwalˈɑ̃
voile	vwˈal
voilent	vwˈal
voiler	vwalˈe
voilerait	vwalʁˈɛ
voiles	vwˈal
voilette	vwalˈɛt
voili	vwalˈi
voilier	vwaljˈe
voiliers	vwaljˈe
voilou	vwalˈu
voilure	vwalˈyʁ
voilà	vwalˌa
voilàet	vwalaˈɛ
voilèrent	vwalˈɛʁ
voilé	vwalˈe
voilée	vwalˈe
voilées	vwalˈe
voilés	vwalˈe
voir	vwˈaʁ
voire	vwˈaʁ
voirie	vwaʁˈi
voiron	vwaʁˈɔ̃
voirons	vwaʁˈɔ̃
voirvroum	vwaʁvʁˈum
voirà	vwaʁˈa
vois	vwˈa
vois-ce	vwˈas
vois-je	vwˈaʒ
vois-tu	vwˈaty
voiselle	vwazˈɛl
voisin	vwazˈɛ̃
voisinage	vwazinˈaʒ
voisine	vwazˈin
voisine-là	vwazˈinlˈa
voisines	vwazˈin
voisinner	vwazinˈe
voisins	vwazˈɛ̃
voisins-le-bretonneux	vwazˈɛ̃lə-bʁətɔnˈø
voit	vwˈa
voit-il	vwˈatil
voit-on	vwˈatɔ̃
voitu	vwatˈy
voiture	vwatˈyʁ
voiturent	vwatˈyʁ
voitures	vwatˈyʁ
voix	vwˈa
voix-là	vwˈalˈa
voixattends	vwaksatˈɑ̃
vol	vˈɔl
vol-au-vent	vˈɔlovˈɑ̃
vol-terre	vˈɔltˈɛʁ
vola	volˈa
volaient	volˈɛ
volaille	volˈaj
volaillers	volajˈe
volailles	volˈaj
volais	volˈɛ
volait	volˈɛ
volant	volˈɑ̃
volante	volˈɑ̃t
volantes	volˈɑ̃t
volants	volˈɑ̃
volateurs	volatˈœʁ
volatile	volatˈil
volatiles	volatˈil
volatilisait	volatilizˈɛ
volatilisant	volatilizˈɑ̃
volcan	vɔlkˈɑ̃
volcanique	vɔlkanˈik
volcaniques	vɔlkanˈik
volcans	vɔlkˈɑ̃
volcker	vɔlkˈe
vole	vˈɔl
vole-la	vˈɔlla-
volent	vˈol
voler	volˈe
volera	volʁˈa
volerait	volʁˈɛ
voleras	volʁˈa
voles	vˈol
volet	volˈɛ
voleta	voltˈa
voletaient	voltˈɛ
voletait	voltˈɛ
volets	volˈɛ
voleur	volˈœʁ
voleurs	volˈœʁ
voleuse	volˈøz
voleuses	volˈøz
volez	volˈe
volga	vɔlgˈa
volga-plage	vɔlgˈaplˈaʒ
volière	voljˈɛʁ
volières	voljˈɛʁ
volkswagen	vɔlksvaʒˈɛn
volley	vɔlˈɛ
volley-ball	vɔlˈɛbˈɔːl
volney	vɔlnˈɛ
volon	volˈɔ̃
volontaire	volɔ̃tˈɛʁ
volontairement	volɔ̃tɛʁmˈɑ̃
volontaires	volɔ̃tˈɛʁ
volontariat	volɔ̃taʁjˈa
volontariste	volɔ̃taʁˈist
volontiers	volɔ̃tjˈe
volonté	volɔ̃tˈe
volontés	volɔ̃tˈe
vols	vˈɔl
volt	vˈɔlt
voltaire	vɔltˈɛʁ
voltaire-sellières	vɔltˈɛʁsɛljˈɛʁ
voltairien	vɔltɛʁjˈɛ̃
voltarène	vɔltaʁˈɛn
voltaïques	vɔltaˈik
volte-face	vˈɔltfˈas
voltige	vɔltˈiʒ
voltigeaient	vɔltiʒˈɛ
voltigeait	vɔltiʒˈɛ
voltigeant	vɔltiʒˈɑ̃
voltigent	vɔltˈiʒ
voltigeur	vɔltiʒˈœʁ
voltigeurs	vɔltiʒˈœʁ
voltigé	vɔltiʒˈe
volts	vˈɔlt
volubilis	volybilˈi
volubilité	volybilitˈe
volum	volˈɔm
volume	volˈym
volumes	volˈym
volumineuse	volyminˈøz
volumineux	volyminˈø
volumique	volymˈik
volumétrique	volymetʁˈik
voluptueuse	volyptyˈøz
voluptueusement	volyptyøzmˈɑ̃
voluptueux	volyptyˈø
volupté	volyptˈe
voluptés	volyptˈe
volute	volˈyt
volutes	volˈyt
volvet	vɔlvˈɛ
volvic	vɔlvˈik
volvo	vɔlvˈo
volx	vˈɔlks
volèrent	volˈɛʁ
volé	volˈe
volée	volˈe
volées	volˈe
volés	volˈe
vomi	vomˈi
vomie	vomˈi
vomies	vomˈi
vomir	vomˈiʁ
vomira	vomiʁˈa
vomirais	vomiʁˈɛ
vomis	vomˈi
vomissaient	vomisˈɛ
vomissait	vomisˈɛ
vomisse	vomˈis
vomissement	vomismˈɑ̃
vomissements	vomismˈɑ̃
vomissoirs	vomiswˈaʁ
vomit	vomˈi
vomitoire	vomitwˈaʁ
von	vˈɔ̃
vont	vˈɔ̃
vont-elles	vˈɔ̃tɛl
vont-ils	vˈɔ̃til
vontay	vɔ̃tˈɛ
vor	vˈɔʁ
vorace	voʁˈas
voraces	voʁˈas
voracité	voʁasitˈe
voray-sur-l'ognon	voʁˈɛsyʁloɲˈɔ̃
voreppe	voʁˈɛp
voreux	voʁˈø
vorges	vˈɔʁʒ
vos	vˈo
vos	vˈɛʁ
vosbles	vˈɔzbl
vosges	vˈoʒ
vosgien	voʒjˈɛ̃
vosne-romanée	vˈɔsnʁomanˈe
vossière	vɔsjˈɛʁ
vosu	vozˈy
vot	vˈɔt
vota	votˈa
votait	votˈɛ
votant	votˈɑ̃
votants	votˈɑ̃
vote	vˈɔt
votent	vˈot
voter	votˈe
votera	votʁˈa
voterai	votʁˈe
voterais	votʁˈɛ
voterait	votʁˈɛ
voterez-vous	votʁˈevu
voteriez	votəʁjˈe
voterons	votʁˈɔ̃
voteront	votʁˈɔ̃
votes	vˈot
votez	votˈe
votez-le	votˈelə-
votiez	votjˈe
votons	votˈɔ̃
votre	vˈotʁ
voté	votˈe
votée	votˈe
votés	votˈe
vou	vˈu
vou-igne-tiène	vˈuˈiɲtjˈɛn
voua	vwˈa
vouait	vwˈɛ
vouant	vwˈɑ̃
voudais	vudˈɛ
voudenay	vudnˈɛ
voudr	vˈaʊdə
voudra	vudʁˈa
voudra-t-il	vudʁˈatil
voudrai	vudʁˈe
voudraient	vudʁˈɛ
voudrais	vudʁˈɛ
voudrais-tu	vudʁˈɛty
voudrait	vudʁˈɛ
voudrait-elle	vudʁˈɛtɛl
voudrait-il	vudʁˈɛtil
voudrait-on	vudʁˈɛtɔ̃
voudras	vudʁˈa
voudrez	vudʁˈe
voudrez-vous	vudʁˈevu
voudriez	vudʁiˈe
voudriez-vous	vudʁiˈevu
voudrions	vudʁiˈɔ̃
voudrons	vudʁˈɔ̃
voudront	vudʁˈɔ̃
voue	vˈu
vouer	vwˈe
vouh	vˈu
vouhenans	vunˈɑ̃
voui	vwˈi
vouillaume	vujˈom
vouillé	vujˈe
voul	vˈul
voulaient	vulˈɛ
voulaient-ils	vulˈɛtil
voulais	vulˈɛ
voulais-je	vulˈɛʒ
voulais-tu	vulˈɛty
voulait	vulˈɛ
voulait-il	vulˈɛtil
voulait-on	vulˈɛtɔ̃
voulant	vulˈɑ̃
voulez	vulˈe
voulez-vous	vulˈevu
vouliez	vuljˈe
vouliez-vous	vuljˈevu
voulions	vuljˈɔ̃
vouloir	vulwˈaʁ
voulons	vulˈɔ̃
voulte-sur-rhône	vˈultsyʁʁˈɔ̃n
voulu	vulˈy
voulue	vulˈy
voulues	vulˈy
voulurent	vulˈyʁ
voulus	vulˈy
voulusse	vulˈys
voulussent	vulˈys
voulussiez	vulysjˈe
voulut	vulˈy
voulut-elle	vulˈytɛl
voulut-il	vulˈytil
voulût	vulˈyː
voulût-il	vulˈyːtil
vouneuil-sous-biard	vunˈœjsubjˈaʁ
vour	vˈuʁ
vous	vu
vous	vˈy
vous-même	vumˈɛm
vous-mêmes	vumˈɛm
vousaille	vuzˈaj
voussac	vusˈak
voussure	vusˈyʁ
voutezac	vutzˈak
vouvoie	vuvwˈa
vouvoiement	vuvwamˈɑ̃
vouvoient	vuvwˈa
vouvoies	vuvwˈa
vouvoyait	vuvwajˈɛ
vouvoyer	vuvwajˈe
vouvoyez	vuvwajˈe
vouz	vˈuz
vouziers	vuzjˈe
voué	vwˈe
vouée	vwˈe
vouées	vwˈe
voués	vwˈe
voves	vˈov
voy	vˈɔɪ
voya	vwajˈa
voyage	vwajˈaʒ
voyage-là	vwajˈaʒlˈa
voyagea	vwajaʒˈa
voyageaient	vwajaʒˈɛ
voyageait	vwajaʒˈɛ
voyageant	vwajaʒˈɑ̃
voyagent	vwajˈaʒ
voyageons	vwajaʒˈɔ̃
voyager	vwajaʒˈe
voyagerai	vwajaʒʁˈe
voyagerais	vwajaʒʁˈɛ
voyagerait	vwajaʒʁˈɛ
voyagerait-on	vwajaʒʁˈɛtɔ̃
voyagerons	vwajaʒʁˈɔ̃
voyagerons-nous	vwajaʒʁˈɔ̃nu
voyages	vwajˈaʒ
voyageur	vwajaʒˈœʁ
voyageurs	vwajaʒˈœʁ
voyageuse	vwajaʒˈøz
voyagez	vwajaʒˈe
voyagions	vwajaʒjˈɔ̃
voyagé	vwajaʒˈe
voyaient	vwajˈɛ
voyaient-ils	vwajˈɛtil
voyais	vwajˈɛ
voyait	vwajˈɛ
voyait-il	vwajˈɛtil
voyant	vwajˈɑ̃
voyante	vwajˈɑ̃t
voyantes	vwajˈɑ̃t
voyants	vwajˈɑ̃
voyelle	vwajˈɛl
voyelles	vwajˈɛl
voyent	vwˈaj
voyeurisme	vwajøʁˈism
voyeuriste	vwajøʁˈist
voyeuse	vwajˈøz
voyez	vwajˈe
voyez-moi	vwajˈemwˌa
voyez-vous	vwajˈevu
voyiez	vwajjˈe
voyions	vwajjˈɔ̃
voynet	vwanˈɛ
voyons	vwajˈɔ̃
voyons-en	vwajˈɔ̃zɑ̃
voyou	vwajˈu
voyous	vwajˈu
voyvode	vwavˈɔd
vozelle	vozˈɛl
voûte	vˈut
voûtes	vˈut
voûté	vutˈe
voûtée	vutˈe
voûtés	vutˈe
vr	vˌeˈɛʁ
vrai	vʁˈɛ
vraie	vʁˈɛ
vraiement	vʁɛmˈɑ̃
vraies	vʁˈɛ
vraim	vʁˈɛ̃
vraiment	vʁɛmˈɑ̃
vraiments	vʁɛmˈɑ̃
vrais	vʁˈɛ
vraisemblable	vʁɛsɑ̃blˈabl
vraisemblablement	vʁɛsɑ̃blabləmˈɑ̃
vraisemblables	vʁɛsɑ̃blˈabl
vraisemblance	vʁɛsɑ̃blˈɑ̃s
vraiville	vʁɛvˈil
vre	vʁ
vreloppe	vʁəlˈɔp
vrigne-meuse	vʁˈiɲmˈøz
vrille	vʁˈij
vrilles	vʁˈij
vroum	vʁˈum
vrrr	vˌeˌɛʁˌɛʁˈɛʁ
vs	vˌeˈɛs
vsd	vˌeˌɛsdˈe
vsoe	vsˈɔ
vt	vˌetˈe
vtt	vˌetˌetˈe
vu	vˈy
vue	vˈy
vue-là	vˈylˈa
vues	vˈy
vuillafans	vyijafˈɑ̃
vuillecin	vyijsˈɛ̃
vuit	vˈit
vulcain	vylkˈɛ̃
vulgaire	vylgˈɛʁ
vulgairement	vylgɛʁmˈɑ̃
vulgaires	vylgˈɛʁ
vulgarisation	vylgaʁizasjˈɔ̃
vulgariser	vylgaʁizˈe
vulgarité	vylgaʁitˈe
vulnérable	vylneʁˈabl
vulnéraire	vylneʁˈɛʁ
vus	vˈy
vv	vˌevˈe
vvvvvv	vˌevˌevˈevˌevˌevˈe
vy-lès-rupt	vˈaɪlˈɛʁˈypt
vè	vˈɛ
vé	vˈe
véc	vˈek
vécchio	vekjˈo
vécu	vekˈy
vécue	vekˈy
vécues	vekˈy
vécurent	vekˈyʁ
vécus	vekˈys
vécusse	vekˈys
vécut	vˈeɪkʌt
vécûmes	vekˈyːm
véda	vedˈa
véga	vegˈa
végète	veʒˈɛt
végétaient	veʒetˈɛ
végétal	veʒetˈal
végétale	veʒetˈal
végétales	veʒetˈal
végétarien	veʒetaʁjˈɛ̃
végétarienne	veʒetaʁjˈɛn
végétariens	veʒetaʁjˈɛ̃
végétatif	veʒetatˈif
végétation	veʒetasjˈɔ̃
végétations	veʒetasjˈɔ̃
végétative	veʒetatˈiv
végétaux	veʒetˈo
végéter	veʒetˈe
végéteraient	veʒetʁˈɛ
végété	veʒetˈe
véhicula	veikylˈa
véhiculaire	veikylˈɛʁ
véhicule	veikˈyl
véhiculer	veikylˈe
véhicules	veikˈyl
véhicules-là	veikˈyllˈa
véhémence	veemˈɑ̃s
véhément	veemˈɑ̃
véhémente	veemˈɑ̃t
vélasquez	velaskˈe
vélib	velˈib
vélibe	velˈib
vélibs	velˈib
vélifères	velifˈɛʁ
vélizy	vˈeɪlɪzi
vélo	velˈo
vélociraptor	velosiʁaptˈɔʁ
vélociraptors	velosiʁaptˈɔʁ
vélocité	velositˈe
vélomoteur	velomotˈœʁ
vélomoteurs	velomotˈœʁ
vélos	velˈo
vélu	velˈy
vénielle	venjˈɛl
vénitien	venisjˈɛ̃
vénitienne	venisjˈɛn
vénitiennes	venisjˈɛn
vénitiens	venisjˈɛ̃
vénus	venˈys
vénère	venˈɛʁ
vénèrent	venˈɛʁ
vénères	venˈɛʁ
vénéneuse	venenˈøz
vénéneuses	venenˈøz
vénérable	veneʁˈabl
vénérables	veneʁˈabl
vénéraient	veneʁˈɛ
vénérais	veneʁˈɛ
vénérait	veneʁˈɛ
vénération	veneʁasjˈɔ̃
vénérations	veneʁasjˈɔ̃
vénérer	veneʁˈe
vénéricardes	veneʁikˈaʁd
vénéré	veneʁˈe
vénérés	veneʁˈe
véon	veˈɔ̃
vér	vˈeʁ
véracité	veʁasitˈe
véran	veʁˈɑ̃
véranda	veʁɑ̃dˈa
vérandas	veʁɑ̃dˈa
véretz	veʁˈɛts
véreux	veʁˈø
véridique	veʁidˈik
vérif	veʁˈif
vérifia	veʁifjˈa
vérifiait	veʁifjˈɛ
vérification	veʁifikasjˈɔ̃
vérifications	veʁifikasjˈɔ̃
vérifie	veʁifˈi
vérifient	veʁifˈi
vérifier	veʁifjˈe
vérifiera	veʁifiʁˈa
vérifierez	veʁifiʁˈe
vérifiez	veʁifjˈe
vérifié	veʁifjˈe
vérifiée	veʁifjˈe
vérifiées	veʁifjˈe
vérifiés	veʁifjˈe
vérin	veʁˈɛ̃
vérines	veʁˈin
véritable	veʁitˈabl
véritablement	veʁitabləmˈɑ̃
véritables	veʁitˈabl
vérité	veʁitˈe
vérités	veʁitˈe
vérole	veʁˈɔl
vérolée	veʁolˈe
véron	veʁˈɔ̃
véronique	veʁonˈik
véronèse	veʁonˈɛz
vértébrale	veʁtebʁˈal
