10منٹ	ɒnməɳʈ
کوشاں	koːʃɑ̃
کوشش	koːʃʃ
کوششوں	koːʃʃoː
کوششیں	koːʃʃeːn
کوشکان	koːʃkɑːn
کوک	koːk
کولڈ	koːld
کولمبیا	koːlʌmbiːjə
کولمبیائی	koːlmbɪbɑːiː
کولہوں	koːlə̃
کولوراڈو	koːloːɾɑːɽoː
کوم	koːm
کومل	koːməl
کون	koːn
کونر	koːnəɾ
کونسا	koːnsə
کونسل	koːnsəl
کونسلر	koːnsəlɾə
کونسی	koːnsiː
کونسے	koːnse
کونکانٹراک	koːŋkɑːnʈɑːrɑːk
کونہ	koːnə
کونوائے	koːnuːeː
کونور	koːnʊr
کونوں	koːnõː
کونے	koːneː
کووئی	koːʋiː
کووں	koː̃
کویت	kujɪt
کویتی	koːʏtiː
کویقینی	koːiqiːni
کوینسبارو	koːɪ̃sˈbɑːro
کوےک	kojek
کيے	kiː
کی	kiː
کیا	kijɑ
کیاکریں	kiːɑːkrɪ̃
کیامت	kiːəmt
کیاہے	kijɑː
کیبل	keːbəl
کیبلز	kiːbəlz
کیبنٹ	kiːbɛːnt
کیبن-گینگوی	kiːbəngeːŋgoi
کیپ	kiːp
کیپٹل	keːpʈəl
کیپٹن	kiːpʈən
کیپلر	keːplɛr
کیتھ	keːt̪ʰ
کیٹ	kiːʈ
کیٹا	kiːt̪ə
کیٹس	kiːts
کیٹلوگ	kiːʈloːg
کیٹیا	kiːʈiːə
کیجئے	kiːdʒeː
کیجیے	kiːdʒeː
کیرولینا	kiːroːlɪnə
کیری	kiːri
کیریئر	kiːriːr
کیڑا	kiːɽɑː
کیڑے	kiːɽeː
کیس	kiːs
کیسا	kiːsə
کیسل	kiːsəl
کیسی	kiːsiː
کیسے	kiːse
کیش	kiːʃ
کیطرف	kiːraːfɪ
کیفیت	kiːfiːt
کیک	kiːk
کیل	keːl
کیلئے	kilje
کیلبر	kilbər
کیلون	kiːlɔːn
کیلی	kiːliː
کیلیفورنیا	kiːlifɔːrniːə
کیم	kim
کیمبل	kimˈbəl
کیمپ	kimpʰ
کیمپس	kimps
کیمپوں	kimpoːn
کیمڈن	kimd̪ən
کیمرا	kimɾɑ
کیمرہ	kiməra
کیمروں	kimroːn
کیمرے	kiːməɾeː
کیمز	kimz
کیمورا	kimuːrɑ
کیمیکل	kimikəl
کیمیکلز	kimikəls
کین	kin
کینالونی	kinɑlʊniː
کینٹ	kin̪t̪
کینٹالونی	kiːn̪t̪ɑːlʊniː
کینٹکی	kiːnʈkiː
کینٹین	kɪn̪t̪eːn
کینچی	kintʃi
کینڈی	kəːndiː
کینریز	kinɾiz
کینساس	kinsɑs
کینن	kinːn
کینیڈا	kiːnɪdɑː
کینیلونی	kiːnɪloːniː
کیں	kɪ̃ː
کیو	kiːo
کیوبا	kiːʊbɑː
کیولری	kiːuːlriː
کیون	kijon
کیونکر	kijʊnkəɾ
کیونکہ	kiːŋkə
کیوں	kijõː
کیوںکہ	kiːŋkə
کیویار	kiːvaɪər
کیے	kiːe
کے	keː
کےلئے	keːliːe
گ	g
گئر	gɛːr
گئی	geː
گئیں	geː
گئے	geː
گا	gɑ
گاؤن	gɔ̃ːuːn
گاؤں	gɑ̃ːo̯
گائیڈ	gɑːiːɖ
گائے	gɑːe
گابھا	gɑːbʱə
گاتے	gɑːteː
گار	gɑːr
گارڈ	gɑːɾɖ
گارڈز	gɑːɾɖz
گارڈین	gɑːɾd̪ɪn
گارسیو	gɑːɾsiːu
گارسِیو	gəɾsɪjoː
گاڑی	gɑːɽi
گاڑیاں	gɑɽjɑ̃
گاڑیوں	gɑːɽiːõː
گاکمینو	gɑkmiːnoː
گاکہ	gɑkə
گال	gɑl
گالیاں	gɑlɪɑ̃
گانا	gɑːnɑː
گانٹھ	gɑːnʈʰ
گانڈ	gä̃ːɳɖ
گانڈ	gãːɳɖ
گاہ	gɑː
گاہکوں	gɑːɦkõː
گاہوں	gɑːɦõː
گپتا	gʌpt̪ə
گپیں	gʊpẽː
گٹر	gʊt̪ːər
گچھ	gɪtʃ
گدا	gəd̪ə
گدھا	gʌd̪ʰɑ
گدھے	gəɖʱe
گدی	gʌd̪iː
گذارشات	gəɖɑːrʃɑːt
گذشتہ	gʊlɑs
گڈ	gəɖ
گڈانسک	gəɳɖə̃s
گر	gəɾ
گرا	gəɾɑ
گراؤنڈ	gəˈɾau̯nd̪
گرائیں	gɑɾɑʔẽ
گراتے	gɾɑːte
گرادیں	gɾɑːd̪eːn
گرافر	gʌrɑːfɪr
گرافی	gʌrɑːfi
گرام	gɾɑːm
گرانے	gɾɑːnɛ
گراں	gəɾɑ̃ː
گراو	gəɾɑu
گرایا	gɪɾɑːjɑː
گرجہ	gəɾdʒə
گرد	gʊɾd
گردانہ	gʊɾd̪ɑːnə
گردش	gʊɾd̪ʃ
گردن	gʌɾd̪n
گردنوں	gʊɾd̪oːn
گردوں	gʊɾd̪oːn
گردی	gʊɾdi
گردے	gʊɾde
گرڈ	gəɾɖ
گرفت	gʌrəf
گرفتار	gʌrəfˈt̪ɑːr
گرفتارکرتے	gʁəpʰt̪əɾkəɾt̪eː
گرفتاری	gʌrəft̪ɑːriː
گرل	gəɾəl
گرم	gəɾm
گرما	gəɾmɑ
گرمی	gɐɾmiː
گرمی	gəɾmiː
گرمی	gʌɾmi
گِرنا	gɪrnə
گرنٹس	gəɾn̪t̪s
گرنے	gəɾne
گرہ	gəɾə
گرہوں	gəɾɑ̃
گرہیں	gəɾhɛ̃
گروپ	gɾoːp
گروپوں	gɾoːpõː
گروہ	groː
گروہی	gəroːɪ
گروی	gʁoi
گری	gɾiː
گریجویشن	gɾeːdʒoːɪʃn
گریڈ	gɾiːɖ
گریز	gɾiːz
گریس	gɾeːs
گریگ	gɾiːg
گرین	gɾiːn
گرینڈ	gɾæːnd̪
گرینس	gɪɾeːns
گرینگے	gɪɾeːŋeː
گرینیڈ	gɪɾiːnɪd
گریں	gɾeɪ̃
گرے	gɾeː
گز	geːz
گزار	gəzaːr
گزارا	gəzaːrɑː
گزارتے	gəzɑːɾte
گزارنے	gəzaːrne
گزارو	gəzaːroː
گزاریں	geːzɑːrẽ
گزارے	gʌzɑːreː
گزر	gʊzər
گزرا	gʊzəɾɑ
گزرتا	gezretɑ
گزرتے	gezɾte
گزرگاہ	gʊzəɾgɑː
گزرنا	gʌzəɾnə
گزریں	gəˈzəɾeːn
گزشتہ	gezʃt̪ə
گزین	geːzɪn
گزینوں	gəˈzɪnʊ̃
گڑ	gəɽ
گڑبڑ	gəɽbəɽ
گڑھ	gəɽʱ
گڑھا	gəɽʰɑ
گڑھوالی	gəɽʱʋɑːli
گڑیا	gəɽiə
گشت	gəʃt
گفت	gʊft
گفتگو	gʊftgʊ
گلا	gəlɑ
گلاب	glɑːb
گلاب	gʊlɑːb
گلابی	gʊlɑːbiː
گلاس	gʊlɑs
گلبرٹ	gʊlbəɾt
گلدستے	gʊld̪əsteː
گلرمو	gʊlɾəmo
گلمور	gəlmoːr
گلہ	gələ
گلو	gloː
گلی	gəliː
گلین	gʊliːn
گلیوں	gəliːõ
گلے	glə
گم	gʊm
گمبھیر	gəmbʱiːr
گمراہ	gʊməɾɑːh
گمشدگی	gʊmʃɪdgi
گمشدہ	gʊmʃɪd̪ʰə
گمنام	gʊmnaːm
گن	gʊn
گنا	gənɑ
گناہ	gənaː
گناہ	gʊnɑː
گناہ	gʊnɑːh
گناہگار	gənɑːɦgɑːr
گناہوں	gənɑːhõː
گناہی	gənɑːhiː
گنبد	gʌnbɛd
گنتی	gəntiː
گنجائش	gəndʒɑːʃeː
گنجایش	gəndʒɑːʃɪ
گندا	gʌnd̪ə
گندگی	gʊŋd̪i
گندی	gʌnd̪iː
گندے	gənde
گنڈا	gʊnd̪ɑ
گنڈالف	gʊnɖəlf
گنڈوں	gʊnɖõ
گنگنا	gəŋgənə
گنوانی	gʊnʋɑːni
گنیز	gəniːz
گھائل	gʱɛɪl
گھات	gʱɑːt̪
گھاٹ	gʱɑːʈ
گھاس	gʱɑs
گھبرا	gʱʊrbɑː
گھبراؤ	gʱəbɾɑːo
گھبراتے	gʱəbɾɑːte
گھبرانے	gʱʊɾbɑːne
گھبراہٹ	gʱʊbɾɑːɦət
گھٹ	gʌʈ
گھٹتی	gʱʈʈiː
گھٹنوں	gʌʈnõː
گْھٹنے	gʱəʈne
گھٹنے	gʱʈəne
گھٹیا	gʌʈʲɑ
گھر	gʱəɾ
گھر	gʌɾ
گھرا	gʁə
گھرگرادیتے	gʜəɾgəɾɑːdɪt̪e
گھرگھرانا	gʰəɾgʰəɾɑːnɑ
گھروالوں	gʁoːlõː
گھروں	gʱəroː
گھریلو	gʱəɾɪloː
گھڑ	gʌɽ
گھڑسوار	gʌɽs̪ʋaːɾ
گھڑی	gʱɽiː
گھس	gʱəs
گْھس	gʱəs
گھسپیٹھیوں	gʱəspiːt̪ʰeːõ
گھسپیٹھیی	gʱʌspiːtiː
گھسنا	gʱəsnə
گْھسنے	gʱəsne
گھسنے	gʱəsnɛ
گھسیٹ	gʱəsiːt
گھسیٹا	gʱəsiːt̪a
گھل	gʱəl
گھلنے	gʱəlne
گْھما	gʱəmə
گھمائیں	gʌmɑ̃eː
گھماتا	gʱʊmɑːt̪ə
گھمایا	gʱəmɑːjɑː
گھمنڈی	gʱʊmnd̪iː
گھنٹہ	gʱəɳʈʰə
گھنٹہ	g⁽ʱ⁾ɜːnʈɑː
گھنٹوں	gʱəɳʈoːn
گھنٹی	gʱənt̪i
گھنٹی	gʱəɳʈiː
گھنٹیاں	gʱəɳʈiɑ̃
گھنٹے	gʱəɳʈe
گھنونا	gʱənʊnə
گھوٹنوں	gʊʈʈoːn
گھور	gʊɾ
گھورتے	gʊɾt̪e
گھوڑا	gʊɽɑ
گھوڑوں	gʊɽoːɳ
گھوڑی	gʊɽi
گھوڑے	gʊɽe
گھوسٹ	gʊsʈ
گھوم	gʊm
گھومتا	gʊmˈt̪a
گھومتی	gʊmti
گھومتے	gʊmeːte
گھومنا	gʊmnə
گھومنے	gʊmne
گھومے	gʊmeː
گھونپ	gʊnpʰ
گھونپنے	gʊn̪pne
گھونٹ	gʊ̃ːɳʈ
گھونٹنا	gʊnʈnə
گھیر	gʱiːr
گہرا	gəɦɾə
گہرائی	gʌɦɑːɾɑːi
گہرائیوں	gəɦɑɾɑːjoː
گہری	gəhriː
گہرے	gəɽe
گہما	gəhmɑ
گوئی	goːi
گواہ	gʋɑːh
گواہوں	gʋɑːɦõː
گواہی	gʋɑːhiː
گودا	goːd̪ə
گودام	goːd̪əm
گورچیٹسا	goːɾtʃeːtsɑː
گورداسپور	gʊɾd̪ɑːspuːɾ
گورڈن	goːɾd̪ən
گورن	goːrən
گورنر	goːrner
گوروں	goːroːŋ
گورییا	goːɾijɑː
گورے	goːre
گوشت	goːʃ
گوشت	goʃt
گوفن	goːfən
گوگل	goːgəl
گول	goːl
گولاردق	goːlɑːɾd̪əq
گولڈ	goːld
گولڈن	goːld̪n
گولسن	goːlsən
گولہ	goːlə
گولی	goːli
گولیاں	goːlijɑ̃
گولیوں	goːlijõ
گومڑ	goːmɽ
گونگے	goːŋeː
گيا	gɪjɑ
گی	gi
گیئر	gɪːɾ
گیا	gɪjɑ
گیارہ	gɪɑːɾɑː
گیت	giːt̪
گیٹ	gɪt̪
گیٹس	gɪt̪s
گیر	giːr
گیراج	giːrɑːdʒ
گیس	gɪs
گیکس	gɪkʰs
گیلا	gɪlɑ
گیلے	gɪle
گیم	geːm
گیمز	giːmz
گیند	gɪnd
گیندوں	gɪnd̪oːn
گے	geː
ل	l
لµة	ləmə
لء	lə
لإُ	ləu
لئے	liː
لا	lə
لاء	lə
لاؤ	ləu
لاؤڈ	ɭɑʊɖ
لاؤنج	ɭɑuːɲdʒ
لائبریری	ləɪbɾiːriː
لائٹ	lɑɪt
لائٹر	ɭɑɪt̪əɾ
لائٹس	ɭɑɪts
لائسنس	lɑːɪsəns
لائق	ləi̯q
لائن	lɑːɪn
لائنز	lɑːɪ̃ːz
لائنوں	lɑːɪnõː
لائنیں	ɭɑːĩẽ
لائیسنس	lɑɪsɪns
لائیں	ləɛ̃ː
لائیو	ləiwo
لائیوسٹاک	ɭɑjʊsˈtɑk
لائیے	ləiːe
لائے	ləjɛ
لابسٹر	ləbɑst̪ər
لابی	ləbi
لاپتہ	ləpʈə
لاپرواہ	ləproːəh
لات	lɑːt
لاتا	ləˈt̪aː
لاتوں	ləːtõː
لاتے	ləːt̪eː
لاٹ	ləʈ
لاٹھی	ləʈʰiː
لاٹوں	ləːʈoːn
لاجواب	ləʒʋɑb
لاد	ləd
لادن	ləd̪ən
لادینیت	lədiːnɪt
لار	ləɾ
لارڈ	ləɾɖ
لارنس	ləɾəns
لاری	ləɾi
لاریڈو	ləɾɪɖo
لاریسا	ləɾiːsə
لازم	ləzm
لازما	lɑːzmɑː
لازمی	ləzmɪ
لازوال	ləzoːʋəl
لاس	lɑs
لاسن	lɑːsən
لاش	ləʃ
لاشیں	ləʃeːn
لاطینی	ləɪt̪iːniː
لافلن	ləfələn
لاکٹ	ləkt
لاکھ	ləkʰ
لاکھوں	ləkʰoːn
لاگ	ləg
لاگت	ləgʌt
لاگڈ	ləgːɪd
لاگز	ləgz
لاگو	ləˈgoː
لال	lɑl
لالچ	ləːtʃ
لالچی	ləːtʃiː
لامتناہی	ləmt̪əneːhiː
لامحالہ	ləːməhɑːlə
لانا	ləˈnɑ
لانت	lɑːnt
لانس	ləns
لانگ	lɑːŋ
لانے	lənaː
لاہور	ləɣoːr
لاو	ləʊ
لاوں	lɑ̃ː
لایا	ləjɑ
لب	ləp
لباس	ləˈbɑs
لباسِ	ləbɑsɪ
لباس	lɪbɑːs
لبرٹی	ləbɾətiː
لبرل	ɪbɾəl
لبنان	ləbˈnɑːn
لپ	ləp
لپیٹ	ləpiːt
لپیٹا	ləpiːt̪ə
لُٹ	ɭʊʈ
لٹکا	ləɭt̪kə
لٹکانے	ləʈkɑːnɛ
لٹکتی	ləʈkʈi
لٹکی	ɭʈkɪ
لٹل	ɭʌt̪ːəl
لججاجنک	ləgʒəgənek
لچک	lətʃk
لحاظ	ləxɑːz
لرز	ɾeɾz
لرزاں	ɭəɾzɑ̃
لرس	ɾəs
لڑ	ləɽ
لڑا	ləɽɑ
لڑائی	ləɽɑːi
لڑاکا	ləɽɑkɑ
لڑتا	ləɽt̪ə
لڑتے	ləɽte
لڑرہے	ləɽəɽʰe
لڑکا	ləɽkə
لڑکھڑاتے	ləɽkʰəɽɑːte
لڑکوں	ləɽkõː
لڑکی	ləɽki
لڑکیاں	ləɽkiˑæ̃
لڑکیوں	ləɽkɪ̃oː
لڑکے	ɭəɽkʰeː
لڑنا	ɭəɽnə
لڑنی	ləɽni
لڑنے	ləɽne
لڑھک	ləɽʈk
لڑو	ɭəɽo
لڑونگا	ləɽoŋgə
لڑی	ləɽiː
لڑیں	ləɽeːn
لڑے	ləɽe
لسٹ	lɪsʈ
لشکر	ləʃkər
لطف	ləf
لطیفے	ləˈt̪iːfe
لعنت	ləˈnːt
لعنتی	ləˈnːti
لغوی	ləɣoi
لفٹ	lɪft
لفٹیں	ləft̪eːn
لفظ	ləfˈʒ
لفظوں	ləfɣoːn
لفظی	ləfʐiː
لک	lək
لکڑی	ləkrɪː
لکڑیوں	ləkɽijõː
لکھ	ləkʰ
لکھا	ləkʰə
لکھتے	ləkʰte
لکھنا	ləkʰnə
لکھنے	ləkʰne
لکھواتے	ləkʰʋɑːt̪eː
لکھی	ləkiː
لکھیں	ləkʰeːn
لکھے	ləkʰe
لکی	l̪eːki
لکیر	ləkiːr
لگ	ləg
لگا	ləgɑ
لگاؤ	ləgɑːo
لگائی	ləˈgɑːi
لگائیں	ləgɑ̃eː
لگائے	ləgɑːe
لگاتا	ləgətɑ
لگاتار	ləgətɑr
لگاتی	ləgəti
لگاتے	ləgɑːte
لگالیں	ləgɑːlẽː
لگام	ləgəm
لگانا	ləgɑːnɑː
لگانی	ləˈgɑːni
لگانے	ləgɑːne
لگایا	ləgɑjɑ
لگتا	ləgtə
لگتی	ləgti
لگتے	ləgte
لگرہا	ləgəɾhɑ
لگنے	ləgne
لگو	loːgoː
لگوا	ləgʋɑː
لگوں	ləgoːŋ
لگی	ləgi
لگیں	ləgeː
لگے	ləge
للہ	ɑllə
لمبا	ləmbɑ
لمبورگینی	ləmpuːrgiːniː
لمبی	lʌmbiː
لمبے	ləmbɛː
لمٹس	ləmt̪s
لمحات	ləmˈhɑːt̪ʰ
لمحہ	ləməh
لمحوں	ləmhoːn
لمحے	ləmaːhɛ
لمو	ləmo
لن	lən
لندن	lənd̪ən
لنڈ	lə̃ɳɖ
لنڈا	lənd̪ə
لنڈبرگ	lənd̪bɛɾg
لنڈسے	lənd̪se
لنک	lənk
لنکاسٹر	ləŋkɑːst̪ər
لنگر	ləŋgər
لنگڑے	ləŋgəɽe
لنگوٹ	ləŋgoːt
لہجہ	ləhˈdʒə
لہخµ	ləxʊ
لہخءِ	ləxə
لہٰذا	ləhɑːzə
لہذا	ləhðə
لہر	ləɾ
لہراتے	ləɦɾɑːt̪eː
لہرایا	ləɾɑjɑ
لہروں	ləɾoːn
لو	loː
لوئر	ɭoːər
لوئس	loːɪs
لوپ	loːp
لوث	loːθ
لوٹ	loːʈ
لوٹنا	ɭoːʈnə
لوٹنے	ɭoːʈne
لوٹی	loːtiː
لوڈ	ɭoːɖ
لوڈنگ	ɭoːɖəŋ
لورا	ləroː
لورین	loːriːn
لوسرن	loːsɪrn
لوط	loːt̪
لوقا	loːgə
لوکیٹر	loːkɪt̪ər
لوگ	loːg
لوگو	loːgoː
لوگوں	loːgoːŋ
لولا	loːlɑ
لومبارڈ	ɭoːmbɑːɾɖ
لومڑی	loːmɽiː
لومس	lomːs
لونگا	loːŋgə
لونی	lʊni
لوں	ɭoːŋ
لوہے	loːɑe
لی	liː
لیا	liː
لیب	lɪb
لیبارٹری	liːbɑːrtrɪ
لیبل	liːbəl
لیبوریٹری	liːbuːrɪt̪riː
لیبیا	liːbijɑː
لیپ	lɪp
لیتا	liːt̪ɑː
لیتی	liːti
لیتے	liːte
لیٹ	liːʈ
لیٹرین	liːt̪rɛːn
لیٹش	liːʈʃ
لیٹے	liːʈeː
لیجئے	liːdʒeː
لیجنڈ	leːgənɖ
لیڈ	liːɖ
لیڈر	liːɖəɾ
لیڈی	liːɖiː
لیزر	leɪzər
لیس	liːs
لیفٹیننٹ	liːft̪eːnənt̪
لیک	lɪk
لیکر	liːkər
لیکس	lɪkʃ
لیکن	liːkən
لیگ	lig
لیگزنگٹن	liːgeːsɪŋgʈən
لیلن	liːn
لین	liːn
لینا	liːnə
لینڈ	lɛːnd
لینڈنگ	lɛːnd̪ɪŋ
لینس	lɪns
لینو	liːno
لینی	liːniː
لینے	liːne
لیں	lɪ̃
لیوا	liːʋɑː
لیور	liːvər
لیوس	liːʊs
لیون	liːʊ̯n
لیے	liːe
لے	lə
م	m
مآب	maːb
مؤثر	ɑːt̪sər
مئی	mai
ماؤس	maʊs
ماؤنٹ	maʊ̃ːnt
ماؤنٹین	maʊ̃ːt̪eːn
مائچترت	maːɪtʃt̪eːɾt̪
مائشٹھیت	maːiʃt̪ʰiːt̪
مائع	maːɪf
مائک	maɪk
مائکرو	maɪkɾo
مائکروفون	maːjoːfʊn
مائکروویو	maɪkɾoʊwiː
مائن	maɪn
مائنس	maːjns
مائیک	maːɪk
مائیکروسافٹ	maːɪkrʊsoːft
مائیکروفون	maɪkroːfun
مائیکل	maːɪkəl
مابین	maːbiːn
ماتحت	maːt̪hʌt̪
ماتمی	maːtmɪ
ماٹی	maːtiː
ماجد	maːdʒid̪
ماحول	maːɦoːl
ماحولیاتی	maːɦuːliːɑːtiː
ماخذ	məkxəz
ماد	maːd
مادہ	maːd̪ə
مادے	maːd̪eː
ماڈل	maːɽɗəl
ماڈلنگ	maːɖəlɪŋ
مار	maːr
مارا	maːɾɑː
مارتا	maːɾt̪ə
مارتھا	maːɾt̪ʰɑː
مارتے	maːɾteː
مارٹر	maːɾt̪ər
مارٹم	maːɾt̪m
مارٹن	maːɾt̪ən
مارٹینی	maːɾt̪iːniː
مارجن	maːɾdʒn
مارچ	maːɾtʃ
مارشل	maːɾʃɪl
مارفین	maːrfiːn
مارک	maːɾk
مارکس	maːɾks
مارکو	maːɾkoː
مارکیٹ	maːɾkiːt̪
مارگی	maːrgi
مارلین	maːrlin
مارنا	maːrnə
مارننگ	maːrənŋ
مارنے	maːrɳe
مارو	maːroː
مارونگا	maːroːŋgə
ماروں	maːroːn
ماری	maːriː
ماریں	məɾiːŋ
مارے	maːre
ماسٹر	ˈmɑːstər
ماسٹرز	ˈmɑːst̪r̪eːz
ماسک	ˈmɑːsk
ماسکو	ˈmɑːskoː
ماسوائے	maːsoːe
ماضی	məˈziː
مافیا	maːfijɑː
ماگتا	maːgt̪ə
مال	maːl
مالبرداری	maːlbaːɾdaːriː
مالدار	maːld̪ɑːr
مالش	maːlʃ
مالک	maːlək
مالکان	maːlkaːn
مالکن	maːlˈkən
مالکوں	maːləkõː
مالی	maːliː
مالیاتی	maːliːəti
مالیت	maːliːt̪
مان	maːn
مانا	maːnə
مانتا	məntɑ
مانتی	maːnti
مانتے	maːn̪teː
مانچسٹر	mɑ̃ːtʃesʈəɾ
مانچسٹر	mɑ̃ːtʃəsʈəɾ
ماند	mɑːnd̪
ماندہ	mɑːnd̪ə
مانگ	maːŋ
مانگنے	maːŋgəneː
مانگو	ˈmɑːŋgoː
مانگے	maːŋgeː
ماننا	maːnnə
مانند	maːnand
ماننی	maːnːiː
ماننیی	maːnːiː
ماننے	maːnne
مانو	maːnuː
مانوں	maːnõː
مانی	maːniː
مانیٹر	maːnɪt̪ər
مانیں	maːneː
مانے	maːne
ماں	mɑ̃ː
ماہ	maː
ماہانہ	maːɦɑːnə
ماہرِ	maːɦɪr
ماہر	maːɪr
ماہرانہ	maːɦɾɑːnə
ماہرین	maːɦeːrɪn
ماہی	maːɦiː
مایا	majɑ
مایاوی	majɑːʋiː
مایوس	maɪus
مایوسی	maɪoːsi
مبارک	ˈmʊbɑːrək
مبارکباد	ˈmʊbɑːrəkbɑːd
مباشرت	məbaːʃəɾt
مبالغہ	məbaːɣlə
مبتلا	ɪbt̪lɑ
مبدل	mbæd̪l
مبلغ	mbʌlɣ
مبنی	məˈbɪni
مبھی	mbʱi
مبہم	məbeːm
مبینہ	ˈmbiːnə
مت	mət
متاثر	mətaːsər
متاثرین	mətaːsɪrɪn
متبادل	mʊtæbɑːdil
متجسس	ˈmətʒgɛsː
متحد	ˈmʊt̪ʰɑd̪
متحدہ	ɪt̪ʰɑd̪ʱə
متحرک	məθɦɾik
متحمل	mətɑɦməl
مترجم	ˈmɪtɾʊdʒ
متروک	ˈmɪt̪roːk
متصور	ˈmʌt̪s̪oːr
متضاد	mət̪ədʒɑːd̪
متعارف	mətɑːʋɑːɾəf
متعلق	məteːləg
متعین	məteːʋiːn
متغیر	ˈmətɣiːr
متفق	ˈmətfaq
متقی	ˈmətqi
متک	ˈmətək
متن	ˈmət̪n
متنازعہ	ˈmʊt̪nɑːzeʋə
متوازی	mətoːʊziː
متوجہ	mətoʊdʒə
متوسط	ˈmʊtɑwsˤɪt
متوقع	məˈtɪqɑː
مثال	məθl
مثالکے	maːθlaːkeː
مثالی	maθlaːi
مثبت	ˈmʊbθɪd
مثلث	miθl̪əθ
مٹا	məʈə
مٹانے	məʈɑːne
مٹھائی	məʈʰɑːi
مٹھائیاں	miʈʰɑijɑ̃
مٹھاس	məθɑːs
مٹھی	məʈʰiː
مٹی	mɪt̪iː
مجاز	məˈdʒɑz
مجازی	məˈdʒɑːzi
مجبور	məgboːr
مجرجیئ	məgɾdʒiː
مْجرم	ɪmgʐɪm
مجرم	məgʐəm
مجرمانہ	məgɾmɑːnə
مجرموں	məgɾʊmõː
مجروح	məʒruː
مجسموں	məzmʊŋ
مجلس	məglɛs
مجلسِ	məʒlisɪ
مجموعہ	məgɑːmʊɾɑː
مجموعی	məgːɔːli
مجھ	məʐ
مجھے	məʐʱe
مجید	məˈgiːd
مچا	mətʃɑ
مچان	mətʃɑːn
مچانا	mətʃɑːnɑ
مچگن	məʈːegn
مچل	məʃl
مچلی	məʈʂliː
مچھلی	məʈʂli
مچھلیوں	məʈɭijõː
محافظ	maːɦafiːz
محافظوں	məɦɑːfɪzʊ̃ː
محب	məkb
محبت	məˈbɛt
محبت	moˈhəbbət
محبت	mʊˈhəbbət
محبت	mʊɦəbbət
محبوب	məhˈbuːb
محبوبوں	məkhoːboːŋ
محتاط	maɦtɑːt
محتاظ	mʌɦtɑːs
محترم	məˈt̪ɾəm
محترمہ	məɦt̪əɾmə
محدود	məhˈhɑːd
محراب	mɛʱɾɑːb
محرکات	məɦrəkɑːt
محروم	məɦɾuːm
محروم	mɛɦɾuːm
محسوس	məhsus
محسوس	məsuːs
محسوس	mɛɦsuːs
محض	maħd
محفل	məħful
محفوظ	mafɔːz
محقق	məˈhɪq
محکمہ	məˈɦkʌmə
محل	məɦl
محلوں	məɦlõː
محلے	məɦlɛ
محمد	mʊhəmməd
محمدی	moɦəmməd̪iː
محنت	məˈhɪnt
محور	maːhuːr
محیط	məˈɦiːq
مخالف	məkɦɑːlif
مخالفت	məkɑlˈfæt
مخبر	məkˈbər
مخبری	məkʰbəri
مختار	məkt̪ɑːr
مختاری	məkt̪ɑːriː
مختتم	məkʰt̪t̪əm
مختصر	məkʰt̪s̪ər
مختصراً	məkʰt̪sˤɾæŋ
مختلف	ˈmʌxtəlɪf
مخروط	məkruːt̪
مخصوص	məxːsʊs
مخفی	məkfi
مخلص	məkˈleʃ
مخلوط	məkɦuːt
مخلوق	məkɦluːq
مخلوقات	məkħluːqɑːt
مخواہ	məkʰwɑːh
مداح	mədaːh
مداحوں	mədaːɦõː
مداخلت	mədɑːxələt
مداخلتوں	mədɑːxəlt̪oːŋ
مدار	məˈdɑːr
مداروں	məd̪ɑːɾoːŋ
مداوا	mədɑːʋɑː
مدت	ˈmɪd̪t̪
مدتی	ˈmʌd̪t̪iː
مدد	məd̪əd̪
مدد	ˈmɛdː
مددگار	ˈmʌdːɪgɑːr
مدراس	mʌd̪ɾɑːs
مدرانکن	ˈmɑːdrənkən
مدعا	məɖɑː
مدعو	ˈmʌd̪oː
مدفون	ˈmʌd̪foːn
مدمقابل	ˈmʌdmʊqɑːbəl
مدنظر	mɪdˈnɑjr
مذاق	məˈðɑːq
مذاکرات	məðɑkɾɑːt̪
مذمت	maðmət
مذموم	ˈmɑðmum
مذہب	məðʱæb
مذہبی	məðʱeːbiː
مڈل	ˈmɑɽl
مڈنائٹس	ˈmɪɽnɑɪts
مر	mər
مراحل	məɾɑːhəl
مراد	məˈɾɑːd
مرادانکل	məɾɑːd̪ɑːkəl
مراعات	məɾɑːʋɑːt̪
مراقبے	məɾɑːqɪbɛː
مراکز	məɾɑːkʊz
مربع	maːrbaʕ
مربوط	mɪɾbuːt
مرتا	məɾtə
مرتبان	məɾt̪eːbɑːn
مرتبہ	məɾt̪eːbɑː
مرتھا	ɾʊt̪ʰɑː
مرتے	məɾte
مرجاؤں	məɾdʒɑːʊ̯ŋ
مرجھا	məɾdʒʰɑ
مرچ	məɾtʃ
مرچکا	məɾtʃkə
مرحلہ	məɾhəlɑ
مرحلے	məɾhɑlɛ
مرحوم	məɾˈɦuːm
مرد	məɾd
مرد	məɾd̪
مردار	məɾd̪ɑːr
مردہ	ˈmərðə
مردوں	ɾəɽd̪oːŋ
مرسیڈیز	məɾsiːd̪eːs
مرض	məɾd̪
مرضی	məɾzi
مرغ	məɾɣ
مرغوں	məɾɣoːŋ
مرغی	məɾɣiː
مرفی	məɾfi
